user_id,black_win_rate,black_lose_rate,black_draw_rate,black_game_count
ibicenco,54.0,44.0,2.0,50.0
thekinglear,36.0,50.0,14.000000000000002,50.0
th2j,54.0,42.0,4.0,50.0
TheNoobiestNoob,48.97959183673469,44.89795918367347,6.122448979591836,49.0
Glam58,44.0,54.0,2.0,50.0
ivanknobel,51.92307692307693,48.07692307692308,0.0,52.0
Henry47,24.489795918367346,69.38775510204081,6.122448979591836,49.0
gloriafm,56.00000000000001,38.0,6.0,50.0
Altarius,69.38775510204081,28.57142857142857,2.0408163265306123,49.0
xzMzx,45.09803921568628,50.98039215686274,3.92156862745098,51.0
Jonhseo,50.0,40.38461538461539,9.615384615384617,52.0
EdgarCid,48.27586206896552,48.27586206896552,3.4482758620689653,29.0
indomie_egg,49.01960784313725,43.13725490196079,7.84313725490196,51.0
lavr64,69.23076923076923,23.076923076923077,7.6923076923076925,52.0
Anatolyx,0.0,100.0,0.0,1.0
JohnJameson88,37.25490196078432,54.90196078431373,7.84313725490196,51.0
ZAKOPAYKO,34.0,57.99999999999999,8.0,50.0
mohamedalbashi89,37.25490196078432,60.78431372549019,1.96078431372549,51.0
abshakeyourworld,48.93617021276596,51.06382978723404,0.0,47.0
vansh0215,0.0,100.0,0.0,2.0
Derahdoc,54.0,46.0,0.0,50.0
romkie,28.846153846153843,69.23076923076923,1.9230769230769231,52.0
Firsttouch,50.0,50.0,0.0,48.0
SubZero-CUBA,37.25490196078432,56.86274509803921,5.88235294117647,51.0
NotSkate0815,0.0,0.0,0.0,0.0
MgcnofRiga,39.21568627450981,56.86274509803921,3.92156862745098,51.0
Slavik_0,47.91666666666667,50.0,2.083333333333333,48.0
Chinaskinear50,38.775510204081634,53.06122448979592,8.16326530612245,49.0
Dopachen,44.89795918367347,42.857142857142854,12.244897959183673,49.0
Nathanaelle0421,56.25,35.41666666666667,8.333333333333332,48.0
eneshanedar,46.666666666666664,51.11111111111111,2.2222222222222223,45.0
missanth,75.0,25.0,0.0,4.0
Shukh_Nikolay,52.0,40.0,8.0,50.0
Dmitry_Loshakov,35.294117647058826,58.82352941176471,5.88235294117647,51.0
liamboogar,52.0,46.0,2.0,50.0
Jarlaxle38838,49.122807017543856,49.122807017543856,1.7543859649122806,57.0
Neftegor,40.0,54.0,6.0,50.0
Martinsomerbest,48.148148148148145,44.44444444444444,7.4074074074074066,54.0
CihatDayk1978,45.09803921568628,49.01960784313725,5.88235294117647,51.0
shrvntal,34.0,64.0,2.0,50.0
bayat2021,31.37254901960784,66.66666666666666,1.96078431372549,51.0
pavelarshinn90,51.06382978723404,44.680851063829785,4.25531914893617,47.0
LSChessonTwitch,24.0,50.0,26.0,50.0
Layfi,0.0,0.0,0.0,0.0
be_an,46.0,50.0,4.0,50.0
SombraFugitiva,48.148148148148145,42.592592592592595,9.25925925925926,54.0
ClashR0yale,20.0,80.0,0.0,15.0
daemonthegoat,38.0,62.0,0.0,50.0
Proton_2,65.51724137931035,34.48275862068966,0.0,29.0
Phmmtm,43.47826086956522,54.34782608695651,2.1739130434782608,46.0
gowsalyan2021,53.06122448979592,44.89795918367347,2.0408163265306123,49.0
Cyprille,43.75,52.083333333333336,4.166666666666666,48.0
maestromorenito,45.09803921568628,49.01960784313725,5.88235294117647,51.0
varunvar,48.07692307692308,46.15384615384615,5.769230769230769,52.0
KemoLU23,50.0,50.0,0.0,50.0
Dragontiger83,28.57142857142857,71.42857142857143,0.0,7.0
Bohabbeh,48.0,44.0,8.0,50.0
flemmli,42.592592592592595,53.70370370370371,3.7037037037037033,54.0
pipoynana,42.857142857142854,53.06122448979592,4.081632653061225,49.0
Tyron_Woodley,38.775510204081634,53.06122448979592,8.16326530612245,49.0
Gontalot,36.95652173913043,56.52173913043478,6.521739130434782,46.0
ArturoV2024,52.0,46.0,2.0,50.0
Gustav_1999,36.36363636363637,59.09090909090909,4.545454545454546,22.0
Aswerches,42.857142857142854,55.10204081632652,2.0408163265306123,49.0
lunchcritic,40.38461538461539,59.61538461538461,0.0,52.0
alnikgul,37.25490196078432,60.78431372549019,1.96078431372549,51.0
AmbartsumianTyhran,52.94117647058824,41.17647058823529,5.88235294117647,51.0
mohammadkhattab,52.083333333333336,45.83333333333333,2.083333333333333,48.0
iokiki,44.230769230769226,50.0,5.769230769230769,52.0
Jukkele,68.62745098039215,31.37254901960784,0.0,51.0
pilbge,50.98039215686274,45.09803921568628,3.92156862745098,51.0
ab8128,45.83333333333333,54.166666666666664,0.0,48.0
onegreypawn,28.846153846153843,55.769230769230774,15.384615384615383,52.0
GKrymn,50.0,43.75,6.25,48.0
ironman654,45.09803921568628,52.94117647058824,1.96078431372549,51.0
Arcas9,38.775510204081634,57.14285714285714,4.081632653061225,49.0
Stanley1972,38.0,60.0,2.0,50.0
GCV23,59.61538461538461,38.46153846153847,1.9230769230769231,52.0
osama230,0.0,0.0,0.0,0.0
furqon1,47.05882352941176,52.94117647058824,0.0,51.0
Qts,42.0,50.0,8.0,50.0
hosein233,52.0,48.0,0.0,50.0
nas66,50.0,48.0,2.0,50.0
samsimba199,49.01960784313725,47.05882352941176,3.92156862745098,51.0
FabianMaxhera,50.0,42.30769230769231,7.6923076923076925,52.0
Napoleon2883,36.734693877551024,59.18367346938776,4.081632653061225,49.0
BlakeTantrum,48.0,38.0,14.000000000000002,50.0
DaGo24,26.0,70.0,4.0,50.0
LucaGek,48.888888888888886,51.11111111111111,0.0,45.0
akhilughade7494,55.769230769230774,42.30769230769231,1.9230769230769231,52.0
DonBee,63.26530612244898,36.734693877551024,0.0,49.0
duncanmyer,12.0,88.0,0.0,50.0
loborino,43.75,54.166666666666664,2.083333333333333,48.0
ns_68,46.0,54.0,0.0,50.0
MaxiGalaxi,0.0,60.0,40.0,5.0
sepid_58,34.69387755102041,57.14285714285714,8.16326530612245,49.0
lihoffa,34.0,46.0,20.0,50.0
straightpown,47.05882352941176,45.09803921568628,7.84313725490196,51.0
MS-Dhanwin,40.0,60.0,0.0,5.0
DruzhkovVN,44.44444444444444,53.333333333333336,2.2222222222222223,45.0
Sulacy,0.0,0.0,0.0,0.0
Lokeshswami,47.16981132075472,50.943396226415096,1.8867924528301887,53.0
LarsUlrichTama,54.0,46.0,0.0,50.0
Cooper6,38.0,54.0,8.0,50.0
TrentAllgood,53.84615384615385,42.30769230769231,3.8461538461538463,52.0
SaquonBarkley26,43.13725490196079,45.09803921568628,11.76470588235294,51.0
emakarov,42.857142857142854,53.06122448979592,4.081632653061225,49.0
abdoelbetagy,37.77777777777778,62.22222222222222,0.0,45.0
Messsi2023,47.91666666666667,52.083333333333336,0.0,48.0
PakiahLegend,40.0,57.99999999999999,2.0,50.0
PadawanAsokaTano,61.224489795918366,32.6530612244898,6.122448979591836,49.0
dragan961,72.3404255319149,23.404255319148938,4.25531914893617,47.0
Piter237,43.13725490196079,52.94117647058824,3.92156862745098,51.0
m123p123,55.55555555555556,40.74074074074074,3.7037037037037033,27.0
edwinZid,50.98039215686274,47.05882352941176,1.96078431372549,51.0
arlYonok,62.5,25.0,12.5,48.0
Dmorineau,43.75,52.083333333333336,4.166666666666666,48.0
suratram,45.83333333333333,54.166666666666664,0.0,48.0
Stinovo,57.692307692307686,34.61538461538461,7.6923076923076925,52.0
vrf4ever,29.411764705882355,68.62745098039215,1.96078431372549,51.0
Ildar_Khaziiev,0.0,0.0,0.0,0.0
shadow_strike,33.33333333333333,66.66666666666666,0.0,6.0
hanti83,44.230769230769226,51.92307692307693,3.8461538461538463,52.0
jesselroy99,56.86274509803921,39.21568627450981,3.92156862745098,51.0
rezeszamliy,44.89795918367347,42.857142857142854,12.244897959183673,49.0
Dj0nf1,48.0,52.0,0.0,50.0
JarJarBeers,53.06122448979592,40.81632653061224,6.122448979591836,49.0
PabloMinda,35.294117647058826,60.78431372549019,3.92156862745098,51.0
swarley72,49.01960784313725,45.09803921568628,5.88235294117647,51.0
Ali_valizadeh,46.93877551020408,44.89795918367347,8.16326530612245,49.0
Sebas_Xd12,34.375,62.5,3.125,32.0
SworlakeCity,44.0,54.0,2.0,50.0
gabrielmonchimanchas,57.14285714285714,42.857142857142854,0.0,49.0
Pjanyi_ShMayster,37.5,60.416666666666664,2.083333333333333,48.0
Dynamictroops,40.81632653061224,59.18367346938776,0.0,49.0
fan_fheihung,50.98039215686274,43.13725490196079,5.88235294117647,51.0
leoybkim,56.86274509803921,41.17647058823529,1.96078431372549,51.0
SirNass,38.0,57.99999999999999,4.0,50.0
wccrgaming2023,43.13725490196079,56.86274509803921,0.0,51.0
Artem163111,44.0,48.0,8.0,50.0
SnoozieDoes,43.13725490196079,52.94117647058824,3.92156862745098,51.0
Satishswain,50.0,50.0,0.0,48.0
vinijr77,61.224489795918366,28.57142857142857,10.20408163265306,49.0
Ricardoski,48.0,50.0,2.0,50.0
MichRum,46.0,46.0,8.0,50.0
lerzel123,38.46153846153847,51.92307692307693,9.615384615384617,52.0
AllGunsBlazing22,55.10204081632652,34.69387755102041,10.20408163265306,49.0
theimeto,54.34782608695651,36.95652173913043,8.695652173913043,46.0
Ayush_Ranjan819,50.0,50.0,0.0,4.0
rsumitrout3,50.98039215686274,45.09803921568628,3.92156862745098,51.0
Alirezaaaaaaa7,52.94117647058824,41.17647058823529,5.88235294117647,51.0
harry06,46.0,52.0,2.0,50.0
Morcus1963,40.0,56.00000000000001,4.0,50.0
kitikita123,52.94117647058824,29.411764705882355,17.647058823529413,51.0
TheRegista,50.0,50.0,0.0,50.0
semipro623,43.13725490196079,52.94117647058824,3.92156862745098,51.0
resiliente99,,,,
Positional_player008,46.93877551020408,48.97959183673469,4.081632653061225,49.0
SavvaVetokhin2009,52.83018867924528,39.62264150943396,7.547169811320755,53.0
GardaGv2,51.06382978723404,44.680851063829785,4.25531914893617,47.0
AntonTsaruyk,49.09090909090909,47.27272727272727,3.636363636363636,55.0
danielithium,0.0,0.0,0.0,0.0
Gabix94,72.91666666666666,20.833333333333336,6.25,48.0
Kolmychkov,33.33333333333333,61.111111111111114,5.555555555555555,54.0
abbasali1234,48.97959183673469,46.93877551020408,4.081632653061225,49.0
Zero000001,41.66666666666667,54.166666666666664,4.166666666666666,48.0
DjMaestro1983,0.0,100.0,0.0,1.0
StormingAngel,52.94117647058824,43.13725490196079,3.92156862745098,51.0
Miss_Lizzy,55.10204081632652,44.89795918367347,0.0,49.0
Ozuna1179,54.0,40.0,6.0,50.0
djdkfkkfej,38.095238095238095,61.904761904761905,0.0,21.0
Heart_of_Fire_Cat,16.363636363636363,78.18181818181819,5.454545454545454,55.0
FelixHu,25.0,50.0,25.0,8.0
fristaylersmith,30.357142857142858,64.28571428571429,5.357142857142857,56.0
Obedas,44.89795918367347,53.06122448979592,2.0408163265306123,49.0
coportov57,37.5,60.416666666666664,2.083333333333333,48.0
Josue_Daza,50.0,43.75,6.25,48.0
prakhargosain,56.00000000000001,44.0,0.0,50.0
M1h3l,40.38461538461539,50.0,9.615384615384617,52.0
Ehaab_ramadan,54.0,42.0,4.0,50.0
umang_king_2341,34.69387755102041,57.14285714285714,8.16326530612245,49.0
pantvak,42.0,52.0,6.0,50.0
Phuong14,70.0,26.0,4.0,50.0
TolloT,48.97959183673469,44.89795918367347,6.122448979591836,49.0
sasadj,40.0,52.0,8.0,50.0
Aatu65536,70.58823529411765,17.647058823529413,11.76470588235294,51.0
good6666,65.3061224489796,28.57142857142857,6.122448979591836,49.0
LuuckyyLuke,26.53061224489796,73.46938775510205,0.0,49.0
SlumpOnChess,29.166666666666668,64.58333333333334,6.25,48.0
SpongeyDad,54.34782608695651,34.78260869565217,10.869565217391305,46.0
Torry,32.69230769230769,65.38461538461539,1.9230769230769231,52.0
luispahissa,28.846153846153843,69.23076923076923,1.9230769230769231,52.0
Josipan_81,54.0,32.0,14.000000000000002,50.0
jalavi,45.09803921568628,45.09803921568628,9.803921568627452,51.0
kaomer,52.94117647058824,47.05882352941176,0.0,51.0
sreeramg,59.61538461538461,36.53846153846153,3.8461538461538463,52.0
dArTalgnan,50.0,46.0,4.0,50.0
joudi1000,45.09803921568628,50.98039215686274,3.92156862745098,51.0
firebobnutting,0.0,100.0,0.0,3.0
yur1010yur,41.17647058823529,52.94117647058824,5.88235294117647,51.0
Cultureindustry,32.0,66.0,2.0,50.0
QaungHyu,46.0,54.0,0.0,50.0
paulinhosr,0.0,100.0,0.0,1.0
Killumi95,57.14285714285714,40.81632653061224,2.0408163265306123,49.0
beachboy666,52.0,44.0,4.0,50.0
Kapss009,36.53846153846153,57.692307692307686,5.769230769230769,52.0
Ilias999,54.90196078431373,39.21568627450981,5.88235294117647,51.0
Tomasz57,42.857142857142854,46.93877551020408,10.20408163265306,49.0
Alzkun,54.166666666666664,39.58333333333333,6.25,48.0
Terredorr,43.63636363636363,52.72727272727272,3.636363636363636,55.0
ohsh8712,0.0,0.0,0.0,0.0
Azim07,36.0,64.0,0.0,50.0
AdamCollins,52.94117647058824,31.37254901960784,15.68627450980392,51.0
Pgchess13,51.02040816326531,46.93877551020408,2.0408163265306123,49.0
w0b3g0n,54.0,46.0,0.0,50.0
raviteja982000,42.857142857142854,57.14285714285714,0.0,49.0
prospectuschess,36.0,60.0,4.0,50.0
Shuak90,44.230769230769226,55.769230769230774,0.0,52.0
Nasissimo2,20.40816326530612,73.46938775510205,6.122448979591836,49.0
imperialxadrez1,48.97959183673469,46.93877551020408,4.081632653061225,49.0
hapinok,52.083333333333336,47.91666666666667,0.0,48.0
volshebnik_shrek,32.142857142857146,58.92857142857143,8.928571428571429,56.0
Gatotkoco995,50.0,48.0,2.0,50.0
hesh46,49.01960784313725,49.01960784313725,1.96078431372549,51.0
julwado,43.13725490196079,49.01960784313725,7.84313725490196,51.0
fujiwaratakumi1905,53.191489361702125,34.04255319148936,12.76595744680851,47.0
iliafza,50.0,46.0,4.0,50.0
JHamberg,37.25490196078432,45.09803921568628,17.647058823529413,51.0
DrBananaa,47.05882352941176,37.25490196078432,15.68627450980392,51.0
dewey988,53.06122448979592,44.89795918367347,2.0408163265306123,49.0
Goraspi,48.97959183673469,51.02040816326531,0.0,49.0
santyago_myr,25.0,67.85714285714286,7.142857142857142,28.0
sss6567,40.0,52.0,8.0,50.0
visselrunner,35.294117647058826,49.01960784313725,15.68627450980392,51.0
J_Pumba,40.38461538461539,53.84615384615385,5.769230769230769,52.0
ADZAN_Bin_ACHMAD,44.230769230769226,55.769230769230774,0.0,52.0
pasionxelchess,60.0,30.0,10.0,10.0
Schpiller,52.0,38.0,10.0,50.0
nunezhereje,50.0,44.230769230769226,5.769230769230769,52.0
sardw,48.0,44.0,8.0,50.0
hungzhao,62.74509803921568,33.33333333333333,3.92156862745098,51.0
Casrem,26.47058823529412,61.76470588235294,11.76470588235294,34.0
Khiall_ccn,50.0,46.0,4.0,50.0
mikhael10tal,48.0,44.0,8.0,50.0
yoseph2013,70.58823529411765,15.68627450980392,13.725490196078432,51.0
Magisterberg,51.02040816326531,44.89795918367347,4.081632653061225,49.0
TBNR763,65.38461538461539,28.846153846153843,5.769230769230769,52.0
Pawndercover,65.3061224489796,26.53061224489796,8.16326530612245,49.0
ogbublik,39.285714285714285,53.57142857142857,7.142857142857142,56.0
MMohitM,46.15384615384615,48.07692307692308,5.769230769230769,52.0
TheBarbaric,52.0,44.0,4.0,50.0
Mumraaah,38.0,50.0,12.0,50.0
ajjbrzrf,50.0,42.0,8.0,50.0
maick82,34.0,66.0,0.0,50.0
Metaru_sama,44.642857142857146,55.35714285714286,0.0,56.0
rezoons,52.0,40.0,8.0,50.0
sayanrath2013,33.33333333333333,60.416666666666664,6.25,48.0
k_eops,42.0,54.0,4.0,50.0
iyad2017,33.33333333333333,66.66666666666666,0.0,6.0
JustAmature,42.592592592592595,55.55555555555556,1.8518518518518516,54.0
chimeg,50.0,50.0,0.0,50.0
thneed,45.09803921568628,52.94117647058824,1.96078431372549,51.0
aloneinnthedark,45.09803921568628,49.01960784313725,5.88235294117647,51.0
TrixR4Kidzzz,63.46153846153846,30.76923076923077,5.769230769230769,52.0
Tal_is_amazing,42.30769230769231,55.769230769230774,1.9230769230769231,52.0
Magnetograf,48.97959183673469,51.02040816326531,0.0,49.0
Chrissthiann,54.34782608695651,45.65217391304348,0.0,46.0
iVoguer,67.3913043478261,32.608695652173914,0.0,46.0
juanchope039,48.07692307692308,51.92307692307693,0.0,52.0
Herkington,52.94117647058824,47.05882352941176,0.0,51.0
ishan007,53.84615384615385,46.15384615384615,0.0,52.0
CelticParadise,48.0,52.0,0.0,50.0
Alejandro_T_2010,61.53846153846154,30.76923076923077,7.6923076923076925,13.0
cheburashka15,68.0,32.0,0.0,50.0
Garris51,46.808510638297875,46.808510638297875,6.382978723404255,47.0
adamiva5,56.00000000000001,44.0,0.0,50.0
vinod-vms,46.93877551020408,53.06122448979592,0.0,49.0
cristian_viera,48.0,44.0,8.0,50.0
jcchess15,62.0,32.0,6.0,50.0
Zhigalko_Sergei,72.5,15.0,12.5,40.0
Alammonjur,55.10204081632652,38.775510204081634,6.122448979591836,49.0
vanpel84,56.00000000000001,42.0,2.0,50.0
TheBrainCrusher,53.06122448979592,40.81632653061224,6.122448979591836,49.0
intolerante,40.0,54.0,6.0,50.0
jamatta,42.0,48.0,10.0,50.0
ayulebedev1983,40.0,57.99999999999999,2.0,50.0
nouardbdb,57.99999999999999,38.0,4.0,50.0
karesz1h,48.0,46.0,6.0,50.0
JELLINEK,41.66666666666667,56.25,2.083333333333333,48.0
meisamf,56.86274509803921,41.17647058823529,1.96078431372549,51.0
pichibart,52.0,48.0,0.0,50.0
Kamil51,46.93877551020408,46.93877551020408,6.122448979591836,49.0
Ricardo420,72.0,28.000000000000004,0.0,50.0
pratik88,50.0,50.0,0.0,48.0
Itsmeanpete,54.90196078431373,41.17647058823529,3.92156862745098,51.0
msb2,46.15384615384615,34.61538461538461,19.230769230769234,52.0
Plmlgs99,50.0,30.0,20.0,50.0
L-antonio,40.81632653061224,53.06122448979592,6.122448979591836,49.0
chevalierdemalte,14.285714285714285,85.71428571428571,0.0,7.0
Jenkovich,47.16981132075472,41.509433962264154,11.320754716981131,53.0
misswittychess,32.142857142857146,51.78571428571429,16.071428571428573,56.0
Fred_Fertig_64,57.99999999999999,34.0,8.0,50.0
Villi71,46.0,54.0,0.0,50.0
hbas4530,28.000000000000004,72.0,0.0,50.0
joaocustdiao,34.0,56.00000000000001,10.0,50.0
Shivansh161012,45.83333333333333,50.0,4.166666666666666,48.0
Patralgan,46.0,42.0,12.0,50.0
Daniyal_Rysaev,64.0,34.0,2.0,50.0
BNK2020,47.05882352941176,37.25490196078432,15.68627450980392,51.0
Andreykakis,66.66666666666666,31.37254901960784,1.96078431372549,51.0
immlittimmortal,55.10204081632652,34.69387755102041,10.20408163265306,49.0
jozarov,40.0,48.0,12.0,50.0
NidzaJabuka,48.0,48.0,4.0,50.0
Henry_Leon,42.857142857142854,55.10204081632652,2.0408163265306123,49.0
Avoerna08,47.05882352941176,43.13725490196079,9.803921568627452,51.0
Deepak009945,43.75,52.083333333333336,4.166666666666666,48.0
GospodinPJ,28.000000000000004,62.0,10.0,50.0
imee01,67.27272727272727,30.909090909090907,1.818181818181818,55.0
charlye87,29.411764705882355,64.70588235294117,5.88235294117647,51.0
Sallaia,43.39622641509434,54.71698113207547,1.8867924528301887,53.0
Zulu100man,38.0,56.00000000000001,6.0,50.0
rhysmadden,38.297872340425535,55.319148936170215,6.382978723404255,47.0
dimkor,46.0,48.0,6.0,50.0
whiteyvisage,38.775510204081634,55.10204081632652,6.122448979591836,49.0
shapiemdisa,23.076923076923077,69.23076923076923,7.6923076923076925,13.0
ayman715,44.0,46.0,10.0,50.0
welo47,46.0,54.0,0.0,50.0
SachinPundge,57.14285714285714,42.857142857142854,0.0,49.0
MaksimDauengauer,36.84210526315789,63.1578947368421,0.0,19.0
JeremLS,60.0,40.0,0.0,45.0
Yugee2007,0.0,0.0,0.0,0.0
Zub0103,31.25,62.5,6.25,16.0
francescomase,56.52173913043478,34.78260869565217,8.695652173913043,46.0
danibucha,40.0,53.333333333333336,6.666666666666667,15.0
Kangcfa,39.62264150943396,52.83018867924528,7.547169811320755,53.0
OpferOpferMatt,42.0,52.0,6.0,50.0
NeoBchik,57.14285714285714,32.6530612244898,10.20408163265306,49.0
pmo2004,54.71698113207547,37.735849056603776,7.547169811320755,53.0
bulli212,48.97959183673469,46.93877551020408,4.081632653061225,49.0
AAVV2,53.06122448979592,40.81632653061224,6.122448979591836,49.0
Dr_Ertel,60.416666666666664,37.5,2.083333333333333,48.0
Amogh_Bhat,48.888888888888886,42.22222222222222,8.88888888888889,45.0
toinfinityandbeyond1,33.33333333333333,60.78431372549019,5.88235294117647,51.0
sdn2023,46.808510638297875,48.93617021276596,4.25531914893617,47.0
bloodymariel,52.083333333333336,43.75,4.166666666666666,48.0
Ahmd19,25.0,75.0,0.0,4.0
Fhjull86,39.62264150943396,56.60377358490566,3.7735849056603774,53.0
twoWayJose,56.25,37.5,6.25,48.0
Soham0705,56.00000000000001,32.0,12.0,50.0
ich-selbst,33.33333333333333,50.0,16.666666666666664,6.0
entuhro,27.083333333333332,70.83333333333334,2.083333333333333,48.0
Tokoy,50.0,45.83333333333333,4.166666666666666,48.0
B_moradi,33.9622641509434,58.490566037735846,7.547169811320755,53.0
adask10,54.90196078431373,31.37254901960784,13.725490196078432,51.0
Cresswell,49.01960784313725,47.05882352941176,3.92156862745098,51.0
hossein_babaee,52.0,42.0,6.0,50.0
MVK-RV,50.0,46.15384615384615,3.8461538461538463,52.0
shindebhushan15,41.17647058823529,52.94117647058824,5.88235294117647,51.0
Saidjon123,43.13725490196079,49.01960784313725,7.84313725490196,51.0
Tazmanian_devil,47.91666666666667,47.91666666666667,4.166666666666666,48.0
ManJeena,20.0,40.0,40.0,5.0
torvalde,50.0,46.0,4.0,50.0
Xaratech,23.52941176470588,72.54901960784314,3.92156862745098,51.0
IsabelleGusse_07,62.0,36.0,2.0,50.0
Chayka,48.0,42.0,10.0,50.0
BIYMURZA2012,33.33333333333333,55.55555555555556,11.11111111111111,18.0
ReChesster,34.54545454545455,61.81818181818181,3.636363636363636,55.0
Fighter89,68.62745098039215,19.607843137254903,11.76470588235294,51.0
APKnight_ADN22,45.09803921568628,52.94117647058824,1.96078431372549,51.0
Jacob8111,40.0,60.0,0.0,50.0
Babi_nou,38.46153846153847,51.92307692307693,9.615384615384617,52.0
Abdallahmogahed111,38.0,57.99999999999999,4.0,50.0
saeedking1,48.97959183673469,36.734693877551024,14.285714285714285,49.0
El_maestro04,48.214285714285715,50.0,1.7857142857142856,56.0
Dany_chess,54.90196078431373,45.09803921568628,0.0,51.0
rakhat2007,46.0,42.0,12.0,50.0
Et_chic_et_mat,48.07692307692308,51.92307692307693,0.0,52.0
chmnm,48.0,48.0,4.0,50.0
Prajeet1,60.0,40.0,0.0,10.0
ozuguzel42,50.98039215686274,45.09803921568628,3.92156862745098,51.0
Luisetepelaez,34.78260869565217,58.69565217391305,6.521739130434782,46.0
ShivaNataraja,48.07692307692308,48.07692307692308,3.8461538461538463,52.0
tapiojulkunen,48.97959183673469,42.857142857142854,8.16326530612245,49.0
LV-230,50.0,42.0,8.0,50.0
BertramicAttack,46.666666666666664,48.888888888888886,4.444444444444445,45.0
Ryuzakira333,0.0,0.0,0.0,0.0
riga2024,52.0,44.0,4.0,50.0
flashka,52.94117647058824,39.21568627450981,7.84313725490196,51.0
iamchrisjhon,51.11111111111111,42.22222222222222,6.666666666666667,45.0
katemee,33.33333333333333,60.78431372549019,5.88235294117647,51.0
priyanshx16,14.285714285714285,82.14285714285714,3.571428571428571,28.0
GrindHard,34.69387755102041,57.14285714285714,8.16326530612245,49.0
pawl_s,48.97959183673469,44.89795918367347,6.122448979591836,49.0
Stonedzone,50.0,50.0,0.0,50.0
The_Chess_Manatee,50.0,48.07692307692308,1.9230769230769231,52.0
batman_8,48.0,50.0,2.0,50.0
Kisa322,38.775510204081634,53.06122448979592,8.16326530612245,49.0
DatAndy,40.0,56.36363636363636,3.636363636363636,55.0
petrovich_gm,60.0,31.666666666666664,8.333333333333332,60.0
rhb24,32.142857142857146,60.71428571428571,7.142857142857142,56.0
SerHio1963,28.000000000000004,66.0,6.0,50.0
Babakjf,57.99999999999999,40.0,2.0,50.0
Peace_Mover23,0.0,100.0,0.0,5.0
HuseyinEsat,26.08695652173913,65.21739130434783,8.695652173913043,23.0
Alexandr19801980,39.21568627450981,52.94117647058824,7.84313725490196,51.0
Heribert231,34.48275862068966,62.06896551724138,3.4482758620689653,29.0
paneiros,35.55555555555556,60.0,4.444444444444445,45.0
Starbox2010,52.0,26.0,22.0,50.0
marzouqchowdhury,52.0,44.0,4.0,50.0
Abhinav_Mudgal,46.15384615384615,40.38461538461539,13.461538461538462,52.0
fottur,81.81818181818183,18.181818181818183,0.0,11.0
hamidebh001,46.93877551020408,48.97959183673469,4.081632653061225,49.0
Vikor0297,47.05882352941176,49.01960784313725,3.92156862745098,51.0
u_riyaraj,39.21568627450981,56.86274509803921,3.92156862745098,51.0
Delfo2020,54.166666666666664,41.66666666666667,4.166666666666666,48.0
Abbaz12,44.89795918367347,51.02040816326531,4.081632653061225,49.0
Jumasi,35.84905660377358,62.264150943396224,1.8867924528301887,53.0
ady53,54.0,40.0,6.0,50.0
Min02,43.13725490196079,52.94117647058824,3.92156862745098,51.0
callofdeath,48.0,50.0,2.0,50.0
tungaa202104,50.0,50.0,0.0,2.0
iamking123,46.93877551020408,44.89795918367347,8.16326530612245,49.0
mihhak,54.71698113207547,41.509433962264154,3.7735849056603774,53.0
USD60000,57.99999999999999,38.0,4.0,50.0
dobremoj,57.14285714285714,32.6530612244898,10.20408163265306,49.0
durckm,100.0,0.0,0.0,2.0
ZhohoFF,33.33333333333333,54.90196078431373,11.76470588235294,51.0
Denona23,36.53846153846153,57.692307692307686,5.769230769230769,52.0
Nikolay2811,70.0,30.0,0.0,10.0
Ferpiana2,54.166666666666664,43.75,2.083333333333333,48.0
MiyamotoMusashi-CAJA,46.808510638297875,48.93617021276596,4.25531914893617,47.0
Ernest0-0,38.46153846153847,53.84615384615385,7.6923076923076925,13.0
ledinavelosipede,44.44444444444444,44.44444444444444,11.11111111111111,54.0
merciless_ant,28.846153846153843,61.53846153846154,9.615384615384617,52.0
Arkhipenko_Daniil,32.0,62.0,6.0,50.0
KOTbKA,38.775510204081634,53.06122448979592,8.16326530612245,49.0
MrSOK,33.33333333333333,58.333333333333336,8.333333333333332,48.0
Night-King11,32.6530612244898,65.3061224489796,2.0408163265306123,49.0
stormbinger7007,46.93877551020408,53.06122448979592,0.0,49.0
maxxie225,43.39622641509434,50.943396226415096,5.660377358490567,53.0
Attila76,53.06122448979592,42.857142857142854,4.081632653061225,49.0
Zinner_Override,42.0,52.0,6.0,50.0
aaryan_varshney,48.07692307692308,25.0,26.923076923076923,52.0
AnnelizzeRademacher,44.0,54.0,2.0,50.0
seitroppoforte,37.25490196078432,54.90196078431373,7.84313725490196,51.0
DECIMU,44.89795918367347,42.857142857142854,12.244897959183673,49.0
papaocah,32.0,62.0,6.0,50.0
damau6,37.25490196078432,50.98039215686274,11.76470588235294,51.0
M07m4d,51.92307692307693,48.07692307692308,0.0,52.0
staufenberger,29.78723404255319,59.57446808510638,10.638297872340424,47.0
midhat59,50.0,38.0,12.0,50.0
hotelero,54.0,42.0,4.0,50.0
Tamrik2,51.92307692307693,42.30769230769231,5.769230769230769,52.0
okCool123,42.5531914893617,51.06382978723404,6.382978723404255,47.0
adharma,56.00000000000001,42.0,2.0,50.0
AitbekM,45.09803921568628,52.94117647058824,1.96078431372549,51.0
Sawka322,42.30769230769231,55.769230769230774,1.9230769230769231,52.0
ProsperSM,46.0,54.0,0.0,50.0
civeron,48.97959183673469,48.97959183673469,2.0408163265306123,49.0
