user_id,black_win_rate,black_lose_rate,black_draw_rate,black_game_count
yas1376,51.02040816326531,40.81632653061224,8.16326530612245,49.0
g_peron,44.0,52.0,4.0,50.0
ImprovisedOpening,25.0,75.0,0.0,8.0
lemonsgambit,42.857142857142854,54.761904761904766,2.380952380952381,42.0
Sherif_yassin,45.09803921568628,54.90196078431373,0.0,51.0
manuP73,40.0,54.0,6.0,50.0
khaled_boudina,38.775510204081634,57.14285714285714,4.081632653061225,49.0
sunyatameng,51.92307692307693,42.30769230769231,5.769230769230769,52.0
kayaloram,52.0,44.0,4.0,50.0
Pavel_Ch,42.857142857142854,53.06122448979592,4.081632653061225,49.0
Christos56,42.857142857142854,48.97959183673469,8.16326530612245,49.0
Shikhar_Dhangar,34.69387755102041,55.10204081632652,10.20408163265306,49.0
Rgloreto,48.97959183673469,46.93877551020408,4.081632653061225,49.0
jechumizx,55.10204081632652,44.89795918367347,0.0,49.0
Albert_Einstein_12,55.769230769230774,32.69230769230769,11.538461538461538,52.0
hammer_of_destiny,44.0,54.0,2.0,50.0
popfhv,50.0,50.0,0.0,2.0
YOURSISTERBOYFRIEND,44.0,48.0,8.0,50.0
KawaiBullet,56.25,41.66666666666667,2.083333333333333,48.0
Grandayo,64.58333333333334,33.33333333333333,2.083333333333333,48.0
papabadboy,44.89795918367347,51.02040816326531,4.081632653061225,49.0
podiumthief,52.77777777777778,44.44444444444444,2.7777777777777777,36.0
BryanBedoyaArrubla08,37.5,62.5,0.0,8.0
Wolfi71,42.0,54.0,4.0,50.0
Maxp1974,34.61538461538461,59.61538461538461,5.769230769230769,52.0
Maxim_lu,60.37735849056604,37.735849056603776,1.8867924528301887,53.0
jaychole,46.93877551020408,48.97959183673469,4.081632653061225,49.0
bermudaox,53.191489361702125,36.17021276595745,10.638297872340424,47.0
zeitGuy,49.01960784313725,47.05882352941176,3.92156862745098,51.0
A7968801,36.0,62.0,2.0,50.0
Aleksandr_1957,41.17647058823529,54.90196078431373,3.92156862745098,51.0
obraad,45.28301886792453,52.83018867924528,1.8867924528301887,53.0
OriaMike,42.5531914893617,55.319148936170215,2.127659574468085,47.0
Abchife,36.734693877551024,55.10204081632652,8.16326530612245,49.0
hoslo,48.0,52.0,0.0,50.0
arazhuseynov,48.0,50.0,2.0,50.0
vietan0,45.09803921568628,52.94117647058824,1.96078431372549,51.0
BlackJaguar0,34.61538461538461,61.53846153846154,3.8461538461538463,26.0
Sonnenscheinender,33.33333333333333,62.96296296296296,3.7037037037037033,54.0
radu25,51.92307692307693,46.15384615384615,1.9230769230769231,52.0
Impu1se1,36.36363636363637,60.60606060606061,3.0303030303030303,33.0
AmeerIsmael_Lazo,43.39622641509434,54.71698113207547,1.8867924528301887,53.0
Raehgalchess,65.85365853658537,29.268292682926827,4.878048780487805,41.0
Granny-Bmmy123,60.0,40.0,0.0,50.0
KnightChrks,40.0,60.0,0.0,45.0
othmanaloide2,0.0,0.0,0.0,0.0
UyV,57.99999999999999,38.0,4.0,50.0
Franek369,40.38461538461539,51.92307692307693,7.6923076923076925,52.0
Dimaslon-13,36.0,62.0,2.0,50.0
sky-destiny,53.06122448979592,36.734693877551024,10.20408163265306,49.0
Luca363636,47.91666666666667,47.91666666666667,4.166666666666666,48.0
tenine,52.94117647058824,45.09803921568628,1.96078431372549,51.0
maxb1959,30.612244897959183,69.38775510204081,0.0,49.0
Zukulus,53.06122448979592,44.89795918367347,2.0408163265306123,49.0
SamBott67,41.66666666666667,54.166666666666664,4.166666666666666,48.0
RealMortreD,57.89473684210527,36.84210526315789,5.263157894736842,19.0
Zatluanga,44.89795918367347,51.02040816326531,4.081632653061225,49.0
HorstReicht,31.25,64.58333333333334,4.166666666666666,48.0
RemyGonzales12,32.0,68.0,0.0,25.0
DarkPatate,51.61290322580645,45.16129032258064,3.225806451612903,31.0
Jakeh18,41.17647058823529,54.90196078431373,3.92156862745098,51.0
IgorRogozin,50.98039215686274,39.21568627450981,9.803921568627452,51.0
hossein_qanbari,43.75,56.25,0.0,48.0
liufi,47.82608695652174,39.130434782608695,13.043478260869565,46.0
Wonderboof,32.0,57.99999999999999,10.0,50.0
Tsudago,33.33333333333333,64.70588235294117,1.96078431372549,51.0
makiavelli2011,57.14285714285714,40.81632653061224,2.0408163265306123,49.0
doctorjpizzle,48.0,48.0,4.0,50.0
lukas_schmoigl,48.0,50.0,2.0,50.0
tchegalo,48.97959183673469,46.93877551020408,4.081632653061225,49.0
olivertwisted,55.55555555555556,40.74074074074074,3.7037037037037033,54.0
kevin_vr13,66.66666666666666,33.33333333333333,0.0,6.0
JaqueMother,46.0,52.0,2.0,50.0
amirh12,50.0,46.0,4.0,50.0
A32miller,44.0,56.00000000000001,0.0,50.0
chesskiller_23,43.13725490196079,54.90196078431373,1.96078431372549,51.0
Svileni49,55.10204081632652,42.857142857142854,2.0408163265306123,49.0
ufftauba,52.0,48.0,0.0,50.0
ryzman17,47.05882352941176,52.94117647058824,0.0,51.0
Zamasu_14,40.81632653061224,53.06122448979592,6.122448979591836,49.0
isac_J,60.0,40.0,0.0,5.0
leonel_de_freitas9,0.0,100.0,0.0,3.0
CesarS96,48.0,52.0,0.0,50.0
corle007,38.775510204081634,61.224489795918366,0.0,49.0
dfczcv,42.5531914893617,57.446808510638306,0.0,47.0
StefanoApi,0.0,0.0,0.0,0.0
DaviOliv3ra,57.57575757575758,39.39393939393939,3.0303030303030303,33.0
Gabrielorjikalu,44.89795918367347,55.10204081632652,0.0,49.0
Aizac336,40.81632653061224,55.10204081632652,4.081632653061225,49.0
Fedwhisk,37.5,56.25,6.25,48.0
Mataberk,37.25490196078432,56.86274509803921,5.88235294117647,51.0
Bhuvikaarora,39.21568627450981,56.86274509803921,3.92156862745098,51.0
johnd_gomez,55.10204081632652,42.857142857142854,2.0408163265306123,49.0
Darmol_XXX,0.0,0.0,0.0,0.0
Logiciels3655,34.883720930232556,60.46511627906976,4.651162790697675,43.0
happyrajesh,41.66666666666667,56.25,2.083333333333333,48.0
Noonlight,35.294117647058826,62.74509803921568,1.96078431372549,51.0
vitek_fft,50.0,44.0,6.0,50.0
woleit,43.39622641509434,49.056603773584904,7.547169811320755,53.0
