user_id,user_blitz_rating,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_rating_deviation,user_highest_blitz_opponent_rating,user_second_highest_blitz_opponent_rating,user_third_highest_blitz_opponent_rating,user_win_streak_current,user_win_streak_max,user_loss_streak_current,user_loss_streak_max,user_total_games_played,user_op,op_rating_deviation,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_total_games_played,op_win_streak_current,op_win_streak_max,op_loss_streak_current,op_loss_streak_max,game_result
lplaych,1955.0,41.0,54.0,5.0,100.0,48.97959183673469,44.89795918367347,6.122448979591836,49.0,175.47,2099.0,2089.0,2055.0,1.0,8.0,0.0,14.0,759,n_skorostensky,189.26,54.0,39.0,7.0,100.0,94,1.0,5.0,0.0,5.0,-1
fabiobc,1060.0,60.0,40.0,0.0,15.0,53.06122448979592,42.85714285714285,4.081632653061225,49.0,60.68,1214.0,1189.0,1181.0,0.0,8.0,1.0,8.0,162,didac29,115.77,0.0,100.0,0.0,3.0,55,0.0,3.0,1.0,10.0,-1
twobraveelephants,2365.0,57.0,34.0,8.0,100.0,60.0,32.0,8.0,50.0,45.29,2546.0,2541.0,2540.0,1.0,15.0,0.0,7.0,1514,mshah1033,78.9,0.0,0.0,0.0,0.0,62,1.0,5.0,0.0,4.0,1
chess-is-a-live,2488.0,44.0,44.0,12.0,100.0,41.30434782608695,41.30434782608695,17.391304347826086,46.0,47.57,2696.0,2682.0,2671.0,0.0,16.0,3.0,6.0,325,Filipok_149,45.85,0.0,0.0,100.0,3.0,817,0.0,6.0,0.0,11.0,-1
keko135,1268.0,39.0,50.0,11.0,100.0,44.0,52.0,4.0,50.0,48.0,1553.0,1527.0,1526.0,0.0,11.0,1.0,9.0,1165,adtaylor,45.03,53.0,44.0,3.0,100.0,1516,0.0,10.0,1.0,9.0,-1
Brauberg111,2002.0,47.0,42.0,11.0,100.0,43.13725490196079,47.05882352941176,9.803921568627452,51.0,45.07,2560.0,2412.0,2409.0,0.0,14.0,0.0,12.0,44280,MATEVZ_2014,45.39,56.0,41.0,2.0,100.0,2484,0.0,11.0,1.0,9.0,1
CivEn,2572.0,49.0,43.0,8.0,100.0,45.09803921568628,49.01960784313725,5.88235294117647,51.0,45.01,2784.0,2764.0,2757.0,0.0,14.0,1.0,10.0,20362,UralskKz,45.1,61.0,35.0,4.0,100.0,4941,1.0,13.0,0.0,26.0,-1
ihsoza,1317.0,47.0,51.0,2.0,100.0,43.13725490196079,52.94117647058824,3.92156862745098,51.0,45.0,1532.0,1512.0,1504.0,0.0,13.0,2.0,12.0,8941,jorgeellgar,45.17,40.0,59.0,1.0,100.0,8085,0.0,14.0,1.0,12.0,-1
tonyjames1980,1315.0,33.0,66.0,0.0,42.0,30.434782608695656,69.56521739130434,0.0,23.0,108.8,1764.0,1692.0,1678.0,0.0,3.0,1.0,7.0,40,Tejas_Agarwal164,102.77,36.0,64.0,0.0,100.0,35,0.0,2.0,1.0,5.0,-1
Marvestinc,1409.0,42.0,56.0,2.0,100.0,38.0,60.0,2.0,50.0,46.24,1832.0,1807.0,1720.0,1.0,11.0,0.0,14.0,2084,Ebert_Spider,67.63,42.0,55.0,3.0,100.0,99,0.0,8.0,2.0,7.0,1
Yazan_metax,1452.0,55.0,43.0,2.0,100.0,54.16666666666666,45.83333333333333,0.0,48.0,45.0,1699.0,1667.0,1662.0,0.0,13.0,1.0,8.0,970,haderli,45.0,46.0,47.0,7.0,100.0,6994,0.0,11.0,1.0,13.0,1
l3ab-idin,1807.0,40.0,53.0,7.0,100.0,34.69387755102041,57.14285714285714,8.16326530612245,49.0,89.66,2080.0,1981.0,1977.0,0.0,9.0,2.0,15.0,3186,kobandi,45.26,60.0,37.0,3.0,100.0,584,9.0,14.0,0.0,8.0,-1
Alexprofesional,2582.0,62.0,23.0,15.0,100.0,50.0,34.0,16.0,50.0,45.04,2710.0,2701.0,2696.0,0.0,11.0,0.0,7.0,1841,FirePhoenix89,45.1,63.0,36.0,1.0,100.0,3510,0.0,14.0,1.0,9.0,1
Rafi-2020,2547.0,37.0,53.0,10.0,100.0,24.489795918367346,67.3469387755102,8.16326530612245,49.0,45.24,2919.0,2839.0,2835.0,0.0,28.0,2.0,16.0,7528,MrWabiSabi,45.0,59.0,30.0,11.0,100.0,479,3.0,9.0,0.0,4.0,-1
Chelikk,1278.0,48.0,45.0,7.0,100.0,40.81632653061224,51.02040816326531,8.16326530612245,49.0,45.02,1499.0,1470.0,1460.0,0.0,10.0,2.0,7.0,2321,kbrk,45.06,31.0,65.0,3.0,96.0,750,0.0,10.0,1.0,12.0,-1
MagicSymphony,2523.0,40.0,48.0,10.0,96.0,44.89795918367347,42.85714285714285,12.244897959183673,49.0,48.06,2704.0,2656.0,2643.0,0.0,4.0,12.0,12.0,84,Lynx_BOT,45.0,75.0,4.0,20.0,72.0,66310,1.0,32.0,0.0,31.0,-1
Dovolen123,2014.0,61.0,35.0,4.0,100.0,57.692307692307686,36.53846153846153,5.769230769230769,52.0,122.79,2074.0,2055.0,2036.0,1.0,9.0,0.0,6.0,250,jesgluckner,151.16,55.0,43.0,2.0,100.0,2780,0.0,13.0,1.0,14.0,1
omidali1362,1861.0,38.0,56.0,6.0,100.0,42.0,54.0,4.0,50.0,45.05,2105.0,2102.0,2094.0,0.0,13.0,1.0,15.0,22119,Schweigenn2,45.08,28.0,68.0,3.0,100.0,292,0.0,8.0,1.0,11.0,1
TGibby,1052.0,51.0,41.0,8.0,100.0,44.0,48.0,8.0,50.0,45.0,1224.0,1209.0,1198.0,2.0,11.0,0.0,11.0,6664,Mansur123Y,45.06,46.0,45.0,9.0,100.0,527,0.0,9.0,1.0,7.0,1
christohahaha,2210.0,50.0,41.0,9.0,100.0,48.97959183673469,42.85714285714285,8.16326530612245,49.0,45.52,2472.0,2468.0,2428.0,0.0,11.0,2.0,14.0,12398,Anonymous2010_11010,45.83,45.0,42.0,13.0,100.0,1880,2.0,9.0,0.0,10.0,-1
ashi1324,1406.0,42.0,55.0,3.0,100.0,50.0,48.0,2.0,50.0,45.08,1646.0,1625.0,1620.0,0.0,5.0,1.0,9.0,558,Wutangclan36,45.0,43.0,52.0,5.0,100.0,21887,2.0,13.0,0.0,13.0,-1
kaydavral,1511.0,51.0,46.0,3.0,100.0,42.85714285714285,51.02040816326531,6.122448979591836,49.0,45.32,1561.0,1554.0,1546.0,0.0,13.0,0.0,9.0,2796,Hamedpendar3333,45.25,44.0,54.0,2.0,100.0,6188,2.0,14.0,0.0,11.0,-1
Auricaura,1484.0,53.0,44.0,3.0,100.0,52.0,46.0,2.0,50.0,45.17,1685.0,1671.0,1668.0,1.0,13.0,0.0,12.0,8051,skydanser,45.03,47.0,46.0,7.0,100.0,13755,1.0,12.0,0.0,13.0,1
MisterOnua,1995.0,51.0,47.0,2.0,100.0,47.05882352941176,50.98039215686274,1.96078431372549,51.0,45.0,2480.0,2376.0,2375.0,0.0,12.0,1.0,13.0,54138,JajajaQue,45.12,48.0,43.0,9.0,100.0,2064,0.0,8.0,1.0,8.0,-1
Optical64,1911.0,78.0,21.0,1.0,100.0,68.75,29.166666666666668,2.083333333333333,48.0,70.88,2083.0,2077.0,2076.0,2.0,21.0,0.0,10.0,2758,Eucclid34,143.2,40.0,57.0,2.0,100.0,37,2.0,9.0,0.0,12.0,1
Mercedecc,2230.0,49.0,46.0,5.0,100.0,48.97959183673469,46.93877551020408,4.081632653061225,49.0,45.58,2581.0,2524.0,2522.0,0.0,12.0,1.0,10.0,2383,AtomicApple,45.24,32.0,57.0,10.0,100.0,4446,0.0,17.0,3.0,14.0,-1
Fidayi19_63,1578.0,47.0,42.0,11.0,100.0,48.97959183673469,38.775510204081634,12.244897959183673,49.0,45.06,1717.0,1714.0,1713.0,3.0,9.0,0.0,12.0,2893,Madhavan93,53.35,44.0,55.0,0.0,54.0,481,0.0,8.0,2.0,9.0,-1
iExystoria,1183.0,0.0,100.0,0.0,3.0,8.333333333333332,91.66666666666666,0.0,12.0,87.88,1434.0,1235.0,1175.0,0.0,1.0,6.0,6.0,17,midlman11,60.07,0.0,0.0,0.0,0.0,1717,0.0,9.0,1.0,10.0,-1
vladimir_garbuzov,2235.0,40.0,60.0,0.0,15.0,60.78431372549019,33.33333333333333,5.88235294117647,51.0,45.3,2602.0,2595.0,2562.0,0.0,15.0,1.0,15.0,5110,cbh1711,45.13,46.0,53.0,0.0,39.0,18967,0.0,14.0,1.0,13.0,1
PowerRank,886.0,32.0,60.0,8.0,25.0,38.46153846153847,53.84615384615385,7.6923076923076925,13.0,74.3,960.0,953.0,933.0,0.0,3.0,1.0,6.0,24,noodlesmanchurian,46.16,49.0,45.0,6.0,100.0,127,0.0,8.0,2.0,6.0,-1
baldinizk,1394.0,44.0,53.0,3.0,100.0,42.0,54.0,4.0,50.0,45.08,1527.0,1516.0,1512.0,1.0,9.0,0.0,7.0,1208,lovdanjero,45.03,51.0,47.0,2.0,100.0,5056,0.0,12.0,5.0,12.0,-1
medoy1117,1705.0,73.0,26.0,0.0,69.0,42.85714285714285,57.14285714285714,0.0,49.0,52.2,2208.0,2178.0,2164.0,0.0,8.0,2.0,7.0,951,Serhiiz,45.09,55.0,44.0,1.0,100.0,8086,0.0,11.0,1.0,12.0,-1
Venom_Master200,873.0,33.0,66.0,0.0,18.0,25.0,62.5,12.5,8.0,98.16,841.0,761.0,761.0,0.0,3.0,2.0,4.0,16,chessgraphics,51.03,36.0,61.0,3.0,100.0,612,0.0,5.0,1.0,10.0,-1
gnuzzi1972,1351.0,46.0,49.0,5.0,100.0,44.0,48.0,8.0,50.0,45.01,1899.0,1891.0,1787.0,1.0,16.0,0.0,19.0,5367,Eideeen,57.76,67.0,24.0,9.0,100.0,235,0.0,14.0,0.0,4.0,0
injuredWolf,1299.0,51.0,46.0,3.0,100.0,46.0,52.0,2.0,50.0,45.2,2431.0,2405.0,2344.0,0.0,18.0,1.0,23.0,2639,shaheenShine,46.59,45.0,50.0,5.0,100.0,1267,1.0,10.0,0.0,9.0,-1
Rudra187,2052.0,37.0,51.0,12.0,100.0,50.0,43.75,6.25,48.0,46.46,2289.0,2190.0,2136.0,0.0,10.0,1.0,5.0,1091,ferreirarib,115.69,50.0,43.0,6.0,48.0,56,3.0,6.0,0.0,8.0,-1
Fart007,2408.0,46.0,39.0,15.0,100.0,42.0,42.0,16.0,50.0,45.62,2621.0,2601.0,2598.0,0.0,13.0,2.0,9.0,8251,Mister_1986,47.93,0.0,0.0,0.0,0.0,5691,1.0,9.0,0.0,9.0,-1
morasheed95,1254.0,54.0,45.0,1.0,100.0,46.15384615384615,53.84615384615385,0.0,52.0,45.04,1458.0,1440.0,1431.0,0.0,7.0,4.0,6.0,920,champ_vaibhav,45.05,49.0,45.0,6.0,100.0,4836,0.0,9.0,2.0,10.0,-1
G0tcha,1470.0,44.0,49.0,7.0,100.0,47.91666666666667,41.66666666666667,10.416666666666668,48.0,47.14,1779.0,1763.0,1756.0,0.0,10.0,5.0,9.0,2873,Fork_De_Toillette,106.13,78.0,21.0,0.0,42.0,45,3.0,5.0,0.0,7.0,-1
kagaskostas,2328.0,53.0,45.0,2.0,100.0,48.0,48.0,4.0,50.0,45.23,2595.0,2581.0,2580.0,5.0,17.0,0.0,12.0,66302,you-are_not_serious,45.16,53.0,36.0,11.0,100.0,6962,0.0,23.0,2.0,8.0,1
UltracoldAtom,2184.0,77.0,19.0,4.0,100.0,75.0,20.833333333333336,4.166666666666666,48.0,45.01,2568.0,2480.0,2469.0,3.0,20.0,0.0,5.0,6920,borallev,45.87,67.0,30.0,3.0,100.0,4202,2.0,13.0,0.0,8.0,-1
Hasanyilmaz51,923.0,46.0,52.0,2.0,100.0,46.0,52.0,2.0,50.0,45.03,1118.0,1107.0,1097.0,1.0,9.0,0.0,10.0,1488,lima20222,45.0,45.0,50.0,5.0,100.0,9083,0.0,12.0,2.0,15.0,-1
roksom,1182.0,39.0,56.0,5.0,100.0,40.0,56.00000000000001,4.0,50.0,45.04,1584.0,1541.0,1537.0,0.0,9.0,1.0,16.0,11943,thailand_hero78,45.07,43.0,55.0,2.0,100.0,977,0.0,10.0,3.0,8.0,1
y0ucantakem3,2440.0,1.0,99.0,0.0,100.0,0.0,100.0,0.0,62.0,0.0,,,,,,,,6745,EYwang,152.94,60.0,40.0,0.0,5.0,5,2.0,2.0,0.0,2.0,-1
Kaantheking80,1405.0,48.0,50.0,2.0,100.0,49.0566037735849,49.0566037735849,1.8867924528301887,53.0,0.0,1643.0,1584.0,1565.0,3.0,10.0,0.0,13.0,6046,Lichtle,45.06,40.0,53.0,7.0,100.0,4888,0.0,10.0,3.0,14.0,1
b31b6Consultant,2508.0,47.0,39.0,14.0,100.0,45.83333333333333,37.5,16.666666666666664,48.0,45.06,2641.0,2636.0,2565.0,3.0,7.0,0.0,4.0,200,Steph030,291.32,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1
casseval,1298.0,47.0,48.0,5.0,100.0,40.0,52.0,8.0,50.0,45.0,1481.0,1475.0,1462.0,1.0,9.0,0.0,11.0,8762,WiseMan4,45.69,43.0,56.0,1.0,100.0,1710,0.0,10.0,1.0,11.0,1
Fernando180317,524.0,38.0,56.0,5.0,100.0,44.44444444444444,50.0,5.555555555555555,54.0,45.04,1003.0,983.0,743.0,1.0,6.0,0.0,19.0,245,hashtagwilliam,45.12,52.0,46.0,2.0,100.0,124,1.0,6.0,0.0,7.0,-1
Pogorio,1218.0,51.0,49.0,0.0,100.0,46.0,54.0,0.0,50.0,45.13,1316.0,1307.0,1304.0,0.0,16.0,1.0,12.0,5876,Jmonjos,45.0,51.0,43.0,6.0,100.0,6725,0.0,11.0,3.0,10.0,-1
HoangXuanTung,1072.0,49.0,49.0,2.0,100.0,44.230769230769226,51.92307692307693,3.8461538461538463,52.0,61.09,1326.0,1272.0,1208.0,2.0,6.0,0.0,6.0,144,machschattmach,45.58,41.0,51.0,8.0,100.0,898,0.0,7.0,2.0,7.0,1
othello1,2000.0,49.0,42.0,9.0,100.0,52.0,40.0,8.0,50.0,45.04,2610.0,2434.0,2404.0,0.0,14.0,1.0,14.0,20147,prep_Depp,45.25,48.0,43.0,9.0,100.0,901,1.0,8.0,0.0,9.0,-1
roguedoc1,1182.0,57.0,42.0,0.0,21.0,48.0,48.0,4.0,50.0,59.8,1338.0,1330.0,1326.0,1.0,11.0,0.0,9.0,4921,backhomesoon,45.0,48.0,51.0,1.0,100.0,6027,1.0,12.0,0.0,10.0,-1
DoktorB1942,1362.0,50.0,48.0,2.0,100.0,48.07692307692308,51.92307692307693,0.0,52.0,45.09,1705.0,1658.0,1648.0,1.0,12.0,0.0,11.0,10601,polgu,45.14,55.0,44.0,1.0,100.0,22627,0.0,14.0,1.0,14.0,1
Kohortes,1259.0,52.0,46.0,2.0,100.0,53.84615384615385,44.230769230769226,1.9230769230769231,52.0,45.07,1459.0,1447.0,1446.0,1.0,10.0,0.0,11.0,4386,XaveyonA,45.3,59.0,39.0,2.0,100.0,136,1.0,7.0,0.0,4.0,1
strong-king1,1339.0,40.0,55.0,5.0,100.0,40.0,57.99999999999999,2.0,50.0,45.06,1555.0,1542.0,1540.0,3.0,11.0,0.0,8.0,1414,mojtaba214,45.26,51.0,47.0,2.0,100.0,4106,0.0,10.0,1.0,12.0,-1
ihumanzot1,1995.0,42.0,53.0,3.0,78.0,40.0,46.66666666666666,13.333333333333334,15.0,0.0,,,,,,,,29,soyleyenda_777,0.0,0.0,0.0,0.0,0.0,5184,,,,,1
Satalkin,1038.0,40.0,56.0,4.0,100.0,33.9622641509434,62.264150943396224,3.7735849056603774,53.0,0.0,1419.0,1415.0,1251.0,0.0,14.0,1.0,18.0,3089,m7moudhosam,0.0,46.0,52.0,2.0,100.0,1839,6.0,10.0,0.0,11.0,-1
Space_Bravo,742.0,29.0,70.0,0.0,81.0,25.0,75.0,0.0,16.0,64.3,875.0,842.0,837.0,1.0,2.0,0.0,9.0,25,andrib82,70.71,32.0,64.0,4.0,75.0,28,0.0,2.0,1.0,6.0,1
kirankuliyadi,1735.0,55.0,42.0,3.0,100.0,55.76923076923077,42.30769230769231,1.9230769230769231,52.0,76.3,1784.0,1770.0,1741.0,0.0,17.0,1.0,7.0,93,AcemiUsta,188.98,0.0,0.0,0.0,0.0,41,3.0,7.0,0.0,8.0,-1
AlanSpn,1371.0,32.0,60.0,8.0,75.0,32.432432432432435,62.16216216216216,5.405405405405405,37.0,124.05,1675.0,1662.0,1611.0,0.0,3.0,0.0,10.0,63,MATVEUZ,500.0,25.0,62.0,12.0,8.0,0,0.0,2.0,5.0,5.0,1
stanbad1,2657.0,75.0,25.0,0.0,12.0,54.71698113207547,37.735849056603776,7.547169811320755,53.0,48.04,2920.0,2887.0,2827.0,3.0,16.0,0.0,10.0,12980,anti-pac,500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
tempoocioso,2005.0,51.0,49.0,0.0,100.0,36.0,64.0,0.0,50.0,45.27,2577.0,2543.0,2470.0,0.0,13.0,1.0,10.0,22667,Rubelito,45.02,43.0,44.0,13.0,100.0,20793,3.0,11.0,0.0,12.0,1
Mandavismo,2597.0,48.0,39.0,13.0,100.0,44.89795918367347,44.89795918367347,10.20408163265306,49.0,45.05,2815.0,2775.0,2751.0,0.0,15.0,1.0,6.0,2277,MrSOK,45.05,38.0,57.0,4.0,100.0,15200,2.0,34.0,0.0,26.0,-1
SpiderFX,1179.0,0.0,0.0,100.0,3.0,41.50943396226416,49.0566037735849,9.433962264150944,53.0,78.7,1579.0,1568.0,1557.0,0.0,8.0,0.0,7.0,184,Lepakomies,111.77,33.0,55.0,11.0,27.0,11,1.0,2.0,0.0,2.0,1
Andey_and_chess,1129.0,43.0,51.0,5.0,58.0,39.285714285714285,57.14285714285714,3.571428571428571,28.0,58.39,1369.0,1222.0,1220.0,4.0,4.0,0.0,4.0,58,frastanmaria,45.35,48.0,48.0,4.0,100.0,3399,0.0,10.0,3.0,10.0,1
ibicenco,2349.0,50.0,46.0,4.0,100.0,54.0,44.0,2.0,50.0,45.01,2618.0,2617.0,2604.0,1.0,14.0,0.0,11.0,21797,Nejmeddined,45.0,51.0,44.0,5.0,100.0,9995,1.0,18.0,0.0,10.0,1
thekinglear,2418.0,41.0,46.0,13.0,100.0,36.0,50.0,14.000000000000002,50.0,45.08,2755.0,2749.0,2735.0,0.0,14.0,1.0,16.0,43773,Blauregen,45.1,53.0,39.0,8.0,100.0,12993,0.0,14.0,2.0,10.0,-1
th2j,1820.0,60.0,36.0,4.0,100.0,54.0,42.0,4.0,50.0,105.94,1918.0,1895.0,1893.0,1.0,10.0,0.0,10.0,6122,mathu21,77.79,30.0,69.0,1.0,100.0,2908,0.0,11.0,3.0,14.0,1
TheNoobiestNoob,1872.0,60.0,36.0,4.0,100.0,48.97959183673469,44.89795918367347,6.122448979591836,49.0,46.06,2399.0,2381.0,2351.0,5.0,14.0,0.0,19.0,5496,minael_72,45.11,56.0,38.0,5.0,100.0,9963,1.0,13.0,0.0,18.0,1
Glam58,1536.0,45.0,51.0,4.0,100.0,44.0,54.0,2.0,50.0,45.27,1747.0,1740.0,1736.0,0.0,9.0,2.0,13.0,6681,Baluma,45.31,50.0,48.0,2.0,100.0,6124,0.0,12.0,4.0,11.0,1
ivanknobel,1233.0,49.0,48.0,3.0,100.0,51.92307692307693,48.07692307692308,0.0,52.0,56.59,1417.0,1404.0,1370.0,2.0,8.0,0.0,6.0,348,Ayoade,45.0,25.0,75.0,0.0,12.0,5992,0.0,12.0,3.0,19.0,-1
Henry47,1703.0,27.0,65.0,8.0,100.0,24.489795918367346,69.38775510204081,6.122448979591836,49.0,130.83,2010.0,1985.0,1966.0,0.0,11.0,1.0,15.0,1243,abdulazizthamer,90.56,63.0,36.0,1.0,100.0,62,2.0,10.0,0.0,8.0,-1
gloriafm,2442.0,55.0,38.0,7.0,100.0,56.00000000000001,38.0,6.0,50.0,45.0,2657.0,2653.0,2614.0,1.0,11.0,0.0,7.0,793,Soi82,45.05,52.0,44.0,4.0,100.0,33558,0.0,14.0,1.0,12.0,0
Altarius,2141.0,79.0,20.0,0.0,72.0,69.38775510204081,28.57142857142857,2.0408163265306123,49.0,45.32,2564.0,2502.0,2491.0,1.0,17.0,0.0,8.0,3595,HoomanMafi1,66.13,0.0,0.0,0.0,0.0,4660,0.0,12.0,2.0,11.0,-1
xzMzx,1720.0,51.0,45.0,4.0,100.0,45.09803921568628,50.98039215686274,3.92156862745098,51.0,74.72,1821.0,1809.0,1768.0,0.0,9.0,1.0,11.0,269,JDWalker,134.65,50.0,46.0,4.0,100.0,728,0.0,12.0,1.0,6.0,-1
Jonhseo,2206.0,45.0,45.0,9.0,33.0,50.0,40.38461538461539,9.615384615384617,52.0,45.04,2479.0,2452.0,2426.0,0.0,12.0,2.0,11.0,13378,KirkPhillip,297.69,0.0,0.0,0.0,0.0,2,0.0,1.0,1.0,1.0,-1
indomie_egg,2668.0,54.0,41.0,5.0,100.0,49.01960784313725,43.13725490196079,7.84313725490196,51.0,45.56,2925.0,2919.0,2846.0,0.0,14.0,2.0,8.0,778,elconceto,45.24,65.0,19.0,16.0,100.0,3257,12.0,18.0,0.0,10.0,-1
lavr64,2365.0,72.0,19.0,9.0,100.0,69.23076923076923,23.07692307692308,7.6923076923076925,52.0,45.06,2861.0,2860.0,2855.0,3.0,17.0,0.0,12.0,22534,AJD32,45.08,40.0,46.0,14.0,100.0,2719,6.0,12.0,0.0,6.0,1
JohnJameson88,1966.0,39.0,54.0,7.0,100.0,37.25490196078432,54.90196078431373,7.84313725490196,51.0,45.63,2404.0,2369.0,2352.0,0.0,9.0,3.0,12.0,5162,vuksmart7,45.34,54.0,42.0,4.0,100.0,6810,0.0,10.0,4.0,14.0,-1
ZAKOPAYKO,2085.0,38.0,49.0,13.0,100.0,34.0,57.99999999999999,8.0,50.0,45.28,2424.0,2391.0,2390.0,1.0,13.0,0.0,13.0,32194,maxwil,45.09,49.0,48.0,3.0,100.0,41652,1.0,13.0,0.0,14.0,1
mohamedalbashi89,2022.0,38.0,57.0,4.0,100.0,37.25490196078432,60.78431372549019,1.96078431372549,51.0,45.08,2309.0,2276.0,2264.0,0.0,8.0,7.0,11.0,1872,Mumbamutati,45.24,43.0,53.0,4.0,100.0,20399,1.0,11.0,0.0,11.0,-1
romkie,1811.0,37.0,61.0,2.0,100.0,28.846153846153843,69.23076923076923,1.9230769230769231,52.0,113.45,1988.0,1927.0,1861.0,1.0,13.0,0.0,13.0,1128,Tony-2,142.71,15.0,82.0,3.0,100.0,30,0.0,9.0,3.0,17.0,1
Firsttouch,1942.0,50.0,50.0,0.0,6.0,50.0,50.0,0.0,48.0,45.77,2228.0,2215.0,2207.0,0.0,9.0,1.0,13.0,2829,Zapata79,158.27,0.0,0.0,0.0,0.0,468,0.0,11.0,5.0,9.0,-1
SubZero-CUBA,2373.0,47.0,48.0,5.0,100.0,37.25490196078432,56.86274509803921,5.88235294117647,51.0,45.17,2629.0,2510.0,2508.0,0.0,10.0,1.0,7.0,697,pacalmisu,45.09,46.0,49.0,5.0,100.0,8968,0.0,23.0,0.0,16.0,-1
MgcnofRiga,2010.0,51.0,47.0,2.0,100.0,39.21568627450981,56.86274509803921,3.92156862745098,51.0,46.64,2216.0,2207.0,2206.0,1.0,11.0,0.0,10.0,3915,savio33,45.96,50.0,49.0,1.0,100.0,250,0.0,8.0,1.0,6.0,1
Slavik_0,1065.0,45.0,54.0,1.0,100.0,47.91666666666667,50.0,2.083333333333333,48.0,45.83,1300.0,1257.0,1235.0,4.0,7.0,0.0,13.0,438,Identitary88,69.52,46.0,53.0,0.0,78.0,26,2.0,2.0,0.0,4.0,-1
Chinaskinear50,2294.0,46.0,44.0,10.0,100.0,38.775510204081634,53.06122448979592,8.16326530612245,49.0,45.12,2430.0,2402.0,2366.0,0.0,8.0,1.0,5.0,618,dexter001385,45.45,47.0,49.0,4.0,100.0,3591,0.0,11.0,1.0,9.0,1
Dopachen,2244.0,43.0,54.0,3.0,100.0,44.89795918367347,42.85714285714285,12.244897959183673,49.0,45.05,2616.0,2528.0,2512.0,0.0,9.0,2.0,6.0,2143,Thefanofmorphy1967,45.26,50.0,42.0,8.0,100.0,16805,0.0,18.0,2.0,9.0,-1
Nathanaelle0421,1066.0,52.0,38.0,9.0,63.0,56.25,35.41666666666667,8.333333333333332,48.0,57.71,1180.0,1170.0,1156.0,2.0,7.0,0.0,4.0,141,OurTrippyTribe11,171.9,100.0,0.0,0.0,3.0,87,1.0,4.0,0.0,7.0,1
eneshanedar,1794.0,51.0,47.0,2.0,100.0,46.66666666666666,51.11111111111111,2.2222222222222223,45.0,45.63,2416.0,2383.0,2349.0,0.0,26.0,1.0,25.0,10653,Cosmosdos,45.17,57.0,38.0,4.0,100.0,4096,0.0,12.0,2.0,7.0,-1
Shukh_Nikolay,2576.0,56.0,37.0,7.0,100.0,52.0,40.0,8.0,50.0,45.02,2896.0,2883.0,2853.0,0.0,18.0,3.0,12.0,11343,chess_for_real,45.03,53.0,34.0,13.0,100.0,375,3.0,15.0,0.0,4.0,1
Dmitry_Loshakov,2072.0,44.0,51.0,5.0,100.0,35.294117647058826,58.82352941176471,5.88235294117647,51.0,45.01,2482.0,2451.0,2411.0,0.0,12.0,2.0,10.0,10492,edeleon,45.04,46.0,49.0,5.0,100.0,5800,2.0,8.0,0.0,11.0,1
liamboogar,1488.0,51.0,47.0,2.0,100.0,52.0,46.0,2.0,50.0,45.17,2093.0,1861.0,1817.0,0.0,10.0,1.0,10.0,1511,vschach,45.09,51.0,46.0,3.0,100.0,22377,5.0,12.0,0.0,12.0,1
Jarlaxle38838,1200.0,42.0,42.0,14.0,21.0,49.122807017543856,49.122807017543856,1.7543859649122806,57.0,53.32,1333.0,1324.0,1318.0,0.0,8.0,1.0,14.0,1327,Meiirem,56.83,33.0,66.0,0.0,27.0,4216,0.0,11.0,5.0,12.0,-1
Neftegor,2479.0,47.0,48.0,5.0,100.0,40.0,54.0,6.0,50.0,45.95,2883.0,2851.0,2844.0,0.0,16.0,1.0,16.0,53476,Giorbinky,45.3,0.0,66.0,33.0,9.0,16436,0.0,18.0,2.0,16.0,-1
Martinsomerbest,1422.0,56.0,39.0,5.0,100.0,48.14814814814815,44.44444444444444,7.4074074074074066,54.0,45.64,1837.0,1626.0,1617.0,3.0,13.0,0.0,13.0,3611,Antaeus50,500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-1
CihatDayk1978,1272.0,46.0,47.0,7.0,100.0,45.09803921568628,49.01960784313725,5.88235294117647,51.0,45.07,1562.0,1549.0,1548.0,0.0,12.0,1.0,12.0,13596,Mqrott,45.07,49.0,47.0,4.0,100.0,27794,0.0,14.0,1.0,16.0,1
shrvntal,2141.0,41.0,56.0,3.0,100.0,34.0,64.0,2.0,50.0,47.07,2375.0,2372.0,2369.0,0.0,9.0,1.0,13.0,1239,cbh1711,45.13,46.0,53.0,0.0,39.0,18967,0.0,14.0,1.0,13.0,-1
bayat2021,1499.0,24.0,72.0,4.0,75.0,31.37254901960784,66.66666666666666,1.96078431372549,51.0,45.5,2084.0,2048.0,2027.0,0.0,12.0,3.0,11.0,6421,Fernando-S,48.46,40.0,52.0,8.0,75.0,1078,1.0,8.0,0.0,14.0,0
pavelarshinn90,1003.0,53.0,43.0,4.0,100.0,51.06382978723404,44.680851063829785,4.25531914893617,47.0,45.08,1337.0,1306.0,1300.0,0.0,13.0,1.0,9.0,5198,warrior33333,45.24,46.0,53.0,1.0,100.0,157,0.0,4.0,1.0,10.0,1
