,user_id,blitz_rating,total_games_played
1638,Ali_sol,1983.0,8511
1639,janjipaese,1378.0,6500
1640,Rudrachess08,1890.0,11
1641,Luthorien,1669.0,1180
1642,blitzermat,1896.0,2514
1643,The_main_event003,2744.0,171
1644,sherif8888,1138.0,8449
1645,Lehmimann,1488.0,25366
1646,Geydarov,2237.0,26744
1647,roggers1961,1009.0,4071
1648,gameoftage,2411.0,15177
1649,Coopdaddyusa,640.0,2
1650,GeNer4tion_KiLL,2775.0,387
1651,Raff0ne,1115.0,8462
1652,Slushzz,2113.0,454
1653,slar66,1866.0,11258
1654,PockeTiger,1025.0,61
1655,redwingschess,2232.0,11011
1656,Tabook,1906.0,22652
1657,baa61,1217.0,1181
1658,MateoRB2015,1860.0,284
1659,aTeeKSH,1936.0,504
1660,Chesspattern_on_IG,2527.0,5395
1661,Leviathan64,2643.0,9444
1662,zhtemr,1374.0,5466
1663,Spidertor,1117.0,226
1664,SorceressFern3,2166.0,833
1665,Oldern,1528.0,4746
1666,FoxyFace,2354.0,6974
1667,rootEnginear,1193.0,1073
1668,Al021287,1415.0,5300
1669,SKVO3N9IK,994.0,866
1670,osmankoka,2284.0,25054
1671,Unmillondejaques,2544.0,4673
1672,sreejithozone,1143.0,6
1673,ISensoI,1092.0,24
1674,NastyGunz,970.0,280
1675,waffles_06,2380.0,1212
1676,PAKETOV99,1173.0,526
1677,aruina2,2456.0,4896
1678,Sergundzja,1529.0,3366
1679,HasanKastraveci,2407.0,6637
1680,vad0112,1112.0,2329
1681,ismailykp,1272.0,643
1682,ArcherSagi84,1458.0,504
1683,Ralu73,1878.0,2594
1684,KingSlayer1080,2345.0,2842
1685,Tscheschler,2180.0,1434
1686,Sonata6,1409.0,2218
1687,AKalavera,925.0,5350
1688,Mr2weak2slow,2491.0,275
1689,Nakoigrac,2220.0,1183
1690,Menefrath,2038.0,4631
1691,adskoe_terpenie,2248.0,793
1692,KVANT-17,1825.0,1212
1693,maxjr0,1501.0,3120
1694,vga79,2303.0,7967
1695,Alepcastle,1376.0,14443
1696,fairplay1987,2461.0,3556
1697,lovedh,2019.0,1572
1698,Alazharyhero,1408.0,6233
1699,jess28260516,1671.0,205
1700,michaelford,1884.0,556
1701,damithk,2452.0,34312
1702,Karmann58,826.0,8
1703,sekvr88,2184.0,7983
1704,sibo23,1843.0,7802
1705,Meddard,2168.0,2286
1706,mared2,2341.0,37445
1707,DSCostel,1845.0,638
1708,NkNiner,2493.0,0
1709,ibrahimakarr,1325.0,1720
1710,duongnhi79b,2422.0,898
1711,AlfonsoMont,1604.0,2485
1712,LIMBA_AM,1046.0,5803
1713,EducatedGator,1222.0,146
1714,rystem_87,1402.0,12618
1715,N_G2001,1109.0,2211
1716,reza678,2275.0,39559
1717,NotComplicated,2092.0,5418
1718,cuantum_1,1898.0,361
1719,rain2000,2421.0,11320
1720,Ichesslife,1877.0,1011
1721,Likhith_gs,1196.0,1095
1722,BVB1908,2816.0,0
1723,Novik89,2389.0,4556
1724,vbizon,1662.0,526
1725,Paptya,614.0,363
1726,mdqmichael,984.0,3209
1727,popgergesramzy,2176.0,5117
1728,AhmxdKhalxd,1081.0,449
1729,mkeh,1855.0,1810
1730,sljwe111,1367.0,287
1731,viniciustrindade,1205.0,416
1732,Christoporus_N,1215.0,96
1733,Dad7261,1052.0,644
1734,Infinite-Diversity,1425.0,2211
1735,Revolt_of_the_noobs,1728.0,6
1736,WaZOwski22,744.0,234
1737,behrad98,2441.0,7936
1738,Fluke180,2435.0,10533
1739,Kiaan_007,892.0,593
1740,tvit75,1472.0,7762
1741,mattoallaterza,1854.0,1241
1742,bazanova,1151.0,9684
1743,DanGlz,1800.0,5053
1744,alireza_1399,1166.0,514
1745,Addybotty,1613.0,3067
1746,Nick210377,2537.0,11996
1747,Hunterrun,2416.0,899
1748,subhub,1868.0,5669
1749,Sasha312,1360.0,2
1750,ralebaner,2463.0,1557
1751,Eric-SK-Schwandorf,2327.0,2455
1752,Rubik87,2307.0,25360
1753,ItsNoodleNotPasta,1502.0,724
1754,McScrodski,1500.0,0
1755,rxdxvdl,912.0,49
1756,JevaisgagnerCarlos,862.0,1038
1757,emersoncito,1347.0,10897
1758,AlexFive,1310.0,723
1759,Behmen_Abdulov,1174.0,84
1760,TonyCheese,1146.0,229
1761,eilonreshef,1838.0,1197
1762,landy887,2590.0,9038
1763,Anesov_Vyacheslav,1909.0,2124
1764,FRIKANDELBROODJE_122,964.0,126
1765,foremangeor,2486.0,7321
1766,Crystal2006,2256.0,5041
1767,General_Ironwood,2162.0,841
1768,Bakugan123,1498.0,355
1769,alexerey,913.0,1534
1770,mike121983,753.0,4115
1771,Hartur224,2328.0,8526
1772,Scarls,2025.0,8463
1773,gammagramma,2678.0,4267
1774,JocosoN,2388.0,1516
1775,Amir6284,1841.0,13715
1776,IRunUgly,1500.0,0
1777,jorgemussaffichami,1943.0,2006
1778,WernerTimo,2362.0,1745
1779,acomarkovic,1624.0,1177
1780,kolomeister,851.0,408
1781,stubbornyogi,1183.0,3334
1782,GUALDRON,1058.0,1470
1783,KZangar2020,1500.0,0
1784,Samsharav,1255.0,4290
1785,chessmaster2006,2754.0,2228
1786,Darul_Fawwaz,1310.0,716
1787,Belenov_Dmitry,2414.0,1281
1788,Odirovski,2531.0,75243
1789,ErichVonJr,2329.0,10605
1790,Prophylaxis_3301,1970.0,389
1791,ItalyMaster,2413.0,9965
1792,smiledash,2296.0,5206
1793,jamiva606,722.0,13
1794,User12345790,1494.0,2559
1795,bmharvey,1173.0,199
1796,ProfessorX-man,2005.0,6726
1797,Superfm1,2640.0,14243
1798,Self_Proclaimed_GM,2131.0,3313
1799,ahmedsonosyyy,1926.0,18449
1800,Ssj3,2018.0,12708
1801,zloyal,1878.0,1714
1802,Rahmount,1655.0,2932
1803,IyoguroTomasolo,1386.0,495
1804,LUCIFER777x,1056.0,132
1805,MrChecky27,1224.0,514
1806,poco1,949.0,2663
1807,JoliyRoger,2490.0,3601
1808,pcanelon,2281.0,29719
1809,hyde7it,1469.0,2
1810,pujardeepak,1584.0,14567
1811,RapidFM,2558.0,428
1812,kurttcobainn,1286.0,5
1813,BaliTime,1691.0,8311
1814,Gran_panda,2212.0,12808
1815,Ajicp,1394.0,13448
1816,RoniPaavilainen,1183.0,807
1817,h9sam,1376.0,3754
1818,Toilet_Seat_Chess,2351.0,8717
1819,rosdianapungki,1353.0,1109
1820,regisbourjiac,1488.0,5964
1821,YoungDruid,2322.0,551
1822,OliveriBulgari,1584.0,1714
1823,illegal_soul,1442.0,3588
1824,Cianten,1460.0,343
1825,LuanLuiz,1117.0,2
1826,Avishi160212,766.0,12
1827,sourabhab7,1960.0,775
1828,Elysium5,1095.0,761
1829,tonosevi,1984.0,3014
1830,Nguyenhuyduc20182434,1170.0,1264
1831,funtorpikus,1169.0,24
1832,pawnhubdotedu,1246.0,6185
1833,OmarMXE,1070.0,1101
1834,hexman813,927.0,1823
1835,drakejiang10,1652.0,41
1836,shura-H,2482.0,1238
1837,wiliam21,1173.0,1574
1838,klowin23,2358.0,0
1839,MyStudiesAccount,2635.0,760
1840,Dzon_Vejn,2453.0,22447
1841,Cannonbird,931.0,207
1842,Empireme,1395.0,1515
1843,tascisatranc,2500.0,4535
1844,bsmail,2454.0,12501
1845,fderivative1,2200.0,3448
1846,msh925,1879.0,373
1847,ilya_ivantsov,1037.0,5
1848,domore,2577.0,6071
1849,Erossem,1281.0,15594
1850,giuliocatinella,1266.0,2128
1851,Heiserberg-Kaz,2421.0,360
1852,Sinerkin,1235.0,1269
1853,DJTILLU,2417.0,3423
1854,Torfnase,1773.0,49
1855,fullpott,1478.0,2355
1856,FEN59,1823.0,8361
1857,MRtareqFa,2254.0,434
1858,ByAz6,921.0,630
1859,gorecki3,,0
1860,Nfattakhov2001,1173.0,1723
1861,leekenshi,818.0,158
1862,KingArmand,938.0,1172
1863,pourya1387,1330.0,180
1864,mrSWoOBS,1823.0,800
1865,StarFunKull,905.0,39
1866,BadMoves51,1449.0,14906
1867,Mostiska47,1196.0,1251
1868,ART_V_G,1471.0,7710
1869,Nagpriya,1244.0,30
1870,chess_wizard3000,2455.0,1212
1871,JJGoodIdea,2682.0,0
1872,Perez5,1118.0,4288
1873,Blunderful44,1907.0,266
1874,Bisclavret1993,2267.0,11661
1875,StarOfFireCatStorm15,2323.0,113
1876,iker2013GG,1500.0,0
1877,Lone-Wolf,1339.0,1154
1878,speedstar19,2394.0,17893
1879,Strange_people,2009.0,5491
1880,AlexD64,2601.0,18819
1881,tahirqkhan,1891.0,25445
1882,PekkaM,1509.0,3570
1883,rrem,1413.0,15670
1884,DenizArel62,1500.0,0
1885,trstenicanin,1877.0,217
1886,Spiderodisha,1505.0,4092
1887,Matias_Quijano,1118.0,48
1888,Dredziarz,1452.0,1571
1889,DEIUYWUIWY,1114.0,11
1890,begemotika,1704.0,1436
1891,halfprice,2460.0,14172
1892,auhmm,1103.0,24442
1893,Valentin_59,1910.0,646
1894,Terceiraidade,1333.0,2518
1895,Newlevel462,2269.0,0
1896,KineticKing,2304.0,16262
1897,suhang1993,1188.0,1
1898,kingotto0106,2001.0,39
1899,PierPaolo1963,1225.0,4242
1900,Joker849,795.0,1282
1901,medievil,1719.0,581
1902,Urre,2036.0,3679
1903,Rolfclarion,1002.0,18
1904,Heri72,2434.0,16405
1905,stefbesbar,1408.0,74
1906,HarryHaller1,918.0,64
1907,eco48ru,1368.0,3470
1908,MKaladinStormblessed,1058.0,759
1909,InvincibleCheckk,2245.0,97
1910,Saperda_carcharias,1169.0,8259
1911,Tierra_Del_Fuego,2379.0,3000
1912,StanislasBE,2071.0,288
1913,Pijotrek,2391.0,5315
1914,Jorgeluislavao,1346.0,1296
1915,Han2122,1500.0,0
1916,PERFORMER43,2520.0,7299
1917,VictorRodinovich54,1414.0,7017
1918,tornado2023,2421.0,4534
1919,CiasnaMarietta69,1636.0,2295
1920,De_Maracay,1895.0,498
1921,Wtc111,1500.0,0
1922,Sfuli,818.0,584
1923,peltor,2090.0,96
1924,DmSh26,2202.0,3049
1925,edneicorrea,949.0,91
1926,magentamango,2404.0,4471
1927,amine84,1454.0,3910
1928,heavydime,853.0,47
1929,royer1,2441.0,3747
1930,JOO557,1604.0,712
1931,Shourya_Tare,946.0,42
1932,tempodrone,1645.0,8961
1933,gmchess100,2197.0,4236
1934,arda200571,1868.0,1995
1935,jmartin21,1902.0,2462
1936,MehdiTayebi1352,1903.0,6486
1937,Ophelia074,1601.0,3973
1938,bikehelmet,1266.0,81
1939,mandhiri05,1322.0,1
1940,lIlIllllIllllIII,2412.0,2344
1941,Nabin12,1937.0,6922
1942,MeneerMandje,2605.0,7715
1943,martindale,1249.0,457
1944,Bisha777,2083.0,39550
1945,simochess7,783.0,62
1946,EduCL2,2273.0,864
1947,razvanivascu,1240.0,970
1948,snowwpi,909.0,72
1949,ndrekabashi,1384.0,232
1950,LaYucaReyChess,2425.0,29574
1951,thisgameissohard,1439.0,2512
1952,abdelghanimastouri,1205.0,149
1953,Atavatansever,1567.0,243
1954,Flixbuser,1116.0,334
1955,polk-2020,2013.0,4355
1956,Kamiliccccc,1379.0,4392
1957,Schorsch41,1851.0,6718
1958,JAV13R_5OL15,1658.0,6714
1959,Ultraman2,1874.0,115
1960,Escandinavo2,1744.0,6217
1961,MarkoKarol,1978.0,3997
1962,Varun2001,1236.0,3059
1963,Stevehola,1515.0,12886
1964,Zakyska,1290.0,5161
1965,unnamedjawn,1720.0,7856
1966,hgreenberg,1905.0,3322
1967,unknowniannn,1269.0,1
1968,Aprenderdenuevo,2403.0,4500
1969,Kolesnikov_Viktor,2034.0,2716
1970,saraban66,1975.0,7077
1971,SonJay2609,1959.0,3530
1972,veneteanuc,2353.0,9595
1973,EGOR_400,1678.0,5775
1974,JustForFun28,1170.0,1636
1975,isolatedpawn13,2200.0,1293
1976,Bierpaul,2228.0,2612
1977,Nudelband,2300.0,6321
1978,Mandrows,1264.0,5714
1979,valerar22,1444.0,17500
1980,Strenzo,966.0,192
1981,Der_Kuchenmann,1747.0,5392
1982,NeVyacheslav,1329.0,217
1983,Moriarty333333,1092.0,206
1984,Isofix,1902.0,1826
1985,Hulk-10,2476.0,3857
1986,SMIGOEL,1445.0,2568
1987,ssturkg,1300.0,572
1988,Canerbaycan41,1141.0,2111
1989,H3chiz3n,2253.0,5457
1990,Mr-ZeQ,1910.0,10081
1991,Sacrificial_land,1969.0,2660
1992,Krank00,1244.0,10525
1993,aruran,2347.0,24180
1994,jdwong58,2462.0,5320
1995,davasam,1885.0,8386
1996,adrianlqq,1468.0,4712
1997,ferhat_atbas36,799.0,58
1998,chesscoach-20,2409.0,1498
1999,crazycrazycrazycrazy,1168.0,14
2000,ikinat,2561.0,130
2001,abhishek_2312,1903.0,4136
2002,Ulysses999,1210.0,17970
2003,JeffreyJimenez22,2195.0,16341
2004,wraithmaster,1191.0,3764
2005,literallywho,1934.0,1809
2006,Jazzyjef,2607.0,40790
2007,S_boviri,986.0,2528
2008,komodothedragon,2021.0,60
2009,Platzierung,2504.0,836
2010,amanshivi0102,908.0,27
2011,aoufU,1940.0,2206
2012,sicki,2329.0,24906
2013,i_n_kennedy,1518.0,9094
2014,Dioksis,1412.0,5307
2015,Honest_1976,2332.0,404
2016,Strelkov_Andrew,1640.0,1288
2017,hiem1212,1214.0,1
2018,BavarianLion1974,815.0,92
2019,i1i1i1i1i1i1i1i,975.0,243
2020,schaakam,2627.0,4400
2021,ryuga133,1297.0,2
2022,CenationTaker,,0
2023,frdeswaq,1238.0,9
2024,Narsil737,1212.0,1621
2025,MOZZ,1012.0,68
2026,GKANSK,2507.0,26125
2027,Rowkir,1370.0,8238
2028,Afra_asadi2012,660.0,65
2029,Dr_DarkNightVader,2398.0,413
2030,Anon_ym_ous,2702.0,419
2031,Karafani,1409.0,4046
2032,mikeeeNd,1428.0,1029
2033,VassilDimitrov,2240.0,12174
2034,Krishnaarora1586,1434.0,45
2035,crockett51,1123.0,159
2036,Thirdnight,1914.0,2605
2037,Za-Ru-Ba,1904.0,2047
2038,Continental_77,2446.0,4587
2039,pulchrum,1281.0,19301
2040,Yamete456,1905.0,2601
2041,TheBroskey,1262.0,32
2042,Joseph_Bodino,2108.0,13980
2043,Jamacuco2024,1461.0,0
2044,Kasparov1096,2329.0,1374
2045,gaaravhinz,1368.0,6480
2046,farshid_m,1503.0,2911
2047,fitz321,1500.0,0
2048,queensgambitdecline,468.0,444
2049,Vishwa_2013,1686.0,131
2050,bineinfettesmammut,1230.0,1840
2051,NitinSaini27,2184.0,797
2052,mantza,1407.0,7739
2053,LDOCaoSang1973,2532.0,567
2054,goat-sama,1029.0,208
2055,baulitar,2231.0,9389
2056,FloatingFluffly,1300.0,229
2057,S2rob,1759.0,375
2058,kristya24681,2084.0,18528
2059,keesofazant,1292.0,856
2060,toivok3,2749.0,4016
2061,IvannKulikov,1090.0,166
2062,Omethkithnuka,761.0,174
2063,mutdpro,2769.0,3436
2064,spiritualwarrior,1500.0,0
2065,RatmirKreon,1144.0,2966
2066,musa2104,1251.0,5272
2067,Dgita35492,2423.0,73068
2068,Bogloo,2392.0,2707
2069,raj8262,1000.0,244
2070,maximkazakov,1294.0,399
2071,chupaachuper,1375.0,442
2072,mumin11,1627.0,32640
2073,KingAnto,608.0,385
2074,Keelgara,2421.0,8862
2075,JoeyLIM2015,1093.0,1
2076,Chessanonymous1,2465.0,799
2077,babilon_eusebio,2275.0,2945
2078,KarlOz_AlexandroS,1734.0,2913
2079,SamaraNovichok,959.0,284
2080,zabey5,1473.0,2616
2081,squar3D64,1735.0,8418
2082,UnderpromotionK,1753.0,636
2083,datamorg,1471.0,0
2084,Razvanicius,1966.0,23077
2085,Alexiy111,1385.0,427
2086,Amitrano,1500.0,0
2087,Kiravik,1438.0,313
2088,manfroi-alexander,2309.0,4327
2089,AlxSub,1500.0,0
2090,Schaffhauserplatz,2288.0,722
2091,Odikasigbue,2215.0,6475
2092,PawnByDesign,1875.0,3844
2093,CasheW29,2570.0,2031
2094,Nayana1000,1374.0,143
2095,Ak_143,1383.0,1241
2096,quinnjerman,857.0,6951
2097,chesscrown1557,2421.0,598
2098,alfilnegrox1,2240.0,36598
2099,gmfercho,1907.0,22034
2100,ozkanbozzzz,1401.0,292
2101,Nikolai_1957-1954,1830.0,621
2102,Jose_Luisx,1254.0,1142
2103,soumashis,1303.0,309
2104,aryamannkid,2470.0,18639
2105,JayantChouhan,1794.0,173
2106,Anna_Khrebtenko,1189.0,8
2107,xx13131313,2250.0,15188
2108,Fatih4722,817.0,2245
2109,the7tig3r,1626.0,4
2110,water-witch,2012.0,58
2111,nessie022,1731.0,98
2112,Ruminor13,2406.0,1040
2113,MityshevS,2382.0,68760
2114,PK1606,1322.0,15378
2115,dmsea,1857.0,635
2116,HandsomeCentury,1175.0,2294
2117,Mohamadmanar1992,1718.0,2360
2118,Amiiiiiiiirrrrrrrr,1233.0,4421
2119,mehmet488,1388.0,6675
2120,A3a4em,1281.0,2752
2121,RookHunter,1855.0,397
2122,ghasemialief,2049.0,8067
2123,Jkjkjp,1100.0,6
2124,PepedeHuelva,891.0,6953
2125,Mannynoir,1107.0,1656
2126,lobolove2024,1910.0,10
2127,Yvonne68,1238.0,9069
2128,Like2Learn,1948.0,58
2129,radon2012,1331.0,3867
2130,Objectif_trop_fort,2161.0,355
2131,bja555,2486.0,17981
2132,EstoFidelis,979.0,3666
2133,PalaciosLlF,2449.0,3644
2134,Oleksandr_11,2294.0,11973
2135,Dare_Mage,2081.0,162
2136,renzorl98,1804.0,12857
2137,tonystark696969,1370.0,138
2138,jhailesx,1685.0,96
2139,musito2001,1487.0,9910
2140,Willyzi,1220.0,6031
2141,UcanTosbaga,1733.0,8
2142,El_Precisione,2513.0,16912
2143,Ekvip,2438.0,19663
2144,haggytheman,1172.0,24113
2145,Youssef_Emad,2412.0,16989
2146,AprendizJesus,1174.0,1209
2147,shr2kor,986.0,69
2148,MQMartin,1500.0,3329
2149,Barkinhiev_Ahmed,1239.0,2371
2150,amirmoro,1218.0,13326
2151,gousia786,804.0,4546
2152,Kazlaft-Bublock,1341.0,7030
2153,MarathonGo2700,2607.0,7169
2154,nightfall1941,2354.0,474
2155,TopRamenUSA,2004.0,2235
2156,nakajuma,1419.0,0
2157,Rettcar,1266.0,8055
2158,Oceanblue32,1245.0,875
2159,hiammagii,1110.0,483
2160,Turolman,1500.0,0
2161,nOOb_2-O,1414.0,680
2162,oriad,1450.0,223
2163,MarcosMiguel2012,1099.0,39
2164,hadesin,2379.0,9384
2165,SuyudSPt,1353.0,1
2166,rss3398,1214.0,744
2167,Mariwombat,789.0,8
2168,Damarin86,1321.0,8516
2169,lokival,1854.0,2896
2170,Mickey1918,1854.0,914
2171,stlbucket,1896.0,16010
2172,Asilmirjen,1080.0,44
2173,ChessPlayerUSSR,2228.0,16584
2174,Alphavite,1797.0,2348
2175,trompsk,2370.0,13843
2176,SarkarRajAS,1125.0,67
2177,Choc-Mint-Chip,2580.0,140
2178,Anastasia_wa,1339.0,1307
2179,wezisendama,1224.0,2969
2180,Mavi_Alpha,2580.0,19837
2181,SaSeg,2487.0,20248
2182,Dynastyyyy3323,1511.0,3918
2183,spielbrecher,1814.0,2
2184,crazydiamond88,1802.0,227
2185,Mujer21,1176.0,1628
2186,Yazan_Alqadi,1619.0,1011
2187,colochorompealmoadas,2060.0,7231
2188,Saltanunc,1438.0,39508
2189,arvind01,1362.0,5
2190,Mr3berk4,1596.0,159
2191,warrik2,1156.0,200
2192,C2H5OH3,2376.0,37128
2193,A972,1176.0,1449
2194,jotawatt,1638.0,881
2195,Den1970Den1970,1500.0,0
2196,SiusBunga,2237.0,23883
2197,amarjith2,945.0,4278
2198,ThePlagueDoctor01,2223.0,2929
2199,trollbobbi,1456.0,5057
2200,secretaccounthabibi,2639.0,3304
2201,malamarea,1223.0,2362
2202,rednivrug15,1585.0,1467
2203,nikmal_ft,1408.0,8398
2204,TarasDina,749.0,706
2205,mf_pizz,1314.0,245
2206,MartInPlus2,2397.0,17741
2207,DipDen,1189.0,3713
2208,john2025,954.0,69
2209,Mazhad,1047.0,2649
2210,shahram1928,1405.0,6509
2211,a-t-5,1343.0,7
2212,lelicman,1500.0,0
2213,camenj,2026.0,1512
2214,budderl,1864.0,126
2215,uglygram,1202.0,971
2216,CK_1886,2369.0,2231
2217,r2d2w2,2252.0,5921
2218,Denis280110,2214.0,11856
2219,flanta,910.0,0
2220,capy_chess777,1413.0,1288
2221,shuuichitoicho,1091.0,377
2222,Magnus40,1838.0,1024
2223,Batu48,1184.0,1075
2224,Javpine597,2251.0,2235
2225,VoroninNikita,2058.0,107
2226,RaphaelTraining1,1554.0,145
2227,Tanuj_purswani,1113.0,379
2228,Amuuu,2041.0,7245
2229,TimAstier,2260.0,29198
2230,Oginbogin,1049.0,354
2231,Chip113,1435.0,7489
2232,yagizegecelep,673.0,20
2233,resolute-rook,1382.0,3750
2234,DIBO,2220.0,39651
2235,poseidon2121,2081.0,175
2236,Punno22,1400.0,3558
2237,Toprotroja,1500.0,0
2238,MarkG514,967.0,4069
2239,a74bh,1252.0,2528
2240,jack_be_nimble,1447.0,60009
2241,betoi31,2305.0,2352
2242,sapphire_phoenix,2768.0,5416
2243,NISMEC,869.0,236
2244,NothinghamLace,1479.0,3068
2245,ignatiushorreili,2252.0,18577
2246,Mudrovfedor,2292.0,6045
2247,sathism,1029.0,315
2248,kiarashf1989,883.0,4
2249,sergeititkov,2247.0,21037
2250,Tiopujio,1968.0,15372
2251,Renatobaca,1875.0,2248
2252,Kolonel007,1035.0,6118
2253,TommoX,1075.0,362
2254,ereid07,953.0,1850
2255,DEBAPRABHO,2269.0,401
2256,Krivitskiy_Aleksandr,2382.0,1145
2257,pvapva,1909.0,29338
2258,miki_train,2605.0,8863
2259,Carey59,1552.0,2
2260,HUGOS01,1392.0,17283
2261,Doctor_check_99,2604.0,1596
2262,yuri_9090,1460.0,4262
2263,Lanc39,2054.0,12971
2264,soupdoyou,1476.0,50
2265,zamboni-69,1940.0,3605
2266,the_amirhossein,975.0,742
2267,Movaro,1104.0,3729
2268,Gabrielguerrero1,1080.0,93
2269,Nikolay29rus,1197.0,1
2270,quentin87,1802.0,10554
2271,BertiJones,1522.0,330
2272,DRD2024,1271.0,1
2273,SuperLoop,2541.0,5576
2274,TarekElhanafy,1050.0,537
2275,emirchess7,1367.0,3883
2276,petergo,2448.0,33158
2277,burekmentolov,1470.0,8184
2278,Pranjul96,1815.0,73
2279,hanc26,1164.0,3006
2280,Morrelo,2351.0,47078
2281,jeromeovich,2580.0,9898
2282,robychess,2528.0,1374
2283,bonaventure23,1398.0,16494
2284,AV_Zikov5262,1684.0,7826
2285,Favas123,1202.0,335
2286,Socioaldeano,1074.0,4525
2287,reapingrook,1852.0,3315
2288,zahidenevval,1432.0,1063
2289,tashkentka,2115.0,8227
2290,mahmoud_abdellatif,1059.0,2330
2291,astute1982,2270.0,14752
2292,GoodChessPlayer3,2111.0,1510
2293,TRafil291,2105.0,428
2294,BiblerKlewin,2498.0,1815
2295,Tima1939,753.0,19
2296,ChinmayShibuKumar,1785.0,511
2297,Ioveeelyyy,1672.0,146
2298,Kamikaze0w0,1032.0,518
2299,Ahmedoo542,1400.0,1779
2300,Egor_Vladimirovich,2504.0,16842
2301,nezaras2000,1911.0,86
2302,abchess1307,,0
2303,DemonDegroit,1250.0,3196
2304,Kjetil_Lie80,2655.0,5600
2305,relet,1290.0,838
2306,Jugadordebil,2396.0,30805
2307,EljuanGG,1387.0,160
2308,Ahmedebrahim2,1169.0,2076
2309,Invitari,1074.0,1070
2310,Bardyk01,2686.0,10184
2311,royzmanalex,1942.0,10755
2312,JayPi4c,1571.0,327
2313,Gibbous64,1888.0,9491
2314,larolarolang,2257.0,5326
2315,mikhailtal20100,2452.0,2014
2316,amigo-sa,2361.0,21220
2317,Hpsk,1840.0,26163
2318,dactin,722.0,175
2319,renzonx,1018.0,1150
2320,MaloR,1527.0,1908
2321,Shahed1448,1099.0,6949
2322,hamsini1,1012.0,168
2323,bored_billionaire,1482.0,2975
2324,blackwood87,1227.0,2435
2325,kwatov,2413.0,1874
2326,Sedoi-1963,2022.0,4743
2327,nigtking,1429.0,1464
2328,Vadim1935,2024.0,12272
2329,GeorgeSteiner,1919.0,1015
2330,ajcortez,1366.0,6821
2331,ASHOKSAWNA,1124.0,303
2332,jacobk17,2298.0,28997
2333,swguynos,950.0,3
2334,Karteus,2366.0,13081
2335,Jedoneration,1834.0,309
2336,Blunderboy64,1777.0,1815
2337,jatin16yo,868.0,19
2338,Sarpeed,1126.0,700
2339,pphani,1455.0,6489
2340,dryabchuk,1529.0,439
2341,Gargarrag,1218.0,22785
2342,Daskevich,2641.0,12036
2343,Natsonj,1024.0,183
2344,Arabidopsisthaliana,1381.0,6758
2345,beliviski,1842.0,14143
2346,Andriy2006,2604.0,6935
2347,gefuehlter_FM,2802.0,21790
2348,Nemfertritr,938.0,17234
2349,aldjlad,1826.0,6478
2350,darlinchess,2007.0,7255
2351,Adjustor,2146.0,64027
2352,kaminskil,1381.0,19613
2353,StephenWilly,2628.0,3728
2354,YACKAL,2412.0,815
2355,Kawaski,1427.0,317
2356,juliuszaesi,1889.0,4640
2357,ethanrachel,1381.0,5332
2358,Coman_Nutu,1374.0,5645
2359,mepardoc,764.0,25
2360,chess_for_real,2646.0,335
2361,matteoferdinando63,1505.0,4934
2362,nacho1412,1713.0,90
2363,Koanoz,1222.0,4186
2364,StochasticVolatility,2469.0,2271
2365,Carlsen13,1340.0,7837
2366,Habichuela,2521.0,2789
2367,Mustapekka,1560.0,20981
2368,RadosCal,2504.0,12122
2369,amirhossin1380,1676.0,3633
2370,ph74150,1197.0,31449
2371,Rommel_Sismo-An_06,2308.0,9671
2372,GoblinSS,2176.0,5455
2373,Skycrek,2000.0,18803
2374,Winquitter,2454.0,19544
2375,CalvinKlein,2302.0,1369
2376,aaronagp20,2049.0,47829
2377,mahmoud_hossam001,707.0,162
2378,mahyoong,1365.0,18558
2379,gomelbel,2555.0,1063
2380,Ahmedfathi1958,1399.0,8733
2381,awsed9986,1186.0,799
2382,Hyuudoro,1942.0,404
2383,Qbomb5,907.0,167
2384,quiendice75,1712.0,2223
2385,novak9,1475.0,2990
2386,adpinto93,1865.0,3479
2387,Cat_down,1371.0,326
2388,gatots,1318.0,5759
2389,Yuriplay,1450.0,9454
2390,CAMOKAT,1419.0,7031
2391,PVZ1971,2336.0,22841
2392,momot74,1400.0,2498
2393,Oleg_Vereshchagin_49,2137.0,3408
2394,Raciborz-dzistek,1357.0,2260
2395,Rehan-khan5146,1326.0,5
2396,ZeRevenanT,2337.0,12056
2397,Iluminaze,1964.0,3232
2398,Zmey90,1927.0,18706
2399,jv197,2416.0,3879
2400,stod,1671.0,4499
2401,AHoffman,2523.0,4650
2402,guibussadori,1203.0,3909
2403,Mubus42,1325.0,7412
2404,MistDragon525,945.0,31
2405,Mohieeeldab3,2062.0,2411
2406,catalinmihaila,1465.0,5289
2407,maherhshas,1394.0,6418
2408,Mordeus,2128.0,17236
2409,Maximov33,1880.0,2009
2410,bhav05,1720.0,856
2411,Temps799,699.0,236
2412,Anapher,2367.0,1496
2413,jromeroh,1251.0,8303
2414,Mashul,1765.0,168
2415,Lamatal,2398.0,7115
2416,Kanigia,1856.0,6540
2417,SacSacSacSacMate,2281.0,4933
2418,drunk_frank,1444.0,9443
2419,Almat06,1195.0,529
2420,depaz17,2169.0,10895
2421,KyleRobertson,1515.0,68
2422,ed007007,691.0,84
2423,edward121995,1357.0,4723
2424,kaye86,1338.0,3800
2425,ChesterGuy,1411.0,200
2426,uragon2018,2044.0,2216
2427,weekendwoodpusher,1733.0,330
