,user_id,blitz_rating,total_games_played
836,casseval,1298.0,8762
837,Fernando180317,524.0,245
838,Pogorio,1218.0,5876
839,HoangXuanTung,1072.0,144
840,othello1,2000.0,20147
841,roguedoc1,1182.0,4921
842,DoktorB1942,1362.0,10601
843,Kohortes,1259.0,4386
844,strong-king1,1339.0,1414
845,ihumanzot1,1995.0,29
846,Satalkin,1038.0,3089
847,Space_Bravo,742.0,25
848,kirankuliyadi,1735.0,93
849,AlanSpn,1371.0,63
850,den4ik222,871.0,0
851,stanbad1,2657.0,12980
852,tempoocioso,2005.0,22667
853,Mandavismo,2597.0,2277
854,SpiderFX,1179.0,184
855,Andey_and_chess,1129.0,58
856,ibicenco,2349.0,21797
857,thekinglear,2418.0,43773
858,th2j,1820.0,6122
859,TheNoobiestNoob,1872.0,5496
860,Glam58,1536.0,6681
861,ivanknobel,1233.0,348
862,Henry47,1703.0,1243
863,gloriafm,2442.0,793
864,Altarius,2141.0,3595
865,xzMzx,1720.0,269
866,Jonhseo,2206.0,13378
867,EdgarCid,938.0,71
868,indomie_egg,2668.0,778
869,lavr64,2365.0,22534
870,Anatolyx,1123.0,2
871,JohnJameson88,1966.0,5162
872,ZAKOPAYKO,2085.0,32194
873,mohamedalbashi89,2022.0,1872
874,abshakeyourworld,1068.0,110
875,vansh0215,955.0,5
876,Derahdoc,1911.0,610
877,romkie,1811.0,1128
878,Firsttouch,1942.0,2829
879,SubZero-CUBA,2373.0,697
880,NotSkate0815,1500.0,0
881,MgcnofRiga,2010.0,3915
882,Slavik_0,1065.0,438
883,Chinaskinear50,2294.0,618
884,Dopachen,2244.0,2143
885,Nathanaelle0421,1066.0,141
886,eneshanedar,1794.0,10653
887,missanth,1761.0,3
888,Shukh_Nikolay,2576.0,11343
889,Dmitry_Loshakov,2072.0,10492
890,liamboogar,1488.0,1511
891,Jarlaxle38838,1200.0,1327
892,Neftegor,2479.0,53476
893,Martinsomerbest,1422.0,3611
894,CihatDayk1978,1272.0,13596
895,shrvntal,2141.0,1239
896,bayat2021,1499.0,6421
897,pavelarshinn90,1003.0,5198
898,LSChessonTwitch,2236.0,281
899,Layfi,1500.0,0
900,be_an,1465.0,1969
901,SombraFugitiva,2302.0,1034
902,ClashR0yale,1205.0,32
903,daemonthegoat,996.0,1347
904,Proton_2,1500.0,0
905,Phmmtm,1293.0,10591
906,gowsalyan2021,2135.0,5471
907,Cyprille,1050.0,218
908,maestromorenito,2140.0,21687
909,varunvar,2707.0,5246
910,KemoLU23,2323.0,6092
911,Dragontiger83,2157.0,16
912,Bohabbeh,2106.0,2477
913,flemmli,921.0,2933
914,pipoynana,1922.0,6408
915,Tyron_Woodley,2229.0,5465
916,Gontalot,2206.0,13562
917,ArturoV2024,2109.0,381
918,Gustav_1999,1104.0,43
919,Aswerches,1388.0,5587
920,lunchcritic,1445.0,58
921,alnikgul,1777.0,1935
922,AmbartsumianTyhran,2519.0,534
923,mohammadkhattab,1335.0,1710
924,iokiki,1460.0,5855
925,Jukkele,1983.0,1373
926,pilbge,1932.0,6427
927,ab8128,1327.0,2644
928,onegreypawn,2033.0,2490
929,GKrymn,1682.0,154
930,ironman654,1497.0,171
931,Arcas9,746.0,633
932,Stanley1972,2196.0,38142
933,GCV23,1406.0,1779
934,osama230,1105.0,1
935,furqon1,1269.0,2636
936,Qts,2363.0,4656
937,hosein233,1668.0,4196
938,nas66,1208.0,1381
939,samsimba199,889.0,3641
940,FabianMaxhera,1338.0,6358
941,Napoleon2883,1300.0,10241
942,BlakeTantrum,2554.0,128
943,DaGo24,2600.0,748
944,LucaGek,1571.0,100
945,akhilughade7494,1507.0,3812
946,DonBee,1173.0,4748
947,duncanmyer,1622.0,2
948,loborino,1188.0,1160
949,ns_68,1520.0,22627
950,MaxiGalaxi,894.0,3
951,sepid_58,1260.0,10568
952,lihoffa,2327.0,4388
953,straightpown,2202.0,2212
954,MS-Dhanwin,1428.0,9
955,DruzhkovVN,947.0,1112
956,Sulacy,1500.0,0
957,Lokeshswami,792.0,99
958,LarsUlrichTama,1365.0,5064
959,Cooper6,2035.0,2065
960,TrentAllgood,1827.0,2083
961,SaquonBarkley26,2373.0,26017
962,emakarov,1932.0,715
963,abdoelbetagy,974.0,248
964,Messsi2023,2496.0,3422
965,PakiahLegend,1315.0,1317
966,PadawanAsokaTano,2603.0,2934
967,dragan961,2429.0,41700
968,Piter237,1297.0,13908
969,m123p123,1861.0,43
970,edwinZid,1408.0,9725
971,arlYonok,2481.0,737
972,Dmorineau,1473.0,8583
973,suratram,1169.0,1137
974,Stinovo,1421.0,3109
975,vrf4ever,2278.0,13942
976,Ildar_Khaziiev,1377.0,1
977,shadow_strike,1303.0,12
978,hanti83,1383.0,16855
979,jesselroy99,2616.0,16219
980,rezeszamliy,2311.0,15488
981,Dj0nf1,1005.0,2860
982,JarJarBeers,2466.0,15853
983,PabloMinda,2287.0,32981
984,swarley72,1299.0,239
985,Ali_valizadeh,2565.0,3306
986,Sebas_Xd12,1033.0,52
987,SworlakeCity,1385.0,3336
988,gabrielmonchimanchas,2120.0,12019
989,Pjanyi_ShMayster,1912.0,134
990,Dynamictroops,1974.0,28061
991,fan_fheihung,2242.0,5702
992,leoybkim,1426.0,4543
993,SirNass,1243.0,1066
994,wccrgaming2023,1670.0,1106
995,Artem163111,2395.0,3913
996,SnoozieDoes,1952.0,16960
997,Satishswain,1248.0,3099
998,vinijr77,2816.0,529
999,Ricardoski,2003.0,502
1000,MichRum,2227.0,4014
1001,lerzel123,1020.0,225
1002,AllGunsBlazing22,2603.0,6329
1003,theimeto,1946.0,6072
1004,Ayush_Ranjan819,1966.0,9
1005,rsumitrout3,1351.0,272
1006,Alirezaaaaaaa7,1453.0,5260
1007,harry06,1463.0,24572
1008,Morcus1963,2052.0,1210
1009,kitikita123,1598.0,306
1010,TheRegista,1345.0,213
1011,semipro623,1246.0,6335
1012,resiliente99,2801.0,0
1013,Positional_player008,2120.0,192
1014,SavvaVetokhin2009,2582.0,2728
1015,GardaGv2,1099.0,228
1016,AntonTsaruyk,1303.0,4708
1017,danielithium,1500.0,0
1018,Gabix94,2546.0,6312
1019,Kolmychkov,2141.0,1878
1020,abbasali1234,2186.0,925
1021,Zero000001,1590.0,308
1022,DjMaestro1983,660.0,3
1023,StormingAngel,1720.0,7
1024,Miss_Lizzy,1218.0,669
1025,Ozuna1179,2155.0,19917
1026,djdkfkkfej,1500.0,40
1027,Heart_of_Fire_Cat,2584.0,2243
1028,FelixHu,944.0,16
1029,fristaylersmith,1140.0,248
1030,Obedas,1197.0,12159
1031,coportov57,704.0,171
1032,Josue_Daza,1406.0,10477
1033,prakhargosain,1975.0,1917
1034,M1h3l,2158.0,240
1035,Ehaab_ramadan,2044.0,5960
1036,umang_king_2341,1353.0,1869
1037,pantvak,1830.0,4340
1038,Phuong14,2033.0,252
1039,TolloT,2422.0,18398
1040,sasadj,2091.0,6944
1041,Aatu65536,2301.0,5773
1042,good6666,2008.0,4
1043,LuuckyyLuke,1700.0,113
1044,SlumpOnChess,1053.0,105
1045,SpongeyDad,2238.0,92
1046,Torry,1830.0,9799
1047,luispahissa,1670.0,5899
1048,Josipan_81,2516.0,11755
1049,jalavi,1256.0,2549
1050,kaomer,2148.0,2838
1051,sreeramg,1151.0,1783
1052,dArTalgnan,2043.0,13142
1053,joudi1000,1090.0,10508
1054,firebobnutting,1062.0,6
1055,yur1010yur,1908.0,1829
1056,Cultureindustry,2456.0,376
1057,QaungHyu,1455.0,112
1058,paulinhosr,1263.0,2
1059,Killumi95,1021.0,1201
1060,beachboy666,1502.0,21533
1061,Kapss009,1430.0,952
1062,Ilias999,1369.0,490
1063,Tomasz57,1830.0,7757
1064,Alzkun,1025.0,506
1065,Terredorr,1506.0,1328
1066,ohsh8712,1500.0,0
1067,Azim07,1455.0,13926
1068,AdamCollins,2548.0,2601
1069,Pgchess13,1429.0,1012
1070,w0b3g0n,1461.0,3983
1071,raviteja982000,1119.0,655
1072,prospectuschess,2209.0,2215
1073,Shuak90,1468.0,10192
1074,Nasissimo2,1527.0,35
1075,imperialxadrez1,1838.0,3054
1076,hapinok,1987.0,3720
1077,volshebnik_shrek,2490.0,761
1078,Gatotkoco995,2304.0,28265
1079,hesh46,1812.0,737
1080,julwado,1472.0,4792
1081,fujiwaratakumi1905,606.0,208
1082,iliafza,1251.0,314
1083,JHamberg,2001.0,9242
1084,DrBananaa,2336.0,10017
1085,dewey988,1383.0,4145
1086,Goraspi,1390.0,24958
1087,santyago_myr,760.0,48
1088,sss6567,2297.0,17166
1089,visselrunner,1416.0,9389
1090,J_Pumba,1477.0,10311
1091,ADZAN_Bin_ACHMAD,1664.0,397
1092,pasionxelchess,1838.0,16
1093,Schpiller,2461.0,4964
1094,nunezhereje,2089.0,6684
1095,sardw,1327.0,96
1096,hungzhao,2608.0,7256
1097,Casrem,516.0,55
1098,Khiall_ccn,1486.0,2507
1099,mikhael10tal,2025.0,9685
1100,yoseph2013,2650.0,28181
1101,Magisterberg,2642.0,1982
1102,TBNR763,2357.0,722
1103,Pawndercover,2434.0,12818
1104,ogbublik,1077.0,476
1105,MMohitM,904.0,1494
1106,TheBarbaric,1438.0,1275
1107,Mumraaah,1196.0,1302
1108,ajjbrzrf,1512.0,898
1109,maick82,2344.0,11584
1110,Metaru_sama,1456.0,192
1111,rezoons,2192.0,7103
1112,sayanrath2013,1077.0,79
1113,k_eops,1029.0,345
1114,iyad2017,860.0,12
1115,JustAmature,1446.0,5027
1116,chimeg,2039.0,3193
1117,thneed,1057.0,6733
1118,aloneinnthedark,1443.0,2211
1119,TrixR4Kidzzz,2459.0,303
1120,Tal_is_amazing,2164.0,40328
1121,Magnetograf,1175.0,7331
1122,Chrissthiann,1247.0,683
1123,iVoguer,1665.0,4
1124,juanchope039,1268.0,933
1125,Herkington,2216.0,9091
1126,ishan007,1461.0,9597
1127,CelticParadise,2011.0,16299
1128,Alejandro_T_2010,1320.0,25
1129,cheburashka15,2783.0,2686
1130,Garris51,1451.0,2403
1131,adamiva5,2383.0,50426
1132,vinod-vms,1469.0,3972
1133,cristian_viera,2042.0,6044
1134,jcchess15,2328.0,4327
1135,Zhigalko_Sergei,2733.0,16173
1136,Alammonjur,2204.0,26445
1137,vanpel84,1332.0,922
1138,TheBrainCrusher,2587.0,216
1139,intolerante,2003.0,399
1140,jamatta,1834.0,987
1141,ayulebedev1983,1753.0,1142
1142,nouardbdb,1261.0,300
1143,karesz1h,1268.0,6505
1144,JELLINEK,1996.0,825
1145,meisamf,1345.0,6127
1146,pichibart,552.0,447
1147,Kamil51,2059.0,5143
1148,Ricardo420,1975.0,8454
1149,pratik88,1136.0,2932
1150,Itsmeanpete,1957.0,304
1151,msb2,2735.0,4214
1152,Plmlgs99,2571.0,35323
1153,L-antonio,1664.0,1322
1154,chevalierdemalte,829.0,9
1155,Jenkovich,2651.0,212
1156,misswittychess,2394.0,4713
1157,Fred_Fertig_64,2455.0,7646
1158,Villi71,1364.0,17109
1159,hbas4530,1240.0,4646
1160,joaocustdiao,1448.0,19980
1161,Shivansh161012,1307.0,94
1162,Patralgan,2114.0,32828
1163,Daniyal_Rysaev,2520.0,5752
1164,BNK2020,2796.0,1946
1165,Andreykakis,2214.0,138
1166,immlittimmortal,2292.0,2322
1167,jozarov,2485.0,80558
1168,NidzaJabuka,1895.0,6061
1169,Henry_Leon,2110.0,4468
1170,Avoerna08,2263.0,36967
1171,Deepak009945,1278.0,7229
1172,GospodinPJ,2318.0,7592
1173,imee01,925.0,421
1174,charlye87,1511.0,10193
1175,Sallaia,1082.0,2664
1176,Zulu100man,1090.0,542
1177,rhysmadden,1065.0,199
1178,dimkor,2578.0,5348
1179,whiteyvisage,1415.0,4824
1180,shapiemdisa,843.0,26
1181,ayman715,2239.0,37890
1182,welo47,1328.0,202
1183,SachinPundge,1073.0,6301
1184,MaksimDauengauer,1037.0,23
1185,JeremLS,515.0,1602
1186,Yugee2007,1500.0,0
1187,Zub0103,1193.0,23
1188,francescomase,987.0,437
1189,danibucha,1390.0,25
1190,Kangcfa,2145.0,650
1191,OpferOpferMatt,2127.0,23908
1192,NeoBchik,1145.0,268
1193,pmo2004,2334.0,4075
1194,bulli212,1975.0,1642
1195,AAVV2,1060.0,4755
1196,Dr_Ertel,1709.0,2774
1197,Amogh_Bhat,1515.0,344
1198,toinfinityandbeyond1,1156.0,5981
1199,sdn2023,1798.0,45
1200,bloodymariel,2023.0,5665
1201,Ahmd19,1145.0,6
1202,Fhjull86,1749.0,63
1203,twoWayJose,1035.0,596
1204,Soham0705,2730.0,6262
1205,ich-selbst,1018.0,12
1206,entuhro,1360.0,15008
1207,Tokoy,2126.0,2205
1208,B_moradi,2345.0,5745
1209,adask10,2701.0,7889
1210,Cresswell,2677.0,4061
1211,hossein_babaee,2635.0,14071
1212,MVK-RV,1446.0,1685
1213,shindebhushan15,1381.0,20112
1214,Saidjon123,2231.0,1145
1215,Tazmanian_devil,2152.0,17165
1216,ManJeena,1081.0,9
1217,torvalde,1090.0,15614
1218,Xaratech,1378.0,473
1219,IsabelleGusse_07,1043.0,918
1220,Chayka,2252.0,3845
1221,BIYMURZA2012,1237.0,40
1222,ReChesster,1380.0,153
1223,Fighter89,2617.0,15196
1224,APKnight_ADN22,2025.0,549
1225,Jacob8111,1385.0,6221
1226,Babi_nou,1866.0,4966
1227,Abdallahmogahed111,1480.0,1338
1228,saeedking1,2361.0,4170
1229,El_maestro04,1138.0,123
1230,Dany_chess,1343.0,280
1231,rakhat2007,2288.0,1467
1232,Et_chic_et_mat,1777.0,386
1233,chmnm,1976.0,4064
1234,Prajeet1,1086.0,4
1235,ozuguzel42,1400.0,7613
1236,Luisetepelaez,1137.0,74
1237,ShivaNataraja,1976.0,2247
1238,tapiojulkunen,2017.0,3111
1239,LV-230,2255.0,394
1240,BertramicAttack,2349.0,2489
1241,Ryuzakira333,1500.0,0
1242,riga2024,2547.0,4259
1243,flashka,2475.0,559
1244,iamchrisjhon,1167.0,90
1245,katemee,1087.0,249
1246,priyanshx16,1799.0,3
1247,GrindHard,2323.0,630
1248,pawl_s,1455.0,1591
1249,Stonedzone,1245.0,9086
1250,The_Chess_Manatee,900.0,111
1251,batman_8,1018.0,500
1252,Kisa322,2476.0,1807
1253,DatAndy,1410.0,1318
1254,petrovich_gm,2643.0,1859
1255,rhb24,1072.0,187
1256,SerHio1963,2567.0,16310
1257,Babakjf,1292.0,1979
1258,Peace_Mover23,1365.0,13
1259,HuseyinEsat,860.0,42
1260,Alexandr19801980,1371.0,27336
1261,Heribert231,895.0,53
1262,paneiros,1758.0,6604
1263,Starbox2010,2680.0,1606
1264,marzouqchowdhury,2350.0,4853
1265,Abhinav_Mudgal,1904.0,1101
1266,fottur,2630.0,22
1267,hamidebh001,2569.0,10749
1268,Vikor0297,1104.0,1539
1269,u_riyaraj,928.0,495
1270,Delfo2020,1800.0,8723
1271,Abbaz12,2256.0,9322
1272,Jumasi,1106.0,4668
1273,ady53,1920.0,1148
1274,Min02,847.0,897
1275,callofdeath,2429.0,2522
1276,tungaa202104,1392.0,4
1277,iamking123,2201.0,7781
1278,mihhak,1906.0,3232
1279,USD60000,849.0,956
1280,dobremoj,1940.0,7382
1281,durckm,1500.0,0
1282,ZhohoFF,2661.0,16735
1283,Denona23,1939.0,10489
1284,Nikolay2811,1142.0,10
1285,Ferpiana2,2013.0,1100
1286,MiyamotoMusashi-CAJA,2256.0,692
1287,Ernest0-0,564.0,28
1288,ledinavelosipede,2707.0,5220
1289,merciless_ant,2259.0,4118
1290,Arkhipenko_Daniil,2396.0,3182
1291,KOTbKA,2535.0,6460
1292,MrSOK,2653.0,15148
1293,Night-King11,1855.0,1329
1294,stormbinger7007,1159.0,1395
1295,maxxie225,947.0,6083
1296,Attila76,2587.0,18399
1297,Zinner_Override,2625.0,3086
1298,aaryan_varshney,2594.0,26105
1299,AnnelizzeRademacher,1179.0,3639
1300,seitroppoforte,1424.0,3750
1301,DECIMU,2584.0,108
1302,papaocah,1350.0,938
1303,damau6,1415.0,20496
1304,M07m4d,1251.0,949
1305,staufenberger,1006.0,436
1306,midhat59,2174.0,38785
1307,hotelero,2283.0,16569
1308,Tamrik2,2305.0,13370
1309,okCool123,1917.0,178
1310,adharma,1446.0,9140
1311,AitbekM,1050.0,807
1312,Sawka322,2180.0,25949
1313,ProsperSM,1668.0,359
1314,civeron,1498.0,7868
1315,ovi737,1165.0,177
1316,Cranmobbed,2462.0,40605
1317,SugarMagnolia,2470.0,9879
1318,shabaudda,2033.0,944
1319,serjiokos,1500.0,0
1320,FakeMaster141929,2003.0,25
1321,k-mikey,2321.0,399
1322,texi2,2069.0,2475
1323,gao239,1528.0,1877
1324,fathy2004,1324.0,1036
1325,Puss_X7,2184.0,852
1326,yxatuko,2393.0,944
1327,hibiscus1360,1536.0,7
1328,ManoelSinval,862.0,5230
1329,Gville,1188.0,3323
1330,assassineclipse,1413.0,25
1331,dudafanboy,2257.0,18881
1332,JoshHolz,1842.0,29
1333,lestri,2618.0,39540
1334,S1ptex,955.0,244
1335,spencerguwop,1130.0,33
1336,ZtracenyPripad,1665.0,1696
1337,Lep_Cantillas,1367.0,1926
1338,xn1lem3x2024,2307.0,97
1339,ALEXT111,1364.0,6324
1340,yolier,855.0,2473
1341,kafulakanchi,1274.0,2033
1342,Sergey_TR2022,2471.0,10620
1343,Krixsus10,1360.0,181
1344,PrisonBreak_Michael,2382.0,309
1345,jieltmcommeta,2569.0,4513
1346,Chu-do,2552.0,6214
1347,RustyBuoy,1399.0,18452
1348,davmaham,2075.0,5668
1349,dtjr63,1099.0,2493
1350,Sparta75,2579.0,933
1351,Gregchessness,1147.0,25
1352,omar_abuyounis1994,995.0,4
1353,noahschn,1270.0,2286
1354,Gregory_Tonian,1381.0,4014
1355,j12segal,1920.0,1648
1356,Engo_Genco,993.0,8573
1357,fenixM,1986.0,52
1358,Mulan_GT,1255.0,2112
1359,howmuchisthefish2025,2356.0,1559
1360,TheChessPrince,2434.0,12635
1361,viraatchess2009,1453.0,31
1362,Mind_Gamer66,1382.0,15
1363,Corre_por_tu_vida,2671.0,13257
1364,legbreakgoogly,2238.0,1770
1365,Tchoupiiii,2374.0,9904
1366,agus_sbg99,1973.0,2329
1367,alyurm,1539.0,12333
1368,dayageek,1500.0,0
1369,vestalia5,764.0,82
1370,drop_stone,2799.0,2112
1371,HIMARS_M142,2393.0,7671
1372,FredrikStrand,1674.0,2979
1373,ImpressiveTheory,2207.0,20264
1374,Ikki68,2050.0,16889
1375,ECHINOCEREUS,1815.0,197
1376,Mikhail_Peres,1817.0,728
1377,kingkongkang5,954.0,533
1378,enitpenima,2168.0,2423
1379,khinmaungkyaw,1029.0,3
1380,alienvspredator,1190.0,9270
1381,boyjay,1018.0,444
1382,baturiko,1362.0,190
1383,Gigito26,524.0,84
1384,Mightyms,2461.0,4631
1385,mina7177,998.0,46
1386,Pirschei,1464.0,4736
1387,Loklokley,1637.0,12
1388,OrujoFlojete,2476.0,6550
1389,UncleGary63,1095.0,50
1390,XocasLT,2494.0,3215
1391,DavidRosenkoetter,931.0,13
1392,kiraa28,1264.0,1468
1393,filfern,1664.0,3547
1394,rmeysaa,556.0,351
1395,KlubMate,1650.0,101
1396,Andrew_AK,1400.0,3490
1397,tromi,1260.0,16568
1398,Javicho619,1804.0,4932
1399,MartinLorenzini,,0
1400,carmona1956,1814.0,1020
1401,Derbeian,2363.0,3580
1402,ValeraTula,1795.0,5580
1403,Shamplex,876.0,5
1404,gemmita22,642.0,26
1405,andryzhun,1375.0,7029
1406,TusharBachchan,905.0,14
1407,sgen,1717.0,1269
1408,Zaven_ChessMood,2728.0,5196
1409,abasrazani,1440.0,21665
1410,OlegSokolov67,1395.0,5910
1411,Dfsfsadsadsdas,995.0,136
1412,Dugin_Sergey,2388.0,11907
1413,ivanraguz97,1928.0,3761
1414,IEGAD,1591.0,2546
1415,Tarek-Shaban,1456.0,3004
1416,Rezak666,1802.0,904
1417,MySnakeDoc,2178.0,4799
1418,deniskhevrolin,1374.0,3067
1419,Drachenvariante,2130.0,2442
1420,abdotammam,1358.0,1847
1421,Pavlzerg,1279.0,2454
1422,deepak20002,2292.0,883
1423,babirom77,1016.0,6481
1424,armangarip,1443.0,1330
1425,akiba66,2022.0,10353
1426,edoardo920,1918.0,10876
1427,Papolabestia123,2635.0,1814
1428,Iwantogotoswizerland,2486.0,1162
1429,RikhilEmmanuel2019,1879.0,3238
1430,WorldChessMaster24,2588.0,216
1431,j2dindia,2350.0,2039
1432,sindy_24,2037.0,953
1433,Milky-WayTM,2351.0,1961
1434,MCSE69,2503.0,1658
1435,Kikkertje9,2108.0,1124
1436,bohemond_1,1926.0,514
1437,das99,1442.0,1364
1438,Inspiregod,1274.0,9586
1439,Pakkasukko,1877.0,4645
1440,Arkadiy200000,2709.0,502
1441,rahimbi,1546.0,8040
1442,ODRA-3RBI,836.0,37
1443,Hamid_e,1097.0,2095
1444,Zhongguo_Haijun,2230.0,56
1445,stregobauer,1475.0,2056
1446,LucaChess97,1358.0,231
1447,Aswin_Jagz,1402.0,61
1448,yasinates3424,1245.0,5223
1449,nainameloc,967.0,14590
1450,HailToTheThief1,1984.0,2
1451,Bigsneezy,1433.0,1507
1452,Prochesskaan,593.0,141
1453,Inky78,1139.0,10348
1454,anton_roienko,1731.0,1282
1455,Vaibhav26104,1405.0,4106
1456,otakkanan,965.0,307
1457,thea-22,776.0,302
1458,ULtRaCHeSsBlaDer2011,2061.0,3300
1459,OekoBauer,1960.0,15314
1460,vizumatv4hoda,2609.0,13492
1461,Keyra_la_unica,1962.0,3589
1462,Fthgk,1387.0,7248
1463,Kama_17,1964.0,502
1464,Michalson532,1407.0,34
1465,nader48,1406.0,23839
1466,TTandT,1330.0,5273
1467,arjunraman,2270.0,1257
1468,veguetadbs11,2366.0,27904
1469,firezice,925.0,6169
1470,pro250399,636.0,48
1471,SreekantaDas,1221.0,1442
1472,wthimerht,1610.0,4702
1473,weak3333,869.0,662
1474,PavelVinogradov,944.0,222
1475,karokan7755,2447.0,176
1476,The_Bodyguard,1899.0,14472
1477,Anmaster,1375.0,8828
1478,ishaankrishnaccs,737.0,33
1479,adcolat,1218.0,2
1480,Ludovk,1468.0,12498
1481,HistoryTry,1225.0,10
1482,musadlane,2598.0,10997
1483,TanitoluwaAps116,2789.0,1653
1484,Alon7429,2788.0,171
1485,maksym_makarychev,1301.0,1894
1486,fredy_mar_aqp,1392.0,794
1487,slave_of_the_chess,1342.0,1073
1488,aki63,1370.0,11551
1489,DrMSAS,2454.0,1957
1490,Blessings03,1234.0,1288
1491,LUFFFFFFFY,953.0,29
1492,JaredFrance,1369.0,3352
1493,Alex19821986,945.0,1291
1494,soylusahra52,1020.0,3
1495,voronk,1678.0,311
1496,raphaelk1,1819.0,54
1497,davdomin,1500.0,0
1498,Marsicanac,2137.0,95
1499,joseantoniosp,1546.0,3885
1500,Ertsd,1358.0,10719
1501,IgnacioFS00,1469.0,2047
1502,Chestolo,718.0,238
1503,Ompa_puk,1525.0,2190
1504,pratapraju,1118.0,43
1505,albertogs,2399.0,4300
1506,Dondoctor,2370.0,15222
1507,Elieso94,809.0,331
1508,psvkampioenen,1235.0,64
1509,Grukjr,2626.0,6352
1510,hetwehewrhtweht,1500.0,132
1511,rdinc,1698.0,3849
1512,youssef334,1027.0,106
1513,SeaHorseDad,1220.0,730
1514,vIbHu11,2456.0,1668
1515,jkaRUSSIA,2541.0,2256
1516,novi4ek1903,1124.0,1650
1517,fast-tsunami,2429.0,6966
1518,olegan32,1985.0,7756
1519,FerrariJr,1014.0,19319
1520,Grozzzlybear,2297.0,1219
1521,Skakthor,2459.0,4139
1522,sampathj,1519.0,1267
1523,KopysovV,1932.0,9668
1524,Hvitrev,1257.0,812
1525,royinin,585.0,56
1526,q49q,1500.0,0
1527,Frostwrath,2373.0,5813
1528,Despair_Captain,2625.0,8842
1529,GK1963,2766.0,1847
1530,Milliyetci87,993.0,4137
1531,nevergettingtitle,1992.0,15
1532,fischer1992reborn,2295.0,321
1533,Lissali,1875.0,205
1534,Vatnos,2316.0,16842
1535,NzTterSchit,2300.0,2216
1536,naive_knight,1192.0,253
1537,bazar-wokzal,2512.0,9775
1538,kittyblum,1045.0,7321
1539,rjrahuljain1210,1094.0,17
1540,ntpc511,1626.0,4013
1541,Punnnnisher,846.0,69
1542,Emeriithus,2218.0,17320
1543,Cavalfab,1457.0,5358
1544,AlejandroPinglo,1502.0,24838
1545,VardanSrivastava,2005.0,1117
1546,rapid_chalanger,2312.0,746
1547,Santi-LaPlata,1463.0,6523
1548,LifeOfRyan,2410.0,18960
1549,GrafKvonderG,2345.0,0
1550,gallofa00,1636.0,2509
1551,hsay2020,1438.0,12638
1552,Doqangunes,1416.0,5104
1553,JustARetiredPlayer,2708.0,13
1554,xxMichalxx,1035.0,830
1555,fatosalpslan,1367.0,6623
1556,lime_ee,1154.0,110
1557,Nebonik,2451.0,13205
1558,Scuffia,1327.0,2318
1559,MDR27,2100.0,5577
1560,vfrcbv1234509,2187.0,951
1561,gurselynlmz,1391.0,4
1562,Relaxela,1260.0,87
1563,Dreamweaver96,1542.0,1350
1564,GoingDownSouth,1962.0,46188
1565,Edu1979,1060.0,37
1566,shrenik_kinu,1688.0,59
1567,Darknessbottle,1510.0,675
1568,Ajmcm,1362.0,899
1569,sandeep-khatri,1565.0,1469
1570,kelikeliii,1030.0,3
1571,MonkeyLonky,2064.0,216
1572,daddystrength,2405.0,24363
1573,Galatians2verse20,2337.0,566
1574,Tuvshin75,1411.0,4144
1575,sasha_frolov,2141.0,2502
1576,Javprisone598,2300.0,4362
1577,Hurricaneforce,2578.0,313
1578,tonycount,1754.0,2761
1579,changmin1456,1500.0,1
1580,Rex65788,2422.0,1301
1581,jokern56,2225.0,9593
1582,hernan271,1467.0,463
1583,HomeAp,2543.0,18517
1584,urbion,1961.0,5005
1585,nicolus,1544.0,2511
1586,MAKCIM2016,750.0,32
1587,JonRidout,1777.0,413
1588,chess4ever1410,2473.0,372
1589,ruben9503,1358.0,767
1590,luckyoscuro,2121.0,7479
1591,Bjorn2468,1128.0,1609
1592,planic13,2205.0,21178
1593,Litseralex,1973.0,21
1594,lary77,2019.0,765
1595,doberman_333,2581.0,2233
1596,cRsregeLt,922.0,302
1597,vovauroio,2451.0,6689
1598,Stephen8386,1094.0,3281
1599,membongak,1500.0,0
1600,Juribiver,1454.0,2219
1601,yf95,2068.0,8613
1602,DawitGN,1500.0,6
1603,lavictoriavenezuela,2454.0,20555
1604,Conrad_123,1709.0,4550
1605,aldgate,2314.0,13866
1606,soultravel,1807.0,2998
1607,OffCore,1296.0,1440
1608,Menald,1150.0,1477
1609,OlmosG,1836.0,25655
1610,Acctus,1355.0,941
1611,Senilonori,1053.0,19194
1612,nika_HB,1456.0,96
1613,moncef-1978,1374.0,2860
1614,IsmaJS,1004.0,2887
1615,Taladan,2475.0,8326
1616,IamHocks,1803.0,234
1617,supercheckmateguy,888.0,18
1618,partho751,1687.0,6022
1619,Prosvirnov_Sergei,2451.0,14224
1620,Pampen,2445.0,14124
1621,noe123456789,1431.0,1499
1622,Gertrude_Weichsel,2610.0,3968
1623,Ferrari011,2531.0,5223
1624,jasithchess2021,1482.0,7056
1625,Brocardotorres,1932.0,16217
1626,Al_Ivanov1987,2007.0,10082
1627,MRAshishKulkarni16,1267.0,16851
1628,USSR3,2217.0,586
1629,aimeesuzy,411.0,269
1630,Zalim007,1874.0,2931
1631,not_a_fish,1075.0,64
1632,Ranjan_Rohit,1506.0,527
1633,decotunisia,1836.0,7825
1634,MVM7,1302.0,4597
1635,rittersport29,2327.0,1152
1636,Bbpro1979,2053.0,6734
1637,Lamelle2021,1881.0,4564
