user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count,rating_deviation
FRIKANDELBROODJE_122,964.0,59.0,20.0,21.0,100.0,54.98
foremangeor,2486.0,42.0,52.0,6.0,100.0,45.12
Crystal2006,2256.0,47.0,47.0,6.0,100.0,45.03
General_Ironwood,2162.0,47.0,34.0,17.0,69.0,58.47
Bakugan123,1498.0,53.0,43.0,4.0,100.0,48.14
alexerey,913.0,0.0,0.0,100.0,3.0,149.17
mike121983,753.0,50.0,45.0,5.0,100.0,46.68
Hartur224,2328.0,53.0,43.0,4.0,100.0,45.08
Scarls,2025.0,46.0,44.0,10.0,100.0,45.1
gammagramma,2678.0,66.0,23.0,11.0,100.0,50.47
JocosoN,2388.0,69.0,23.0,7.0,39.0,52.24
Amir6284,1841.0,44.0,49.0,7.0,100.0,103.16
jorgemussaffichami,1943.0,46.0,48.0,6.0,100.0,47.11
kolomeister,851.0,35.0,63.0,2.0,100.0,70.54
stubbornyogi,1183.0,48.0,52.0,0.0,100.0,45.1
GUALDRON,1058.0,55.0,43.0,2.0,100.0,45.48
Samsharav,1255.0,50.0,47.0,3.0,100.0,45.7
chessmaster2006,2754.0,0.0,50.0,50.0,6.0,56.48
Darul_Fawwaz,1310.0,47.0,50.0,3.0,100.0,45.89
Belenov_Dmitry,2414.0,53.0,38.0,9.0,100.0,62.75
Odirovski,2531.0,73.0,25.0,2.0,100.0,45.0
ErichVonJr,2329.0,47.0,49.0,4.0,100.0,45.04
Prophylaxis_3301,1970.0,57.0,38.0,4.0,100.0,45.37
ItalyMaster,2413.0,53.0,36.0,11.0,100.0,45.0
smiledash,2296.0,52.0,43.0,5.0,100.0,45.02
User12345790,1494.0,47.0,51.0,2.0,100.0,45.82
bmharvey,1173.0,51.0,49.0,0.0,100.0,54.0
ProfessorX-man,2005.0,45.0,45.0,9.0,33.0,48.41
Superfm1,2640.0,60.0,33.0,7.0,100.0,45.05
Self_Proclaimed_GM,2131.0,50.0,48.0,2.0,100.0,45.03
ahmedsonosyyy,1926.0,41.0,54.0,5.0,100.0,45.06
Ssj3,2018.0,45.0,51.0,4.0,100.0,45.21
zloyal,1878.0,44.0,44.0,12.0,100.0,45.58
Rahmount,1655.0,46.0,54.0,0.0,100.0,64.36
IyoguroTomasolo,1386.0,50.0,44.0,6.0,100.0,45.68
LUCIFER777x,1056.0,33.0,66.0,0.0,18.0,54.81
MrChecky27,1224.0,44.0,48.0,8.0,100.0,45.11
JoliyRoger,2490.0,36.0,56.0,8.0,100.0,45.66
pcanelon,2281.0,59.0,37.0,4.0,100.0,45.36
pujardeepak,1584.0,44.0,52.0,4.0,100.0,45.14
kurttcobainn,1286.0,75.0,25.0,0.0,12.0,182.79
BaliTime,1691.0,48.0,50.0,2.0,100.0,48.01
Gran_panda,2212.0,42.0,54.0,4.0,100.0,46.83
Ajicp,1394.0,46.0,51.0,3.0,100.0,45.09
RoniPaavilainen,1183.0,45.0,51.0,4.0,100.0,45.12
h9sam,1376.0,20.0,60.0,20.0,15.0,79.97
rosdianapungki,1353.0,45.0,51.0,4.0,100.0,46.02
regisbourjiac,1488.0,48.0,50.0,2.0,100.0,45.04
YoungDruid,2322.0,50.0,46.0,4.0,100.0,47.3
OliveriBulgari,1584.0,63.0,35.0,2.0,100.0,71.17
illegal_soul,1442.0,46.0,45.0,9.0,100.0,45.1
Cianten,1460.0,52.0,45.0,3.0,100.0,45.82
Avishi160212,766.0,15.0,84.0,0.0,13.0,128.61
sourabhab7,1960.0,44.0,52.0,4.0,100.0,47.75
Elysium5,1095.0,40.0,56.0,3.0,100.0,45.62
tonosevi,1984.0,52.0,44.0,4.0,100.0,45.06
Nguyenhuyduc20182434,1170.0,57.0,38.0,4.0,100.0,46.02
funtorpikus,1169.0,54.0,45.0,0.0,72.0,74.05
pawnhubdotedu,1246.0,45.0,52.0,3.0,100.0,45.2
OmarMXE,1070.0,48.0,48.0,4.0,100.0,45.16
hexman813,927.0,50.0,42.0,8.0,100.0,45.19
drakejiang10,1652.0,0.0,100.0,0.0,3.0,112.91
wiliam21,1173.0,56.0,41.0,3.0,100.0,45.06
MyStudiesAccount,2635.0,37.0,56.0,6.0,100.0,45.04
Dzon_Vejn,2453.0,35.0,55.0,10.0,100.0,45.47
Cannonbird,931.0,40.0,54.0,6.0,100.0,45.02
tascisatranc,2500.0,44.0,45.0,11.0,100.0,45.91
bsmail,2454.0,31.0,59.0,10.0,100.0,45.01
fderivative1,2200.0,48.0,47.0,5.0,100.0,45.14
msh925,1879.0,43.0,50.0,7.0,100.0,45.88
ilya_ivantsov,1037.0,33.0,0.0,66.0,9.0,193.94
domore,2577.0,28.0,61.0,10.0,100.0,45.48
Erossem,1281.0,44.0,54.0,2.0,100.0,45.26
giuliocatinella,1266.0,54.0,42.0,4.0,100.0,45.21
Heiserberg-Kaz,2421.0,46.0,47.0,7.0,100.0,45.05
Sinerkin,1235.0,33.0,66.0,0.0,9.0,45.84
DJTILLU,2417.0,44.0,47.0,9.0,100.0,45.1
Torfnase,1773.0,50.0,50.0,0.0,12.0,132.1
fullpott,1478.0,41.0,55.0,4.0,100.0,110.0
FEN59,1823.0,40.0,55.0,5.0,100.0,45.03
ByAz6,921.0,47.0,47.0,6.0,100.0,45.05
Nfattakhov2001,1173.0,47.0,52.0,1.0,100.0,45.38
leekenshi,818.0,45.0,50.0,5.0,100.0,49.82
KingArmand,938.0,0.0,100.0,0.0,9.0,48.62
mrSWoOBS,1823.0,68.0,28.0,3.0,100.0,83.09
StarFunKull,905.0,100.0,0.0,0.0,6.0,98.15
BadMoves51,1449.0,51.0,45.0,4.0,100.0,45.02
Mostiska47,1196.0,43.0,51.0,6.0,100.0,45.05
ART_V_G,1471.0,46.0,52.0,2.0,100.0,45.16
chess_wizard3000,2455.0,65.0,31.0,4.0,100.0,45.13
Perez5,1118.0,48.0,48.0,4.0,100.0,45.0
Blunderful44,1907.0,38.0,60.0,2.0,100.0,145.31
Bisclavret1993,2267.0,39.0,54.0,7.0,100.0,45.03
StarOfFireCatStorm15,2323.0,47.0,50.0,3.0,100.0,45.08
speedstar19,2394.0,31.0,66.0,3.0,100.0,45.06
Strange_people,2009.0,47.0,42.0,11.0,100.0,45.17
AlexD64,2601.0,54.0,32.0,14.0,100.0,45.02
tahirqkhan,1891.0,45.0,45.0,10.0,100.0,45.01
PekkaM,1509.0,12.0,86.0,2.0,100.0,52.65
rrem,1413.0,44.0,51.0,5.0,100.0,45.07
trstenicanin,1877.0,20.0,80.0,0.0,45.0,53.83
Spiderodisha,1505.0,46.0,51.0,3.0,100.0,45.08
Matias_Quijano,1118.0,60.0,38.0,2.0,100.0,63.65
Dredziarz,1452.0,51.0,44.0,5.0,100.0,45.81
DEIUYWUIWY,1114.0,34.0,65.0,0.0,69.0,115.7
begemotika,1704.0,55.0,43.0,2.0,100.0,45.05
halfprice,2460.0,42.0,55.0,3.0,100.0,45.22
auhmm,1103.0,44.0,54.0,2.0,100.0,45.45
Valentin_59,1910.0,49.0,44.0,7.0,100.0,45.79
Terceiraidade,1333.0,50.0,50.0,0.0,78.0,60.37
KineticKing,2304.0,51.0,45.0,4.0,100.0,45.19
kingotto0106,2001.0,33.0,52.0,15.0,100.0,171.18
PierPaolo1963,1225.0,52.0,41.0,7.0,100.0,45.0
Joker849,795.0,45.0,55.0,0.0,100.0,45.1
medievil,1719.0,14.0,71.0,14.0,21.0,85.72
Urre,2036.0,38.0,54.0,8.0,100.0,48.45
Rolfclarion,1002.0,33.0,66.0,0.0,18.0,85.78
Heri72,2434.0,49.0,46.0,5.0,100.0,45.02
stefbesbar,1408.0,100.0,0.0,0.0,3.0,145.7
eco48ru,1368.0,61.0,39.0,0.0,100.0,55.13
InvincibleCheckk,2245.0,50.0,50.0,0.0,42.0,0.0
Saperda_carcharias,1169.0,46.0,53.0,1.0,100.0,0.0
Tierra_Del_Fuego,2379.0,49.0,42.0,9.0,100.0,45.11
StanislasBE,2071.0,60.0,36.0,4.0,100.0,182.84
Pijotrek,2391.0,36.0,54.0,10.0,100.0,45.01
Jorgeluislavao,1346.0,49.0,50.0,1.0,100.0,46.08
PERFORMER43,2520.0,43.0,50.0,7.0,100.0,45.55
VictorRodinovich54,1414.0,53.0,47.0,0.0,100.0,45.08
tornado2023,2421.0,49.0,37.0,14.0,100.0,45.49
De_Maracay,1895.0,23.0,76.0,0.0,51.0,45.06
DmSh26,2202.0,54.0,42.0,4.0,100.0,45.16
magentamango,2404.0,100.0,0.0,0.0,6.0,48.36
amine84,1454.0,44.0,48.0,8.0,100.0,45.08
heavydime,853.0,66.0,33.0,0.0,9.0,124.73
royer1,2441.0,45.0,50.0,5.0,100.0,46.54
JOO557,1604.0,48.0,42.0,10.0,100.0,45.01
Shourya_Tare,946.0,36.0,63.0,0.0,33.0,117.51
tempodrone,1645.0,49.0,48.0,3.0,100.0,45.0
gmchess100,2197.0,50.0,0.0,50.0,6.0,46.18
arda200571,1868.0,42.0,57.0,0.0,100.0,45.58
MehdiTayebi1352,1903.0,49.0,47.0,4.0,100.0,45.03
bikehelmet,1266.0,55.0,35.0,10.0,100.0,66.61
lIlIllllIllllIII,2412.0,44.0,48.0,8.0,100.0,45.12
Nabin12,1937.0,52.0,43.0,5.0,100.0,45.63
MeneerMandje,2605.0,50.0,25.0,25.0,12.0,61.13
martindale,1249.0,61.0,35.0,4.0,100.0,55.82
Bisha777,2083.0,53.0,43.0,4.0,100.0,45.02
simochess7,783.0,41.0,54.0,3.0,62.0,54.81
EduCL2,2273.0,45.0,49.0,6.0,100.0,46.27
razvanivascu,1240.0,44.0,48.0,6.0,87.0,56.45
snowwpi,909.0,50.0,50.0,0.0,12.0,48.2
ndrekabashi,1384.0,0.0,100.0,0.0,3.0,47.37
LaYucaReyChess,2425.0,36.0,56.0,8.0,100.0,45.02
thisgameissohard,1439.0,46.0,47.0,7.0,100.0,45.04
abdelghanimastouri,1205.0,36.0,62.0,2.0,100.0,45.8
Atavatansever,1567.0,28.0,72.0,0.0,100.0,52.89
Flixbuser,1116.0,33.0,50.0,16.0,18.0,85.36
polk-2020,2013.0,48.0,46.0,6.0,100.0,45.06
Kamiliccccc,1379.0,44.0,51.0,5.0,100.0,45.36
Schorsch41,1851.0,44.0,49.0,7.0,100.0,157.05
JAV13R_5OL15,1658.0,47.0,48.0,5.0,100.0,45.66
Ultraman2,1874.0,57.0,35.0,7.0,100.0,45.21
Escandinavo2,1744.0,31.0,63.0,6.0,100.0,45.0
MarkoKarol,1978.0,43.0,50.0,6.0,48.0,45.04
Varun2001,1236.0,56.0,41.0,3.0,100.0,45.52
Stevehola,1515.0,51.0,42.0,7.0,100.0,45.0
Zakyska,1290.0,50.0,50.0,0.0,100.0,45.56
unnamedjawn,1720.0,52.0,47.0,1.0,100.0,60.31
hgreenberg,1905.0,38.0,52.0,10.0,100.0,45.02
Aprenderdenuevo,2403.0,45.0,51.0,4.0,100.0,45.0
Kolesnikov_Viktor,2034.0,50.0,42.0,8.0,100.0,45.0
saraban66,1975.0,42.0,48.0,10.0,100.0,45.01
SonJay2609,1959.0,43.0,50.0,7.0,100.0,45.33
veneteanuc,2353.0,23.0,57.0,19.0,63.0,51.57
JustForFun28,1170.0,53.0,43.0,4.0,100.0,45.14
isolatedpawn13,2200.0,38.0,56.0,6.0,100.0,45.07
Bierpaul,2228.0,69.0,27.0,4.0,100.0,45.58
Nudelband,2300.0,52.0,45.0,3.0,100.0,45.25
Mandrows,1264.0,44.0,56.0,0.0,100.0,45.03
valerar22,1444.0,55.0,44.0,1.0,100.0,45.26
Strenzo,966.0,42.0,55.0,3.0,100.0,45.13
Der_Kuchenmann,1747.0,50.0,46.0,4.0,100.0,51.43
NeVyacheslav,1329.0,44.0,55.0,0.0,27.0,47.36
Moriarty333333,1092.0,45.0,45.0,10.0,100.0,59.68
Hulk-10,2476.0,60.0,20.0,20.0,15.0,45.04
SMIGOEL,1445.0,50.0,44.0,6.0,100.0,64.24
ssturkg,1300.0,52.0,45.0,3.0,100.0,45.09
Canerbaycan41,1141.0,47.0,45.0,8.0,100.0,49.27
H3chiz3n,2253.0,41.0,53.0,6.0,100.0,45.65
Mr-ZeQ,1910.0,48.0,47.0,5.0,100.0,45.12
Sacrificial_land,1969.0,42.0,50.0,8.0,100.0,45.47
Krank00,1244.0,48.0,51.0,1.0,100.0,45.0
aruran,2347.0,54.0,41.0,5.0,100.0,45.45
jdwong58,2462.0,42.0,52.0,6.0,100.0,46.48
davasam,1885.0,45.0,53.0,2.0,100.0,45.0
adrianlqq,1468.0,56.0,43.0,1.0,100.0,46.73
ferhat_atbas36,799.0,62.0,38.0,0.0,100.0,62.98
chesscoach-20,2409.0,48.0,48.0,4.0,100.0,47.36
ikinat,2561.0,56.0,32.0,12.0,100.0,62.07
abhishek_2312,1903.0,48.0,47.0,5.0,100.0,48.08
Ulysses999,1210.0,41.0,53.0,6.0,100.0,45.15
JeffreyJimenez22,2195.0,61.0,33.0,5.0,54.0,46.22
wraithmaster,1191.0,41.0,55.0,4.0,100.0,45.77
literallywho,1934.0,63.0,33.0,4.0,100.0,45.24
Jazzyjef,2607.0,86.0,11.0,3.0,100.0,45.03
S_boviri,986.0,53.0,43.0,4.0,100.0,45.2
komodothedragon,2021.0,73.0,27.0,0.0,100.0,59.28
Platzierung,2504.0,45.0,45.0,9.0,33.0,45.1
amanshivi0102,908.0,22.0,70.0,7.0,27.0,75.26
aoufU,1940.0,31.0,59.0,10.0,100.0,123.96
sicki,2329.0,39.0,56.0,4.0,100.0,45.0
i_n_kennedy,1518.0,46.0,52.0,2.0,100.0,45.12
Dioksis,1412.0,49.0,47.0,4.0,100.0,46.19
Honest_1976,2332.0,66.0,28.0,6.0,100.0,45.06
Strelkov_Andrew,1640.0,43.0,54.0,3.0,100.0,45.18
hiem1212,1214.0,0.0,100.0,0.0,1.0,340.33
i1i1i1i1i1i1i1i,975.0,83.0,16.0,0.0,18.0,50.26
schaakam,2627.0,55.0,32.0,13.0,100.0,45.09
ryuga133,1297.0,0.0,100.0,0.0,6.0,303.77
frdeswaq,1238.0,44.0,44.0,11.0,9.0,120.41
Narsil737,1212.0,42.0,54.0,4.0,100.0,47.47
MOZZ,1012.0,100.0,0.0,0.0,6.0,62.85
GKANSK,2507.0,81.0,14.0,5.0,100.0,45.25
Rowkir,1370.0,51.0,47.0,2.0,100.0,45.01
Afra_asadi2012,660.0,0.0,100.0,0.0,3.0,174.52
Dr_DarkNightVader,2398.0,51.0,46.0,3.0,100.0,46.92
Anon_ym_ous,2702.0,59.0,32.0,9.0,100.0,50.43
Karafani,1409.0,53.0,43.0,4.0,100.0,45.09
mikeeeNd,1428.0,55.0,39.0,6.0,100.0,47.3
VassilDimitrov,2240.0,45.0,47.0,8.0,100.0,45.0
Krishnaarora1586,1434.0,37.0,57.0,5.0,100.0,58.56
crockett51,1123.0,48.0,50.0,2.0,100.0,45.05
Thirdnight,1914.0,53.0,43.0,4.0,100.0,72.56
Za-Ru-Ba,1904.0,42.0,53.0,5.0,100.0,59.09
Continental_77,2446.0,40.0,49.0,11.0,100.0,45.48
pulchrum,1281.0,46.0,53.0,1.0,100.0,45.34
Yamete456,1905.0,42.0,52.0,6.0,100.0,45.75
TheBroskey,1262.0,47.0,50.0,2.0,46.0,75.23
Joseph_Bodino,2108.0,47.0,45.0,8.0,100.0,45.82
Kasparov1096,2329.0,50.0,42.0,8.0,100.0,45.58
gaaravhinz,1368.0,44.0,51.0,5.0,100.0,45.19
farshid_m,1503.0,56.0,38.0,6.0,100.0,45.27
queensgambitdecline,468.0,37.0,62.0,1.0,100.0,45.1
Vishwa_2013,1686.0,55.0,40.0,5.0,60.0,82.62
bineinfettesmammut,1230.0,49.0,49.0,2.0,100.0,45.0
NitinSaini27,2184.0,75.0,25.0,0.0,36.0,59.78
mantza,1407.0,47.0,48.0,5.0,100.0,45.13
LDOCaoSang1973,2532.0,56.0,39.0,4.0,100.0,50.38
goat-sama,1029.0,0.0,100.0,0.0,9.0,103.73
baulitar,2231.0,57.0,42.0,0.0,42.0,45.0
FloatingFluffly,1300.0,60.0,34.0,4.0,69.0,45.0
S2rob,1759.0,53.0,46.0,0.0,45.0,46.76
kristya24681,2084.0,49.0,43.0,8.0,100.0,45.06
keesofazant,1292.0,52.0,47.0,1.0,100.0,55.09
IvannKulikov,1090.0,56.0,40.0,3.0,100.0,46.11
Omethkithnuka,761.0,28.0,71.0,0.0,21.0,117.4
mutdpro,2769.0,59.0,32.0,9.0,100.0,55.69
spiritualwarrior,1500.0,42.0,52.0,6.0,100.0,500.0
RatmirKreon,1144.0,43.0,49.0,8.0,100.0,45.07
musa2104,1251.0,42.0,54.0,4.0,100.0,45.0
Dgita35492,2423.0,59.0,36.0,5.0,100.0,46.13
Bogloo,2392.0,53.0,47.0,0.0,100.0,45.04
maximkazakov,1294.0,52.0,41.0,7.0,100.0,45.08
chupaachuper,1375.0,54.0,44.0,2.0,100.0,45.08
mumin11,1627.0,46.0,50.0,4.0,100.0,45.04
KingAnto,608.0,41.0,52.0,7.0,100.0,45.33
Keelgara,2421.0,35.0,54.0,11.0,100.0,45.05
Chessanonymous1,2465.0,50.0,47.0,3.0,100.0,45.6
babilon_eusebio,2275.0,59.0,40.0,1.0,100.0,45.0
SamaraNovichok,959.0,45.0,51.0,4.0,100.0,45.87
zabey5,1473.0,43.0,56.0,0.0,100.0,46.17
squar3D64,1735.0,55.0,43.0,2.0,100.0,133.25
UnderpromotionK,1753.0,69.0,31.0,0.0,100.0,81.97
datamorg,1471.0,46.0,51.0,3.0,100.0,0.0
Razvanicius,1966.0,41.0,51.0,8.0,100.0,0.0
Kiravik,1438.0,43.0,50.0,6.0,48.0,45.07
manfroi-alexander,2309.0,35.0,52.0,11.0,51.0,55.98
AlxSub,1500.0,80.0,20.0,0.0,10.0,500.0
Schaffhauserplatz,2288.0,50.0,42.0,8.0,100.0,45.0
Odikasigbue,2215.0,45.0,42.0,13.0,100.0,46.05
PawnByDesign,1875.0,50.0,47.0,3.0,100.0,45.15
CasheW29,2570.0,80.0,20.0,0.0,45.0,45.76
Nayana1000,1374.0,33.0,61.0,6.0,100.0,70.33
Ak_143,1383.0,47.0,50.0,3.0,100.0,46.79
quinnjerman,857.0,45.0,49.0,6.0,100.0,45.0
chesscrown1557,2421.0,0.0,100.0,0.0,3.0,136.34
alfilnegrox1,2240.0,54.0,46.0,0.0,100.0,45.1
gmfercho,1907.0,46.0,51.0,3.0,100.0,45.01
ozkanbozzzz,1401.0,38.0,57.0,4.0,100.0,49.75
Nikolai_1957-1954,1830.0,54.0,45.0,1.0,100.0,93.99
soumashis,1303.0,56.0,42.0,2.0,100.0,47.04
aryamannkid,2470.0,45.0,48.0,7.0,100.0,45.2
JayantChouhan,1794.0,66.0,33.0,0.0,18.0,114.59
Anna_Khrebtenko,1189.0,75.0,0.0,25.0,12.0,132.9
xx13131313,2250.0,42.0,44.0,14.0,100.0,45.26
Fatih4722,817.0,45.0,47.0,8.0,100.0,45.08
water-witch,2012.0,67.0,31.0,2.0,100.0,54.76
nessie022,1731.0,64.0,30.0,6.0,100.0,158.93
Ruminor13,2406.0,52.0,36.0,12.0,100.0,45.72
MityshevS,2382.0,33.0,64.0,3.0,100.0,45.1
PK1606,1322.0,49.0,51.0,0.0,100.0,45.03
dmsea,1857.0,41.0,58.0,0.0,51.0,65.43
HandsomeCentury,1175.0,47.0,51.0,2.0,100.0,45.35
Amiiiiiiiirrrrrrrr,1233.0,49.0,47.0,4.0,100.0,45.6
mehmet488,1388.0,41.0,55.0,4.0,100.0,0.0
A3a4em,1281.0,50.0,45.0,5.0,100.0,0.0
RookHunter,1855.0,54.0,46.0,0.0,100.0,120.97
ghasemialief,2049.0,38.0,49.0,13.0,100.0,45.02
PepedeHuelva,891.0,42.0,52.0,6.0,100.0,45.15
Mannynoir,1107.0,43.0,55.0,2.0,100.0,45.24
Yvonne68,1238.0,46.0,51.0,3.0,100.0,45.22
Like2Learn,1948.0,59.0,38.0,3.0,100.0,132.77
radon2012,1331.0,56.0,39.0,5.0,100.0,45.12
Objectif_trop_fort,2161.0,42.0,51.0,6.0,99.0,53.6
bja555,2486.0,43.0,48.0,9.0,100.0,45.04
EstoFidelis,979.0,50.0,47.0,3.0,100.0,45.01
PalaciosLlF,2449.0,59.0,36.0,5.0,100.0,45.12
Oleksandr_11,2294.0,36.0,62.0,2.0,100.0,45.06
Dare_Mage,2081.0,52.0,37.0,11.0,100.0,51.83
renzorl98,1804.0,54.0,43.0,3.0,100.0,45.35
tonystark696969,1370.0,55.0,43.0,2.0,100.0,48.38
musito2001,1487.0,41.0,55.0,4.0,100.0,45.23
Willyzi,1220.0,64.0,35.0,0.0,42.0,45.26
UcanTosbaga,1733.0,27.0,73.0,0.0,100.0,249.23
El_Precisione,2513.0,64.0,33.0,3.0,100.0,45.29
Ekvip,2438.0,24.0,69.0,7.0,100.0,45.02
haggytheman,1172.0,56.0,39.0,4.0,100.0,45.51
Youssef_Emad,2412.0,50.0,44.0,6.0,100.0,45.27
AprendizJesus,1174.0,42.0,55.0,3.0,100.0,60.4
MQMartin,1500.0,57.0,39.0,3.0,100.0,45.06
Barkinhiev_Ahmed,1239.0,42.0,55.0,3.0,100.0,45.02
amirmoro,1218.0,45.0,53.0,2.0,100.0,45.08
gousia786,804.0,39.0,61.0,0.0,100.0,72.2
MarathonGo2700,2607.0,45.0,45.0,10.0,100.0,45.21
nightfall1941,2354.0,56.0,36.0,8.0,100.0,49.54
TopRamenUSA,2004.0,44.0,51.0,5.0,100.0,45.76
Rettcar,1266.0,57.0,41.0,1.0,100.0,45.0
Oceanblue32,1245.0,49.0,49.0,2.0,100.0,56.94
hiammagii,1110.0,49.0,49.0,2.0,100.0,74.39
nOOb_2-O,1414.0,48.0,50.0,2.0,100.0,45.83
MarcosMiguel2012,1099.0,35.0,58.0,6.0,93.0,92.75
hadesin,2379.0,46.0,44.0,10.0,100.0,45.02
Mariwombat,789.0,22.0,66.0,12.0,100.0,155.41
Damarin86,1321.0,40.0,56.0,4.0,100.0,47.14
lokival,1854.0,62.0,36.0,2.0,100.0,103.72
Mickey1918,1854.0,44.0,50.0,6.0,100.0,88.41
stlbucket,1896.0,43.0,56.0,1.0,100.0,45.01
Asilmirjen,1080.0,36.0,52.0,10.0,57.0,65.3
ChessPlayerUSSR,2228.0,50.0,43.0,7.0,100.0,45.1
Alphavite,1797.0,43.0,52.0,5.0,100.0,48.3
trompsk,2370.0,43.0,53.0,4.0,100.0,45.01
SarkarRajAS,1125.0,50.0,46.0,4.0,100.0,48.68
Choc-Mint-Chip,2580.0,34.0,56.0,9.0,100.0,47.59
Anastasia_wa,1339.0,40.0,56.0,3.0,100.0,47.53
wezisendama,1224.0,50.0,50.0,0.0,6.0,122.65
Mavi_Alpha,2580.0,57.0,36.0,6.0,100.0,45.31
SaSeg,2487.0,48.0,43.0,9.0,100.0,45.39
spielbrecher,1814.0,59.0,39.0,2.0,100.0,246.47
crazydiamond88,1802.0,36.0,54.0,10.0,100.0,176.93
Mujer21,1176.0,50.0,48.0,2.0,100.0,45.0
Yazan_Alqadi,1619.0,50.0,49.0,1.0,100.0,106.01
Saltanunc,1438.0,46.0,49.0,5.0,100.0,46.91
Mr3berk4,1596.0,42.0,52.0,6.0,100.0,48.72
warrik2,1156.0,50.0,50.0,0.0,6.0,63.75
C2H5OH3,2376.0,39.0,56.0,5.0,100.0,45.03
A972,1176.0,52.0,47.0,1.0,100.0,45.03
jotawatt,1638.0,23.0,72.0,5.0,100.0,45.06
SiusBunga,2237.0,57.0,35.0,7.0,100.0,45.11
amarjith2,945.0,44.0,55.0,1.0,100.0,45.11
ThePlagueDoctor01,2223.0,35.0,57.0,7.0,100.0,45.12
secretaccounthabibi,2639.0,50.0,42.0,8.0,100.0,45.05
malamarea,1223.0,48.0,49.0,3.0,100.0,46.05
rednivrug15,1585.0,42.0,53.0,3.0,84.0,45.62
nikmal_ft,1408.0,48.0,50.0,2.0,100.0,47.38
TarasDina,749.0,41.0,50.0,9.0,100.0,49.82
mf_pizz,1314.0,56.0,42.0,2.0,100.0,46.51
MartInPlus2,2397.0,49.0,41.0,10.0,100.0,45.03
DipDen,1189.0,48.0,46.0,6.0,100.0,45.38
john2025,954.0,10.0,90.0,0.0,30.0,183.23
Mazhad,1047.0,46.0,49.0,5.0,100.0,45.37
shahram1928,1405.0,51.0,49.0,0.0,100.0,45.03
camenj,2026.0,47.0,51.0,2.0,100.0,45.1
budderl,1864.0,53.0,46.0,1.0,100.0,90.36
uglygram,1202.0,45.0,48.0,7.0,100.0,45.03
CK_1886,2369.0,35.0,61.0,4.0,100.0,45.2
r2d2w2,2252.0,52.0,45.0,3.0,100.0,45.01
Denis280110,2214.0,56.0,37.0,6.0,100.0,45.54
capy_chess777,1413.0,42.0,57.0,0.0,100.0,45.07
shuuichitoicho,1091.0,56.0,41.0,3.0,100.0,46.43
Magnus40,1838.0,49.0,50.0,1.0,100.0,62.83
Batu48,1184.0,46.0,53.0,1.0,100.0,45.02
Javpine597,2251.0,56.0,41.0,3.0,100.0,49.14
VoroninNikita,2058.0,61.0,34.0,3.0,78.0,56.12
RaphaelTraining1,1554.0,35.0,61.0,4.0,100.0,98.43
Tanuj_purswani,1113.0,45.0,45.0,10.0,100.0,45.32
Amuuu,2041.0,43.0,54.0,3.0,100.0,45.08
TimAstier,2260.0,75.0,17.0,6.0,87.0,45.05
Chip113,1435.0,52.0,45.0,3.0,100.0,45.1
yagizegecelep,673.0,15.0,85.0,0.0,20.0,83.66
resolute-rook,1382.0,50.0,47.0,3.0,100.0,45.0
DIBO,2220.0,44.0,54.0,2.0,100.0,45.0
poseidon2121,2081.0,48.0,50.0,2.0,100.0,46.05
Punno22,1400.0,49.0,47.0,4.0,100.0,45.0
MarkG514,967.0,45.0,48.0,7.0,100.0,45.0
a74bh,1252.0,47.0,44.0,9.0,100.0,45.1
jack_be_nimble,1447.0,53.0,46.0,1.0,100.0,45.05
sapphire_phoenix,2768.0,46.0,39.0,15.0,100.0,47.4
NISMEC,869.0,15.0,79.0,6.0,100.0,45.01
NothinghamLace,1479.0,41.0,54.0,5.0,100.0,45.46
ignatiushorreili,2252.0,43.0,52.0,5.0,100.0,45.0
Mudrovfedor,2292.0,48.0,43.0,9.0,100.0,45.0
sathism,1029.0,50.0,49.0,1.0,100.0,46.08
sergeititkov,2247.0,39.0,54.0,7.0,100.0,45.09
Tiopujio,1968.0,51.0,36.0,13.0,100.0,45.42
Renatobaca,1875.0,41.0,59.0,0.0,100.0,45.45
Kolonel007,1035.0,18.0,81.0,1.0,100.0,45.79
TommoX,1075.0,63.0,36.0,0.0,57.0,62.46
ereid07,953.0,50.0,50.0,0.0,6.0,120.04
Krivitskiy_Aleksandr,2382.0,49.0,39.0,12.0,100.0,46.74
pvapva,1909.0,47.0,48.0,5.0,100.0,46.98
miki_train,2605.0,46.0,46.0,8.0,100.0,45.51
HUGOS01,1392.0,46.0,50.0,4.0,100.0,47.35
Doctor_check_99,2604.0,46.0,43.0,11.0,100.0,45.19
yuri_9090,1460.0,56.0,42.0,2.0,100.0,45.02
Lanc39,2054.0,44.0,51.0,5.0,100.0,45.23
soupdoyou,1476.0,47.0,41.0,11.0,51.0,106.09
zamboni-69,1940.0,46.0,52.0,2.0,100.0,46.87
the_amirhossein,975.0,25.0,62.0,12.0,24.0,80.64
Movaro,1104.0,50.0,49.0,1.0,100.0,46.35
Gabrielguerrero1,1080.0,39.0,59.0,2.0,100.0,62.16
quentin87,1802.0,45.0,52.0,3.0,100.0,45.0
BertiJones,1522.0,50.0,49.0,1.0,100.0,47.76
SuperLoop,2541.0,54.0,40.0,6.0,100.0,49.71
