user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,blitz_rating
HideInIronic,52.0,47.0,1.0,100.0,786.0
eberhardboe,49.0,46.0,5.0,100.0,1572.0
AnuAkhin,18.0,81.0,0.0,66.0,1417.0
Benja20fc,47.0,47.0,6.0,100.0,1326.0
Noahcm4,55.0,30.0,15.0,60.0,1831.0
Deshayes,28.0,68.0,4.0,100.0,1316.0
emhtiwyalp,36.0,60.0,4.0,100.0,1638.0
theflash6969,46.0,46.0,7.0,39.0,1055.0
raffaelo2324,45.0,47.0,8.0,100.0,1158.0
CarlosRioco,50.0,47.0,3.0,100.0,1586.0
R-U-B,46.0,50.0,4.0,100.0,1351.0
einjhel17,51.0,45.0,4.0,100.0,1776.0
Babyboyharju,51.0,44.0,5.0,100.0,1705.0
Ihaveaproblem1,40.0,56.0,4.0,100.0,
ahutch927,52.0,43.0,5.0,100.0,1639.0
boreconstrictor,53.0,35.0,12.0,100.0,2242.0
zarubinegor17,32.0,54.0,14.0,100.0,1703.0
lukasz2023,39.0,56.0,5.0,100.0,1205.0
Face_OFF_bass,71.0,26.0,2.0,42.0,
Co44,44.0,53.0,3.0,100.0,1522.0
Haegur,52.0,43.0,5.0,100.0,1740.0
Shreyas_Kamath,48.0,47.0,5.0,100.0,1591.0
peterretiefacapetown,48.0,51.0,1.0,100.0,1242.0
martinpescador25,60.0,35.0,5.0,100.0,2339.0
knegra2,51.0,44.0,5.0,100.0,1892.0
Gabchri,49.0,49.0,2.0,100.0,1261.0
TavadeSuhas,47.0,41.0,11.0,51.0,1543.0
Neboguide,47.0,53.0,0.0,100.0,2333.0
justwannamakeastudy,62.0,25.0,13.0,100.0,2334.0
doomrides,47.0,52.0,1.0,100.0,1837.0
arcycobard,38.0,55.0,5.0,54.0,1237.0
lucas2690,48.0,50.0,2.0,100.0,1233.0
TheCubixHelix,57.0,39.0,3.0,100.0,1845.0
Dannasophia,36.0,61.0,3.0,100.0,732.0
Sporelax,47.0,48.0,5.0,100.0,1723.0
Faulhorn,73.0,20.0,6.0,15.0,1984.0
roy-samuel,72.0,18.0,9.0,33.0,1745.0
user1356,49.0,51.0,0.0,100.0,1293.0
Tiguan18,49.0,40.0,11.0,100.0,1199.0
obllachko,47.0,50.0,3.0,100.0,1094.0
autumnhill,51.0,45.0,4.0,100.0,1585.0
BurakEngin22,45.0,50.0,5.0,60.0,1349.0
DrLeckter,41.0,54.0,5.0,100.0,1228.0
Wala70,55.0,43.0,2.0,100.0,1739.0
davidolufemi,34.0,56.0,9.0,100.0,963.0
Koray7,47.0,51.0,2.0,100.0,1925.0
AbdoHusnein,57.0,39.0,3.0,100.0,1354.0
palom,26.0,60.0,13.0,45.0,1308.0
digitalPlayer11,100.0,0.0,0.0,6.0,1762.0
Vladruz,44.0,53.0,3.0,100.0,1975.0
alphaLee7,38.0,61.0,0.0,39.0,1746.0
Suveydas16,44.0,53.0,3.0,100.0,1603.0
MMS-MochiMochi,61.0,38.0,0.0,39.0,1812.0
Dexter262626,43.0,52.0,5.0,100.0,1438.0
Yaheaaljazaeree,66.0,33.0,0.0,18.0,1405.0
zenzen31,54.0,42.0,4.0,100.0,1596.0
tn15451,43.0,50.0,7.0,100.0,1973.0
Mdo2206,36.0,64.0,0.0,100.0,993.0
PashaPavliukh777,47.0,49.0,4.0,100.0,1283.0
veda71,43.0,56.0,0.0,48.0,1474.0
aminw_ab,53.0,42.0,5.0,100.0,1394.0
sak64,53.0,45.0,2.0,100.0,1936.0
otto62,41.0,57.0,1.0,100.0,1706.0
Sal2061,42.0,43.0,15.0,100.0,1813.0
D4yrexST,56.0,39.0,4.0,100.0,1215.0
Andrespc1132,20.0,76.0,4.0,100.0,1505.0
Matematik555,50.0,50.0,0.0,6.0,2134.0
jfar_rodri,51.0,45.0,4.0,100.0,1745.0
Lucien2012,45.0,54.0,1.0,100.0,1385.0
Itsopi,43.0,52.0,5.0,100.0,1596.0
AlexprosBY,45.0,50.0,5.0,100.0,2176.0
Matt194759374,52.0,47.0,1.0,100.0,1486.0
pietpatt,41.0,54.0,5.0,100.0,1327.0
Omar_Wael20,57.0,42.0,0.0,78.0,1824.0
kaszanka,45.0,55.0,0.0,100.0,1615.0
nyongbae,45.0,55.0,0.0,100.0,1565.0
good-luck-for-all,48.0,48.0,4.0,100.0,1564.0
Aborneeem,56.0,35.0,8.0,73.0,1657.0
Raulitoo4,43.0,54.0,3.0,100.0,1631.0
Fernandito_XD,45.0,55.0,0.0,60.0,917.0
skyisempty,20.0,80.0,0.0,15.0,1811.0
Behrooz-Halalzadeh,50.0,48.0,2.0,100.0,1461.0
Emhade1961,54.0,44.0,2.0,100.0,1870.0
ABASH1976,55.0,37.0,8.0,100.0,2357.0
O_choupin,41.0,58.0,0.0,36.0,1673.0
shilostion,35.0,56.0,8.0,100.0,1674.0
theanaros2018,43.0,49.0,8.0,100.0,1641.0
Bert73,62.0,30.0,8.0,100.0,1583.0
pawnpoacher,49.0,48.0,3.0,100.0,1483.0
mostafa1987m,38.0,61.0,0.0,63.0,1817.0
roxhot,0.0,100.0,0.0,6.0,1661.0
OB2004,32.0,61.0,7.0,100.0,1604.0
cywang,56.0,42.0,2.0,100.0,1341.0
HeyMikeHoncho,52.0,48.0,0.0,100.0,982.0
ferrecha,50.0,45.0,5.0,100.0,1984.0
bow187,53.0,41.0,6.0,100.0,1581.0
ThisRatYouCantEat,67.0,26.0,7.0,100.0,1711.0
chasemyhighs,37.0,50.0,13.0,100.0,1087.0
ivan970608,48.0,40.0,12.0,100.0,1860.0
shikha2023,36.0,36.0,27.0,11.0,959.0
joeblack2020,0.0,100.0,0.0,21.0,1307.0
KanstantsinLust,65.0,33.0,2.0,100.0,2335.0
Indian-Girl,51.0,47.0,2.0,100.0,1443.0
Shadoweater,66.0,33.0,0.0,18.0,2291.0
DarshMorad,48.0,50.0,2.0,100.0,1383.0
GernotHaar5,53.0,47.0,0.0,100.0,1102.0
Kreopter,41.0,56.0,3.0,100.0,1483.0
ak_3999_5,47.0,47.0,6.0,100.0,1729.0
MC973,53.0,41.0,6.0,100.0,2146.0
pb7chess,52.0,47.0,1.0,100.0,1118.0
Cicero2000,47.0,47.0,6.0,100.0,2340.0
arbybaisjohn,56.0,40.0,3.0,100.0,1777.0
Steiner359,40.0,55.0,5.0,100.0,1673.0
Tarapunka,36.0,57.0,6.0,100.0,2524.0
bllsgr,47.0,48.0,5.0,100.0,1145.0
Hiren_Thacker,42.0,52.0,6.0,100.0,1220.0
svlch,40.0,54.0,6.0,100.0,2053.0
fox_2015,50.0,42.0,7.0,42.0,2002.0
bogikob71,41.0,58.0,0.0,51.0,1501.0
Osiris8,47.0,48.0,5.0,100.0,1418.0
OCC1980,0.0,100.0,0.0,3.0,1552.0
Gocegorgiev42,52.0,42.0,6.0,100.0,2244.0
idr323,47.0,51.0,2.0,100.0,1116.0
Vesuvius2,33.0,64.0,3.0,100.0,1863.0
Gotovski,40.0,55.0,5.0,100.0,1584.0
Chiazor,40.0,55.0,5.0,100.0,1915.0
ajedrezsinlimites,55.0,40.0,5.0,100.0,2604.0
Misael2021,0.0,100.0,0.0,9.0,1128.0
chemeques,46.0,51.0,3.0,100.0,916.0
gavrilovpp,100.0,0.0,0.0,3.0,1685.0
Archstro,38.0,52.0,10.0,100.0,2364.0
Aliakbar7137,50.0,40.0,8.0,59.0,2070.0
george_kh,9.0,81.0,9.0,32.0,704.0
Saifan22,47.0,49.0,4.0,100.0,1917.0
Eren2014kerem,54.0,35.0,9.0,93.0,1464.0
midealfc,49.0,49.0,2.0,100.0,1806.0
marrob,0.0,100.0,0.0,3.0,1286.0
Dark_knight139,47.0,49.0,4.0,100.0,1608.0
IrishkaM,50.0,46.0,4.0,100.0,1314.0
aarthurn,53.0,43.0,4.0,100.0,1203.0
cras100,48.0,45.0,7.0,100.0,1078.0
Ardyardy,44.0,52.0,4.0,100.0,1792.0
InTeamPro,66.0,32.0,2.0,100.0,2105.0
cardere,45.0,49.0,6.0,100.0,1384.0
gamerone2014,20.0,80.0,0.0,15.0,667.0
josenromero,50.0,47.0,3.0,100.0,1499.0
Miguel4141,45.0,51.0,4.0,100.0,1211.0
Jial15,49.0,50.0,1.0,100.0,1355.0
NikaXss,41.0,55.0,4.0,100.0,1262.0
Nodir24,66.0,28.0,5.0,100.0,1994.0
HakanAdana01,52.0,44.0,4.0,100.0,1523.0
Adiat2050,33.0,65.0,2.0,100.0,1356.0
dererere,100.0,0.0,0.0,6.0,1660.0
Kirillm93,48.0,49.0,3.0,100.0,1156.0
Primolegende,47.0,51.0,2.0,100.0,1637.0
Carlgustaf,53.0,42.0,5.0,100.0,1696.0
QQ_Q,48.0,48.0,4.0,100.0,1920.0
Dida-2020,40.0,56.0,3.0,100.0,1285.0
Aref_club,56.0,34.0,10.0,100.0,2106.0
jajacek100,55.0,40.0,5.0,100.0,1734.0
ludina,60.0,28.0,11.0,100.0,1718.0
defiwave,51.0,47.0,2.0,100.0,1619.0
HLODGX,44.0,53.0,3.0,100.0,1665.0
DeepCreek,51.0,46.0,3.0,100.0,1439.0
Stephen1234321,53.0,41.0,6.0,100.0,1595.0
GustavoCumpa16,18.0,77.0,5.0,100.0,935.0
Oliuradnan,0.0,100.0,0.0,3.0,1652.0
luisth74,54.0,39.0,7.0,100.0,1995.0
reforeg,52.0,46.0,2.0,100.0,1295.0
Suleyman20108,50.0,25.0,25.0,12.0,2138.0
judit_wileml,50.0,47.0,3.0,100.0,2029.0
Mario2017CR,49.0,49.0,2.0,100.0,1415.0
karterpilar,42.0,55.0,3.0,100.0,853.0
GrigoriyGyulumyan,56.0,42.0,2.0,100.0,1721.0
Bboysicko,46.0,49.0,5.0,100.0,2121.0
ramzeccc,38.0,51.0,11.0,100.0,2104.0
Tompinoy,45.0,46.0,9.0,100.0,1616.0
valioshaha,47.0,48.0,5.0,100.0,1825.0
superdad7,47.0,46.0,7.0,100.0,1433.0
Lun6,59.0,39.0,2.0,100.0,1337.0
Mahmood97000659,53.0,46.0,1.0,100.0,1247.0
KantPlayBanjo,100.0,0.0,0.0,2.0,1859.0
Don_Cryptostonks,57.0,42.0,0.0,21.0,1324.0
onlywifi,47.0,49.0,4.0,100.0,1409.0
robertverges,51.0,47.0,2.0,100.0,1562.0
AGYIIIA15,50.0,43.0,6.0,48.0,1909.0
rpinoi,52.0,43.0,5.0,100.0,1615.0
genahart,44.0,54.0,2.0,100.0,929.0
blessingtate035,48.0,50.0,2.0,100.0,1798.0
Bartox33,60.0,40.0,0.0,15.0,873.0
thatcherist,51.0,44.0,5.0,100.0,1298.0
PKV11,38.0,55.0,7.0,100.0,1835.0
omidadeleh,56.0,41.0,2.0,100.0,1243.0
Ticar02,52.0,46.0,2.0,100.0,1774.0
nyCe4KA228,50.0,48.0,2.0,100.0,1005.0
Dhruv17114,46.0,53.0,0.0,45.0,1280.0
Maxi_53,47.0,51.0,2.0,100.0,1805.0
jaque_alrei,37.0,60.0,3.0,100.0,1822.0
PEBBLE85,48.0,49.0,3.0,100.0,1994.0
Runniwaplaychess,40.0,56.0,2.0,69.0,1364.0
arab_lion,48.0,49.0,3.0,100.0,2209.0
KB16DEC,28.0,68.0,3.0,96.0,945.0
labalsa-Chess,50.0,49.0,1.0,100.0,1070.0
CHAMM,48.0,50.0,2.0,100.0,1765.0
amsnl,44.0,51.0,5.0,100.0,1924.0
elreydelmundo69,66.0,33.0,0.0,9.0,759.0
Radomir-m,46.0,49.0,5.0,100.0,1922.0
Nata_CVX,53.0,40.0,7.0,100.0,2052.0
lwendigol,50.0,47.0,3.0,100.0,1130.0
d27david,47.0,50.0,3.0,100.0,1558.0
bearbrother,49.0,48.0,3.0,100.0,1478.0
aassddffgg978,47.0,52.0,1.0,100.0,1359.0
Dss89,41.0,54.0,5.0,100.0,1659.0
EliteSG,56.0,38.0,5.0,100.0,2401.0
Ruvim1951,43.0,46.0,11.0,100.0,1885.0
Julien1981,48.0,42.0,10.0,100.0,1147.0
bubbeltje,55.0,42.0,3.0,100.0,2120.0
lalamoves54,42.0,52.0,6.0,100.0,1706.0
gulaya,48.0,48.0,4.0,100.0,1909.0
stalemated_af,43.0,54.0,3.0,100.0,1714.0
exmuslimsahil,51.0,48.0,1.0,100.0,1801.0
Sino07,34.0,57.0,8.0,100.0,1983.0
Pecas2412,49.0,47.0,4.0,100.0,1859.0
mateus1313,48.0,42.0,10.0,100.0,1711.0
OmerF06B,44.0,51.0,5.0,100.0,1540.0
OGI1983,52.0,48.0,0.0,100.0,1302.0
luiseduardoCF1,36.0,45.0,18.0,11.0,1094.0
herca2,50.0,48.0,2.0,100.0,1915.0
Lues,54.0,46.0,0.0,100.0,1901.0
basimkbeli,30.0,57.0,12.0,99.0,1866.0
OpenMindedKaBa,50.0,44.0,5.0,54.0,1866.0
izinho_foz,56.0,41.0,2.0,100.0,1400.0
Hesh2027,47.0,47.0,6.0,100.0,2029.0
kawakawecki,50.0,47.0,3.0,100.0,1275.0
vikramditya8,50.0,41.0,9.0,100.0,1378.0
hamzaim,60.0,35.0,5.0,100.0,1865.0
ChessISFUSZ,47.0,43.0,8.0,69.0,1207.0
Nick_13,49.0,49.0,2.0,100.0,1735.0
pierrerjbr,49.0,47.0,4.0,100.0,1538.0
HIPOSTASIS,51.0,49.0,0.0,100.0,1594.0
turmwurm1,56.0,37.0,7.0,100.0,1749.0
Agrafa,50.0,0.0,50.0,6.0,1977.0
comptonscatter1,42.0,57.0,0.0,100.0,1714.0
srini084,47.0,49.0,4.0,100.0,1171.0
IonOulis,43.0,55.0,2.0,100.0,2059.0
Anandselvasekaran,45.0,54.0,1.0,100.0,1202.0
MrGreenHat,48.0,49.0,3.0,100.0,1885.0
Arman83,47.0,50.0,3.0,100.0,976.0
Grandmaster026,57.0,28.0,14.0,21.0,2225.0
tarasov2,49.0,49.0,2.0,100.0,1454.0
Bushka2000,0.0,100.0,0.0,6.0,1097.0
SharvilB,37.0,58.0,3.0,87.0,1200.0
cmylmz67,49.0,45.0,6.0,100.0,1407.0
Vadim-Merzlikin,56.0,44.0,0.0,75.0,1274.0
newchessplayer69,50.0,47.0,3.0,100.0,1678.0
Serg_tourn,90.0,10.0,0.0,90.0,2257.0
naji43t,40.0,50.0,10.0,100.0,766.0
alitaskinn,44.0,50.0,6.0,100.0,1393.0
Halelelelalele,35.0,63.0,2.0,100.0,794.0
Galbrun,48.0,49.0,3.0,100.0,1685.0
fordo70,49.0,47.0,4.0,100.0,1488.0
razjwiu,51.0,45.0,4.0,100.0,1642.0
Diazale,50.0,47.0,3.0,100.0,1785.0
ertyq12,39.0,56.0,5.0,100.0,1438.0
Bipin_304,48.0,51.0,1.0,100.0,1562.0
SleepyDogz,36.0,57.0,6.0,100.0,1534.0
moritzbendelmeza,54.0,43.0,3.0,100.0,1261.0
Alex_Splash,55.0,43.0,2.0,100.0,2107.0
bambangbudiono071270,75.0,25.0,0.0,12.0,1578.0
jreoliveira,48.0,42.0,10.0,100.0,1509.0
coffeeorzzZ,46.0,48.0,6.0,100.0,1116.0
epartal,48.0,49.0,3.0,100.0,2018.0
khinela,100.0,0.0,0.0,3.0,2057.0
Ssebattasamuel,52.0,45.0,3.0,100.0,1835.0
Sasha966666,53.0,43.0,4.0,100.0,1075.0
bobcarlos77,34.0,56.0,9.0,100.0,1333.0
Mesharii,48.0,46.0,6.0,100.0,699.0
Jeudier_Chavarria_R,46.0,50.0,3.0,84.0,899.0
ajrem,51.0,41.0,8.0,100.0,2329.0
Qassss,37.0,59.0,4.0,100.0,1821.0
Abbas135,42.0,51.0,7.0,100.0,1783.0
seedorf19,73.0,15.0,11.0,78.0,2199.0
Schwarz-Weiss-Maler,45.0,49.0,6.0,100.0,1268.0
talandrei,59.0,36.0,5.0,100.0,1270.0
JadeMarron,54.0,41.0,5.0,100.0,1423.0
intimed,55.0,44.0,1.0,100.0,1631.0
Koolmo,46.0,53.0,1.0,100.0,1566.0
marT1chess,37.0,50.0,12.0,24.0,994.0
Eternal0111,46.0,46.0,7.0,39.0,1690.0
evlatbey,45.0,53.0,2.0,100.0,810.0
lynx700,49.0,51.0,0.0,100.0,1756.0
katkat123123,49.0,47.0,4.0,100.0,1917.0
meetvishnus,51.0,46.0,3.0,100.0,1392.0
Tim-Flash,74.0,26.0,0.0,100.0,1188.0
dobleff,50.0,48.0,2.0,100.0,1474.0
Hemaalmary,54.0,33.0,12.0,99.0,1359.0
BEN777Ben,44.0,49.0,7.0,100.0,1199.0
Strange_17,50.0,50.0,0.0,6.0,832.0
ainunn,50.0,49.0,1.0,100.0,771.0
Solimanal3bdali1985,54.0,44.0,2.0,100.0,1434.0
TenL,66.0,33.0,0.0,9.0,1344.0
giedraasas,49.0,45.0,6.0,100.0,1427.0
BLINKZZZ,61.0,34.0,3.0,86.0,1519.0
dstme,53.0,44.0,3.0,100.0,1901.0
max_taupinou,50.0,45.0,5.0,100.0,2141.0
TiL_SJC,53.0,44.0,3.0,100.0,2022.0
Anitor,42.0,42.0,14.0,21.0,1405.0
Haakon-Low-Elo,26.0,70.0,4.0,100.0,728.0
Napperz71,47.0,52.0,0.0,63.0,1251.0
ivantric,49.0,48.0,3.0,100.0,1248.0
Kiltar,45.0,54.0,1.0,100.0,1595.0
Bambilo,40.0,59.0,1.0,100.0,1552.0
MCChristoph,49.0,47.0,4.0,100.0,1428.0
Nestorluisi,44.0,52.0,4.0,100.0,1599.0
mohamedsaid1234,46.0,49.0,5.0,100.0,1708.0
Mmazzi,40.0,56.0,4.0,100.0,1109.0
culebd,47.0,48.0,5.0,100.0,1198.0
ahmedhassan95,48.0,46.0,6.0,100.0,2045.0
Sheidernebato12345,63.0,22.0,13.0,66.0,2326.0
Kestrell,45.0,47.0,8.0,100.0,1916.0
grim_trigger,43.0,53.0,4.0,100.0,2224.0
KlodeMande,52.0,46.0,2.0,100.0,1912.0
Startinganewgamesoon,51.0,43.0,6.0,100.0,1688.0
ahmednada97,49.0,46.0,5.0,100.0,1593.0
GewinnerForever,48.0,45.0,7.0,100.0,1861.0
Doeypls,41.0,52.0,7.0,100.0,1364.0
paul9lzp,38.0,58.0,3.0,31.0,1411.0
RajwardhanL,80.0,20.0,0.0,15.0,1387.0
WorstFish,38.0,50.0,11.0,54.0,1500.0
lei_nad,49.0,48.0,3.0,100.0,1711.0
Sarnatski,50.0,50.0,0.0,54.0,2165.0
Abdo46sb,44.0,55.0,0.0,27.0,1206.0
Niraj35000,45.0,48.0,7.0,100.0,1789.0
Rauljulca,62.0,32.0,6.0,100.0,2115.0
eng_osama,66.0,32.0,2.0,100.0,1743.0
valy050469,41.0,55.0,4.0,100.0,1707.0
arrow302,59.0,39.0,2.0,100.0,1562.0
Ryhane-Irani,44.0,53.0,3.0,100.0,830.0
Yzans,100.0,0.0,0.0,3.0,2088.0
Spawndoener,49.0,47.0,4.0,100.0,1834.0
ccralos,48.0,44.0,8.0,100.0,1518.0
aseemchhab,40.0,51.0,9.0,100.0,1712.0
Mansa19,100.0,0.0,0.0,3.0,1281.0
MrPixx24,46.0,52.0,2.0,100.0,1290.0
Luchinor,54.0,45.0,1.0,100.0,1842.0
XMarant,63.0,31.0,5.0,57.0,1702.0
Kingchess5900,62.0,19.0,19.0,100.0,1912.0
kahnness,47.0,47.0,6.0,100.0,1251.0
casinolepe,45.0,48.0,7.0,100.0,2008.0
Maccabi-1983,37.0,60.0,3.0,100.0,1101.0
GUS71,44.0,53.0,3.0,100.0,1561.0
Ivan-Komkon,45.0,53.0,2.0,100.0,1580.0
JeffryMiller,37.0,62.0,0.0,24.0,999.0
Fourthstring,50.0,49.0,1.0,100.0,1849.0
Vitruviy,63.0,35.0,2.0,100.0,2381.0
brahimchia,49.0,49.0,2.0,100.0,1723.0
OneHourAccountt,57.0,34.0,8.0,100.0,2184.0
MagnusTheSlayer,47.0,47.0,6.0,100.0,2170.0
fredlul,48.0,49.0,3.0,100.0,2064.0
ERBULENT,39.0,53.0,8.0,100.0,2014.0
A3_LTC,54.0,39.0,7.0,100.0,2084.0
PsicSkinner,100.0,0.0,0.0,33.0,2394.0
ivuscalcium,51.0,43.0,6.0,100.0,1759.0
Martynase,51.0,48.0,1.0,100.0,1511.0
Albanoveneto69,40.0,55.0,5.0,100.0,1929.0
fozdil_11,32.0,65.0,3.0,100.0,1723.0
Ekbr,47.0,43.0,10.0,100.0,1707.0
volvofh15,25.0,74.0,1.0,100.0,1471.0
Christian-Helmut,47.0,45.0,8.0,100.0,1316.0
demonseed2010,52.0,45.0,3.0,100.0,1037.0
sherifalnhas,53.0,40.0,7.0,100.0,1989.0
adlibitum83,60.0,38.0,2.0,100.0,1733.0
marin1978,48.0,44.0,8.0,100.0,1620.0
Geni-64,55.0,41.0,4.0,100.0,2255.0
oluckyman,49.0,49.0,2.0,100.0,1524.0
Garanggg,51.0,39.0,10.0,100.0,1610.0
HarryE30,42.0,54.0,4.0,100.0,891.0
loammisantos,49.0,47.0,4.0,100.0,1435.0
EndlessAMF,53.0,43.0,4.0,100.0,1863.0
Grom121,100.0,0.0,0.0,3.0,1612.0
unbillon,51.0,44.0,5.0,100.0,2122.0
josema_79,39.0,53.0,8.0,100.0,1380.0
Paez256,49.0,47.0,4.0,100.0,1407.0
StefanH_Wrist,53.0,43.0,4.0,100.0,2348.0
rombick,52.0,39.0,9.0,100.0,2235.0
Alphazero_12,35.0,57.0,7.0,100.0,1838.0
Rose_Kavaleir,55.0,41.0,4.0,100.0,1256.0
paula_ch,44.0,54.0,2.0,100.0,1764.0
alexander1234561995,51.0,43.0,6.0,100.0,1377.0
KenshinGlauber,43.0,52.0,5.0,100.0,1384.0
LeraKorobitsina_2012,52.0,47.0,1.0,100.0,1533.0
vLoGsY,47.0,47.0,6.0,100.0,1333.0
conejo2000,50.0,49.0,1.0,100.0,1519.0
Boroska1981,0.0,80.0,20.0,15.0,1775.0
Xadrezpablinho,50.0,50.0,0.0,24.0,1688.0
Sheldor98,51.0,46.0,3.0,100.0,1507.0
moon8822,54.0,41.0,5.0,100.0,1948.0
diegojn,42.0,55.0,3.0,100.0,1746.0
falsegod62,39.0,57.0,3.0,100.0,1504.0
ddananic,50.0,43.0,7.0,100.0,2020.0
yborthemanatee,51.0,44.0,5.0,100.0,1506.0
Iliya_Antoniuk,25.0,75.0,0.0,36.0,1736.0
REBsr,57.0,38.0,4.0,100.0,1861.0
retti121312,43.0,50.0,7.0,100.0,1703.0
Olgathekillerqueen,48.0,48.0,4.0,100.0,1027.0
Conordjg,40.0,60.0,0.0,100.0,2169.0
Fadittaru,42.0,55.0,3.0,100.0,1721.0
robrt_1000-7,39.0,59.0,2.0,100.0,1084.0
Brimer,51.0,43.0,6.0,100.0,2141.0
F55555,50.0,50.0,0.0,6.0,1687.0
welnekidy,50.0,50.0,0.0,12.0,1892.0
MyGid2,42.0,52.0,6.0,100.0,1829.0
MAGlSTR,51.0,49.0,0.0,100.0,1103.0
Alex28061947,50.0,47.0,3.0,100.0,1729.0
hotgrabber,50.0,48.0,2.0,100.0,1995.0
Jagal72,59.0,36.0,5.0,100.0,1210.0
Saifouf24,51.0,44.0,5.0,100.0,1854.0
ricoson,54.0,45.0,1.0,100.0,1702.0
Vertushock,25.0,75.0,0.0,12.0,1070.0
LILI1156327,64.0,27.0,9.0,100.0,1260.0
zakir1503015,43.0,55.0,2.0,100.0,1642.0
raphagas,52.0,45.0,3.0,100.0,1825.0
ne_ya_ron,48.0,50.0,2.0,100.0,1762.0
hellotheworld,48.0,50.0,2.0,100.0,1884.0
IamWiaam,55.0,42.0,3.0,100.0,1531.0
Purple_gecko,53.0,44.0,3.0,100.0,1404.0
Lukoshin,43.0,54.0,3.0,100.0,1611.0
sharestar456,50.0,50.0,0.0,100.0,1675.0
stormsail,64.0,34.0,2.0,100.0,1743.0
Said6919,40.0,56.0,3.0,100.0,1395.0
bluchess,25.0,67.0,7.0,84.0,1548.0
tzc16gk,54.0,43.0,3.0,100.0,1237.0
rlbk89,40.0,55.0,3.0,81.0,1190.0
Bfx-de-Blr,49.0,40.0,11.0,100.0,1790.0
andrei_a39,54.0,42.0,4.0,100.0,1328.0
thomas-coffee,51.0,47.0,2.0,100.0,1515.0
pawel052014,46.0,54.0,0.0,100.0,1208.0
serdarenser,45.0,47.0,8.0,100.0,1275.0
BloodyAxes,69.0,25.0,5.0,97.0,2242.0
Amir_sa2020,35.0,54.0,11.0,100.0,2080.0
Tyna_wacho,38.0,59.0,3.0,100.0,1648.0
Matze112,56.0,43.0,0.0,100.0,2107.0
Himbe,50.0,50.0,0.0,12.0,1909.0
pricklord,76.0,17.0,5.0,51.0,1900.0
HotKots,28.0,67.0,4.0,100.0,2276.0
Lulyschess07,37.0,60.0,3.0,100.0,951.0
HappyLarry,50.0,44.0,6.0,100.0,1961.0
hamedkarbasi1989,40.0,55.0,5.0,100.0,1772.0
AlexIoT,43.0,51.0,6.0,100.0,1604.0
amiri2022,60.0,40.0,0.0,30.0,1296.0
bbgone,56.0,43.0,1.0,100.0,1100.0
Mychail,55.0,43.0,2.0,100.0,1835.0
Bogdan_5,75.0,25.0,0.0,12.0,2132.0
GreyVolf,50.0,44.0,6.0,100.0,1474.0
BTB2021,38.0,60.0,2.0,100.0,1395.0
Shibam7,0.0,100.0,0.0,3.0,1316.0
MITHUN_NAIK,56.0,40.0,4.0,100.0,1792.0
Mglrxxxx,57.0,36.0,6.0,100.0,1535.0
metrasss,49.0,47.0,4.0,100.0,1606.0
benyoussefchedli,50.0,46.0,4.0,100.0,1898.0
IgorNds,50.0,41.0,9.0,100.0,1915.0
GoodnightCat,33.0,66.0,0.0,9.0,1504.0
pramodtharu,100.0,0.0,0.0,3.0,1438.0
said_tooba,20.0,60.0,20.0,15.0,2207.0
serhat3232,42.0,55.0,3.0,100.0,1533.0
Emprrwrld,37.0,62.0,1.0,100.0,1702.0
Seymur30112002,42.0,50.0,8.0,100.0,1451.0
polyphonic,63.0,34.0,3.0,100.0,1839.0
katubeltz,50.0,50.0,0.0,6.0,1210.0
eu9enio,51.0,45.0,4.0,100.0,1807.0
RajeEV1972,44.0,54.0,2.0,100.0,1372.0
Shamil1981,48.0,48.0,4.0,100.0,1224.0
HansonChuah,50.0,50.0,0.0,6.0,1417.0
Erinata,100.0,0.0,0.0,6.0,879.0
Bmenezz,52.0,42.0,6.0,100.0,925.0
fareselzamn,60.0,36.0,4.0,100.0,2020.0
Joz1234,47.0,47.0,6.0,100.0,2059.0
IRON_MAIDEN_74,48.0,46.0,6.0,100.0,2038.0
Rrengelo,57.0,39.0,3.0,100.0,1295.0
Ayaan1805,54.0,36.0,9.0,66.0,1673.0
P0gers,45.0,52.0,3.0,100.0,1110.0
ToukaSZN,44.0,11.0,44.0,9.0,1710.0
mohamadjpr,33.0,66.0,0.0,18.0,1717.0
adb64,47.0,50.0,3.0,100.0,2132.0
Nebuloraptor,31.0,65.0,3.0,96.0,1823.0
bruno1m2m3,57.0,39.0,3.0,100.0,1776.0
Jsssstplayinn,46.0,48.0,6.0,100.0,1899.0
Tilektes96,46.0,53.0,0.0,39.0,1100.0
Fighter-2010,55.0,38.0,7.0,100.0,2329.0
Braagos,44.0,54.0,2.0,100.0,1451.0
Velaskov444,44.0,53.0,3.0,100.0,1630.0
franchesco69,46.0,50.0,4.0,100.0,1326.0
elhlwagy90,35.0,63.0,2.0,100.0,2386.0
RoyalBengalTiger,46.0,46.0,8.0,100.0,2130.0
Ancy,52.0,42.0,5.0,57.0,1522.0
Mackie_13,44.0,44.0,10.0,29.0,
Chess_Antagonist,30.0,66.0,4.0,100.0,1532.0
kuldeeprawat1973,47.0,43.0,10.0,100.0,1619.0
HabibAmini,49.0,46.0,5.0,100.0,2289.0
ingvr,39.0,53.0,8.0,100.0,1939.0
