user_id,user_op,game_result
TUTIO123,RudyCR7,-1
TUTIO123,RudyCR7,-1
Nikkisif,ssegeo,1
Claudiman,Whatislov3,-1
yolan1thenob,lemonchelloo,1
Makabusung07,Beribubintang,-1
himanshgothwal,Kaan_Bedir71,-1
karpasparov,TheRookOnTheHill,1
checkmate2428,One_Capi,-1
nehasri1989,captain-pio,-1
tschorodrick,Abholzung55,-1
StampLW,Goce54,1
Myschina1,,401
whitetigerkingpro123,,401
Salvarode,jzpeh,-1
Midnight_seven,Fawy_2005,1
crystallizer222,Dertop76,-1
CarlaATBrains,lung80,-1
xandercarlsen,addhaher,-1
oy42507,kothacker,-1
socojay,alexaakhan,1
Pilot-Danya,Vivekanand211074,1
Reshma_786,fritzinger42,-1
wiosennydelfin,nunkin,1
dob3120,Geni-64,-1
ToyoGlumov,DerVielSchwitzer,-1
Agmotex,Gabelflizzi,1
CANKIYAK,Thrakia,1
JCassChess,Oggi55,-1
Starfin7,Fedanick_o,-1
SANIDHYA1301,PawnProgress,-1
Nutzer5,R3hat,1
theycallmegoddes,whendy01,1
arzu44,Lolochess77,1
barnaba03,Mahi_mastermind_0707,1
trivia-L,cyber_hunter101,1
paddieflynne,WolfShaker,1
EVERMASTER,Rocketrodney9,0
nedirtkm,CHESSAMS,1
zoro_oni,cazemir,-1
ezzzlily,EgYrInA,-1
bja555,F2-freestyle,1
bja555,F2-freestyle,1
MaartenWie,AlbertasAkmene,-1
Demyd_Havrylenko,Overbeek,-1
YaroslavTsypkin,hall88,-1
PankajKshirsagar,SERGEY_S-2018,-1
M3chi,herbert_barrios,1
Titov_SF,HansWagner,1
Anriudh,Dezza-DvD,-1
drsnglu,Alehandroooo,1
Kratos_B05,Szachistka73,-1
LeiZ123321,klintosik,1
pavest,peruotto,1
carloo_3,ttnick,1
Arian_Eydisani,Temacho,-1
arcadian,RLeeP,-1
xpe6a,DeadJester22,1
MuazAlagib,Smaa-89,-1
Mainrival,Ryzen9_5950x,1
Futbolist789,THEGREATCASTLE01,1
Lev_2008,miladyusefy,-1
fs_Ahmed,mnagi1,1
Hirus2002,bennyp3,1
Kurosama35,Beschuetzer,1
contago,Boogeyfan,1
btahtabas,Pumita14,1
JoshuaWoodward,malabaro,1
Pelanos,SirDaja,-1
Jobaboun,MiloslavX,-1
markopk,calvario19,1
Schacher100,vasekpaulus,-1
alfados,mycowan,-1
Swanse,Ivan-Abramov_89,-1
jumentol,Keser_07,1
aftabmengal,EternalKnight-1,1
Drabaden,ispa_chess,-1
trunghieuyt,Malachyob,-1
enchochoyt,Deathwedgie,-1
Isac_Moreira,iortega17,-1
chess21411510,TJ5,1
zincate,RitabrataDas,-1
atoll53,ramabiswal77,-1
Sanul-P1C,secondsherlockhome,-1
vinicius_sass,ReinsDaily84,1
FaultierB,Flexah,1
colebn,Agutin007,1
parhamalinezhad1395,Migdol,1
Anoopindian,slavinpupok,-1
creddy0001,OneDarkNight,-1
Khairul_arif_amsyar,fredy77777,-1
uranoathos,Sreekanth-singaraju,-1
Novichok754,amjad7777,-1
noteblues444,polmorfi3946,-1
Motherrussia_Yeehaw,gastros,-1
startsevsergey,yavuz19750,1
XLILM,thatchris,-1
Toaster4u,Anissimo,-1
Bykovskii_Boris,Ioann83,-1
AmolTyagi,juju-beans,-1
Pyscon,ajetre,-1
Vladimir_99,Akashah01,1
Dottore_LaFolgore,Romanoe,-1
otiko2008,fachero,-1
Smv-k,Tchoupiiii,1
WittyChessPuns,MrBorsch,-1
SirJccc,shurik888,1
cayu,mrkowalczyk,1
Bishwanathbts,Lotuseletre,1
kabelo2006,Supu-Ya-Mtura,1
ErFenomeno,Babalokhnath,-1
Pewloka,Ahmed__Horus,1
Raicker,Ulyanova_Elizaveta,1
wolfepup,hopedieslast,-1
diegoagustin,thannuk,1
Resevilchess,Shcherbashin_Victor,1
Crax26,EgorZakhar,1
Gr1shaK,Lengox,-1
Arteaga_felipe8,King12324,-1
wamizo,,401
Potang7171,,401
sathvik1105,Vshokk,1
FiliPPMEXiKO,gabrielstacy,0
KnightDescry,YagmurSule,1
SeregaVulkan,novikovcheckmates,1
Shirinchess,So0o0o0zi,-1
samuelsaga,Avram069046272,-1
Nofresi,Richard-Jonathan,-1
SW02,scripted26,1
manosj,Mikki_ru,-1
doppelschlag,Karlmanu,-1
Saprun1024,turkishgambiit,-1
ShaneDaBrain29,Revan79,1
DragonfireZ,Riversea,-1
Junkh34d,Dianos47,-1
Artamonoverg,mehregan88,-1
zkrepps,LouisCharlesMahe,-1
alekhinnemanaba,arno111,-1
Kot59,Owechkin_1962,-1
USER-165,Jeffreyede,-1
shahdhai,icumtears,-1
rrpeter,Aly_Haroon1790,1
Mohammed_daozawy,pumas-barcelona,-1
itschess01banyediaq,sergey36,1
Lagoa-de-obidos,travbicklee,-1
Kenorb666,VojskaRS,-1
spiterozo01,GORArm2016,-1
Artilerije,gaborkukac,-1
HinDavid,Eduefd11111,-1
Tamrin87,Mismaluna,1
Tamrin87,Mismaluna,1
ArsenBelarus,PacaWaca,-1
dudaksizzz,sor_33,-1
implay,AlekseiR,-1
JPractice,Shoeyuz,-1
Pblu35,Fildzan-bezbeli,1
panteranegra2390,LightLove333,1
elaganail,AzamRahim2017,-1
Phontsha_1,Timslava,-1
hitthebongjack,Zaurbek_Kheteev,-1
KG77,CrispoOrbis,-1
Dasharathisahoo,Manpacas-1976,-1
groccc,Hussein3,1
Dark_Fenix,Igor9999999,1
CaptainAymanChess,BadrSherif,1
llll_lllll,Monsiuu,1
Presly_Fischer,diomarjesus,-1
YAN2345,Tyy123,-1
lucas_ar,Frantechec,-1
akozlov002,Telmen68,-1
LUQUETJC,Aneeqkky123,-1
Saidislom33,Quaternionic_knight,1
agrendallan,stephhoch2,-1
jospascual,waisqarni,-1
Peculiarity_ensuing,ashvin1958,1
BatataWn,GRANDMASTERHTM,-1
Clementpena-14,Zegarra,0
Danielstrike,revan25,-1
antrasi70,haudenhorst,1
Abou26,semyonMo,0
mehdialigol,Kamil_71,1
Carlos-Ecuador,Jonasovich,1
alireza500,testacc_2,1
Pradeeppbt,IlTipoCurioso,-1
txere,gio4321,1
SergoZubr,entezar514,1
walidxnasr,rlrodriguez,-1
MAGNUSLEBARBARE,Marcus82,0
RjadM,littlegad,1
Boris_2185,,401
mdranjbar,,401
Dadisalwaysgreat,dungeonmax,-1
afshin80959,pixi041961,-1
kameramen0,ldoud,1
gamerblaze7639,Yojaaaaa,1
Daggeah,LifeGoesDown,1
Daggeah,LifeGoesDown,1
BlackDog888,gzedan58,-1
I10qbest,Zakladka,-1
Alfredo195,Egarranit-javier,1
NURHISHAM07,Seytumer,-1
Sergei_Kasakov,Sonhamle7,-1
gluteus4maximus,Synaptronic,-1
Elajedrecistaguiller,reprwarrior,-1
NoobKyller,CoolMan74,1
Ronald-Tepan24,MARIO1962,-1
chuchmek2008,MarcoF89,-1
yassin-ahmed13,Joyboy2023,-1
Arunithya,scubatron,-1
petrkraus171,imfrei,-1
jabanchic,Hussein_maeya97,-1
NazRod15,LaLegenda0F7XYT,-1
Maaz_js,Yeysi_luis,-1
erdemirbasss,Homelander0,-1
ClubArevalo,SHEFFFF,-1
Daniil2558,JFFPedro,-1
AndruCaptain27UA,dlew23,-1
mostafa_mando,YBT_Yaman-Bilgi-Tv,1
VishagAdhav,parikshith_pradeep,1
oaland,leadr_14,1
AlexanderSh55,frankewofobe,1
Semen-s-wysoty,Take8ook,-1
Anderson712,WindBroke,1
phaeophycean,AliMohssen77,-1
SomeGuy1117,Snake8318,1
EvrenDogmus,ga_6ygeT_cBeT,-1
Tekukur,Wolf_neville,-1
rahul1117,lc0nstantin,-1
Danielskii,farsik,-1
Zappanale,OlegKsnchk,1
ldereyna,liwinz,-1
klassik84,valeraua,-1
moc1312010,leda1584,-1
compozitor,arespk,1
NITZEM,Sasha55776,1
fafic,Pieter23,-1
Bohner1996,david_middle,-1
Cosianfiro,Zelmeira,-1
demiryilmaz14,VEERMANI,-1
zlinton8,CapibaraMaster,-1
IAmTheSpeed,user_47,-1
Ayoub67,Sprockel,-1
tiltedRoc,Chithra-lal_123,-1
drooksh,loosroman,1
athe48,Megantara_Wowor,1
Chekkonen,sahinbayar,1
Gabriel81180,abwfares1965,1
Silva001,Jayruesir,-1
shreemannarayana007,ABAD00N,1
vexplorer,sjkim,1
asdiapotatisen,mijacho,1
DufresneAndy,Lokomotiv_78,1
subo333,Victorkrrizo,-1
Vversipellis,BrankoShibarevic,-1
anasse2869,Che_Vladimir,-1
Sweetheart_Lollipop,Danny73,-1
Albomba4444,AlfaBarbro,-1
newacc_19711973,yanis22,-1
Zaplya,Lost_braincell,-1
Zaplya,Lost_braincell,-1
MihaiPavel,Anybodyhelpmeplz,1
rithu_chess123,larrinaga92,-1
arrested_development,the_old_one,-1
YandelDC,Ps23-1,-1
ozadin,Sebastian29111973,1
Blacktrap303,Marcus678,-1
postglobal,hitorilmao,1
chieater00000007,pupilochess86,1
chieater00000007,pupilochess86,1
lovelyo,Gjilani,-1
checkmate3212,ThreeMoons,-1
nightmare7x,Krisschan,-1
shubimuthal,Alammonjur,1
ioooHoooi,Raptorist,-1
ferhat_atbas36,sefaosm,-1
gfrancis_6,miyajeen,-1
crazycrab,GMjorge13,1
Justo73,Fermionicboson,-1
AFERROB,King0fBlunder,-1
fourknght,Vicky-Kirojan,-1
pascalquartenoud,Mr_Liontas,-1
Thomas_op13,ChrisHH24,-1
GERAmini,Sokratis29,1
NeworldsPS,mmmmaaa,1
AllRino,Praveens1978,-1
WarriorParth27,Yatti,-1
rv1ces,masterleo81,1
coolie95,Antecurs,-1
MigueFernandez,Jurist111,-1
Trader72,LoneCypress,-1
SerbianEagle021,Sixboulots,1
Danialnajuan111,hkteh5566,1
aidotours,ermil,1
roygbiv,ChrisMeyer,-1
larastar,SegaSchach,0
mariozivovic,zoronk,-1
Lirzad,FantasticCabbage,-1
Natanail,RandomChromics,0
merterimtek,Vincenzo_E,1
jibisme,SaveTheQueen2020,-1
zacharyfeds,mawhob,-1
alirezattavakoli,Sakkmatt2012,-1
jonatan-jaguaretama,claudioxd,-1
LWalden,ombajay,-1
Mark_S_Ingcad,Ruschus,1
Mayank0801,NetheredX,-1
sukmibeautiful,surypratap_in,-1
BonumPencsis,VasTer78,1
tlomz,Linnegor,-1
jloychin,,401
username1826,,401
graagon,Ahmeterarslan,1
ja4516975,CheckmateOfMyopia,-1
chamilton,slowride,-1
bela-csi,Lucky_SLI,-1
Akshi598,DHH2,-1
blue_Air1,alessiodisiena,-1
Zsolt1981,Maksi3,1
Kienbeo123,Luzi99,-1
Dmitri1985,Eciu,-1
gramrusjr,SumantaPattnaik,-1
Almanueva93,Rookie1o1,-1
Federico_0007,nemam_blage_veze,1
icywhirlpool,Hisoka238,0
corsaru20,ojoloco11,-1
PeReKaTaL,Kayu-Riku,-1
nisg122,maskedavengerpjw,-1
Cemalto,leon959,-1
conrad0001,MrLepeshka,0
Abishan99,Gomin_1964,1
ceckel,Pousseurdebois77,1
butsukolivlang,KeinVerlust,1
RareCanvas,Sclass500,1
Erdinch,NeptunMZ,-1
kbnation,Verlierimmer,-1
mimbletonja,OmarGlls_20,1
CHESSRBOY,KENIOMENEZES,-1
UD2022,GARZINNDHI,1
carpino,Viaceslavas,0
TomVig,AlexandreScacchi,-1
marykush,JONGIN_JEON,1
Dhruvinchovatiya_07,adacovsk,-1
americpeter,M7al,1
Accrow,aleioannou,1
SamuelRo-FICM,bgkuvguk,1
A_ramuk,alisani_safar,0
obbikenobbi,fayaz444,-1
fatehadib,KrishRS,1
Elgordo31,roro91,-1
Bhargava_Reddy,the_dmg,1
AlekhineMyBeloved,beautiful_flyer,1
shreyanbangera,Pelezinjosi,-1
Spyros_44,kcuser1337,-1
luckyoscuro,sneaky_ron82,-1
Ali0lev,Yura812,-1
thashwini__poojari,Kerei2024,-1
Josh1109,Chess_srijit,-1
sandip54,Edna_Moulic,-1
karmaron,sacha1971,-1
WolfgangWoller,Michael-2020,1
Vandamdidam,Anarchil,-1
themutiny,Bowflex3000,-1
casiinoroyale,sushil_123,-1
todor680816,Excoach57,-1
Echecstourix94500,majidtirehkar,1
Afifrayyan,,401
mishayag,,401
VanSh23,MagnusPolgar,1
Chocolate626,Kaeshur,-1
a1d2e3,sea_sight,-1
warknow123,Nana007,1
Laging_Talo,litorg22,1
Itsezzy69420,SantiVeloso,0
cubic987,PRABHU-JK,-1
rocket3016,Anonymoussamurai,1
oguz89,muralikrishna1970,1
Giachemo,Meseca,-1
bookcase45,miriart,-1
aleks2510aaa,warpsmith,1
ACarreroPUC,Chigrara,-1
Chyren06,Darvykay,-1
Alex_Harry,andreibgd11,-1
ivantgm,rafadakota,-1
Joak75,Faraday_767,-1
RC390,Oddjobb,-1
adig1211,dNz91,-1
Whoa322,Isam12,1
SirConflexe,George55,-1
brunobos94,ivanilyic,0
phantomhell,LastPawn08,-1
DavidMartPer,SharkKing31,-1
Gaser15,,401
prochesseur02,,401
Dook10,longanizo,-1
Yury_1961,Selfmade007,1
saipranavdesai,JhojanMM,-1
abobandit1337,Steilpass,-1
mikle312,cHrom-v,1
evgenevgenr,lolito59,1
md_araf_hasan2009,Bakibuka19,-1
Acidoliturgico,aminooie,-1
oldman62,alex_bodnar,-1
mahan90,eperne,1
cvasile,Emerick2411,1
dejavu149,omaressa,1
FC2038,HAYK81,-1
mkmad777,DEMEGA2020,-1
Abhinandan14,Darsin_123,1
schultze,StrategyInLife,-1
methnadaLISG,Rejecs,-1
Taylanhebe,Bup17,-1
Cobehamchoico,Scarl3t,1
DonThie,DENONDP,-1
ihavecoffee,Tesii,1
roloevaa,pakillo,0
Robinzulu,Sussa,-1
SergMag3,Ricky32,1
aal17,Yuuichi3697,-1
Kushnir_Anton_Msk,Sulimov_Alexey_Msk,1
clarkoclarko,Abosalah111,1
Chase_Deadsize,bon444,-1
Zimbudzana,ambatochess2023,-1
Hikri,alpercoskun,1
MiguelFanego,juanjovca,-1
dep123,NateBrady23,-1
Kefir911,Ig4444,1
Francescogull,ashton22,1
adrenalinedu83,Golfbuddy2929,1
Vetvinod,TitiFeudus,-1
karkas1950,D3vonStack,1
Zikok,kasatk50,1
alcowa,Sofia_1711,1
RienSePasse,jonycage15,-1
Probe1,rajat_raju,1
PurpleLynel,Spider0nWall,-1
DodoyKrizVillareal,Pekaropa,1
PaterRalf,ricardowill,-1
Szymeczq,IsaacAniefiok,1
sens235,beetle6821,-1
Nemo_The_Fish,,401
SuperSnikerS,Traxtibidox2002,1
bojkata12,StavR,1
DilnozaG,Age62,0
Manosfighter,blind_io,-1
Poulipabe,sashalil,1
josepat,rc368,1
metin4412,Djerdji,-1
udgith_22,JlopD,-1
mesuli,Hperm,1
MarcelDk,Luchon62,1
Kavlahkaff,Julian50,-1
Faruku,Vyrubala73,-1
Asuyutb,Cholochan,1
altr4z,klimokrates,-1
panayeet,RASS_X,1
WolfMcCloud,masco_828,1
aissamate,XavierSantos,-1
Ybo123,sakia3,1
VTLO,fixities,1
Majedov,Construccion,1
Baurzhan63,esembet,-1
ochuaagung,AladdinCD,1
RedDinosaur03,ChefsChess,-1
Chessmessileo,esoj1230,-1
ASDFGHJKPORW3,goianachess,-1
confusedweather,catalystxcviii,1
Mathawas,romulopascual,1
joshuahudson,dubnak,-1
zizu2410,Kailu117,-1
Manishmaravi,Home_Of_Dragons,1
AY_Lawiee,pks2023,1
M7MDali3x,SheoG0R,-1
kvazimotor,Curt60,1
DonOcean,AkhenatenAmenhotep4,1
lottanang,UnnecessarySpirit,1
Dimitrii1996,Alhatib,-1
PauloMendes,vanykot,-1
Aya_Chess_Queen,rdth,1
Kluntje,jashu250804,1
suyash_arya,yoooi,-1
Conrad_Gagnon,Super_Shankh,-1
CeoStolz,dallesubba,-1
kornelsigma,maghi1408,-1
stefanos2,Dexter-Lee,-1
Weirdact,Pedrodent,-1
WhatIsSpin,Roedder,-1
zottel7,MasterofMilan,-1
I_listen_to_music,kojol,1
asadkashif,p12p,1
haukeschneider,Max1895,1
sameer_trelleborg,isaacrobert33,1
hungoverdoctor,polhg9,1
ItzPtan,yborthemanatee,-1
chessdummy81,DurzoB,1
Matebence,Norbiki,1
Warcrusher,NarenchessR,-1
CayIDKWAU,,401
Ataque-Doble,,401
adityakoli055,Bogdanov7,-1
BabaWon,ThomasNe,-1
guqwer,REEV333,-1
Kashyrin_M,tecnomania,-1
SsssTt,Tante_girang,-1
JoseAajedrez,hernanmarcos,1
Decapod10,cstick3,-1
EmmanuellChaurra432,Jair2024,1
NSK2017,Janani_jaanu,-1
neo71,Tristan_Iressuh,1
elviorojo,dkd2,1
victor_duniach,C1951,1
BullSocks,giulianosf,1
Chupacabra11,Panov_Alexandr_Div,0
DavoRobo,Schachfrau4711,-1
nyang01,Lemon_Rabbit,-1
kydesnikk,ValentynTaipan,1
achnaratasaba,Liro11,1
capkay,vegascommie,-1
Alexeius,slametsugiarto,-1
janoktenerife,Alexanderenigma,-1
Samuelpsic,r_53,1
ihsoj2020,safeerali17,-1
Meikyeon,Tooolyan,-1
Jarecek,karajcicd,1
imfromkeralabruh,Afshinsedaghati1400,-1
rKrnj,wErika,1
Alexsaratov2019,egopka11,1
Vedro_929,Joelan46,-1
artimonky,M2rsi,-1
CaptainSteveMorgan,Neo_Sono,1
larueentn,killua118,0
hypenja,Wolfplays,0
delta4x4,mjm12345,1
m66o390715ri,veronicazzz,-1
Vdmaster22,Benisuperstar,1
SoumyaRSarkar,musafir0319,-1
Rafaelmarques,parthocuber,1
supersayain1,IamXXXX,-1
malikov33,blundermurderer,-1
adrbo,dondiegoandres,1
JuicerT4ker,BlancoyNegroAjedrez,-1
rodolfono,MikhailPerekalin,-1
Nolan84,Shahfaisalkhan,-1
Sujal_2319,paunape46,1
CryptoBeast,Jepen,1
Phuriphan7109,clismanu,1
alwaYs_imrove,elvanvanero,1
jklvg2006,Dobrodej,1
lucas7391739,tawhid7799,1
black_side_inside,DenisUkr,-1
Titanium91,nikito1997,-1
abhi_965,M3SS3,-1
Smailovitch,svefcroc,1
goon_hoon,troglodytamdominus,1
Tasnim_taghavi,,401
Rakesh2292,,401
akash2771,MPGS2014,0
maybezenitsu,sanoo1983,1
Srikanth1979,raghugpl,-1
kadirolker,lightdust,1
Naarplayer12,Matou22,1
ITPVeer,Manolis86,1
SURAN_89,kelemenabel,1
CreutzKri,Paco-Senior,-1
ART1276,CLRobin,-1
Ansar777,Isidro71,-1
the_chi,deSameer,-1
Mrpoppy,Beyjiwart,1
guruguruguru,deckmate,1
Mainkraft11,MaksMorozov,1
tin008,ProfBasel,-1
Elbarto1984,sreedhara,-1
Timoumi_Mahmoud,eddiefreal,-1
dorukozkan35,foxygrapes,1
ahmedosamaofficial,Tchematheus,-1
ayvazyanars,raulando_08,-1
DerSeb001,Suriyakumar,1
BHngthuthaonguyen,BHnguyenkhanhlam,0
Maximilian2000,pfodox,-1
Rodion18,DimasFantomas,-1
tushev_yaroslav,GO_SAA,-1
kingsleyok1,pem1,-1
ValterAhlberg,goda123456,1
ramzan111111,misterfol,1
PepFerre,s0111023,1
MedSadok,Stripped_Tail,1
Ktoto-nekto,Andrey1609,1
Top4ik2k,zuzun68,-1
CaptainDada,namanese,1
Bombard12382,Sergei_Volkov,-1
Gamechanger9870,CAGGIARI_FRANCK,1
Chaosbringer,gaeira,-1
GeoMend,Takae,1
Mantiz100,kifah,-1
Rain_Go,RFNUNEZ,-1
StudlyCurmudgeon,kurtillious,1
parallaxNow,MLChesser,1
omarchess20082011,alqaseah,-1
MirodarMirodarov,Pavel_Potapov1986,-1
joelbt,ANANASHUND,-1
Abhilash_Kokkirala,ATL4NTE,-1
FJCRUISER,nbtodder,1
Skejota,selim424242,-1
cr7_ronaldo11,Dul_Tralala,1
DoctorBayma,piracaia,1
danieldeyro,rrmaura,-1
bobbytassello,Kaisar1961,-1
Redpatsallen2,BobJuma,1
vojtoslav14,Roger86,-1
jojocadalin66,fdseghn917,-1
parapeta,superhuman007,-1
jerzyzwiezyxd,mvaz000,1
neobobfisher,Manni50,-1
Nez296,J4YYU5_BTS207,-1
MMbii4e7o,Papierene,1
fadzot,quilos,1
Joserizal1,juk5586,1
janved,Wondersmasher,-1
kadonline,,401
ali201614,,401
madmaxed,pupoc-81,-1
Filatovmb,the_gog,1
Ickysong,cve160900,-1
siso_12,FREE-PALESTINE2,-1
paljer,j-m-974,-1
Gus2385,nunkin,-1
sohilgogri,pedroos2206,-1
mlangge,oidualc,1
y1hy1,sergeimart,-1
xaxa54,Timnown18,1
JUDD7,habib_1992,1
li-niklas,Jawdyn,1
Mohammedtachfir,ludan24,1
herald_of_nurgle,iswahy,1
willthethrill420,uchiha_itachi108,-1
Sriviga,ThentralSundaram,-1
Manhotelle,GooseGeese,1
So_Hongyi,Pramiii,-1
Ortriwar,magnum_cross,-1
TrCyRaX,brogotalittleexcited,-1
orfeas21,Reydemesa78,-1
Ishanchamadiya,perfect999,-1
jhgld,Maulwurfmann,-1
robbied,ibrahimturan,1
Dreapadoir,doblegandoreyes,-1
Xeque_matehello123,Sale2406,-1
ChessPest13,chunchunmaru01,-1
ALIJGL,argenismen77,-1
Lethanhhoangtung2009,Jon4zzz,1
DmitPo,ethicsgradientgsv,-1
thegermanjesus,Saul_1207,-1
DrWhySoSirius,A-N-T-I-H-E-R-O,-1
Naf3diab,kishoremori,1
anuhas201546,corepencil,-1
well2010,nuovo23,-1
DrChess17,Ukrainaboy,-1
Hggh1,Henry47,-1
Nybrott,Kibitkin_VV,-1
aytug_9,victor678,-1
ArtemEEE1,Rexfex,0
Om_IKO,EpineyF,-1
CapH69,hoverboy,1
V_Vu,frostbite666,1
JoakimL,tata_10,-1
vevantor,morphy670,-1
chess_terminator12,tb,1
RooseveltandCicero,Russia_is_coming,1
AMM7,PGriffinB,1
Afika14,O1010101001010,-1
nicemove,Toff86,-1
Giahung17,Szabi,-1
LIANCHOQUE_3VIC,Arthas53,-1
Flessan,ibo_97,-1
KlausSchmadel,Bartmann2,-1
DjaDjaMitjaGorbaches,Vlad7770,-1
CiaoSonoUnBambino,MichiamavanoLang,1
davronds,Risad001,-1
wyrdup,,401
storia1111,,401
thal01,Lykkeseth,1
Ajaypardale,ketzachess,-1
arsalansmailiy,Gamal77,1
crapblanca,Fenix81,-1
MareeshwaranAadhiraa,jordiSM,-1
Speedrun4Winz,Noxius0,0
Nedimyra,chisky16,1
No0oK,Pain-Less,1
MathAnalysis,amatoor98,-1
Aplen,Medelmous,-1
E-KonkinDmitrii-1,Zhangir0102,1
omarekk,mebgm,-1
Ricalex19,unclemeat66,1
ThuyVy1805,TinTin2204x,1
pirhamza,Albertoottomakka,-1
Pibs0,Raphiphou_69,1
demacrit,Juwwi,-1
zohirrassis,Javiermanz,1
Zamb6,Idontno,-1
DARKNESPLAYER,a14001400,1
AVidyut,Sadiquea,-1
Zeyad20Mohamed,Adibekyan1983,-1
Coskun4507,araldavuteserli,-1
german11,Jes23,-1
hmmleiva,masked_oav,1
Mugzy3000,karenathumber,-1
keremturkan,muuta,-1
Destiny5000,Patissot,-1
J_Carneiro,Marknus_Carlsen,1
Nellsonwm1986,Counter-Creep,1
koushiktalari,Nopsy,1
popol1,Amanda_Lucia_BOL,1
gubfy45-08,Cristophwr,1
fernandocamoio_94,GregBob7,0
hemskirk,YATIV,1
juanfernadoramiriqui,RadiAlarabi94,-1
chris1982,Bratzo,-1
boletus3,bactian,1
Ben_Benoni,,401
tttttcvvvcc,,401
Nickerly,Akil22b,-1
Andri_Irawan,ritik26,-1
ali1513,Cakir53,-1
Adarsh2_o,danash36,-1
Anonimus1328,G3m2s,0
kant7,smpmme,1
Manuda,HIRUNRAn,1
Sava2024,adanajack,0
gOPirAVitEjA,sunil2272,-1
ahmet_87,jlomb,1
Limon4g,shaileshjain11,1
Qwaider,faraj001,1
DarkZenin,ColdLikeWar,-1
kevita_shakila,azzamciboy,-1
New_London,Ikta_14,-1
AKAgila,Janmoslem,1
pranav_shinde,ahno,-1
Buchi091,moshedavid,-1
omikro68,vollo,-1
XudoyqulKarimov,diegoaje,1
Serega_Blacksmith,Roman2311,-1
burma66,Adrillia,-1
nonoybuenaventura,Togobert,-1
ronniak2,Le_Karma_365,0
issamg6,jakk_o,0
magokus,batomko,-1
Pavlik21,Boardbuster11,1
Lathon,totoroo,1
A-wirr,cteixeira,-1
AignerH,CESUR-YAZGI,1
bhupendra68,bery88,1
marsel007_007,SERBIANGRUZOVIK,-1
astrof,Portolu,1
ulazar3,Santi_Re,-1
cytreQ,,401
ZKrras,,401
Nwab,Lambang1,-1
jcaloz,FunnyTyrant,1
Chess_L_B,batinbabasikeracimaz,-1
Samim_Islam,vopice,-1
Amichesss,Adamantet,-1
doctor111999,Dacrumm13,1
MozWazWoz,Nuno03,-1
Kushons2K1,JesTerXTR,0
Mayank1892,xRazielex,-1
AminAgha,fede456,1
fatfeta8,Oprap_UDINUS,-1
aryan1393118,iraj98266,-1
bembol123,mushypeas33,1
Frantz83,KJRogers,1
SAANKULP,KarthikElango,1
Eisbein,Haqiem0707,-1
angelo59,markos6sei4466,-1
UNKNOWN_CHESS_LEGEND,Dyranch,1
ta-veren,Ruiner7777777,1
yasserjt,Walewein7,1
BaySkolyoz,,401
eladsade,,401
ScottCC,Teymur_Faradjev,0
KhevinSubra,Nonsila,-1
ArielR29,ibim52,1
windhover,kael_mk,1
Alvise1,TVOY_STRAX,-1
so4ev,kristya24681,-1
Tharsic,Helloworld123ok,1
acemrek,hipocrecia,-1
Sudharshanv,DimonSiritsa,-1
Mes_seM,jacksparrow22,-1
chessushka,Nitesh3999,1
Pawnman151,Ger4iiiik,-1
superstirer,morozoffrus,-1
h1234hxnnxh,Erzat228,-1
whobertoos,Kaptasha,-1
Destiny_Dreamer,Shrey619,1
varsh-frost,Dinokeya,-1
ingavure,,401
shanvithalahari,,401
Parishi_k,zulalelif,-1
Andreiivanov1974,ossamapm,-1
Phamson-2015,bodya_pozitiff,1
LittlePawnee,nabuznik,1
nourradwan2023,A-H-dur-dur,1
flappypigs,LukeGin99,-1
Kite2009,ricky72,-1
RedQueenre,Nishant2998,1
jorgenholt,Anggara007,1
P0rkus,Raidho02M,-1
Mrigangka_7,MyFigures,-1
KingAhMeD03,Delapimba77,-1
DimitriBermuda,roby_2017,0
ChessOneIlyasAzimov,,401
Middle_Dominator,,401
Aliyarov,axeman0,-1
xyz689,Nkolo,1
ChessMasterClass,JRAlekhine,-1
k_20,nadernowroozian,-1
Kangboloon,marcello220262,1
danilkamaster,Chuck1313,1
pedroyamakami,Hasjhim,1
JIABEJIAC,koranskii,1
Silvajeff1,FiletobeyYoutube,-1
Garg_07,tayari65,-1
pe3a,Isaranchin,1
Shift_132OTT,odiolestate,-1
mojtabababakordi,rmsph,1
dayanaskgn,Kataria007,1
Learningtopro,yury1961,1
foomytolog,arrieta2201,1
Klasseman,gsideris,-1
ErickJosse,sash-101,-1
parsa_karimi,kontdrakulaea,-1
Ashuto238,gorand,-1
ArielFundora77,ombajay,1
Tinchin,wrathofflame,-1
Ildusik12,NubSaibot,1
Adityafxd,DraRistic,-1
Akudama1,thattGuyyBless,0
boh_anu,Alik_Klim,1
ZurichAsleep,CichyKrzysiek,-1
rusbayda,wxw_of,-1
dmitrysavin,solomaniac,1
Millax,Nikita_1105,-1
FerrariF12022,harshbro3690,1
m_musatkin,a_musatkin,1
HusseinJaber2020,tedvalencia,-1
tawazdeo,sairaj01,1
dok1977,Arkni,-1
Scr1m_46,Mart1angg,-1
Gmora_09,Sonay_16,1
xamgooh,abdulmalikkosteko,-1
VBA2024,Erkhembayar0225,-1
Mohito69,Mirdaz,-1
GoknarIlgazKoc,panteleon,0
Barkira,Masha-7_2013,-1
