user_id,user_op,game_result
Hast123,Pikapi018,1
Nikamma,ToledoGabrielA,-1
Juhispetteri,,401
pineapple999,,401
soheilsoltani91,Kifonam,-1
Armyn_14,King_Jesus,-1
Funebrero73,Jfriendship,1
IgorAndreich,Gordeev_Anton,-1
TanTheMan7205,mgarcia79515,-1
Cyber_Panda,kingkroool,1
RBCrazy,,401
Hassanadelll,,401
ajedrezcosi,Igor9999999,-1
Bobby_Fischer077,Jhonny_Jhon,-1
Mattiyear2021,Sunny137809,-1
william00053,scorpi_06,-1
blunder-sam,abcalfa,-1
zzodamo,luisalvarogomez,1
Cyphus-Daemos,Calivend,-1
rookvsqueen123,dark_thinker_390,-1
Amphibica,okeefephil,1
TorsHors,PrydunAndrii2004,1
NewCheckmate,hussain9Talib,-1
Gnosssienne,adul_l,-1
MtroAdan,ANISH0000,1
newphillyman2003,Eduardolis2,-1
DNA-h,Pr0sper_1990,1
Might-Duy,GuntherJemtzow,1
orodrig,Jyaniz,-1
GmmGNodirbek,kalavera017,-1
Pilot872,Alex_krd2012,-1
Menstruathor,Farsadan,-1
Kausoma5486,sandrinebruno,1
P_h_e_n_i_x,BVA63,-1
AlexGo1l,fhfjhf,-1
artur204,kaleshnikov,-1
yousefshamel,wiolozaur,-1
Thomas150,GregorUTN,1
Tyler19961022,Lars2009,1
Diemer85,Lev0708,-1
Revengetime35,,401
ARAGORN1020,,401
frkn35,Pops_jp,-1
shubhbul,xXBestEverXx,-1
minimouf,Sandiman8,-1
GlamorousCar,Eeffiimmkkaa48,-1
NimzoAtttack,h333x,1
thoch,pyhtin,1
fisher733,tarjaaa07,-1
Benno2403,DJFranky,1
momdsamu,Tero978,-1
JonnyMcMuff,AndrewOfori,-1
PorterDennis,Dan511,-1
MiguelGTGT,istra-rovinj64,-1
DanyaShar,VeseovChess,-1
Garripluha1970,Dabeastnva,-1
Ritam2012,Jhavarun,-1
benies7,AdvaitHarchekarVCL3a,-1
jandinho123,rds1979,-1
AaronCBurke,rainroller,1
Dpmendes,damir_valiullin,1
Harsiv_adithya,Spr1tz,1
Chess_Camel,MisterQ60,-1
Sioulsemaj4891,sasfeszek1978,-1
mcitran,KnightAssassin1215,-1
Cara10,bdchmie,-1
ccfrubi12,Lazonegad,-1
tkksap,NOW_9_DESAI_ASHAY,1
moromi1381,soap_617,1
pepevive,Forreva,-1
kodshahmat,AkaiKenshi,0
varalakshmi2012,vonsgoated,1
Alvi_27,zyavaegiev,1
stefan2709,pacotilla999,1
zdmr_mhmt,Juanoune,-1
dazproger,skampesk,-1
ApiYo,poncho54,-1
Bisnettinho,Jorgeor,1
poster1890,EDAgura2017Tugue,1
WouterFR4ever,RawiW,1
mariomunoz,Mohamedelbadryfa,1
mynamesSerg,sajid2001,1
Tanzirok,Oleg555-o,-1
Hino-Kami-Kagura,Poussin06510,1
bayepo9779,simpfor2d,1
azjargalaltangerel,SeNKo27,-1
vishybatu,MagiciansGambit,-1
Az437,Damis923,1
Alwego,,401
lokesh_1,,401
DrawsKing,jackymichel,-1
Gruppa_Kr0vi,Gaseema,-1
cubeAD,ashfaqahmad,-1
Dvenkatesh,psychoplatypus,-1
Natalya1992,sobakaPozirnaja,-1
z49910150,chernobyl_zone,0
FeTTe_MaDe,OsamelyPesec,-1
Roman_FaKonov,Jesuosb,1
romanaparin,HydrogenBondz,-1
Philas01,arvindraja005,-1
Jeremyzy53,Mr-ZeQ,-1
DrAbosaeed,vermic,1
Sun_REmo,ILHOM_AZIZOV,-1
Henua,amirmohammadjabari47,1
hdmmalauredopd1,Splaza10,-1
davidmartinez210374,cyber128,-1
Underground-Queen,MeninoVadio,1
Arina1228,PetranTigrosian,-1
ujjwalbohra,Moonn2007,-1
davidjguillermo,Future_is_now,-1
Ammar_Aryan15,muhammadadam12345,0
AIrinaV,Eselzug,-1
Vollstrecker9978,KualaLumpur1989,1
Bugay,LorenzoPapiano,-1
Rory10Rory,bryceygordon,-1
Jbyrd11,TarekAzizieh,1
Empty_space55,Boris52,-1
hozerman2024,Yu-Gi-0h,-1
Koravar,Jackhuna,-1
kobisphilip,LarsiGoreng,-1
watsapp720,Chezty,1
EmperorAce333,Abidin1979SFR,1
SohamBhatiaZ,shakss07,-1
Mnofy,shuvo217,-1
Helium93,tshedy,0
XDewInfinity,Anton_tops,-1
AndrewK47,Chess_DC,-1
XxX_GuCcI_GaNg_XxX,SmooL55,-1
MrRedwest,chessopper,-1
adrielom,walidbenmbarek,1
ralamy1,Dr_Cooley,1
bluefalconnnn,Zyrixter,-1
Erich93,mixjojo,-1
Dokumaci,DhruvParmar17,-1
ivoptk,rockolo,1
rachid10,Cumback52,1
Valen14,dursdems,-1
matias7878,quanelpalestino,-1
AJDC248,FelixDeschamps,-1
kudu6161,yldzapo61,1
Nirtobb,Upi23,-1
ZeRitoS,blueberry7,1
Khaled_Green,salah65,1
PrinceBR,Samsunga,1
DjangoChess07,maadrian,-1
Aharav321,erikvanloon,1
BallamaUstasi29,HUSH1201,-1
Alexandr_B,Swara35khandelwal,-1
MohanDosokey,PhathuB,1
amsterDAM12,TheBleakMidwinter,1
LeSpix,MMM1957,-1
wkdgussugdkw,Pioada,1
prizrakmonaxa,taco1220,-1
KingZ7,Paloma2000,1
dominik-hd,kazemlotfi,1
javdu,Zti,1
matthewracing1,,401
Artifook,,401
TriceratopsChess,shravya11,1
Mikhail_Sviridov,Mr-Yugi-Mutto,-1
ROBNE,jmurr5,-1
karls2986,Alexpzh,-1
Nehalkro,JanWendland,-1
Lethe2,spopkov,-1
Amirkhani1390,ArneJ2806,-1
VSobhitharam,Sergey-26-04-1985,-1
felixftw10,ashmitrana,0
Maxim_Chebotarev,Jayco88,-1
Bezraa3000,fokestogaming,-1
B757-200,maruu_h,-1
St_Chris11,barnstormsky,-1
ZError,HabibAshi,1
Gizemli_kaleci,,401
ih1k,,401
DaniFlow007,Rojercer123,1
dnlsjtmznzl100gg,pcpenguin,1
hero2005,skorpion123,-1
Jd48,anastasiei,-1
Lexlive,adhiraj_m,-1
Andyj16,satb,-1
littlemark,levi_jonathan123,1
Semenzara170,mirumen1,-1
I_T_k,Ahmed_fox665,-1
Vulcan150815,MauroCordeiroChess,-1
ama-macaque,smrti7890,-1
alimag71,Anerom78,1
yasa_22,Sultan_of_Sack,-1
serg076,EdWagemans,-1
conan12345ngocan,Chez-john,1
prithi123,sirprawn,-1
Soven0k_10,ercul,1
jusjmkim,coragem4,-1
thehyperthetical,BezVadimaDoma,1
Chess_Prodigy2024,Roidesnobs,1
GAOR82,BishopRadu,-1
Jaji2010,miRishabh231,-1
Timon6e,alyssum,1
ggsbuddy,Drgitesh1961,-1
Fal3x17,Titto29,1
degreez,Dancer1,-1
bananas007,henryfriendly,-1
theoichess,supersebi7,-1
rg_76,blut_engel_rinat,-1
DagerCoo,albertohevia,1
SelakauArie_0,theglacebob,-1
Tal-Es,ynsss35,-1
GAUTAMblr24,Rapidchesselo,-1
melayuterakhir,StasV1996,1
Andpkpl,straightouttaSE,-1
Noob0chess0player,saktitianltd,-1
Kingfuria,LUIS_DER_UNSAAC,-1
teo1966,LupoLuccio,-1
lexychess96,AlexanderFabricio,1
dimka89,TarzanSchweigt,1
lookingfortaktiks,blackorwhiteknight,1
Ygor_Ryazan,rokkinm,-1
AD86842,KINGSMAHN,-1
Basel-2009,aronnax18,-1
Boncie,SPILLER-X,-1
Aled_nn,stanmay,1
solear,mikluha,1
Guru_das,fabio26feb,-1
almsroor11,Hadi_hussamo_24,-1
aouissi-chess,DaiwikJagadeesh,-1
Alexander52NN,Arisia,-1
Maximus907,GiorgosAth123,1
Igoryant,TENGOunCOFRE,-1
quatorze,Bauer-sucht_Dame,0
PakLieLianC26,Chatte1150,-1
Minatavr71,esentuki75,-1
Sanjib_Tax,ottoti,-1
Lubha,ngunguu,0
profesordas,Smislov_Braga,1
Exordiurum,stoneblockhouse,-1
alimzhankz,medou97,-1
abombz,hyeono00,1
leomessi_23,Kaldas90,1
hknod,Daur1986,1
IshmamMuiz,Elmira_021,-1
Abhinava_9578,GabrielaBaloyan,1
tragomago,Kitcampos,-1
HVsharma,joaopaulo3003,1
keenslimcatfish,abwfares1965,1
RichardQuilichao,NoDigit,1
RemAm260,r7em7,-1
deepgooder,SHERLOCK_THE_BEST,-1
Try_Hard_2V,Kostas68,-1
yntenot21,Not_Your_Saad,1
V4lium,Hafeezmhd,1
Mehmet_7,chess_noob_master,-1
Mr-KARTAL,Torito2000,-1
Irbis_zp,prawnX,-1
IzbasarovTimur1707,Tterry,-1
kingwolf1234,kobemagic,-1
RuslanFromUfa,amchamp2000,1
adv3,dsc60,-1
IceDweller,NotJudell,1
slavadeq,elro07,1
Maciej_zz,Piotrek_zz,0
algrearat,chesswolle,1
Yeraboina,jose_61,1
mr_iuz,basilche,-1
Unknownplayer101010,lcnxv2021,-1
bala1955,alnikgul,-1
Recolecto-Minas,francisco2310,0
AlstonSabastian,alvaro_campeon,-1
sigb98,Igor-Shklyarenko,0
Mokotete,Quyllur,1
utajipanga,my_pawns_are_yours,-1
usmanahmad,orabichess,-1
henrik9002,Furan42,0
malialtan,laggingbaconvn,-1
Bodnariuc_co,ggua76,-1
oscaruuu123,carmid223,-1
vibhor_124,AZ-238,1
Manthan_01,Lk0717NKE,1
DebasishPra,alexxx2N,-1
nupa3,patronf,1
lopez89,jnuelle,-1
affect11,mozartishere,-1
whos_that_magnus_guy,MostafaAboelnor,1
SittingOnMyButt,vanadio81,-1
jorjon000,Ferv0ur,-1
Dadiudul,infinite_king,1
ZikriSahin29,beenykuttan,-1
wow_08,kapppoSama,-1
snaju,etinawin,1
evgenbashkir,nshpritz2,1
Serzh-Gromez,aleksbav,-1
Karloz1329,Vok-555,-1
Harshh-nivak,JamesFerguson,-1
Sol41k,naraleks,1
engineer2,Doomplayer_666,-1
kuda_sultan,OspreyMarauder,-1
PradeepBharade,Parmal_Chouriya,1
MOHAPXUCT,Dmido,-1
Chesskight14,Niyaz777,1
ThePrinceOfThorns,nldphlz_23,-1
Siavash-I,Flame87,1
KavindiGeesari,chesslucasking,-1
MitinGeorge,Erosant,1
Schach_0803,mjm281,1
eray1988,Anon35,-1
sixtyone007,cozy2345,-1
Syel,Oscar-De-La-Rosa,-1
churrasquete,nicamotsky-attack,-1
BloodRaven92,grantelnundmotzen,1
Manelinux,Pugliane,-1
pivert_1938,abhilashdxb,1
fmpoflyer,Greensharder,-1
mlonop123456,socana69,-1
IDoThisOneMoreTime,knlmurthyo4,-1
TheThrill,StructuralRigidity,-1
Ralf74,Kannnichtviel,1
WPereira,larryleelane,0
reza_poursh,M4l3X4ndr3,-1
sTuUpIdnAmE,KagorZug,0
lorrots,alvaro279,-1
gionabaldo,kouchich,1
FrenzyD,baladeabacate,1
Denis-190,chesssera,-1
dincer_baskan,Stefanovthe,-1
reezjazman,Palanques,1
Oscarhuaiquimil,Arturo2567,1
Ri3x,labrego,1
Dmitri_75,rajeeshprajan,-1
Imjava27,kingragz,1
Kaka08,ruslanka1986,-1
ahmedreda_1,Lernik_Gladiator,-1
fidelov2,Sharalis,1
Atokral,seanski26,1
Roman0509,uncle-mattie,-1
cache777,palmagerry,-1
Oleg-GOR,Przemekdi,1
Sobakin19sm,Phracture2022,1
John_S1lver,ggcraveiro,-1
efgen101,vivekkushwaha7898,-1
fun4jkb,Snoow_23,-1
shlokshroff10,chessyogi07,-1
Herman11,Singandaru_OPG,-1
Hfourie,LOVE_X,-1
JoseChees2024,gavial,0
Wissam123_123,koneeb69,-1
ManhattanO,ClarenceDChess,-1
Filipp_2017,josema_79,1
FrenchThinking,lexsbit,1
StephenAmBro,ALEXLECO75,0
alekseev98,SirHK1,-1
Angel_Baptista-13,Aakash789,1
Dhiren1206,begechess,1
storboo,chuchov22,1
MomeniMahdi,samfp21,1
brimstone52,aboroshd,-1
jhamzy9,canlar,-1
the-runner,MOAAZ111a,-1
PapaLena,ReunitePangaea,-1
Mamedov_Shirhan2014,Zhou_Dylan,-1
Pranav_Gothe,tppkam,-1
showired,thehikingbadger,1
Shabinp,milailda,-1
LIVTE,Rokkaso,-1
rsit,Faiz_45mkr,-1
campeon_bullet_10,AlexeyZuev,1
spuddddddd,Seraphim8293,-1
Adria2011,moneer999,1
aladin123456,AQUITAIN332,1
King_of_Clever,dineshvmaster,1
Gui_Obermuller,elmachofran,-1
Parovoz98,Omeske1,-1
espoir_17,kralrobert,1
matherforce,Aroseisaroseisarose,-1
seaman248,keanegleeson,1
chess64bit,Olezha_loh,1
Amkey,jordijcr,-1
Grepulis,LeVanneau,-1
x6am,Daviz-Stgo,-1
bogor_action,darmanto123,-1
whitetoki,Peam777,-1
Barisdsd,BENGUNN,-1
CJazz251,aztecnietzche,1
Valkotassu,Valoron,1
spaceguild,elmo75,-1
tomasdr,punkout117PK,-1
admin54,balu1969,-1
Gabro_Miranha,FabioCaixeta,-1
dinesh_braina,kuider,1
MurkaFRF,meiembipe,1
piroman66,MB0102,-1
Rahandzandi,Davidson79,-1
nadal73,Olexs,-1
Ariuka8824,IgorVK,-1
kemmOOna,Txemaypunto,-1
filkoff,Takutzin,-1
abed1000,Ov3ja,-1
Roninkill,Piuttosto_scarso,-1
Akashoooo,varunranaji0811,1
shubham12145,Sayli_deshmukh,-1
puhelinhassuratsu,mehrdad44,-1
knight_crawler1,Lean1972,-1
sultan248,Azamat1996,-1
Matthieu2500elo,lauchx,1
Chessian,mamorusc2,1
danofdans,Sumit9391,-1
boogyman123,ItsAnd1,-1
AlbaKnight,Kchessman2015,-1
Demkiv,Valdo_9182-1,-1
ElvinPh,Il_Trapezio_Marziano,-1
Ayoub_goatedzaimi,Capa89,1
maknyus1984yyy,Martinious,-1
Atget,hezndu,-1
TUGOOB,Nailual10,-1
walbig,yuneiker-chess24,-1
Almetti77,Vallesco,1
musahmet,Raphalex,-1
TheBishopR,EL_DOC,1
MangoPeel1,DimaFaraon,1
cta94,benjamax7,1
ChadAashu0,shayashayah,1
poojapooja22H,Zauberdavidhaus,-1
Run_the_jewelz,lXGMXl,-1
Erich_Eliskases,Bonitta,-1
Knight_Rider_B2,K-Lphang,-1
javiermarinnanez,BossKingMaster,-1
Voara21,Toavina66,-1
ceresith,Dancer1,1
Blackpanther544,edall1962,1
Arafatt00,Anticolle,-1
TooSlooow,Mohammed218mm,-1
i-am-russian-machine,poppohorik,1
PSlinochess,kralaslan_21,-1
Haxhar911,GreyMW,1
Thecleanghost,Amigo_mi,1
Enecharla_14,ItsTheGreyGoose,-1
regicide101,IkramRW,-1
MARIK13052018,sergbur,-1
nickanyways,kilrboy,-1
Wirklich123,tmandl,1
MusaWien,Salih7267,1
YogiBear244,peterpan1975,-1
Bryano2023hhgdfhgrvb,AquamanR,1
Badang1,milankatwal999,-1
uga40,afiffuddin,1
MasterOutOfDisaster,ostapibrogim,-1
drevitskii,Onthisgame,-1
eliwagnercode,jlopesflorencio,-1
Hatm310,GaaanGuuuu,-1
phidalgo07,Hoekchess,-1
Augustogp,Annagiulia,-1
Cheikh_Musa,RickMGcxnl,1
zaphiri,motty4321,-1
Orest_Zinchuk,,401
Lev_Trofimov-11,,401
kriksan,Mr_WingTsun,0
dixie10,Khuramsabri,-1
Sabarivasan_17,Sonzeri,1
HeYCaNn,Mark1101smd,-1
Xeyal_Mehdi,gonze,-1
michael_ws,smcalpin01,-1
Prince_Akiba,always63,1
Sasha_Kosenko,Giwa_Samuel,-1
Melikov-Roman,Velo14,-1
grgjr,tobros,1
Yaroslav34,likephenomenon,-1
Qazer1,HerbyW,-1
Rapapapatskyi,Lazius2011,-1
alihmrashdi,AlexPlaymaker,1
absolutegoist,,401
ahmed150300,,401
rah91,niazi5331,-1
Belousov_Vova,,401
ankitsancheti,,401
bucky1898,Pegazus,1
atakabayev1,javad_kd,1
Eipheid,andyame109,1
zeduskha,strugglercurse,-1
Korolevich93,Vasilevs1012,1
MingazovVadim,luciopicca,1
maeyd,turaaa,1
alex55555,Witsi,1
AlexShovkoplyas777,Lxj45,1
Woodywoodpeckr,siberiancrane,1
Merazir,andreybrown,1
ahmetsait1905,kvendkure,-1
Stewartgranger,Houston_Rockets,1
El_Caballo23,Moekyun21,-1
rashikcosmos,Koeier,-1
Falkenauge01,Miilaamber,-1
Ibrakhim_777,JoePitch,-1
hantana77,bobojef2,-1
TiagoMorante2,JbbCreativeArts,-1
bbjj400,LINDI2020,1
HekpoMaH,iguretz,-1
jose65,Norbiki,1
skk,SimonColligan123,1
Amin1613,KingLukas1,-1
martinsh,dgwChess,-1
Titi-Nono,Tshepisho,-1
Cfaice,ayoubdab,1
YuniorTello,ronald7agabao,-1
Gibby5150,m-ayaad,1
AMADNESS,MAKIF_SATRANC,-1
Antonio5300,ggc_08,1
XYZ987654XYZ,inaz05,-1
futurfiloharakotobe,Borinowitsch,1
hugh_sat,robbiemalcolm,-1
Dima0925,yokoyama2501,1
josemari1,Marmanu-50,1
Rocket45,khaledaliii,-1
mohammadmo2811,umut_yilmazz,1
J_Bosss,arek_chessforfun,-1
turturtur,murat_ozturk1980,-1
Pasha00111,hpirandeh,-1
TheMedicalProfessor,nemesis010,-1
juvinco,Znayko,1
iiTzD4v1d,TarakChHalder,-1
rezaa62,nest76,1
MelvinReniJohn5,Ritosh,0
martianyx,DASBRBCE,1
Black_knight007,apedmohamed11,1
jaimedicer,abikoaz,-1
Dalaimanoj,Robsonrms,1
ManitoElegida,jor2287,-1
Dmitryekat,mchvtr,0
Att0909,wevazaha,-1
Svastik141147,Bonarsiusspy,-1
Sarmi_18,SergeiSEMENOV,-1
SPraTan,Lem0nHead,1
bernarm,ZacharyZane,1
Kemya,pasodeblas,-1
Luisierra,centjb,0
Gurculeme,FastCavalier,-1
SMKAF21,Simba-Andron,-1
That_Guy27,LordArminius,-1
Swapnil_7879,rubrico,1
DenisP2014,taha85019,1
vihaanjg,Neighboursdog,-1
phigro,Firefox2610,-1
K-pablanca,pascalreinhold,-1
Gazirrrr,vinod-vms,1
Ninjology,williskim,1
Kalyke2003,dovh97,0
N14x,eng_ahmed1001,-1
MrPotatoHead3,ovoimenepostoji,1
Vorttt,Zhigalko_Sergei,-1
shddd,gxonatano,1
Tri47,Mamin45116,1
Alvarorosas2024-09,Jairo2023,1
