user_id,user_op,game_result,blitz_rating,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
PAXA9,Ninjamario07,1,667.0,55.12,161.0,1088.0,1044.0,999.0,42.188,53.125,4.688,64.0,42.623,55.738,1.639,61.0,B01,A40,A80,D02,0.472,0.245,0.245,0.235,0.603,0.147,292.0
R0TTEN_LUCK,Haggard,-1,1648.0,57.13,6857.0,2471.0,2302.0,2242.0,71.93,28.07,0.0,57.0,57.353,42.647,0.0,68.0,C30,D00,B44,B06,0.25,0.537,0.175,0.067,0.689,0.222,369.0
ramsanthosh,Rewees3wni,-1,1558.0,45.5,615.0,1666.0,1663.0,1660.0,52.381,42.857,4.762,63.0,43.548,53.226,3.226,62.0,C47,C41,B50,A07,0.183,0.667,0.133,0.333,0.5,0.167,303.0
niketh1990,Chessmasterblr,0,1683.0,45.06,29789.0,1812.0,1807.0,1806.0,46.032,49.206,4.762,63.0,51.613,41.935,6.452,62.0,C41,A00,C42,A41,0.213,0.508,0.246,0.158,0.509,0.316,232.0
Rodri1234567,DanniMayte,1,784.0,46.13,466.0,1503.0,1401.0,1184.0,24.615,70.769,4.615,65.0,16.667,75.0,8.333,60.0,C23,D00,C25,C41,0.5,0.154,0.269,0.934,0.0,0.011,268.0
SABHmason,andriajinjolia,-1,903.0,84.45,130.0,1195.0,1021.0,1011.0,33.898,52.542,13.559,59.0,36.364,40.909,22.727,66.0,nonStandard,C20,C24,D20,0.318,0.295,0.205,0.569,0.276,0.0,268.0
Nanduhere,iv1980,-1,1868.0,45.09,11759.0,2111.0,2109.0,2101.0,46.875,48.438,4.688,64.0,47.541,49.18,3.279,61.0,B21,C30,A43,C21,0.254,0.492,0.254,0.23,0.426,0.328,405.0
Paris070502,Behemoth21,1,1685.0,45.04,3629.0,1921.0,1893.0,1885.0,49.231,40.0,10.769,65.0,41.667,55.0,3.333,60.0,B21,C44,C57,B13,0.228,0.596,0.158,0.186,0.644,0.169,339.0
asyuta-kam2318,rozis,1,1648.0,45.22,64968.0,2459.0,2447.0,2437.0,44.262,54.098,1.639,61.0,34.375,64.062,1.562,64.0,C42,C00,C65,C41,0.265,0.388,0.286,0.068,0.162,0.757,458.0
mz0,Tahaned2015,-1,2403.0,45.0,27622.0,2939.0,2932.0,2832.0,53.125,37.5,9.375,64.0,47.541,45.902,6.557,61.0,D37,C11,A57,D41,0.175,0.698,0.111,0.0,0.596,0.385,263.0
Mannsi13,yummyhat,0,2089.0,45.03,8964.0,2350.0,2340.0,2338.0,51.613,45.161,3.226,62.0,38.095,58.73,3.175,63.0,B33,B30,A54,A81,0.268,0.429,0.286,0.138,0.369,0.462,273.0
DEFENDER500,KingChrisVII,1,1396.0,45.23,8122.0,1875.0,1824.0,1704.0,38.462,56.923,4.615,65.0,45.0,55.0,0.0,60.0,A40,D20,B31,C50,0.192,0.404,0.365,0.143,0.771,0.071,180.0
radvinroshan96,G0dly-AurX,1,962.0,48.58,1204.0,1100.0,1089.0,1084.0,50.769,47.692,1.538,65.0,50.0,48.333,1.667,60.0,B01,C20,D07,E15,0.365,0.381,0.175,0.083,0.867,0.05,257.0
EmiA01,dannuta83,0,2112.0,66.96,2752.0,2448.0,2422.0,2381.0,38.235,47.059,14.706,34.0,24.176,47.253,28.571,91.0,nonStandard,A00,B13,C47,0.286,0.6,0.114,0.186,0.644,0.169,267.0
okashnik,klknv,-1,1858.0,46.27,5422.0,2011.0,1994.0,1956.0,50.0,48.333,1.667,60.0,58.462,38.462,3.077,65.0,C00,C02,B06,C62,0.103,0.647,0.206,0.278,0.519,0.204,599.0
XMedAmine,noelebuk,-1,1874.0,45.03,27354.0,2179.0,2178.0,2166.0,52.381,42.857,4.762,63.0,56.452,38.71,4.839,62.0,A04,A06,D04,D15,0.147,0.5,0.338,0.098,0.51,0.294,262.0
TrCagdas,AdArdyanAd,0,1246.0,56.71,6455.0,1750.0,1742.0,1722.0,50.769,47.692,1.538,65.0,48.333,48.333,3.333,60.0,D01,A40,C54,A00,0.371,0.532,0.081,0.133,0.767,0.1,290.0
at-fil-gorilcik,jobuuu,-1,1605.0,45.08,4785.0,1745.0,1742.0,1740.0,46.032,49.206,4.762,63.0,54.839,38.71,6.452,62.0,C00,A40,B40,B07,0.222,0.349,0.413,0.545,0.364,0.091,247.0
negan111,surfando,1,1675.0,45.09,6416.0,1957.0,1954.0,1939.0,45.161,46.774,8.065,62.0,55.556,42.857,1.587,63.0,D20,C50,A03,C48,0.175,0.635,0.159,0.089,0.536,0.375,375.0
erendeniizer,jst-ply,-1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dreamz01,hiba000,-1,1185.0,,,,,,42.029,53.623,4.348,69.0,53.571,46.429,0.0,56.0,C44,C45,C21,A40,0.356,0.475,0.119,0.175,0.603,0.143,368.0
Prince742,,401,1500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohtadi-zenaidi_2005,,401,1500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhadaderakesh,harlo,-1,1381.0,45.1,9242.0,1683.0,1682.0,1675.0,49.206,42.857,7.937,63.0,41.935,51.613,6.452,62.0,B20,C50,C57,A02,0.351,0.281,0.351,0.576,0.203,0.169,256.0
Flaviojazz,CRBrahim,-1,1906.0,130.71,9038.0,1936.0,1908.0,1855.0,71.642,28.358,0.0,67.0,74.138,20.69,5.172,58.0,B10,B12,B30,B12,0.165,0.571,0.242,0.194,0.387,0.419,374.0
ILMALONE,cs43,-1,1601.0,45.1,1760.0,1845.0,1817.0,1809.0,46.774,50.0,3.226,62.0,47.619,50.794,1.587,63.0,B10,B23,A40,E93,0.424,0.458,0.068,0.079,0.444,0.476,385.0
RussianMaverik,kaye86,-1,1346.0,45.23,4434.0,1618.0,1582.0,1562.0,41.27,55.556,3.175,63.0,45.161,51.613,3.226,62.0,B01,C20,C41,B12,0.241,0.315,0.352,0.209,0.582,0.179,252.0
katip7,KnightsRebellion,-1,1728.0,47.84,571.0,2044.0,1951.0,1909.0,43.75,50.0,6.25,64.0,45.902,45.902,8.197,61.0,A00,B21,C01,B32,0.179,0.482,0.304,0.15,0.683,0.15,300.0
Hidra777,Tasoul,-1,1570.0,45.08,7756.0,2171.0,2171.0,2162.0,53.731,46.269,0.0,67.0,51.724,37.931,10.345,58.0,C00,B00,D00,C21,0.348,0.364,0.227,0.208,0.396,0.189,277.0
Stas_1991,mat1174,-1,1493.0,45.03,18990.0,2279.0,2270.0,2208.0,20.312,71.875,7.812,64.0,34.426,63.934,1.639,61.0,B00,A10,A11,nonStandard,0.118,0.235,0.5,0.647,0.259,0.071,235.0
JoseLuisponce,ORJB59,-1,1874.0,59.37,763.0,2238.0,2221.0,2184.0,53.226,38.71,8.065,62.0,39.683,53.968,6.349,63.0,B12,C01,C47,B25,0.276,0.431,0.276,0.103,0.707,0.19,293.0
Xuesha_Nighdelk,the_gingerbeard_man,-1,2014.0,51.7,1466.0,2423.0,2337.0,2306.0,57.353,39.706,2.941,68.0,36.842,52.632,10.526,57.0,A10,A16,C26,A01,0.2,0.617,0.183,0.035,0.807,0.14,363.0
jdbusta94,Naser-7777,1,1849.0,45.02,29823.0,2402.0,2177.0,2085.0,41.935,41.935,16.129,62.0,44.444,47.619,7.937,63.0,B50,B01,A04,C47,0.167,0.611,0.204,0.286,0.482,0.232,433.0
AlexeyLeo,VitNik8,-1,2013.0,45.08,19388.0,2358.0,2339.0,2307.0,46.875,46.875,6.25,64.0,34.426,60.656,4.918,61.0,A02,A03,C25,C00,0.255,0.588,0.137,0.134,0.821,0.03,326.0
nisslium,Macarraconestilo,1,1207.0,45.06,3870.0,1387.0,1386.0,1368.0,51.613,43.548,4.839,62.0,39.683,53.968,6.349,63.0,C20,C41,B07,A40,0.281,0.474,0.211,0.426,0.525,0.016,291.0
SamTaxir_59,edosmera58,-1,1907.0,45.0,15296.0,2132.0,2115.0,2108.0,46.774,51.613,1.613,62.0,57.143,36.508,6.349,63.0,B00,B30,B27,B07,0.169,0.708,0.108,0.018,0.673,0.291,363.0
Bella125,FORTUNETLT,1,2178.0,45.03,18182.0,2411.0,2409.0,2400.0,32.258,46.774,20.968,62.0,44.444,44.444,11.111,63.0,B40,B20,A34,A14,0.125,0.75,0.125,0.14,0.754,0.105,741.0
SicilianQueen1,Anur_Kayupov-558,-1,1988.0,45.06,25973.0,2313.0,2286.0,2286.0,52.459,37.705,9.836,61.0,43.75,45.312,10.938,64.0,B00,C50,B07,A07,0.15,0.65,0.2,0.115,0.481,0.404,400.0
abul_Khaer234,OrlandoH1601,1,1335.0,45.33,620.0,1634.0,1586.0,1506.0,57.143,41.27,1.587,63.0,46.774,45.161,8.065,62.0,B01,C23,B18,D06,0.2,0.446,0.2,0.185,0.352,0.352,377.0
fiftyshadesofshivang,A_Breen9,1,1236.0,45.06,3450.0,1476.0,1397.0,1386.0,39.683,52.381,7.937,63.0,41.935,51.613,6.452,62.0,B01,B00,C00,A01,0.275,0.451,0.255,0.354,0.231,0.354,278.0
SST_1978,heavyhansen,1,1248.0,45.19,6691.0,1416.0,1399.0,1395.0,43.75,48.438,7.812,64.0,42.623,49.18,8.197,61.0,B10,D00,A20,A00,0.352,0.389,0.204,0.836,0.098,0.066,382.0
CapaMent,Kirsan1980,-1,1621.0,46.17,1804.0,1799.0,1792.0,1787.0,57.143,39.683,3.175,63.0,50.0,50.0,0.0,62.0,C21,C44,B54,C24,0.448,0.388,0.164,0.357,0.054,0.589,259.0
DemoTeam_2022,RodrigoMPereira,1,1419.0,45.01,9407.0,1587.0,1561.0,1559.0,54.386,43.86,1.754,57.0,42.647,55.882,1.471,68.0,C50,C34,D00,C28,0.167,0.6,0.233,0.19,0.587,0.206,414.0
up1rly,shiko2211,-1,1072.0,45.12,147.0,1356.0,1194.0,1191.0,57.377,42.623,0.0,61.0,56.25,43.75,0.0,64.0,C47,C25,C68,A06,0.254,0.366,0.352,0.296,0.296,0.352,256.0
ANATOL-56,mo_ghaly12,1,2095.0,45.12,274.0,2435.0,2339.0,2305.0,69.355,25.806,4.839,62.0,55.556,38.095,6.349,63.0,nonStandard,B21,C00,C41,0.244,0.513,0.192,0.475,0.35,0.175,292.0
Pankajcss23,Sakinoza,1,1274.0,45.11,4051.0,1494.0,1470.0,1464.0,42.857,52.381,4.762,63.0,41.935,51.613,6.452,62.0,C44,C40,C57,C56,0.396,0.453,0.113,0.969,0.0,0.0,580.0
Gargyl,LOUISSBRINI,-1,1369.0,45.12,3870.0,1833.0,1831.0,1789.0,50.794,47.619,1.587,63.0,32.258,67.742,0.0,62.0,B01,C30,C37,A02,0.365,0.327,0.25,0.278,0.028,0.694,270.0
NAVEEN_NAAZ,Kandan11,-1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borja10,maroblesi,-1,1405.0,,,,,,56.061,42.424,1.515,66.0,50.847,44.068,5.085,59.0,B06,B01,B07,B40,0.418,0.254,0.328,0.352,0.37,0.241,271.0
nooch0198,Quegon104,-1,1103.0,45.28,1034.0,1300.0,1235.0,1232.0,62.319,36.232,1.449,69.0,46.429,51.786,1.786,56.0,B10,D00,B07,A00,0.29,0.536,0.13,0.241,0.519,0.167,433.0
Ivan_IKS,jmanette411,1,1020.0,45.06,51953.0,1939.0,1929.0,1921.0,47.692,50.769,1.538,65.0,41.667,53.333,5.0,60.0,B00,B07,B10,B06,0.179,0.607,0.196,0.031,0.908,0.062,282.0
staryyknight,balutkardhruv,1,1500.0,500.0,50.0,0.0,0.0,0.0,35.484,45.161,19.355,31.0,42.857,46.429,10.714,28.0,C50,B01,C40,A45,0.565,0.261,0.087,0.556,0.296,0.074,343.0
champion1972010,lasker4548,1,2336.0,45.49,10600.0,2671.0,2659.0,2658.0,49.206,36.508,14.286,63.0,46.774,43.548,9.677,62.0,B07,B00,B30,C70,0.033,0.733,0.233,0.0,0.78,0.18,434.0
braxton,Andre_region27,-1,2110.0,,,,,,67.797,23.729,8.475,59.0,66.667,25.758,7.576,66.0,nonStandard,C42,B76,E15,0.321,0.5,0.155,0.097,0.484,0.323,338.0
Tamim_Ayon,dajohnny007,-1,994.0,,,,,,52.941,47.059,0.0,34.0,31.429,65.714,2.857,35.0,C50,C44,A07,A48,0.552,0.276,0.172,0.231,0.564,0.154,313.0
BananaSonic,Ufeuff,-1,1694.0,45.11,7372.0,1931.0,1922.0,1919.0,63.934,32.787,3.279,61.0,40.625,57.812,1.562,64.0,D02,B50,B22,A80,0.2,0.523,0.246,0.088,0.737,0.14,348.0
Rahul1620,Daviborges8,-1,1737.0,45.03,4438.0,1805.0,1790.0,1788.0,47.619,39.683,12.698,63.0,51.613,43.548,4.839,62.0,C50,C44,A22,B45,0.226,0.565,0.21,0.288,0.654,0.058,370.0
BLACK_PANTER21,Mikkel789,1,1398.0,45.01,910.0,1609.0,1590.0,1579.0,54.839,45.161,0.0,62.0,46.032,50.794,3.175,63.0,A00,C00,A40,A00,0.333,0.349,0.27,0.367,0.533,0.1,352.0
AliiAyman,Hansl123,1,1844.0,45.11,5784.0,2003.0,1994.0,1987.0,51.613,43.548,4.839,62.0,33.333,60.317,6.349,63.0,C25,B22,A10,E40,0.189,0.491,0.283,0.031,0.938,0.031,187.0
ABN1362,jorgerfernandez28,1,1411.0,103.09,8731.0,1576.0,1455.0,1416.0,75.0,21.667,3.333,60.0,70.769,26.154,3.077,65.0,C40,C23,B30,B06,0.297,0.473,0.187,0.433,0.533,0.033,367.0
Pur4b,fight_club80,-1,1469.0,49.86,316.0,1614.0,1599.0,1596.0,49.206,50.794,0.0,63.0,45.161,53.226,1.613,62.0,B00,C50,C00,B09,0.339,0.492,0.153,0.077,0.785,0.138,291.0
ArdaChess123,IvanPavlovichYu,-1,1524.0,53.87,1069.0,2228.0,2166.0,2103.0,41.667,55.0,3.333,60.0,35.385,63.077,1.538,65.0,nonStandard,C50,C70,C45,0.354,0.396,0.229,0.216,0.716,0.068,217.0
kinghulio,zrfrance,-1,1236.0,45.16,219.0,1550.0,1381.0,1359.0,48.438,40.625,10.938,64.0,40.984,52.459,6.557,61.0,B01,D00,C15,A80,0.107,0.464,0.429,0.948,0.0,0.034,238.0
Nyx_fr,ARK1984,-1,1280.0,45.03,12496.0,1591.0,1585.0,1567.0,43.548,56.452,0.0,62.0,36.508,58.73,4.762,63.0,B00,B01,C20,A40,0.4,0.34,0.26,0.333,0.583,0.042,212.0
Schachtiger_OH,Sureshwaran,1,1721.0,169.93,6.0,1712.0,1663.0,1519.0,50.0,50.0,0.0,6.0,0.0,0.0,0.0,0.0,B86,C47,B86,C02,0.333,0.333,0.333,0.333,0.667,0.0,264.0
schachperu,Atacante83,1,1919.0,45.0,1524.0,2070.0,2036.0,2033.0,50.769,43.077,6.154,65.0,56.667,43.333,0.0,60.0,C50,B30,D55,D20,0.388,0.418,0.179,0.352,0.204,0.444,420.0
TS2013,avijitmidhya,1,1138.0,57.43,128.0,1177.0,1165.0,1164.0,62.5,31.25,6.25,64.0,50.82,42.623,6.557,61.0,B10,C40,B01,A48,0.352,0.521,0.07,0.348,0.217,0.348,477.0
bouddha2018,fischerxD,1,1842.0,45.06,8933.0,2328.0,2188.0,2156.0,55.738,40.984,3.279,61.0,50.0,46.875,3.125,64.0,A40,D10,D85,C49,0.258,0.348,0.364,0.055,0.8,0.145,232.0
Rei_junior,gyodakyan,1,1615.0,45.04,3196.0,2067.0,2014.0,2001.0,36.066,55.738,8.197,61.0,42.188,51.562,6.25,64.0,A40,C40,A45,B06,0.49,0.265,0.245,0.522,0.448,0.03,217.0
Kartikay0806,Haremhab,1,1091.0,45.01,5218.0,1349.0,1334.0,1332.0,52.381,42.857,4.762,63.0,51.613,45.161,3.226,62.0,A00,C41,A13,C40,0.215,0.338,0.4,0.418,0.073,0.455,394.0
Alepuller,bepm,0,1638.0,45.25,7800.0,2311.0,2244.0,2194.0,38.095,58.73,3.175,63.0,50.0,43.548,6.452,62.0,C23,A40,A00,C21,0.164,0.455,0.345,0.203,0.234,0.438,337.0
ahmexx,i_am_nooby,-1,2056.0,59.88,381.0,2160.0,2141.0,2141.0,50.794,47.619,1.587,63.0,41.935,51.613,6.452,62.0,B01,D02,A06,A43,0.241,0.466,0.293,0.371,0.226,0.403,308.0
xJxSTORM,rezasalehisalmi,-1,1589.0,45.07,10598.0,2112.0,2084.0,2033.0,55.556,39.683,4.762,63.0,37.097,56.452,6.452,62.0,C00,D00,A43,B00,0.259,0.414,0.259,0.467,0.433,0.05,365.0
DrProktor,ficherf,1,1395.0,45.02,14866.0,1680.0,1679.0,1663.0,47.541,49.18,3.279,61.0,48.438,50.0,1.562,64.0,B20,C23,B33,C00,0.15,0.6,0.217,0.629,0.21,0.145,634.0
Dtfu,Alex_ccjc,-1,1411.0,45.19,2296.0,1751.0,1571.0,1569.0,37.5,57.812,4.688,64.0,50.82,44.262,4.918,61.0,B01,B00,C33,C44,0.327,0.436,0.2,0.531,0.219,0.188,229.0
Draddla,conflagrant,0,2113.0,45.08,26499.0,2406.0,2400.0,2376.0,57.143,36.508,6.349,63.0,54.839,38.71,6.452,62.0,B50,B30,B15,B13,0.114,0.657,0.2,0.043,0.809,0.149,383.0
Bjorn2468,EkaterinaShc,1,1214.0,46.01,423.0,1826.0,1807.0,1788.0,53.125,45.312,1.562,64.0,39.344,57.377,3.279,61.0,C50,C44,C22,nonStandard,0.379,0.293,0.224,0.469,0.234,0.281,289.0
afafrg,limcesar,0,1911.0,45.26,10938.0,2210.0,2204.0,2191.0,44.615,50.769,4.615,65.0,45.0,48.333,6.667,60.0,B01,C30,E62,E73,0.232,0.607,0.161,0.0,0.661,0.339,260.0
oraimo47,thaomerr,1,1311.0,176.09,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,4.0,A40,D06,A45,A40,0.0,1.0,0.0,0.333,0.667,0.0,279.0
lemichessxd,sizzlie,-1,1667.0,86.62,30.0,1644.0,1641.0,1630.0,57.143,28.571,14.286,14.0,50.0,43.75,6.25,16.0,C50,B30,B50,C01,0.0,0.625,0.375,0.364,0.545,0.091,405.0
Chess5DPro,,401,1500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamad7a,,401,1500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shiveand123a,SheershRawat,0,950.0,55.62,152.0,1587.0,1492.0,1463.0,38.333,55.0,6.667,60.0,40.0,60.0,0.0,65.0,C40,C20,B10,C50,0.551,0.224,0.102,0.5,0.389,0.069,256.0
LevRiv,MaestroPifador,-1,1334.0,45.08,1848.0,1577.0,1570.0,1569.0,39.683,60.317,0.0,63.0,48.387,48.387,3.226,62.0,C50,B01,A20,C57,0.182,0.655,0.164,0.132,0.838,0.029,432.0
CB_ReyanshK,CHS-PRIYAN,-1,2048.0,62.98,979.0,2468.0,2400.0,2386.0,60.87,34.783,4.348,69.0,58.929,37.5,3.571,56.0,C00,A10,A11,C47,0.253,0.467,0.267,0.156,0.689,0.156,323.0
FabioMande,Skavy,-1,1655.0,45.02,11771.0,1762.0,1758.0,1722.0,51.724,41.379,6.897,58.0,38.806,58.209,2.985,67.0,C40,D00,A43,B01,0.339,0.446,0.196,0.286,0.603,0.111,214.0
arsam110,saa_dd,1,1225.0,50.62,1702.0,1347.0,1308.0,1280.0,65.152,34.848,0.0,66.0,45.763,49.153,5.085,59.0,D00,B01,A80,D01,0.257,0.586,0.157,0.385,0.596,0.019,306.0
Kirjusha2016,Late-Night,1,1023.0,45.07,7611.0,1349.0,1321.0,1314.0,51.562,48.438,0.0,64.0,50.82,49.18,0.0,61.0,D00,B10,A48,E91,0.281,0.609,0.078,0.033,0.197,0.77,556.0
ptouch,lord_of_horses,-1,1659.0,45.07,3087.0,1933.0,1904.0,1869.0,55.556,44.444,0.0,63.0,48.387,46.774,4.839,62.0,B01,B12,A00,B00,0.215,0.569,0.2,0.246,0.158,0.596,391.0
Sergeydolgov035,Mitch2016,-1,1113.0,45.14,590.0,1302.0,1286.0,1282.0,47.619,42.857,9.524,63.0,32.258,67.742,0.0,62.0,A04,B02,A13,C70,0.18,0.54,0.2,0.391,0.464,0.145,531.0
Dennis1982,CRenatoJLS,-1,1529.0,45.02,24063.0,1668.0,1666.0,1662.0,61.905,33.333,4.762,63.0,48.387,43.548,8.065,62.0,A00,B10,C20,A00,0.217,0.304,0.478,0.875,0.042,0.083,259.0
andre_fischi0n,Lubitel05,-1,2008.0,45.26,15762.0,2214.0,2214.0,2212.0,46.774,46.774,6.452,62.0,36.508,57.143,6.349,63.0,B00,A00,A01,C61,0.192,0.577,0.212,0.169,0.323,0.492,448.0
Nillet,Peratia,1,2106.0,56.11,349.0,2205.0,2191.0,2189.0,50.0,43.939,6.061,66.0,57.627,35.593,6.78,59.0,B24,D02,A17,D36,0.119,0.657,0.194,0.12,0.78,0.1,622.0
hberk03,Andrealotti,-1,1430.0,46.08,2851.0,1783.0,1641.0,1633.0,55.738,39.344,4.918,61.0,50.0,46.875,3.125,64.0,C00,B40,C50,A02,0.288,0.379,0.273,0.278,0.481,0.222,255.0
Flowx2990,KnighteeKnight,-1,2100.0,73.12,18840.0,2150.0,2132.0,2095.0,51.613,46.774,1.613,62.0,60.317,36.508,3.175,63.0,A40,B12,A04,D38,0.1,0.629,0.243,0.212,0.481,0.308,246.0
Dimasindo,Grigory14,-1,1952.0,45.0,22718.0,2226.0,2164.0,2088.0,39.344,49.18,11.475,61.0,57.812,35.938,6.25,64.0,D02,A04,A46,D06,0.23,0.41,0.344,0.283,0.528,0.132,255.0
Attack_Pawn,Thrythe,1,1764.0,45.2,882.0,1958.0,1952.0,1935.0,48.387,48.387,3.226,62.0,49.206,41.27,9.524,63.0,C50,B01,D37,A22,0.148,0.574,0.262,0.214,0.786,0.0,347.0
kaaneks,GabanX,-1,1172.0,45.25,1123.0,1672.0,1634.0,1617.0,50.0,46.875,3.125,64.0,45.902,52.459,1.639,61.0,A00,B00,A01,C00,0.3,0.383,0.3,0.242,0.177,0.581,369.0
Ajhad,Natali_kri,1,1492.0,66.09,33.0,1774.0,1751.0,1724.0,27.778,72.222,0.0,18.0,40.0,60.0,0.0,15.0,B30,B20,C63,B40,0.182,0.545,0.182,0.091,0.545,0.364,415.0
IoleM,polhpool,-1,1203.0,75.93,3295.0,2356.0,2203.0,2184.0,28.333,71.667,0.0,60.0,21.538,76.923,1.538,65.0,B50,A10,C42,nonStandard,0.387,0.194,0.323,0.215,0.151,0.591,369.0
Kasparov-Maroc,Advclf,-1,1940.0,45.05,32139.0,2479.0,2468.0,2461.0,46.774,46.774,6.452,62.0,63.492,30.159,6.349,63.0,A21,A45,D32,A02,0.116,0.493,0.377,0.104,0.875,0.021,300.0
BALAJIK,kapi1367,1,1604.0,131.47,77.0,1697.0,1684.0,1662.0,42.857,45.714,11.429,35.0,35.714,54.762,9.524,42.0,A00,B00,C60,B06,0.467,0.3,0.233,0.59,0.154,0.154,321.0
muzovicky,Nallajtedef,-1,1098.0,70.82,4445.0,1302.0,1298.0,1277.0,40.909,51.515,7.576,66.0,47.458,52.542,0.0,59.0,B10,C50,A00,A01,0.218,0.327,0.418,0.446,0.385,0.169,232.0
LillianaAlvarezme,,401,1500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BelyakovBogdan,,401,1500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arseniy_Antipov,Nikita_1207-14,-1,1914.0,,,,,,29.032,67.742,3.226,62.0,34.921,57.143,7.937,63.0,B13,B10,D20,D55,0.375,0.375,0.2,0.167,0.731,0.077,191.0
kenaneyvazli,Msona2013,1,1228.0,,,,,,47.059,41.176,11.765,34.0,30.303,60.606,9.091,33.0,C50,nonStandard,C42,A28,0.5,0.231,0.231,0.765,0.147,0.088,391.0
Joaslovesallah,Canadian00,1,1426.0,45.01,13105.0,1799.0,1796.0,1785.0,40.984,55.738,3.279,61.0,35.938,59.375,4.688,64.0,D00,C44,B50,C60,0.146,0.625,0.208,0.278,0.139,0.569,456.0
tryharder17,BerdugoAk7,1,2198.0,46.87,1896.0,2404.0,2404.0,2393.0,52.459,37.705,9.836,61.0,57.812,37.5,4.688,64.0,C00,D35,A14,D11,0.188,0.478,0.319,0.404,0.489,0.106,266.0
AlfredCharlesjunior,RuisKPG,-1,992.0,45.03,3363.0,1749.0,1581.0,1312.0,42.424,56.061,1.515,66.0,49.153,50.847,0.0,59.0,C20,B01,C44,C46,0.351,0.351,0.263,0.164,0.657,0.03,254.0
ILAVARASAN_OFFI,zurdogalvez,-1,1913.0,45.01,25416.0,2594.0,2499.0,2447.0,48.387,41.935,9.677,62.0,46.032,46.032,7.937,63.0,B01,B23,C62,D04,0.237,0.508,0.237,0.327,0.273,0.382,275.0
therookienumbers,Aavelez20,1,1895.0,45.54,2429.0,2246.0,2194.0,2191.0,38.71,58.065,3.226,62.0,47.619,50.794,1.587,63.0,B30,C64,B44,D40,0.222,0.667,0.111,0.147,0.456,0.368,366.0
halwapuri00,ndamutm,1,1500.0,500.0,11.0,0.0,0.0,0.0,20.0,60.0,20.0,5.0,50.0,50.0,0.0,6.0,C41,B01,B01,D20,0.25,0.75,0.0,0.333,0.333,0.333,164.0
SpeedyGonzales7,StrategicMindMaster,1,2271.0,45.18,1279.0,2428.0,2411.0,2400.0,50.0,41.935,8.065,62.0,31.746,63.492,4.762,63.0,B21,C01,D14,D79,0.137,0.569,0.235,0.242,0.485,0.273,269.0
munif_taz,proffesor26,0,1011.0,45.27,580.0,1399.0,1382.0,1329.0,50.0,43.333,6.667,60.0,44.615,52.308,3.077,65.0,C41,C42,A22,A00,0.356,0.458,0.186,0.35,0.433,0.2,336.0
vvoix,VexdehodGAZ,-1,1910.0,45.24,12893.0,2171.0,2169.0,2160.0,53.333,41.667,5.0,60.0,49.231,46.154,4.615,65.0,C02,C00,C62,A48,0.094,0.75,0.109,0.055,0.745,0.164,495.0
JermaineEzra,caballosdefuerza,-1,1407.0,64.59,1266.0,1609.0,1575.0,1574.0,56.452,41.935,1.613,62.0,46.032,52.381,1.587,63.0,A40,C42,C26,B08,0.203,0.344,0.422,0.797,0.051,0.153,283.0
Diyapatil1234,R3w1nd_AUT,-1,779.0,45.19,452.0,930.0,930.0,923.0,53.226,41.935,4.839,62.0,36.508,60.317,3.175,63.0,C20,B01,A07,A04,0.446,0.25,0.179,0.453,0.516,0.031,488.0
jorge001,,401,1500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
