user_id,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_user_blitz_total_games,op_user_best_win_1,op_user_best_win_2,op_user_best_win_3
x_dasket_x,proffitt20,1,33.0,62.0,5.0,100.0,1004.0,57.143,42.857,0.0,14.0,25.0,68.75,6.25,16.0,C02,D00,C24,B06,0.333,0.5,0.167,0.118,0.647,0.176,285.0,79.38,30.0,1264.0,1176.0,1171.0
MakLav,Ahmad_altamimi,1,59.0,34.0,7.0,100.0,1762.0,45.0,48.333,6.667,60.0,44.615,50.769,4.615,65.0,D00,C46,D06,B12,0.268,0.375,0.357,0.323,0.661,0.0,200.0,45.08,30313.0,1925.0,1862.0,1860.0
musifii,ahmadyas_ser,-1,58.0,41.0,0.0,87.0,1397.0,51.22,46.341,2.439,41.0,57.895,36.842,5.263,38.0,C50,A40,B50,C21,0.279,0.558,0.093,0.273,0.576,0.121,245.0,68.06,78.0,1541.0,1527.0,1521.0
FearP,Fz10001,-1,60.0,35.0,5.0,100.0,1459.0,40.0,56.923,3.077,65.0,41.667,55.0,3.333,60.0,A00,C00,D31,C00,0.314,0.431,0.216,0.314,0.543,0.014,195.0,49.51,3596.0,1855.0,1818.0,1805.0
lwalit00917,Shmjak,-1,53.0,43.0,4.0,100.0,2036.0,44.444,44.444,11.111,45.0,46.809,42.553,10.638,47.0,A04,A05,E73,A00,0.167,0.69,0.143,0.2,0.675,0.125,234.0,51.78,92.0,2192.0,2164.0,2163.0
chzplay,Luisalbertario,-1,47.0,53.0,0.0,100.0,1632.0,39.062,54.688,6.25,64.0,39.344,57.377,3.279,61.0,B40,D06,A84,A00,0.224,0.306,0.449,0.257,0.329,0.214,320.0,53.85,10623.0,2595.0,2426.0,2379.0
Lucasbelle,rich2db,-1,47.0,52.0,1.0,100.0,1177.0,45.312,50.0,4.688,64.0,42.623,50.82,6.557,61.0,C40,C50,C21,D05,0.4,0.327,0.2,0.206,0.444,0.286,381.0,57.77,130.0,1709.0,1679.0,1403.0
Leo464,jldep,-1,41.0,56.0,2.0,100.0,1110.0,53.448,43.103,3.448,58.0,41.791,53.731,4.478,67.0,B10,B12,D10,D24,0.339,0.492,0.119,0.344,0.377,0.049,396.0,72.9,219.0,1357.0,1343.0,1311.0
SoobPL,michfi20,1,30.0,60.0,10.0,100.0,692.0,75.806,19.355,4.839,62.0,71.429,25.397,3.175,63.0,B20,A00,C01,C02,0.62,0.337,0.033,0.286,0.714,0.0,255.0,124.97,1092.0,1902.0,1837.0,1822.0
realproto,,401,0.0,0.0,0.0,0.0,1500.0,42.593,57.407,0.0,54.0,49.296,45.07,5.634,71.0,A00,B06,A28,A01,0.31,0.483,0.172,0.159,0.698,0.143,326.0,112.96,635.0,2150.0,2124.0,2085.0
Dragonslayer1230986,,401,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,2.0,B20,C31,C31,B20,0.0,1.0,0.0,0.0,0.0,1.0,776.0,335.82,2.0,0.0,0.0,0.0
Elito29,benitosalazarr999,1,39.0,51.0,10.0,100.0,1953.0,53.125,34.375,12.5,64.0,50.82,42.623,6.557,61.0,C42,B23,A01,B06,0.215,0.538,0.246,0.042,0.583,0.375,370.0,59.67,2844.0,2878.0,2821.0,2819.0
Potapov1973,WDRNE,-1,49.0,50.0,1.0,100.0,1838.0,46.667,46.667,6.667,60.0,35.385,61.538,3.077,65.0,B20,C24,A46,D31,0.216,0.529,0.235,0.206,0.5,0.294,346.0,57.71,3025.0,2067.0,2008.0,2008.0
Alby_boy,s243,1,54.0,43.0,3.0,100.0,1286.0,52.174,36.232,11.594,69.0,55.357,39.286,5.357,56.0,C44,C45,A04,D55,0.343,0.478,0.149,0.894,0.064,0.043,374.0,89.57,329.0,1339.0,1299.0,1292.0
Askar2332,Edi_simon,1,38.0,61.0,1.0,100.0,1525.0,62.295,36.066,1.639,61.0,51.562,45.312,3.125,64.0,C50,C20,C24,A41,0.423,0.423,0.141,0.392,0.431,0.137,233.0,45.09,2665.0,1697.0,1674.0,1673.0
harryninjago,Shubham98,1,46.0,52.0,2.0,100.0,1479.0,52.381,44.444,3.175,63.0,41.935,56.452,1.613,62.0,D00,A40,A22,C56,0.169,0.508,0.254,0.286,0.683,0.032,266.0,54.55,132.0,1872.0,1784.0,1776.0
idreezbaba,Hm1993,1,43.0,54.0,3.0,100.0,1649.0,44.444,50.794,4.762,63.0,50.0,46.774,3.226,62.0,B10,B01,B00,C44,0.254,0.271,0.356,0.18,0.115,0.459,274.0,45.48,10013.0,1977.0,1969.0,1967.0
LuandaGambit,DrunkHeismanberg,-1,42.0,56.0,2.0,100.0,1473.0,59.375,39.062,1.562,64.0,49.18,44.262,6.557,61.0,A04,A09,B53,D00,0.309,0.309,0.338,0.308,0.558,0.135,229.0,83.25,626.0,1570.0,1545.0,1541.0
RS3123,venoms133,-1,61.0,37.0,2.0,100.0,2028.0,48.333,43.333,8.333,60.0,50.769,47.692,1.538,65.0,C20,C50,C21,D00,0.387,0.29,0.306,0.421,0.474,0.07,236.0,64.32,2117.0,2229.0,2183.0,2156.0
l_1ar007,Robertocrata,-1,48.0,48.0,4.0,100.0,1455.0,61.017,37.288,1.695,59.0,54.545,37.879,7.576,66.0,C00,C21,C52,D35,0.306,0.514,0.167,0.255,0.532,0.191,362.0,45.69,359.0,1500.0,1436.0,1431.0
ParticipantOfChess,KTMEST,1,42.0,56.0,1.0,100.0,816.0,35.385,58.462,6.154,65.0,40.0,56.667,3.333,60.0,C20,A00,B23,A46,0.404,0.277,0.319,0.125,0.486,0.389,263.0,64.19,326.0,962.0,947.0,933.0
DIAChessClubStudies,Lucy2007,1,40.0,52.0,8.0,100.0,1683.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,B10,A40,B10,A40,1.0,0.0,0.0,0.0,0.0,0.0,817.0,500.0,2.0,0.0,0.0,0.0
sunnno,magun4040,1,47.0,47.0,6.0,100.0,1781.0,43.478,52.174,4.348,23.0,62.5,33.333,4.167,24.0,B00,B12,A09,A40,0.28,0.52,0.2,0.65,0.25,0.1,349.0,58.89,47.0,1922.0,1837.0,1818.0
undercovernerd,Konstvik2112,1,62.0,32.0,6.0,100.0,2051.0,54.545,37.879,7.576,66.0,54.237,33.898,11.864,59.0,A45,D00,C52,C30,0.103,0.618,0.279,0.333,0.511,0.156,468.0,45.25,14120.0,2496.0,2392.0,2391.0
algenal,Koenigsmoerder_007,-1,74.0,19.0,7.0,100.0,1817.0,55.738,40.984,3.279,61.0,34.375,64.062,1.562,64.0,B00,A04,B06,A00,0.446,0.446,0.071,0.379,0.242,0.348,375.0,124.17,175.0,1803.0,1785.0,1759.0
Pinguin007,gox97,-1,48.0,49.0,3.0,100.0,2001.0,41.27,55.556,3.175,63.0,45.161,50.0,4.839,62.0,B23,B03,A00,C40,0.167,0.685,0.148,0.424,0.5,0.061,316.0,45.41,18988.0,2699.0,2504.0,2474.0
Aurelio-Cassillas,umeshnayak,1,48.0,47.0,5.0,100.0,1164.0,44.068,55.932,0.0,59.0,40.909,54.545,4.545,66.0,C41,D00,C29,B12,0.34,0.472,0.151,0.217,0.58,0.174,542.0,84.88,1475.0,1645.0,1595.0,1480.0
angelmarcos,,401,0.0,0.0,0.0,0.0,1500.0,12.5,87.5,0.0,8.0,12.5,87.5,0.0,8.0,A40,A00,D00,B00,0.5,0.0,0.0,0.571,0.071,0.357,202.0,163.79,16.0,0.0,0.0,0.0
crayala,,401,0.0,0.0,0.0,0.0,1500.0,46.774,48.387,4.839,62.0,41.27,58.73,0.0,63.0,B01,B00,C20,A07,0.164,0.509,0.327,0.134,0.642,0.104,260.0,65.63,10401.0,2083.0,2083.0,2070.0
ThatIsNotGood,Reszetow,-1,39.0,54.0,7.0,100.0,1663.0,52.727,47.273,0.0,55.0,38.571,58.571,2.857,70.0,B21,B40,B02,D32,0.339,0.464,0.179,0.075,0.448,0.463,309.0,83.29,1278.0,2064.0,2062.0,2049.0
Jamal4006,Baffaccio,-1,52.0,44.0,4.0,100.0,1622.0,22.222,77.778,0.0,9.0,54.545,45.455,0.0,11.0,D00,A10,B23,D31,0.25,0.125,0.625,0.167,0.75,0.0,302.0,84.65,20.0,1776.0,1697.0,1682.0
Ayazasgarov,Dominik0412,-1,45.0,51.0,4.0,100.0,1013.0,57.143,38.095,4.762,63.0,51.613,45.161,3.226,62.0,C20,B01,B20,A10,0.309,0.353,0.206,0.596,0.173,0.192,309.0,122.88,3505.0,1106.0,1100.0,1095.0
Blackermj,kadir33511,-1,41.0,53.0,6.0,100.0,1414.0,36.508,55.556,7.937,63.0,40.323,51.613,8.065,62.0,A00,C00,C61,A43,0.312,0.438,0.188,0.567,0.328,0.06,255.0,45.01,4957.0,1971.0,1958.0,1837.0
Tamaninja,PeacefulOlivia,1,29.0,67.0,2.0,78.0,1248.0,57.627,42.373,0.0,59.0,50.0,46.97,3.03,66.0,D02,B00,D01,A30,0.403,0.463,0.134,0.143,0.661,0.196,551.0,52.93,2765.0,1561.0,1537.0,1535.0
Composite99,Adan1234,-1,32.0,67.0,1.0,100.0,1977.0,59.322,38.983,1.695,59.0,43.939,54.545,1.515,66.0,B32,B02,C10,C20,0.078,0.531,0.391,0.322,0.61,0.034,214.0,122.32,2002.0,2021.0,1990.0,1990.0
PRABIR03,Okunmuyo,1,34.0,52.0,14.0,100.0,534.0,31.818,68.182,0.0,44.0,27.027,72.973,0.0,37.0,A00,C20,A84,D04,0.417,0.375,0.167,0.175,0.421,0.316,320.0,57.59,79.0,881.0,791.0,771.0
hakona123,kbb1978,-1,49.0,47.0,4.0,100.0,1069.0,46.667,50.0,3.333,30.0,46.667,53.333,0.0,30.0,D00,C20,A53,C22,0.429,0.429,0.071,0.29,0.29,0.29,382.0,191.45,60.0,1166.0,1159.0,1131.0
AmanAly,eightball66,-1,42.0,56.0,2.0,100.0,1187.0,0.0,50.0,50.0,2.0,0.0,100.0,0.0,1.0,C47,B01,C47,B01,0.0,0.0,0.0,1.0,0.0,0.0,488.0,241.65,3.0,0.0,0.0,0.0
DanilAleks,U_Knapp,-1,52.0,44.0,4.0,100.0,1864.0,71.429,20.635,7.937,63.0,58.065,30.645,11.29,62.0,nonStandard,D02,A14,B32,0.259,0.556,0.16,0.0,0.844,0.156,378.0,45.1,18209.0,2589.0,2571.0,2515.0
JJK-SatoruGojo,jowi59,1,42.0,53.0,5.0,100.0,1761.0,56.25,33.333,10.417,48.0,55.556,31.111,13.333,45.0,C00,nonStandard,B40,D05,0.404,0.442,0.154,0.333,0.5,0.133,298.0,60.25,93.0,1752.0,1734.0,1721.0
Slartibartfas42,remix44,-1,44.0,51.0,5.0,100.0,1874.0,66.667,33.333,0.0,3.0,50.0,50.0,0.0,4.0,A02,B00,B07,A00,0.0,0.75,0.25,0.333,0.667,0.0,373.0,137.29,7.0,2048.0,1887.0,1851.0
interpretivechess,hr-abdolrahimi,1,42.0,55.0,3.0,100.0,1739.0,50.794,42.857,6.349,63.0,40.323,51.613,8.065,62.0,A09,A43,B28,D02,0.298,0.614,0.088,0.186,0.78,0.0,318.0,45.18,6372.0,1998.0,1996.0,1977.0
zahlmir123,Teowlingquan,-1,44.0,44.0,12.0,100.0,790.0,0.0,100.0,0.0,7.0,0.0,100.0,0.0,4.0,C57,B01,B01,A06,0.0,0.0,0.0,0.364,0.455,0.182,291.0,135.26,11.0,0.0,0.0,0.0
Hidrex,Daler_chess,-1,47.0,52.0,1.0,100.0,1725.0,46.875,50.0,3.125,64.0,47.541,40.984,11.475,61.0,A40,A01,A04,D38,0.339,0.492,0.119,0.263,0.158,0.579,280.0,57.89,376.0,1757.0,1740.0,1732.0
gozhm,ELO2789,-1,51.0,47.0,2.0,100.0,1612.0,46.667,46.667,6.667,60.0,44.615,53.846,1.538,65.0,C41,C00,A00,B45,0.228,0.491,0.228,0.222,0.587,0.175,370.0,53.12,12700.0,1958.0,1899.0,1817.0
Hans_C17,Moderate4000,-1,92.0,7.0,0.0,39.0,2263.0,30.159,57.143,12.698,63.0,46.774,48.387,4.839,62.0,A10,A40,nonStandard,B12,0.271,0.458,0.208,0.439,0.47,0.045,312.0,57.25,976.0,2347.0,2323.0,2318.0
Sasha098830,GonIriarte,-1,39.0,56.0,5.0,100.0,1242.0,44.615,46.154,9.231,65.0,51.667,40.0,8.333,60.0,B01,C20,C00,C46,0.467,0.167,0.233,0.315,0.463,0.111,275.0,68.37,215.0,1257.0,1185.0,1181.0
CoreyRigley,IronBreath,1,48.0,47.0,5.0,100.0,1603.0,44.643,44.643,10.714,56.0,39.13,46.377,14.493,69.0,C41,C20,C33,D04,0.173,0.519,0.288,0.667,0.158,0.175,254.0,45.09,11058.0,1833.0,1819.0,1818.0
Maxime109,Zouhairelasri,-1,46.0,51.0,3.0,100.0,1921.0,53.226,41.935,4.839,62.0,47.619,42.857,9.524,63.0,B00,A00,A40,C11,0.286,0.317,0.381,0.358,0.302,0.34,257.0,57.67,1826.0,2419.0,2249.0,2249.0
KrishNaduvam,Ardente-Patience,-1,61.0,34.0,5.0,100.0,1683.0,19.355,80.645,0.0,62.0,20.635,76.19,3.175,63.0,C50,B01,A25,A06,0.2,0.56,0.24,0.061,0.643,0.296,412.0,47.27,2572.0,2012.0,2001.0,1980.0
Anderson_Chung,suparyono,-1,49.0,43.0,8.0,100.0,1996.0,55.0,40.0,5.0,60.0,38.462,52.308,9.231,65.0,A40,A45,C20,C33,0.224,0.483,0.293,0.672,0.224,0.086,315.0,58.68,502.0,2399.0,2379.0,2240.0
Jeremongaa,Sashylik,-1,60.0,38.0,2.0,100.0,2051.0,54.098,36.066,9.836,61.0,54.688,35.938,9.375,64.0,B30,B23,D87,C40,0.265,0.426,0.279,0.444,0.267,0.267,388.0,75.16,664.0,2177.0,2130.0,2116.0
HenrykV,Oswaldof,-1,50.0,44.0,6.0,100.0,1912.0,34.921,60.317,4.762,63.0,48.387,45.161,6.452,62.0,B00,A40,A02,A01,0.442,0.269,0.288,0.667,0.167,0.167,276.0,63.04,1750.0,2383.0,2329.0,2328.0
Dr_tron101,aizchess,-1,39.0,56.0,5.0,100.0,1547.0,45.902,45.902,8.197,61.0,51.562,42.188,6.25,64.0,C25,C50,A21,A02,0.246,0.525,0.197,0.345,0.564,0.091,223.0,53.99,1688.0,1722.0,1722.0,1698.0
Dhruv_india,DahonKV44,-1,44.0,49.0,7.0,100.0,1659.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,C34,,C34,,0.0,0.0,0.0,1.0,0.0,0.0,364.0,324.56,1.0,0.0,0.0,0.0
G_SlamDunk_G,MOLKJHGH,-1,47.0,52.0,1.0,100.0,1009.0,21.429,64.286,14.286,14.0,63.158,36.842,0.0,19.0,C20,C00,C64,C23,0.467,0.533,0.0,0.562,0.438,0.0,274.0,124.22,33.0,1183.0,1177.0,1104.0
Lordfares10,Timon1984,-1,76.0,17.0,7.0,100.0,2181.0,66.667,30.159,3.175,63.0,45.161,48.387,6.452,62.0,A01,B06,B22,D01,0.171,0.529,0.286,0.408,0.49,0.102,250.0,48.95,858.0,2099.0,1969.0,1960.0
BlackGrape18,sametbitiss,-1,52.0,46.0,2.0,100.0,1684.0,47.619,49.206,3.175,63.0,35.484,62.903,1.613,62.0,B20,B30,A04,A02,0.365,0.346,0.288,0.2,0.457,0.114,220.0,45.08,1453.0,1966.0,1947.0,1946.0
XLREIGHT,tigosc,1,48.0,51.0,1.0,100.0,1569.0,46.032,53.968,0.0,63.0,40.323,58.065,1.613,62.0,A10,A20,A21,A36,0.463,0.37,0.148,0.057,0.071,0.871,295.0,45.51,1345.0,2240.0,2183.0,2142.0
SA_khdran,Kossaibayev,-1,46.0,51.0,3.0,100.0,1567.0,40.0,60.0,0.0,10.0,42.857,57.143,0.0,7.0,C44,B01,C48,B00,0.857,0.0,0.143,0.1,0.8,0.1,239.0,109.93,17.0,1660.0,1658.0,1656.0
DemircanAydemir,I125,-1,45.0,53.0,2.0,100.0,1524.0,40.0,47.692,12.308,65.0,40.0,55.0,5.0,60.0,A40,C50,B10,B51,0.3,0.5,0.18,0.375,0.578,0.031,192.0,60.9,650.0,1864.0,1813.0,1727.0
Olim1998,dhoom_thatha,1,43.0,56.0,0.0,69.0,1745.0,43.75,54.688,1.562,64.0,36.066,60.656,3.279,61.0,C41,C25,A00,B45,0.34,0.5,0.16,0.056,0.861,0.069,188.0,47.44,3761.0,1912.0,1886.0,1885.0
icsk,BairKhamnuev,-1,46.0,50.0,4.0,100.0,1576.0,39.655,55.172,5.172,58.0,32.836,61.194,5.97,67.0,C50,C44,B27,B40,0.267,0.467,0.244,0.137,0.644,0.164,422.0,53.69,4261.0,1922.0,1888.0,1887.0
HdiNik70,esegundo,-1,50.0,46.0,4.0,100.0,967.0,50.0,42.424,7.576,66.0,40.678,54.237,5.085,59.0,C23,C40,C22,C28,0.351,0.404,0.193,0.95,0.0,0.05,339.0,46.91,1276.0,1101.0,1069.0,1038.0
ljseixas,asesinodespiadado,-1,50.0,48.0,2.0,100.0,1256.0,46.032,50.794,3.175,63.0,37.097,59.677,3.226,62.0,C50,C42,D06,C22,0.173,0.519,0.25,0.072,0.754,0.174,315.0,77.83,3057.0,1484.0,1468.0,1457.0
mukund97,Srenevasan,-1,56.0,42.0,2.0,100.0,1714.0,56.0,36.0,8.0,25.0,22.222,50.0,27.778,18.0,C48,A45,C41,B01,0.389,0.444,0.167,0.167,0.722,0.056,271.0,186.44,43.0,2071.0,2041.0,1945.0
LeandroKazimierski,Limokunali04,-1,47.0,46.0,7.0,100.0,1980.0,57.143,36.508,6.349,63.0,50.0,45.161,4.839,62.0,B15,B10,E90,B56,0.299,0.373,0.313,0.294,0.588,0.098,374.0,45.57,3778.0,2352.0,2334.0,2321.0
Tim33-pro,TrenboloneySandwich,-1,44.0,54.0,2.0,100.0,982.0,16.667,77.778,5.556,18.0,22.222,77.778,0.0,18.0,A10,A40,C22,A25,0.143,0.571,0.286,0.214,0.679,0.071,244.0,69.22,36.0,1525.0,1297.0,1117.0
LLNAGM,Riparbella1959,1,0.0,0.0,0.0,0.0,,56.25,39.062,4.688,64.0,60.656,34.426,4.918,61.0,A40,D00,A04,D02,0.247,0.425,0.301,0.435,0.37,0.174,269.0,57.08,308.0,2100.0,2066.0,2060.0
goplay,beogradsurcin,1,47.0,49.0,4.0,100.0,1465.0,57.377,42.623,0.0,61.0,51.562,46.875,1.562,64.0,D02,A40,A48,C55,0.426,0.382,0.176,0.482,0.321,0.161,316.0,46.36,2006.0,1734.0,1524.0,1524.0
MrCoriolis,obilv,1,49.0,39.0,12.0,100.0,2451.0,51.613,41.935,6.452,62.0,49.206,41.27,9.524,63.0,C42,B32,A10,C05,0.127,0.73,0.143,0.154,0.635,0.212,422.0,45.0,1225.0,2544.0,2503.0,2489.0
Nadavian_Wolf,armbreaker84,-1,50.0,42.0,8.0,100.0,2268.0,42.029,50.725,7.246,69.0,64.286,32.143,3.571,56.0,B10,B00,D10,A84,0.415,0.369,0.215,0.453,0.509,0.038,282.0,47.58,1794.0,2380.0,2366.0,2365.0
Presoo97,MSALAJEEL,-1,52.0,45.0,3.0,100.0,1623.0,40.625,54.688,4.688,64.0,52.459,45.902,1.639,61.0,C42,B23,D85,A48,0.155,0.724,0.103,0.159,0.683,0.143,375.0,57.16,911.0,1742.0,1739.0,1738.0
vaajesh,AlexCala21,1,46.0,50.0,4.0,100.0,1437.0,39.13,55.072,5.797,69.0,46.429,50.0,3.571,56.0,A40,C41,C50,D08,0.264,0.509,0.208,0.106,0.742,0.136,352.0,45.44,2997.0,1699.0,1607.0,1603.0
Chefjohn,bsTakashi,1,45.0,53.0,2.0,100.0,1225.0,42.857,52.381,4.762,63.0,53.226,43.548,3.226,62.0,C42,C50,C53,C54,0.3,0.467,0.2,0.217,0.533,0.2,351.0,196.02,141.0,1528.0,1510.0,1497.0
umeshsuresh232,vasu21,1,0.0,100.0,0.0,21.0,1022.0,100.0,0.0,0.0,2.0,0.0,100.0,0.0,1.0,nonStandard,A00,nonStandard,A00,1.0,0.0,0.0,0.0,1.0,0.0,55.0,302.43,3.0,0.0,0.0,0.0
Kdhojo,merstam,-1,39.0,60.0,1.0,100.0,1360.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,2.0,C00,B02,C00,B02,0.0,0.0,0.0,0.0,0.667,0.0,144.0,246.02,3.0,0.0,0.0,0.0
grigo_77,Elsvt24,-1,41.0,51.0,8.0,100.0,1317.0,47.541,42.623,9.836,61.0,40.625,50.0,9.375,64.0,D00,C50,B23,B32,0.455,0.309,0.182,0.517,0.379,0.103,344.0,51.55,151.0,1401.0,1365.0,1324.0
Skaur,bogdanfuzik,1,42.0,55.0,3.0,100.0,923.0,43.103,53.448,3.448,58.0,56.716,37.313,5.97,67.0,D00,A40,A07,A50,0.302,0.175,0.492,0.571,0.196,0.232,290.0,46.97,2496.0,1479.0,1235.0,1212.0
MRG1441,hmmmmmmyld,-1,44.0,53.0,3.0,100.0,1117.0,51.562,46.875,1.562,64.0,50.82,47.541,1.639,61.0,B01,D00,C41,C42,0.234,0.562,0.172,0.136,0.763,0.102,324.0,88.08,536.0,1220.0,1218.0,1214.0
Azucena1258,michaelra00,0,56.0,40.0,3.0,100.0,1178.0,64.062,31.25,4.688,64.0,50.82,47.541,1.639,61.0,A00,B00,A01,A45,0.319,0.208,0.431,0.633,0.02,0.265,267.0,45.03,5479.0,1849.0,1793.0,1785.0
MaximMaxim111,temangsang,-1,55.0,43.0,2.0,100.0,1540.0,50.769,49.231,0.0,65.0,55.0,43.333,1.667,60.0,B20,B01,A13,C42,0.333,0.53,0.106,0.103,0.828,0.034,306.0,49.27,3570.0,1673.0,1665.0,1663.0
sahy31,Russia2008,1,46.0,48.0,6.0,100.0,2018.0,48.438,46.875,4.688,64.0,45.902,47.541,6.557,61.0,A40,B10,D30,B02,0.339,0.441,0.169,0.356,0.186,0.441,377.0,50.65,14800.0,2415.0,2400.0,2372.0
naughtymikassa,Kovsar74,-1,53.0,46.0,1.0,100.0,1922.0,55.738,40.984,3.279,61.0,48.438,45.312,6.25,64.0,C00,B01,B02,B46,0.262,0.554,0.185,0.259,0.574,0.111,231.0,68.64,458.0,2014.0,1977.0,1928.0
rezamir,king_d4e4,1,42.0,57.0,0.0,7.0,1346.0,45.161,51.613,3.226,62.0,44.444,52.381,3.175,63.0,B20,C44,A36,B00,0.321,0.5,0.143,0.215,0.585,0.2,222.0,47.85,896.0,1660.0,1658.0,1631.0
amaimask,davyseal,-1,69.0,27.0,4.0,100.0,1376.0,58.824,35.294,5.882,51.0,45.946,52.703,1.351,74.0,D02,C00,D11,C25,0.297,0.5,0.188,0.14,0.737,0.123,323.0,148.43,406.0,2095.0,1809.0,1507.0
sashaLetoho,igor201504,-1,62.0,34.0,4.0,100.0,1449.0,51.471,45.588,2.941,68.0,40.351,56.14,3.509,57.0,C50,C53,D06,B03,0.672,0.224,0.103,0.365,0.603,0.016,442.0,57.42,237.0,1747.0,1733.0,1654.0
Sutarco,Maayouf,-1,0.0,0.0,0.0,0.0,1627.0,100.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,C36,B00,B00,C36,1.0,0.0,0.0,0.0,1.0,0.0,368.0,264.86,2.0,0.0,0.0,0.0
ISpitHandSignsAllDay,Naeim_abazari,1,46.0,45.0,9.0,100.0,1444.0,80.0,20.0,0.0,5.0,66.667,33.333,0.0,3.0,A40,D00,D00,B21,0.333,0.333,0.167,0.0,1.0,0.0,414.0,136.41,8.0,1441.0,1357.0,1259.0
Jorrre,X-2021,-1,49.0,41.0,10.0,100.0,1881.0,53.731,31.343,14.925,67.0,50.0,50.0,0.0,58.0,C45,B20,D80,E70,0.169,0.631,0.185,0.42,0.5,0.08,353.0,64.34,4397.0,2072.0,2013.0,1966.0
RaZHaree,SillySillyman,1,47.0,49.0,4.0,100.0,1940.0,52.632,42.105,5.263,38.0,30.303,66.667,3.03,33.0,A40,B10,A00,C55,0.233,0.633,0.1,0.368,0.395,0.237,311.0,62.72,71.0,2158.0,2076.0,2037.0
Escalibur120,tvanoost1999,-1,61.0,37.0,2.0,100.0,1176.0,48.889,48.889,2.222,45.0,51.282,48.718,0.0,39.0,C20,C41,A00,B06,0.238,0.548,0.143,0.268,0.268,0.39,438.0,110.42,84.0,1409.0,1353.0,1337.0
szakal185,AlexeyPron,-1,48.0,47.0,5.0,100.0,1233.0,47.541,47.541,4.918,61.0,43.75,54.688,1.562,64.0,B01,D00,A10,A06,0.228,0.596,0.14,0.109,0.844,0.031,233.0,63.27,1622.0,1260.0,1217.0,1176.0
um15591559,KrisTelle,1,45.0,53.0,1.0,83.0,1170.0,59.091,29.545,11.364,44.0,42.222,48.889,8.889,45.0,C50,C20,C48,D06,0.489,0.311,0.133,0.2,0.171,0.543,365.0,150.24,89.0,1146.0,1144.0,1124.0
KHAVIN_S,Chesspippo_1994,-1,61.0,35.0,4.0,100.0,1527.0,55.0,45.0,0.0,60.0,44.615,53.846,1.538,65.0,B00,A00,A03,C60,0.355,0.5,0.113,0.274,0.613,0.048,290.0,88.46,243.0,1918.0,1693.0,1570.0
ata-razavi,Nethsara200612,-1,30.0,67.0,3.0,100.0,1435.0,28.333,70.0,1.667,60.0,20.0,75.385,4.615,65.0,nonStandard,C50,C45,C48,0.433,0.4,0.1,0.516,0.231,0.231,459.0,115.44,585.0,2198.0,1817.0,1815.0
de_nurja79,EMandima,-1,44.0,50.0,6.0,100.0,1723.0,54.545,40.909,4.545,66.0,49.153,42.373,8.475,59.0,B30,C41,B46,B13,0.308,0.508,0.185,0.346,0.365,0.288,379.0,54.99,4927.0,2072.0,2065.0,2061.0
Dhaigudeshivansh,EriSiamz001,-1,51.0,47.0,2.0,100.0,1950.0,36.207,55.172,8.621,58.0,40.299,56.716,2.985,67.0,C00,C02,B32,C07,0.396,0.354,0.167,0.543,0.3,0.129,319.0,143.78,146.0,1476.0,1432.0,1393.0
amir2434amir2434,ToxicGerbil,-1,47.0,52.0,1.0,100.0,938.0,31.25,68.75,0.0,16.0,40.0,55.0,5.0,20.0,C42,C40,A21,C22,0.615,0.308,0.077,0.682,0.227,0.091,391.0,80.04,36.0,1382.0,1193.0,1119.0
IamBetterThenU69,ugougo59,-1,48.0,41.0,11.0,100.0,1080.0,56.604,37.736,5.66,53.0,33.333,61.538,5.128,39.0,D00,A40,D01,C50,0.465,0.442,0.093,0.136,0.523,0.159,287.0,162.05,79.0,1138.0,1135.0,1084.0
kd8us8,Falcon915,-1,64.0,27.0,9.0,100.0,1158.0,41.176,52.941,5.882,17.0,20.0,65.0,15.0,20.0,A00,A40,B10,A00,0.273,0.182,0.364,1.0,0.0,0.0,487.0,122.7,37.0,909.0,893.0,880.0
Olga-1966,andrey31011972,-1,33.0,61.0,6.0,100.0,1544.0,45.588,50.0,4.412,68.0,40.351,52.632,7.018,57.0,C00,A20,C62,D30,0.259,0.519,0.204,0.078,0.656,0.188,359.0,48.26,10226.0,2551.0,2312.0,2303.0
Chancho-o-o,tomii003,1,42.0,55.0,3.0,100.0,1864.0,53.448,39.655,6.897,58.0,47.761,49.254,2.985,67.0,B23,B50,D31,C13,0.206,0.444,0.333,0.125,0.714,0.161,373.0,73.26,1967.0,1958.0,1944.0,1934.0
