user_id,win_rate,lose_rate,draw_rate,game_count,blitz_rating,rating_bin,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
Zeddex,62.0,37.0,0.0,24.0,1610.0,1600-1619,59.322,35.593,5.085,59.0,46.97,51.515,1.515,66.0,B00,A04,A43,A03,0.242,0.515,0.182,0.382,0.545,0.073,379.0
mdaraJoe,28.0,69.0,3.0,100.0,1744.0,1740-1759,33.333,58.333,8.333,60.0,43.077,56.923,0.0,65.0,B01,B20,A28,D02,0.271,0.354,0.292,0.597,0.042,0.333,263.0
phil03,17.0,81.0,2.0,100.0,1207.0,1200-1219,21.667,76.667,1.667,60.0,20.0,80.0,0.0,65.0,nonStandard,C23,B40,C62,0.308,0.308,0.231,0.143,0.592,0.224,270.0
shtz45,36.0,52.0,12.0,100.0,1319.0,1300-1319,57.143,38.095,4.762,63.0,35.484,51.613,12.903,62.0,D00,D01,A16,C40,0.155,0.328,0.5,0.429,0.464,0.089,255.0
Floyd22,49.0,48.0,3.0,100.0,1769.0,1760-1779,46.154,49.231,4.615,65.0,50.0,46.667,3.333,60.0,B01,C30,C21,C00,0.383,0.383,0.15,0.183,0.417,0.4,263.0
schachjoni,48.0,48.0,4.0,100.0,1564.0,1560-1579,52.459,45.902,1.639,61.0,45.312,48.438,6.25,64.0,B01,C44,C47,C55,0.197,0.41,0.377,0.288,0.627,0.068,220.0
PHANTOM13,50.0,50.0,0.0,6.0,1095.0,1080-1099,0.0,100.0,0.0,1.0,0.0,66.667,33.333,3.0,D20,C23,D20,C23,0.0,0.0,0.0,1.0,0.0,0.0,557.0
ps75757,50.0,50.0,0.0,6.0,1728.0,1720-1739,57.576,39.394,3.03,66.0,38.983,59.322,1.695,59.0,C00,C44,C40,B19,0.311,0.508,0.131,0.41,0.508,0.066,330.0
GoodUse,51.0,46.0,3.0,100.0,1474.0,1460-1479,44.444,50.794,4.762,63.0,54.839,43.548,1.613,62.0,C00,C02,D50,B02,0.21,0.645,0.097,0.305,0.475,0.22,424.0
Mr_Not_So_Great,0.0,100.0,0.0,3.0,1455.0,1440-1459,46.269,47.761,5.97,67.0,44.828,50.0,5.172,58.0,D00,D02,A43,A46,0.263,0.491,0.193,0.197,0.525,0.279,412.0
EJLIGAS05,33.0,63.0,4.0,100.0,2012.0,2000-2019,43.86,49.123,7.018,57.0,30.882,66.176,2.941,68.0,A01,A45,C01,E21,0.217,0.543,0.217,0.137,0.685,0.178,376.0
Gnojniy1312,56.0,43.0,1.0,100.0,970.0,960-979,50.769,49.231,0.0,65.0,53.333,45.0,1.667,60.0,C20,C50,C02,C42,0.431,0.292,0.246,0.169,0.322,0.492,277.0
carlsen31carlsen,14.0,85.0,0.0,21.0,1501.0,1500-1519,54.098,44.262,1.639,61.0,46.875,53.125,0.0,64.0,A40,C50,E60,A06,0.333,0.381,0.27,0.492,0.18,0.164,245.0
spidergirl,60.0,40.0,0.0,30.0,1500.0,1480-1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fstyoun2,32.0,65.0,3.0,100.0,1456.0,1440-1459,31.746,63.492,4.762,63.0,37.097,59.677,3.226,62.0,A40,B70,D08,B57,0.326,0.395,0.279,0.338,0.506,0.143,311.0
Tmior,52.0,47.0,1.0,100.0,1981.0,1980-1999,43.333,56.667,0.0,60.0,46.154,52.308,1.538,65.0,B27,D00,D64,D10,0.232,0.482,0.25,0.147,0.485,0.368,255.0
africarlos,41.0,57.0,1.0,100.0,947.0,940-959,33.871,66.129,0.0,62.0,47.619,50.794,1.587,63.0,C41,C20,B21,D20,0.353,0.196,0.294,0.26,0.288,0.452,313.0
nixurtes,14.0,85.0,0.0,42.0,1110.0,1100-1119,44.828,55.172,0.0,29.0,31.25,62.5,6.25,32.0,C30,C34,B01,C50,0.391,0.348,0.261,0.25,0.694,0.056,280.0
TheBuckle,48.0,49.0,3.0,100.0,1830.0,1820-1839,42.188,56.25,1.562,64.0,47.541,47.541,4.918,61.0,C00,A40,A84,A00,0.25,0.518,0.232,0.262,0.646,0.092,383.0
SLEFLEUR,48.0,51.0,0.0,99.0,1585.0,1580-1599,56.923,43.077,0.0,65.0,50.0,50.0,0.0,60.0,A40,D00,C00,A04,0.448,0.403,0.119,0.0,0.155,0.672,364.0
Fischer44344,50.0,44.0,6.0,100.0,1872.0,1860-1879,58.73,34.921,6.349,63.0,51.613,48.387,0.0,62.0,D00,A45,B06,A04,0.42,0.377,0.203,0.038,0.423,0.519,429.0
Ronald84,63.0,31.0,6.0,100.0,1721.0,1720-1739,52.308,41.538,6.154,65.0,55.0,35.0,10.0,60.0,A40,B20,D63,A85,0.403,0.493,0.104,0.354,0.479,0.167,297.0
Danzzy,38.0,61.0,1.0,100.0,1059.0,1040-1059,44.615,55.385,0.0,65.0,40.0,58.333,1.667,60.0,C20,C44,B32,D01,0.358,0.358,0.245,0.113,0.507,0.352,351.0
Skazobrain,57.0,36.0,6.0,100.0,1368.0,1360-1379,55.738,40.984,3.279,61.0,48.438,46.875,4.688,64.0,C44,B40,B22,D06,0.2,0.631,0.169,0.291,0.491,0.2,525.0
sergluck,43.0,54.0,3.0,100.0,1636.0,1620-1639,50.0,39.394,10.606,66.0,52.542,44.068,3.39,59.0,C50,B01,C30,B90,0.312,0.469,0.219,0.115,0.308,0.577,285.0
nalzam,49.0,48.0,3.0,100.0,1260.0,1240-1259,57.143,39.683,3.175,63.0,35.484,61.29,3.226,62.0,B40,C23,B06,B27,0.345,0.448,0.155,0.111,0.365,0.444,575.0
Winner3077,33.0,33.0,33.0,45.0,2363.0,2360-2379,53.448,37.931,8.621,58.0,46.269,43.284,10.448,67.0,B40,D02,B44,D25,0.145,0.565,0.258,0.314,0.353,0.333,285.0
IronMan_Mark85,40.0,60.0,0.0,15.0,1788.0,1780-1799,45.161,46.774,8.065,62.0,46.032,52.381,1.587,63.0,D00,A40,D43,A00,0.281,0.561,0.14,0.468,0.371,0.129,234.0
MarcoCid2000,54.0,42.0,4.0,100.0,1602.0,1600-1619,58.571,40.0,1.429,70.0,56.364,40.0,3.636,55.0,B10,A40,A06,D50,0.222,0.611,0.153,0.18,0.7,0.12,329.0
Mandlatedji,45.0,49.0,6.0,100.0,1361.0,1360-1379,48.387,46.774,4.839,62.0,42.857,50.794,6.349,63.0,A00,B10,A10,B30,0.351,0.368,0.246,0.23,0.41,0.328,248.0
Dashima,37.0,58.0,3.0,87.0,1167.0,1160-1179,44.444,52.381,3.175,63.0,50.0,43.548,6.452,62.0,C41,C44,C24,C42,0.508,0.288,0.203,0.45,0.217,0.317,306.0
EvestVP26,16.0,83.0,0.0,18.0,1330.0,1320-1339,27.273,72.727,0.0,22.0,38.095,57.143,4.762,21.0,B00,A00,B20,C02,0.429,0.286,0.286,0.464,0.393,0.143,279.0
Piyush8746,20.0,80.0,0.0,15.0,861.0,860-879,33.333,66.667,0.0,3.0,0.0,100.0,0.0,2.0,C40,C24,C42,C40,0.0,0.0,1.0,0.75,0.25,0.0,401.0
MatthewIsLazy,48.0,49.0,3.0,100.0,1348.0,1340-1359,51.613,45.161,3.226,62.0,42.857,49.206,7.937,63.0,D00,B00,B12,A01,0.254,0.542,0.186,0.085,0.847,0.051,317.0
mosa1979,41.0,52.0,5.0,51.0,1771.0,1760-1779,45.455,45.455,9.091,11.0,50.0,50.0,0.0,16.0,D00,C39,A03,B20,0.385,0.462,0.154,0.0,0.077,0.923,468.0
Sunjey,6.0,91.0,3.0,100.0,1025.0,1020-1039,28.0,64.0,8.0,25.0,34.615,61.538,3.846,26.0,C00,C44,B12,A06,0.562,0.125,0.312,0.281,0.312,0.125,220.0
Prithwitosh,20.0,80.0,0.0,30.0,1152.0,1140-1159,45.455,49.091,5.455,55.0,41.429,52.857,5.714,70.0,A00,B00,C02,B02,0.389,0.389,0.185,0.75,0.188,0.047,433.0
imran_mughal2022,42.0,57.0,0.0,99.0,1977.0,1960-1979,51.613,46.774,1.613,62.0,53.968,42.857,3.175,63.0,C41,B20,B23,A13,0.5,0.167,0.318,0.161,0.268,0.536,250.0
TrustNgoniMabaya,46.0,45.0,9.0,100.0,1849.0,1840-1859,61.905,30.159,7.937,63.0,30.645,61.29,8.065,62.0,A02,A03,C00,A36,0.138,0.586,0.241,0.474,0.386,0.123,241.0
mariolino002,52.0,32.0,16.0,100.0,2390.0,2380-2399,60.317,25.397,14.286,63.0,50.0,37.097,12.903,62.0,A40,A10,A27,D30,0.072,0.594,0.319,0.103,0.564,0.333,456.0
martinthe3d,49.0,44.0,7.0,100.0,1644.0,1640-1659,50.0,43.333,6.667,60.0,44.615,49.231,6.154,65.0,B01,B00,C44,D01,0.271,0.305,0.305,0.431,0.414,0.069,232.0
velours,51.0,43.0,6.0,100.0,1815.0,1800-1819,60.317,33.333,6.349,63.0,40.323,51.613,8.065,62.0,A10,C00,D03,A37,0.063,0.619,0.302,0.189,0.453,0.358,423.0
dturkar,54.0,45.0,0.0,33.0,1524.0,1520-1539,31.034,65.517,3.448,58.0,26.866,71.642,1.493,67.0,C42,C50,A28,C01,0.5,0.306,0.139,0.337,0.535,0.07,169.0
z_WaTcher,50.0,48.0,2.0,100.0,1680.0,1660-1679,50.0,50.0,0.0,64.0,50.82,49.18,0.0,61.0,B01,B00,B40,C24,0.333,0.508,0.159,0.29,0.306,0.387,242.0
manoprag,49.0,50.0,1.0,100.0,1685.0,1680-1699,53.125,46.875,0.0,64.0,39.344,59.016,1.639,61.0,A00,B12,C23,B22,0.155,0.586,0.224,0.136,0.636,0.182,475.0
JHasselDarm,56.0,35.0,8.0,100.0,1256.0,1240-1259,50.0,42.188,7.812,64.0,60.656,32.787,6.557,61.0,B10,B12,B18,C43,0.333,0.522,0.116,0.234,0.064,0.638,371.0
Jorgeguma89,48.0,44.0,8.0,100.0,1622.0,1620-1639,50.0,45.161,4.839,62.0,39.683,58.73,1.587,63.0,C00,C50,C54,B06,0.268,0.554,0.161,0.185,0.615,0.185,394.0
Imhotep56,49.0,50.0,1.0,100.0,874.0,860-879,50.0,48.387,1.613,62.0,47.619,52.381,0.0,63.0,B00,A00,C26,B17,0.344,0.361,0.246,0.254,0.571,0.095,320.0
Jder12,68.0,28.0,3.0,96.0,1912.0,1900-1919,51.613,45.161,3.226,62.0,53.968,44.444,1.587,63.0,B22,C60,B00,A46,0.197,0.485,0.318,0.339,0.5,0.143,261.0
Thevivek11,46.0,51.0,3.0,100.0,1474.0,1460-1479,53.226,45.161,1.613,62.0,42.857,50.794,6.349,63.0,B00,A01,A10,E60,0.233,0.55,0.167,0.267,0.567,0.167,544.0
Alex-porus,52.0,46.0,2.0,100.0,1696.0,1680-1699,41.935,54.839,3.226,62.0,47.619,46.032,6.349,63.0,B01,D20,C50,B50,0.214,0.679,0.089,0.381,0.302,0.317,657.0
tazagachoo,49.0,48.0,3.0,100.0,1473.0,1460-1479,50.0,46.875,3.125,64.0,42.623,54.098,3.279,61.0,C41,D06,D02,D30,0.207,0.638,0.086,0.111,0.81,0.063,331.0
DaRKNickYbLUE,44.0,53.0,3.0,100.0,1729.0,1720-1739,58.065,38.71,3.226,62.0,39.683,58.73,1.587,63.0,B01,C21,A06,D01,0.131,0.721,0.131,0.164,0.787,0.016,494.0
eduuduran6,32.0,62.0,6.0,100.0,1728.0,1720-1739,31.746,63.492,4.762,63.0,41.935,53.226,4.839,62.0,C00,A06,C11,A09,0.239,0.478,0.217,0.151,0.575,0.247,220.0
UAhmad_05,27.0,63.0,9.0,66.0,1073.0,1060-1079,35.714,57.143,7.143,28.0,33.333,66.667,0.0,21.0,C62,C50,A00,B20,0.471,0.294,0.235,0.233,0.233,0.533,290.0
ElDylan,0.0,100.0,0.0,3.0,1150.0,1140-1159,72.727,27.273,0.0,11.0,35.714,64.286,0.0,14.0,C20,C44,B00,C00,0.308,0.308,0.385,0.667,0.333,0.0,403.0
ApoloBurbu,48.0,50.0,2.0,100.0,2202.0,2200-2219,53.968,38.095,7.937,63.0,38.71,56.452,4.839,62.0,B23,A40,B01,B45,0.103,0.517,0.379,0.186,0.797,0.017,251.0
HXIX,51.0,48.0,1.0,100.0,1953.0,1940-1959,43.75,50.0,6.25,64.0,42.623,52.459,4.918,61.0,C50,B23,D37,B06,0.167,0.463,0.333,0.359,0.469,0.172,399.0
BETEP_C_BOCTOKA,46.0,53.0,1.0,100.0,1577.0,1560-1579,39.344,55.738,4.918,61.0,56.25,42.188,1.562,64.0,A40,B01,D11,D16,0.283,0.55,0.167,0.082,0.279,0.623,315.0
PKMAIL,40.0,57.0,2.0,100.0,1135.0,1120-1139,53.226,45.161,1.613,62.0,50.794,47.619,1.587,63.0,C20,C40,B06,C30,0.446,0.246,0.292,0.345,0.466,0.155,220.0
FK_Philipp,25.0,75.0,0.0,12.0,1577.0,1560-1579,41.667,58.333,0.0,12.0,50.0,40.0,10.0,10.0,D00,B20,B20,B50,0.2,0.5,0.3,0.455,0.455,0.0,226.0
Stillspace,46.0,51.0,3.0,100.0,1435.0,1420-1439,48.387,50.0,1.613,62.0,41.27,57.143,1.587,63.0,C50,C54,D01,D40,0.232,0.589,0.161,0.313,0.552,0.134,563.0
GrozniyBuryat,51.0,48.0,1.0,100.0,1457.0,1440-1459,36.232,62.319,1.449,69.0,44.643,53.571,1.786,56.0,B06,A00,B15,A05,0.32,0.42,0.22,0.123,0.767,0.068,209.0
pouriya72,56.0,43.0,0.0,48.0,1212.0,1200-1219,47.619,49.206,3.175,63.0,30.645,67.742,1.613,62.0,D00,C23,B32,C01,0.204,0.592,0.143,0.274,0.37,0.329,466.0
Jimenalhv,25.0,75.0,0.0,36.0,1055.0,1040-1059,22.581,75.806,1.613,62.0,46.032,50.794,3.175,63.0,C20,B00,C29,C34,0.349,0.302,0.233,0.329,0.608,0.038,225.0
MohamedGamaleldin,49.0,49.0,2.0,100.0,1650.0,1640-1659,50.0,48.333,1.667,60.0,49.231,49.231,1.538,65.0,C41,C20,C22,A40,0.242,0.581,0.161,0.164,0.672,0.049,353.0
Thalyaavila97,50.0,46.0,4.0,100.0,1307.0,1300-1319,39.344,55.738,4.918,61.0,57.812,40.625,1.562,64.0,B20,C00,C23,C21,0.328,0.393,0.246,0.183,0.717,0.083,361.0
zluta,50.0,47.0,3.0,100.0,1358.0,1340-1359,53.968,41.27,4.762,63.0,45.161,48.387,6.452,62.0,B13,B10,B54,B88,0.323,0.532,0.145,0.054,0.821,0.071,296.0
Indhu_21,48.0,49.0,3.0,100.0,2253.0,2240-2259,48.438,45.312,6.25,64.0,45.902,50.82,3.279,61.0,B27,E20,D20,E92,0.102,0.525,0.356,0.133,0.783,0.05,428.0
CB_XYZ,20.0,80.0,0.0,5.0,566.0,560-579,0.0,100.0,0.0,2.0,50.0,50.0,0.0,4.0,D00,C48,C24,D00,0.5,0.0,0.5,0.5,0.25,0.25,448.0
Zubeyiryokus,38.0,61.0,0.0,54.0,1310.0,1300-1319,36.364,59.091,4.545,22.0,27.778,72.222,0.0,18.0,B01,C00,D01,C53,0.462,0.385,0.077,0.385,0.192,0.423,389.0
zpgs,42.0,56.0,2.0,100.0,1485.0,1480-1499,50.0,46.774,3.226,62.0,41.27,58.73,0.0,63.0,B01,A40,C23,A45,0.456,0.351,0.175,0.227,0.712,0.045,207.0
FADELEDRIDI,53.0,47.0,0.0,100.0,1624.0,1620-1639,54.839,45.161,0.0,62.0,53.968,46.032,0.0,63.0,B01,D20,B56,C42,0.294,0.353,0.294,0.158,0.14,0.684,415.0
nomadexpert,0.0,100.0,0.0,3.0,1805.0,1800-1819,58.929,37.5,3.571,56.0,44.928,50.725,4.348,69.0,B01,A00,B12,B21,0.188,0.5,0.297,0.268,0.696,0.018,214.0
Pagan58,49.0,49.0,2.0,100.0,1372.0,1360-1379,54.545,45.455,0.0,66.0,49.153,49.153,1.695,59.0,A06,A04,A02,A00,0.308,0.538,0.123,0.22,0.508,0.271,546.0
chessorsex,44.0,54.0,2.0,100.0,1165.0,1160-1179,40.984,59.016,0.0,61.0,46.875,48.438,4.688,64.0,C44,C47,B06,C41,0.218,0.636,0.109,0.328,0.418,0.239,539.0
Dybamo,40.0,37.0,23.0,100.0,2696.0,2680-2699,59.677,24.194,16.129,62.0,50.794,42.857,6.349,63.0,B31,B12,A33,C55,0.13,0.652,0.203,0.071,0.81,0.119,268.0
Axon99,45.0,49.0,6.0,100.0,1999.0,1980-1999,56.452,35.484,8.065,62.0,46.032,46.032,7.937,63.0,B00,A41,A10,D11,0.172,0.453,0.359,0.294,0.471,0.235,270.0
Corine-sohna,33.0,62.0,3.0,81.0,1136.0,1120-1139,53.968,46.032,0.0,63.0,43.548,54.839,1.613,62.0,C42,B00,B15,B21,0.115,0.672,0.148,0.206,0.698,0.079,450.0
Madhu_Gogoi12,60.0,30.0,10.0,30.0,1943.0,1940-1959,63.83,29.787,6.383,47.0,46.0,42.0,12.0,50.0,C00,C01,A10,A21,0.396,0.34,0.264,0.143,0.714,0.114,241.0
sagekingberry,44.0,50.0,6.0,100.0,1644.0,1640-1659,42.857,49.206,7.937,63.0,45.161,51.613,3.226,62.0,A40,D01,A04,B10,0.236,0.491,0.236,0.317,0.429,0.254,245.0
jojozaragosa,48.0,50.0,2.0,100.0,1521.0,1520-1539,48.387,48.387,3.226,62.0,42.857,55.556,1.587,63.0,B06,C41,C44,B50,0.175,0.509,0.316,0.169,0.708,0.092,329.0
harnioff,49.0,46.0,5.0,100.0,983.0,980-999,45.455,45.455,9.091,66.0,38.983,54.237,6.78,59.0,B01,A00,C47,A46,0.283,0.321,0.321,0.581,0.258,0.129,359.0
JonnPaparipa,52.0,44.0,4.0,100.0,2017.0,2000-2019,59.375,31.25,9.375,64.0,40.984,57.377,1.639,61.0,D02,C50,C35,C02,0.206,0.476,0.27,0.455,0.109,0.418,453.0
Ehab_Gaber,0.0,100.0,0.0,3.0,1437.0,1420-1439,62.903,35.484,1.613,62.0,46.032,49.206,4.762,63.0,A40,D20,A20,D01,0.338,0.456,0.147,0.34,0.528,0.132,227.0
hamdollahzadehhadi,43.0,51.0,6.0,100.0,1926.0,1920-1939,41.27,55.556,3.175,63.0,41.935,51.613,6.452,62.0,C00,B20,B06,B02,0.173,0.712,0.115,0.209,0.672,0.045,334.0
olo21,0.0,100.0,0.0,3.0,1058.0,1040-1059,55.0,40.0,5.0,60.0,49.231,43.077,7.692,65.0,B01,B06,C55,C29,0.431,0.308,0.246,0.731,0.038,0.212,266.0
KoningEric,51.0,42.0,7.0,100.0,2048.0,2040-2059,50.0,45.161,4.839,62.0,39.683,55.556,4.762,63.0,A40,C50,C52,A56,0.214,0.536,0.232,0.063,0.476,0.444,269.0
YoryV1,52.0,47.0,0.0,34.0,1083.0,1080-1099,59.184,36.735,4.082,49.0,42.222,55.556,2.222,45.0,B00,C41,C68,A01,0.375,0.396,0.208,0.442,0.093,0.209,483.0
CirujaGourmet,33.0,66.0,0.0,18.0,1894.0,1880-1899,50.0,43.333,6.667,60.0,47.692,49.231,3.077,65.0,A05,A04,A43,E76,0.377,0.459,0.131,0.086,0.448,0.431,531.0
Dandelion_0,56.0,36.0,7.0,100.0,1672.0,1660-1679,39.344,52.459,8.197,61.0,50.0,42.188,7.812,64.0,C50,B01,D30,A40,0.179,0.554,0.25,0.254,0.61,0.136,390.0
Ivette_08,33.0,66.0,0.0,36.0,1584.0,1580-1599,47.692,52.308,0.0,65.0,45.0,51.667,3.333,60.0,B01,C44,B34,D32,0.207,0.534,0.224,0.062,0.415,0.369,332.0
nyamzi23,42.0,57.0,0.0,84.0,1908.0,1900-1919,53.333,41.667,5.0,60.0,53.846,40.0,6.154,65.0,C00,B20,A01,D30,0.164,0.343,0.463,0.157,0.686,0.118,244.0
tornikela,53.0,43.0,4.0,100.0,2204.0,2200-2219,50.794,38.095,11.111,63.0,51.613,45.161,3.226,62.0,B23,C50,B47,B10,0.141,0.594,0.266,0.096,0.654,0.25,420.0
eminentia,49.0,48.0,3.0,100.0,1759.0,1740-1759,50.0,43.333,6.667,60.0,55.385,41.538,3.077,65.0,C00,C44,A45,A01,0.348,0.455,0.167,0.113,0.679,0.208,252.0
Gazzerim,45.0,50.0,5.0,100.0,1370.0,1360-1379,48.387,51.613,0.0,62.0,46.032,49.206,4.762,63.0,C40,C23,A01,A07,0.22,0.508,0.237,0.381,0.508,0.016,327.0
KonKva,62.0,31.0,6.0,48.0,1355.0,1340-1359,51.667,46.667,1.667,60.0,56.923,40.0,3.077,65.0,B01,C21,B12,C02,0.412,0.368,0.176,0.148,0.537,0.259,261.0
HeribertoYo,40.0,55.0,5.0,100.0,1854.0,1840-1859,45.312,46.875,7.812,64.0,47.541,49.18,3.279,61.0,B01,D01,A00,B15,0.172,0.552,0.276,0.083,0.817,0.05,330.0
GregorioGarcia,48.0,40.0,12.0,100.0,1757.0,1740-1759,43.548,50.0,6.452,62.0,49.206,44.444,6.349,63.0,C00,B21,B01,D05,0.19,0.569,0.207,0.203,0.729,0.068,651.0
joister767,40.0,60.0,0.0,15.0,1176.0,1160-1179,50.0,50.0,0.0,8.0,28.571,71.429,0.0,7.0,D00,B06,A00,C70,0.5,0.333,0.167,0.333,0.444,0.0,480.0
Ytahaf,43.0,55.0,1.0,76.0,996.0,980-999,50.847,47.458,1.695,59.0,46.97,53.03,0.0,66.0,B00,C44,C30,B40,0.59,0.328,0.066,0.19,0.524,0.222,347.0
cojle63,54.0,45.0,1.0,100.0,2109.0,2100-2119,49.206,46.032,4.762,63.0,53.226,45.161,1.613,62.0,B07,B00,E10,E76,0.188,0.672,0.125,0.088,0.439,0.474,337.0
aaravdashh,42.0,57.0,0.0,42.0,1236.0,1220-1239,41.176,55.882,2.941,34.0,35.484,61.29,3.226,31.0,D00,A40,nonStandard,B01,0.32,0.52,0.08,0.211,0.632,0.158,300.0
CrocoDan,38.0,59.0,3.0,100.0,1813.0,1800-1819,42.373,54.237,3.39,59.0,46.97,50.0,3.03,66.0,B10,A40,B02,B06,0.321,0.411,0.25,0.246,0.569,0.185,244.0
bonganihlatshwayo,39.0,57.0,3.0,100.0,1860.0,1840-1859,28.571,66.667,4.762,63.0,38.71,59.677,1.613,62.0,D00,C46,D05,A48,0.476,0.286,0.238,0.228,0.57,0.165,246.0
Nhoi_Uragon,49.0,47.0,4.0,100.0,1952.0,1940-1959,42.623,52.459,4.918,61.0,54.688,43.75,1.562,64.0,B00,A40,B06,C41,0.311,0.492,0.18,0.2,0.65,0.15,241.0
Entrafurando,47.0,52.0,1.0,100.0,1531.0,1520-1539,46.875,51.562,1.562,64.0,47.541,52.459,0.0,61.0,B20,B50,B90,A01,0.356,0.542,0.085,0.154,0.585,0.169,340.0
Soulkeeper450,50.0,50.0,0.0,6.0,2425.0,2420-2439,57.143,31.746,11.111,63.0,48.387,32.258,19.355,62.0,C00,B00,C45,A05,0.121,0.485,0.379,0.125,0.775,0.1,270.0
ponch4k,0.0,100.0,0.0,1.0,1313.0,1300-1319,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,A00,,A00,,0.0,0.0,0.0,0.0,1.0,0.0,133.0
Pioruk,25.0,75.0,0.0,4.0,1145.0,1140-1159,0.0,100.0,0.0,2.0,50.0,50.0,0.0,2.0,B23,B02,B23,B02,0.0,1.0,0.0,0.0,0.667,0.333,200.0
Queenstate,77.0,22.0,0.0,66.0,1377.0,1360-1379,63.636,36.364,0.0,22.0,61.538,38.462,0.0,26.0,C40,C00,C02,C44,0.3,0.567,0.133,0.333,0.444,0.222,384.0
Khaled_9393,53.0,41.0,6.0,100.0,1087.0,1080-1099,54.688,37.5,7.812,64.0,49.18,44.262,6.557,61.0,C44,C50,A01,B13,0.123,0.677,0.169,0.941,0.0,0.059,567.0
TigrAkir,54.0,44.0,2.0,100.0,1578.0,1560-1579,66.667,30.0,3.333,60.0,44.615,50.769,4.615,65.0,A00,A43,A06,B00,0.406,0.435,0.159,0.706,0.255,0.039,253.0
Kapoor30,43.0,51.0,6.0,100.0,1421.0,1420-1439,50.0,45.312,4.688,64.0,47.541,52.459,0.0,61.0,A04,B00,A46,B03,0.262,0.525,0.197,0.295,0.656,0.049,327.0
AlexVN20,40.0,56.0,3.0,100.0,1607.0,1600-1619,46.032,50.794,3.175,63.0,38.71,54.839,6.452,62.0,B06,A20,E90,B09,0.189,0.396,0.34,0.197,0.727,0.076,292.0
GrishaGol1,50.0,48.0,1.0,74.0,878.0,860-879,61.29,35.484,3.226,62.0,46.032,52.381,1.587,63.0,C20,C50,C55,C48,0.254,0.373,0.373,0.291,0.273,0.418,266.0
Sportingerke,45.0,49.0,6.0,100.0,1570.0,1560-1579,54.688,40.625,4.688,64.0,42.623,52.459,4.918,61.0,A00,B01,D00,A21,0.148,0.721,0.115,0.19,0.81,0.0,528.0
mahmoud9955,43.0,56.0,0.0,23.0,1250.0,1240-1259,45.455,54.545,0.0,11.0,41.667,58.333,0.0,12.0,C44,C50,C30,B20,0.1,0.6,0.3,0.462,0.154,0.308,381.0
Shaniks,55.0,35.0,10.0,60.0,1449.0,1440-1459,50.0,46.667,3.333,30.0,38.028,49.296,12.676,71.0,C02,C42,B40,C22,0.381,0.262,0.286,0.571,0.265,0.143,226.0
Blindguardian_1,46.0,51.0,3.0,100.0,1377.0,1360-1379,49.18,45.902,4.918,61.0,46.875,51.562,1.562,64.0,C48,C44,A29,C49,0.2,0.483,0.283,0.557,0.361,0.066,358.0
Samira232,16.0,83.0,0.0,37.0,946.0,940-959,17.391,82.609,0.0,23.0,21.053,78.947,0.0,19.0,A00,C47,B02,E61,0.75,0.125,0.125,0.294,0.059,0.588,348.0
abokroooom,43.0,54.0,3.0,100.0,1379.0,1360-1379,49.206,46.032,4.762,63.0,43.548,51.613,4.839,62.0,C20,A00,A04,C40,0.207,0.397,0.379,0.672,0.197,0.082,384.0
EmperorJugo,66.0,33.0,0.0,18.0,1119.0,1100-1119,40.0,60.0,0.0,5.0,37.5,50.0,12.5,8.0,B01,A06,B00,D00,0.4,0.4,0.2,0.143,0.714,0.0,297.0
VaMpO,46.0,51.0,3.0,100.0,1798.0,1780-1799,45.763,50.847,3.39,59.0,50.0,48.485,1.515,66.0,C50,C44,B86,B06,0.3,0.483,0.217,0.484,0.371,0.145,239.0
Lezin_Semen,57.0,39.0,3.0,100.0,1851.0,1840-1859,50.82,45.902,3.279,61.0,43.75,54.688,1.562,64.0,A40,B23,C41,C54,0.288,0.475,0.22,0.016,0.825,0.079,285.0
Carloscelta,53.0,45.0,2.0,100.0,1683.0,1680-1699,54.839,37.097,8.065,62.0,50.794,46.032,3.175,63.0,B01,A40,C21,D08,0.258,0.561,0.182,0.308,0.577,0.115,375.0
relexion03,40.0,57.0,2.0,100.0,1793.0,1780-1799,50.82,49.18,0.0,61.0,50.0,48.438,1.562,64.0,C50,B00,C40,B40,0.286,0.476,0.206,0.082,0.475,0.41,267.0
MohamedZalt,39.0,55.0,6.0,100.0,1058.0,1040-1059,47.619,52.381,0.0,63.0,35.484,51.613,12.903,62.0,C50,C20,B02,A20,0.288,0.404,0.288,0.569,0.2,0.077,339.0
Dacara76,54.0,42.0,4.0,100.0,1537.0,1520-1539,53.846,44.615,1.538,65.0,45.0,48.333,6.667,60.0,B00,A20,A38,A17,0.194,0.371,0.387,0.5,0.224,0.121,401.0
Lucifer_cahill,53.0,46.0,1.0,100.0,1380.0,1360-1379,58.065,38.71,3.226,62.0,33.333,61.905,4.762,63.0,A01,B00,A10,E12,0.246,0.474,0.263,0.254,0.571,0.111,224.0
