user_id,win_rate,lose_rate,draw_rate,game_count,blitz_rating,rating_bin,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
Check_Mater03,54.0,45.0,0.0,33.0,2102.0,2100-2119,53.968,39.683,6.349,63.0,41.935,50.0,8.065,62.0,B21,A40,C56,A28,0.183,0.517,0.25,0.482,0.339,0.179,280.0
Mikhail_Morphy,48.0,42.0,10.0,100.0,1984.0,1980-1999,44.262,45.902,9.836,61.0,40.625,48.438,10.938,64.0,B10,B13,D37,E32,0.17,0.453,0.34,0.186,0.661,0.119,264.0
fanofoxxxymiron,52.0,47.0,0.0,57.0,1876.0,1860-1879,49.206,46.032,4.762,63.0,41.935,56.452,1.613,62.0,A40,B01,nonStandard,C36,0.316,0.456,0.193,0.188,0.719,0.094,198.0
Steen_24,48.0,52.0,0.0,100.0,1285.0,1280-1299,52.381,47.619,0.0,63.0,48.387,50.0,1.613,62.0,C44,D10,D11,C35,0.302,0.381,0.286,0.049,0.164,0.787,384.0
zaki-77,38.0,60.0,2.0,100.0,1434.0,1420-1439,45.161,51.613,3.226,62.0,31.746,66.667,1.587,63.0,C23,A40,C50,C28,0.375,0.375,0.25,0.23,0.257,0.514,247.0
basing72,30.0,56.0,13.0,69.0,1190.0,1180-1199,35.385,58.462,6.154,65.0,35.0,58.333,6.667,60.0,B50,B20,A80,C47,0.273,0.477,0.205,0.315,0.137,0.534,505.0
persiangulf4ever,37.0,53.0,10.0,100.0,1683.0,1680-1699,48.387,43.548,8.065,62.0,50.794,38.095,11.111,63.0,B01,B20,C25,A03,0.065,0.726,0.194,0.176,0.804,0.0,587.0
peyper,45.0,50.0,5.0,100.0,1868.0,1860-1879,50.769,44.615,4.615,65.0,40.0,51.667,8.333,60.0,A00,B02,A50,C00,0.228,0.456,0.298,0.183,0.75,0.067,232.0
grews77,57.0,42.0,0.0,78.0,1580.0,1560-1579,58.065,41.935,0.0,31.0,64.516,35.484,0.0,31.0,D00,A40,C10,B07,0.289,0.632,0.079,0.083,0.833,0.083,330.0
knightyrook19,53.0,46.0,0.0,39.0,1336.0,1320-1339,56.923,41.538,1.538,65.0,50.0,48.333,1.667,60.0,B01,D20,C30,A53,0.478,0.299,0.209,0.107,0.089,0.768,283.0
vikashsah,38.0,61.0,0.0,78.0,1388.0,1380-1399,28.788,57.576,13.636,66.0,35.593,55.932,8.475,59.0,C50,C46,C34,B27,0.225,0.4,0.275,0.535,0.225,0.155,277.0
NoDraw2021,50.0,49.0,1.0,100.0,1757.0,1740-1759,55.738,37.705,6.557,61.0,48.438,43.75,7.812,64.0,A20,C00,A00,E69,0.123,0.769,0.077,0.059,0.745,0.196,574.0
samewu,47.0,51.0,2.0,100.0,1443.0,1440-1459,46.032,49.206,4.762,63.0,45.161,53.226,1.613,62.0,C23,A40,C40,D01,0.333,0.579,0.088,0.125,0.688,0.156,303.0
Animechessadict,42.0,54.0,4.0,100.0,1389.0,1380-1399,61.905,31.746,6.349,63.0,58.065,40.323,1.613,62.0,B10,C25,B01,B06,0.293,0.453,0.16,0.644,0.356,0.0,329.0
rakeshlimbu,53.0,46.0,0.0,15.0,1750.0,1740-1759,45.455,54.545,0.0,11.0,55.556,44.444,0.0,9.0,B00,B01,B33,C51,0.4,0.4,0.2,0.1,0.8,0.1,160.0
Pico_75_92,40.0,56.0,4.0,100.0,1092.0,1080-1099,41.935,51.613,6.452,62.0,44.444,49.206,6.349,63.0,D00,D02,D05,C10,0.352,0.481,0.148,0.159,0.794,0.048,499.0
MichaelReds,45.0,52.0,3.0,100.0,1448.0,1440-1459,51.515,45.455,3.03,66.0,40.678,57.627,1.695,59.0,C50,A06,C23,C22,0.259,0.621,0.103,0.047,0.891,0.062,182.0
OmiCapivara,56.0,37.0,7.0,100.0,2082.0,2080-2099,50.0,45.312,4.688,64.0,45.902,42.623,11.475,61.0,A40,B06,A30,C26,0.317,0.483,0.133,0.109,0.564,0.291,261.0
Quitooo95,45.0,54.0,1.0,100.0,1041.0,1040-1059,46.032,52.381,1.587,63.0,40.323,59.677,0.0,62.0,C44,C20,B13,B10,0.185,0.241,0.556,0.4,0.343,0.257,268.0
Chiche_L,20.0,80.0,0.0,15.0,1366.0,1360-1379,50.746,47.761,1.493,67.0,48.276,50.0,1.724,58.0,D02,B01,D06,A10,0.113,0.597,0.258,0.361,0.574,0.066,356.0
u-u-u-u,55.0,45.0,0.0,100.0,1994.0,1980-1999,53.226,40.323,6.452,62.0,46.032,50.794,3.175,63.0,C50,A42,B33,A41,0.226,0.548,0.21,0.07,0.263,0.667,398.0
ebenezar,49.0,47.0,4.0,100.0,2074.0,2060-2079,50.0,50.0,0.0,60.0,41.538,56.923,1.538,65.0,B00,C00,C70,A08,0.193,0.351,0.456,0.179,0.463,0.343,320.0
Kaanerturk1,41.0,53.0,6.0,100.0,1607.0,1600-1619,33.333,61.667,5.0,60.0,32.308,63.077,4.615,65.0,C50,C54,B44,D38,0.098,0.707,0.171,0.115,0.833,0.051,383.0
Franta_p,33.0,66.0,0.0,9.0,1101.0,1100-1119,48.718,41.026,10.256,39.0,47.059,43.137,9.804,51.0,A00,A40,C65,C47,0.721,0.209,0.047,0.316,0.579,0.079,214.0
Meroket,48.0,50.0,2.0,100.0,1705.0,1700-1719,49.18,45.902,4.918,61.0,40.625,51.562,7.812,64.0,C40,C20,C46,A40,0.214,0.679,0.089,0.066,0.803,0.016,296.0
tungnguyen2016,30.0,68.0,2.0,100.0,1697.0,1680-1699,33.871,62.903,3.226,62.0,23.81,73.016,3.175,63.0,B10,A40,D50,A45,0.25,0.389,0.25,0.365,0.529,0.035,180.0
REEUQ,56.0,43.0,0.0,48.0,1331.0,1320-1339,50.0,50.0,0.0,12.0,44.444,55.556,0.0,9.0,D06,C41,B23,B01,0.2,0.7,0.1,0.0,0.0,1.0,415.0
Alsace2020,53.0,37.0,10.0,100.0,2011.0,2000-2019,44.444,39.683,15.873,63.0,33.871,61.29,4.839,62.0,B21,C50,C80,C51,0.265,0.612,0.102,0.159,0.587,0.254,419.0
Denis_173,42.0,55.0,3.0,100.0,1400.0,1380-1399,49.18,49.18,1.639,61.0,34.375,62.5,3.125,64.0,C47,C46,B23,C21,0.212,0.5,0.231,0.171,0.7,0.086,316.0
David2Dk,45.0,52.0,3.0,100.0,1105.0,1100-1119,50.769,47.692,1.538,65.0,53.333,45.0,1.667,60.0,C20,C23,C34,B12,0.4,0.369,0.215,0.259,0.155,0.569,271.0
fyodor_b,47.0,48.0,5.0,100.0,1179.0,1160-1179,55.556,39.683,4.762,63.0,50.0,43.548,6.452,62.0,C50,C47,B32,C20,0.545,0.379,0.03,0.173,0.808,0.019,354.0
casperghost,30.0,60.0,10.0,30.0,1198.0,1180-1199,36.667,58.333,5.0,60.0,40.0,53.846,6.154,65.0,B10,B12,C62,E70,0.396,0.354,0.208,0.157,0.729,0.057,297.0
redlad21,60.0,37.0,3.0,100.0,1276.0,1260-1279,58.065,41.935,0.0,62.0,63.492,26.984,9.524,63.0,C50,C47,C55,B07,0.118,0.303,0.526,0.465,0.372,0.163,248.0
khamse57,57.0,37.0,5.0,100.0,1691.0,1680-1699,53.125,37.5,9.375,64.0,57.377,37.705,4.918,61.0,C23,C40,C49,C60,0.13,0.609,0.232,0.362,0.468,0.064,519.0
civciv42,53.0,41.0,6.0,100.0,1682.0,1680-1699,50.82,42.623,6.557,61.0,46.875,46.875,6.25,64.0,A40,B06,C50,C62,0.262,0.377,0.361,0.464,0.411,0.125,261.0
hesham36312,51.0,44.0,5.0,100.0,1312.0,1300-1319,54.098,42.623,3.279,61.0,48.438,45.312,6.25,64.0,B12,B10,B01,B15,0.344,0.578,0.062,0.182,0.382,0.327,335.0
yuvraj2306,0.0,100.0,0.0,18.0,1035.0,1020-1039,30.303,66.667,3.03,33.0,29.63,70.37,0.0,27.0,C23,C50,B06,C25,0.389,0.444,0.111,0.512,0.366,0.122,325.0
Krokroa,39.0,55.0,6.0,100.0,1446.0,1440-1459,50.0,46.667,3.333,60.0,36.923,50.769,12.308,65.0,C50,C00,C23,C62,0.333,0.463,0.204,0.623,0.279,0.066,252.0
agisaka,39.0,46.0,15.0,100.0,1932.0,1920-1939,43.75,42.188,14.062,64.0,47.541,45.902,6.557,61.0,A40,B01,D10,A01,0.211,0.474,0.298,0.182,0.582,0.218,293.0
Amateur1446,46.0,48.0,6.0,100.0,1866.0,1860-1879,42.623,52.459,4.918,61.0,48.438,46.875,4.688,64.0,B20,A01,A53,C01,0.579,0.228,0.193,0.21,0.113,0.597,313.0
staika,44.0,55.0,1.0,100.0,1860.0,1840-1859,49.18,49.18,1.639,61.0,40.625,57.812,1.562,64.0,B32,A21,E21,A50,0.232,0.554,0.196,0.104,0.522,0.328,390.0
dgh05ahs,40.0,51.0,9.0,100.0,1624.0,1620-1639,55.738,39.344,4.918,61.0,34.375,60.938,4.688,64.0,C20,B20,A03,B06,0.161,0.5,0.321,0.651,0.286,0.063,381.0
famr,50.0,44.0,6.0,100.0,1464.0,1460-1479,52.459,40.984,6.557,61.0,46.875,50.0,3.125,64.0,B30,C21,C11,B02,0.113,0.71,0.145,0.246,0.632,0.018,415.0
Vegas44,60.0,40.0,0.0,90.0,1457.0,1440-1459,60.0,40.0,0.0,60.0,41.538,58.462,0.0,65.0,A00,B00,B40,C23,0.413,0.302,0.254,0.242,0.484,0.258,247.0
VEDANT_25,37.0,56.0,6.0,100.0,1397.0,1380-1399,46.032,52.381,1.587,63.0,32.258,59.677,8.065,62.0,B00,B01,A00,B02,0.306,0.408,0.245,0.514,0.357,0.086,227.0
tomtarna,30.0,68.0,2.0,100.0,2081.0,2080-2099,51.562,46.875,1.562,64.0,47.541,47.541,4.918,61.0,B01,D00,C01,A58,0.145,0.548,0.274,0.271,0.593,0.136,286.0
Best-Neighbour,42.0,53.0,5.0,100.0,2029.0,2020-2039,50.0,43.333,6.667,60.0,41.538,56.923,1.538,65.0,B21,B13,C57,B33,0.228,0.491,0.228,0.111,0.778,0.111,311.0
cartoonmnyama,33.0,58.0,8.0,36.0,2032.0,2020-2039,49.231,43.077,7.692,65.0,41.667,56.667,1.667,60.0,C00,A40,A56,A15,0.228,0.614,0.14,0.194,0.548,0.258,286.0
mohammedmousa2023,42.0,52.0,6.0,100.0,1588.0,1580-1599,42.623,54.098,3.279,61.0,39.062,51.562,9.375,64.0,B10,B13,B32,B27,0.255,0.49,0.235,0.242,0.455,0.288,291.0
Collinsehis,44.0,52.0,4.0,100.0,1676.0,1660-1679,50.0,38.71,11.29,62.0,44.444,52.381,3.175,63.0,B01,A40,D37,C47,0.39,0.288,0.237,0.175,0.333,0.404,267.0
Patryk-G,71.0,0.0,28.0,21.0,2041.0,2040-2059,48.333,41.667,10.0,60.0,47.692,46.154,6.154,65.0,A00,C00,C00,C02,0.15,0.467,0.367,0.309,0.491,0.2,283.0
Ecclesia_club,10.0,78.0,10.0,57.0,1946.0,1940-1959,47.917,50.0,2.083,48.0,38.462,46.154,15.385,39.0,C00,A40,C42,A04,0.263,0.658,0.053,0.167,0.571,0.262,352.0
a3xar,48.0,50.0,2.0,100.0,1323.0,1320-1339,46.154,50.769,3.077,65.0,45.0,53.333,1.667,60.0,C00,C50,B02,B13,0.14,0.772,0.088,0.031,0.754,0.046,377.0
Viacheslav999,54.0,45.0,1.0,100.0,1615.0,1600-1619,51.613,48.387,0.0,62.0,44.444,55.556,0.0,63.0,C44,A40,B46,C45,0.267,0.533,0.183,0.0,0.015,0.985,353.0
Antonio1024,46.0,46.0,8.0,100.0,1996.0,1980-1999,40.323,53.226,6.452,62.0,49.206,47.619,3.175,63.0,C50,B01,B80,C22,0.214,0.5,0.268,0.19,0.698,0.111,240.0
Latinza,27.0,72.0,0.0,33.0,1919.0,1900-1919,45.161,53.226,1.613,62.0,42.857,50.794,6.349,63.0,D02,A40,B00,A53,0.309,0.455,0.218,0.431,0.123,0.431,286.0
matheusgrazi,42.0,52.0,6.0,100.0,1162.0,1160-1179,51.613,45.161,3.226,62.0,39.683,53.968,6.349,63.0,B01,C44,C43,B30,0.386,0.421,0.14,0.129,0.806,0.065,315.0
sakriputus3,56.0,41.0,3.0,100.0,2302.0,2300-2319,65.152,30.303,4.545,66.0,42.373,52.542,5.085,59.0,A00,C00,C02,A00,0.118,0.632,0.25,0.078,0.647,0.216,253.0
AbhinavGarg2313114,0.0,100.0,0.0,3.0,1164.0,1160-1179,41.667,50.0,8.333,24.0,42.857,42.857,14.286,21.0,A40,B01,D00,D06,0.632,0.263,0.105,0.381,0.286,0.143,338.0
astrid_guth,20.0,80.0,0.0,5.0,1113.0,1100-1119,0.0,100.0,0.0,4.0,50.0,50.0,0.0,2.0,A50,C55,A00,C55,1.0,0.0,0.0,0.0,0.4,0.6,605.0
LTFCYBER,55.0,42.0,3.0,100.0,1919.0,1900-1919,43.548,53.226,3.226,62.0,41.27,52.381,6.349,63.0,B27,A43,B01,B07,0.132,0.736,0.132,0.061,0.758,0.106,574.0
WDan07,0.0,100.0,0.0,1.0,1324.0,1320-1339,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,A40,,A40,,0.0,0.0,0.0,1.0,0.0,0.0,124.0
wylyes,43.0,50.0,7.0,100.0,1808.0,1800-1819,43.548,48.387,8.065,62.0,50.794,44.444,4.762,63.0,C47,C50,B56,C68,0.288,0.373,0.322,0.276,0.569,0.086,358.0
redjeb,49.0,44.0,7.0,100.0,1664.0,1660-1679,39.683,53.968,6.349,63.0,54.839,43.548,1.613,62.0,A00,B06,A02,A07,0.339,0.508,0.119,0.197,0.508,0.262,222.0
Ab09127140267,55.0,45.0,0.0,100.0,1290.0,1280-1299,50.0,38.333,11.667,60.0,41.538,58.462,0.0,65.0,C47,C46,A40,C48,0.228,0.632,0.105,0.443,0.23,0.213,332.0
knarf33,44.0,44.0,11.0,27.0,1394.0,1380-1399,55.738,39.344,4.918,61.0,51.562,40.625,7.812,64.0,C46,C44,A01,B01,0.179,0.597,0.179,0.34,0.6,0.0,449.0
mmh123,55.0,44.0,1.0,100.0,1225.0,1220-1239,50.794,46.032,3.175,63.0,45.161,54.839,0.0,62.0,C23,C24,D20,B06,0.233,0.5,0.25,0.619,0.333,0.048,331.0
ChessGospel,16.0,83.0,0.0,18.0,981.0,980-999,42.857,57.143,0.0,63.0,47.273,52.727,0.0,55.0,A01,D00,C23,D06,0.34,0.358,0.264,0.123,0.508,0.338,409.0
PUNISHER_78,50.0,50.0,0.0,6.0,1330.0,1320-1339,100.0,0.0,0.0,1.0,0.0,100.0,0.0,2.0,A00,B50,B50,A00,0.0,1.0,0.0,0.0,0.0,1.0,494.0
mirandasavio,27.0,67.0,6.0,100.0,1746.0,1740-1759,27.419,70.968,1.613,62.0,28.571,65.079,6.349,63.0,C41,C20,C64,D00,0.257,0.343,0.314,0.353,0.576,0.047,198.0
joelhrc5,41.0,54.0,5.0,100.0,1097.0,1080-1099,48.333,41.667,10.0,60.0,41.538,53.846,4.615,65.0,C44,C55,C78,C20,0.375,0.411,0.125,0.583,0.317,0.033,337.0
ram_8,46.0,52.0,2.0,100.0,1529.0,1520-1539,45.0,51.667,3.333,60.0,41.538,56.923,1.538,65.0,A40,C44,C21,C46,0.278,0.463,0.241,0.25,0.647,0.088,313.0
erenavsar1,48.0,52.0,0.0,100.0,1040.0,1020-1039,39.286,57.143,3.571,56.0,33.333,59.42,7.246,69.0,C20,A00,D02,C55,0.511,0.267,0.156,0.37,0.425,0.082,219.0
FischersigloXXI,48.0,43.0,9.0,100.0,2422.0,2420-2439,53.968,33.333,12.698,63.0,50.0,43.548,6.452,62.0,D02,A04,E67,E64,0.215,0.538,0.246,0.083,0.688,0.208,265.0
ego590,0.0,0.0,100.0,3.0,1279.0,1260-1279,50.794,46.032,3.175,63.0,38.71,58.065,3.226,62.0,C20,C22,C34,B20,0.339,0.286,0.268,0.354,0.492,0.108,362.0
Rokon02,0.0,100.0,0.0,3.0,1207.0,1200-1219,0.0,100.0,0.0,1.0,0.0,100.0,0.0,2.0,B50,A48,B50,A48,0.0,0.0,0.0,0.333,0.0,0.667,363.0
Cmilthon3nriqu3,100.0,0.0,0.0,3.0,1196.0,1180-1199,37.097,54.839,8.065,62.0,44.444,49.206,6.349,63.0,B01,A40,A22,C24,0.157,0.353,0.49,0.231,0.554,0.185,324.0
DJSale,18.0,81.0,1.0,100.0,1658.0,1640-1659,26.984,71.429,1.587,63.0,19.355,79.032,1.613,62.0,A40,D00,C40,nonStandard,0.345,0.241,0.345,0.691,0.234,0.074,245.0
Aethelbert5,36.0,56.0,8.0,100.0,1654.0,1640-1659,50.0,43.75,6.25,64.0,54.098,37.705,8.197,61.0,C44,B50,C40,D31,0.262,0.523,0.154,0.216,0.627,0.137,328.0
Cheesemate34,38.0,55.0,7.0,100.0,1198.0,1180-1199,55.224,38.806,5.97,67.0,39.655,56.897,3.448,58.0,D00,A40,C47,A41,0.317,0.483,0.2,0.169,0.627,0.203,357.0
KL4VR,47.0,49.0,4.0,100.0,1743.0,1740-1759,46.032,50.794,3.175,63.0,51.613,41.935,6.452,62.0,C00,C02,A02,B01,0.18,0.557,0.18,0.086,0.707,0.207,377.0
ojavier16,56.0,28.0,15.0,96.0,2316.0,2300-2319,49.206,39.683,11.111,63.0,50.0,48.387,1.613,62.0,C50,B13,C52,D04,0.226,0.419,0.355,0.091,0.545,0.364,306.0
saintdoc,51.0,45.0,4.0,100.0,1641.0,1640-1659,50.0,48.387,1.613,62.0,58.73,36.508,4.762,63.0,C00,B00,D30,C44,0.265,0.529,0.191,0.132,0.849,0.019,202.0
fake137,41.0,57.0,1.0,100.0,1315.0,1300-1319,44.444,52.381,3.175,63.0,46.774,50.0,3.226,62.0,C50,C44,C31,A02,0.368,0.439,0.175,0.469,0.422,0.078,315.0
rico7979,48.0,50.0,2.0,100.0,1655.0,1640-1659,53.731,44.776,1.493,67.0,48.276,43.103,8.621,58.0,C00,C30,C37,A01,0.234,0.578,0.156,0.091,0.309,0.6,243.0
sagor5453678,49.0,41.0,10.0,100.0,1578.0,1560-1579,50.794,41.27,7.937,63.0,40.323,58.065,1.613,62.0,A40,D00,B13,C62,0.281,0.404,0.263,0.129,0.855,0.016,215.0
leddcasis,56.0,41.0,3.0,100.0,1362.0,1360-1379,59.375,37.5,3.125,64.0,57.377,40.984,1.639,61.0,B10,B12,C78,C80,0.274,0.548,0.164,0.041,0.653,0.306,445.0
AJESHPANWAR,41.0,56.0,3.0,100.0,1363.0,1360-1379,54.688,39.062,6.25,64.0,32.787,67.213,0.0,61.0,B01,C30,A01,C21,0.345,0.473,0.182,0.439,0.379,0.182,379.0
maxtilford,51.0,46.0,3.0,100.0,1310.0,1300-1319,49.206,47.619,3.175,63.0,46.774,51.613,1.613,62.0,B01,D00,B10,C02,0.383,0.35,0.267,0.145,0.694,0.161,249.0
Oshan-I,66.0,33.0,0.0,9.0,970.0,960-979,43.333,50.0,6.667,60.0,34.615,61.538,3.846,52.0,B01,B00,C33,C24,0.205,0.364,0.409,0.565,0.161,0.274,336.0
naveencp,45.0,49.0,6.0,100.0,1313.0,1300-1319,45.312,45.312,9.375,64.0,42.623,55.738,1.639,61.0,C20,C41,A07,D31,0.236,0.491,0.255,0.778,0.159,0.063,251.0
kaleesubhjbb,40.0,57.0,2.0,100.0,1290.0,1280-1299,47.541,50.82,1.639,61.0,42.188,56.25,1.562,64.0,B00,B01,B27,C23,0.375,0.393,0.196,0.209,0.612,0.09,245.0
MvHunter008,0.0,100.0,0.0,3.0,1083.0,1080-1099,36.364,61.818,1.818,55.0,42.623,45.902,11.475,61.0,D00,A40,A01,C00,0.37,0.413,0.217,0.774,0.065,0.016,289.0
khootech,37.0,62.0,0.0,24.0,1265.0,1260-1279,50.769,43.077,6.154,65.0,45.0,48.333,6.667,60.0,A00,C00,A04,C20,0.283,0.333,0.367,0.737,0.053,0.193,274.0
Cwrong,48.0,52.0,0.0,100.0,1068.0,1060-1079,46.97,51.515,1.515,66.0,54.237,40.678,5.085,59.0,D20,A40,D26,C57,0.333,0.524,0.079,0.172,0.724,0.052,496.0
CountVlad,49.0,45.0,6.0,100.0,1354.0,1340-1359,53.968,39.683,6.349,63.0,43.548,50.0,6.452,62.0,B01,C20,B10,D30,0.148,0.508,0.344,0.625,0.357,0.018,213.0
Mookeroo,50.0,50.0,0.0,2.0,1577.0,1560-1579,100.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,A43,D10,D10,A43,0.0,0.0,1.0,0.0,1.0,0.0,346.0
Vicente59,43.0,56.0,1.0,100.0,1231.0,1220-1239,51.562,48.438,0.0,64.0,42.623,55.738,1.639,61.0,A00,C50,C21,C57,0.254,0.441,0.254,0.323,0.292,0.385,547.0
simosanada,44.0,52.0,4.0,100.0,2116.0,2100-2119,44.444,49.206,6.349,63.0,48.387,48.387,3.226,62.0,B40,D35,A50,D83,0.241,0.569,0.19,0.197,0.459,0.344,266.0
UglyWeakBoy,52.0,46.0,2.0,100.0,2001.0,2000-2019,66.129,32.258,1.613,62.0,41.27,55.556,3.175,63.0,C00,B01,B30,D02,0.194,0.567,0.224,0.073,0.727,0.2,222.0
duleyo,40.0,60.0,0.0,100.0,1670.0,1660-1679,54.688,31.25,14.062,64.0,50.82,45.902,3.279,61.0,C41,A40,C65,A01,0.273,0.47,0.258,0.354,0.312,0.333,260.0
Gorbunov_2012,48.0,48.0,4.0,100.0,1347.0,1340-1359,47.887,47.887,4.225,71.0,40.741,51.852,7.407,54.0,C54,C50,C41,B00,0.589,0.196,0.214,0.306,0.5,0.194,384.0
Dhruvjaju,0.0,100.0,0.0,6.0,1124.0,1120-1139,52.632,40.351,7.018,57.0,52.941,38.235,8.824,68.0,C50,C20,A28,D23,0.409,0.348,0.227,0.612,0.327,0.061,228.0
koresh33333,53.0,40.0,7.0,100.0,2205.0,2200-2219,54.688,42.188,3.125,64.0,62.295,36.066,1.639,61.0,B00,C00,B16,D31,0.26,0.603,0.11,0.02,0.653,0.306,245.0
serge1968-1980,0.0,50.0,50.0,6.0,2213.0,2200-2219,46.97,50.0,3.03,66.0,66.102,30.508,3.39,59.0,C10,D35,A44,E76,0.329,0.429,0.214,0.059,0.882,0.039,249.0
Docoe89,54.0,43.0,3.0,100.0,1919.0,1900-1919,54.839,41.935,3.226,62.0,47.619,52.381,0.0,63.0,C00,C01,A53,D01,0.172,0.688,0.109,0.017,0.356,0.61,350.0
ArnavMaurya,66.0,33.0,0.0,18.0,1007.0,1000-1019,33.333,66.667,0.0,6.0,28.571,57.143,14.286,7.0,C40,C44,C23,C20,0.75,0.25,0.0,0.625,0.375,0.0,454.0
pratyushkumarmgm,41.0,50.0,8.0,12.0,2374.0,2360-2379,33.333,66.667,0.0,6.0,50.0,33.333,16.667,6.0,A10,A80,D04,A45,0.4,0.6,0.0,0.167,0.833,0.0,278.0
Ganvisaju,25.0,75.0,0.0,24.0,1594.0,1580-1599,47.541,47.541,4.918,61.0,46.875,51.562,1.562,64.0,B01,D02,A03,A43,0.153,0.492,0.288,0.484,0.145,0.355,385.0
yourturnsir,50.0,50.0,0.0,100.0,1435.0,1420-1439,50.794,47.619,1.587,63.0,45.161,54.839,0.0,62.0,B00,A40,C37,A10,0.167,0.7,0.133,0.062,0.938,0.0,354.0
agg144,62.0,12.0,25.0,24.0,2275.0,2260-2279,48.214,46.429,5.357,56.0,34.783,52.174,13.043,69.0,B01,D02,A85,A27,0.176,0.49,0.333,0.29,0.484,0.226,319.0
phurmos,50.0,49.0,1.0,100.0,1439.0,1420-1439,49.18,47.541,3.279,61.0,40.625,56.25,3.125,64.0,C50,C44,C47,C56,0.375,0.268,0.339,0.508,0.123,0.369,269.0
Ubinio,47.0,45.0,8.0,100.0,1327.0,1320-1339,55.0,41.667,3.333,60.0,36.923,56.923,6.154,65.0,A01,B06,C00,A01,0.246,0.333,0.386,0.403,0.306,0.274,253.0
simond90,50.0,50.0,0.0,6.0,1176.0,1160-1179,56.061,40.909,3.03,66.0,44.068,50.847,5.085,59.0,D00,D02,C47,C46,0.333,0.349,0.254,0.228,0.14,0.544,337.0
rajeh74,27.0,71.0,2.0,100.0,1508.0,1500-1519,26.562,73.438,0.0,64.0,27.869,70.492,1.639,61.0,C20,C00,A01,A11,0.382,0.176,0.382,0.344,0.244,0.311,320.0
VardanLevonyan,39.0,61.0,0.0,100.0,1853.0,1840-1859,46.774,50.0,3.226,62.0,38.095,58.73,3.175,63.0,A40,C41,C02,D11,0.34,0.547,0.113,0.147,0.529,0.324,439.0
jedi_11,45.0,51.0,4.0,100.0,2279.0,2260-2279,53.125,40.625,6.25,64.0,34.426,57.377,8.197,61.0,D01,B01,B07,A25,0.036,0.745,0.218,0.098,0.443,0.393,402.0
Alberto_Duprr,62.0,32.0,6.0,50.0,2131.0,2120-2139,66.667,33.333,0.0,24.0,57.692,30.769,11.538,26.0,B13,B12,C01,C53,0.194,0.548,0.258,0.25,0.562,0.188,316.0
methreepo,27.0,72.0,0.0,54.0,1252.0,1240-1259,24.59,75.41,0.0,61.0,18.75,79.688,1.562,64.0,B01,D00,A43,B00,0.259,0.407,0.259,0.495,0.144,0.299,356.0
insidz99,51.0,43.0,6.0,100.0,1181.0,1180-1199,49.153,47.458,3.39,59.0,45.455,46.97,7.576,66.0,D00,A40,B08,A18,0.237,0.542,0.186,0.441,0.322,0.237,469.0
XadrezDoTCE,50.0,38.0,12.0,100.0,2133.0,2120-2139,69.231,28.846,1.923,52.0,57.895,28.07,14.035,57.0,B00,A40,A45,D35,0.174,0.638,0.174,0.032,0.968,0.0,418.0
Simu49,50.0,50.0,0.0,18.0,1687.0,1680-1699,46.154,51.282,2.564,39.0,56.757,43.243,0.0,37.0,B50,C50,C00,B90,0.436,0.385,0.179,0.333,0.278,0.278,305.0
maxmaya,41.0,56.0,2.0,100.0,1918.0,1900-1919,55.385,43.077,1.538,65.0,50.0,48.333,1.667,60.0,B01,B22,C43,A46,0.258,0.682,0.015,0.035,0.386,0.491,372.0
domahony,38.0,57.0,4.0,100.0,1616.0,1600-1619,34.921,60.317,4.762,63.0,48.387,50.0,1.613,62.0,C50,B21,A48,B32,0.288,0.481,0.212,0.116,0.652,0.203,245.0
imei9,48.0,51.0,0.0,93.0,1488.0,1480-1499,37.5,59.375,3.125,64.0,49.18,50.82,0.0,61.0,C50,B01,C02,C28,0.333,0.389,0.222,0.348,0.493,0.145,227.0
GoshX,52.0,43.0,5.0,100.0,1554.0,1540-1559,41.27,52.381,6.349,63.0,45.161,51.613,3.226,62.0,C50,D00,C23,B28,0.278,0.481,0.204,0.354,0.431,0.215,395.0
championknight001,0.0,100.0,0.0,9.0,1345.0,1340-1359,34.0,56.0,10.0,50.0,29.688,68.75,1.562,64.0,D02,A40,A04,D06,0.222,0.389,0.25,0.333,0.472,0.181,296.0
Ferdz23,55.0,39.0,6.0,100.0,2031.0,2020-2039,46.774,50.0,3.226,62.0,39.683,52.381,7.937,63.0,B23,B20,C24,A13,0.222,0.574,0.204,0.219,0.516,0.266,267.0
marius-za,51.0,45.0,4.0,100.0,1553.0,1540-1559,51.562,45.312,3.125,64.0,44.262,54.098,1.639,61.0,B20,A43,C20,C10,0.25,0.5,0.233,0.016,0.823,0.161,375.0
DancinDog,52.0,44.0,4.0,100.0,2103.0,2100-2119,49.206,46.032,4.762,63.0,53.226,45.161,1.613,62.0,B23,B13,A40,C70,0.047,0.672,0.281,0.07,0.579,0.351,411.0
