user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count
chongz123_bishop,1,44.0,50.0,6.0,100.0
yusuftaha365,1,56.0,37.0,6.0,100.0
ibrahim_cengiz,1,50.0,50.0,0.0,6.0
kbrk,-1,46.0,50.0,3.0,84.0
elmer987,1,0.0,0.0,0.0,0.0
badris,1,48.0,36.0,16.0,100.0
Elconde33,1,50.0,42.0,7.0,42.0
kayaloram,1,53.0,44.0,3.0,100.0
jiejuewenti,1,46.0,49.0,5.0,100.0
mamut0397,-1,45.0,52.0,3.0,100.0
olivaw123,1,50.0,48.0,2.0,100.0
Lobatop,1,43.0,47.0,10.0,100.0
Threat_tactics,1,44.0,53.0,3.0,100.0
tonit,-1,41.0,49.0,10.0,100.0
Davgag12,1,0.0,0.0,0.0,0.0
rocky63,-1,52.0,41.0,7.0,100.0
DavidHakvoort,-1,43.0,51.0,6.0,100.0
pionsejati,1,54.0,38.0,8.0,100.0
teuteu44,1,43.0,51.0,6.0,100.0
Horrorrolf,1,40.0,52.0,8.0,100.0
BhamMike,1,50.0,46.0,4.0,100.0
Alina_alyna,-1,0.0,0.0,0.0,0.0
Bunny22,1,57.0,32.0,10.0,100.0
SAKURAFUTABA,-1,50.0,49.0,1.0,100.0
HeyrexXx,-1,50.0,47.0,3.0,100.0
Nafeh,-1,50.0,50.0,0.0,6.0
yahya_bb,-1,50.0,46.0,4.0,100.0
Lorenzo4479,-1,50.0,48.0,2.0,100.0
Hapax22,0,33.0,67.0,0.0,100.0
Tjokke67,-1,48.0,46.0,6.0,100.0
majeremanepercychess,1,37.0,57.0,5.0,100.0
Fran44chess,0,49.0,49.0,2.0,100.0
leo_kickziiie,-1,42.0,52.0,4.0,63.0
Sandina,-1,49.0,41.0,10.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
prajakt123chess,-1,49.0,47.0,4.0,100.0
Polska_gurom,-1,30.0,69.0,0.0,39.0
leonid535,1,35.0,59.0,6.0,100.0
PhuroMahadeva,-1,56.0,39.0,4.0,100.0
lhmolia,1,47.0,53.0,0.0,100.0
Aminnorudin82,1,0.0,0.0,0.0,0.0
Interthebest,1,42.0,56.0,2.0,100.0
sereja666,1,0.0,0.0,0.0,0.0
SlayChaseQueen,-1,49.0,49.0,2.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
grantm11,1,48.0,44.0,8.0,100.0
NokhbeZaeim,-1,33.0,66.0,0.0,45.0
perfectatack,1,51.0,46.0,3.0,100.0
Kurouwuii,1,45.0,50.0,4.0,72.0
jpessoa7,-1,57.0,42.0,0.0,100.0
dubosa1,-1,54.0,41.0,5.0,100.0
YSDRxn,1,0.0,0.0,0.0,0.0
viviero,1,0.0,0.0,0.0,0.0
gavasha,1,52.0,41.0,7.0,100.0
bredddd,1,0.0,0.0,0.0,0.0
Niper,-1,45.0,54.0,1.0,100.0
szymonwitak,-1,49.0,45.0,6.0,100.0
KingsIndianKing,1,49.0,47.0,4.0,100.0
agil3,1,45.0,54.0,1.0,100.0
brahletmeplay,-1,0.0,0.0,0.0,0.0
czesioszachista,-1,0.0,0.0,0.0,0.0
Josphat-Jr,1,61.0,39.0,0.0,100.0
AltIbr,1,56.0,43.0,1.0,100.0
Stapler2,1,0.0,0.0,0.0,0.0
evlynserah,1,47.0,51.0,2.0,100.0
Azizjon_19,-1,51.0,41.0,8.0,100.0
sttest,0,49.0,49.0,2.0,100.0
craciunremus66,1,47.0,48.0,5.0,100.0
VEDPRAKASH4D,-1,30.0,60.0,10.0,30.0
Mootje1986,-1,39.0,57.0,3.0,100.0
olegdonn,-1,43.0,54.0,3.0,100.0
freiheitfuerdiedame,-1,0.0,0.0,0.0,0.0
standard_errors,1,42.0,54.0,4.0,100.0
Alexey_Shem,1,41.0,41.0,18.0,100.0
thesheep1,1,51.0,48.0,1.0,100.0
MAXPAPST,1,50.0,44.0,6.0,100.0
Tra_Da,-1,45.0,51.0,4.0,100.0
rolly16_TLG,-1,50.0,46.0,3.0,90.0
SergejErofeew,-1,47.0,44.0,9.0,100.0
Chadi7,-1,51.0,45.0,4.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
markemoon,1,53.0,45.0,2.0,100.0
Jokuk,-1,44.0,52.0,4.0,100.0
konstantin_bubolz,1,49.0,42.0,9.0,100.0
raj210486,-1,0.0,0.0,0.0,0.0
Claude97,-1,50.0,48.0,2.0,100.0
thoemel71,-1,51.0,48.0,1.0,100.0
Raofi001,-1,50.0,46.0,4.0,100.0
KomoBckuy,-1,50.0,40.0,10.0,100.0
PANAMAsammy,1,0.0,0.0,0.0,0.0
loophole21,1,47.0,48.0,5.0,100.0
Juan_95,1,44.0,50.0,6.0,100.0
SirBaron,1,53.0,47.0,0.0,100.0
Dmitriev_Evgeniy,1,0.0,0.0,0.0,0.0
puntofacil504,-1,57.0,35.0,7.0,100.0
Miguel12345,-1,47.0,49.0,4.0,100.0
bigshorty007,-1,46.0,53.0,0.0,39.0
thelaaaad,-1,33.0,64.0,3.0,100.0
ItsVaiz,1,50.0,47.0,3.0,100.0
ReeRay,0,0.0,0.0,0.0,0.0
pipeemarquez,1,60.0,34.0,6.0,100.0
StefanDusan,-1,45.0,49.0,6.0,100.0
vladislavZirianov71,-1,0.0,0.0,0.0,0.0
zbouaerg,-1,49.0,47.0,4.0,100.0
applerook,1,45.0,53.0,2.0,100.0
Andrey_Prisada,-1,100.0,0.0,0.0,3.0
BenKohli,1,46.0,51.0,3.0,100.0
ErwinForbes_52,1,39.0,55.0,6.0,100.0
misharockstar,1,52.0,47.0,1.0,100.0
nym,1,0.0,0.0,0.0,0.0
Ganymede01,1,48.0,50.0,2.0,100.0
gabyshamoun,1,38.0,56.0,6.0,100.0
PETERKATO,1,44.0,44.0,11.0,27.0
a1n1haqq,-1,49.0,42.0,9.0,100.0
MehdiGard,-1,42.0,57.0,0.0,21.0
creativeuserr,1,43.0,55.0,2.0,100.0
elmostshar-mena,-1,45.0,49.0,6.0,100.0
eyupensar1,-1,0.0,100.0,0.0,6.0
davidpajo1,-1,0.0,0.0,0.0,0.0
litaliana,1,65.0,33.0,2.0,100.0
GoodGame3752,1,49.0,48.0,3.0,100.0
Rais_Sakhabeev,-1,74.0,23.0,3.0,100.0
Amirzf1136,1,56.0,43.0,0.0,41.0
Karshiga72,-1,46.0,51.0,3.0,100.0
M0meKGAMING,1,48.0,48.0,4.0,100.0
glow_170,-1,44.0,55.0,1.0,100.0
Vilago,1,25.0,75.0,0.0,60.0
Lakshyasom,-1,18.0,68.0,12.0,16.0
andryani87,-1,50.0,50.0,0.0,18.0
Hanhepihapa,-1,0.0,0.0,0.0,0.0
mshemi,1,49.0,50.0,1.0,100.0
tisoti1958,-1,0.0,0.0,0.0,0.0
Reda7799,-1,47.0,48.0,5.0,100.0
Lupada,1,63.0,33.0,3.0,90.0
RAJAGURU777,1,55.0,40.0,5.0,100.0
xuntanza,1,45.0,53.0,2.0,100.0
loloruci,1,0.0,0.0,0.0,0.0
mathieu_kat,1,53.0,42.0,5.0,100.0
Saldanhah,-1,50.0,43.0,7.0,100.0
Jose_opeth39,1,50.0,45.0,5.0,100.0
MiguelRoberto,1,31.0,64.0,5.0,100.0
NoSoyIsa,1,0.0,0.0,0.0,0.0
amiraliiiiiiiiiii,1,11.0,88.0,0.0,27.0
MC-BELATUNG,-1,54.0,41.0,5.0,100.0
Eduardovich_2002,-1,54.0,42.0,4.0,100.0
tinze,-1,52.0,45.0,3.0,100.0
Trullebullen,-1,55.0,35.0,10.0,100.0
MatOlmaAma,1,0.0,0.0,0.0,0.0
talha_burak_78,1,0.0,0.0,0.0,0.0
Timeless_Happiness,1,100.0,0.0,0.0,3.0
MxcMe,-1,0.0,0.0,0.0,0.0
Norvz26,-1,46.0,45.0,9.0,100.0
Vladimir63160,-1,44.0,48.0,8.0,100.0
IWILLCOOKYOUINCHESS,1,14.0,85.0,0.0,28.0
StephenGospel,1,46.0,49.0,5.0,100.0
hunghust0710,-1,0.0,0.0,0.0,0.0
SMTheGoat11,0,25.0,62.0,12.0,8.0
SKalachn,1,0.0,0.0,0.0,0.0
matheus_xadrez89,-1,0.0,0.0,0.0,0.0
yorboyroy,1,0.0,0.0,0.0,0.0
TsavoKing,-1,49.0,49.0,2.0,100.0
SalmanGRANDMASTER,-1,64.0,35.0,0.0,42.0
mohamadbakhtiari64,1,42.0,49.0,9.0,100.0
KINGQUWAIS67137505,-1,47.0,48.0,5.0,100.0
helpeverymove,1,0.0,0.0,0.0,0.0
Filipcio12,-1,55.0,45.0,0.0,100.0
Spade7,-1,0.0,0.0,0.0,0.0
Jakes64,1,0.0,0.0,0.0,0.0
truthzeeker,-1,0.0,0.0,0.0,0.0
TheOttoman52,1,37.0,60.0,3.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Monkey_King,1,59.0,36.0,5.0,100.0
Davidmacipe,-1,50.0,45.0,5.0,100.0
CutePikachu888,1,0.0,100.0,0.0,3.0
judge_dredd1,-1,0.0,0.0,0.0,0.0
EarlEverLose,-1,0.0,100.0,0.0,4.0
Avto-mat,-1,0.0,0.0,0.0,0.0
istude,-1,45.0,50.0,5.0,100.0
R-J-M,-1,46.0,48.0,6.0,100.0
Trenerhero,-1,47.0,44.0,9.0,100.0
Thamersakly,-1,43.0,55.0,2.0,100.0
SirJoshL,-1,47.0,52.0,0.0,69.0
Microsman,-1,55.0,44.0,1.0,100.0
Yabadud,-1,39.0,59.0,2.0,100.0
bz_do,1,42.0,51.0,7.0,100.0
Weissjosel,1,49.0,42.0,9.0,100.0
pirat-02,-1,42.0,57.0,0.0,57.0
Savva_V,1,0.0,0.0,0.0,0.0
wo_Oddii,1,0.0,0.0,0.0,0.0
Jijilover,0,0.0,0.0,0.0,0.0
blacknwhite_magpie,-1,60.0,40.0,0.0,45.0
YoshiChessBrah,1,34.0,66.0,0.0,100.0
Its_CJ,1,46.0,47.0,7.0,100.0
Geradot,-1,48.0,48.0,4.0,100.0
bezdarniy_KpacaBa,1,0.0,0.0,0.0,0.0
coskip,-1,0.0,0.0,0.0,0.0
SIJorgensen,1,43.0,55.0,2.0,100.0
CheckedFlannelShirt,1,45.0,53.0,2.0,100.0
Ideva,1,45.0,53.0,2.0,100.0
Omahung,-1,60.0,33.0,7.0,100.0
marcoarmonica,1,39.0,56.0,4.0,69.0
alexserant,1,0.0,0.0,0.0,0.0
Elbro_Z,1,40.0,55.0,5.0,100.0
mandariinikyy,-1,0.0,0.0,0.0,0.0
Herriot,1,47.0,49.0,4.0,100.0
fufubai,0,56.0,44.0,0.0,100.0
Kichikizz,1,0.0,0.0,0.0,0.0
lreymond,-1,0.0,0.0,0.0,0.0
slavc53,1,44.0,52.0,4.0,100.0
alexmal13,1,48.0,51.0,1.0,100.0
Mhdmrk,1,51.0,48.0,1.0,100.0
the_stonewalldutch,1,50.0,47.0,3.0,100.0
Odamboy01,-1,59.0,39.0,2.0,100.0
schachtrainer64,-1,76.0,20.0,4.0,100.0
downwithjimmy,0,0.0,0.0,0.0,0.0
LightColor,-1,55.0,40.0,5.0,100.0
HerrDingsbums,-1,49.0,46.0,5.0,100.0
The_Game_Here7777,1,41.0,55.0,4.0,100.0
F1959,-1,46.0,42.0,12.0,100.0
JoJo-17,1,49.0,46.0,5.0,100.0
Khondaker28,-1,59.0,41.0,0.0,100.0
Zomarks,-1,41.0,56.0,2.0,100.0
bikolas1989,1,37.0,61.0,2.0,100.0
DatNguyenLVC,1,0.0,0.0,0.0,0.0
hepllo,1,38.0,53.0,7.0,39.0
Josito08,-1,44.0,54.0,2.0,100.0
mazenmzon,1,48.0,47.0,5.0,100.0
MAhmed2014,-1,45.0,51.0,4.0,100.0
RTREE89,1,0.0,0.0,0.0,0.0
gurugan1,1,48.0,48.0,4.0,100.0
StavroKatzavounakis,1,47.0,49.0,4.0,100.0
salahbidan,-1,60.0,38.0,2.0,100.0
Wrath-of-God,-1,43.0,42.0,15.0,100.0
bronquio_rojo,1,100.0,0.0,0.0,6.0
texmod,1,0.0,0.0,0.0,0.0
Shibby1616,1,52.0,46.0,2.0,100.0
triffgari,1,56.0,37.0,6.0,100.0
Bosha18,0,55.0,43.0,2.0,100.0
Avel-9992,1,42.0,52.0,6.0,100.0
ArtemisNasa,-1,50.0,43.0,7.0,100.0
pinkusfloyd,-1,100.0,0.0,0.0,3.0
Najoanpangaila,1,50.0,48.0,2.0,100.0
birbetta,1,43.0,46.0,11.0,100.0
AbhainnDearg,-1,48.0,44.0,8.0,100.0
elmotto,-1,61.0,33.0,6.0,100.0
Andrey19888,-1,44.0,47.0,9.0,100.0
ghassantlais,1,48.0,47.0,5.0,100.0
l1986-UN,1,41.0,53.0,6.0,100.0
masri92,1,25.0,74.0,0.0,81.0
Andylander,1,44.0,51.0,5.0,100.0
maxwellangatkip,-1,53.0,43.0,4.0,100.0
solay76,1,0.0,0.0,0.0,0.0
jimasla,-1,49.0,48.0,3.0,100.0
nicosanta,-1,56.0,39.0,4.0,100.0
Aty-PK,-1,41.0,49.0,8.0,67.0
tronixpms,0,67.0,33.0,0.0,100.0
Rsingh141,-1,53.0,45.0,2.0,100.0
chigariro_comfort,-1,50.0,47.0,3.0,100.0
cookiewrenchmonkey,-1,0.0,0.0,0.0,0.0
mickimcdonald,0,51.0,45.0,4.0,100.0
peterdroit,1,56.0,44.0,0.0,100.0
dvik85,1,0.0,0.0,0.0,0.0
StillAliv3,-1,52.0,39.0,9.0,100.0
Ddoichev,1,48.0,50.0,2.0,100.0
rafaelvamos,-1,56.0,39.0,4.0,100.0
Leobell77,-1,47.0,49.0,4.0,100.0
juanfelipejs,1,3.0,90.0,7.0,100.0
vinhkhangdv292014,-1,0.0,100.0,0.0,3.0
vit700,-1,0.0,0.0,0.0,0.0
FflashkingF,-1,0.0,0.0,0.0,0.0
SimonJessen,-1,47.0,45.0,8.0,100.0
btdmaster50,-1,51.0,41.0,8.0,100.0
walmi123,-1,55.0,39.0,6.0,100.0
Laurentxxx,-1,0.0,0.0,0.0,0.0
ohcov9vy9,1,35.0,57.0,7.0,42.0
Chess-cub,-1,50.0,46.0,4.0,100.0
EnGoSo,1,0.0,0.0,0.0,0.0
Mwiza01,1,34.0,62.0,4.0,100.0
un_juanse,-1,58.0,37.0,4.0,72.0
edfuji10,-1,51.0,43.0,6.0,100.0
Fedor34,-1,54.0,44.0,2.0,100.0
Rinkiar,1,0.0,0.0,0.0,0.0
BassPlayerLover68,-1,55.0,42.0,3.0,100.0
siouxzen,-1,0.0,0.0,0.0,0.0
WinteryMix,-1,51.0,45.0,4.0,100.0
amir_erfan,-1,48.0,49.0,3.0,100.0
PECHANDU_chess,-1,54.0,43.0,3.0,100.0
Frederick_18,-1,59.0,38.0,3.0,100.0
robins11,1,0.0,0.0,0.0,0.0
Acountnumberone,-1,48.0,51.0,1.0,100.0
MayflyMan,-1,47.0,51.0,2.0,100.0
Antoxxxxa,-1,49.0,44.0,7.0,100.0
HorstimanN,0,47.0,45.0,8.0,100.0
carlosf_calla,-1,63.0,31.0,5.0,57.0
neilvartak,-1,0.0,0.0,0.0,0.0
kuttuss,1,33.0,60.0,6.0,45.0
Konstvik2112,1,59.0,35.0,6.0,100.0
Bruce_Li1213,-1,0.0,0.0,0.0,0.0
Vasygolova25,1,50.0,45.0,5.0,100.0
ilya_vedler-85,1,0.0,0.0,0.0,0.0
Rapanuichess,1,0.0,0.0,0.0,0.0
andreymirz,1,55.0,43.0,2.0,100.0
Jpf-Gs,1,49.0,47.0,4.0,100.0
hulian,-1,46.0,51.0,3.0,100.0
Bo1898,-1,0.0,0.0,0.0,0.0
GhajiGhaji,1,52.0,47.0,1.0,100.0
arti0208,-1,33.0,66.0,0.0,18.0
MONIMPERATOR6565,1,46.0,51.0,3.0,100.0
CESZARNUNES,-1,0.0,75.0,25.0,12.0
Lapet_Soang,1,44.0,56.0,0.0,100.0
wizzy2105,1,49.0,48.0,3.0,100.0
Kenwane1,-1,100.0,0.0,0.0,15.0
Ah0582688,-1,45.0,54.0,1.0,100.0
Rain76,-1,0.0,0.0,0.0,0.0
BisharaQueen,1,51.0,49.0,0.0,100.0
Aadvik-2013,1,45.0,50.0,5.0,60.0
NilPanda,1,44.0,54.0,2.0,100.0
t0maash,-1,42.0,57.0,0.0,63.0
ijqp,-1,0.0,0.0,0.0,0.0
josorio67HNL,1,21.0,75.0,4.0,100.0
IlTipoCurioso,1,56.0,43.0,0.0,100.0
ALBosss,1,57.0,38.0,4.0,100.0
SaburoSan,-1,44.0,44.0,12.0,100.0
Hassan-y,-1,52.0,46.0,2.0,100.0
knightf3capped,-1,0.0,0.0,0.0,0.0
mostafa7mahmoud,1,0.0,0.0,0.0,0.0
takhir1952,-1,49.0,46.0,5.0,100.0
chaseplaya1,1,33.0,66.0,0.0,9.0
TUKANCHIK,-1,50.0,39.0,11.0,100.0
lloresh,-1,45.0,49.0,6.0,100.0
CoachFede,-1,60.0,38.0,2.0,100.0
odengw,1,46.0,53.0,1.0,100.0
Findlater,1,57.0,39.0,2.0,38.0
laurencebarden1,1,48.0,49.0,3.0,100.0
FCBC7,1,49.0,44.0,7.0,100.0
Belousov1996,-1,33.0,56.0,11.0,100.0
maximusmaxi,-1,49.0,48.0,3.0,100.0
aminDehghanpour,1,39.0,50.0,11.0,100.0
D4LL-E3,-1,42.0,53.0,5.0,100.0
Peppie22,1,50.0,46.0,4.0,100.0
Abdeloosz,-1,44.0,49.0,7.0,100.0
MaxLangeMAX,1,0.0,0.0,0.0,0.0
trie_clcp,1,47.0,49.0,4.0,100.0
schmaxel24,-1,55.0,40.0,5.0,100.0
Fisher19,-1,41.0,53.0,6.0,100.0
Arslan_Sonic,1,33.0,58.0,8.0,36.0
Stern_24,-1,50.0,41.0,9.0,100.0
Marwan_ba,-1,48.0,47.0,5.0,100.0
mohammedfisal,-1,0.0,0.0,0.0,0.0
robertsmolly26,1,15.0,76.0,7.0,39.0
eugenijus3,-1,44.0,52.0,4.0,100.0
elgabaxin,1,44.0,49.0,7.0,100.0
Loris77,1,33.0,50.0,16.0,36.0
mohamad68,1,53.0,46.0,1.0,100.0
Leehuang,1,0.0,0.0,0.0,0.0
Johanis2019,-1,44.0,52.0,4.0,100.0
rf998,1,41.0,56.0,3.0,100.0
Kombechisanga124,1,52.0,48.0,0.0,100.0
Arina1228,-1,32.0,61.0,6.0,93.0
ReimVictory,1,50.0,46.0,4.0,100.0
ekimku,1,0.0,100.0,0.0,3.0
Nadynoseer,1,0.0,0.0,0.0,0.0
dangub,-1,0.0,0.0,0.0,0.0
UI16,-1,61.0,38.0,0.0,54.0
hedgehog842,-1,48.0,52.0,0.0,100.0
VictorFilho,1,0.0,0.0,0.0,0.0
Miesov,-1,57.0,37.0,5.0,100.0
Dinkasator,0,40.0,56.0,3.0,100.0
LevIvanov2016,-1,0.0,0.0,0.0,0.0
Radekl,1,52.0,44.0,4.0,100.0
carlson24,-1,51.0,42.0,7.0,100.0
King_Khalid143,-1,54.0,41.0,5.0,100.0
againstabsurdity,1,35.0,61.0,4.0,100.0
andree3001kk,1,48.0,47.0,5.0,100.0
Soares_EC,-1,47.0,49.0,4.0,100.0
Kolyazuev,0,25.0,65.0,10.0,100.0
Supraz,0,49.0,42.0,9.0,100.0
rkarora03,1,44.0,51.0,5.0,100.0
edin007,1,40.0,48.0,12.0,100.0
Verdik,-1,34.0,56.0,10.0,100.0
avbog,1,47.0,48.0,5.0,100.0
lempons,-1,50.0,45.0,5.0,100.0
donkey1455,1,55.0,44.0,1.0,100.0
conrado_1970,1,54.0,44.0,2.0,100.0
Pawn51,1,0.0,0.0,0.0,0.0
savirbaas,1,53.0,45.0,2.0,100.0
HanockSamuel10,1,54.0,45.0,0.0,66.0
LakiKX01,0,42.0,49.0,9.0,100.0
kamelbsn,1,0.0,0.0,0.0,0.0
grafheide72,1,56.0,33.0,10.0,100.0
mmevlutbyr,-1,46.0,48.0,6.0,100.0
ewcortes,1,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
akira2049,-1,49.0,48.0,3.0,100.0
Barbashinigor,1,48.0,46.0,6.0,100.0
wes41,1,44.0,50.0,6.0,100.0
rvitey1b,-1,56.0,44.0,0.0,100.0
Ahmed021,1,50.0,45.0,5.0,100.0
mohamedqatar1,1,50.0,50.0,0.0,100.0
Stallion28,-1,52.0,37.0,11.0,100.0
thekingiscomingifuku,1,48.0,48.0,4.0,100.0
killerhawk1122,1,44.0,50.0,6.0,100.0
waldirocha,-1,44.0,48.0,8.0,100.0
RobertFP,-1,14.0,80.0,6.0,100.0
a6522725,1,44.0,52.0,4.0,100.0
manomajidam,1,23.0,76.0,0.0,51.0
Tolich23,1,30.0,68.0,2.0,100.0
superiordadbod,1,100.0,0.0,0.0,6.0
kyriedwaynedelfin,1,46.0,47.0,7.0,100.0
DXV,1,54.0,39.0,7.0,100.0
Emrindia1,-1,27.0,66.0,7.0,100.0
Zmeyoy,-1,40.0,55.0,5.0,100.0
carton12,-1,48.0,52.0,0.0,100.0
DTH_donguyenchau,1,0.0,100.0,0.0,3.0
Banzay15,-1,46.0,49.0,5.0,100.0
ABBOUDI_AYOUB,-1,56.0,42.0,1.0,100.0
vity_ii,0,50.0,45.0,5.0,100.0
arunsingh124,1,42.0,44.0,14.0,100.0
Juanca-97,-1,0.0,0.0,0.0,0.0
Pak_Chong,0,48.0,50.0,2.0,100.0
t1000vic,1,0.0,0.0,0.0,0.0
twilson93,-1,48.0,48.0,3.0,81.0
H12CHI,-1,0.0,0.0,0.0,0.0
tenev123,-1,43.0,52.0,5.0,100.0
gwin2322,-1,42.0,56.0,1.0,100.0
Schokoei,1,77.0,20.0,3.0,100.0
pedro_292108,1,49.0,47.0,4.0,100.0
rdzvl,-1,44.0,54.0,2.0,100.0
Alex_Lagazashvili1,-1,47.0,50.0,3.0,100.0
mm78,-1,0.0,0.0,0.0,0.0
Jamaicabob,-1,0.0,0.0,0.0,0.0
jaybarber,1,48.0,49.0,3.0,100.0
hig0,-1,0.0,0.0,0.0,0.0
Slabii,1,60.0,39.0,1.0,100.0
chel_amailru,-1,41.0,57.0,1.0,100.0
habiptamak1,-1,41.0,52.0,7.0,100.0
mthimba,1,51.0,46.0,3.0,100.0
dalandan2,-1,100.0,0.0,0.0,3.0
bahmanbonab,1,40.0,54.0,6.0,100.0
LUNETIC1,1,24.0,76.0,0.0,75.0
boban1950,1,49.0,45.0,6.0,100.0
HikawaRina,-1,0.0,0.0,0.0,0.0
Uljanovsk73,-1,55.0,44.0,0.0,87.0
Luppulus,-1,46.0,51.0,3.0,100.0
sleepless_dreamer,1,46.0,48.0,6.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
noob151311118,1,41.0,57.0,1.0,100.0
AAAAlcantar,1,100.0,0.0,0.0,3.0
dr_ilhan,1,0.0,0.0,0.0,0.0
Yerikov_Gennadiy,1,28.0,68.0,4.0,100.0
ChessFox-317,-1,44.0,54.0,2.0,100.0
TTB,1,39.0,59.0,2.0,100.0
aymanfd,-1,48.0,47.0,5.0,100.0
GaburiEri,-1,100.0,0.0,0.0,3.0
AliarIdrissov,1,51.0,47.0,2.0,100.0
Nazaninmoradipour,1,0.0,100.0,0.0,3.0
edrianalbacaro,-1,42.0,55.0,3.0,100.0
Wallangko,1,60.0,38.0,2.0,100.0
Kristobalhunta2,1,0.0,0.0,0.0,0.0
dovla808,-1,0.0,0.0,0.0,0.0
JSebasp,-1,55.0,36.0,9.0,100.0
znamy2000,-1,42.0,48.0,10.0,100.0
mule8888,-1,100.0,0.0,0.0,6.0
choplet,1,0.0,0.0,0.0,0.0
fickricker,1,0.0,0.0,0.0,0.0
Tristan_Iressuh,0,47.0,49.0,4.0,100.0
los1968,-1,52.0,46.0,2.0,100.0
JFZ84,-1,42.0,56.0,2.0,100.0
dinesh101,1,52.0,45.0,3.0,100.0
campeondelvalle22,-1,47.0,48.0,5.0,100.0
GiftLungu,-1,52.0,46.0,2.0,100.0
Marc2ESOA,1,33.0,50.0,16.0,72.0
ericblanc,-1,35.0,62.0,3.0,100.0
Check_Mater03,-1,0.0,0.0,0.0,0.0
shef29,1,49.0,48.0,3.0,100.0
dr_cooper,1,45.0,51.0,4.0,100.0
Brainer02,1,36.0,62.0,2.0,100.0
serhat13,-1,47.0,46.0,7.0,100.0
net_runner,1,53.0,43.0,4.0,100.0
elnur_mustafa,1,51.0,49.0,0.0,100.0
piyon_capraz_alir,-1,46.0,52.0,2.0,100.0
Pellmel,-1,46.0,46.0,8.0,100.0
Deny94,0,41.0,55.0,4.0,100.0
hectorrr43,1,42.0,56.0,1.0,100.0
ashaolu,1,47.0,47.0,6.0,100.0
afarewelltoarms,-1,42.0,52.0,6.0,100.0
JuanChezz,1,46.0,53.0,0.0,49.0
ZeYakov,-1,47.0,50.0,3.0,100.0
pearlfountain,-1,45.0,49.0,6.0,100.0
Desbarrador,-1,43.0,55.0,2.0,100.0
BORREGALITO,-1,56.0,41.0,2.0,100.0
lakhmissirachid,-1,53.0,45.0,2.0,100.0
rooh_666,1,0.0,0.0,0.0,0.0
SLOU21,-1,48.0,50.0,2.0,100.0
Zipperface,1,16.0,83.0,0.0,18.0
SamurajQA,-1,60.0,36.0,4.0,100.0
Moises-CDMX,1,51.0,44.0,5.0,100.0
claujunior,-1,48.0,49.0,3.0,100.0
ipin1,1,42.0,51.0,7.0,100.0
jnrebel23,-1,44.0,50.0,6.0,100.0
Marum0,-1,46.0,48.0,6.0,100.0
KHALID85,1,39.0,54.0,7.0,100.0
vengefulbogsby,1,0.0,0.0,0.0,0.0
MassiCicci8,0,52.0,45.0,3.0,100.0
FILO2016,-1,53.0,44.0,3.0,100.0
miladsafari0,-1,43.0,51.0,6.0,100.0
minok2017,1,46.0,48.0,6.0,100.0
PDXBlazer,-1,65.0,32.0,3.0,100.0
Osvaldojimenez,-1,55.0,37.0,7.0,81.0
marceuterra2,1,42.0,50.0,8.0,100.0
ROMAxa3,-1,49.0,48.0,3.0,100.0
Pianospel,1,45.0,54.0,1.0,100.0
Shurebacor,-1,54.0,42.0,4.0,100.0
MrElk,1,46.0,52.0,2.0,100.0
AhmedM777,-1,100.0,0.0,0.0,3.0
Zed_Gr,1,25.0,73.0,2.0,100.0
felinebrains,-1,43.0,55.0,2.0,100.0
ombro,1,0.0,0.0,0.0,0.0
yusuuuuft,1,50.0,49.0,1.0,100.0
QGambit17,-1,0.0,0.0,0.0,0.0
amarudni,1,49.0,51.0,0.0,100.0
jmjm59,-1,33.0,63.0,4.0,100.0
waled2112,1,0.0,0.0,0.0,0.0
sanosi2023,1,51.0,44.0,5.0,100.0
Alexander095,1,0.0,100.0,0.0,3.0
Clg1979,-1,46.0,45.0,9.0,100.0
glossum,-1,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Atmll,-1,55.0,41.0,4.0,100.0
Richard_Clark_Kern,1,42.0,56.0,1.0,100.0
Javisanchess,-1,52.0,46.0,2.0,100.0
cyanidedata,-1,51.0,44.0,5.0,100.0
burkesorenson,0,77.0,22.0,0.0,27.0
FishDBobby,-1,47.0,46.0,7.0,100.0
harunoner,1,43.0,52.0,5.0,100.0
KirkBurton,-1,57.0,41.0,1.0,100.0
ionekz,1,0.0,0.0,0.0,0.0
kova007,0,46.0,45.0,9.0,100.0
DealSealer,-1,43.0,52.0,5.0,100.0
Gligor66,-1,0.0,66.0,33.0,9.0
Dilsrang,-1,0.0,0.0,0.0,0.0
MaPisti,-1,43.0,55.0,2.0,100.0
Dewi_Naga_Merah,-1,49.0,49.0,2.0,100.0
