user_id,win_rate,lose_rate,draw_rate,game_count
hivhiv,46.0,44.0,10.0,100.0
Subhalok123,29.0,64.0,5.0,51.0
warbler79,52.0,45.0,3.0,100.0
GlobalElfe,38.0,57.0,4.0,100.0
neyestani,44.0,54.0,2.0,100.0
sinalot,36.0,63.0,0.0,22.0
Agrani_sharma,31.0,56.0,12.0,48.0
yuvt,30.0,70.0,0.0,90.0
OnePunchRick,0.0,0.0,0.0,0.0
Imperial21,48.0,43.0,9.0,100.0
lucio4,0.0,0.0,0.0,0.0
Ikarod12,46.0,47.0,7.0,100.0
vivaan0973,51.0,39.0,10.0,100.0
gusorio3,47.0,47.0,6.0,100.0
vlkvarlibas,47.0,49.0,4.0,100.0
dreamville04,42.0,57.0,0.0,21.0
Honorable1,40.0,56.0,3.0,100.0
ahhelmy74,51.0,46.0,3.0,100.0
kostasgeo190900,37.0,55.0,8.0,100.0
Malikah,0.0,0.0,0.0,0.0
Bugsshh,75.0,25.0,0.0,24.0
Velazquev,0.0,0.0,0.0,0.0
SatanSun,43.0,49.0,8.0,100.0
gramaster,25.0,75.0,0.0,12.0
mamunhowlader,0.0,0.0,0.0,0.0
Harashe,44.0,50.0,6.0,100.0
JaraMate,31.0,66.0,3.0,100.0
imamchess,46.0,49.0,5.0,100.0
p0lunin,46.0,50.0,4.0,100.0
Vetaltempest,0.0,0.0,0.0,0.0
Grasmester090,11.0,88.0,0.0,27.0
Aldio,33.0,66.0,0.0,18.0
ASHY2508E,0.0,0.0,0.0,0.0
rezoner,65.0,33.0,2.0,100.0
drtg55,25.0,75.0,0.0,12.0
Jxan_Ang3lo,44.0,54.0,2.0,100.0
songokuzinho,56.0,34.0,10.0,100.0
Lisowski,58.0,29.0,11.0,51.0
Nandy111,0.0,0.0,0.0,0.0
itsrif10,0.0,0.0,0.0,0.0
Raghwendrasandikar,0.0,0.0,0.0,0.0
Rubick2023,50.0,46.0,4.0,100.0
playLicht,51.0,31.0,18.0,100.0
egalindoh,46.0,52.0,2.0,100.0
DanilPoz,42.0,50.0,7.0,84.0
yurgenduvan,0.0,0.0,0.0,0.0
capablanca911,0.0,0.0,0.0,0.0
pka2021,48.0,45.0,7.0,100.0
tarigt,0.0,100.0,0.0,6.0
avivrathi,50.0,50.0,0.0,12.0
Ferchomanlamaquina,44.0,51.0,5.0,100.0
MASTER_METAFORS343,44.0,47.0,9.0,100.0
Nikolaur5,50.0,50.0,0.0,6.0
zm97,60.0,40.0,0.0,100.0
alkxs,40.0,55.0,5.0,100.0
BrinkTheGamer,0.0,0.0,0.0,0.0
BigJoe30,41.0,56.0,2.0,100.0
YumurtaliPide,0.0,0.0,0.0,0.0
vibby,0.0,0.0,0.0,0.0
Noruno28,0.0,0.0,0.0,0.0
kutchh9,39.0,57.0,3.0,100.0
ahmedgaber11,25.0,70.0,5.0,100.0
sawari201,30.0,23.0,46.0,39.0
VirtusImpavida,53.0,46.0,0.0,39.0
vladfc,28.0,71.0,0.0,14.0
P223344,50.0,41.0,8.0,72.0
Coolani,0.0,0.0,0.0,0.0
ardwan40,0.0,0.0,0.0,0.0
David_2018,49.0,44.0,7.0,100.0
sarduvan,41.0,52.0,5.0,51.0
alfredmungalaba,57.0,37.0,5.0,100.0
FirstVF4,32.0,60.0,8.0,100.0
PASCALMADU7,0.0,100.0,0.0,3.0
RAIDENNN,43.0,53.0,3.0,90.0
Shakib22334,39.0,56.0,4.0,100.0
irakligunia,0.0,0.0,0.0,0.0
diasjunior2003,0.0,0.0,0.0,0.0
milooo1,56.0,42.0,2.0,100.0
cobra1,0.0,0.0,0.0,0.0
Leblor,0.0,0.0,0.0,0.0
SychevDaniil,20.0,75.0,5.0,60.0
wladiseen,31.0,67.0,2.0,100.0
assassin77,50.0,44.0,6.0,100.0
Eddinebach,61.0,35.0,4.0,100.0
WoodyTheFox,38.0,59.0,3.0,100.0
B_Georgiev,68.0,28.0,4.0,100.0
Dxrilex,30.0,70.0,0.0,10.0
SanSanych91,50.0,49.0,1.0,100.0
cldng,0.0,0.0,0.0,0.0
imbajimba,43.0,53.0,4.0,100.0
lopuz,41.0,56.0,2.0,100.0
Cianik1086,72.0,26.0,2.0,100.0
TheAmplitwist,0.0,0.0,0.0,0.0
ppreyna94,41.0,53.0,6.0,100.0
gons74,16.0,83.0,0.0,36.0
Millan27q,0.0,100.0,0.0,6.0
SmallHorse,0.0,0.0,0.0,0.0
blue_joke,0.0,0.0,0.0,0.0
AINELHAYAT,51.0,46.0,3.0,100.0
veysel01,53.0,45.0,2.0,100.0
Savov7,50.0,50.0,0.0,6.0
entity_satyam,28.0,70.0,1.0,100.0
Nicktensteyn,0.0,0.0,0.0,0.0
JosyCroughs,0.0,0.0,0.0,0.0
AlbertoM123,52.0,47.0,1.0,100.0
EducatedSquirrel,47.0,44.0,9.0,100.0
Sinu_Han,82.0,15.0,2.0,39.0
geghen,43.0,56.0,1.0,100.0
lavi2213,0.0,0.0,0.0,0.0
ua_snail,0.0,0.0,0.0,0.0
crazychess0,53.0,39.0,8.0,100.0
Ychun,50.0,35.0,15.0,60.0
