user_op,op_win_streak_current,op_win_streak_max,op_loss_streak_current,op_loss_streak_max
MrSOK,2.0,34.0,0.0,26.0
jankovicsmarci,1.0,10.0,0.0,12.0
hermit_peaks,3.0,8.0,0.0,7.0
Ettore355,0.0,9.0,1.0,12.0
toooorbi123,0.0,1.0,2.0,2.0
UsuallyGetFlagged,0.0,20.0,6.0,9.0
Spreek,2.0,22.0,0.0,10.0
Zati_T,0.0,13.0,1.0,12.0
Sir-villacorta_11,0.0,14.0,1.0,12.0
Kasparov1096,1.0,9.0,0.0,13.0
mehmetxxxx,1.0,9.0,0.0,14.0
M9ICNIK,1.0,14.0,0.0,10.0
blunderedatbirth,1.0,8.0,0.0,11.0
chesshero228,2.0,6.0,0.0,6.0
zhrrajab,0.0,8.0,1.0,13.0
Mai_Thanh_VN,0.0,12.0,2.0,9.0
DBeanHead1,0.0,9.0,1.0,11.0
guignatali,2.0,8.0,0.0,5.0
OldWeakJordo,0.0,17.0,1.0,7.0
Ram_Page,1.0,10.0,0.0,14.0
Weapon1221,0.0,9.0,2.0,18.0
Yiyi1984,0.0,18.0,1.0,10.0
elmasmalo,2.0,8.0,0.0,10.0
Dover_Doy,4.0,13.0,0.0,16.0
Asesinodelchess,0.0,15.0,2.0,13.0
Lauffener,0.0,12.0,1.0,12.0
Daniel333_44,2.0,5.0,0.0,10.0
King245,0.0,6.0,1.0,6.0
googlegoom,0.0,13.0,2.0,13.0
Morlis,1.0,19.0,0.0,12.0
ReWy66,0.0,5.0,2.0,6.0
vualangthang,4.0,21.0,0.0,18.0
darknessci,1.0,6.0,0.0,8.0
daikensana,2.0,10.0,0.0,11.0
barthillas,0.0,10.0,2.0,9.0
DFOspina,0.0,5.0,1.0,6.0
DOS_IZ_Zada,2.0,16.0,0.0,14.0
Jluiscontreras,0.0,10.0,1.0,10.0
Noproblem474,0.0,11.0,2.0,10.0
sibis3,0.0,14.0,1.0,5.0
lion2006-45,5.0,38.0,0.0,5.0
sebastianVRo,2.0,2.0,0.0,3.0
Tap0ut,0.0,11.0,1.0,7.0
AntoAlf11,1.0,8.0,0.0,27.0
jorgeellgar,0.0,14.0,1.0,12.0
MustardMustard,0.0,16.0,1.0,9.0
viriatodemadeira,0.0,0.0,0.0,0.0
CBenitez10,0.0,5.0,2.0,4.0
chicoroby,0.0,2.0,1.0,2.0
pran2,0.0,17.0,1.0,14.0
james12345123,0.0,9.0,5.0,9.0
Stroemung,0.0,10.0,1.0,8.0
Rengee,2.0,11.0,0.0,10.0
Sofarocker,1.0,13.0,0.0,12.0
edwardvillano,0.0,12.0,5.0,16.0
chandraborgohain,1.0,6.0,0.0,7.0
metaphorik,3.0,11.0,0.0,13.0
derlette,2.0,8.0,0.0,8.0
CrAlexIZ,7.0,16.0,0.0,11.0
Svetic,0.0,10.0,1.0,14.0
Volgasoldier,2.0,9.0,0.0,10.0
iqbalmaula21,0.0,10.0,3.0,13.0
Yvngcobi,0.0,10.0,5.0,7.0
Saidbir83,0.0,11.0,1.0,12.0
d7nasser,1.0,9.0,0.0,10.0
TAh-chf,0.0,15.0,1.0,4.0
Esref,0.0,14.0,1.0,112.0
SuperSepp,1.0,27.0,0.0,7.0
Javi1965,3.0,10.0,0.0,8.0
sijan02,4.0,4.0,0.0,5.0
toom79p,0.0,19.0,4.0,13.0
FrendeCZ,0.0,0.0,0.0,0.0
TheLostSoul7,0.0,5.0,1.0,6.0
impigli,1.0,17.0,0.0,9.0
NewParadox,5.0,8.0,0.0,8.0
jagojk,1.0,14.0,0.0,28.0
Xavi_CSI,0.0,5.0,2.0,17.0
Ciderlei04,0.0,10.0,1.0,16.0
V7Valentin7,0.0,9.0,1.0,13.0
VARTAN1951,4.0,14.0,0.0,16.0
WineBosco,2.0,15.0,0.0,10.0
abuobaidy,0.0,13.0,1.0,11.0
fatcatinyourhouse,1.0,9.0,0.0,8.0
taselili,2.0,6.0,0.0,6.0
Andersonmartinez,3.0,7.0,0.0,9.0
chrissigel,0.0,9.0,1.0,11.0
jesinor63,1.0,7.0,0.0,10.0
GameofLife23,0.0,12.0,1.0,11.0
JAGANNATHKS123,0.0,1.0,3.0,3.0
ChorcheT,0.0,8.0,2.0,8.0
Knownchampion,3.0,10.0,0.0,18.0
Sommer68,1.0,11.0,0.0,13.0
Obidov_Farrukh,2.0,11.0,0.0,11.0
Deep_risk,0.0,12.0,1.0,12.0
no-war33,1.0,9.0,0.0,11.0
Snake8318,0.0,12.0,1.0,24.0
Rooky97,2.0,7.0,0.0,10.0
mohsen_Shenawy,1.0,19.0,0.0,3.0
Emiliano12337,1.0,13.0,0.0,9.0
alejandrofdez,0.0,9.0,1.0,11.0
Posichef,2.0,11.0,0.0,9.0
blko-kr,3.0,3.0,0.0,2.0
vlad10898,6.0,22.0,0.0,6.0
Saladen,0.0,11.0,1.0,11.0
RWSmith0925,4.0,11.0,0.0,12.0
Kilanov_Alex,0.0,8.0,0.0,6.0
Mermaid_Blacksea,0.0,9.0,1.0,10.0
omaraljohni,0.0,11.0,3.0,13.0
brunoh1n1,0.0,5.0,1.0,5.0
D4v1D0707,0.0,9.0,1.0,9.0
ValidAlekhine,0.0,65.0,1.0,6.0
NthusiastChess,0.0,12.0,3.0,12.0
DUST_08,5.0,14.0,0.0,10.0
megaledon01,2.0,12.0,0.0,10.0
haraldores,0.0,9.0,1.0,17.0
Barbashinigor,0.0,20.0,4.0,14.0
ankang,0.0,10.0,1.0,13.0
Miklea,1.0,13.0,0.0,13.0
hannehanen,0.0,11.0,1.0,8.0
M_Hasanov,0.0,11.0,2.0,11.0
nitsugA7,0.0,12.0,2.0,11.0
dewa333,0.0,4.0,1.0,8.0
teippi,1.0,11.0,0.0,12.0
Jessejamesramsey,0.0,6.0,3.0,8.0
barhao_14,0.0,10.0,3.0,8.0
fellef,3.0,12.0,0.0,11.0
k_y_rafi,0.0,6.0,2.0,18.0
abonuor123987,0.0,10.0,0.0,13.0
IVchess,1.0,13.0,0.0,20.0
Hescar,2.0,19.0,0.0,7.0
Fast_Sniper23,0.0,11.0,2.0,4.0
Nester_Cazares,0.0,15.0,1.0,15.0
Nelsonbrito,0.0,7.0,1.0,17.0
gorobets,0.0,12.0,1.0,21.0
wfhenning,2.0,11.0,0.0,9.0
Taashvi1112,0.0,0.0,0.0,0.0
mickymc1959,5.0,13.0,0.0,9.0
VH2004,0.0,11.0,2.0,4.0
Brainstormmm,3.0,12.0,0.0,7.0
Emiliomax,0.0,11.0,2.0,7.0
akoclar,1.0,13.0,0.0,13.0
Fou-these,2.0,15.0,0.0,11.0
forshmakoff,1.0,18.0,0.0,8.0
secretaccounthabibi,0.0,13.0,1.0,11.0
supardilpg,4.0,13.0,0.0,8.0
SpeedyGonzales7,0.0,12.0,2.0,8.0
aaravfalcon123,2.0,5.0,0.0,4.0
ozgurelm34,0.0,7.0,1.0,9.0
Abatronic,1.0,21.0,0.0,9.0
Dasi12,0.0,15.0,1.0,12.0
ahmedlankash,2.0,14.0,0.0,11.0
animeskan,2.0,17.0,0.0,10.0
jdcon17,1.0,8.0,0.0,3.0
Chess_Girl_123,2.0,16.0,0.0,13.0
Jonathan_3komma14,1.0,6.0,0.0,4.0
grundmaster_chifu,4.0,6.0,0.0,7.0
kris172,1.0,11.0,0.0,12.0
Mihail_Gavrilenko10,0.0,7.0,3.0,13.0
Dredziarz,0.0,9.0,1.0,9.0
GPO75,0.0,11.0,1.0,11.0
rohitbaghel,0.0,0.0,3.0,3.0
Alepuller,0.0,16.0,2.0,17.0
crprado,0.0,10.0,1.0,10.0
BadApp_le,0.0,24.0,1.0,13.0
SATMOV,0.0,10.0,3.0,16.0
thebeginner001,0.0,11.0,2.0,11.0
Unmillondejaques,4.0,24.0,0.0,8.0
TMoito,0.0,8.0,2.0,12.0
KibiDabi,0.0,9.0,11.0,19.0
Cord0102,0.0,17.0,1.0,13.0
TheSilverHammer,0.0,12.0,2.0,9.0
StarOfFireCatStorm15,1.0,21.0,0.0,5.0
JordanG83,2.0,9.0,0.0,9.0
Vajumama,1.0,12.0,0.0,15.0
Dgironchess,0.0,13.0,1.0,8.0
Ardiawan90,0.0,10.0,1.0,11.0
cableguy7,0.0,12.0,2.0,16.0
zastava-101,0.0,6.0,4.0,12.0
hostelgame,1.0,8.0,0.0,7.0
aead0,1.0,11.0,0.0,9.0
Gasqua,0.0,12.0,1.0,16.0
ABCDEFUlalala,4.0,9.0,0.0,6.0
mpfigueiredo,1.0,10.0,0.0,9.0
Jazzyjef,13.0,97.0,0.0,7.0
writzz,0.0,9.0,1.0,8.0
roross42,1.0,3.0,0.0,5.0
Shady77slim2,1.0,6.0,0.0,29.0
spider_gir1,0.0,4.0,1.0,5.0
mj1396,0.0,14.0,2.0,13.0
dukewipen,0.0,9.0,1.0,9.0
Verpose,1.0,5.0,0.0,6.0
mr_6o6o,0.0,8.0,3.0,14.0
MAGIC82,0.0,12.0,1.0,11.0
boss_boss36,0.0,9.0,1.0,9.0
Jimmykayworth,3.0,10.0,0.0,12.0
Atlasben,0.0,10.0,1.0,12.0
Jorgecor9,1.0,10.0,0.0,12.0
dedyka,1.0,13.0,0.0,21.0
dnzbrcu,1.0,10.0,0.0,10.0
Kaspa_Ryan,3.0,10.0,0.0,9.0
High_Sky95,0.0,18.0,1.0,20.0
Prebranac,0.0,12.0,3.0,14.0
habilmente,0.0,9.0,1.0,15.0
Artyrsochi,1.0,5.0,0.0,8.0
Poirot_Hercule,0.0,18.0,6.0,10.0
mrSWoOBS,1.0,19.0,0.0,29.0
Christophermwiche,0.0,9.0,2.0,9.0
kaloczajunky,0.0,29.0,4.0,9.0
Serge271981,0.0,12.0,2.0,10.0
Taliskman47,1.0,8.0,0.0,8.0
chess_potato_blue,0.0,5.0,1.0,5.0
SeriousBoy24_7,3.0,9.0,0.0,11.0
Olegator712,1.0,18.0,0.0,19.0
Dorni,4.0,10.0,0.0,11.0
Riolobo5,3.0,26.0,0.0,23.0
jmnisbadatchess,0.0,6.0,3.0,5.0
Nebula_069,0.0,0.0,2.0,2.0
avomr,3.0,13.0,0.0,13.0
Trebor23,5.0,11.0,0.0,13.0
imperios_y_enroques,0.0,13.0,4.0,12.0
samwise252,0.0,16.0,0.0,8.0
vedmak-70,0.0,17.0,1.0,12.0
cosmostarlight,0.0,15.0,1.0,13.0
caveman12345,2.0,28.0,0.0,8.0
morph1ne,0.0,19.0,0.0,7.0
Tengen67,1.0,18.0,0.0,9.0
sejas1976,0.0,7.0,0.0,9.0
mertcandmrts,0.0,7.0,3.0,9.0
AO72,3.0,10.0,0.0,11.0
Mannytuttofare,0.0,4.0,2.0,9.0
Edwin-Garrido-2020,0.0,10.0,1.0,17.0
javiertrejo,0.0,13.0,1.0,14.0
Subhayan_1,1.0,21.0,0.0,8.0
darker7,7.0,13.0,0.0,9.0
YuvrajSingha,0.0,10.0,1.0,8.0
oscarjtb01,0.0,14.0,1.0,10.0
compozitor,2.0,17.0,0.0,15.0
Martin137,2.0,14.0,0.0,11.0
elisys,0.0,14.0,1.0,15.0
DRSUBOZAN,0.0,38.0,0.0,20.0
pradheepbalaji,0.0,9.0,2.0,7.0
megie9154,2.0,7.0,0.0,8.0
kaithcel30,0.0,11.0,1.0,14.0
IT4L1CO,2.0,18.0,0.0,17.0
Surdena,1.0,17.0,0.0,8.0
gjaeger,1.0,11.0,0.0,11.0
TeacherShaz,0.0,15.0,1.0,18.0
tereterio,0.0,12.0,1.0,10.0
AkalBaran,0.0,2.0,3.0,4.0
vinayrahar,0.0,19.0,3.0,12.0
YKTAL,1.0,8.0,0.0,6.0
rcanabat,1.0,14.0,0.0,14.0
OFUZKADO,1.0,8.0,0.0,16.0
Vans_1985,0.0,1.0,0.0,22.0
Abo-aody1,0.0,12.0,1.0,9.0
Elatar,0.0,8.0,2.0,16.0
samtakoj,0.0,16.0,1.0,11.0
German-Standard,0.0,4.0,2.0,7.0
PvPDenchik,0.0,13.0,2.0,10.0
Nicopenhagen,1.0,9.0,0.0,13.0
BrokyLoveKFC,2.0,12.0,0.0,7.0
kirill1845,1.0,8.0,0.0,5.0
Icarusx,3.0,9.0,0.0,21.0
xatzis_gr,3.0,6.0,0.0,8.0
MaxTsourov,0.0,20.0,2.0,20.0
llsergio,0.0,25.0,1.0,8.0
MNGERMANCHACING,0.0,15.0,0.0,15.0
Voilaaa,1.0,9.0,0.0,10.0
madmady213,0.0,0.0,0.0,0.0
Taigarzindahe7777,0.0,13.0,1.0,9.0
Anujan20,1.0,15.0,0.0,8.0
AndresCasado17,1.0,10.0,0.0,11.0
Fleischkrokette,0.0,13.0,1.0,9.0
metan0ia,3.0,12.0,0.0,8.0
Lem10,0.0,15.0,1.0,11.0
Ramazansamsun55,0.0,0.0,0.0,0.0
bsmail,1.0,24.0,0.0,12.0
anlap,3.0,14.0,0.0,14.0
io-tolisa,4.0,11.0,0.0,12.0
andyhot,3.0,5.0,0.0,2.0
memphis93,1.0,9.0,0.0,12.0
faceya,1.0,11.0,0.0,11.0
b03,0.0,10.0,2.0,9.0
amieyy,1.0,18.0,0.0,12.0
BartekMalek,1.0,9.0,0.0,9.0
GBolvan,1.0,12.0,0.0,10.0
sakauentu,2.0,8.0,0.0,9.0
claude76600,1.0,9.0,0.0,24.0
Dadsprodigy,0.0,12.0,3.0,12.0
NJA_B,0.0,17.0,0.0,7.0
Pawn-Gladiator,0.0,7.0,1.0,10.0
ankcanadian,0.0,10.0,2.0,9.0
mohammad796,0.0,11.0,1.0,14.0
gjmata,0.0,15.0,4.0,17.0
tushargun,0.0,6.0,6.0,8.0
itsCommieMark,0.0,4.0,1.0,13.0
Blandomi,0.0,18.0,1.0,9.0
hassanzarei67,0.0,11.0,2.0,13.0
cafestile,1.0,12.0,0.0,9.0
KmAmbdullahAlfeneAbd,0.0,13.0,4.0,8.0
saghiri,1.0,2.0,0.0,4.0
PeterBolwerk,3.0,30.0,0.0,8.0
alanmol,1.0,19.0,0.0,7.0
Ninime_125,0.0,0.0,0.0,0.0
pipiprout,0.0,9.0,1.0,7.0
abbos99,0.0,11.0,1.0,9.0
J-Stein,1.0,11.0,0.0,28.0
jbal2839,0.0,9.0,2.0,9.0
Mohamed19Khaled,0.0,8.0,1.0,8.0
Kody_Chris,0.0,10.0,1.0,15.0
KarpovFann,0.0,11.0,2.0,10.0
zarlaz,0.0,10.0,1.0,10.0
karakosh,3.0,17.0,0.0,13.0
smixik,0.0,1.0,1.0,9.0
VardanMamikonyan,2.0,7.0,0.0,17.0
OMR_maks,2.0,6.0,0.0,9.0
mark333,1.0,14.0,0.0,13.0
KoroshAlizadegan,0.0,12.0,4.0,10.0
Priyadharun,2.0,4.0,0.0,4.0
teryves,0.0,11.0,3.0,13.0
Elbece,1.0,23.0,0.0,11.0
AnselmoMesa,0.0,9.0,5.0,12.0
FilhodoLeao,1.0,7.0,0.0,9.0
biotina,0.0,6.0,9.0,11.0
PabloMinda,0.0,13.0,4.0,17.0
D4lt_kibitzer,2.0,8.0,0.0,7.0
Motown77,6.0,24.0,0.0,3.0
giopitt67,1.0,13.0,0.0,14.0
Syalendra,3.0,18.0,0.0,9.0
Renklaf,0.0,10.0,2.0,11.0
Vladimir_Phrolov,3.0,11.0,0.0,10.0
JuneS9804,0.0,12.0,1.0,12.0
T-15000,0.0,4.0,1.0,1.0
m3577583,0.0,4.0,2.0,9.0
IstagTune,0.0,10.0,2.0,10.0
Mitchy_dObor,0.0,3.0,3.0,3.0
GrigoriiK,6.0,8.0,0.0,11.0
TheCollidingBishops,0.0,11.0,1.0,11.0
Kheppman,0.0,12.0,5.0,5.0
N-u-r-i-k,3.0,4.0,0.0,3.0
hogbroccoli,0.0,17.0,2.0,10.0
AndresJMR,0.0,11.0,2.0,10.0
BvT_Luuke,2.0,9.0,0.0,10.0
Ruchir1988,1.0,12.0,0.0,11.0
SNOVNI,2.0,12.0,0.0,14.0
EvgnII,2.0,12.0,0.0,15.0
ustimika,1.0,13.0,0.0,13.0
Luchho,4.0,10.0,0.0,11.0
Anna_M25,2.0,12.0,0.0,14.0
Philippe57430,0.0,11.0,2.0,10.0
NeznaikaIzTveri,3.0,12.0,0.0,13.0
pukhman,0.0,13.0,1.0,15.0
yangdrunk,2.0,10.0,0.0,11.0
Gasqua,0.0,12.0,1.0,16.0
Alex_Zh,1.0,10.0,0.0,12.0
Svetlichok,0.0,13.0,3.0,13.0
Rodrigues_RG,,,,
figureedmon,1.0,14.0,0.0,9.0
PKOloo,1.0,10.0,0.0,11.0
Dera_Jambi,1.0,9.0,0.0,9.0
kingspirit557,0.0,12.0,5.0,13.0
ozeneronur,0.0,7.0,2.0,10.0
Dilonkryziu,0.0,4.0,0.0,2.0
xfeelix,1.0,14.0,0.0,15.0
R_Frank,0.0,4.0,1.0,7.0
LERDO356,0.0,8.0,1.0,7.0
Erbol_000,0.0,9.0,2.0,10.0
dagonfly,1.0,8.0,0.0,3.0
Albert_25,0.0,10.0,4.0,12.0
MonibAhmed,0.0,7.0,1.0,11.0
viktor_kivilev1955,4.0,10.0,0.0,9.0
Lamin-GM,0.0,9.0,0.0,16.0
ce31,0.0,10.0,1.0,11.0
Adegbol01,0.0,14.0,0.0,17.0
Xahor,0.0,12.0,1.0,16.0
partikelfilter,0.0,16.0,5.0,8.0
acar67,0.0,9.0,1.0,7.0
surif7261,0.0,13.0,2.0,14.0
christianaustin,1.0,12.0,0.0,8.0
Iyut84,0.0,12.0,1.0,11.0
DanielKalala,0.0,10.0,1.0,12.0
CJWEED,0.0,13.0,1.0,16.0
Emir_Bertug,0.0,3.0,2.0,21.0
xacez,2.0,8.0,0.0,10.0
ChessMaster-Samuel,2.0,11.0,0.0,10.0
litorg22,3.0,10.0,0.0,11.0
Nech70,4.0,13.0,0.0,185.0
thyphil-eol,0.0,11.0,2.0,9.0
oof_duh,1.0,15.0,0.0,8.0
jammy1988,1.0,13.0,0.0,12.0
mr_taheri7138,0.0,7.0,1.0,6.0
pabugbog_lang,0.0,6.0,2.0,8.0
mosco19,0.0,10.0,1.0,10.0
ahmadwael1,0.0,9.0,1.0,16.0
Ramdan1_arsy4d,0.0,8.0,1.0,11.0
jakapitatherat,1.0,10.0,0.0,11.0
muhachev_dmitry-84,0.0,4.0,1.0,1.0
danieldjz,1.0,14.0,0.0,12.0
saianandya5112014,0.0,3.0,10.0,11.0
Davood2731,1.0,9.0,0.0,8.0
octohima,0.0,9.0,3.0,9.0
leogabrielz,0.0,14.0,1.0,11.0
sakur11_SJC,0.0,4.0,3.0,9.0
gorras,0.0,21.0,2.0,11.0
ma05092002,0.0,9.0,3.0,11.0
hermawan60,1.0,13.0,0.0,8.0
Baronslot,1.0,15.0,0.0,14.0
igos1979,0.0,12.0,1.0,11.0
AMS8,1.0,11.0,0.0,9.0
otmar1,1.0,15.0,0.0,14.0
TheBonesaw,5.0,13.0,0.0,10.0
mh_1975,2.0,10.0,0.0,13.0
Jkf67,0.0,1.0,2.0,2.0
mount_massive,0.0,12.0,3.0,11.0
Nikolai_Nedospasov11,0.0,13.0,1.0,11.0
Baqy82,0.0,10.0,1.0,7.0
Bashers,0.0,15.0,1.0,9.0
UriyaBA,1.0,8.0,0.0,9.0
fadedgiant,1.0,11.0,0.0,16.0
Kud47umping,0.0,4.0,1.0,8.0
lupusian,0.0,12.0,2.0,12.0
Om92i,0.0,13.0,2.0,11.0
hauuu,1.0,11.0,0.0,12.0
jgbarza,0.0,14.0,1.0,14.0
LOLrit,0.0,9.0,2.0,9.0
chessfever1987,0.0,8.0,3.0,24.0
Abundance_AJ,1.0,12.0,0.0,12.0
emilian2602,0.0,9.0,0.0,21.0
Nitin2108,0.0,7.0,0.0,12.0
U424,1.0,12.0,0.0,11.0
MatvKus,1.0,7.0,0.0,5.0
MCC2025,0.0,7.0,2.0,11.0
Martskin,0.0,13.0,2.0,13.0
Sykell,1.0,10.0,0.0,11.0
uzuo6,0.0,9.0,1.0,8.0
davit-87,2.0,10.0,0.0,12.0
Cestmoi007,0.0,16.0,2.0,17.0
sadra1383,6.0,9.0,0.0,7.0
helloimjay,0.0,5.0,2.0,7.0
kaushikchandrasekhar,4.0,12.0,0.0,16.0
t2m,0.0,12.0,0.0,12.0
Rakuun,3.0,10.0,0.0,9.0
Blancachess,0.0,11.0,1.0,17.0
troncocomun,0.0,12.0,1.0,12.0
ecoporte31,1.0,9.0,0.0,6.0
jtbumbum,0.0,7.0,1.0,7.0
turner69,0.0,0.0,2.0,2.0
MrMano,1.0,11.0,0.0,13.0
Abdihakim777,0.0,8.0,1.0,6.0
kayanos,1.0,13.0,0.0,83.0
Javierorlandoblanco,0.0,11.0,0.0,16.0
bingser,1.0,10.0,0.0,22.0
Moorthattil,0.0,22.0,1.0,13.0
Matt_Macher,1.0,4.0,0.0,6.0
WilkBaltazar,3.0,12.0,0.0,11.0
GuinhoR,1.0,9.0,0.0,11.0
Zinnat121,0.0,12.0,0.0,18.0
Playcool,0.0,14.0,2.0,14.0
gbniha,1.0,13.0,0.0,16.0
xXEttoXx,3.0,11.0,0.0,8.0
taco3,0.0,8.0,1.0,2.0
ChessMessExpress,2.0,8.0,0.0,16.0
Flefel,1.0,17.0,0.0,10.0
romanoc64,6.0,11.0,0.0,10.0
ClubUTDFT-Mateo1907,1.0,9.0,0.0,10.0
hiccupsnow,0.0,10.0,1.0,9.0
Nelgraf,0.0,12.0,5.0,12.0
Lewicki_Dawid,0.0,8.0,2.0,5.0
Uguralpay,0.0,10.0,1.0,9.0
istok9999,0.0,6.0,1.0,7.0
Pavel197322,0.0,8.0,1.0,7.0
perevortish,3.0,14.0,0.0,11.0
vikoe,5.0,11.0,0.0,10.0
dizual,4.0,9.0,0.0,15.0
Abdallah666,0.0,18.0,1.0,15.0
MxSon61,0.0,10.0,1.0,11.0
yevgeniy11,0.0,5.0,0.0,3.0
johnfurneaux,0.0,10.0,3.0,10.0
Bi16683,3.0,12.0,0.0,15.0
OlyhSturmovik,0.0,6.0,1.0,6.0
Fresero,0.0,12.0,2.0,15.0
bantl23,1.0,15.0,0.0,14.0
TA7LOOP3,0.0,1.0,1.0,2.0
Kaffeekenan,0.0,16.0,1.0,16.0
Dony12345,0.0,0.0,0.0,0.0
flandeluxe,0.0,15.0,1.0,8.0
Drixam,1.0,15.0,0.0,16.0
eug70,0.0,12.0,1.0,12.0
,0.0,0.0,0.0,0.0
PavelP59,0.0,18.0,2.0,17.0
Firefly164,1.0,11.0,0.0,5.0
TS928,1.0,7.0,0.0,5.0
laureano_galindez,1.0,11.0,0.0,10.0
bucnadbuce,0.0,11.0,2.0,13.0
stormkrazo,0.0,10.0,1.0,8.0
bsaiganesh,0.0,7.0,4.0,9.0
Diwibo61,0.0,15.0,1.0,14.0
mendez02,0.0,6.0,2.0,8.0
damaplayer,2.0,10.0,0.0,13.0
Sellospipe,3.0,9.0,0.0,10.0
joseborges13,0.0,13.0,1.0,14.0
JnSebastian,0.0,8.0,2.0,7.0
lusira,1.0,6.0,0.0,7.0
Evgen_007_888,1.0,8.0,0.0,8.0
abacaxi360,0.0,12.0,4.0,13.0
jediknight1975,0.0,13.0,1.0,14.0
heziladel,1.0,11.0,0.0,16.0
kubusFatalista,1.0,12.0,0.0,13.0
primhavera,0.0,9.0,1.0,9.0
Seppuku-TSV,1.0,11.0,0.0,10.0
ghouMari,0.0,12.0,2.0,12.0
aklaus1287,1.0,10.0,0.0,11.0
viktorgreick,1.0,11.0,0.0,9.0
Claudio_Olmos,5.0,15.0,0.0,11.0
kazakh21,0.0,14.0,1.0,9.0
LearnFromRussian,1.0,9.0,0.0,11.0
Armatura058,0.0,0.0,1.0,1.0
huguillo81,0.0,9.0,3.0,9.0
sanjaypatil,0.0,11.0,1.0,12.0
manvydu,0.0,15.0,0.0,10.0
paaprika,0.0,10.0,1.0,12.0
Marcelopb68,2.0,12.0,0.0,10.0
vovve,1.0,20.0,0.0,8.0
VasilyBronskiy,2.0,10.0,0.0,12.0
Varilux,2.0,13.0,0.0,10.0
omAliaje,0.0,7.0,1.0,18.0
Hossein_a-1402,0.0,6.0,0.0,6.0
gagauzoguz,0.0,13.0,1.0,17.0
beerpaulo,0.0,12.0,1.0,12.0
via-003,0.0,0.0,0.0,0.0
Grinchypants,1.0,6.0,0.0,5.0
WildBeast_2003,0.0,6.0,0.0,9.0
LeonidMonstr,1.0,10.0,0.0,9.0
JO53,0.0,11.0,3.0,10.0
Fedan2024,0.0,0.0,0.0,0.0
T3GO,0.0,15.0,1.0,12.0
Kukuruzawiu,1.0,11.0,0.0,4.0
Anna_M25,2.0,12.0,0.0,14.0
rpaddle,1.0,13.0,0.0,12.0
sebastian53,2.0,13.0,0.0,13.0
ryanls,3.0,6.0,0.0,6.0
gz65,2.0,9.0,0.0,9.0
tobbeandersson,1.0,12.0,0.0,11.0
Nizar81,2.0,11.0,0.0,11.0
suhartaDe1,0.0,11.0,9.0,11.0
Siba_inu,2.0,7.0,0.0,21.0
lexspec,2.0,2.0,0.0,3.0
Hemedra28,2.0,7.0,0.0,12.0
Schtunk,0.0,10.0,3.0,10.0
rocky_bhai,0.0,12.0,2.0,10.0
jaiverx01,0.0,8.0,1.0,8.0
zekiavci,3.0,13.0,0.0,12.0
soni1973,3.0,12.0,0.0,21.0
MMAARR,0.0,16.0,1.0,14.0
BingoBongo654,0.0,0.0,0.0,0.0
JMIG12,0.0,11.0,3.0,9.0
rtonge,1.0,12.0,0.0,14.0
PMw91,1.0,8.0,0.0,9.0
MikhailNina,0.0,13.0,3.0,16.0
prashant190,6.0,13.0,0.0,12.0
reactor,6.0,14.0,0.0,12.0
Zahid4you,0.0,1.0,4.0,4.0
Anderlaine,1.0,10.0,0.0,11.0
LetsFairPlay,0.0,15.0,2.0,10.0
isibolo,2.0,9.0,0.0,11.0
Leonidxarz,0.0,10.0,1.0,13.0
noureev,0.0,7.0,1.0,12.0
Almador,2.0,4.0,0.0,9.0
ammasrsly,0.0,10.0,1.0,11.0
meihanking,0.0,12.0,2.0,16.0
Crash_Attacker93,0.0,17.0,1.0,10.0
Tathanluna0803,0.0,8.0,1.0,9.0
CATURWULAN4,0.0,17.0,2.0,11.0
Anar1790,0.0,11.0,2.0,9.0
andrecambota,0.0,14.0,1.0,12.0
gambitflopper,0.0,12.0,1.0,19.0
angelm-ajedrez,0.0,4.0,1.0,9.0
Astocles,5.0,9.0,0.0,10.0
Anton_MR,0.0,8.0,1.0,7.0
atomicwarcrimes,4.0,7.0,0.0,9.0
Vector_jaat,0.0,9.0,0.0,8.0
SubterrAlien,0.0,13.0,1.0,10.0
nvlachos,2.0,12.0,0.0,12.0
lucyy_fantasma,2.0,9.0,0.0,12.0
blunder_gal,1.0,11.0,0.0,13.0
KBIndian14,0.0,8.0,5.0,13.0
ramon_1974,0.0,14.0,5.0,19.0
jayqueJS,0.0,13.0,1.0,13.0
maxi1829,0.0,10.0,1.0,10.0
leonciom,1.0,11.0,0.0,10.0
bassy1985,3.0,14.0,0.0,13.0
chees1234,0.0,12.0,1.0,18.0
Andronov1312,1.0,9.0,0.0,12.0
saadschio,0.0,4.0,2.0,4.0
sisyphoss7,0.0,10.0,1.0,11.0
beiragy,0.0,10.0,4.0,18.0
TheBrose,3.0,11.0,0.0,10.0
mx5nb,2.0,11.0,0.0,13.0
Haksar,1.0,16.0,0.0,14.0
Schnickischnacki,1.0,45.0,0.0,5.0
astisss,1.0,14.0,0.0,14.0
ahmed_mahdi011,0.0,12.0,3.0,9.0
Lutosv16,1.0,11.0,0.0,11.0
TkeshoM1988,0.0,7.0,1.0,7.0
wesam73,2.0,9.0,0.0,9.0
Amogus201415,0.0,1.0,4.0,4.0
Hunter-ak407,4.0,14.0,0.0,8.0
Aqzwsx321,0.0,5.0,1.0,4.0
p01nty,1.0,7.0,0.0,9.0
