user_id,user_blitz_rating,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_rating_deviation,user_op,game_result,op_rating_deviation,op_win_rate,op_lose_rate,op_draw_rate,op_game_count
SpiderFX,1179.0,0.0,0.0,100.0,3.0,41.50943396226416,49.0566037735849,9.433962264150944,53.0,78.7,Lepakomies,1,111.77,33.0,55.0,11.0,27.0
Andey_and_chess,1129.0,43.0,51.0,5.0,58.0,39.285714285714285,57.14285714285714,3.571428571428571,28.0,58.39,frastanmaria,1,45.35,48.0,48.0,4.0,100.0
ibicenco,2349.0,50.0,46.0,4.0,100.0,54.0,44.0,2.0,50.0,45.01,Nejmeddined,1,45.0,51.0,44.0,5.0,100.0
thekinglear,2418.0,41.0,46.0,13.0,100.0,36.0,50.0,14.000000000000002,50.0,45.08,Blauregen,-1,45.1,53.0,39.0,8.0,100.0
th2j,1820.0,60.0,36.0,4.0,100.0,54.0,42.0,4.0,50.0,105.94,mathu21,1,77.79,30.0,69.0,1.0,100.0
TheNoobiestNoob,1872.0,60.0,36.0,4.0,100.0,48.97959183673469,44.89795918367347,6.122448979591836,49.0,46.06,minael_72,1,45.11,56.0,38.0,5.0,100.0
Glam58,1536.0,45.0,51.0,4.0,100.0,44.0,54.0,2.0,50.0,45.27,Baluma,1,45.31,50.0,48.0,2.0,100.0
ivanknobel,1233.0,49.0,48.0,3.0,100.0,51.92307692307693,48.07692307692308,0.0,52.0,56.59,Ayoade,-1,45.0,25.0,75.0,0.0,12.0
Henry47,1703.0,27.0,65.0,8.0,100.0,24.489795918367346,69.38775510204081,6.122448979591836,49.0,130.83,abdulazizthamer,-1,90.56,63.0,36.0,1.0,100.0
gloriafm,2442.0,55.0,38.0,7.0,100.0,56.00000000000001,38.0,6.0,50.0,45.0,Soi82,0,45.05,52.0,44.0,4.0,100.0
Altarius,2141.0,79.0,20.0,0.0,72.0,69.38775510204081,28.57142857142857,2.0408163265306123,49.0,45.32,HoomanMafi1,-1,66.13,0.0,0.0,0.0,0.0
xzMzx,1720.0,51.0,45.0,4.0,100.0,45.09803921568628,50.98039215686274,3.92156862745098,51.0,74.72,JDWalker,-1,134.65,50.0,46.0,4.0,100.0
Jonhseo,2206.0,45.0,45.0,9.0,33.0,50.0,40.38461538461539,9.615384615384617,52.0,45.04,KirkPhillip,-1,297.69,0.0,0.0,0.0,0.0
indomie_egg,2668.0,54.0,41.0,5.0,100.0,49.01960784313725,43.13725490196079,7.84313725490196,51.0,45.56,elconceto,-1,45.24,65.0,19.0,16.0,100.0
lavr64,2365.0,72.0,19.0,9.0,100.0,69.23076923076923,23.07692307692308,7.6923076923076925,52.0,45.06,AJD32,1,45.08,40.0,46.0,14.0,100.0
JohnJameson88,1966.0,39.0,54.0,7.0,100.0,37.25490196078432,54.90196078431373,7.84313725490196,51.0,45.63,vuksmart7,-1,45.34,54.0,42.0,4.0,100.0
ZAKOPAYKO,2085.0,38.0,49.0,13.0,100.0,34.0,57.99999999999999,8.0,50.0,45.28,maxwil,1,45.09,49.0,48.0,3.0,100.0
mohamedalbashi89,2022.0,38.0,57.0,4.0,100.0,37.25490196078432,60.78431372549019,1.96078431372549,51.0,45.08,Mumbamutati,-1,45.24,43.0,53.0,4.0,100.0
romkie,1811.0,37.0,61.0,2.0,100.0,28.846153846153843,69.23076923076923,1.9230769230769231,52.0,113.45,Tony-2,1,142.71,15.0,82.0,3.0,100.0
Firsttouch,1942.0,50.0,50.0,0.0,6.0,50.0,50.0,0.0,48.0,45.77,Zapata79,-1,158.27,0.0,0.0,0.0,0.0
SubZero-CUBA,2373.0,47.0,48.0,5.0,100.0,37.25490196078432,56.86274509803921,5.88235294117647,51.0,45.17,pacalmisu,-1,45.09,46.0,49.0,5.0,100.0
MgcnofRiga,2010.0,51.0,47.0,2.0,100.0,39.21568627450981,56.86274509803921,3.92156862745098,51.0,46.64,savio33,1,45.96,50.0,49.0,1.0,100.0
Slavik_0,1065.0,45.0,54.0,1.0,100.0,47.91666666666667,50.0,2.083333333333333,48.0,45.83,Identitary88,-1,69.52,46.0,53.0,0.0,78.0
Chinaskinear50,2294.0,46.0,44.0,10.0,100.0,38.775510204081634,53.06122448979592,8.16326530612245,49.0,45.12,dexter001385,1,45.45,47.0,49.0,4.0,100.0
Dopachen,2244.0,43.0,54.0,3.0,100.0,44.89795918367347,42.85714285714285,12.244897959183673,49.0,45.05,Thefanofmorphy1967,-1,45.26,50.0,42.0,8.0,100.0
Nathanaelle0421,1066.0,52.0,38.0,9.0,63.0,56.25,35.41666666666667,8.333333333333332,48.0,57.71,OurTrippyTribe11,1,171.9,100.0,0.0,0.0,3.0
eneshanedar,1794.0,51.0,47.0,2.0,100.0,46.66666666666666,51.11111111111111,2.2222222222222223,45.0,45.63,Cosmosdos,-1,45.17,57.0,38.0,4.0,100.0
Shukh_Nikolay,2576.0,56.0,37.0,7.0,100.0,52.0,40.0,8.0,50.0,45.02,chess_for_real,1,45.03,53.0,34.0,13.0,100.0
Dmitry_Loshakov,2072.0,44.0,51.0,5.0,100.0,35.294117647058826,58.82352941176471,5.88235294117647,51.0,45.01,edeleon,1,45.04,46.0,49.0,5.0,100.0
liamboogar,1488.0,51.0,47.0,2.0,100.0,52.0,46.0,2.0,50.0,45.17,vschach,1,45.09,51.0,46.0,3.0,100.0
Jarlaxle38838,1200.0,42.0,42.0,14.0,21.0,49.122807017543856,49.122807017543856,1.7543859649122806,57.0,53.32,Meiirem,-1,56.83,33.0,66.0,0.0,27.0
Neftegor,2479.0,47.0,48.0,5.0,100.0,40.0,54.0,6.0,50.0,45.95,Giorbinky,-1,45.3,0.0,66.0,33.0,9.0
Martinsomerbest,1422.0,56.0,39.0,5.0,100.0,48.14814814814815,44.44444444444444,7.4074074074074066,54.0,45.64,Antaeus50,-1,500.0,0.0,0.0,0.0,0.0
CihatDayk1978,1272.0,46.0,47.0,7.0,100.0,45.09803921568628,49.01960784313725,5.88235294117647,51.0,45.07,Mqrott,1,45.07,49.0,47.0,4.0,100.0
shrvntal,2141.0,41.0,56.0,3.0,100.0,34.0,64.0,2.0,50.0,47.07,cbh1711,-1,45.13,46.0,53.0,0.0,39.0
bayat2021,1499.0,24.0,72.0,4.0,75.0,31.37254901960784,66.66666666666666,1.96078431372549,51.0,45.5,Fernando-S,0,48.46,40.0,52.0,8.0,75.0
pavelarshinn90,1003.0,53.0,43.0,4.0,100.0,51.06382978723404,44.680851063829785,4.25531914893617,47.0,45.08,warrior33333,1,45.24,46.0,53.0,1.0,100.0
LSChessonTwitch,2236.0,0.0,85.0,15.0,60.0,24.0,50.0,26.0,50.0,126.1,,-1,500.0,0.0,0.0,0.0,0.0
be_an,1465.0,56.0,39.0,5.0,100.0,46.0,50.0,4.0,50.0,45.0,ovidiolichess,-1,45.05,56.0,41.0,2.0,100.0
SombraFugitiva,2302.0,45.0,48.0,7.0,100.0,48.14814814814815,42.5925925925926,9.25925925925926,54.0,45.32,punitaswal,1,45.13,42.0,42.0,14.0,42.0
ClashR0yale,1205.0,54.0,44.0,2.0,100.0,20.0,80.0,0.0,15.0,159.84,venanccio,-1,45.05,51.0,45.0,4.0,100.0
daemonthegoat,996.0,48.0,50.0,2.0,100.0,38.0,62.0,0.0,50.0,71.3,,1,500.0,0.0,0.0,0.0,0.0
Proton_2,1500.0,85.0,15.0,0.0,100.0,65.51724137931035,34.48275862068966,0.0,29.0,500.0,KentNicks,0,220.13,0.0,0.0,0.0,0.0
Phmmtm,1293.0,18.0,82.0,0.0,100.0,43.47826086956522,54.34782608695651,2.1739130434782608,46.0,63.49,Pessinaldo,-1,500.0,17.0,82.0,0.0,23.0
gowsalyan2021,2135.0,53.0,45.0,2.0,100.0,53.06122448979592,44.89795918367347,2.0408163265306123,49.0,45.18,o7777,-1,45.03,43.0,50.0,7.0,100.0
Cyprille,1050.0,37.0,56.0,7.0,100.0,43.75,52.083333333333336,4.166666666666666,48.0,45.68,Hankup,-1,45.27,49.0,48.0,3.0,100.0
maestromorenito,2140.0,42.0,54.0,4.0,100.0,45.09803921568628,49.01960784313725,5.88235294117647,51.0,45.0,kristofkegels,-1,45.09,73.0,25.0,2.0,100.0
KemoLU23,2323.0,49.0,47.0,4.0,100.0,50.0,50.0,0.0,50.0,45.58,rtrident,-1,45.78,53.0,45.0,2.0,100.0
Bohabbeh,2106.0,52.0,43.0,5.0,100.0,48.0,44.0,8.0,50.0,45.56,TMuller,1,45.8,51.0,43.0,6.0,100.0
flemmli,921.0,40.0,56.0,4.0,100.0,42.5925925925926,53.70370370370371,3.7037037037037033,54.0,45.55,Sbspca,1,45.18,50.0,47.0,3.0,100.0
pipoynana,1922.0,53.0,43.0,4.0,100.0,42.85714285714285,53.06122448979592,4.081632653061225,49.0,47.24,Stensson210,-1,133.82,47.0,52.0,1.0,100.0
Tyron_Woodley,2229.0,41.0,50.0,9.0,100.0,38.775510204081634,53.06122448979592,8.16326530612245,49.0,45.07,AndersFriden,1,45.06,55.0,36.0,9.0,100.0
Gontalot,2206.0,50.0,50.0,0.0,42.0,36.95652173913043,56.52173913043478,6.521739130434782,46.0,45.08,hacheg,1,45.04,42.0,53.0,5.0,100.0
Gustav_1999,1104.0,44.0,53.0,2.0,43.0,36.36363636363637,59.09090909090909,4.545454545454546,22.0,57.15,Fredtastic,-1,45.17,45.0,54.0,1.0,100.0
Aswerches,1388.0,46.0,52.0,2.0,100.0,42.85714285714285,55.10204081632652,2.0408163265306123,49.0,45.0,MACORTES,1,45.19,52.0,44.0,4.0,100.0
lunchcritic,1445.0,33.0,66.0,0.0,9.0,40.38461538461539,59.61538461538461,0.0,52.0,62.0,vasili68tmb,-1,213.95,0.0,0.0,0.0,0.0
alnikgul,1777.0,40.0,56.0,3.0,100.0,37.25490196078432,60.78431372549019,1.96078431372549,51.0,45.15,Enrike_Cuba,-1,45.02,70.0,25.0,5.0,100.0
AmbartsumianTyhran,2519.0,57.0,28.0,14.0,21.0,52.94117647058824,41.17647058823529,5.88235294117647,51.0,50.02,StrongKhaganaK1ller,0,47.98,63.0,18.0,18.0,33.0
mohammadkhattab,1335.0,50.0,46.0,4.0,100.0,52.083333333333336,45.83333333333333,2.083333333333333,48.0,45.05,akerfeldt0811,-1,45.24,43.0,46.0,11.0,100.0
iokiki,1460.0,45.0,50.0,5.0,100.0,44.230769230769226,50.0,5.769230769230769,52.0,45.04,Mm123698745,-1,45.21,51.0,45.0,4.0,100.0
Jukkele,1983.0,56.0,41.0,2.0,100.0,68.62745098039215,31.37254901960784,0.0,51.0,59.09,Ricsi99,-1,76.3,56.0,32.0,12.0,100.0
pilbge,1932.0,46.0,49.0,5.0,100.0,50.98039215686274,45.09803921568628,3.92156862745098,51.0,45.16,ChessComMustBeClosed,1,45.37,52.0,38.0,10.0,100.0
ab8128,1327.0,40.0,59.0,1.0,100.0,45.83333333333333,54.16666666666666,0.0,48.0,45.42,Yasmin_Antonella,1,48.91,41.0,53.0,6.0,100.0
onegreypawn,2033.0,44.0,44.0,12.0,100.0,28.846153846153843,55.76923076923077,15.384615384615383,52.0,56.97,csaar,1,168.59,45.0,49.0,6.0,100.0
GKrymn,1682.0,43.0,53.0,4.0,100.0,50.0,43.75,6.25,48.0,47.14,xXelgharbawyXx,-1,104.52,0.0,0.0,0.0,0.0
ironman654,1497.0,47.0,50.0,3.0,100.0,45.09803921568628,52.94117647058824,1.96078431372549,51.0,45.05,DusanRasic,1,45.0,46.0,50.0,4.0,100.0
Arcas9,746.0,39.0,56.0,4.0,100.0,38.775510204081634,57.14285714285714,4.081632653061225,49.0,48.1,Bauernschlauer,1,45.25,41.0,47.0,12.0,100.0
Stanley1972,2196.0,36.0,61.0,3.0,100.0,38.0,60.0,2.0,50.0,45.04,UsuallyGetFlagged,-1,45.07,56.0,39.0,4.0,100.0
GCV23,1406.0,59.0,41.0,0.0,100.0,59.61538461538461,38.46153846153847,1.9230769230769231,52.0,45.01,Dmitrii45rus,-1,45.0,43.0,55.0,2.0,100.0
furqon1,1269.0,48.0,52.0,0.0,100.0,47.05882352941176,52.94117647058824,0.0,51.0,45.32,Tlazarde,1,45.07,52.0,46.0,2.0,100.0
Qts,2363.0,53.0,41.0,6.0,100.0,42.0,50.0,8.0,50.0,45.0,Samurai_KCI,-1,45.12,77.0,19.0,3.0,93.0
hosein233,1668.0,55.0,44.0,1.0,100.0,52.0,48.0,0.0,50.0,45.02,ACTION111,-1,45.03,52.0,44.0,4.0,100.0
samsimba199,889.0,44.0,51.0,5.0,100.0,49.01960784313725,47.05882352941176,3.92156862745098,51.0,45.22,Max_Check,1,58.1,44.0,47.0,9.0,100.0
FabianMaxhera,1338.0,51.0,43.0,6.0,100.0,50.0,42.30769230769231,7.6923076923076925,52.0,45.15,axmahone,-1,47.97,49.0,46.0,5.0,100.0
Napoleon2883,1300.0,40.0,53.0,7.0,100.0,36.734693877551024,59.18367346938776,4.081632653061225,49.0,45.24,GeorGm7,-1,50.6,50.0,45.0,5.0,100.0
BlakeTantrum,2554.0,63.0,28.0,8.0,100.0,48.0,38.0,14.000000000000002,50.0,45.27,Safronov_Andrey,-1,45.15,43.0,45.0,12.0,100.0
DaGo24,2600.0,36.0,61.0,3.0,100.0,26.0,70.0,4.0,50.0,49.98,fortunex2,-1,47.22,50.0,50.0,0.0,30.0
akhilughade7494,1507.0,54.0,43.0,3.0,100.0,55.76923076923077,42.30769230769231,1.9230769230769231,52.0,45.05,WinNoFail,1,85.19,46.0,52.0,2.0,100.0
DonBee,1173.0,100.0,0.0,0.0,3.0,63.26530612244898,36.734693877551024,0.0,49.0,47.32,dma880,1,45.01,56.0,39.0,4.0,69.0
duncanmyer,1622.0,16.0,83.0,1.0,100.0,12.0,88.0,0.0,50.0,239.66,Kacyiscool,-1,45.13,43.0,53.0,4.0,100.0
loborino,1188.0,46.0,51.0,3.0,100.0,43.75,54.16666666666666,2.083333333333333,48.0,45.31,victordaniel37,-1,45.24,54.0,43.0,3.0,100.0
ns_68,1520.0,53.0,46.0,1.0,100.0,46.0,54.0,0.0,50.0,45.04,OPonck,-1,45.04,56.0,40.0,4.0,100.0
sepid_58,1260.0,49.0,46.0,5.0,100.0,34.69387755102041,57.14285714285714,8.16326530612245,49.0,45.02,Sichigu,-1,67.53,57.0,42.0,0.0,63.0
lihoffa,2327.0,43.0,43.0,14.0,100.0,34.0,46.0,20.0,50.0,45.12,Phiz2020,1,45.09,54.0,38.0,8.0,100.0
straightpown,2202.0,44.0,50.0,6.0,100.0,47.05882352941176,45.09803921568628,7.84313725490196,51.0,45.14,a_big_fan_of_chess,1,45.26,43.0,53.0,4.0,100.0
MS-Dhanwin,1428.0,33.0,66.0,0.0,9.0,40.0,60.0,0.0,5.0,119.53,IoriYagami_249,-1,48.66,42.0,56.0,2.0,100.0
DruzhkovVN,947.0,53.0,47.0,0.0,100.0,44.44444444444444,53.333333333333336,2.2222222222222223,45.0,45.05,David2Dk,-1,45.01,47.0,52.0,1.0,100.0
Lokeshswami,792.0,83.0,16.0,0.0,18.0,47.16981132075472,50.943396226415096,1.8867924528301887,53.0,74.47,Kingy070911,-1,45.0,28.0,71.0,0.0,100.0
LarsUlrichTama,1365.0,46.0,54.0,0.0,100.0,54.0,46.0,0.0,50.0,45.32,woong0824,-1,45.0,38.0,60.0,2.0,100.0
Cooper6,2035.0,41.0,53.0,6.0,100.0,38.0,54.0,8.0,50.0,45.03,Norwich91,-1,45.09,43.0,46.0,11.0,100.0
TrentAllgood,1827.0,37.0,62.0,1.0,100.0,53.84615384615385,42.30769230769231,3.8461538461538463,52.0,45.21,Arnemann,1,48.61,47.0,47.0,5.0,51.0
SaquonBarkley26,2373.0,51.0,39.0,10.0,100.0,43.13725490196079,45.09803921568628,11.76470588235294,51.0,45.04,Tenessy,-1,45.04,51.0,44.0,5.0,100.0
emakarov,1932.0,48.0,48.0,4.0,100.0,42.85714285714285,53.06122448979592,4.081632653061225,49.0,59.88,speedstick153917,1,62.83,42.0,56.0,2.0,100.0
abdoelbetagy,974.0,59.0,41.0,0.0,100.0,37.77777777777778,62.22222222222222,0.0,45.0,45.14,chessdotcomvirgin,1,49.82,56.0,37.0,7.0,100.0
Messsi2023,2496.0,47.0,48.0,5.0,100.0,47.91666666666667,52.083333333333336,0.0,48.0,45.15,KhatanbaatarGM,-1,45.0,48.0,39.0,13.0,100.0
PakiahLegend,1315.0,43.0,54.0,3.0,100.0,40.0,57.99999999999999,2.0,50.0,49.58,chek-one,-1,45.08,50.0,48.0,2.0,100.0
PadawanAsokaTano,2603.0,59.0,34.0,7.0,100.0,61.224489795918366,32.6530612244898,6.122448979591836,49.0,45.05,t01let_g04t,1,45.12,34.0,44.0,22.0,100.0
dragan961,2429.0,75.0,18.0,7.0,100.0,72.3404255319149,23.404255319148938,4.25531914893617,47.0,45.23,CZohmingliana,1,45.01,67.0,31.0,2.0,100.0
Piter237,1297.0,56.0,42.0,2.0,100.0,43.13725490196079,52.94117647058824,3.92156862745098,51.0,45.13,ErrXr1312,1,45.13,40.0,52.0,8.0,100.0
edwinZid,1408.0,46.0,52.0,2.0,100.0,50.98039215686274,47.05882352941176,1.96078431372549,51.0,45.13,usernkv,-1,45.29,42.0,55.0,3.0,100.0
arlYonok,2481.0,59.0,28.0,13.0,100.0,62.5,25.0,12.5,48.0,63.29,ValidAlekhine,1,45.06,55.0,39.0,6.0,100.0
Dmorineau,1473.0,66.0,33.0,0.0,9.0,43.75,52.083333333333336,4.166666666666666,48.0,46.18,Minixcool,1,75.46,41.0,50.0,8.0,36.0
suratram,1169.0,55.0,45.0,0.0,100.0,45.83333333333333,54.16666666666666,0.0,48.0,45.68,fluffy_rook,-1,152.84,64.0,36.0,0.0,75.0
Stinovo,1421.0,48.0,45.0,6.0,93.0,57.692307692307686,34.61538461538461,7.6923076923076925,52.0,45.51,NojlaMik666LsoN,1,83.56,0.0,0.0,0.0,0.0
vrf4ever,2278.0,37.0,62.0,1.0,100.0,29.411764705882355,68.62745098039215,1.96078431372549,51.0,45.04,Tilichkin,1,45.06,39.0,54.0,7.0,100.0
Ildar_Khaziiev,1377.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,339.21,Novik89,0,46.12,49.0,40.0,11.0,100.0
hanti83,1383.0,49.0,48.0,3.0,100.0,44.230769230769226,51.92307692307693,3.8461538461538463,52.0,45.12,dnos80,-1,45.07,39.0,60.0,1.0,100.0
jesselroy99,2616.0,0.0,0.0,100.0,3.0,56.86274509803921,39.21568627450981,3.92156862745098,51.0,45.47,CarlosDaniel31,-1,55.08,0.0,0.0,0.0,0.0
rezeszamliy,2311.0,45.0,45.0,10.0,100.0,44.89795918367347,42.85714285714285,12.244897959183673,49.0,45.92,matenote,1,45.1,50.0,45.0,5.0,100.0
Dj0nf1,1005.0,37.0,62.0,1.0,100.0,48.0,52.0,0.0,50.0,45.0,RookNRooky,-1,45.19,47.0,51.0,2.0,100.0
JarJarBeers,2466.0,52.0,43.0,5.0,100.0,53.06122448979592,40.81632653061224,6.122448979591836,49.0,45.04,sivkaburka,1,45.08,56.0,35.0,9.0,100.0
PabloMinda,2287.0,33.0,61.0,6.0,100.0,35.294117647058826,60.78431372549019,3.92156862745098,51.0,45.0,Am0k0,1,45.09,46.0,41.0,13.0,100.0
swarley72,1299.0,45.0,53.0,2.0,100.0,49.01960784313725,45.09803921568628,5.88235294117647,51.0,45.02,WiseMan4,1,45.69,43.0,56.0,1.0,100.0
Ali_valizadeh,2565.0,54.0,39.0,7.0,100.0,46.93877551020408,44.89795918367347,8.16326530612245,49.0,45.07,gammadrill,1,45.07,45.0,48.0,7.0,100.0
Sebas_Xd12,1033.0,43.0,54.0,3.0,100.0,34.375,62.5,3.125,32.0,81.88,Manoj-P,-1,50.52,25.0,62.0,12.0,24.0
SworlakeCity,1385.0,51.0,48.0,1.0,100.0,44.0,54.0,2.0,50.0,45.0,atomic_shark,-1,45.01,45.0,52.0,3.0,100.0
gabrielmonchimanchas,2120.0,51.0,48.0,1.0,100.0,57.14285714285714,42.85714285714285,0.0,49.0,45.39,nekro29,-1,86.94,0.0,0.0,0.0,0.0
Pjanyi_ShMayster,1912.0,44.0,54.0,2.0,100.0,37.5,60.41666666666666,2.083333333333333,48.0,71.09,damonachey,-1,45.07,46.0,48.0,6.0,100.0
Dynamictroops,1974.0,40.0,56.0,3.0,100.0,40.81632653061224,59.18367346938776,0.0,49.0,45.03,georgecostanza,1,45.1,43.0,52.0,5.0,100.0
fan_fheihung,2242.0,54.0,42.0,4.0,100.0,50.98039215686274,43.13725490196079,5.88235294117647,51.0,45.55,MdSharifHossain,-1,46.3,53.0,45.0,2.0,100.0
leoybkim,1426.0,62.0,32.0,6.0,100.0,56.86274509803921,41.17647058823529,1.96078431372549,51.0,45.43,JuanSaso,-1,89.67,0.0,0.0,0.0,0.0
SirNass,1243.0,36.0,59.0,5.0,100.0,38.0,57.99999999999999,4.0,50.0,45.08,GennadiyTarasov_46,1,45.11,53.0,44.0,3.0,100.0
wccrgaming2023,1670.0,49.0,51.0,0.0,100.0,43.13725490196079,56.86274509803921,0.0,51.0,48.15,Escueta_PE2,-1,45.04,47.0,49.0,4.0,100.0
Artem163111,2395.0,46.0,46.0,8.0,100.0,44.0,48.0,8.0,50.0,45.04,andiii7,-1,45.34,63.0,33.0,4.0,100.0
SnoozieDoes,1952.0,44.0,53.0,3.0,100.0,43.13725490196079,52.94117647058824,3.92156862745098,51.0,45.1,Mahanand,1,45.09,49.0,47.0,4.0,100.0
Satishswain,1248.0,48.0,49.0,3.0,100.0,50.0,50.0,0.0,48.0,45.07,Lupo-56,-1,45.14,53.0,45.0,2.0,100.0
vinijr77,2816.0,65.0,25.0,10.0,100.0,61.224489795918366,28.57142857142857,10.20408163265306,49.0,57.29,MrDensity,1,54.17,0.0,0.0,0.0,0.0
Ricardoski,2003.0,46.0,49.0,5.0,100.0,48.0,50.0,2.0,50.0,45.04,viosoenk,1,59.35,71.0,28.0,0.0,42.0
MichRum,2227.0,51.0,42.0,7.0,100.0,46.0,46.0,8.0,50.0,45.03,hiiibrido,1,45.07,45.0,50.0,5.0,100.0
lerzel123,1020.0,0.0,100.0,0.0,3.0,38.46153846153847,51.92307692307693,9.615384615384617,52.0,75.95,Billy68,-1,135.73,0.0,0.0,0.0,0.0
AllGunsBlazing22,2603.0,53.0,34.0,13.0,100.0,55.10204081632652,34.69387755102041,10.20408163265306,49.0,45.07,Graukater,1,45.2,57.0,40.0,2.0,100.0
theimeto,1946.0,45.0,49.0,6.0,100.0,54.34782608695651,36.95652173913043,8.695652173913043,46.0,45.59,Matsps,-1,45.29,51.0,43.0,6.0,100.0
Ayush_Ranjan819,1966.0,66.0,33.0,0.0,9.0,50.0,50.0,0.0,4.0,0.0,Benyamin_93,1,45.25,29.0,62.0,7.0,81.0
Alirezaaaaaaa7,1453.0,42.0,51.0,7.0,100.0,52.94117647058824,41.17647058823529,5.88235294117647,51.0,0.0,amiralikhan,-1,54.2,66.0,30.0,3.0,99.0
harry06,1463.0,46.0,52.0,2.0,100.0,46.0,52.0,2.0,50.0,45.0,Travian2018,-1,45.07,45.0,52.0,3.0,100.0
Morcus1963,2052.0,42.0,51.0,7.0,100.0,40.0,56.00000000000001,4.0,50.0,45.0,Blaklino,-1,45.06,51.0,43.0,6.0,100.0
kitikita123,1598.0,60.0,33.0,7.0,100.0,52.94117647058824,29.411764705882355,17.647058823529413,51.0,56.49,geekrick,1,159.68,0.0,0.0,0.0,0.0
semipro623,1246.0,48.0,50.0,2.0,100.0,43.13725490196079,52.94117647058824,3.92156862745098,51.0,45.0,adtaylor,1,45.03,53.0,44.0,3.0,100.0
Positional_player008,2120.0,56.0,43.0,0.0,96.0,46.93877551020408,48.97959183673469,4.081632653061225,49.0,45.12,amjadchess01,-1,45.01,76.0,18.0,6.0,100.0
GardaGv2,1099.0,56.0,41.0,3.0,100.0,51.06382978723404,44.680851063829785,4.25531914893617,47.0,55.83,cckoldarda,-1,109.2,41.0,48.0,11.0,100.0
AntonTsaruyk,1303.0,100.0,0.0,0.0,3.0,49.09090909090909,47.27272727272727,3.636363636363636,55.0,50.03,ilyaskareem,1,97.83,40.0,60.0,0.0,15.0
Kolmychkov,2141.0,40.0,55.0,5.0,100.0,33.33333333333333,61.11111111111112,5.555555555555555,54.0,45.7,johanaker,1,47.92,54.0,34.0,12.0,100.0
abbasali1234,2186.0,56.0,39.0,5.0,100.0,48.97959183673469,46.93877551020408,4.081632653061225,49.0,49.0,Tessarect,1,131.38,0.0,0.0,0.0,0.0
Zero000001,1590.0,46.0,50.0,4.0,100.0,41.66666666666667,54.16666666666666,4.166666666666666,48.0,45.01,lockdawg,-1,45.0,51.0,45.0,4.0,100.0
StormingAngel,1720.0,59.0,39.0,2.0,100.0,52.94117647058824,43.13725490196079,3.92156862745098,51.0,157.17,KnightsCamera_Action,1,124.42,50.0,44.0,6.0,100.0
Ozuna1179,2155.0,65.0,30.0,5.0,100.0,54.0,40.0,6.0,50.0,45.01,NonMasterS,1,45.05,52.0,44.0,4.0,100.0
djdkfkkfej,1500.0,43.0,54.0,3.0,100.0,38.095238095238095,61.90476190476191,0.0,21.0,57.35,Ryomen_Sukuna,1,500.0,0.0,0.0,0.0,0.0
Heart_of_Fire_Cat,2584.0,31.0,56.0,12.0,100.0,16.363636363636363,78.18181818181819,5.454545454545454,55.0,52.02,DeljemPivo,-1,45.23,52.0,43.0,4.0,69.0
fristaylersmith,1140.0,50.0,48.0,2.0,100.0,30.357142857142858,64.28571428571429,5.357142857142857,56.0,48.07,Davureta,-1,45.23,43.0,53.0,4.0,100.0
Obedas,1197.0,45.0,54.0,1.0,100.0,44.89795918367347,53.06122448979592,2.0408163265306123,49.0,45.19,Komgrol,-1,45.18,43.0,55.0,2.0,100.0
coportov57,704.0,40.0,56.0,3.0,100.0,37.5,60.41666666666666,2.083333333333333,48.0,49.21,piotr1066,-1,45.15,62.0,36.0,2.0,100.0
Josue_Daza,1406.0,50.0,44.0,6.0,100.0,50.0,43.75,6.25,48.0,45.0,madansuwal,-1,45.04,44.0,53.0,3.0,100.0
prakhargosain,1975.0,59.0,39.0,2.0,100.0,56.00000000000001,44.0,0.0,50.0,45.88,CSDD2010,1,227.5,28.0,71.0,0.0,7.0
M1h3l,2158.0,40.0,50.0,10.0,100.0,40.38461538461539,50.0,9.615384615384617,52.0,48.24,Getsgatensho,-1,500.0,0.0,100.0,0.0,2.0
Ehaab_ramadan,2044.0,50.0,44.0,6.0,100.0,54.0,42.0,4.0,50.0,45.05,pmv960,-1,45.06,46.0,49.0,5.0,100.0
umang_king_2341,1353.0,22.0,77.0,0.0,27.0,34.69387755102041,57.14285714285714,8.16326530612245,49.0,50.89,Master_DM_is_Back,-1,45.96,61.0,31.0,8.0,100.0
pantvak,1830.0,41.0,56.0,3.0,100.0,42.0,52.0,6.0,50.0,45.0,joselisko,-1,45.19,44.0,52.0,4.0,100.0
TolloT,2422.0,48.0,47.0,5.0,100.0,48.97959183673469,44.89795918367347,6.122448979591836,49.0,45.0,rajaputih,-1,45.0,55.0,43.0,2.0,100.0
sasadj,2091.0,49.0,41.0,10.0,100.0,40.0,52.0,8.0,50.0,45.04,Cosie,0,45.0,49.0,45.0,6.0,100.0
good6666,2008.0,62.0,31.0,7.0,100.0,65.3061224489796,28.57142857142857,6.122448979591836,49.0,189.29,odinchert,1,45.53,52.0,44.0,4.0,100.0
LuuckyyLuke,1700.0,32.0,67.0,1.0,100.0,26.53061224489796,73.46938775510205,0.0,49.0,58.48,PeteDiscreet,1,85.37,36.0,60.0,4.0,100.0
