user_id,win_streak_current,win_streak_max,loss_streak_current,loss_streak_max
hossein_babaee,0.0,17.0,1.0,10.0
MVK-RV,1.0,14.0,0.0,7.0
shindebhushan15,0.0,14.0,3.0,19.0
Saidjon123,0.0,10.0,3.0,7.0
Tazmanian_devil,0.0,13.0,2.0,11.0
ManJeena,0.0,1.0,0.0,4.0
torvalde,5.0,11.0,0.0,11.0
Xaratech,0.0,10.0,1.0,9.0
IsabelleGusse_07,2.0,14.0,0.0,8.0
Chayka,0.0,11.0,1.0,10.0
BIYMURZA2012,0.0,3.0,3.0,4.0
ReChesster,0.0,3.0,1.0,12.0
Fighter89,0.0,37.0,0.0,9.0
APKnight_ADN22,0.0,8.0,2.0,12.0
Jacob8111,1.0,11.0,0.0,12.0
Babi_nou,0.0,9.0,2.0,13.0
Abdallahmogahed111,0.0,8.0,3.0,8.0
saeedking1,0.0,26.0,4.0,6.0
El_maestro04,0.0,6.0,2.0,6.0
Dany_chess,0.0,8.0,2.0,12.0
rakhat2007,0.0,10.0,0.0,9.0
Et_chic_et_mat,0.0,11.0,4.0,10.0
chmnm,0.0,9.0,2.0,11.0
Prajeet1,0.0,3.0,1.0,2.0
ozuguzel42,0.0,11.0,1.0,14.0
Luisetepelaez,0.0,4.0,1.0,6.0
ShivaNataraja,0.0,9.0,2.0,8.0
tapiojulkunen,1.0,15.0,0.0,8.0
LV-230,1.0,8.0,0.0,7.0
BertramicAttack,0.0,14.0,3.0,8.0
Ryuzakira333,0.0,0.0,0.0,0.0
riga2024,4.0,10.0,0.0,7.0
flashka,0.0,11.0,2.0,10.0
iamchrisjhon,0.0,6.0,1.0,4.0
katemee,1.0,6.0,0.0,6.0
priyanshx16,2.0,2.0,0.0,12.0
GrindHard,0.0,10.0,2.0,5.0
pawl_s,1.0,11.0,0.0,12.0
Stonedzone,2.0,12.0,0.0,14.0
The_Chess_Manatee,0.0,7.0,0.0,8.0
batman_8,1.0,10.0,0.0,7.0
Kisa322,1.0,8.0,0.0,10.0
DatAndy,0.0,9.0,5.0,11.0
petrovich_gm,0.0,21.0,1.0,9.0
rhb24,1.0,5.0,0.0,7.0
SerHio1963,0.0,13.0,2.0,14.0
Babakjf,0.0,12.0,0.0,11.0
Peace_Mover23,0.0,2.0,2.0,8.0
HuseyinEsat,2.0,3.0,0.0,5.0
Alexandr19801980,1.0,12.0,0.0,13.0
Heribert231,0.0,4.0,1.0,6.0
paneiros,0.0,11.0,2.0,15.0
Starbox2010,1.0,9.0,0.0,6.0
marzouqchowdhury,1.0,23.0,0.0,12.0
Abhinav_Mudgal,0.0,8.0,3.0,8.0
fottur,,,,
hamidebh001,0.0,21.0,2.0,12.0
Vikor0297,1.0,9.0,0.0,10.0
u_riyaraj,0.0,6.0,2.0,10.0
Delfo2020,1.0,11.0,0.0,14.0
Abbaz12,0.0,15.0,1.0,12.0
Jumasi,0.0,13.0,2.0,13.0
ady53,1.0,11.0,0.0,10.0
Min02,2.0,8.0,0.0,12.0
callofdeath,0.0,11.0,0.0,10.0
tungaa202104,0.0,1.0,1.0,1.0
iamking123,0.0,18.0,1.0,10.0
mihhak,2.0,15.0,0.0,12.0
USD60000,0.0,6.0,1.0,11.0
dobremoj,2.0,15.0,0.0,15.0
durckm,0.0,4.0,0.0,0.0
ZhohoFF,0.0,9.0,1.0,13.0
Denona23,2.0,10.0,0.0,14.0
Nikolay2811,0.0,8.0,3.0,3.0
Ferpiana2,2.0,11.0,0.0,7.0
MiyamotoMusashi-CAJA,0.0,10.0,1.0,7.0
Ernest0-0,1.0,1.0,0.0,8.0
ledinavelosipede,2.0,24.0,0.0,8.0
merciless_ant,0.0,14.0,1.0,9.0
Arkhipenko_Daniil,0.0,12.0,1.0,10.0
KOTbKA,3.0,11.0,0.0,11.0
MrSOK,4.0,34.0,0.0,26.0
Night-King11,0.0,13.0,5.0,13.0
stormbinger7007,0.0,8.0,1.0,10.0
maxxie225,0.0,13.0,2.0,27.0
Attila76,0.0,13.0,1.0,9.0
Zinner_Override,0.0,13.0,3.0,29.0
aaryan_varshney,3.0,34.0,0.0,17.0
AnnelizzeRademacher,2.0,10.0,0.0,18.0
seitroppoforte,0.0,12.0,2.0,11.0
DECIMU,0.0,9.0,2.0,5.0
papaocah,0.0,6.0,2.0,9.0
damau6,1.0,13.0,0.0,14.0
M07m4d,0.0,7.0,6.0,9.0
staufenberger,0.0,5.0,1.0,6.0
midhat59,0.0,14.0,2.0,12.0
hotelero,1.0,17.0,0.0,10.0
Tamrik2,3.0,10.0,0.0,9.0
okCool123,0.0,6.0,1.0,6.0
adharma,1.0,13.0,0.0,191.0
AitbekM,0.0,10.0,1.0,8.0
Sawka322,0.0,24.0,4.0,13.0
ProsperSM,1.0,10.0,0.0,14.0
civeron,0.0,10.0,3.0,10.0
ovi737,0.0,5.0,1.0,7.0
Cranmobbed,4.0,20.0,0.0,12.0
SugarMagnolia,0.0,31.0,1.0,10.0
shabaudda,2.0,8.0,0.0,6.0
serjiokos,0.0,0.0,0.0,0.0
FakeMaster141929,0.0,5.0,2.0,4.0
k-mikey,1.0,9.0,0.0,6.0
texi2,2.0,12.0,0.0,8.0
gao239,0.0,8.0,2.0,6.0
fathy2004,0.0,6.0,1.0,13.0
Puss_X7,0.0,12.0,1.0,15.0
yxatuko,0.0,9.0,2.0,8.0
hibiscus1360,0.0,4.0,2.0,11.0
ManoelSinval,0.0,9.0,1.0,16.0
Gville,0.0,10.0,2.0,10.0
assassineclipse,1.0,2.0,0.0,6.0
dudafanboy,0.0,13.0,4.0,11.0
JoshHolz,4.0,15.0,0.0,23.0
lestri,1.0,34.0,0.0,11.0
S1ptex,0.0,7.0,8.0,8.0
spencerguwop,5.0,5.0,0.0,3.0
ZtracenyPripad,0.0,13.0,3.0,8.0
Lep_Cantillas,2.0,11.0,0.0,10.0
xn1lem3x2024,0.0,10.0,1.0,11.0
ALEXT111,1.0,12.0,0.0,13.0
yolier,0.0,9.0,2.0,16.0
kafulakanchi,0.0,11.0,4.0,12.0
Sergey_TR2022,2.0,14.0,0.0,9.0
Krixsus10,3.0,7.0,0.0,8.0
PrisonBreak_Michael,0.0,13.0,2.0,7.0
jieltmcommeta,0.0,10.0,1.0,15.0
Chu-do,0.0,17.0,2.0,14.0
RustyBuoy,0.0,14.0,4.0,12.0
davmaham,2.0,10.0,0.0,11.0
dtjr63,0.0,11.0,1.0,9.0
Sparta75,2.0,23.0,0.0,5.0
Gregchessness,0.0,3.0,1.0,7.0
omar_abuyounis1994,0.0,1.0,1.0,1.0
noahschn,1.0,10.0,0.0,13.0
Gregory_Tonian,0.0,12.0,4.0,10.0
j12segal,0.0,8.0,1.0,7.0
Engo_Genco,0.0,12.0,1.0,14.0
fenixM,2.0,15.0,0.0,14.0
Mulan_GT,0.0,10.0,1.0,9.0
howmuchisthefish2025,1.0,9.0,0.0,7.0
TheChessPrince,0.0,13.0,0.0,13.0
viraatchess2009,0.0,4.0,1.0,2.0
Mind_Gamer66,0.0,2.0,1.0,4.0
Corre_por_tu_vida,0.0,18.0,2.0,14.0
legbreakgoogly,2.0,11.0,0.0,9.0
Tchoupiiii,1.0,9.0,0.0,17.0
agus_sbg99,0.0,14.0,1.0,9.0
alyurm,1.0,11.0,0.0,12.0
dayageek,0.0,0.0,0.0,0.0
vestalia5,0.0,4.0,1.0,5.0
drop_stone,0.0,12.0,2.0,6.0
HIMARS_M142,4.0,12.0,0.0,17.0
FredrikStrand,4.0,10.0,0.0,10.0
ImpressiveTheory,0.0,13.0,1.0,11.0
Ikki68,0.0,13.0,5.0,12.0
ECHINOCEREUS,0.0,21.0,1.0,11.0
Mikhail_Peres,1.0,11.0,0.0,10.0
kingkongkang5,0.0,7.0,4.0,10.0
enitpenima,0.0,10.0,1.0,10.0
khinmaungkyaw,0.0,0.0,2.0,2.0
alienvspredator,1.0,10.0,0.0,56.0
boyjay,1.0,10.0,0.0,7.0
baturiko,0.0,8.0,2.0,6.0
Gigito26,0.0,3.0,2.0,13.0
Mightyms,0.0,31.0,1.0,9.0
mina7177,0.0,4.0,1.0,4.0
Pirschei,3.0,15.0,0.0,11.0
Loklokley,0.0,8.0,3.0,31.0
OrujoFlojete,1.0,14.0,0.0,11.0
UncleGary63,0.0,10.0,1.0,5.0
XocasLT,0.0,11.0,1.0,9.0
DavidRosenkoetter,0.0,1.0,1.0,8.0
kiraa28,0.0,9.0,10.0,10.0
filfern,1.0,10.0,0.0,10.0
rmeysaa,1.0,8.0,0.0,10.0
KlubMate,3.0,9.0,0.0,7.0
Andrew_AK,0.0,10.0,3.0,9.0
tromi,2.0,13.0,0.0,15.0
Javicho619,0.0,14.0,1.0,9.0
MartinLorenzini,,,,
carmona1956,2.0,14.0,0.0,13.0
Derbeian,3.0,10.0,0.0,9.0
ValeraTula,1.0,10.0,0.0,19.0
Shamplex,0.0,0.0,5.0,5.0
gemmita22,2.0,2.0,0.0,9.0
andryzhun,1.0,11.0,0.0,10.0
TusharBachchan,1.0,3.0,0.0,3.0
sgen,2.0,11.0,0.0,8.0
Zaven_ChessMood,5.0,25.0,0.0,6.0
abasrazani,0.0,12.0,6.0,14.0
OlegSokolov67,1.0,10.0,0.0,14.0
Dfsfsadsadsdas,0.0,6.0,3.0,8.0
Dugin_Sergey,0.0,14.0,4.0,12.0
ivanraguz97,0.0,10.0,3.0,11.0
IEGAD,3.0,11.0,0.0,14.0
Tarek-Shaban,0.0,9.0,1.0,9.0
Rezak666,3.0,6.0,0.0,13.0
MySnakeDoc,4.0,29.0,0.0,8.0
deniskhevrolin,0.0,11.0,1.0,9.0
Drachenvariante,0.0,8.0,0.0,8.0
abdotammam,0.0,9.0,2.0,12.0
Pavlzerg,0.0,10.0,1.0,11.0
deepak20002,1.0,9.0,0.0,8.0
babirom77,0.0,10.0,2.0,14.0
armangarip,1.0,11.0,0.0,10.0
akiba66,2.0,12.0,0.0,17.0
edoardo920,5.0,21.0,0.0,11.0
Papolabestia123,2.0,14.0,0.0,7.0
Iwantogotoswizerland,0.0,24.0,2.0,12.0
RikhilEmmanuel2019,1.0,9.0,0.0,19.0
WorldChessMaster24,,,,
j2dindia,0.0,29.0,1.0,6.0
sindy_24,2.0,9.0,0.0,7.0
Milky-WayTM,1.0,32.0,0.0,9.0
MCSE69,5.0,13.0,0.0,7.0
Kikkertje9,3.0,13.0,0.0,7.0
bohemond_1,0.0,10.0,3.0,12.0
das99,0.0,9.0,2.0,7.0
Inspiregod,0.0,12.0,1.0,10.0
Pakkasukko,1.0,23.0,0.0,10.0
Arkadiy200000,0.0,20.0,3.0,9.0
rahimbi,3.0,13.0,0.0,12.0
ODRA-3RBI,0.0,4.0,1.0,7.0
Hamid_e,0.0,8.0,3.0,10.0
Zhongguo_Haijun,0.0,8.0,2.0,2.0
stregobauer,2.0,9.0,0.0,7.0
LucaChess97,2.0,9.0,0.0,8.0
Aswin_Jagz,0.0,6.0,3.0,7.0
yasinates3424,1.0,12.0,0.0,11.0
nainameloc,3.0,13.0,0.0,14.0
HailToTheThief1,0.0,1.0,1.0,1.0
Bigsneezy,0.0,10.0,1.0,7.0
Prochesskaan,0.0,4.0,3.0,7.0
Inky78,0.0,14.0,1.0,30.0
anton_roienko,2.0,8.0,0.0,8.0
Vaibhav26104,1.0,12.0,0.0,13.0
otakkanan,2.0,6.0,0.0,6.0
thea-22,0.0,8.0,4.0,12.0
ULtRaCHeSsBlaDer2011,0.0,14.0,2.0,10.0
OekoBauer,0.0,13.0,1.0,12.0
vizumatv4hoda,1.0,36.0,0.0,8.0
Keyra_la_unica,1.0,10.0,0.0,8.0
Fthgk,0.0,12.0,0.0,11.0
Kama_17,0.0,15.0,2.0,11.0
Michalson532,0.0,5.0,0.0,2.0
nader48,0.0,10.0,1.0,25.0
TTandT,0.0,13.0,1.0,10.0
arjunraman,0.0,13.0,2.0,10.0
veguetadbs11,0.0,16.0,1.0,13.0
firezice,4.0,14.0,0.0,11.0
pro250399,0.0,2.0,3.0,8.0
SreekantaDas,2.0,10.0,0.0,9.0
wthimerht,3.0,17.0,0.0,8.0
weak3333,3.0,7.0,0.0,8.0
PavelVinogradov,0.0,7.0,3.0,9.0
karokan7755,1.0,15.0,0.0,10.0
The_Bodyguard,0.0,13.0,1.0,15.0
Anmaster,0.0,16.0,1.0,12.0
ishaankrishnaccs,0.0,3.0,7.0,7.0
adcolat,1.0,1.0,0.0,0.0
Ludovk,1.0,12.0,0.0,13.0
HistoryTry,0.0,3.0,3.0,3.0
musadlane,0.0,15.0,2.0,9.0
TanitoluwaAps116,0.0,12.0,1.0,10.0
Alon7429,7.0,25.0,0.0,4.0
maksym_makarychev,0.0,9.0,2.0,11.0
fredy_mar_aqp,0.0,8.0,1.0,9.0
slave_of_the_chess,5.0,7.0,0.0,10.0
aki63,2.0,13.0,0.0,12.0
DrMSAS,3.0,12.0,0.0,7.0
Blessings03,0.0,13.0,2.0,15.0
LUFFFFFFFY,3.0,6.0,0.0,7.0
JaredFrance,0.0,11.0,3.0,15.0
Alex19821986,1.0,10.0,0.0,10.0
soylusahra52,0.0,0.0,3.0,3.0
voronk,0.0,10.0,2.0,18.0
raphaelk1,0.0,12.0,0.0,15.0
davdomin,0.0,0.0,0.0,0.0
Marsicanac,0.0,5.0,4.0,5.0
joseantoniosp,0.0,9.0,0.0,11.0
Ertsd,2.0,19.0,0.0,17.0
IgnacioFS00,3.0,11.0,0.0,8.0
Chestolo,0.0,11.0,2.0,6.0
Ompa_puk,0.0,7.0,3.0,17.0
pratapraju,0.0,6.0,5.0,5.0
albertogs,2.0,10.0,0.0,10.0
Dondoctor,0.0,16.0,1.0,10.0
Elieso94,0.0,6.0,4.0,6.0
psvkampioenen,1.0,4.0,0.0,6.0
Grukjr,0.0,21.0,0.0,9.0
hetwehewrhtweht,2.0,6.0,0.0,5.0
rdinc,0.0,13.0,1.0,10.0
youssef334,7.0,11.0,0.0,11.0
SeaHorseDad,0.0,9.0,1.0,9.0
vIbHu11,1.0,24.0,0.0,9.0
jkaRUSSIA,3.0,21.0,0.0,6.0
novi4ek1903,0.0,12.0,1.0,9.0
fast-tsunami,0.0,23.0,7.0,12.0
olegan32,0.0,10.0,5.0,12.0
FerrariJr,1.0,19.0,0.0,19.0
Grozzzlybear,0.0,13.0,1.0,9.0
Skakthor,2.0,13.0,0.0,7.0
sampathj,0.0,8.0,2.0,7.0
KopysovV,0.0,11.0,2.0,14.0
Hvitrev,0.0,10.0,2.0,7.0
royinin,1.0,5.0,0.0,10.0
q49q,0.0,0.0,0.0,0.0
Frostwrath,1.0,13.0,0.0,25.0
Despair_Captain,2.0,21.0,0.0,8.0
GK1963,1.0,9.0,0.0,9.0
Milliyetci87,0.0,10.0,3.0,12.0
nevergettingtitle,0.0,3.0,2.0,6.0
fischer1992reborn,0.0,8.0,1.0,7.0
Lissali,0.0,6.0,4.0,7.0
Vatnos,2.0,17.0,0.0,10.0
NzTterSchit,1.0,11.0,0.0,11.0
naive_knight,0.0,5.0,2.0,12.0
bazar-wokzal,0.0,36.0,0.0,12.0
kittyblum,0.0,8.0,4.0,26.0
rjrahuljain1210,0.0,2.0,0.0,5.0
ntpc511,0.0,11.0,1.0,14.0
Punnnnisher,0.0,4.0,1.0,7.0
Emeriithus,0.0,11.0,1.0,16.0
Cavalfab,2.0,11.0,0.0,12.0
AlejandroPinglo,0.0,13.0,3.0,13.0
VardanSrivastava,0.0,19.0,1.0,9.0
rapid_chalanger,0.0,21.0,1.0,5.0
Santi-LaPlata,5.0,11.0,0.0,12.0
LifeOfRyan,6.0,29.0,0.0,9.0
GrafKvonderG,,,,
gallofa00,1.0,9.0,0.0,23.0
hsay2020,0.0,11.0,1.0,38.0
Doqangunes,6.0,9.0,0.0,10.0
JustARetiredPlayer,23.0,23.0,0.0,2.0
xxMichalxx,0.0,8.0,2.0,10.0
fatosalpslan,0.0,12.0,0.0,10.0
lime_ee,0.0,6.0,3.0,6.0
Nebonik,0.0,12.0,3.0,18.0
Scuffia,0.0,12.0,1.0,13.0
MDR27,0.0,10.0,1.0,12.0
vfrcbv1234509,0.0,11.0,3.0,7.0
gurselynlmz,1.0,1.0,0.0,1.0
Relaxela,1.0,5.0,0.0,9.0
Dreamweaver96,0.0,13.0,3.0,11.0
GoingDownSouth,0.0,12.0,1.0,14.0
Edu1979,2.0,2.0,0.0,7.0
shrenik_kinu,2.0,8.0,0.0,5.0
Darknessbottle,1.0,7.0,0.0,9.0
Ajmcm,1.0,10.0,0.0,10.0
sandeep-khatri,0.0,8.0,3.0,10.0
kelikeliii,0.0,0.0,3.0,3.0
MonkeyLonky,0.0,6.0,1.0,9.0
daddystrength,2.0,34.0,0.0,12.0
Galatians2verse20,0.0,9.0,2.0,7.0
Tuvshin75,3.0,11.0,0.0,11.0
sasha_frolov,2.0,13.0,0.0,8.0
Javprisone598,3.0,10.0,0.0,12.0
Hurricaneforce,0.0,8.0,1.0,9.0
tonycount,2.0,15.0,0.0,12.0
changmin1456,0.0,0.0,1.0,1.0
Rex65788,0.0,18.0,2.0,7.0
jokern56,2.0,10.0,0.0,10.0
hernan271,1.0,7.0,0.0,9.0
HomeAp,1.0,12.0,0.0,15.0
urbion,0.0,13.0,3.0,21.0
nicolus,0.0,9.0,1.0,9.0
MAKCIM2016,0.0,4.0,2.0,10.0
JonRidout,3.0,16.0,0.0,10.0
chess4ever1410,2.0,14.0,0.0,7.0
ruben9503,0.0,10.0,3.0,9.0
luckyoscuro,0.0,20.0,1.0,9.0
Bjorn2468,1.0,5.0,0.0,23.0
planic13,1.0,17.0,0.0,11.0
Litseralex,2.0,5.0,0.0,8.0
lary77,0.0,8.0,2.0,10.0
doberman_333,2.0,39.0,0.0,6.0
cRsregeLt,0.0,10.0,1.0,13.0
vovauroio,0.0,12.0,1.0,11.0
Stephen8386,2.0,11.0,0.0,10.0
membongak,0.0,0.0,0.0,0.0
Juribiver,0.0,10.0,1.0,13.0
yf95,2.0,17.0,0.0,16.0
DawitGN,0.0,4.0,2.0,2.0
lavictoriavenezuela,1.0,13.0,0.0,19.0
Conrad_123,3.0,9.0,0.0,10.0
aldgate,0.0,14.0,1.0,10.0
soultravel,0.0,12.0,0.0,21.0
OffCore,1.0,9.0,0.0,16.0
Menald,0.0,6.0,4.0,13.0
OlmosG,1.0,13.0,0.0,12.0
Acctus,0.0,11.0,5.0,13.0
Senilonori,0.0,12.0,3.0,13.0
nika_HB,0.0,3.0,8.0,8.0
moncef-1978,0.0,11.0,2.0,10.0
IsmaJS,0.0,11.0,1.0,15.0
Taladan,1.0,10.0,0.0,11.0
IamHocks,0.0,19.0,2.0,14.0
supercheckmateguy,0.0,3.0,13.0,13.0
partho751,0.0,12.0,1.0,13.0
Prosvirnov_Sergei,2.0,11.0,0.0,15.0
Pampen,1.0,12.0,0.0,11.0
noe123456789,0.0,9.0,1.0,10.0
Gertrude_Weichsel,1.0,18.0,0.0,9.0
Ferrari011,0.0,17.0,4.0,14.0
jasithchess2021,1.0,10.0,0.0,15.0
Brocardotorres,0.0,10.0,1.0,12.0
Al_Ivanov1987,0.0,11.0,3.0,10.0
MRAshishKulkarni16,0.0,11.0,1.0,13.0
USSR3,7.0,9.0,0.0,5.0
aimeesuzy,0.0,7.0,2.0,13.0
Zalim007,0.0,12.0,2.0,13.0
not_a_fish,1.0,4.0,0.0,6.0
Ranjan_Rohit,1.0,9.0,0.0,5.0
decotunisia,0.0,9.0,4.0,13.0
MVM7,0.0,9.0,2.0,13.0
rittersport29,1.0,10.0,0.0,11.0
Bbpro1979,2.0,12.0,0.0,11.0
Lamelle2021,3.0,12.0,0.0,13.0
Ali_sol,4.0,17.0,0.0,9.0
janjipaese,0.0,10.0,1.0,16.0
Rudrachess08,0.0,2.0,2.0,2.0
Luthorien,2.0,10.0,0.0,7.0
blitzermat,3.0,11.0,0.0,8.0
The_main_event003,3.0,34.0,0.0,2.0
sherif8888,0.0,10.0,3.0,13.0
Lehmimann,0.0,18.0,1.0,12.0
Geydarov,2.0,36.0,0.0,7.0
roggers1961,0.0,11.0,2.0,9.0
gameoftage,0.0,12.0,1.0,16.0
Coopdaddyusa,0.0,0.0,2.0,2.0
GeNer4tion_KiLL,0.0,10.0,4.0,6.0
Raff0ne,0.0,10.0,1.0,11.0
Slushzz,2.0,8.0,0.0,6.0
slar66,2.0,11.0,0.0,13.0
PockeTiger,,,,
redwingschess,1.0,10.0,0.0,13.0
Tabook,3.0,13.0,0.0,23.0
baa61,1.0,7.0,0.0,19.0
MateoRB2015,2.0,15.0,0.0,17.0
aTeeKSH,0.0,9.0,1.0,9.0
Chesspattern_on_IG,0.0,14.0,3.0,13.0
Leviathan64,0.0,17.0,2.0,11.0
zhtemr,0.0,10.0,2.0,18.0
Spidertor,,,,
SorceressFern3,3.0,16.0,0.0,8.0
Oldern,2.0,12.0,0.0,8.0
FoxyFace,0.0,12.0,2.0,12.0
rootEnginear,2.0,9.0,0.0,10.0
Al021287,0.0,10.0,2.0,11.0
SKVO3N9IK,1.0,7.0,0.0,9.0
osmankoka,0.0,16.0,2.0,12.0
Unmillondejaques,4.0,24.0,0.0,8.0
sreejithozone,0.0,1.0,1.0,4.0
ISensoI,0.0,2.0,3.0,7.0
NastyGunz,0.0,5.0,1.0,6.0
waffles_06,0.0,10.0,6.0,9.0
PAKETOV99,0.0,11.0,1.0,10.0
aruina2,1.0,11.0,0.0,8.0
Sergundzja,1.0,12.0,0.0,13.0
HasanKastraveci,0.0,12.0,0.0,10.0
vad0112,0.0,12.0,1.0,12.0
ismailykp,4.0,9.0,0.0,8.0
ArcherSagi84,1.0,17.0,0.0,13.0
Ralu73,3.0,9.0,0.0,14.0
KingSlayer1080,0.0,13.0,2.0,12.0
Tscheschler,3.0,11.0,0.0,9.0
Sonata6,1.0,8.0,0.0,8.0
AKalavera,3.0,10.0,0.0,20.0
Mr2weak2slow,0.0,6.0,2.0,6.0
Nakoigrac,0.0,8.0,1.0,7.0
Menefrath,2.0,19.0,0.0,14.0
adskoe_terpenie,6.0,9.0,0.0,7.0
KVANT-17,9.0,11.0,0.0,9.0
maxjr0,2.0,8.0,0.0,10.0
vga79,2.0,14.0,0.0,10.0
Alepcastle,2.0,11.0,0.0,38.0
fairplay1987,1.0,10.0,0.0,9.0
lovedh,2.0,9.0,0.0,7.0
Alazharyhero,0.0,10.0,2.0,12.0
jess28260516,0.0,6.0,2.0,8.0
michaelford,1.0,37.0,0.0,9.0
damithk,3.0,62.0,0.0,10.0
Karmann58,0.0,1.0,2.0,7.0
sekvr88,0.0,15.0,3.0,18.0
sibo23,5.0,22.0,0.0,27.0
Meddard,0.0,16.0,3.0,8.0
mared2,0.0,27.0,1.0,10.0
DSCostel,1.0,8.0,0.0,6.0
NkNiner,,,,
ibrahimakarr,6.0,10.0,0.0,11.0
duongnhi79b,2.0,9.0,0.0,9.0
AlfonsoMont,0.0,9.0,7.0,24.0
LIMBA_AM,0.0,8.0,5.0,19.0
EducatedGator,0.0,5.0,1.0,6.0
rystem_87,1.0,12.0,0.0,12.0
N_G2001,5.0,9.0,0.0,11.0
reza678,0.0,16.0,2.0,13.0
NotComplicated,3.0,11.0,0.0,12.0
cuantum_1,4.0,17.0,0.0,25.0
rain2000,0.0,13.0,2.0,8.0
Ichesslife,2.0,9.0,0.0,7.0
Likhith_gs,1.0,9.0,0.0,13.0
BVB1908,,,,
Novik89,2.0,18.0,0.0,8.0
vbizon,1.0,7.0,0.0,7.0
Paptya,0.0,5.0,2.0,7.0
mdqmichael,1.0,9.0,0.0,9.0
popgergesramzy,0.0,12.0,1.0,12.0
AhmxdKhalxd,4.0,7.0,0.0,8.0
mkeh,1.0,10.0,0.0,9.0
sljwe111,0.0,6.0,2.0,9.0
viniciustrindade,1.0,11.0,0.0,11.0
Christoporus_N,0.0,7.0,2.0,8.0
Dad7261,2.0,11.0,0.0,14.0
Infinite-Diversity,1.0,10.0,0.0,46.0
Revolt_of_the_noobs,1.0,17.0,0.0,12.0
WaZOwski22,3.0,4.0,0.0,14.0
behrad98,0.0,23.0,2.0,12.0
Fluke180,0.0,32.0,1.0,11.0
Kiaan_007,2.0,9.0,0.0,14.0
tvit75,0.0,9.0,4.0,13.0
mattoallaterza,0.0,8.0,4.0,19.0
bazanova,0.0,11.0,1.0,13.0
DanGlz,2.0,10.0,0.0,18.0
alireza_1399,0.0,5.0,6.0,7.0
Addybotty,1.0,10.0,0.0,8.0
Nick210377,1.0,28.0,0.0,13.0
Hunterrun,0.0,10.0,2.0,11.0
subhub,0.0,13.0,2.0,12.0
Sasha312,1.0,1.0,0.0,1.0
ralebaner,1.0,10.0,0.0,7.0
Eric-SK-Schwandorf,4.0,10.0,0.0,9.0
Rubik87,6.0,13.0,0.0,10.0
ItsNoodleNotPasta,3.0,9.0,0.0,7.0
McScrodski,0.0,0.0,1.0,1.0
rxdxvdl,3.0,3.0,0.0,4.0
JevaisgagnerCarlos,0.0,7.0,2.0,9.0
emersoncito,0.0,13.0,1.0,18.0
AlexFive,0.0,8.0,0.0,9.0
Behmen_Abdulov,0.0,6.0,3.0,7.0
TonyCheese,0.0,7.0,1.0,9.0
eilonreshef,0.0,9.0,1.0,9.0
landy887,0.0,14.0,1.0,10.0
Anesov_Vyacheslav,3.0,8.0,0.0,8.0
FRIKANDELBROODJE_122,1.0,5.0,0.0,10.0
foremangeor,2.0,12.0,0.0,11.0
Crystal2006,3.0,10.0,0.0,63.0
General_Ironwood,1.0,8.0,0.0,6.0
Bakugan123,0.0,14.0,2.0,13.0
alexerey,0.0,8.0,0.0,10.0
mike121983,2.0,12.0,0.0,13.0
Hartur224,0.0,15.0,1.0,9.0
Scarls,4.0,11.0,0.0,12.0
gammagramma,2.0,18.0,0.0,7.0
JocosoN,4.0,13.0,0.0,9.0
Amir6284,0.0,16.0,1.0,21.0
IRunUgly,0.0,0.0,0.0,0.0
jorgemussaffichami,0.0,10.0,3.0,11.0
WernerTimo,0.0,8.0,1.0,8.0
acomarkovic,1.0,10.0,0.0,10.0
kolomeister,0.0,6.0,2.0,8.0
stubbornyogi,1.0,10.0,0.0,10.0
GUALDRON,1.0,11.0,0.0,10.0
KZangar2020,0.0,0.0,0.0,0.0
Samsharav,0.0,11.0,2.0,11.0
chessmaster2006,0.0,35.0,1.0,25.0
Darul_Fawwaz,1.0,8.0,0.0,9.0
Belenov_Dmitry,2.0,8.0,0.0,6.0
Odirovski,6.0,28.0,0.0,18.0
ErichVonJr,0.0,12.0,1.0,14.0
Prophylaxis_3301,3.0,31.0,0.0,9.0
ItalyMaster,0.0,15.0,2.0,10.0
smiledash,1.0,17.0,0.0,10.0
jamiva606,0.0,1.0,3.0,5.0
User12345790,1.0,9.0,0.0,12.0
bmharvey,0.0,6.0,1.0,5.0
ProfessorX-man,0.0,16.0,2.0,12.0
Superfm1,3.0,30.0,0.0,7.0
Self_Proclaimed_GM,1.0,9.0,0.0,15.0
ahmedsonosyyy,0.0,10.0,0.0,15.0
Ssj3,0.0,14.0,3.0,12.0
zloyal,0.0,11.0,1.0,8.0
Rahmount,0.0,10.0,5.0,15.0
IyoguroTomasolo,0.0,7.0,3.0,6.0
LUCIFER777x,0.0,5.0,3.0,8.0
MrChecky27,0.0,14.0,0.0,11.0
poco1,0.0,16.0,5.0,8.0
JoliyRoger,0.0,11.0,4.0,12.0
pcanelon,0.0,16.0,1.0,13.0
hyde7it,3.0,3.0,0.0,1.0
pujardeepak,0.0,11.0,1.0,11.0
RapidFM,9.0,9.0,0.0,3.0
kurttcobainn,3.0,3.0,0.0,2.0
BaliTime,1.0,9.0,0.0,12.0
Gran_panda,0.0,23.0,3.0,10.0
Ajicp,2.0,12.0,0.0,10.0
RoniPaavilainen,0.0,10.0,1.0,9.0
h9sam,1.0,8.0,0.0,16.0
