user_id,win_streak_current,win_streak_max,loss_streak_current,loss_streak_max
waterson_237,0.0,6.0,2.0,6.0
Otxariturralde,2.0,14.0,0.0,12.0
Andless_Feefle,3.0,11.0,0.0,10.0
chesskose2842,2.0,11.0,0.0,9.0
Markkut,0.0,10.0,1.0,13.0
RatofNimh,0.0,14.0,1.0,9.0
Vova5960,0.0,10.0,1.0,12.0
Carta_Vetrata,0.0,12.0,1.0,18.0
Kiskar,1.0,19.0,0.0,6.0
shashankmis123,1.0,2.0,0.0,5.0
bad-brains,0.0,17.0,3.0,18.0
anayagarwal2008,0.0,9.0,1.0,6.0
ngibator2022,0.0,11.0,1.0,10.0
datajunkie,0.0,18.0,0.0,7.0
Lishadark,1.0,9.0,0.0,6.0
Khwan7,0.0,2.0,4.0,7.0
Ms-MaNHaTTaN,2.0,14.0,0.0,13.0
Z2cd3,0.0,14.0,1.0,14.0
OhanyanEminChess,0.0,30.0,1.0,13.0
XXiloop32,0.0,14.0,2.0,10.0
in24,2.0,15.0,0.0,8.0
Nocturnas,3.0,7.0,0.0,10.0
shaurya1702,0.0,16.0,1.0,10.0
Weak1Slow1,0.0,14.0,3.0,9.0
BatmanBinSuparman,0.0,11.0,3.0,23.0
jrpenteado,0.0,15.0,5.0,14.0
BigCarl,0.0,8.0,1.0,7.0
bob_tables,0.0,8.0,2.0,7.0
millesabords,0.0,19.0,1.0,23.0
cybermanic,0.0,11.0,2.0,13.0
Utere,0.0,13.0,3.0,10.0
AMIR-77777777,1.0,17.0,0.0,9.0
iva182,3.0,30.0,0.0,10.0
zeta2k,2.0,10.0,0.0,11.0
lucasmaximus2,2.0,2.0,0.0,0.0
Kaspa_nor,0.0,14.0,1.0,9.0
Zsakk19,1.0,7.0,0.0,9.0
slapduck,2.0,11.0,0.0,11.0
ChessPlayer15346,0.0,5.0,1.0,5.0
Ahm_EDbnd,1.0,1.0,0.0,3.0
DrMHJ,3.0,17.0,0.0,17.0
Ebi2000,0.0,8.0,1.0,16.0
LinconLuz,0.0,7.0,3.0,9.0
EnvySmart,0.0,10.0,3.0,6.0
damuero,2.0,4.0,0.0,10.0
MMM005,0.0,11.0,3.0,22.0
JG_NAV,1.0,9.0,0.0,10.0
whataper,0.0,11.0,1.0,7.0
serg54,1.0,13.0,0.0,12.0
Grandpa70,2.0,11.0,0.0,11.0
FuegoAbrumador,0.0,13.0,1.0,8.0
DrFlagstein,,,,
AladarProGT,,,,
xeque60,1.0,17.0,0.0,11.0
SuneSon,0.0,5.0,1.0,5.0
Zeneval,4.0,11.0,0.0,10.0
Yadu868,2.0,8.0,0.0,7.0
lazzza_xx,0.0,0.0,0.0,0.0
ValidAlekhine,0.0,65.0,3.0,6.0
z2win,3.0,14.0,0.0,16.0
Brenjos,1.0,12.0,0.0,10.0
harolmonsalve,2.0,6.0,0.0,7.0
gectiborunpazari,1.0,6.0,0.0,17.0
blindfold_chess_7,1.0,2.0,0.0,5.0
miaowha,0.0,7.0,0.0,10.0
hadeed,5.0,12.0,0.0,12.0
quicksilver2,0.0,16.0,5.0,13.0
venco_m,0.0,12.0,1.0,10.0
Marea_Unire_1918,3.0,9.0,0.0,10.0
vlh,1.0,15.0,0.0,8.0
Arielchezz77,0.0,8.0,1.0,8.0
plansugus,6.0,17.0,0.0,8.0
NeverOFzero,0.0,9.0,1.0,7.0
Nikk128,1.0,2.0,0.0,3.0
lynus_kho,0.0,16.0,0.0,8.0
Nebet,0.0,11.0,1.0,11.0
EtPeVe,0.0,0.0,9.0,9.0
Juanjojjl,1.0,14.0,0.0,10.0
BowleORice,0.0,15.0,2.0,24.0
Ford_Crown_Vic,2.0,2.0,0.0,13.0
bowbeforeme,0.0,10.0,4.0,12.0
ZeruHmyz,0.0,17.0,0.0,13.0
jonny0112,0.0,7.0,4.0,18.0
LolaIce,0.0,19.0,2.0,14.0
Zambran,0.0,12.0,1.0,12.0
vaishu3303,0.0,0.0,4.0,4.0
Aladdinsalman,0.0,10.0,1.0,10.0
A7nour73,0.0,8.0,2.0,8.0
mo7karim,0.0,12.0,3.0,13.0
DerSchachArzt,0.0,7.0,4.0,7.0
Justin20140815,2.0,6.0,0.0,3.0
Gennadiy300iq,1.0,11.0,0.0,12.0
saam2022,0.0,9.0,0.0,18.0
RolliI,0.0,11.0,0.0,14.0
KING-BKD,0.0,13.0,1.0,10.0
GPLuiS,0.0,13.0,3.0,8.0
B0103232338,1.0,13.0,0.0,10.0
himselfCaTaHa,1.0,16.0,0.0,9.0
PESKI,1.0,12.0,0.0,31.0
Curiosito,1.0,11.0,0.0,18.0
HamedKolajei,5.0,9.0,0.0,12.0
Timur96,0.0,12.0,2.0,16.0
Swissknight17,0.0,9.0,1.0,3.0
Ticolv,2.0,11.0,0.0,10.0
dmitrijiiiGM,1.0,30.0,0.0,8.0
BbZ2018,0.0,14.0,2.0,18.0
guile_mig,0.0,16.0,2.0,13.0
TR3Z,0.0,12.0,1.0,13.0
pawninthedawn,0.0,9.0,1.0,8.0
Periostio,0.0,15.0,1.0,15.0
Viktor37bulaew,0.0,0.0,2.0,2.0
SashaMun,0.0,16.0,1.0,17.0
C-6YXTbI-6APAXTbI,0.0,13.0,5.0,8.0
Great1099,0.0,3.0,1.0,4.0
MightBeDecent,1.0,12.0,0.0,9.0
auror4,0.0,13.0,3.0,10.0
MasterBishop,0.0,10.0,0.0,25.0
alexeishmidt,0.0,12.0,3.0,15.0
AnatraCubista,0.0,5.0,5.0,5.0
fenixwolf9104,0.0,13.0,0.0,10.0
EGORZEMLIANOV,0.0,8.0,7.0,22.0
AWildAccountant,2.0,10.0,0.0,16.0
julianomagnus,0.0,9.0,1.0,10.0
osprey7,0.0,15.0,3.0,12.0
Wolf6666,0.0,22.0,11.0,44.0
Massimissa50,2.0,10.0,0.0,11.0
HrayrArm,0.0,6.0,2.0,2.0
mesterseen,0.0,17.0,3.0,16.0
pacman1354,2.0,13.0,0.0,5.0
marcomira,0.0,11.0,0.0,16.0
vania457,0.0,21.0,1.0,12.0
Digitaldreamer,0.0,11.0,1.0,12.0
harsha15,1.0,24.0,0.0,8.0
vlad_thechesslover,2.0,14.0,0.0,9.0
TheChessMate2018,0.0,12.0,2.0,17.0
mortpal,1.0,12.0,0.0,15.0
Devdev,0.0,10.0,1.0,12.0
hhb9,0.0,6.0,1.0,7.0
jvr84,1.0,10.0,0.0,12.0
Jega15,0.0,11.0,5.0,9.0
coolqueenbee,0.0,2.0,0.0,0.0
Xplo1983,0.0,4.0,2.0,4.0
RolandM1,0.0,10.0,0.0,12.0
TZahar,2.0,15.0,0.0,13.0
ILLYA_Belov,0.0,10.0,1.0,8.0
AnaDzuba,2.0,6.0,0.0,4.0
armyan,0.0,13.0,1.0,15.0
napirnet,1.0,12.0,0.0,11.0
thejc50,0.0,12.0,1.0,8.0
Ashraf202,2.0,13.0,0.0,12.0
KeonSK,0.0,0.0,0.0,0.0
biffdiggerence,0.0,12.0,1.0,9.0
Anton87582,0.0,3.0,1.0,4.0
xyz1981,0.0,36.0,1.0,7.0
beatermachine,,,,
chessknocker7,2.0,13.0,0.0,8.0
dogrovas,0.0,11.0,2.0,14.0
petrover,2.0,11.0,0.0,22.0
Noot_Noot1,1.0,9.0,0.0,16.0
VitusIII,4.0,15.0,0.0,16.0
freyrolito,1.0,15.0,0.0,10.0
AZF0001,0.0,6.0,1.0,11.0
MastaOfDisasta,0.0,19.0,2.0,10.0
fockengrind,1.0,11.0,0.0,7.0
Xavi_M,0.0,7.0,5.0,7.0
turbado2023,0.0,3.0,1.0,3.0
ArnaldoNP,0.0,13.0,1.0,12.0
Hristo1956,0.0,3.0,1.0,3.0
Didarchal,0.0,11.0,1.0,11.0
Burakarzuoglu,0.0,1.0,3.0,3.0
weduskece,0.0,10.0,1.0,18.0
Maksim2204,0.0,1.0,0.0,4.0
saeta,0.0,15.0,1.0,13.0
Tiloli,0.0,9.0,1.0,10.0
its_me101,0.0,2.0,1.0,6.0
JZEPEDA12,2.0,10.0,0.0,11.0
joniking1999,0.0,7.0,2.0,6.0
Akalp25,0.0,11.0,2.0,11.0
Abanamate,4.0,27.0,0.0,9.0
Emmett_Brown,0.0,9.0,6.0,15.0
lplaych,1.0,8.0,0.0,14.0
mahendra72,0.0,4.0,1.0,5.0
N_Drake,2.0,3.0,0.0,6.0
fabiobc,0.0,8.0,1.0,8.0
twobraveelephants,1.0,15.0,0.0,7.0
chess-is-a-live,0.0,16.0,3.0,6.0
keko135,0.0,11.0,1.0,9.0
Brauberg111,0.0,14.0,0.0,12.0
CivEn,0.0,14.0,1.0,10.0
TheEagle_64_19,0.0,14.0,2.0,15.0
OmkarReddy,0.0,5.0,1.0,5.0
ihsoza,0.0,13.0,2.0,12.0
dr_xStranger,0.0,34.0,1.0,9.0
Tablebender,0.0,5.0,4.0,4.0
tonyjames1980,0.0,3.0,1.0,7.0
Marvestinc,1.0,11.0,0.0,14.0
Yazan_metax,0.0,13.0,1.0,8.0
l3ab-idin,0.0,9.0,2.0,15.0
hassan1367,1.0,5.0,0.0,11.0
Alexprofesional,0.0,11.0,0.0,7.0
Rafi-2020,0.0,28.0,2.0,16.0
Chelikk,0.0,10.0,2.0,7.0
MagicSymphony,0.0,4.0,12.0,12.0
Dovolen123,1.0,9.0,0.0,6.0
Daniel123345,4.0,13.0,0.0,14.0
omidali1362,0.0,13.0,1.0,15.0
TGibby,2.0,11.0,0.0,11.0
christohahaha,0.0,11.0,2.0,14.0
ashi1324,0.0,5.0,1.0,9.0
kaydavral,0.0,13.0,0.0,9.0
Auricaura,1.0,13.0,0.0,12.0
HogRider1919,1.0,7.0,0.0,7.0
MisterOnua,0.0,12.0,1.0,13.0
Optical64,2.0,21.0,0.0,10.0
Mercedecc,0.0,12.0,1.0,10.0
Fidayi19_63,3.0,9.0,0.0,12.0
iExystoria,0.0,1.0,6.0,6.0
vladimir_garbuzov,0.0,15.0,1.0,15.0
PowerRank,0.0,3.0,1.0,6.0
baldinizk,1.0,9.0,0.0,7.0
medoy1117,0.0,8.0,2.0,7.0
Venom_Master200,0.0,3.0,2.0,4.0
gnuzzi1972,1.0,16.0,0.0,19.0
injuredWolf,0.0,18.0,1.0,23.0
Rudra187,0.0,10.0,1.0,5.0
Fart007,0.0,13.0,2.0,9.0
morasheed95,0.0,7.0,4.0,6.0
G0tcha,0.0,10.0,5.0,9.0
kagaskostas,5.0,17.0,0.0,12.0
fromsakh,1.0,16.0,0.0,5.0
UltracoldAtom,3.0,20.0,0.0,5.0
Hasanyilmaz51,1.0,9.0,0.0,10.0
roksom,0.0,9.0,1.0,16.0
y0ucantakem3,,,,
Kaantheking80,3.0,10.0,0.0,13.0
b31b6Consultant,3.0,7.0,0.0,4.0
casseval,1.0,9.0,0.0,11.0
Fernando180317,1.0,6.0,0.0,19.0
Pogorio,0.0,16.0,1.0,12.0
HoangXuanTung,2.0,6.0,0.0,6.0
othello1,0.0,14.0,1.0,14.0
roguedoc1,1.0,11.0,0.0,9.0
DoktorB1942,1.0,12.0,0.0,11.0
Kohortes,1.0,10.0,0.0,11.0
strong-king1,3.0,11.0,0.0,8.0
ihumanzot1,,,,
Satalkin,0.0,14.0,1.0,18.0
Space_Bravo,1.0,2.0,0.0,9.0
kirankuliyadi,0.0,17.0,1.0,7.0
AlanSpn,0.0,3.0,0.0,10.0
den4ik222,0.0,7.0,2.0,8.0
stanbad1,3.0,16.0,0.0,10.0
tempoocioso,0.0,13.0,1.0,10.0
Mandavismo,0.0,15.0,1.0,6.0
SpiderFX,0.0,8.0,0.0,7.0
Andey_and_chess,4.0,4.0,0.0,4.0
ibicenco,1.0,14.0,0.0,11.0
thekinglear,0.0,14.0,1.0,16.0
th2j,1.0,10.0,0.0,10.0
TheNoobiestNoob,5.0,14.0,0.0,19.0
Glam58,0.0,9.0,2.0,13.0
ivanknobel,2.0,8.0,0.0,6.0
Henry47,0.0,11.0,1.0,15.0
gloriafm,1.0,11.0,0.0,7.0
Altarius,1.0,17.0,0.0,8.0
xzMzx,0.0,9.0,1.0,11.0
Jonhseo,0.0,12.0,2.0,11.0
EdgarCid,0.0,7.0,1.0,5.0
indomie_egg,0.0,14.0,2.0,8.0
lavr64,3.0,17.0,0.0,12.0
Anatolyx,0.0,0.0,2.0,2.0
JohnJameson88,0.0,9.0,3.0,12.0
ZAKOPAYKO,1.0,13.0,0.0,13.0
mohamedalbashi89,0.0,8.0,7.0,11.0
abshakeyourworld,0.0,7.0,2.0,9.0
vansh0215,0.0,0.0,5.0,5.0
Derahdoc,5.0,9.0,0.0,8.0
romkie,1.0,13.0,0.0,13.0
Firsttouch,0.0,9.0,1.0,13.0
SubZero-CUBA,0.0,10.0,1.0,7.0
NotSkate0815,0.0,0.0,0.0,0.0
MgcnofRiga,1.0,11.0,0.0,10.0
Slavik_0,4.0,7.0,0.0,13.0
Chinaskinear50,0.0,8.0,1.0,5.0
Dopachen,0.0,9.0,2.0,6.0
Nathanaelle0421,2.0,7.0,0.0,4.0
eneshanedar,0.0,26.0,1.0,25.0
missanth,0.0,4.0,1.0,1.0
Shukh_Nikolay,0.0,18.0,3.0,12.0
Dmitry_Loshakov,0.0,12.0,2.0,10.0
liamboogar,0.0,10.0,1.0,10.0
Jarlaxle38838,0.0,8.0,1.0,14.0
Neftegor,0.0,16.0,1.0,16.0
Martinsomerbest,3.0,13.0,0.0,13.0
CihatDayk1978,0.0,12.0,1.0,12.0
shrvntal,0.0,9.0,1.0,13.0
bayat2021,0.0,12.0,3.0,11.0
pavelarshinn90,0.0,13.0,1.0,9.0
LSChessonTwitch,0.0,7.0,7.0,12.0
Layfi,0.0,0.0,0.0,0.0
be_an,0.0,13.0,1.0,9.0
SombraFugitiva,0.0,11.0,3.0,8.0
ClashR0yale,0.0,2.0,2.0,12.0
daemonthegoat,0.0,10.0,1.0,10.0
Proton_2,4.0,6.0,0.0,2.0
Phmmtm,0.0,12.0,1.0,14.0
gowsalyan2021,1.0,13.0,0.0,11.0
Cyprille,0.0,7.0,1.0,9.0
maestromorenito,0.0,15.0,2.0,13.0
varunvar,1.0,44.0,0.0,12.0
KemoLU23,0.0,11.0,2.0,11.0
Dragontiger83,0.0,3.0,9.0,9.0
Bohabbeh,2.0,8.0,0.0,7.0
flemmli,0.0,8.0,1.0,13.0
pipoynana,2.0,15.0,0.0,10.0
Tyron_Woodley,2.0,9.0,0.0,11.0
Gontalot,0.0,11.0,1.0,12.0
ArturoV2024,0.0,8.0,4.0,7.0
Gustav_1999,0.0,4.0,1.0,4.0
Aswerches,0.0,10.0,0.0,12.0
lunchcritic,0.0,7.0,2.0,6.0
alnikgul,0.0,8.0,5.0,14.0
AmbartsumianTyhran,0.0,11.0,0.0,6.0
mohammadkhattab,0.0,9.0,1.0,8.0
iokiki,1.0,13.0,0.0,12.0
Jukkele,0.0,13.0,1.0,5.0
pilbge,0.0,14.0,1.0,11.0
ab8128,0.0,11.0,6.0,24.0
onegreypawn,1.0,20.0,0.0,12.0
GKrymn,0.0,13.0,3.0,6.0
ironman654,0.0,7.0,1.0,9.0
Arcas9,1.0,8.0,0.0,10.0
Stanley1972,0.0,10.0,2.0,18.0
GCV23,2.0,13.0,0.0,9.0
osama230,0.0,0.0,1.0,1.0
furqon1,2.0,9.0,0.0,11.0
Qts,0.0,12.0,2.0,10.0
hosein233,0.0,11.0,2.0,9.0
nas66,0.0,8.0,1.0,11.0
samsimba199,0.0,9.0,1.0,12.0
FabianMaxhera,0.0,10.0,3.0,11.0
Napoleon2883,0.0,10.0,1.0,13.0
BlakeTantrum,2.0,10.0,0.0,4.0
DaGo24,0.0,8.0,1.0,11.0
LucaGek,0.0,6.0,2.0,6.0
akhilughade7494,0.0,9.0,3.0,10.0
DonBee,5.0,12.0,0.0,8.0
duncanmyer,0.0,3.0,9.0,30.0
loborino,0.0,8.0,7.0,10.0
ns_68,0.0,15.0,8.0,15.0
MaxiGalaxi,0.0,0.0,1.0,5.0
sepid_58,0.0,13.0,4.0,16.0
lihoffa,0.0,11.0,0.0,8.0
straightpown,0.0,13.0,1.0,15.0
MS-Dhanwin,0.0,2.0,1.0,5.0
DruzhkovVN,4.0,11.0,0.0,12.0
Sulacy,0.0,0.0,0.0,0.0
Lokeshswami,1.0,4.0,0.0,7.0
LarsUlrichTama,1.0,13.0,0.0,10.0
Cooper6,0.0,11.0,2.0,9.0
TrentAllgood,0.0,11.0,1.0,10.0
SaquonBarkley26,1.0,15.0,0.0,12.0
emakarov,2.0,31.0,0.0,19.0
abdoelbetagy,0.0,7.0,2.0,5.0
Messsi2023,0.0,8.0,1.0,10.0
PakiahLegend,0.0,8.0,1.0,11.0
PadawanAsokaTano,0.0,20.0,1.0,6.0
dragan961,12.0,75.0,0.0,6.0
Piter237,1.0,11.0,0.0,14.0
m123p123,0.0,4.0,1.0,4.0
edwinZid,0.0,11.0,1.0,10.0
arlYonok,1.0,10.0,0.0,5.0
Dmorineau,2.0,10.0,0.0,31.0
suratram,2.0,12.0,0.0,9.0
Stinovo,2.0,11.0,0.0,9.0
vrf4ever,0.0,11.0,1.0,15.0
Ildar_Khaziiev,0.0,0.0,1.0,1.0
shadow_strike,0.0,2.0,1.0,5.0
hanti83,0.0,14.0,1.0,14.0
jesselroy99,0.0,23.0,0.0,10.0
rezeszamliy,2.0,13.0,0.0,10.0
Dj0nf1,1.0,9.0,0.0,11.0
JarJarBeers,0.0,18.0,2.0,11.0
PabloMinda,0.0,13.0,2.0,17.0
swarley72,1.0,7.0,0.0,9.0
Ali_valizadeh,2.0,18.0,0.0,8.0
Sebas_Xd12,0.0,4.0,1.0,8.0
SworlakeCity,0.0,9.0,3.0,8.0
gabrielmonchimanchas,0.0,27.0,1.0,16.0
Pjanyi_ShMayster,0.0,5.0,2.0,6.0
Dynamictroops,0.0,12.0,1.0,11.0
fan_fheihung,6.0,16.0,0.0,11.0
leoybkim,1.0,13.0,0.0,13.0
SirNass,0.0,10.0,5.0,10.0
wccrgaming2023,0.0,10.0,1.0,7.0
Artem163111,0.0,20.0,5.0,8.0
SnoozieDoes,5.0,12.0,0.0,16.0
Satishswain,1.0,14.0,0.0,10.0
vinijr77,3.0,13.0,0.0,4.0
Ricardoski,0.0,7.0,1.0,8.0
MichRum,6.0,11.0,0.0,13.0
lerzel123,0.0,6.0,3.0,7.0
AllGunsBlazing22,0.0,18.0,2.0,11.0
theimeto,0.0,10.0,1.0,13.0
Ayush_Ranjan819,,,,
rsumitrout3,3.0,9.0,0.0,6.0
Alirezaaaaaaa7,0.0,11.0,1.0,12.0
harry06,2.0,17.0,0.0,13.0
Morcus1963,0.0,9.0,5.0,10.0
kitikita123,0.0,11.0,2.0,8.0
TheRegista,0.0,6.0,3.0,7.0
semipro623,3.0,11.0,0.0,13.0
resiliente99,,,,
Positional_player008,2.0,9.0,0.0,6.0
SavvaVetokhin2009,0.0,19.0,0.0,7.0
GardaGv2,6.0,6.0,0.0,6.0
AntonTsaruyk,2.0,16.0,0.0,14.0
danielithium,0.0,0.0,0.0,0.0
Gabix94,0.0,23.0,1.0,7.0
Kolmychkov,0.0,16.0,2.0,9.0
abbasali1234,4.0,8.0,0.0,7.0
Zero000001,0.0,8.0,1.0,7.0
DjMaestro1983,0.0,0.0,3.0,3.0
StormingAngel,1.0,29.0,0.0,8.0
Miss_Lizzy,0.0,9.0,3.0,15.0
Ozuna1179,2.0,26.0,0.0,11.0
djdkfkkfej,0.0,4.0,2.0,6.0
Heart_of_Fire_Cat,0.0,16.0,2.0,19.0
FelixHu,0.0,2.0,0.0,8.0
fristaylersmith,0.0,5.0,2.0,9.0
Obedas,0.0,16.0,3.0,11.0
coportov57,0.0,6.0,1.0,7.0
Josue_Daza,0.0,12.0,2.0,13.0
prakhargosain,1.0,8.0,0.0,13.0
M1h3l,2.0,5.0,0.0,9.0
Ehaab_ramadan,3.0,11.0,0.0,14.0
umang_king_2341,0.0,7.0,3.0,27.0
pantvak,1.0,12.0,0.0,11.0
Phuong14,1.0,14.0,0.0,8.0
TolloT,0.0,16.0,1.0,9.0
sasadj,1.0,8.0,0.0,7.0
Aatu65536,0.0,34.0,2.0,11.0
good6666,0.0,21.0,1.0,7.0
LuuckyyLuke,0.0,13.0,8.0,14.0
SlumpOnChess,0.0,3.0,1.0,9.0
SpongeyDad,0.0,6.0,0.0,4.0
Torry,0.0,12.0,11.0,18.0
luispahissa,0.0,11.0,1.0,16.0
Josipan_81,4.0,18.0,0.0,8.0
jalavi,0.0,11.0,1.0,11.0
kaomer,0.0,21.0,1.0,14.0
sreeramg,0.0,11.0,1.0,9.0
dArTalgnan,0.0,15.0,0.0,8.0
joudi1000,0.0,14.0,0.0,21.0
firebobnutting,0.0,1.0,1.0,4.0
yur1010yur,0.0,9.0,0.0,9.0
Cultureindustry,0.0,16.0,1.0,11.0
QaungHyu,0.0,4.0,2.0,8.0
paulinhosr,0.0,0.0,2.0,2.0
Killumi95,1.0,17.0,0.0,12.0
beachboy666,1.0,15.0,0.0,15.0
Kapss009,5.0,8.0,0.0,13.0
Ilias999,0.0,10.0,1.0,8.0
Tomasz57,0.0,15.0,5.0,11.0
Alzkun,1.0,8.0,0.0,8.0
Terredorr,0.0,10.0,1.0,9.0
ohsh8712,0.0,0.0,0.0,0.0
Azim07,0.0,13.0,2.0,16.0
AdamCollins,0.0,27.0,1.0,9.0
Pgchess13,1.0,12.0,0.0,9.0
w0b3g0n,1.0,12.0,0.0,10.0
raviteja982000,1.0,7.0,0.0,8.0
prospectuschess,0.0,12.0,1.0,7.0
Shuak90,0.0,19.0,1.0,12.0
Nasissimo2,0.0,5.0,2.0,13.0
imperialxadrez1,1.0,11.0,0.0,12.0
hapinok,0.0,13.0,2.0,9.0
volshebnik_shrek,0.0,8.0,1.0,6.0
Gatotkoco995,1.0,17.0,0.0,11.0
hesh46,1.0,20.0,0.0,10.0
julwado,0.0,8.0,0.0,10.0
fujiwaratakumi1905,3.0,6.0,0.0,10.0
iliafza,0.0,6.0,4.0,7.0
JHamberg,0.0,13.0,0.0,20.0
DrBananaa,0.0,13.0,6.0,10.0
dewey988,0.0,12.0,1.0,9.0
Goraspi,1.0,12.0,0.0,14.0
santyago_myr,,,,
sss6567,3.0,12.0,0.0,15.0
visselrunner,2.0,18.0,0.0,14.0
J_Pumba,2.0,14.0,0.0,11.0
ADZAN_Bin_ACHMAD,10.0,10.0,0.0,30.0
pasionxelchess,2.0,3.0,0.0,3.0
Schpiller,1.0,15.0,0.0,7.0
nunezhereje,1.0,11.0,0.0,12.0
sardw,0.0,7.0,1.0,5.0
hungzhao,0.0,31.0,1.0,10.0
Casrem,1.0,3.0,0.0,7.0
Khiall_ccn,3.0,9.0,0.0,9.0
mikhael10tal,0.0,15.0,1.0,12.0
yoseph2013,10.0,102.0,0.0,8.0
Magisterberg,0.0,19.0,1.0,6.0
TBNR763,1.0,20.0,0.0,7.0
Pawndercover,1.0,20.0,0.0,10.0
ogbublik,3.0,9.0,0.0,10.0
MMohitM,1.0,8.0,0.0,13.0
TheBarbaric,0.0,8.0,1.0,7.0
Mumraaah,0.0,8.0,7.0,10.0
ajjbrzrf,0.0,16.0,1.0,15.0
maick82,0.0,12.0,1.0,14.0
Metaru_sama,0.0,7.0,1.0,9.0
rezoons,2.0,11.0,0.0,13.0
sayanrath2013,0.0,2.0,1.0,11.0
k_eops,0.0,7.0,1.0,7.0
iyad2017,4.0,4.0,0.0,8.0
JustAmature,0.0,9.0,4.0,10.0
chimeg,0.0,11.0,1.0,10.0
thneed,0.0,12.0,1.0,12.0
aloneinnthedark,0.0,8.0,2.0,11.0
TrixR4Kidzzz,0.0,20.0,3.0,3.0
Tal_is_amazing,1.0,13.0,0.0,12.0
Magnetograf,1.0,13.0,0.0,13.0
Chrissthiann,3.0,9.0,0.0,10.0
iVoguer,3.0,24.0,0.0,5.0
juanchope039,0.0,9.0,6.0,10.0
Herkington,1.0,12.0,0.0,9.0
ishan007,2.0,10.0,0.0,12.0
CelticParadise,1.0,12.0,0.0,13.0
Alejandro_T_2010,0.0,5.0,2.0,3.0
cheburashka15,0.0,19.0,0.0,8.0
Garris51,0.0,11.0,3.0,19.0
adamiva5,1.0,12.0,0.0,19.0
vinod-vms,4.0,9.0,0.0,11.0
cristian_viera,2.0,13.0,0.0,10.0
jcchess15,1.0,12.0,0.0,7.0
Zhigalko_Sergei,2.0,109.0,0.0,16.0
Alammonjur,0.0,13.0,1.0,11.0
vanpel84,0.0,11.0,3.0,10.0
TheBrainCrusher,4.0,9.0,0.0,7.0
intolerante,0.0,7.0,2.0,7.0
jamatta,4.0,12.0,0.0,13.0
ayulebedev1983,1.0,9.0,0.0,9.0
nouardbdb,0.0,7.0,2.0,6.0
karesz1h,0.0,9.0,1.0,17.0
JELLINEK,4.0,9.0,0.0,9.0
meisamf,0.0,11.0,2.0,11.0
pichibart,1.0,8.0,0.0,11.0
Kamil51,2.0,11.0,0.0,9.0
Ricardo420,1.0,28.0,0.0,9.0
pratik88,2.0,11.0,0.0,11.0
Itsmeanpete,9.0,14.0,0.0,10.0
msb2,1.0,26.0,0.0,7.0
Plmlgs99,7.0,19.0,0.0,17.0
L-antonio,1.0,13.0,0.0,9.0
chevalierdemalte,1.0,1.0,0.0,6.0
Jenkovich,2.0,9.0,0.0,5.0
misswittychess,2.0,8.0,0.0,10.0
Fred_Fertig_64,0.0,15.0,1.0,9.0
Villi71,0.0,12.0,1.0,12.0
hbas4530,0.0,11.0,3.0,15.0
joaocustdiao,0.0,11.0,1.0,12.0
Shivansh161012,0.0,8.0,1.0,6.0
Patralgan,4.0,24.0,0.0,12.0
Daniyal_Rysaev,0.0,12.0,1.0,9.0
BNK2020,0.0,15.0,4.0,8.0
Andreykakis,4.0,10.0,0.0,4.0
immlittimmortal,1.0,11.0,0.0,10.0
jozarov,1.0,36.0,0.0,14.0
NidzaJabuka,5.0,11.0,0.0,14.0
Henry_Leon,0.0,9.0,3.0,9.0
Avoerna08,3.0,13.0,0.0,11.0
Deepak009945,1.0,10.0,0.0,20.0
GospodinPJ,2.0,10.0,0.0,23.0
imee01,0.0,12.0,1.0,12.0
charlye87,0.0,12.0,1.0,11.0
Sallaia,1.0,13.0,0.0,9.0
Zulu100man,1.0,6.0,0.0,9.0
rhysmadden,1.0,7.0,0.0,11.0
dimkor,2.0,14.0,0.0,8.0
whiteyvisage,0.0,13.0,1.0,9.0
shapiemdisa,0.0,3.0,1.0,6.0
ayman715,0.0,21.0,3.0,14.0
welo47,0.0,5.0,5.0,7.0
SachinPundge,0.0,11.0,1.0,12.0
MaksimDauengauer,2.0,3.0,0.0,8.0
JeremLS,0.0,11.0,1.0,15.0
Yugee2007,0.0,0.0,0.0,0.0
Zub0103,2.0,4.0,0.0,3.0
francescomase,0.0,7.0,4.0,8.0
danibucha,1.0,4.0,0.0,3.0
Kangcfa,0.0,10.0,2.0,6.0
OpferOpferMatt,2.0,12.0,0.0,10.0
NeoBchik,0.0,11.0,2.0,5.0
pmo2004,0.0,10.0,1.0,12.0
bulli212,0.0,10.0,1.0,9.0
AAVV2,0.0,10.0,2.0,10.0
Dr_Ertel,2.0,10.0,0.0,12.0
Amogh_Bhat,0.0,7.0,2.0,5.0
toinfinityandbeyond1,0.0,11.0,1.0,9.0
sdn2023,0.0,9.0,3.0,5.0
bloodymariel,0.0,12.0,2.0,12.0
Ahmd19,0.0,1.0,1.0,2.0
Fhjull86,4.0,12.0,0.0,10.0
twoWayJose,3.0,5.0,0.0,14.0
Soham0705,2.0,13.0,0.0,9.0
ich-selbst,0.0,2.0,3.0,4.0
entuhro,2.0,13.0,0.0,13.0
Tokoy,0.0,12.0,3.0,9.0
B_moradi,1.0,12.0,0.0,13.0
adask10,0.0,17.0,0.0,8.0
Cresswell,2.0,16.0,0.0,11.0
