user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count
antibiotik1985,1696.0,60.0,36.0,4.0,100.0
kulik7,2002.0,33.0,55.0,11.0,27.0
YUBAMACO,1650.0,50.0,50.0,0.0,24.0
MaxLag,1391.0,0.0,0.0,0.0,0.0
bruno1m2m3,1664.0,47.0,52.0,1.0,100.0
shujau,1708.0,0.0,0.0,0.0,0.0
GlobalChessArena,1456.0,0.0,0.0,0.0,0.0
BodyMindSoul,1735.0,51.0,49.0,0.0,100.0
MR_HBashoq,1649.0,35.0,50.0,15.0,20.0
teperto,1791.0,30.0,70.0,0.0,30.0
Andriy60,1730.0,46.0,54.0,0.0,100.0
warelds2,1591.0,0.0,0.0,0.0,0.0
amirshahal,1587.0,40.0,60.0,0.0,30.0
akrmakrm,1759.0,45.0,50.0,5.0,100.0
jsedano,1847.0,48.0,49.0,3.0,100.0
maciberia,1500.0,0.0,0.0,0.0,0.0
Uganey26rus,1438.0,56.0,44.0,0.0,100.0
Mi0091,1542.0,50.0,47.0,3.0,100.0
pejciczrn,1404.0,57.0,40.0,2.0,100.0
pooyapli1,1814.0,40.0,56.0,3.0,100.0
DGBerana,1377.0,0.0,0.0,0.0,0.0
Gatto03,1243.0,75.0,25.0,0.0,36.0
foolsandhorses,1427.0,44.0,47.0,9.0,100.0
BillOudi,1390.0,40.0,57.0,2.0,100.0
tm2383,555.0,0.0,0.0,0.0,0.0
Vadim1107,731.0,0.0,100.0,0.0,6.0
BismarckWP,1339.0,0.0,0.0,0.0,0.0
Maks633010,1445.0,55.0,38.0,7.0,100.0
David_P0,1450.0,50.0,50.0,0.0,48.0
r_117,1407.0,29.0,56.0,13.0,37.0
Checho19,1659.0,33.0,66.0,0.0,18.0
Brass67,1481.0,52.0,39.0,9.0,100.0
Vaibhav_Dang,1326.0,0.0,0.0,0.0,0.0
Eden-Hasard,1602.0,0.0,0.0,0.0,0.0
bmbarto,1432.0,47.0,50.0,3.0,100.0
MrChuckL,1973.0,0.0,0.0,0.0,0.0
burnedlight,1014.0,0.0,0.0,0.0,0.0
potrerillos94,1892.0,57.0,36.0,6.0,100.0
AMRJ9,1015.0,42.0,56.0,1.0,100.0
blueskychess22,2105.0,66.0,27.0,7.0,100.0
hosseinhatami7595,1381.0,39.0,59.0,2.0,100.0
misos_35,1277.0,100.0,0.0,0.0,6.0
abasad1,1455.0,45.0,53.0,2.0,100.0
buttbreff,1200.0,0.0,0.0,0.0,0.0
OgSnkrbbb,1175.0,0.0,0.0,0.0,0.0
smailllll,1355.0,37.0,50.0,13.0,100.0
fesed18,1680.0,0.0,0.0,0.0,0.0
respublicano,1719.0,55.0,43.0,2.0,100.0
phuocvip1412,1461.0,16.0,66.0,16.0,18.0
phebololuna,1481.0,0.0,0.0,0.0,0.0
estebanovitch,1569.0,51.0,47.0,2.0,100.0
DJ4Y,1137.0,56.0,42.0,2.0,100.0
mirza_amaan,1477.0,0.0,0.0,0.0,0.0
estrellita05,1665.0,44.0,33.0,22.0,9.0
woody86,1736.0,56.0,43.0,1.0,100.0
klauspn,1852.0,53.0,43.0,4.0,100.0
MISTY_96,1723.0,0.0,0.0,0.0,0.0
suchetkodate,1398.0,52.0,44.0,4.0,100.0
DKS256,1150.0,0.0,0.0,0.0,0.0
Anirudh99545,1337.0,0.0,0.0,0.0,0.0
DmitriyKol,1631.0,47.0,47.0,6.0,100.0
amirvalizade1963,1356.0,47.0,49.0,4.0,100.0
George_mav6704,1083.0,0.0,0.0,0.0,0.0
Sangon,1375.0,46.0,47.0,7.0,100.0
dnlgrassi,1333.0,55.0,42.0,3.0,100.0
abdelmoezbasha,1505.0,0.0,0.0,0.0,0.0
santhoshn,1830.0,47.0,44.0,9.0,100.0
hitam99,1323.0,34.0,62.0,4.0,100.0
Solar-Wind86,1925.0,55.0,45.0,0.0,60.0
cherguimd,1672.0,44.0,50.0,5.0,54.0
RagnarokLothbrok,1500.0,0.0,0.0,0.0,0.0
Johnston3,1754.0,53.0,46.0,0.0,39.0
Natwyk,1467.0,0.0,0.0,0.0,0.0
GOATxOVERPOWERYT9577,1296.0,33.0,66.0,0.0,3.0
chemsedinebouakazi,1503.0,0.0,0.0,0.0,0.0
Vladimir123kr,1448.0,0.0,0.0,0.0,0.0
Freshzombee,1454.0,55.0,42.0,3.0,100.0
Blazkowi23,1382.0,38.0,59.0,3.0,100.0
Zerspragler91,1768.0,47.0,49.0,4.0,100.0
DCristiD,1442.0,62.0,34.0,4.0,100.0
risali_123,1475.0,45.0,50.0,5.0,100.0
javadmj21,1856.0,0.0,0.0,0.0,0.0
rdursun,2159.0,0.0,0.0,0.0,0.0
Dilip_noob,1521.0,31.0,68.0,0.0,48.0
CosimoZeno,1322.0,46.0,49.0,5.0,100.0
chessbyine,1385.0,49.0,48.0,3.0,100.0
fugga,1499.0,48.0,47.0,5.0,100.0
urizarulises1,1523.0,0.0,0.0,0.0,0.0
MihoSevastopol,1861.0,53.0,40.0,7.0,100.0
rumpeldipumpi,1501.0,55.0,42.0,3.0,100.0
ahaiazor4,1734.0,0.0,0.0,0.0,0.0
ASsmaditya,1172.0,37.0,62.0,0.0,8.0
Andry174,1291.0,66.0,33.0,0.0,9.0
avetgrigor,1832.0,56.0,40.0,3.0,100.0
AngeZ021,1458.0,53.0,42.0,3.0,84.0
Boccherss,1500.0,0.0,0.0,0.0,0.0
perry444,1739.0,45.0,52.0,3.0,100.0
hanzohattoriii,1106.0,33.0,66.0,0.0,18.0
euroval,1919.0,53.0,42.0,5.0,100.0
hm468070,1483.0,50.0,45.0,5.0,60.0
yabbaman7493,1027.0,0.0,100.0,0.0,2.0
csprejer,1542.0,0.0,0.0,0.0,0.0
Chess-In-Motion,1397.0,0.0,0.0,0.0,0.0
pilavustuet,1055.0,0.0,0.0,0.0,0.0
r-v5g,956.0,58.0,41.0,0.0,36.0
makyxaaa,1475.0,36.0,57.0,6.0,100.0
Vadilka,1680.0,46.0,52.0,2.0,100.0
nileshmithiya,951.0,0.0,0.0,0.0,0.0
waits05,1856.0,50.0,48.0,2.0,100.0
FKom58,1360.0,46.0,50.0,4.0,100.0
Akam_1235,1907.0,0.0,0.0,0.0,0.0
cardere,1474.0,51.0,46.0,3.0,100.0
maujoma,1259.0,52.0,46.0,2.0,100.0
timorlov,1328.0,44.0,52.0,4.0,100.0
Mhlobo,1696.0,47.0,51.0,2.0,100.0
pavel77m,1306.0,50.0,46.0,4.0,100.0
mertmex,1639.0,66.0,33.0,0.0,18.0
SaptakPanda,1495.0,100.0,0.0,0.0,3.0
bhawthor,1624.0,33.0,66.0,0.0,9.0
suesswarenlieferant,1254.0,60.0,40.0,0.0,15.0
BotayRinat,1585.0,0.0,0.0,0.0,0.0
arnoldAK,1424.0,45.0,54.0,0.0,66.0
Fayis1982,1348.0,33.0,63.0,4.0,100.0
Bellator_truimph,1189.0,55.0,44.0,0.0,27.0
Ecuador_Carloz,1784.0,35.0,50.0,14.0,42.0
BauruMarcelo,1019.0,39.0,44.0,17.0,100.0
Narengi14,1443.0,47.0,47.0,6.0,100.0
ka9807,1851.0,44.0,52.0,4.0,100.0
Dunkin_Kwim,1471.0,44.0,52.0,4.0,100.0
Cali-Dragon,1660.0,44.0,53.0,3.0,100.0
Dabro4ess,,0.0,0.0,0.0,0.0
magal100,1767.0,41.0,57.0,1.0,100.0
filip_j,1493.0,46.0,52.0,2.0,100.0
filkinagramota,1465.0,49.0,51.0,0.0,100.0
I_adore_Anna_Korsun,1572.0,35.0,60.0,5.0,20.0
Zeno1993,1283.0,0.0,0.0,0.0,0.0
saifanov20,1474.0,37.0,57.0,5.0,100.0
Toni_Mackaroni,1081.0,0.0,0.0,0.0,0.0
sreedhar747,1521.0,0.0,0.0,0.0,0.0
nutsu7m,1738.0,71.0,28.0,0.0,100.0
SlimyTaco,1755.0,44.0,42.0,14.0,100.0
CampPe,1784.0,34.0,62.0,4.0,100.0
AndrSid,1365.0,0.0,0.0,0.0,0.0
engelmar,1439.0,49.0,47.0,4.0,100.0
pmv_70,1760.0,45.0,51.0,4.0,100.0
DumbArmin,1437.0,75.0,25.0,0.0,24.0
Hardy09,1655.0,0.0,0.0,0.0,0.0
lacroqueta_peligrosa,1848.0,54.0,42.0,4.0,100.0
handada,1881.0,0.0,0.0,0.0,0.0
JasonMR_10,1304.0,44.0,45.0,11.0,100.0
Maharahdja,1401.0,36.0,60.0,4.0,100.0
miykl58,1837.0,47.0,47.0,6.0,100.0
haleo,1593.0,41.0,52.0,5.0,51.0
nezevrov11,1568.0,0.0,0.0,0.0,0.0
ms_crc,1414.0,46.0,51.0,3.0,100.0
legeniechampion,1729.0,48.0,42.0,10.0,100.0
just4fun_xxx,1473.0,0.0,0.0,0.0,0.0
Albert_Zabudov,1356.0,62.0,25.0,12.0,8.0
Mekambe2137,1323.0,0.0,0.0,0.0,0.0
Marat333,1616.0,0.0,0.0,0.0,0.0
otis32,1206.0,0.0,0.0,0.0,0.0
canelita_2024,1500.0,0.0,100.0,0.0,2.0
Bonsai_007,1428.0,55.0,38.0,7.0,100.0
EnGassant,1315.0,0.0,0.0,0.0,0.0
mrmangotango,1429.0,49.0,48.0,3.0,100.0
metallicr,1858.0,0.0,0.0,0.0,0.0
nqiniso,1528.0,51.0,44.0,5.0,100.0
Stathis_Branikas,1077.0,0.0,0.0,0.0,0.0
C2ma,1730.0,50.0,49.0,1.0,100.0
eliseus_1603,1291.0,50.0,50.0,0.0,100.0
mahlangumhlongo,1198.0,0.0,0.0,0.0,0.0
Ninja1500,1391.0,66.0,0.0,33.0,9.0
mohamedssakr,1730.0,48.0,46.0,6.0,100.0
manu-gt,1399.0,0.0,0.0,0.0,0.0
notahuman_0601,1500.0,0.0,0.0,0.0,0.0
karthik_holla,1387.0,0.0,0.0,0.0,0.0
AxlRo,1768.0,40.0,60.0,0.0,15.0
Tamesh,1831.0,0.0,100.0,0.0,3.0
minasfox,1546.0,53.0,44.0,3.0,100.0
eren_kls07,1387.0,0.0,0.0,0.0,0.0
HOLLOWBELL,1772.0,54.0,44.0,2.0,100.0
P5489151287877327827,1382.0,76.0,12.0,12.0,100.0
kobuniko,1467.0,0.0,0.0,0.0,0.0
tukijj,1545.0,0.0,0.0,0.0,0.0
appAlexander,1410.0,47.0,53.0,0.0,100.0
AngreifervolleKanone,1720.0,42.0,55.0,3.0,100.0
ezln88,1532.0,46.0,47.0,7.0,100.0
kidh,1400.0,45.0,53.0,2.0,100.0
marvel1,1887.0,55.0,39.0,6.0,100.0
PADAYANI21,2133.0,0.0,0.0,0.0,0.0
Andrea_F54,1316.0,46.0,33.0,20.0,45.0
valbuev,1498.0,0.0,0.0,0.0,0.0
rrgarcia93,1540.0,55.0,41.0,4.0,100.0
hazemfazzzaa85,1391.0,52.0,44.0,3.0,59.0
Amablenegrelle,1524.0,55.0,41.0,4.0,100.0
blasALANGUIA_ESIC,1319.0,50.0,43.0,6.0,48.0
davidhummel,1691.0,0.0,0.0,0.0,0.0
ghobad141414,1764.0,51.0,45.0,4.0,100.0
chapman_green,1216.0,40.0,54.0,6.0,100.0
Nofacekillah,1265.0,45.0,47.0,8.0,100.0
Twothree,1367.0,0.0,0.0,0.0,0.0
arbuziiik,1383.0,45.0,37.0,16.0,24.0
Elias_23_23,1405.0,48.0,48.0,4.0,100.0
raffyagarcia,1740.0,55.0,40.0,5.0,100.0
A_H_ABD,1412.0,0.0,0.0,0.0,0.0
vsemstroi,1500.0,0.0,0.0,0.0,0.0
menghini202,1338.0,66.0,33.0,0.0,27.0
Endgame2780,1961.0,0.0,0.0,0.0,0.0
DonJevo,1424.0,33.0,61.0,6.0,100.0
learn98r96,1692.0,51.0,39.0,10.0,100.0
Dharsan221,1413.0,53.0,41.0,6.0,100.0
Montalvo3,1768.0,52.0,45.0,3.0,100.0
All_NiGnT,1087.0,50.0,50.0,0.0,24.0
Termee,1659.0,48.0,52.0,0.0,100.0
wearegenoa,1628.0,0.0,0.0,0.0,0.0
Poomlyglot,1827.0,53.0,43.0,4.0,100.0
htywx_gnjl,1828.0,53.0,47.0,0.0,100.0
jerebox262,1753.0,44.0,54.0,2.0,100.0
adzi_12,1192.0,0.0,0.0,0.0,0.0
Smelikk,999.0,0.0,0.0,0.0,0.0
ismailalsudani,1202.0,0.0,0.0,0.0,0.0
iranshahi,1848.0,36.0,55.0,9.0,100.0
mutohard,1599.0,57.0,42.0,0.0,100.0
Peterdelk,1435.0,49.0,43.0,8.0,100.0
MrAdarsh,1331.0,35.0,50.0,15.0,60.0
paxtonmidget,1462.0,0.0,0.0,0.0,0.0
elque-aprende,1820.0,50.0,46.0,4.0,100.0
xenieray,1765.0,51.0,45.0,4.0,100.0
Average505,1333.0,45.0,52.0,3.0,100.0
yas1376,1728.0,53.0,39.0,8.0,100.0
g_peron,1692.0,48.0,48.0,4.0,100.0
ImprovisedOpening,1356.0,0.0,0.0,0.0,0.0
lemonsgambit,1362.0,0.0,0.0,0.0,0.0
Sherif_yassin,1439.0,46.0,54.0,0.0,100.0
manuP73,1649.0,36.0,50.0,14.0,100.0
khaled_boudina,1443.0,0.0,0.0,0.0,0.0
sunyatameng,1575.0,0.0,0.0,0.0,0.0
kayaloram,1427.0,50.0,48.0,2.0,100.0
Pavel_Ch,1704.0,50.0,47.0,3.0,100.0
Christos56,1449.0,43.0,51.0,6.0,100.0
Shikhar_Dhangar,1373.0,45.0,48.0,7.0,100.0
Rgloreto,1765.0,56.0,41.0,3.0,100.0
jechumizx,1641.0,20.0,80.0,0.0,15.0
Albert_Einstein_12,2099.0,40.0,52.0,8.0,75.0
hammer_of_destiny,1419.0,52.0,46.0,2.0,100.0
popfhv,1413.0,50.0,50.0,0.0,2.0
YOURSISTERBOYFRIEND,1794.0,53.0,43.0,4.0,100.0
KawaiBullet,1328.0,100.0,0.0,0.0,12.0
Grandayo,1770.0,49.0,48.0,3.0,100.0
papabadboy,1280.0,36.0,60.0,4.0,100.0
podiumthief,1319.0,0.0,0.0,0.0,0.0
BryanBedoyaArrubla08,1364.0,50.0,50.0,0.0,30.0
Wolfi71,1891.0,50.0,44.0,6.0,100.0
Maxp1974,1676.0,0.0,0.0,0.0,0.0
Maxim_lu,1226.0,0.0,0.0,0.0,0.0
jaychole,1889.0,54.0,43.0,3.0,100.0
bermudaox,1235.0,0.0,0.0,0.0,0.0
zeitGuy,1476.0,48.0,47.0,5.0,100.0
A7968801,1491.0,38.0,60.0,2.0,100.0
Aleksandr_1957,1757.0,0.0,0.0,0.0,0.0
obraad,1412.0,30.0,70.0,0.0,60.0
OriaMike,1456.0,0.0,0.0,0.0,0.0
Abchife,1193.0,0.0,0.0,0.0,0.0
hoslo,1711.0,44.0,55.0,1.0,100.0
arazhuseynov,1789.0,49.0,48.0,3.0,100.0
vietan0,1210.0,0.0,0.0,0.0,0.0
BlackJaguar0,1401.0,39.0,57.0,3.0,84.0
Sonnenscheinender,1601.0,51.0,42.0,7.0,100.0
radu25,1315.0,0.0,0.0,0.0,0.0
Impu1se1,1104.0,0.0,0.0,0.0,0.0
AmeerIsmael_Lazo,1327.0,47.0,48.0,5.0,100.0
Raehgalchess,2088.0,71.0,25.0,4.0,100.0
Granny-Bmmy123,1400.0,53.0,46.0,1.0,100.0
KnightChrks,1439.0,56.0,42.0,2.0,100.0
othmanaloide2,1500.0,0.0,0.0,0.0,0.0
UyV,1396.0,52.0,42.0,6.0,100.0
Franek369,1349.0,0.0,0.0,0.0,0.0
Dimaslon-13,1495.0,31.0,62.0,6.0,96.0
sky-destiny,1459.0,47.0,44.0,9.0,100.0
Luca363636,1423.0,51.0,46.0,3.0,100.0
tenine,1496.0,52.0,46.0,2.0,100.0
maxb1959,1385.0,43.0,53.0,4.0,100.0
Zukulus,1508.0,46.0,49.0,5.0,100.0
SamBott67,1518.0,45.0,35.0,20.0,60.0
RealMortreD,1333.0,47.0,47.0,5.0,38.0
Zatluanga,1427.0,45.0,53.0,2.0,100.0
HorstReicht,1453.0,43.0,52.0,5.0,100.0
RemyGonzales12,1684.0,44.0,53.0,2.0,49.0
DarkPatate,1304.0,0.0,0.0,0.0,0.0
Jakeh18,1779.0,39.0,53.0,8.0,100.0
IgorRogozin,1785.0,0.0,0.0,0.0,0.0
hossein_qanbari,1369.0,42.0,55.0,3.0,100.0
liufi,1864.0,49.0,43.0,8.0,100.0
Wonderboof,1219.0,0.0,0.0,0.0,0.0
Tsudago,1934.0,48.0,51.0,1.0,100.0
makiavelli2011,1774.0,54.0,45.0,1.0,100.0
doctorjpizzle,1727.0,40.0,60.0,0.0,15.0
lukas_schmoigl,1419.0,56.0,42.0,2.0,100.0
tchegalo,1674.0,0.0,0.0,0.0,0.0
olivertwisted,1362.0,55.0,38.0,7.0,100.0
kevin_vr13,1502.0,58.0,33.0,8.0,12.0
JaqueMother,1388.0,51.0,47.0,2.0,100.0
amirh12,1366.0,56.0,41.0,2.0,100.0
A32miller,1262.0,44.0,56.0,0.0,100.0
chesskiller_23,1256.0,41.0,56.0,3.0,100.0
Svileni49,1519.0,49.0,46.0,5.0,100.0
ufftauba,1752.0,59.0,40.0,1.0,100.0
ryzman17,1251.0,0.0,0.0,0.0,0.0
Zamasu_14,1793.0,48.0,46.0,6.0,100.0
isac_J,1076.0,0.0,0.0,0.0,0.0
leonel_de_freitas9,1544.0,50.0,50.0,0.0,8.0
CesarS96,1484.0,51.0,47.0,2.0,100.0
corle007,1757.0,43.0,54.0,3.0,100.0
dfczcv,1342.0,52.0,48.0,0.0,100.0
StefanoApi,1500.0,0.0,0.0,0.0,0.0
DaviOliv3ra,1487.0,0.0,0.0,0.0,0.0
Gabrielorjikalu,1626.0,0.0,0.0,0.0,0.0
Aizac336,1378.0,33.0,66.0,0.0,18.0
Fedwhisk,1825.0,0.0,0.0,0.0,0.0
Mataberk,1843.0,56.0,40.0,4.0,100.0
Bhuvikaarora,1320.0,41.0,56.0,3.0,100.0
johnd_gomez,1696.0,49.0,51.0,0.0,100.0
Darmol_XXX,1500.0,0.0,0.0,0.0,0.0
Logiciels3655,1222.0,33.0,66.0,0.0,36.0
happyrajesh,1398.0,41.0,56.0,2.0,100.0
Noonlight,1351.0,46.0,47.0,7.0,100.0
vitek_fft,1427.0,45.0,50.0,5.0,100.0
woleit,1985.0,51.0,45.0,4.0,100.0
Monarca_Chess,1685.0,52.0,45.0,3.0,100.0
MusicalHumorouspawn,1678.0,55.0,41.0,4.0,100.0
tryingSomeMoves,1849.0,60.0,36.0,4.0,100.0
HydroOwl,946.0,0.0,0.0,0.0,0.0
KingRichd_3rd,1739.0,48.0,46.0,6.0,100.0
outra_pessoa,1778.0,42.0,53.0,5.0,100.0
DonquixoteRobin,1204.0,0.0,0.0,0.0,0.0
tilin-insano,2230.0,79.0,20.0,0.0,34.0
ChessGuess,1448.0,0.0,0.0,0.0,0.0
Anskil490,1511.0,43.0,50.0,7.0,100.0
Smokin555,1400.0,41.0,54.0,5.0,100.0
Ajith330,1116.0,0.0,0.0,0.0,0.0
PNBRQKA,1500.0,0.0,0.0,0.0,0.0
Freezenwill,2041.0,0.0,0.0,0.0,0.0
Fruehlingsschwalbe,1692.0,39.0,55.0,4.0,43.0
cat_luna,1396.0,0.0,0.0,0.0,0.0
Omarkobe,1452.0,0.0,0.0,0.0,0.0
Syadin,1508.0,0.0,0.0,0.0,0.0
Ving2009,1771.0,0.0,0.0,0.0,0.0
M-Dimash,1749.0,47.0,47.0,5.0,57.0
onkamatkar,1678.0,0.0,0.0,0.0,0.0
saraj71,1449.0,48.0,45.0,7.0,100.0
WannaCry2017,1829.0,0.0,0.0,0.0,0.0
Monoco,1773.0,43.0,53.0,4.0,100.0
lireuille7,1420.0,44.0,55.0,0.0,27.0
Katonasz,1414.0,51.0,40.0,9.0,100.0
MartiN_phl,1334.0,0.0,0.0,0.0,0.0
iro007,1476.0,54.0,42.0,4.0,100.0
Slob112,1400.0,0.0,0.0,0.0,0.0
Ironslayerdead,1412.0,55.0,44.0,0.0,27.0
Uhang_kincai,1688.0,48.0,44.0,8.0,100.0
Dmytro-1,1347.0,48.0,49.0,3.0,100.0
jonadav1995,1696.0,45.0,49.0,6.0,100.0
JMStr8,1379.0,57.0,28.0,14.0,21.0
ALebedevGuitar,1353.0,0.0,0.0,0.0,0.0
Justdefense,2110.0,52.0,40.0,8.0,100.0
il_76-il,1213.0,0.0,0.0,0.0,0.0
SenuASK,1470.0,52.0,43.0,5.0,100.0
vinodkedaram,1761.0,48.0,47.0,5.0,100.0
ABC99999999,1428.0,60.0,38.0,2.0,100.0
ramin_cihangir,1315.0,0.0,0.0,0.0,0.0
vistanutzer,1500.0,0.0,0.0,0.0,0.0
ethanlebg,1393.0,0.0,0.0,0.0,0.0
Icoorus,1151.0,0.0,100.0,0.0,6.0
amrghobara,1128.0,0.0,0.0,0.0,0.0
Tasiman,1559.0,66.0,33.0,0.0,18.0
jasurc443,1264.0,58.0,41.0,0.0,36.0
odunkutk1,1233.0,0.0,0.0,0.0,0.0
RoboGay,1181.0,40.0,40.0,20.0,45.0
ManVanMelle,1915.0,55.0,40.0,5.0,100.0
