user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count
jorgemussaffichami,1943.0,0.0,0.0,0.0,0.0
WernerTimo,2362.0,0.0,0.0,0.0,0.0
acomarkovic,1624.0,0.0,0.0,0.0,0.0
kolomeister,851.0,0.0,0.0,0.0,0.0
stubbornyogi,1183.0,0.0,0.0,0.0,0.0
GUALDRON,1058.0,0.0,0.0,0.0,0.0
KZangar2020,1500.0,0.0,0.0,0.0,0.0
Samsharav,1255.0,0.0,0.0,0.0,0.0
chessmaster2006,2754.0,0.0,0.0,0.0,0.0
Darul_Fawwaz,1310.0,0.0,0.0,0.0,0.0
Belenov_Dmitry,2414.0,0.0,0.0,0.0,0.0
Odirovski,2531.0,0.0,0.0,0.0,0.0
ErichVonJr,2329.0,0.0,0.0,0.0,0.0
Prophylaxis_3301,1970.0,0.0,0.0,0.0,0.0
ItalyMaster,2413.0,0.0,0.0,0.0,0.0
smiledash,2296.0,0.0,0.0,0.0,0.0
jamiva606,722.0,0.0,0.0,0.0,0.0
User12345790,1494.0,0.0,0.0,0.0,0.0
bmharvey,1173.0,0.0,0.0,0.0,0.0
ProfessorX-man,2005.0,0.0,0.0,0.0,0.0
Superfm1,2640.0,0.0,0.0,0.0,0.0
Self_Proclaimed_GM,2131.0,0.0,0.0,0.0,0.0
ahmedsonosyyy,1926.0,0.0,0.0,0.0,0.0
Ssj3,2018.0,0.0,0.0,0.0,0.0
zloyal,1878.0,0.0,0.0,0.0,0.0
Rahmount,1655.0,0.0,0.0,0.0,0.0
IyoguroTomasolo,1386.0,0.0,0.0,0.0,0.0
LUCIFER777x,1056.0,0.0,0.0,0.0,0.0
MrChecky27,1224.0,0.0,0.0,0.0,0.0
poco1,949.0,0.0,0.0,0.0,0.0
JoliyRoger,2490.0,0.0,0.0,0.0,0.0
pcanelon,2281.0,0.0,0.0,0.0,0.0
hyde7it,1469.0,0.0,0.0,0.0,0.0
pujardeepak,1584.0,0.0,0.0,0.0,0.0
RapidFM,2558.0,0.0,0.0,0.0,0.0
kurttcobainn,1286.0,0.0,0.0,0.0,0.0
BaliTime,1691.0,0.0,0.0,0.0,0.0
Gran_panda,2212.0,0.0,0.0,0.0,0.0
Ajicp,1394.0,0.0,0.0,0.0,0.0
RoniPaavilainen,1183.0,0.0,0.0,0.0,0.0
h9sam,1376.0,0.0,0.0,0.0,0.0
Toilet_Seat_Chess,2351.0,0.0,0.0,0.0,0.0
rosdianapungki,1353.0,0.0,0.0,0.0,0.0
regisbourjiac,1488.0,0.0,0.0,0.0,0.0
YoungDruid,2322.0,0.0,0.0,0.0,0.0
OliveriBulgari,1584.0,0.0,0.0,0.0,0.0
illegal_soul,1442.0,0.0,0.0,0.0,0.0
Cianten,1460.0,0.0,0.0,0.0,0.0
LuanLuiz,1117.0,0.0,0.0,0.0,0.0
Avishi160212,766.0,0.0,0.0,0.0,0.0
sourabhab7,1960.0,0.0,0.0,0.0,0.0
Elysium5,1095.0,0.0,0.0,0.0,0.0
tonosevi,1984.0,0.0,0.0,0.0,0.0
Nguyenhuyduc20182434,1170.0,0.0,0.0,0.0,0.0
funtorpikus,1169.0,0.0,0.0,0.0,0.0
pawnhubdotedu,1246.0,0.0,0.0,0.0,0.0
OmarMXE,1070.0,0.0,0.0,0.0,0.0
hexman813,927.0,0.0,0.0,0.0,0.0
drakejiang10,1652.0,0.0,0.0,0.0,0.0
shura-H,2482.0,0.0,0.0,0.0,0.0
wiliam21,1173.0,0.0,0.0,0.0,0.0
klowin23,2358.0,0.0,0.0,0.0,0.0
MyStudiesAccount,2635.0,0.0,0.0,0.0,0.0
Dzon_Vejn,2453.0,0.0,0.0,0.0,0.0
Cannonbird,931.0,0.0,0.0,0.0,0.0
Empireme,1395.0,0.0,0.0,0.0,0.0
tascisatranc,2500.0,0.0,0.0,0.0,0.0
bsmail,2454.0,0.0,0.0,0.0,0.0
fderivative1,2200.0,0.0,0.0,0.0,0.0
msh925,1879.0,0.0,0.0,0.0,0.0
ilya_ivantsov,1037.0,0.0,0.0,0.0,0.0
domore,2577.0,0.0,0.0,0.0,0.0
Erossem,1281.0,0.0,0.0,0.0,0.0
giuliocatinella,1266.0,0.0,0.0,0.0,0.0
Heiserberg-Kaz,2421.0,0.0,0.0,0.0,0.0
Sinerkin,1235.0,0.0,0.0,0.0,0.0
DJTILLU,2417.0,0.0,0.0,0.0,0.0
Torfnase,1773.0,0.0,0.0,0.0,0.0
fullpott,1478.0,0.0,0.0,0.0,0.0
FEN59,1823.0,0.0,0.0,0.0,0.0
MRtareqFa,2254.0,0.0,0.0,0.0,0.0
ByAz6,921.0,0.0,0.0,0.0,0.0
gorecki3,,0.0,0.0,0.0,0.0
Nfattakhov2001,1173.0,0.0,0.0,0.0,0.0
leekenshi,818.0,0.0,0.0,0.0,0.0
KingArmand,938.0,0.0,0.0,0.0,0.0
pourya1387,1330.0,0.0,0.0,0.0,0.0
mrSWoOBS,1823.0,0.0,0.0,0.0,0.0
StarFunKull,905.0,0.0,0.0,0.0,0.0
BadMoves51,1449.0,0.0,0.0,0.0,0.0
Mostiska47,1196.0,0.0,0.0,0.0,0.0
ART_V_G,1471.0,0.0,0.0,0.0,0.0
Nagpriya,1244.0,0.0,0.0,0.0,0.0
chess_wizard3000,2455.0,0.0,0.0,0.0,0.0
JJGoodIdea,2682.0,0.0,0.0,0.0,0.0
Perez5,1118.0,0.0,0.0,0.0,0.0
Blunderful44,1907.0,0.0,0.0,0.0,0.0
Bisclavret1993,2267.0,0.0,0.0,0.0,0.0
StarOfFireCatStorm15,2323.0,0.0,0.0,0.0,0.0
iker2013GG,1500.0,0.0,0.0,0.0,0.0
Lone-Wolf,1339.0,0.0,0.0,0.0,0.0
speedstar19,2394.0,0.0,0.0,0.0,0.0
Strange_people,2009.0,0.0,0.0,0.0,0.0
AlexD64,2601.0,0.0,0.0,0.0,0.0
tahirqkhan,1891.0,0.0,0.0,0.0,0.0
PekkaM,1509.0,0.0,0.0,0.0,0.0
rrem,1413.0,0.0,0.0,0.0,0.0
DenizArel62,1500.0,0.0,0.0,0.0,0.0
trstenicanin,1877.0,0.0,0.0,0.0,0.0
Spiderodisha,1505.0,0.0,0.0,0.0,0.0
Matias_Quijano,1118.0,0.0,0.0,0.0,0.0
