user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count
Alepcastle,1376.0,0.0,0.0,0.0,0.0
fairplay1987,2461.0,0.0,0.0,0.0,0.0
lovedh,2019.0,0.0,0.0,0.0,0.0
Alazharyhero,1408.0,0.0,0.0,0.0,0.0
jess28260516,1671.0,0.0,0.0,0.0,0.0
michaelford,1884.0,0.0,0.0,0.0,0.0
damithk,2452.0,0.0,0.0,0.0,0.0
Karmann58,826.0,0.0,0.0,0.0,0.0
sekvr88,2184.0,0.0,0.0,0.0,0.0
sibo23,1843.0,0.0,0.0,0.0,0.0
Meddard,2168.0,0.0,0.0,0.0,0.0
mared2,2341.0,0.0,0.0,0.0,0.0
DSCostel,1845.0,0.0,0.0,0.0,0.0
NkNiner,2493.0,0.0,0.0,0.0,0.0
ibrahimakarr,1325.0,0.0,0.0,0.0,0.0
duongnhi79b,2422.0,0.0,0.0,0.0,0.0
AlfonsoMont,1604.0,0.0,0.0,0.0,0.0
LIMBA_AM,1046.0,0.0,0.0,0.0,0.0
EducatedGator,1222.0,0.0,0.0,0.0,0.0
rystem_87,1402.0,0.0,0.0,0.0,0.0
N_G2001,1109.0,0.0,0.0,0.0,0.0
reza678,2275.0,0.0,0.0,0.0,0.0
NotComplicated,2092.0,0.0,0.0,0.0,0.0
cuantum_1,1898.0,0.0,0.0,0.0,0.0
rain2000,2421.0,0.0,0.0,0.0,0.0
Ichesslife,1877.0,0.0,0.0,0.0,0.0
Likhith_gs,1196.0,0.0,0.0,0.0,0.0
BVB1908,2816.0,0.0,0.0,0.0,0.0
Novik89,2389.0,0.0,0.0,0.0,0.0
vbizon,1662.0,0.0,0.0,0.0,0.0
Paptya,614.0,0.0,0.0,0.0,0.0
mdqmichael,984.0,0.0,0.0,0.0,0.0
popgergesramzy,2176.0,0.0,0.0,0.0,0.0
AhmxdKhalxd,1081.0,0.0,0.0,0.0,0.0
mkeh,1855.0,0.0,0.0,0.0,0.0
sljwe111,1367.0,0.0,0.0,0.0,0.0
viniciustrindade,1205.0,0.0,0.0,0.0,0.0
Christoporus_N,1215.0,0.0,0.0,0.0,0.0
Dad7261,1052.0,0.0,0.0,0.0,0.0
Infinite-Diversity,1425.0,0.0,0.0,0.0,0.0
Revolt_of_the_noobs,1728.0,0.0,0.0,0.0,0.0
WaZOwski22,744.0,0.0,0.0,0.0,0.0
behrad98,2441.0,0.0,0.0,0.0,0.0
Fluke180,2435.0,0.0,0.0,0.0,0.0
Kiaan_007,892.0,0.0,0.0,0.0,0.0
tvit75,1472.0,0.0,0.0,0.0,0.0
mattoallaterza,1854.0,0.0,0.0,0.0,0.0
bazanova,1151.0,0.0,0.0,0.0,0.0
DanGlz,1800.0,0.0,0.0,0.0,0.0
alireza_1399,1166.0,0.0,0.0,0.0,0.0
Addybotty,1613.0,0.0,0.0,0.0,0.0
Nick210377,2537.0,0.0,0.0,0.0,0.0
Hunterrun,2416.0,0.0,0.0,0.0,0.0
subhub,1868.0,0.0,0.0,0.0,0.0
Sasha312,1360.0,0.0,0.0,0.0,0.0
ralebaner,2463.0,0.0,0.0,0.0,0.0
Eric-SK-Schwandorf,2327.0,0.0,0.0,0.0,0.0
Rubik87,2307.0,0.0,0.0,0.0,0.0
ItsNoodleNotPasta,1502.0,0.0,0.0,0.0,0.0
McScrodski,1500.0,0.0,0.0,0.0,0.0
rxdxvdl,912.0,0.0,0.0,0.0,0.0
JevaisgagnerCarlos,862.0,0.0,0.0,0.0,0.0
emersoncito,1347.0,0.0,0.0,0.0,0.0
AlexFive,1310.0,0.0,0.0,0.0,0.0
Behmen_Abdulov,1174.0,0.0,0.0,0.0,0.0
TonyCheese,1146.0,0.0,0.0,0.0,0.0
eilonreshef,1838.0,0.0,0.0,0.0,0.0
landy887,2590.0,0.0,0.0,0.0,0.0
Anesov_Vyacheslav,1909.0,0.0,0.0,0.0,0.0
FRIKANDELBROODJE_122,964.0,0.0,0.0,0.0,0.0
foremangeor,2486.0,0.0,0.0,0.0,0.0
Crystal2006,2256.0,0.0,0.0,0.0,0.0
General_Ironwood,2162.0,0.0,0.0,0.0,0.0
Bakugan123,1498.0,0.0,0.0,0.0,0.0
alexerey,913.0,0.0,0.0,0.0,0.0
mike121983,753.0,0.0,0.0,0.0,0.0
Hartur224,2328.0,0.0,0.0,0.0,0.0
Scarls,2025.0,0.0,0.0,0.0,0.0
gammagramma,2678.0,0.0,0.0,0.0,0.0
JocosoN,2388.0,0.0,0.0,0.0,0.0
Amir6284,1841.0,0.0,0.0,0.0,0.0
IRunUgly,1500.0,0.0,0.0,0.0,0.0
