user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3,game_result,is_blitz
lost_inchess,36.0,56.0,7.0,100.0,2264.0,2260-2279,38.462,52.308,9.231,65.0,33.333,56.667,10.0,60.0,B23,C00,A20,C42,0.111,0.689,0.178,0.132,0.662,0.176,367.0,51.97,394.0,2543.0,2522.0,2509.0,A_Menshikov,50.0,45.0,5.0,100.0,2309.0,56.452,38.71,4.839,62.0,44.444,47.619,7.937,63.0,B22,D07,B00,A16,0.095,0.683,0.206,0.056,0.815,0.111,366.0,47.16,1707.0,2534.0,2508.0,2490.0,0,1
jospablos,46.0,53.0,1.0,100.0,731.0,720-739,40.625,59.375,0.0,64.0,40.984,54.098,4.918,61.0,A04,B00,A06,A80,0.49,0.333,0.137,0.225,0.366,0.366,389.0,47.52,337.0,1468.0,1286.0,1222.0,jes-sus,48.0,50.0,2.0,100.0,784.0,41.27,55.556,3.175,63.0,48.387,48.387,3.226,62.0,C20,C41,A06,A21,0.518,0.25,0.196,0.277,0.431,0.292,415.0,45.19,379.0,1072.0,1047.0,933.0,-1,1
CesarAs79,0.0,100.0,0.0,1.0,873.0,860-879,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,B06,,B06,,0.0,0.0,0.0,0.0,0.0,0.0,161.0,358.54,1.0,0.0,0.0,0.0,Tartaros_X,47.0,49.0,4.0,100.0,1092.0,53.125,46.875,0.0,64.0,40.984,55.738,3.279,61.0,A40,D00,C46,A01,0.407,0.339,0.22,0.141,0.719,0.062,295.0,45.13,2127.0,1255.0,1253.0,1252.0,-1,1
Aspratango,34.0,65.0,1.0,100.0,1480.0,1460-1479,33.333,65.217,1.449,69.0,28.571,69.643,1.786,56.0,C50,C02,C22,D07,0.282,0.436,0.205,0.321,0.345,0.31,373.0,50.44,9982.0,2199.0,2193.0,2142.0,GodBlessUsAll,45.0,54.0,1.0,100.0,1601.0,48.333,48.333,3.333,60.0,44.615,55.385,0.0,65.0,A00,A06,nonStandard,A15,0.241,0.414,0.31,0.462,0.4,0.092,259.0,45.0,3236.0,2012.0,1988.0,1973.0,1,1
Ersuizo,36.0,57.0,6.0,100.0,1678.0,1660-1679,51.613,46.774,1.613,62.0,47.619,44.444,7.937,63.0,B01,C47,C20,A02,0.226,0.581,0.161,0.193,0.596,0.193,382.0,45.09,15196.0,2340.0,2123.0,2072.0,rgreenofevanston,44.0,46.0,10.0,100.0,1689.0,43.75,46.875,9.375,64.0,40.984,49.18,9.836,61.0,C00,A40,A00,B06,0.038,0.755,0.189,0.133,0.7,0.167,373.0,45.05,5731.0,1990.0,1972.0,1969.0,-1,1
Proof_07,39.0,61.0,0.0,100.0,1556.0,1540-1559,46.875,53.125,0.0,64.0,39.344,59.016,1.639,61.0,D00,C00,D30,D37,0.222,0.611,0.093,0.1,0.686,0.171,440.0,45.09,8492.0,2215.0,2165.0,2164.0,AmrFahmy1976,56.0,43.0,1.0,100.0,1574.0,64.516,33.871,1.613,62.0,50.794,49.206,0.0,63.0,C22,C50,C55,B01,0.194,0.611,0.139,0.212,0.692,0.096,514.0,46.14,234.0,1738.0,1738.0,1715.0,-1,1
distributor_kopi,36.0,60.0,4.0,100.0,1868.0,1860-1879,40.625,56.25,3.125,64.0,42.623,50.82,6.557,61.0,C00,B01,B50,A17,0.269,0.346,0.365,0.821,0.0,0.149,286.0,48.91,625.0,2233.0,2195.0,2176.0,Kursi_Berjalan,62.0,24.0,14.0,100.0,2082.0,62.903,30.645,6.452,62.0,52.381,39.683,7.937,63.0,C00,A40,B70,B46,0.319,0.292,0.389,0.568,0.295,0.136,286.0,60.14,302.0,2341.0,2295.0,2274.0,-1,1
OpexoB,50.0,49.0,1.0,100.0,1627.0,1620-1639,45.312,54.688,0.0,64.0,52.459,44.262,3.279,61.0,C42,A40,C29,A01,0.361,0.525,0.115,0.419,0.435,0.081,207.0,45.02,25763.0,1874.0,1874.0,1867.0,YusufShoyimov,48.0,51.0,1.0,100.0,1611.0,54.098,44.262,1.639,61.0,40.625,57.812,1.562,64.0,C41,A40,C36,B12,0.441,0.356,0.169,0.125,0.5,0.359,250.0,45.21,4844.0,2484.0,2105.0,2077.0,1,1
HWS,42.0,56.0,2.0,100.0,1373.0,1360-1379,45.312,53.125,1.562,64.0,32.787,65.574,1.639,61.0,A00,B30,C41,A06,0.143,0.571,0.265,0.203,0.27,0.486,388.0,45.58,10207.0,2131.0,2102.0,2045.0,TJmore,53.0,46.0,1.0,100.0,1276.0,58.73,41.27,0.0,63.0,40.323,58.065,1.613,62.0,B30,B20,B00,C47,0.306,0.532,0.161,0.242,0.661,0.032,281.0,45.03,5522.0,1625.0,1564.0,1542.0,1,1
jamiloz,19.0,73.0,7.0,71.0,915.0,900-919,31.707,65.854,2.439,41.0,11.905,78.571,9.524,42.0,C50,C46,A04,B30,0.167,0.667,0.167,0.883,0.1,0.0,278.0,51.6,83.0,1519.0,1371.0,1192.0,Carl_Tap,47.0,52.0,1.0,100.0,1041.0,60.938,39.062,0.0,64.0,40.984,55.738,3.279,61.0,B10,A40,E00,B00,0.266,0.422,0.266,0.254,0.22,0.525,398.0,45.2,974.0,1601.0,1375.0,1197.0,-1,1
DeljemPivo,60.0,40.0,0.0,60.0,2503.0,2500-2519,61.905,30.159,7.937,63.0,41.935,48.387,9.677,62.0,B23,C00,B00,E11,0.231,0.523,0.246,0.204,0.653,0.143,280.0,,,,,,advmo,42.0,51.0,7.0,100.0,1447.0,46.875,51.562,1.562,64.0,54.098,40.984,4.918,61.0,A40,D01,A45,E70,0.286,0.365,0.317,0.172,0.5,0.328,232.0,,,,,,-1,1
dimanchyck,61.0,29.0,9.0,93.0,2126.0,2120-2139,54.688,31.25,14.062,64.0,68.852,21.311,9.836,61.0,C47,C42,D02,D79,0.208,0.519,0.234,0.273,0.636,0.091,335.0,45.76,6634.0,2568.0,2548.0,2547.0,topulko2301,36.0,60.0,4.0,100.0,1739.0,38.462,58.462,3.077,65.0,31.667,65.0,3.333,60.0,C20,C40,C21,B21,0.25,0.341,0.364,0.325,0.351,0.325,284.0,45.1,42738.0,2495.0,2452.0,2449.0,1,1
dkhrisanov,55.0,42.0,3.0,100.0,1940.0,1920-1939,58.73,39.683,1.587,63.0,64.516,33.871,1.613,62.0,B30,C02,C54,D12,0.078,0.714,0.169,0.087,0.848,0.065,531.0,45.21,6478.0,2167.0,2124.0,2119.0,Ofekmeister,46.0,53.0,1.0,100.0,1865.0,48.387,51.613,0.0,62.0,44.444,52.381,3.175,63.0,A00,B00,C50,C21,0.19,0.621,0.19,0.138,0.815,0.046,514.0,45.08,5957.0,2156.0,2154.0,2139.0,1,1
mcanosan,50.0,48.0,2.0,100.0,1465.0,1460-1479,58.73,39.683,1.587,63.0,45.161,53.226,1.613,62.0,A40,C00,B10,B00,0.308,0.538,0.138,0.155,0.362,0.466,402.0,45.14,8864.0,1770.0,1762.0,1736.0,Capral-ru,55.0,40.0,5.0,100.0,1493.0,52.459,40.984,6.557,61.0,29.688,62.5,7.812,64.0,C50,C44,A43,A42,0.294,0.451,0.216,0.246,0.569,0.185,356.0,45.09,5852.0,2071.0,1971.0,1948.0,1,1
Olbarcrte,50.0,47.0,3.0,100.0,1730.0,1720-1739,47.541,50.82,1.639,61.0,46.875,50.0,3.125,64.0,C23,B20,C50,C25,0.237,0.475,0.288,0.159,0.73,0.095,237.0,45.02,6166.0,1900.0,1895.0,1894.0,Rafa3436,44.0,51.0,5.0,100.0,1731.0,46.032,53.968,0.0,63.0,53.226,45.161,1.613,62.0,A40,C41,B06,C00,0.258,0.5,0.226,0.258,0.581,0.113,242.0,45.02,34853.0,2225.0,2139.0,2134.0,1,1
Ravi_teja_5495,39.0,57.0,3.0,100.0,1362.0,1360-1379,42.857,52.381,4.762,63.0,40.323,56.452,3.226,62.0,C50,B20,C34,B21,0.308,0.538,0.077,0.147,0.544,0.279,405.0,61.64,885.0,1555.0,1530.0,1504.0,myskontroll,56.0,42.0,2.0,100.0,1488.0,50.794,47.619,1.587,63.0,51.613,45.161,3.226,62.0,C23,A40,A02,C64,0.281,0.375,0.344,0.241,0.69,0.069,218.0,54.81,6721.0,1737.0,1677.0,1617.0,-1,1
mitsi2000,46.0,49.0,5.0,100.0,1680.0,1660-1679,53.968,42.857,3.175,63.0,46.774,50.0,3.226,62.0,C41,C50,E53,C45,0.286,0.492,0.19,0.069,0.569,0.345,295.0,45.16,6427.0,2249.0,2165.0,2079.0,ClearTheMind,40.0,60.0,0.0,100.0,1704.0,59.016,39.344,1.639,61.0,48.438,51.562,0.0,64.0,C00,A00,A08,A01,0.328,0.463,0.194,0.281,0.386,0.333,288.0,46.94,3091.0,2218.0,2042.0,2038.0,1,1
RavshanbekTuraev,47.0,50.0,3.0,100.0,1160.0,1140-1159,42.623,52.459,4.918,61.0,51.562,46.875,1.562,64.0,C20,C41,C21,A01,0.271,0.288,0.407,0.516,0.097,0.339,296.0,58.54,948.0,1356.0,1334.0,1327.0,Semizers,52.0,40.0,8.0,100.0,1203.0,56.25,39.062,4.688,64.0,45.902,45.902,8.197,61.0,C20,C40,A20,A01,0.391,0.312,0.281,0.774,0.019,0.189,260.0,48.52,3750.0,1877.0,1821.0,1805.0,-1,1
appleden,52.0,45.0,3.0,100.0,1526.0,1520-1539,58.73,36.508,4.762,63.0,48.387,43.548,8.065,62.0,A40,C40,C25,D00,0.313,0.433,0.239,0.24,0.56,0.18,245.0,45.01,1521.0,1618.0,1612.0,1600.0,Breeze007,52.0,46.0,2.0,100.0,1559.0,42.188,54.688,3.125,64.0,57.377,40.984,1.639,61.0,B01,D00,D01,A01,0.274,0.387,0.306,0.4,0.55,0.017,214.0,45.05,6903.0,1822.0,1802.0,1789.0,-1,1
Jeevakala_Aarush,55.0,44.0,1.0,100.0,1375.0,1360-1379,47.458,50.847,1.695,59.0,46.97,50.0,3.03,66.0,A01,B00,C22,C50,0.424,0.322,0.203,0.413,0.317,0.238,285.0,58.11,150.0,1885.0,1481.0,1476.0,Nathanb0707,44.0,52.0,4.0,100.0,1379.0,50.794,44.444,4.762,63.0,50.0,43.548,6.452,62.0,C40,D00,C24,D10,0.381,0.333,0.254,0.527,0.345,0.109,378.0,45.1,12304.0,1587.0,1568.0,1563.0,1,1
mbache,44.0,55.0,1.0,100.0,1564.0,1560-1579,44.262,55.738,0.0,61.0,43.75,56.25,0.0,64.0,C23,C50,D01,B06,0.182,0.491,0.327,0.514,0.414,0.057,234.0,45.22,7271.0,2120.0,2091.0,2089.0,INTPmbti,32.0,60.0,7.0,28.0,1505.0,53.846,38.462,7.692,13.0,16.667,77.778,5.556,18.0,A40,C00,A40,D21,0.3,0.6,0.1,0.158,0.684,0.053,287.0,67.87,31.0,1769.0,1691.0,1625.0,-1,1
Arselidian,47.0,48.0,5.0,100.0,1092.0,1080-1099,46.667,45.0,8.333,60.0,47.692,47.692,4.615,65.0,C20,C40,C25,A06,0.39,0.508,0.051,0.603,0.328,0.034,293.0,45.56,1659.0,1683.0,1681.0,1681.0,hadrbarshli,63.0,37.0,0.0,100.0,1176.0,55.102,44.898,0.0,49.0,52.941,47.059,0.0,51.0,C20,A00,C34,A02,0.481,0.444,0.037,0.196,0.174,0.63,356.0,45.11,101.0,1250.0,1206.0,1194.0,-1,1
som312,53.0,44.0,3.0,100.0,1046.0,1040-1059,50.794,46.032,3.175,63.0,53.226,45.161,1.613,62.0,C20,C41,C21,B12,0.308,0.4,0.2,0.632,0.105,0.228,356.0,48.12,396.0,1099.0,1094.0,1068.0,Anilkumarkalarikkal,43.0,55.0,2.0,100.0,956.0,49.18,50.82,0.0,61.0,43.75,53.125,3.125,64.0,B00,A00,A06,B20,0.569,0.293,0.121,0.477,0.2,0.277,342.0,45.39,1065.0,1191.0,1189.0,1182.0,1,1
KakDamLesha,50.0,47.0,3.0,100.0,1695.0,1680-1699,56.452,41.935,1.613,62.0,46.032,49.206,4.762,63.0,A40,C00,D26,E90,0.156,0.406,0.391,0.105,0.754,0.14,262.0,45.04,9946.0,2250.0,2171.0,2164.0,CaptureMyKing,49.0,50.0,1.0,100.0,1567.0,48.387,51.613,0.0,62.0,47.619,47.619,4.762,63.0,B01,C23,A21,C25,0.333,0.433,0.233,0.452,0.516,0.032,214.0,45.85,932.0,1662.0,1655.0,1649.0,1,1
Oxyphenbutazone,52.0,46.0,2.0,100.0,2387.0,2380-2399,46.875,45.312,7.812,64.0,50.82,39.344,9.836,61.0,D35,D02,E84,D01,0.197,0.377,0.426,0.038,0.811,0.151,286.0,45.35,1396.0,2581.0,2575.0,2571.0,mollusque1830,48.0,48.0,4.0,100.0,2361.0,53.226,38.71,8.065,62.0,42.857,53.968,3.175,63.0,B90,B30,B24,B46,0.1,0.583,0.317,0.241,0.69,0.069,260.0,45.1,4101.0,2650.0,2648.0,2639.0,1,1
stokpeix,48.0,50.0,2.0,100.0,1532.0,1520-1539,54.688,43.75,1.562,64.0,50.82,47.541,1.639,61.0,C50,A40,B21,C77,0.303,0.439,0.242,0.123,0.684,0.193,222.0,45.01,13985.0,1663.0,1660.0,1653.0,sashakam38,41.0,56.0,3.0,100.0,1465.0,36.842,59.649,3.509,57.0,38.235,61.765,0.0,68.0,A00,B00,A01,E20,0.17,0.511,0.298,0.197,0.566,0.197,216.0,45.27,9914.0,1728.0,1720.0,1708.0,1,1
stokpeix,48.0,50.0,2.0,100.0,1532.0,1520-1539,54.688,43.75,1.562,64.0,50.82,47.541,1.639,61.0,C50,A40,B21,C77,0.303,0.439,0.242,0.123,0.684,0.193,222.0,45.01,13985.0,1663.0,1660.0,1653.0,sashakam38,41.0,56.0,3.0,100.0,1465.0,36.842,59.649,3.509,57.0,38.235,61.765,0.0,68.0,A00,B00,A01,E20,0.17,0.511,0.298,0.197,0.566,0.197,216.0,45.27,9914.0,1728.0,1720.0,1708.0,-1,1
VER_SUS,53.0,43.0,4.0,100.0,2013.0,2000-2019,58.065,37.097,4.839,62.0,50.794,47.619,1.587,63.0,C54,C01,C51,B30,0.132,0.544,0.265,0.208,0.736,0.057,379.0,45.12,4394.0,2174.0,2139.0,2103.0,penjani,50.0,47.0,3.0,100.0,1971.0,52.459,47.541,0.0,61.0,34.375,60.938,4.688,64.0,C41,D00,B13,A03,0.185,0.611,0.204,0.074,0.706,0.206,393.0,45.33,11275.0,2234.0,2230.0,2220.0,1,1
Robin2o16,57.0,41.0,1.0,100.0,1490.0,1480-1499,64.516,35.484,0.0,62.0,36.508,58.73,4.762,63.0,B01,A43,A01,C64,0.175,0.444,0.302,0.441,0.508,0.034,596.0,45.01,11307.0,2392.0,1998.0,1985.0,Nasri_Mustapha,49.0,50.0,1.0,100.0,1376.0,38.71,59.677,1.613,62.0,50.794,44.444,4.762,63.0,C50,C42,A30,C65,0.25,0.464,0.25,0.215,0.554,0.185,543.0,45.03,2148.0,1631.0,1551.0,1548.0,-1,1
Amogh_Bhat,44.0,42.0,14.0,100.0,1549.0,1540-1559,53.731,37.313,8.955,67.0,50.0,41.379,8.621,58.0,C50,A40,D00,C49,0.292,0.338,0.354,0.592,0.306,0.061,241.0,51.6,367.0,2002.0,1969.0,1927.0,maia1,58.0,41.0,0.0,51.0,1363.0,72.0,22.0,6.0,50.0,49.333,45.333,5.333,75.0,B01,C50,A00,C42,0.178,0.616,0.205,1.0,0.0,0.0,226.0,45.0,662627.0,2596.0,2549.0,2478.0,1,1
Amogh_Bhat,44.0,42.0,14.0,100.0,1549.0,1540-1559,53.731,37.313,8.955,67.0,50.0,41.379,8.621,58.0,C50,A40,D00,C49,0.292,0.338,0.354,0.592,0.306,0.061,241.0,51.6,367.0,2002.0,1969.0,1927.0,maia1,58.0,41.0,0.0,51.0,1363.0,72.0,22.0,6.0,50.0,49.333,45.333,5.333,75.0,B01,C50,A00,C42,0.178,0.616,0.205,1.0,0.0,0.0,226.0,45.0,662627.0,2596.0,2549.0,2478.0,-1,1
EfeErGGani,51.0,45.0,4.0,100.0,2324.0,2320-2339,54.098,44.262,1.639,61.0,50.0,46.875,3.125,64.0,A45,A10,E10,D45,0.123,0.462,0.4,0.035,0.579,0.386,289.0,45.03,13636.0,2654.0,2622.0,2611.0,jurojuro,51.0,37.0,12.0,100.0,2252.0,57.143,30.159,12.698,63.0,45.161,41.935,12.903,62.0,D02,B29,A82,A16,0.188,0.5,0.312,0.089,0.867,0.044,242.0,45.03,30626.0,2526.0,2504.0,2503.0,1,1
ru_rublus,48.0,49.0,3.0,100.0,970.0,960-979,45.0,51.667,3.333,60.0,44.615,53.846,1.538,65.0,B00,C44,A06,C41,0.232,0.393,0.286,0.227,0.727,0.045,284.0,81.24,1566.0,1118.0,1112.0,1090.0,Alexandr2202,65.0,28.0,7.0,100.0,1134.0,60.0,35.0,5.0,60.0,64.615,32.308,3.077,65.0,C50,D00,D00,B06,0.308,0.346,0.256,0.738,0.262,0.0,318.0,158.16,731.0,0.0,0.0,0.0,0,1
JanakiSD,46.0,43.0,10.0,90.0,2005.0,2000-2019,47.692,46.154,6.154,65.0,48.333,43.333,8.333,60.0,B15,B40,C02,D05,0.25,0.7,0.033,0.161,0.732,0.089,338.0,64.21,452.0,2253.0,2241.0,2210.0,angel-2210,34.0,56.0,8.0,69.0,1810.0,33.333,59.259,7.407,54.0,29.577,64.789,5.634,71.0,B15,B13,C66,B51,0.282,0.513,0.154,0.282,0.628,0.064,298.0,61.61,274.0,2265.0,2206.0,2131.0,1,1
julyloban,49.0,39.0,12.0,100.0,2233.0,2220-2239,50.0,48.387,1.613,62.0,57.143,38.095,4.762,63.0,B00,B21,A45,C05,0.119,0.612,0.269,0.093,0.463,0.407,451.0,45.36,6132.0,2472.0,2463.0,2463.0,mitchell1959,40.0,51.0,9.0,100.0,2281.0,53.125,37.5,9.375,64.0,37.705,45.902,16.393,61.0,B12,D02,E90,E99,0.105,0.614,0.281,0.173,0.673,0.154,422.0,45.09,2468.0,2449.0,2422.0,2416.0,-1,1
CheeseandAbraham,51.0,46.0,3.0,100.0,1361.0,1360-1379,50.794,46.032,3.175,63.0,45.161,46.774,8.065,62.0,B10,A40,B11,D15,0.233,0.383,0.383,0.293,0.328,0.379,274.0,45.46,1688.0,1464.0,1452.0,1440.0,Inspiregod,48.0,52.0,0.0,100.0,1303.0,54.839,45.161,0.0,62.0,39.683,60.317,0.0,63.0,B01,C00,B07,C31,0.475,0.288,0.203,0.333,0.136,0.515,238.0,45.05,10030.0,1523.0,1500.0,1495.0,1,1
Otto72,43.0,56.0,1.0,100.0,1636.0,1620-1639,37.705,60.656,1.639,61.0,43.75,54.688,1.562,64.0,A00,B00,A04,B72,0.078,0.608,0.294,0.083,0.528,0.375,422.0,80.28,5428.0,1889.0,1881.0,1877.0,amarant,54.0,42.0,4.0,100.0,1648.0,53.226,43.548,3.226,62.0,50.794,46.032,3.175,63.0,D00,A40,A13,D01,0.2,0.508,0.246,0.411,0.357,0.214,419.0,51.05,43789.0,2430.0,2326.0,2277.0,-1,1
ilter33,53.0,43.0,4.0,100.0,1686.0,1680-1699,59.016,40.984,0.0,61.0,45.312,48.438,6.25,64.0,A40,D00,A21,A04,0.462,0.462,0.077,0.143,0.089,0.768,254.0,62.86,11066.0,2075.0,2069.0,2041.0,Zzzazza,46.0,52.0,2.0,100.0,1744.0,45.902,52.459,1.639,61.0,46.875,51.562,1.562,64.0,B00,C50,A38,B09,0.259,0.5,0.224,0.215,0.708,0.077,220.0,45.03,5360.0,1937.0,1920.0,1899.0,1,1
Cuajo,49.0,44.0,7.0,100.0,2137.0,2120-2139,40.323,54.839,4.839,62.0,52.381,46.032,1.587,63.0,A46,D00,B20,E00,0.259,0.431,0.31,0.159,0.349,0.492,287.0,45.66,498.0,2333.0,2249.0,2244.0,JBengoa,47.0,48.0,5.0,100.0,2094.0,41.935,53.226,4.839,62.0,53.968,46.032,0.0,63.0,B01,A40,A82,C40,0.267,0.517,0.2,0.29,0.581,0.129,226.0,45.03,92186.0,2471.0,2469.0,2417.0,-1,1
Cuajo,49.0,44.0,7.0,100.0,2137.0,2120-2139,40.323,54.839,4.839,62.0,52.381,46.032,1.587,63.0,A46,D00,B20,E00,0.259,0.431,0.31,0.159,0.349,0.492,287.0,45.66,498.0,2333.0,2249.0,2244.0,JBengoa,47.0,48.0,5.0,100.0,2094.0,41.935,53.226,4.839,62.0,53.968,46.032,0.0,63.0,B01,A40,A82,C40,0.267,0.517,0.2,0.29,0.581,0.129,226.0,45.03,92186.0,2471.0,2469.0,2417.0,1,1
mkomes,47.0,44.0,9.0,100.0,1263.0,1260-1279,55.556,36.508,7.937,63.0,38.71,54.839,6.452,62.0,A40,D00,A43,C54,0.153,0.441,0.305,0.526,0.211,0.246,266.0,46.63,2579.0,1482.0,1457.0,1425.0,gokayalp,45.0,50.0,5.0,100.0,1288.0,45.902,50.82,3.279,61.0,48.438,46.875,4.688,64.0,A00,C00,B40,B20,0.22,0.39,0.373,0.377,0.361,0.262,248.0,45.06,10692.0,1502.0,1491.0,1482.0,-1,1
sia1985,44.0,45.0,11.0,100.0,1947.0,1940-1959,55.738,39.344,4.918,61.0,46.875,50.0,3.125,64.0,C47,C42,D30,A13,0.234,0.516,0.219,0.071,0.661,0.268,253.0,45.24,8538.0,2209.0,2166.0,2164.0,gdebuhr,45.0,46.0,9.0,100.0,1978.0,49.206,42.857,7.937,63.0,51.613,41.935,6.452,62.0,B01,A40,A03,B22,0.143,0.603,0.222,0.057,0.849,0.094,205.0,45.07,13925.0,2258.0,2224.0,2214.0,1,1
kingofsavoy,39.0,56.0,4.0,100.0,1264.0,1260-1279,43.75,51.562,4.688,64.0,42.623,55.738,1.639,61.0,C25,C50,C42,C80,0.315,0.574,0.074,0.164,0.552,0.284,492.0,45.77,1018.0,1529.0,1486.0,1466.0,And-rew,60.0,40.0,0.0,15.0,1365.0,50.0,44.828,5.172,116.0,33.333,66.667,0.0,9.0,D00,A40,A46,A80,0.377,0.475,0.082,0.31,0.362,0.328,526.0,147.46,459.0,1499.0,1499.0,1497.0,-1,1
Aliazmatmadura,51.0,47.0,2.0,100.0,2042.0,2040-2059,51.613,46.774,1.613,62.0,50.794,46.032,3.175,63.0,C00,C01,A18,C14,0.219,0.578,0.203,0.241,0.586,0.172,399.0,45.05,5967.0,2381.0,2302.0,2299.0,Joevick,46.0,50.0,4.0,100.0,2071.0,48.387,46.774,4.839,62.0,55.556,42.857,1.587,63.0,C00,A04,A43,D35,0.092,0.646,0.262,0.25,0.5,0.25,425.0,45.28,21936.0,2446.0,2439.0,2434.0,-1,1
abouisrae,13.0,84.0,3.0,100.0,1327.0,1320-1339,14.062,82.812,3.125,64.0,11.475,88.525,0.0,61.0,C00,B20,nonStandard,A01,0.125,0.25,0.438,0.224,0.458,0.299,351.0,49.3,338.0,2057.0,1945.0,1934.0,Abdellahelmaknasy,43.0,54.0,3.0,100.0,1544.0,34.375,62.5,3.125,64.0,42.623,55.738,1.639,61.0,B30,A10,A02,A25,0.271,0.5,0.208,0.568,0.297,0.108,344.0,46.63,6053.0,2216.0,2129.0,2125.0,-1,1
KAKAZANA007,42.0,53.0,5.0,100.0,1880.0,1860-1879,53.226,43.548,3.226,62.0,50.794,49.206,0.0,63.0,C50,B01,B34,C56,0.215,0.492,0.292,0.362,0.5,0.138,391.0,45.61,19778.0,2260.0,2152.0,2151.0,Sixtotulio64,55.0,40.0,5.0,100.0,1987.0,60.317,34.921,4.762,63.0,53.226,46.774,0.0,62.0,B01,D02,D01,nonStandard,0.296,0.38,0.282,0.235,0.471,0.294,407.0,45.18,9529.0,2273.0,2266.0,2244.0,1,1
Eva_asenie,0.0,100.0,0.0,2.0,759.0,740-759,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,A40,nonStandard,A40,nonStandard,0.0,0.0,0.0,0.5,0.0,0.0,90.0,399.48,1.0,0.0,0.0,0.0,cubyskater,34.0,57.0,8.0,100.0,1360.0,49.153,38.983,11.864,59.0,34.848,60.606,4.545,66.0,D02,A80,C00,A43,0.404,0.327,0.212,0.667,0.222,0.079,313.0,53.66,569.0,2150.0,2129.0,1997.0,-1,1
eldar27,50.0,48.0,2.0,100.0,1135.0,1120-1139,55.0,41.667,3.333,60.0,41.538,55.385,3.077,65.0,D00,A40,B01,D30,0.283,0.45,0.25,0.344,0.557,0.066,230.0,52.22,1816.0,1407.0,1386.0,1373.0,drnajibweyal,46.0,50.0,4.0,100.0,1081.0,53.226,41.935,4.839,62.0,41.27,57.143,1.587,63.0,C20,C40,B06,A04,0.288,0.288,0.39,0.548,0.0,0.387,247.0,45.11,4911.0,1711.0,1545.0,1543.0,-1,1
lelouch03,52.0,44.0,4.0,100.0,1021.0,1020-1039,43.077,52.308,4.615,65.0,51.667,43.333,5.0,60.0,B01,A04,A16,C44,0.254,0.22,0.458,0.417,0.367,0.167,272.0,71.46,721.0,1121.0,1105.0,1102.0,Guray26,42.0,55.0,3.0,100.0,951.0,45.0,53.333,1.667,60.0,36.923,60.0,3.077,65.0,C50,C40,C48,B40,0.412,0.353,0.196,0.155,0.718,0.113,215.0,45.08,2790.0,1399.0,1372.0,1365.0,-1,1
Velan2608T,41.0,52.0,7.0,100.0,1081.0,1080-1099,53.03,42.424,4.545,66.0,40.678,52.542,6.78,59.0,C00,C50,C54,B40,0.424,0.339,0.186,0.407,0.441,0.153,319.0,59.2,219.0,2140.0,1259.0,1245.0,hatef1382,44.0,55.0,1.0,100.0,1035.0,48.333,50.0,1.667,60.0,43.077,56.923,0.0,65.0,C00,C02,C47,D02,0.298,0.456,0.193,0.209,0.672,0.015,283.0,61.98,255.0,1298.0,1278.0,1227.0,-1,1
Benedictine,33.0,57.0,9.0,100.0,1928.0,1920-1939,38.095,58.73,3.175,63.0,38.71,48.387,12.903,62.0,B00,A40,C57,C26,0.188,0.708,0.083,0.104,0.836,0.06,468.0,147.78,3026.0,2111.0,2096.0,2088.0,ArtDebut,27.0,71.0,2.0,100.0,1900.0,32.787,62.295,4.918,61.0,25.0,73.438,1.562,64.0,B30,E76,A16,A84,0.083,0.694,0.222,0.082,0.882,0.0,509.0,86.01,6941.0,2034.0,2031.0,2030.0,-1,1
jamshid_th,56.0,41.0,2.0,100.0,2092.0,2080-2099,61.905,34.921,3.175,63.0,45.161,51.613,3.226,62.0,C00,D00,E32,A80,0.149,0.433,0.418,0.278,0.37,0.333,455.0,45.17,2781.0,2305.0,2304.0,2302.0,bassamnaji,53.0,43.0,4.0,100.0,2069.0,46.875,51.562,1.562,64.0,45.902,50.82,3.279,61.0,A09,B02,B90,E12,0.172,0.638,0.19,0.297,0.578,0.125,373.0,45.04,49617.0,2406.0,2388.0,2379.0,1,1
