user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3
Junado,51.0,49.0,0.0,100.0,1176.0,59.677,38.71,1.613,62.0,47.619,52.381,0.0,63.0,D00,A40,C23,C24,0.358,0.507,0.119,0.035,0.158,0.807,389.0,45.04,4090.0,1356.0,1348.0,1341.0
Saeed-777,37.0,53.0,10.0,100.0,1510.0,52.459,42.623,4.918,61.0,37.5,54.688,7.812,64.0,C20,C41,D05,C21,0.339,0.429,0.143,0.574,0.148,0.066,225.0,50.7,694.0,1713.0,1707.0,1697.0
onbothneez,56.0,40.0,3.0,100.0,2152.0,63.492,31.746,4.762,63.0,58.065,41.935,0.0,62.0,B10,B12,C30,D31,0.289,0.395,0.289,0.304,0.391,0.304,285.0,45.0,13133.0,2291.0,2289.0,2277.0
Fhdmou1,51.0,45.0,4.0,100.0,1548.0,56.25,40.625,3.125,64.0,45.902,50.82,3.279,61.0,C50,C44,C30,B13,0.312,0.438,0.219,0.123,0.474,0.316,240.0,45.06,333.0,1637.0,1603.0,1593.0
Ogre-da-Brandoa,46.0,42.0,12.0,100.0,2103.0,50.0,40.323,9.677,62.0,41.27,47.619,11.111,63.0,B23,B27,B24,B01,0.175,0.719,0.105,0.127,0.782,0.091,389.0,45.06,14892.0,2455.0,2399.0,2387.0
LeisesGebruell,42.0,51.0,7.0,100.0,1787.0,50.794,49.206,0.0,63.0,50.0,38.71,11.29,62.0,D00,D10,B14,A00,0.175,0.46,0.349,0.345,0.509,0.145,356.0,45.02,5391.0,1980.0,1979.0,1968.0
Milad_prv7,46.0,51.0,3.0,100.0,873.0,51.562,46.875,1.562,64.0,39.344,55.738,4.918,61.0,C42,C50,C22,C56,0.333,0.263,0.404,0.562,0.328,0.109,229.0,45.22,552.0,1756.0,1301.0,1094.0
m_shaleen,47.0,48.0,5.0,100.0,1937.0,62.903,33.871,3.226,62.0,44.444,50.794,4.762,63.0,D02,A43,B45,A80,0.09,0.537,0.358,0.151,0.755,0.094,234.0,45.0,45749.0,2240.0,2234.0,2232.0
Requiem_for_a_Pawn,43.0,47.0,10.0,100.0,1921.0,46.032,46.032,7.937,63.0,43.548,45.161,11.29,62.0,B01,A43,C02,D20,0.25,0.464,0.196,0.316,0.193,0.491,267.0,48.5,454.0,2239.0,2223.0,2219.0
alexrosario,42.0,56.0,2.0,100.0,1602.0,43.75,54.688,1.562,64.0,54.098,45.902,0.0,61.0,D00,C00,D31,B40,0.23,0.443,0.328,0.19,0.333,0.476,281.0,45.09,19840.0,1888.0,1871.0,1868.0
theodoros14,50.0,46.0,4.0,100.0,1775.0,51.613,48.387,0.0,62.0,52.381,42.857,4.762,63.0,B30,B06,A40,A00,0.215,0.477,0.292,0.246,0.474,0.263,257.0,45.05,600.0,1986.0,1962.0,1932.0
Hafeezmhd,47.0,51.0,2.0,100.0,1901.0,50.82,45.902,3.279,61.0,56.25,43.75,0.0,64.0,D02,B20,B54,D20,0.194,0.627,0.179,0.071,0.321,0.589,396.0,45.15,2821.0,2048.0,2045.0,2042.0
Bikkel11,52.0,44.0,4.0,100.0,1805.0,58.209,40.299,1.493,67.0,48.276,44.828,6.897,58.0,nonStandard,C00,C18,E39,0.463,0.358,0.164,0.132,0.264,0.604,267.0,45.85,3933.0,2394.0,2374.0,2358.0
BigH,51.0,44.0,5.0,100.0,2406.0,51.562,40.625,7.812,64.0,52.459,44.262,3.279,61.0,A40,A45,A02,A03,0.215,0.508,0.277,0.34,0.377,0.283,297.0,47.23,25791.0,2861.0,2855.0,2820.0
dmitry_donskoi,47.0,52.0,1.0,100.0,1527.0,41.27,55.556,3.175,63.0,50.0,50.0,0.0,62.0,B30,C41,D00,B23,0.421,0.351,0.211,0.152,0.394,0.439,265.0,45.04,3316.0,1783.0,1730.0,1715.0
kassiesa,46.0,46.0,8.0,100.0,1318.0,51.562,43.75,4.688,64.0,36.066,55.738,8.197,61.0,C20,C41,B10,C21,0.145,0.564,0.236,0.129,0.742,0.129,363.0,45.05,4130.0,1619.0,1614.0,1576.0
AlbaraaMIssa,31.0,58.0,10.0,87.0,1537.0,39.344,52.459,8.197,61.0,48.438,45.312,6.25,64.0,B01,A40,D06,A03,0.291,0.491,0.2,0.541,0.344,0.115,397.0,80.05,799.0,2099.0,1820.0,1552.0
batman1976804,42.0,53.0,5.0,100.0,1770.0,52.381,44.444,3.175,63.0,45.161,50.0,4.839,62.0,B10,B12,B30,C44,0.328,0.607,0.066,0.169,0.356,0.458,379.0,45.0,9082.0,2318.0,2141.0,2125.0
kulk09,33.0,61.0,4.0,63.0,1740.0,38.462,56.923,4.615,65.0,53.333,41.667,5.0,60.0,C44,C41,C48,C29,0.298,0.544,0.158,0.161,0.645,0.177,236.0,45.13,5336.0,1931.0,1925.0,1919.0
Max_Chg,46.0,38.0,16.0,100.0,2088.0,60.938,28.125,10.938,64.0,32.787,49.18,18.033,61.0,A40,D10,D06,D35,0.237,0.458,0.288,0.25,0.688,0.062,407.0,51.12,1701.0,2549.0,2468.0,2385.0
ibo_1993,40.0,56.0,4.0,100.0,1063.0,41.463,53.659,4.878,41.0,34.0,62.0,4.0,50.0,B01,B00,B15,B02,0.265,0.529,0.147,0.226,0.604,0.17,518.0,48.26,91.0,1488.0,1231.0,1167.0
ZualaChhangte,49.0,43.0,8.0,100.0,2006.0,49.206,46.032,4.762,63.0,46.774,45.161,8.065,62.0,C50,C64,B02,A04,0.15,0.517,0.317,0.14,0.719,0.105,312.0,45.05,24525.0,2352.0,2351.0,2333.0
vrhegde,54.0,44.0,2.0,100.0,1755.0,57.812,42.188,0.0,64.0,37.705,59.016,3.279,61.0,B00,B06,B09,D00,0.433,0.417,0.15,0.032,0.302,0.667,268.0,45.0,14217.0,1994.0,1981.0,1976.0
Lotherm10,48.0,50.0,2.0,100.0,1357.0,48.387,51.613,0.0,62.0,46.032,52.381,1.587,63.0,D02,A40,D55,B12,0.186,0.458,0.305,0.415,0.246,0.323,386.0,45.23,1726.0,2040.0,1816.0,1758.0
Vasii2014,44.0,54.0,2.0,100.0,1732.0,53.125,45.312,1.562,64.0,34.426,63.934,1.639,61.0,D02,B01,A48,D35,0.218,0.455,0.273,0.279,0.691,0.029,321.0,45.84,765.0,1835.0,1832.0,1829.0
gullinborsti,53.0,44.0,3.0,100.0,1743.0,51.667,43.333,5.0,60.0,47.692,50.769,1.538,65.0,B01,A04,A20,A28,0.226,0.468,0.274,0.119,0.678,0.203,233.0,45.19,5622.0,1929.0,1926.0,1919.0
aladdin_haddad,48.0,51.0,1.0,100.0,1848.0,48.387,46.774,4.839,62.0,46.032,52.381,1.587,63.0,B00,B01,C01,C50,0.407,0.441,0.136,0.484,0.081,0.435,269.0,46.34,10464.0,2435.0,2377.0,2361.0
manasgupta1820,39.0,54.0,7.0,100.0,1786.0,48.387,43.548,8.065,62.0,42.857,52.381,4.762,63.0,D02,A40,D50,C23,0.158,0.544,0.281,0.2,0.733,0.05,219.0,45.67,23709.0,2408.0,2380.0,2357.0
Igbosmoker,100.0,0.0,0.0,3.0,2154.0,50.794,47.619,1.587,63.0,45.161,51.613,3.226,62.0,C02,B10,C70,B18,0.3,0.333,0.35,0.065,0.581,0.339,216.0,45.12,515.0,2448.0,2405.0,2401.0
danixvillalba20129,52.0,47.0,0.0,69.0,943.0,47.368,50.0,2.632,38.0,41.463,58.537,0.0,41.0,C00,B01,B23,D31,0.229,0.343,0.143,0.442,0.093,0.093,369.0,51.63,79.0,1105.0,1093.0,1074.0
squirellll,42.0,52.0,4.0,63.0,722.0,62.069,37.931,0.0,29.0,24.0,72.0,4.0,25.0,C20,C44,C47,C45,0.375,0.333,0.25,0.448,0.069,0.414,598.0,49.14,56.0,879.0,878.0,868.0
Cognacman,71.0,28.0,0.0,21.0,2196.0,55.556,41.27,3.175,63.0,48.387,45.161,6.452,62.0,B20,B00,B31,D07,0.231,0.569,0.169,0.111,0.593,0.296,291.0,46.44,457.0,2313.0,2301.0,2268.0
kasem1988,67.0,32.0,1.0,100.0,1391.0,76.19,22.222,1.587,63.0,64.516,35.484,0.0,62.0,A00,B01,A48,D02,0.261,0.545,0.182,0.278,0.667,0.0,291.0,349.23,414.0,0.0,0.0,0.0
RageAncestors,47.0,50.0,3.0,100.0,1226.0,48.438,50.0,1.562,64.0,50.82,42.623,6.557,61.0,C00,B01,A05,A04,0.323,0.355,0.323,0.103,0.793,0.103,219.0,45.13,4014.0,1425.0,1410.0,1403.0
Clementine1000,50.0,46.0,4.0,100.0,1365.0,61.29,33.871,4.839,62.0,39.683,53.968,6.349,63.0,B01,D00,A41,A06,0.27,0.365,0.302,0.255,0.491,0.145,230.0,45.08,7669.0,1539.0,1516.0,1506.0
Goatoftrading,53.0,47.0,0.0,100.0,1731.0,44.262,54.098,1.639,61.0,39.062,53.125,7.812,64.0,C42,C44,D60,B40,0.192,0.558,0.25,0.119,0.612,0.209,206.0,45.02,1916.0,1986.0,1945.0,1907.0
catmoises,49.0,50.0,1.0,100.0,1534.0,50.0,48.387,1.613,62.0,50.794,47.619,1.587,63.0,C41,A40,C48,B08,0.222,0.46,0.238,0.2,0.517,0.267,347.0,45.09,7372.0,1848.0,1827.0,1812.0
smidollo,46.0,50.0,4.0,100.0,1690.0,55.385,41.538,3.077,65.0,40.0,53.333,6.667,60.0,B01,C44,B06,C22,0.367,0.3,0.3,0.271,0.576,0.119,239.0,47.68,368.0,1801.0,1797.0,1776.0
joelando,56.0,42.0,1.0,100.0,1775.0,56.667,40.0,3.333,60.0,55.385,43.077,1.538,65.0,B28,D35,B21,A06,0.157,0.657,0.186,0.192,0.327,0.481,399.0,46.51,2238.0,2105.0,2000.0,1969.0
Romario31,53.0,39.0,7.0,84.0,1952.0,49.18,44.262,6.557,61.0,37.5,59.375,3.125,64.0,B21,C00,A04,B32,0.315,0.5,0.148,0.077,0.462,0.446,297.0,90.82,19826.0,2351.0,2348.0,2277.0
wExoqtic,32.0,65.0,3.0,100.0,1245.0,62.5,37.5,0.0,16.0,33.333,61.111,5.556,18.0,D00,A40,A48,A43,0.375,0.375,0.25,0.235,0.765,0.0,185.0,76.84,34.0,1384.0,1315.0,1310.0
Le_gabe,53.0,40.0,7.0,100.0,1239.0,51.667,40.0,8.333,60.0,46.154,44.615,9.231,65.0,C44,C47,D06,C43,0.393,0.393,0.164,0.226,0.755,0.019,197.0,45.07,2264.0,1856.0,1698.0,1458.0
Fayez99,52.0,48.0,0.0,100.0,1534.0,53.968,46.032,0.0,63.0,54.839,45.161,0.0,62.0,B20,A80,C44,B00,0.368,0.397,0.191,0.298,0.456,0.228,239.0,49.2,6875.0,2015.0,1863.0,1834.0
mohan_8,39.0,55.0,6.0,100.0,775.0,41.27,55.556,3.175,63.0,48.387,48.387,3.226,62.0,A00,B00,C46,C50,0.429,0.464,0.071,0.369,0.462,0.015,293.0,45.46,836.0,950.0,906.0,902.0
adamjimenezuk,55.0,37.0,8.0,100.0,1632.0,68.254,30.159,1.587,63.0,58.065,32.258,9.677,62.0,C42,C24,B50,C22,0.215,0.582,0.165,0.128,0.41,0.462,481.0,45.88,6192.0,1882.0,1858.0,1843.0
eggowafles,46.0,50.0,4.0,100.0,1037.0,46.667,50.0,3.333,60.0,46.154,49.231,4.615,65.0,B01,B10,C55,C78,0.293,0.397,0.293,0.194,0.597,0.145,247.0,45.1,12881.0,1765.0,1747.0,1734.0
