user_white_performance,op_black_performance,op_white_performance,user_black_performance,op_win_rate,op_lose_rate,user_lose_rate,user_win_rate,user_resign_winrate,user_average_game_len,user_resign_lossrate,user_blitz_rating,op_average_game_len,user_mate_winrate,user_black_draw_rate,op_time_performance,op_resign_winrate,user_mate_lossrate,op_average_best_win,user_white_draw_rate,op_blitz_rating,op_white_game_count,user_average_best_win,user_black_game_count,user_game_count,op_game_count,op_black_game_count,user_white_game_count,op_rating_deviation,op_resign_lossrate,op_eco_in_user_winrate,user_rating_deviation,high_draw_rate,op_mate_lossrate,op_black_draw_rate,user_time_performance,op_mate_winrate,user_eco_in_op_winrate,op_white_draw_rate,user_blitz_total_games,op_blitz_total_games,game_result
-2701.063129,-1769.535,-2076.569862,-2574.247536,44.0,55.0,48.0,47.0,0.574,352.0,0.518,1749.0,303.0,0.279,4.762,0.003941999999999999,0.545,0.411,1812.3333333333333,8.065,1662.0,65.0,2023.6666666666667,63.0,100.0,100.0,60.0,62.0,45.23,0.71,0,74.84,1,0.072,1.667,0.017168,0.345,0,0.0,1361.0,2235.0,1.0
-3089.120303,-1676.7290400000002,-2482.140375,-2039.58125,50.0,47.0,49.0,49.0,0.556,534.0,0.763,1459.0,510.0,0.27,3.125,0.006664000000000001,0.643,0.203,1942.3333333333333,1.639,1533.0,63.0,1598.0,64.0,100.0,100.0,62.0,61.0,45.05,0.75,0,50.12,1,0.203,3.226,0.0067209999999999995,0.125,0,4.762,898.0,5974.0,1.0
-2813.925,-1967.868,-2797.5717,-1547.124112,53.0,45.0,51.0,41.0,0.586,613.0,0.621,1716.0,405.0,0.259,11.475,0.026015,0.477,0.259,1787.6666666666667,3.125,1663.0,62.0,1829.6666666666667,61.0,100.0,100.0,63.0,64.0,83.91,0.559,0,47.73,1,0.051,0.0,0.028014000000000004,0.277,0,1.613,915.0,900.0,1.0
-1533.76,-2598.9662799999996,-2062.5,-2029.9606459999998,49.0,37.0,43.0,54.0,0.483,210.0,0.806,1467.0,235.0,0.293,1.667,0.0,0.5,0.194,1648.6666666666667,6.154,1521.0,64.0,1672.6666666666667,60.0,100.0,100.0,61.0,65.0,45.67,0.714,0,45.4,1,0.204,11.475,0.012627,0.2,0,14.062,4908.0,22012.0,1.0
-3043.4476449999997,-1845.14,-2137.259138,-2494.09732,39.0,56.0,52.0,46.0,0.485,378.0,0.618,1336.0,538.0,0.397,1.538,0.008763000000000002,0.517,0.2,1538.6666666666667,1.667,1309.0,63.0,1485.6666666666667,65.0,100.0,100.0,62.0,60.0,45.0,0.738,0,45.56,1,0.138,0.0,0.010823999999999999,0.414,0,3.175,2173.0,7214.0,1.0
-2739.537244,-1746.9,-1669.8078540000001,-2350.2335120000002,51.0,47.0,35.0,55.0,0.443,252.0,0.067,2183.0,293.0,0.286,9.836,0.18609300000000004,0.557,0.244,2718.0,6.25,2396.0,63.0,2571.6666666666665,61.0,100.0,100.0,62.0,64.0,45.31,0.621,0,45.35,1,0.138,1.613,0.058563,0.164,0,7.937,11225.0,16278.0,-1.0
-1240.4112140000002,-3007.671404,-2898.55961,-1743.1887199999999,56.0,39.0,46.0,45.0,0.612,410.0,0.152,1752.0,322.0,0.041,3.226,0.041128,0.528,0.621,1951.6666666666667,12.698,1787.0,63.0,2063.3333333333335,62.0,100.0,100.0,62.0,63.0,45.0,0.673,0,45.05,1,0.224,3.226,0.023452,0.264,0,3.175,15370.0,4960.0,-1.0
-1724.72,-3035.266353,-3150.5164320000003,-1654.251668,55.0,44.0,52.0,46.0,0.463,316.0,0.609,1334.0,437.0,0.426,1.538,0.018483,0.38,0.217,1455.3333333333333,1.667,1331.0,57.0,1538.0,65.0,100.0,87.0,68.0,60.0,62.77,0.49,0,47.09,0,0.471,2.941,0.00222,0.394,0,1.754,1612.0,216.0,-1.0
-2685.63372,-1728.9361739999997,-2695.0,-1828.125,49.0,44.0,47.0,48.0,0.459,189.0,0.707,1900.0,264.0,0.164,3.125,0.013884,0.517,0.241,2149.6666666666665,6.557,1919.0,60.0,2247.0,64.0,100.0,100.0,65.0,61.0,45.18,0.356,0,45.18,1,0.339,4.615,0.10004,0.2,0,5.0,5096.0,4715.0,1.0
-2319.663645,-2253.216258,-2644.4320000000002,-1934.15,51.0,41.0,48.0,51.0,0.576,244.0,0.828,1607.0,403.0,0.303,0.0,0.00621,0.687,0.103,2060.0,0.0,1681.0,63.0,1671.6666666666667,32.0,56.0,100.0,62.0,30.0,45.19,0.275,0,60.7,0,0.196,4.839,0.064009,0.209,0,6.349,62.0,9817.0,1.0
-2942.9305229999995,-1303.5948640000001,-3011.933496,-1719.9365040000002,49.0,45.0,43.0,56.0,0.583,284.0,0.644,1489.0,363.0,0.183,3.125,0.0,0.534,0.305,2142.6666666666665,6.557,1463.0,63.0,1770.0,64.0,100.0,100.0,62.0,61.0,45.92,0.419,0,45.67,1,0.355,8.065,0.045200000000000004,0.293,0,0.0,1871.0,2285.0,-1.0
-3693.8534489999997,-1033.006374,-1804.8500000000001,-2529.037,7.0,92.0,49.0,45.0,0.484,508.0,0.611,1081.0,438.0,0.258,11.29,0.0,0.333,0.37,1029.6666666666667,3.175,983.0,12.0,1305.3333333333333,62.0,100.0,13.0,14.0,63.0,81.03,0.647,0,45.13,0,0.176,0.0,0.028336,0.556,0,0.0,186.0,26.0,1.0
-2796.591192,-1741.223232,-2644.4320000000002,-1692.38125,48.0,44.0,56.0,41.0,0.688,182.0,0.842,1932.0,236.0,0.125,6.25,0.004428,0.623,0.14,2159.0,0.0,1911.0,63.0,2277.0,64.0,100.0,100.0,62.0,61.0,45.16,0.582,1,45.02,1,0.255,8.065,0.017004,0.115,0,6.349,23043.0,18403.0,-1.0
-1533.9909570000002,-3187.1063010000003,-4335.519756999999,-848.332099,70.0,28.0,52.0,42.0,0.292,190.0,0.583,1768.0,329.0,0.312,6.154,0.029197,0.518,0.319,2662.6666666666665,1.667,2018.0,63.0,2536.0,65.0,100.0,100.0,62.0,60.0,45.0,0.513,0,45.72,1,0.179,3.226,0.10903199999999999,0.169,0,1.587,34296.0,105878.0,-1.0
-2367.965486,-2137.705464,-2778.7923069999997,-1650.6220050000002,53.0,41.0,49.0,46.0,0.491,321.0,0.758,1287.0,346.0,0.211,4.839,0.008128,0.413,0.194,1597.3333333333333,4.762,1248.0,62.0,1525.6666666666667,62.0,100.0,100.0,63.0,63.0,45.05,0.839,0,46.27,1,0.143,3.175,0.005058,0.333,0,6.452,3481.0,727.0,1.0
-1712.682873,-2380.63274,-2611.3,-1851.8915350000002,54.0,38.0,61.0,36.0,0.553,258.0,0.726,2226.0,244.0,0.17,4.839,0.059696,0.473,0.068,2544.6666666666665,3.175,2337.0,62.0,2658.6666666666665,62.0,100.0,93.0,63.0,63.0,48.96,0.672,0,45.68,1,0.23,9.524,0.02091,0.145,0,4.839,11088.0,2799.0,-1.0
-2403.494,-1788.01875,-2403.7680419999997,-2036.1687499999998,52.0,44.0,51.0,45.0,0.569,390.0,0.415,2061.0,406.0,0.215,4.688,0.074292,0.631,0.245,2082.3333333333335,6.557,1941.0,61.0,2162.3333333333335,64.0,100.0,100.0,64.0,61.0,47.01,0.327,0,46.43,1,0.527,3.125,0.028999999999999998,0.092,0,4.918,3299.0,1452.0,1.0
-1746.213742,-2699.343129,-1858.6215800000002,-2337.6298119999997,45.0,47.0,45.0,53.0,0.609,362.0,0.431,1716.0,385.0,0.172,3.175,0.055025,0.435,0.414,2011.3333333333333,1.613,1802.0,65.0,2037.0,63.0,100.0,100.0,60.0,62.0,45.0,0.569,0,45.0,1,0.294,8.333,0.020295999999999998,0.129,0,10.769,20920.0,13819.0,-1.0
-2333.00084,-1643.7187500000002,-2320.896924,-2335.3125,46.0,51.0,43.0,52.0,0.617,377.0,0.836,2138.0,414.0,0.117,1.562,0.012555999999999998,0.672,0.073,2289.0,14.754,2101.0,61.0,2561.0,64.0,100.0,100.0,64.0,61.0,45.09,0.597,0,45.05,1,0.032,4.688,0.0725,0.138,0,3.279,30486.0,17530.0,1.0
-2240.936532,-2097.443394,-3158.04375,-1109.141748,53.0,42.0,56.0,35.0,0.617,287.0,0.379,2283.0,291.0,0.17,11.111,0.086632,0.556,0.242,2627.3333333333335,8.065,2379.0,64.0,2616.3333333333335,63.0,100.0,100.0,61.0,62.0,45.02,0.309,0,45.03,1,0.109,3.279,0.10074899999999999,0.206,0,7.812,6496.0,14990.0,-1.0
-2207.195253,-2144.2225320000002,-2003.834313,-2533.35,47.0,52.0,47.0,45.0,0.55,339.0,0.789,1782.0,248.0,0.217,6.061,0.010814999999999998,0.724,0.105,1904.6666666666667,6.78,1729.0,60.0,2132.6666666666665,66.0,100.0,100.0,65.0,59.0,45.04,0.921,0,45.01,1,0.048,4.615,0.0,0.172,0,1.667,2761.0,808.0,1.0
-2527.8372459999996,-1418.13438,-1428.2450000000001,-2750.7295759999997,30.0,60.0,43.0,48.0,0.485,433.0,0.574,1885.0,319.0,0.333,10.938,0.031578,0.457,0.128,1962.3333333333333,8.197,1469.0,46.0,1965.0,64.0,100.0,30.0,44.0,61.0,59.04,0.348,0,47.87,1,0.413,13.636,0.021710000000000004,0.429,0,6.522,258.0,90.0,1.0
-2644.099244,-1548.51054,-2652.431958,-1690.9343749999998,50.0,42.0,46.0,52.0,0.433,366.0,0.464,1440.0,328.0,0.3,7.812,0.02354,0.441,0.429,1497.6666666666667,6.557,1393.0,61.0,1829.3333333333333,64.0,100.0,96.0,64.0,61.0,45.31,0.544,0,45.15,1,0.386,9.375,0.011500999999999999,0.322,0,4.918,5470.0,176.0,-1.0
-2566.300924,-1936.7449920000001,-2333.00084,-2327.0499999999997,55.0,45.0,57.0,39.0,0.462,322.0,0.536,1153.0,322.0,0.323,1.562,0.005874,0.475,0.357,1735.6666666666667,4.918,1257.0,61.0,1962.6666666666667,64.0,100.0,100.0,64.0,61.0,45.18,0.45,0,45.0,0,0.367,3.125,0.030927000000000003,0.393,0,3.279,7738.0,4075.0,-1.0
-1996.4051100000001,-2503.64667,-2644.4320000000002,-1895.06593,59.0,36.0,55.0,42.0,0.471,201.0,0.688,1142.0,219.0,0.353,2.941,0.007099,0.443,0.094,1441.0,2.941,1303.0,63.0,1202.0,34.0,54.0,100.0,62.0,34.0,45.46,0.64,0,56.17,1,0.2,3.226,0.02058,0.314,0,4.762,68.0,1269.0,1.0
-1354.0891290000002,-2531.165407,-3391.5204179999996,-1071.2337320000001,41.0,56.0,70.0,22.0,0.286,673.0,0.0,1220.0,557.0,0.286,5.556,0.015561000000000002,0.566,0.591,1562.3333333333333,7.692,1151.0,63.0,1465.0,18.0,31.0,100.0,62.0,13.0,45.85,0.221,0,92.5,1,0.103,3.226,0.271128,0.321,0,3.175,31.0,3258.0,-1.0
-2865.656986,-1728.0199300000002,-3408.666102,-1332.5420000000001,52.0,45.0,46.0,47.0,0.273,223.0,0.578,1806.0,201.0,0.382,6.349,0.009144999999999999,0.213,0.391,2329.0,3.226,1936.0,56.0,2229.0,63.0,100.0,100.0,69.0,62.0,45.57,0.517,0,45.27,1,0.233,4.348,0.08175,0.41,0,1.786,10918.0,407.0,-1.0
-1743.411328,-2906.910874,-2382.7995,-2096.9566720000003,56.0,41.0,50.0,48.0,0.339,321.0,0.444,1257.0,339.0,0.458,1.562,0.002864,0.388,0.524,1293.0,3.279,1167.0,61.0,1413.3333333333333,64.0,100.0,100.0,64.0,61.0,45.13,0.547,0,45.4,1,0.283,3.125,0.020196000000000002,0.418,0,4.918,4677.0,1696.0,-1.0
-1278.35565,-3555.1655279999995,-2736.03,-1597.0255920000002,52.0,46.0,61.0,37.0,0.404,292.0,0.716,1570.0,393.0,0.319,4.478,0.0064529999999999995,0.448,0.257,2294.0,1.724,1740.0,60.0,2219.0,67.0,100.0,100.0,65.0,58.0,45.58,0.588,0,45.28,1,0.176,3.077,0.045864,0.254,1,8.333,11663.0,16517.0,-1.0
-1278.35565,-3555.1655279999995,-2736.03,-1597.0255920000002,52.0,46.0,61.0,37.0,0.404,292.0,0.716,1570.0,393.0,0.319,4.478,0.0064529999999999995,0.448,0.257,2294.0,1.724,1740.0,60.0,2219.0,67.0,100.0,100.0,65.0,58.0,45.58,0.588,0,45.28,1,0.176,3.077,0.045864,0.254,1,8.333,11663.0,16517.0,-1.0
-2007.9375,-2724.48179,-3097.29948,-1764.16548,70.0,29.0,57.0,41.0,0.582,383.0,0.652,1021.0,421.0,0.327,0.0,0.004118,0.571,0.246,1072.6666666666667,1.562,1073.0,14.0,1296.3333333333333,61.0,100.0,17.0,11.0,64.0,75.21,0.455,0,62.59,0,0.273,0.0,0.019929,0.357,1,0.0,1457.0,25.0,-1.0
-2239.28775,-2549.4998720000003,-2647.80202,-2175.85698,50.0,49.0,46.0,54.0,0.557,233.0,0.781,1992.0,367.0,0.246,0.0,0.018018,0.554,0.141,2370.3333333333335,0.0,1966.0,61.0,2081.0,62.0,100.0,100.0,64.0,63.0,45.87,0.414,0,45.08,0,0.086,1.562,0.065108,0.2,0,1.639,3869.0,8130.0,-1.0
-2451.261756,-1645.670416,-3000.474125,-1531.25,36.0,59.0,67.0,31.0,0.333,363.0,0.367,598.0,275.0,0.5,3.125,0.000624,0.238,0.481,894.3333333333334,3.279,762.0,28.0,1186.3333333333333,64.0,100.0,57.0,29.0,61.0,67.72,0.706,0,50.09,1,0.147,3.448,0.0,0.619,0,3.571,227.0,57.0,-1.0
-1922.9843740000001,-2389.021778,-2036.4375000000002,-2075.5971250000002,47.0,39.0,44.0,52.0,0.284,284.0,0.089,1590.0,288.0,0.433,3.175,0.22011300000000003,0.413,0.196,2251.6666666666665,0.0,1680.0,64.0,2214.3333333333335,63.0,100.0,100.0,61.0,62.0,46.58,0.646,0,45.04,1,0.104,9.836,0.056,0.222,0,12.5,12929.0,4171.0,-1.0
-2705.495,-1696.156847,-2657.8108700000003,-1797.11025,52.0,43.0,28.0,68.0,0.622,241.0,0.612,2451.0,259.0,0.122,1.538,0.045899999999999996,0.563,0.184,2808.6666666666665,1.667,2463.0,64.0,2500.6666666666665,65.0,100.0,100.0,61.0,60.0,45.03,0.854,0,69.83,1,0.083,4.918,0.015934,0.211,0,4.688,299.0,14801.0,1.0
-3500.032,-1372.919604,-2850.056715,-1727.8511739999997,52.0,47.0,49.0,50.0,0.541,215.0,0.797,1745.0,203.0,0.23,4.918,0.007276,0.429,0.136,1818.0,3.125,1753.0,65.0,1897.0,61.0,100.0,100.0,60.0,64.0,45.05,0.803,0,45.27,1,0.045,1.667,0.02736,0.464,0,3.077,7983.0,15518.0,1.0
-1982.8095300000002,-2192.272488,-1765.051008,-1993.2063839999998,44.0,47.0,45.0,46.0,0.586,598.0,0.745,2005.0,528.0,0.19,16.393,0.04116,0.629,0.039,2224.0,9.375,2037.0,63.0,2210.0,61.0,100.0,100.0,62.0,64.0,45.07,0.836,0,45.74,1,0.127,4.839,0.007451999999999999,0.161,0,7.937,4363.0,9103.0,1.0
-1934.01934,-2937.19756,-2136.292879,-2447.524482,57.0,41.0,45.0,54.0,0.559,359.0,0.6,1565.0,368.0,0.22,0.0,0.02268,0.565,0.185,1812.6666666666667,1.515,1593.0,63.0,1685.3333333333333,59.0,100.0,100.0,62.0,66.0,45.02,0.695,0,45.04,1,0.271,0.0,0.0074800000000000005,0.21,0,6.349,617.0,30722.0,-1.0
-1591.5745360000003,-3130.6194069999997,-1837.0075980000001,-2812.000598,54.0,44.0,46.0,50.0,0.415,342.0,0.643,1816.0,361.0,0.354,3.333,0.05319599999999999,0.557,0.054,2234.6666666666665,3.077,1890.0,63.0,2278.3333333333335,60.0,100.0,100.0,62.0,65.0,45.52,0.264,0,52.02,1,0.226,1.613,0.1018,0.214,0,1.587,1457.0,3289.0,-1.0
-2252.3554440000003,-2092.85,-3260.865295,-1495.781685,50.0,47.0,51.0,45.0,0.411,217.0,0.698,1901.0,233.0,0.304,1.613,0.03395,0.612,0.111,2146.0,7.937,1954.0,63.0,2343.6666666666665,62.0,100.0,100.0,62.0,63.0,45.04,0.566,0,47.83,1,0.151,3.226,0.075844,0.194,0,4.762,8240.0,21071.0,-1.0
-2889.18,-1432.748004,-1757.574,-2256.544616,56.0,39.0,27.0,67.0,0.329,308.0,0.308,1825.0,338.0,0.367,3.333,0.069597,0.537,0.179,2211.0,7.692,1865.0,66.0,2425.0,60.0,100.0,100.0,59.0,65.0,45.11,0.058,0,45.06,1,0.519,5.085,0.08201200000000002,0.179,0,4.545,1885.0,261.0,-1.0
-2307.9625,-2321.106872,-2483.605852,-1811.86497,62.0,34.0,31.0,56.0,0.492,262.0,0.274,1998.0,279.0,0.23,1.639,0.051987000000000005,0.419,0.516,2086.3333333333335,1.562,1977.0,62.0,2094.3333333333335,61.0,48.0,100.0,63.0,64.0,45.18,0.593,0,55.18,1,0.296,3.175,0.02553,0.145,0,11.29,1019.0,12768.0,-1.0
-2411.55,-2242.009809,-2397.7971270000003,-2099.993,51.0,47.0,52.0,44.0,0.276,243.0,0.295,1475.0,155.0,0.397,4.762,0.01188,0.525,0.607,2011.3333333333333,4.839,1468.0,60.0,1616.6666666666667,63.0,100.0,100.0,65.0,62.0,45.16,0.823,0,47.22,1,0.161,0.0,0.00496,0.295,0,3.333,3784.0,3499.0,1.0
-3016.061125,-1848.9216459999998,-2143.256184,-2113.158087,40.0,53.0,49.0,50.0,0.531,373.0,0.5,1734.0,279.0,0.328,1.538,0.0396,0.453,0.167,2235.6666666666665,0.0,1583.0,61.0,1808.6666666666667,65.0,100.0,100.0,64.0,60.0,45.05,0.734,0,46.0,1,0.25,1.562,0.0022559999999999998,0.377,0,11.475,195.0,12470.0,-1.0
-2371.94958,-2292.949971,-2861.987104,-1852.4857499999998,53.0,44.0,49.0,49.0,0.534,226.0,0.562,1432.0,242.0,0.293,3.333,0.07025,0.453,0.172,1747.0,1.538,1390.0,64.0,1706.3333333333333,60.0,100.0,100.0,61.0,65.0,45.04,0.19,0,45.09,1,0.293,3.279,0.0775,0.234,0,1.562,9196.0,16312.0,-1.0
-1914.47607,-2829.6114,-3471.798,-1351.728125,61.0,35.0,60.0,36.0,0.333,295.0,0.4,1398.0,339.0,0.431,3.125,0.065312,0.417,0.129,1574.3333333333333,3.279,1407.0,62.0,2302.3333333333335,64.0,100.0,100.0,63.0,61.0,46.69,0.059,0,64.53,1,0.529,0.0,0.058608,0.347,0,3.226,3770.0,176.0,-1.0
-3258.97396,-1624.4236050000002,-2721.325112,-2026.093212,57.0,42.0,45.0,51.0,0.477,335.0,0.07,1073.0,425.0,0.277,3.175,0.0005950000000000002,0.433,0.825,1865.6666666666667,1.613,1081.0,62.0,1200.6666666666667,63.0,100.0,100.0,63.0,62.0,45.18,0.016,0,45.82,0,0.047,1.587,0.216678,0.5,0,0.0,467.0,1360.0,-1.0
-3925.430459,-815.106357,-1723.988252,-2944.278208,41.0,53.0,42.0,52.0,0.618,321.0,0.51,2620.0,289.0,0.206,1.587,0.066374,0.487,0.02,2764.0,8.065,2431.0,63.0,2917.3333333333335,63.0,100.0,100.0,62.0,62.0,45.12,0.537,0,49.44,1,0.113,4.839,0.061599999999999995,0.333,0,4.762,4286.0,30885.0,-1.0
-1900.0513760000001,-2134.218476,-2732.113894,-1773.17954,52.0,38.0,56.0,39.0,0.517,392.0,0.695,1997.0,356.0,0.183,3.226,0.038363,0.485,0.136,2335.6666666666665,6.349,2070.0,67.0,2352.6666666666665,62.0,100.0,63.0,58.0,63.0,46.04,0.46,0,45.0,1,0.28,8.621,0.07357999999999999,0.273,0,5.97,5316.0,164.0,-1.0
-2111.718,-2259.65625,-3063.9378,-1465.3272020000002,44.0,51.0,47.0,49.0,0.44,438.0,0.304,1331.0,395.0,0.38,4.839,0.053186000000000004,0.508,0.478,1555.0,4.762,1338.0,61.0,1457.6666666666667,62.0,100.0,100.0,64.0,63.0,45.07,0.579,0,45.03,1,0.263,6.25,0.02844,0.18,0,4.918,686.0,1402.0,-1.0
-2258.708732,-2208.05,-2761.11274,-1854.079534,49.0,43.0,46.0,52.0,0.393,342.0,0.578,1318.0,403.0,0.361,0.0,0.006063,0.516,0.328,1545.0,0.0,1313.0,61.0,1887.0,63.0,100.0,100.0,64.0,62.0,45.26,0.481,0,45.08,1,0.185,7.812,0.070929,0.339,0,6.557,16575.0,8406.0,1.0
-2700.677178,-2131.569297,-2810.849217,-1866.7634779999998,51.0,46.0,44.0,55.0,0.276,256.0,0.258,1488.0,213.0,0.448,1.515,0.099735,0.467,0.121,1690.6666666666667,0.0,1447.0,62.0,1973.3333333333333,66.0,100.0,100.0,63.0,59.0,45.04,0.677,0,45.08,1,0.113,1.587,0.020079,0.333,0,3.226,14584.0,12508.0,-1.0
-1594.927072,-3391.731392,-2486.25,-2362.5,50.0,50.0,48.0,52.0,0.404,224.0,0.764,1012.0,552.0,0.385,0.0,0.0036680000000000003,0.338,0.097,1203.0,1.639,956.0,60.0,1627.6666666666667,64.0,100.0,100.0,65.0,61.0,45.07,0.383,0,45.87,0,0.367,0.0,0.041664,0.369,0,0.0,1921.0,16187.0,1.0
-3057.740875,-1504.2568660000002,-1547.124112,-2826.194148,44.0,48.0,45.0,53.0,0.576,240.0,0.615,2414.0,210.0,0.091,6.452,0.016401,0.617,0.269,2823.3333333333335,4.762,2343.0,61.0,2566.3333333333335,62.0,100.0,100.0,64.0,63.0,45.26,0.859,0,50.39,1,0.028,4.688,0.029997,0.17,0,6.557,890.0,6989.0,-1.0
-1989.374976,-1320.463872,-991.538291,-2100.63449,63.0,30.0,19.0,74.0,0.609,379.0,0.739,2236.0,382.0,0.141,7.937,0.03566999999999999,0.554,0.087,2218.6666666666665,8.065,2175.0,63.0,2242.0,63.0,100.0,100.0,62.0,62.0,46.87,0.722,0,46.06,1,0.028,4.839,0.05975,0.241,1,4.762,277.0,209.0,0.0
-1969.828146,-2363.2918959999997,-2305.289855,-1931.4184539999999,43.0,52.0,52.0,40.0,0.61,601.0,0.782,1699.0,615.0,0.169,11.475,0.020819,0.544,0.109,1690.6666666666667,6.25,1594.0,65.0,2055.3333333333335,61.0,100.0,100.0,60.0,64.0,45.38,0.415,0,45.13,1,0.415,5.0,0.03162,0.25,0,1.538,11029.0,3536.0,0.0
-3666.9853080000003,-1000.252338,-3023.95513,-1775.950805,48.0,51.0,51.0,44.0,0.6,540.0,0.66,1456.0,420.0,0.169,3.175,0.02924,0.638,0.132,1650.3333333333333,8.065,1422.0,63.0,1566.6666666666667,63.0,100.0,100.0,62.0,62.0,45.13,0.692,0,45.0,1,0.277,3.226,0.0,0.172,0,0.0,1498.0,7924.0,1.0
-2439.552768,-1473.3800199999998,-2312.4073879999996,-1784.0709109999998,52.0,44.0,41.0,51.0,0.782,353.0,0.784,2190.0,439.0,0.073,14.754,0.040002,0.441,0.098,2587.6666666666665,15.625,2215.0,63.0,2588.6666666666665,61.0,100.0,100.0,62.0,64.0,45.0,0.23,0,45.0,1,0.066,6.452,0.10222499999999998,0.203,0,1.587,17178.0,11657.0,-1.0
-1935.1880549999998,-2646.1942200000003,-2982.367248,-1104.124396,41.0,55.0,63.0,30.0,0.364,230.0,0.565,1145.0,355.0,0.364,10.526,0.0,0.482,0.37,1393.0,0.0,1116.0,63.0,1483.3333333333333,38.0,72.0,100.0,62.0,34.0,45.12,0.161,0,73.7,1,0.435,4.839,0.083538,0.339,0,6.349,72.0,1821.0,-1.0
-2532.091554,-1993.2063839999998,-2475.465276,-2049.60925,49.0,49.0,46.0,46.0,0.444,226.0,0.803,1787.0,254.0,0.241,3.226,0.009028,0.463,0.136,2377.6666666666665,4.762,1763.0,64.0,1986.6666666666667,62.0,100.0,100.0,61.0,63.0,45.38,0.75,0,45.38,1,0.088,3.279,0.043511999999999995,0.389,0,1.562,12563.0,32783.0,1.0
-3052.6687500000003,-1463.073875,-2707.432672,-1686.874,36.0,63.0,48.0,46.0,0.636,367.0,0.613,2003.0,572.0,0.164,6.557,0.0725,0.596,0.081,2305.0,6.25,1910.0,60.0,2204.3333333333335,61.0,100.0,33.0,65.0,64.0,45.02,0.809,0,45.29,0,0.132,4.615,0.003,0.154,0,3.333,1762.0,6521.0,-1.0
-1765.9585719999998,-1696.156847,-2452.362,-1597.625,59.0,31.0,35.0,58.0,0.4,373.0,0.5,1798.0,374.0,0.5,0.0,0.048931,0.507,0.333,2460.0,11.111,2103.0,64.0,1876.0,8.0,17.0,100.0,61.0,9.0,46.67,0.811,0,111.14,1,0.162,14.754,0.0027,0.2,0,6.25,17.0,2185.0,0.0
-2060.861387,-2442.998129,-2369.950011,-1732.020784,56.0,42.0,48.0,45.0,0.415,401.0,0.516,1673.0,429.0,0.245,10.769,0.015714000000000002,0.435,0.387,2164.3333333333335,5.0,1710.0,63.0,1928.3333333333333,65.0,100.0,100.0,62.0,60.0,45.01,0.316,0,65.17,1,0.105,3.226,0.11613,0.371,0,6.349,177.0,18938.0,1.0
-2060.861387,-2442.998129,-2369.950011,-1732.020784,56.0,42.0,48.0,45.0,0.415,401.0,0.516,1673.0,429.0,0.245,10.769,0.015714000000000002,0.435,0.387,2164.3333333333335,5.0,1710.0,63.0,1928.3333333333333,65.0,100.0,100.0,62.0,60.0,45.01,0.316,0,65.17,1,0.105,3.226,0.11613,0.371,0,6.349,177.0,18938.0,1.0
-1642.5,-2454.2081460000004,-2529.26058,-2003.30273,51.0,43.0,41.0,53.0,0.625,372.0,0.781,1828.0,384.0,0.196,4.615,0.028122,0.468,0.109,2367.0,3.333,1870.0,61.0,2033.6666666666667,65.0,100.0,100.0,64.0,60.0,45.03,0.635,0,45.15,1,0.135,14.062,0.021625,0.274,0,3.279,4174.0,32248.0,-1.0
-2076.4017400000002,-2375.019,-2911.841222,-1674.008512,42.0,54.0,42.0,53.0,0.561,258.0,0.557,1911.0,251.0,0.14,6.557,0.015312000000000001,0.594,0.377,2043.0,4.688,1870.0,62.0,2027.0,61.0,100.0,100.0,63.0,64.0,45.12,0.736,0,45.1,1,0.189,3.175,0.016017000000000003,0.159,0,1.613,8971.0,3724.0,-1.0
-2008.475679,-2477.5252320000004,-2331.7247220000004,-2330.95,48.0,52.0,51.0,45.0,0.607,349.0,0.188,1266.0,328.0,0.232,1.613,0.1085,0.45,0.312,1332.6666666666667,6.349,1222.0,63.0,1475.3333333333333,62.0,100.0,100.0,62.0,63.0,45.24,0.581,0,45.0,0,0.129,1.613,0.03625,0.333,0,3.175,1097.0,3276.0,1.0
-1908.974523,-2668.55598,-1631.958404,-3067.893384,27.0,69.0,44.0,53.0,0.61,254.0,0.825,1701.0,336.0,0.186,3.175,0.011692,0.778,0.032,1834.6666666666667,1.613,1596.0,64.0,2131.3333333333335,63.0,100.0,100.0,61.0,62.0,46.55,0.612,0,45.01,1,0.134,3.279,0.045472000000000005,0.074,0,3.125,5095.0,771.0,1.0
-2566.669,-1746.962963,-2566.669,-2025.3346589999999,41.0,56.0,49.0,51.0,0.492,226.0,0.571,1861.0,225.0,0.317,1.613,0.05472,0.59,0.125,2019.0,7.937,1834.0,63.0,2238.3333333333335,62.0,100.0,100.0,62.0,63.0,45.1,0.638,0,45.04,0,0.207,4.839,0.02415,0.213,0,4.762,5199.0,1230.0,1.0
-2103.85,-2291.039608,-2383.56,-2314.278,48.0,50.0,51.0,46.0,0.431,246.0,0.213,1469.0,254.0,0.293,3.175,0.025990000000000003,0.468,0.557,1747.6666666666667,6.452,1450.0,60.0,1629.3333333333333,63.0,100.0,100.0,65.0,62.0,45.17,0.377,0,45.09,1,0.049,3.077,0.13833399999999998,0.355,0,0.0,2190.0,6755.0,-1.0
