user_id,user_resign_winrate,user_time_winrate,user_average_game_len,user_rating_deviation,op_id,op_resign_winrate,op_time_winrate,op_average_game_len,op_rating_deviation,game_result,op_average_best_win,user_average_best_win,best_win_diff,user_white_performance,user_black_performance,op_white_performance,op_black_performance,combined_draw4,user_time_performance,op_time_performance,user_performace,op_performance,rating_diff,user_resign_perf,op_resign_perf,game_count_ratio
ferri-Srg,0.769,0.077,569.0,45.08,Sharvin_Sakthyvel,0.507,0.183,394.0,66.91,1.0,2267.6666666666665,2249.6666666666665,-91.0,1334.52846,1310.15742,3449.2128999999995,3184.226535,5.60675,0.0,0.035136,2162.0,2700.0,28.0,0.362968,0.326508,1.0
ElomKekmi,0.585,0.185,585.0,45.17,Paisano22,0.649,0.088,564.0,45.3,-1.0,1952.0,1601.6666666666667,294.0,2214.334281,2861.9673399999997,1731.608225,2066.702843,6.0765,0.039404999999999996,0.040656,2162.0,2254.0,52.0,0.39312,0.074635,1.0
andreanto,0.439,0.242,234.0,45.1,barronvonwinkle,0.267,0.45,244.0,45.51,-1.0,1956.3333333333333,1920.6666666666667,134.0,2222.2374999999997,2876.799101,1718.66404,2690.9777280000003,2.83625,0.007986,0.0711,2160.0,2544.0,15.0,0.226963,0.126558,1.0
escomatto,0.623,0.131,504.0,45.02,Sheye,0.615,0.138,529.0,45.18,1.0,1692.0,1584.6666666666667,248.0,2416.0336199999997,2031.25,2548.7999999999997,2416.0336199999997,2.77275,0.013755,0.0023460000000000004,2475.0,2184.0,1.0,0.39373600000000003,0.35854499999999995,1.0
Shivakpv,0.2769999999999999,0.185,272.0,61.95,acivI7,0.438,0.25,247.0,45.17,-1.0,1553.3333333333333,1990.6666666666667,-480.0,2621.5934039999997,2364.5064039999997,2561.606404,2156.934521,1.1495,0.08325,0.1035,1980.0,2376.0,-1.0,0.07839099999999997,0.08322,0.66
Vanlaltanabvt,0.22,0.488,303.0,56.43,pomell,0.278,0.426,248.0,45.78,-1.0,2532.3333333333335,2331.3333333333335,166.0,2190.508425,1451.6100000000001,3416.65,2190.48,2.3705,0.233264,0.282012,1960.0,2709.0,-168.0,0.01584,0.052264000000000005,1.0
SmileyPreacheR,0.304,0.3389999999999999,207.0,46.06,Awtsu,0.463,0.259,357.0,102.3,0.0,2004.3333333333333,2304.0,-296.0,2659.7165580000005,2101.000505,2505.0510099999997,1919.172073,3.9707500000000002,0.06678299999999998,0.032375,720.0,3600.0,9.0,0.133456,0.173625,6.666666666666667
stibr,0.354,0.246,343.0,45.15,Wean_driver,0.357,0.2,398.0,45.12,1.0,1439.3333333333333,1373.3333333333333,23.0,2119.8338710000003,2004.593318,2857.15,2089.091705,4.013249999999999,0.15252,0.051000000000000004,1892.0,2756.0,-243.0,0.0,0.16886099999999998,1.0
Fegatelo78,0.368,0.123,229.0,45.06,Morocho,0.412,0.275,382.0,46.67,1.0,2399.6666666666665,2794.3333333333335,-279.0,2725.2639560000002,2260.8559419999997,2246.3778260000004,1788.45,4.83,0.038007,0.17297500000000002,2491.0,2064.0,410.0,0.027232,0.11947999999999999,1.0
Peacefulerror,0.429,0.143,338.0,69.31,JemR2,0.217,0.348,327.0,54.96,-1.0,1664.6666666666667,1581.3333333333333,88.0,2957.023656,1971.3602919999998,2457.7753199999997,1856.132642,2.7969999999999997,0.005147999999999999,0.07099199999999999,2050.0,2337.0,-50.0,0.24195599999999998,0.04860799999999998,0.36
MaRcth,0.647,0.235,383.0,59.45,dayeemamal,0.606,0.212,320.0,45.81,-1.0,2297.0,1937.3333333333333,366.0,2282.89866,1879.622037,2592.631852,1697.268784,5.790500000000001,0.07238,0.029256,2400.0,2058.0,-34.0,0.22386199999999998,0.438744,0.59
Paw159,0.534,0.31,422.0,45.93,rhizom,0.45,0.35,387.0,45.01,1.0,2368.3333333333335,2431.6666666666665,23.0,2014.1148439999997,2394.485676,2235.9599570000005,2529.275,3.5927499999999997,0.056729999999999996,0.0721,1978.0,2650.0,93.0,0.2136,0.2358,1.0
yessenia2024,0.346,0.231,546.0,47.03,VetasJF,0.291,0.291,463.0,45.36,-1.0,1074.0,1137.3333333333333,-118.0,2498.6230640000003,1879.6850279999999,2891.797038,1831.541888,4.539250000000001,0.07807800000000001,0.169362,2067.0,2408.0,-72.0,0.106568,0.004365,1.0
chvchvchv,0.585,0.113,337.0,52.74,parsaghafari1,0.312,0.188,280.0,45.16,0.0,1059.0,1073.6666666666667,82.0,2320.273056,1922.316288,2727.25,1647.744094,6.8999999999999995,0.006102,0.03139599999999998,2394.0,1386.0,31.0,0.4112549999999999,0.05210399999999997,3.7142857142857144
Pachechnik,0.5,0.297,279.0,46.02,The_noble_savage,0.42,0.42,296.0,47.32,1.0,2595.0,2600.6666666666665,6.0,3772.3668900000002,2683.7845319999997,1512.434532,1249.9875,6.05625,0.100386,0.15624,3021.0,1435.0,2.0,0.272,0.18564,1.0
Beyaztkntr,0.2689999999999999,0.212,206.0,45.59,muddy02,0.267,0.4,250.0,45.1,-1.0,1178.6666666666667,1372.3333333333333,-111.0,1592.276154,2156.376795,2215.395,2792.295,6.795,0.015051999999999998,0.0308,2040.0,2352.0,-56.0,0.02394099999999999,0.189036,1.0
GBuri,0.522,0.179,555.0,46.7,m20att03,0.627,0.039,406.0,45.09,1.0,1703.3333333333333,1604.6666666666667,92.0,3506.2822079999996,2477.750556,2238.60406,1459.3835109999998,2.005,0.010203,0.0007019999999999999,2915.0,1890.0,81.0,0.358092,0.40692300000000003,1.0
Obeidaamer,0.322,0.237,204.0,45.02,RoccoRonco,0.36,0.2,258.0,45.35,-1.0,1892.6666666666667,1527.0,604.0,2919.612178,2424.34622,2162.30625,1811.0830079999998,3.2265,0.103569,0.013000000000000001,2850.0,1794.0,-77.0,0.117852,0.16847999999999996,1.0
hooponopono,0.636,0.218,536.0,45.0,Jeffer0124,0.689,0.18,383.0,45.51,0.0,2052.3333333333335,2235.6666666666665,-220.0,2661.946188,1391.1599800000001,2777.20625,1615.9231849999999,8.8345,0.0039239999999999995,0.00972,1845.0,2632.0,65.0,0.5565,0.627679,1.0
audax_xi,0.541,0.1969999999999999,253.0,57.57,NOTJonnyBoi,0.421,0.211,214.0,45.73,-1.0,1830.6666666666667,1497.6666666666667,362.0,2459.015625,2302.75584,2366.798924,1857.067008,5.19325,0.009652999999999995,0.014559,2750.0,1665.0,-19.0,0.284025,0.23954899999999998,1.0
Top07-707,0.5,0.2689999999999999,379.0,71.15,Adilet_Karshygin,0.567,0.167,358.0,45.77,-1.0,1944.6666666666667,2090.6666666666665,-242.0,1934.99743,2330.894693,2419.35,2872.235223,2.00325,0.09253599999999997,0.11857,2968.0,1840.0,17.0,0.258,0.115101,0.96
chess_rhayanne,0.53,0.145,302.0,46.45,Lapindiz,0.527,0.095,548.0,45.0,-1.0,1538.6666666666667,1189.0,352.0,2564.117045,2534.949301,1741.9499999999998,2041.4891819999998,2.011,0.00899,0.0023750000000000004,2280.0,2296.0,-46.0,0.29786000000000007,0.382075,1.0
spiritranger,0.474,0.228,263.0,45.23,ZeravLight,0.567,0.179,247.0,45.04,-1.0,2096.0,2279.3333333333335,-184.0,1935.464977,2227.350384,2611.349616,3041.493318,1.20975,0.06406800000000001,0.08681499999999999,2205.0,2592.0,65.0,0.208086,0.24891299999999997,1.0
akagoodcrazy,0.236,0.327,221.0,45.27,tigrrr,0.524,0.286,244.0,45.03,-1.0,1998.3333333333333,2227.0,-241.0,2381.5530240000003,1561.2841529999998,2888.3780640000004,2162.30625,4.80825,0.057225,0.018018,2021.0,2548.0,-228.0,0.128384,0.20802800000000002,1.0
konstaff,0.644,0.085,441.0,45.06,zxw20040703,0.644,0.051,479.0,46.06,1.0,1361.3333333333333,1621.0,-388.0,2343.140514,2565.039386,2317.8858480000004,2499.369564,1.197,0.00782,0.007190999999999999,2700.0,2208.0,134.0,0.46561199999999997,0.4025,1.0
AmmarHisham1993,0.68,0.12,318.0,50.48,noaman4433,0.443,0.246,393.0,45.62,-1.0,1559.6666666666667,1888.3333333333333,-445.0,1840.276256,1741.065625,2460.3,2538.333633,7.587000000000001,0.03648,0.011562,1462.0,2744.0,0.0,0.35224000000000005,0.186946,1.0
Kerboul,0.361,0.148,416.0,45.03,PABLOEVASQUEZH8,0.355,0.194,409.0,45.98,1.0,1635.0,1662.3333333333333,138.0,2310.1050960000002,2295.08306,2456.2830599999998,2459.148822,2.41575,0.08524799999999999,0.081286,1804.0,3135.0,-126.0,0.128516,0.16046,1.0
ZaidoHH,0.647,0.206,349.0,61.65,MACAAL33,0.594,0.219,420.0,45.12,1.0,2124.3333333333335,1902.0,261.0,2004.593318,1734.3826560000002,2938.469338,2738.1,3.415,0.039758,0.004817999999999999,1840.0,2640.0,15.0,0.32932300000000003,0.477576,0.83
imsorry-imnoob,0.409,0.1669999999999999,173.0,45.15,twin2081,0.538,0.308,192.0,45.0,1.0,1953.6666666666667,1777.6666666666667,178.0,3389.837046,2196.97478,2409.56261,1423.191364,4.002750000000001,0.0,0.016323999999999998,2397.0,2385.0,-50.0,0.346014,0.44385,1.0
galievdiniar181gmai,0.6779999999999999,0.1689999999999999,329.0,54.26,vof59,0.587,0.222,358.0,45.05,-1.0,1861.3333333333333,1597.3333333333333,279.0,1994.7046559999999,2374.669206,2153.85,2708.9964019999998,3.9719999999999995,0.01453399999999999,0.0111,2208.0,2448.0,-3.0,0.44409,0.41089999999999993,1.0
EugeniME,0.382,0.145,339.0,46.22,Al_Eb,0.25,0.232,289.0,45.09,-1.0,1403.6666666666667,1455.3333333333333,-109.0,2377.022208,2264.346875,2154.177792,2143.9627560000004,5.231750000000001,0.07467499999999999,0.03874399999999998,2438.0,1932.0,29.0,0.092444,0.12925,1.0
Ishmael42,0.636,0.127,260.0,45.01,iveshenry18,0.557,0.131,401.0,65.68,-1.0,1338.3333333333333,1431.0,-85.0,2185.809153,1875.0062500000001,2776.455072,2486.3274589999996,3.17075,0.004318000000000001,0.007729,2058.0,2530.0,-8.0,0.0,0.483476,1.0
DimitrisDalos,0.556,0.13,382.0,56.78,adskij_biskvit,0.545,0.159,346.0,47.68,-1.0,1482.6666666666667,1531.3333333333333,-46.0,2940.189516,1540.039176,2836.886052,1854.86707,3.8607500000000003,0.0053300000000000005,0.057081,2236.0,2385.0,59.0,0.522084,0.21309500000000003,1.0869565217391304
pggf,0.662,0.077,343.0,63.57,Artur0009,0.541,0.197,382.0,45.13,-1.0,1708.3333333333333,1784.6666666666667,-85.0,2419.99758,2570.559375,1965.721875,2177.955972,4.39225,0.01155,0.022261000000000003,2548.0,2025.0,136.0,0.2979,0.29592700000000005,1.0
se_solovyev,0.467,0.3829999999999999,463.0,45.07,muralimohan,0.556,0.238,379.0,45.15,-1.0,2296.0,2197.0,99.0,2750.027742,1699.6084250000001,2725.2639560000002,1814.5145160000002,5.58675,0.14783799999999997,0.076398,2303.0,1978.0,81.0,0.21295200000000003,0.08951600000000001,1.0
Faubelche,0.492,0.254,474.0,47.27,ShinigamiHD,0.574,0.106,407.0,45.13,-1.0,1628.0,1189.3333333333333,446.0,3161.75,2674.75824,2243.29652,1495.8623160000002,2.2994999999999997,0.06604,0.005194,2915.0,2024.0,-12.0,0.087576,0.150388,1.0416666666666667
Alexturban,0.5329999999999999,0.017,224.0,45.77,Ghioi,0.418,0.182,384.0,45.12,1.0,1575.6666666666667,1702.6666666666667,-181.0,3026.43884,2109.375,2583.35,1815.8731400000001,2.40875,0.008619,0.002912,2808.0,1935.0,118.0,0.14337699999999998,0.404624,1.0
stefan_95,0.5710000000000001,0.222,253.0,50.75,catse21,0.571,0.265,243.0,45.04,1.0,2670.3333333333335,2865.6666666666665,-209.0,3225.8591399999996,2073.721659,1856.148336,1413.210215,8.39725,0.006882,0.07128499999999997,3000.0,1554.0,51.0,0.43053400000000003,0.296349,1.0
Ruslan_Sh,0.579,0.088,359.0,45.48,Rosalia57,0.54,0.127,298.0,45.09,-1.0,1922.6666666666667,1913.0,0.0,2867.05,1459.56055,3617.159175,1607.1375,3.944,0.002992,0.012318999999999988,2068.0,2400.0,-44.0,0.47941199999999995,0.4530600000000001,1.0
Antiok,0.462,0.2689999999999999,387.0,45.74,DrVladimir64,0.466,0.247,412.0,45.12,1.0,2627.3333333333335,2458.3333333333335,176.0,2326.4270640000004,2070.679293,2224.6336699999997,2066.707545,3.61775,0.12831299999999995,0.03211,1890.0,2176.0,-56.0,0.12612600000000002,0.30383200000000005,1.0
Lolis987,0.411,0.25,360.0,45.09,RC_DNMinhTri2013,0.541,0.197,405.0,45.43,-1.0,1552.3333333333333,1504.6666666666667,87.0,2498.0489199999997,1618.77478,3284.490264,2263.854879,2.42625,0.08025,0.030338,1974.0,2585.0,-157.0,0.12412199999999998,0.274828,1.0
LHX148501,0.5710000000000001,0.061,338.0,55.8,yichun811,0.379,0.152,361.0,74.43,-1.0,1830.0,1389.3333333333333,589.0,1454.56,1955.6773140000003,2464.154498,3250.005,5.156750000000001,0.004514,0.011248,1216.0,3024.0,-151.0,0.24324600000000002,0.250898,1.0
jamalmoradi,0.3929999999999999,0.321,219.0,55.27,Abdo_Nf3,0.317,0.167,233.0,45.18,-1.0,1745.6666666666667,2247.0,-499.0,2066.637436,1794.889359,2153.868718,2307.7000000000003,8.81425,0.047508,0.0028390000000000004,444.0,4611.0,-75.0,0.10925399999999999,0.016484,0.24
majidrastitab,0.321,0.446,267.0,45.01,manelowsky,0.424,0.273,253.0,45.29,-1.0,2189.3333333333335,2011.0,280.0,2370.403598,1667.51067,3126.59402,2460.3,2.4275,0.095444,0.016653,2544.0,2200.0,45.0,0.223416,0.24422400000000002,1.0
heshamov,0.569,0.314,415.0,45.5,akbar99,0.579,0.175,341.0,45.03,-1.0,2437.0,2397.0,-22.0,2733.1499999999996,1337.92422,2879.420148,1904.7749999999999,6.44675,0.010362,0.05652499999999998,1968.0,2448.0,-81.0,0.456907,0.27618299999999996,1.0
amarras,0.54,0.19,267.0,45.03,tejon7,0.45,0.25,393.0,47.62,1.0,2078.6666666666665,2131.6666666666665,-58.0,2847.592436,2350.1875859999996,2345.426226,2085.6248610000002,1.94725,0.11286,0.03025,1560.0,3290.0,13.0,0.16848000000000002,0.36450000000000005,1.0
jjan1,0.672,0.034,337.0,45.18,josebueno70,0.61,0.136,295.0,45.03,-1.0,1873.6666666666667,1771.3333333333333,122.0,2947.854195,1966.6712280000002,2731.542924,1934.99743,2.0097500000000004,0.002584,0.01972,2750.0,2115.0,120.0,0.44822400000000007,0.40320999999999996,1.0
MasterLutz,0.77,0.115,442.0,52.87,unix56,0.905,0.048,486.0,69.01,1.0,1980.0,1947.3333333333333,89.0,3367.0269359999998,1951.8845270000002,1694.8998360000003,1164.021693,10.088,0.004945,0.0063360000000000005,2576.0,1457.0,-73.0,0.70301,0.75115,1.0
Afyonlu0364,0.3389999999999999,0.179,397.0,45.29,Antortiz,0.515,0.074,341.0,45.01,-1.0,1546.6666666666667,1328.3333333333333,241.0,1935.5,1841.2799999999997,2813.2256899999998,2419.394355,4.83725,0.054057999999999995,0.037592,2820.0,1628.0,-56.0,0.18543299999999996,0.13493000000000002,1.0
Krumow,0.72,0.16,370.0,56.94,Fella_Dolphin,0.71,0.194,537.0,248.73,1.0,1981.3333333333333,2138.6666666666665,-160.0,1887.075,1934.0450549999998,2271.045348,2666.688871,6.4022499999999996,0.008,0.034338,1872.0,2508.0,96.0,0.55224,0.53818,1.0
wangdifu,0.21,0.0969999999999999,365.0,48.94,vb23840757824,0.359,0.125,381.0,51.04,-1.0,1092.3333333333333,1013.0,75.0,3107.561613,1777.78779,2891.33663,1887.065484,2.32625,0.04200099999999996,0.0345,1872.0,2940.0,-71.0,0.04557,0.043439,1.0101010101010102
DaviPribanic,0.5,0.13,205.0,45.01,lol2k2k,0.667,0.148,222.0,48.94,-1.0,2180.3333333333335,2304.6666666666665,-212.0,2393.131624,1887.075,2916.705484,1909.65768,4.3255,0.008450000000000001,0.023532,2376.0,2106.0,-3.0,0.403,0.35751200000000005,1.0
Sag98,0.315,0.407,229.0,45.09,rmorais,0.614,0.123,252.0,45.03,1.0,2392.3333333333335,1953.0,448.0,1964.2543899999998,2459.02734,2062.399101,2614.1019840000004,4.43,0.07000399999999998,0.0,2350.0,2208.0,2.0,0.05418,0.27814199999999994,1.0
kravtsov777,0.382,0.382,269.0,45.04,ichkriegdiekriese,0.397,0.162,217.0,45.07,-1.0,1278.0,1287.3333333333333,0.0,1677.42043,2195.32569,2393.131624,3104.8599999999997,3.59825,0.048514,0.046332,1364.0,3080.0,-97.0,0.25021,0.13220099999999996,1.0
orange-2011,0.508,0.295,282.0,48.07,WzP13,0.456,0.211,249.0,49.45,1.0,1510.6666666666667,1570.0,-84.0,3144.27412,1665.05625,2800.297656,1397.4803009999998,5.60325,0.12094999999999999,0.025953,2400.0,2068.0,35.0,0.19964400000000002,0.223896,1.0
ibratef,0.517,0.25,246.0,45.12,EugenioCruz,0.415,0.169,265.0,45.01,1.0,2086.3333333333335,1854.6666666666667,312.0,1680.536256,2741.95,2112.360614,3076.3361299999997,2.39375,0.06575,0.07638800000000001,2600.0,2070.0,71.0,0.09978100000000001,0.10707,1.0
DEVARAJ_GOUDA,0.5670000000000001,0.104,184.0,46.09,Tonkatsui,0.322,0.322,257.0,45.4,1.0,1352.6666666666667,1708.0,-386.0,3305.556111,2108.842722,2485.208284,1733.32,2.33975,0.015079999999999998,0.046046,2070.0,2703.0,-1.0,0.29257200000000005,0.22990800000000003,1.0
vohid1980,0.433,0.1669999999999999,240.0,45.19,PawntoKing,0.453,0.094,252.0,45.43,1.0,2114.0,2479.0,-422.0,3107.198184,3833.35,1083.3500000000001,1694.845372,0.8265,0.1474609999999999,0.038728,2944.0,1674.0,476.0,0.0,0.213363,1.0
Fabishe,0.327,0.25,232.0,108.84,JRAnder,0.309,0.273,224.0,52.68,1.0,1336.0,1259.0,80.0,2263.74618,1890.7600140000002,2504.6931839999997,2207.1229200000002,5.548,0.02025,0.069342,1632.0,2730.0,-223.0,0.12131700000000001,0.092391,1.0
Hassan-y,0.3879999999999999,0.358,244.0,45.02,hasan-pshik,0.593,0.254,224.0,45.13,-1.0,1792.0,1670.6666666666667,110.0,2721.76875,2258.64408,2331.546188,1769.1375,4.8077499999999995,0.036874,0.023622,2070.0,2754.0,-118.0,0.21417599999999995,0.31844100000000003,1.0
Taurus319,0.4,0.35,259.0,45.13,svele,0.627,0.203,231.0,45.26,0.0,1833.3333333333333,1677.6666666666667,176.0,2578.1,1826.6927400000002,2664.602446,1905.2250000000001,5.589,0.06124999999999999,0.06759899999999999,2397.0,1638.0,34.0,0.2456,0.230109,1.0
Majidmkt,0.679,0.132,626.0,45.03,inb4bread,0.545,0.218,615.0,46.5,-1.0,1611.3333333333333,2269.3333333333335,-730.0,2529.759375,1763.628477,2913.7878899999996,1934.521875,4.38575,0.008316,0.035316,2091.0,2322.0,110.0,0.5710390000000001,0.21636500000000003,1.0
Nik-name13,0.672,0.23,406.0,45.77,Alexsandr1996,0.581,0.21,399.0,45.04,1.0,2223.0,1942.6666666666667,317.0,2040.0684880000001,2411.7765120000004,2109.378024,2500.64892,4.776,0.02829,0.12305999999999999,2214.0,2376.0,-217.0,0.40051200000000003,0.18011,1.0
PRO100_KMC,0.475,0.18,242.0,52.04,SorceressFern3,0.525,0.254,246.0,45.11,-1.0,2444.6666666666665,2463.3333333333335,-5.0,2187.5,2080.7172760000003,2080.716696,1828.1326040000001,9.104,0.013139999999999999,0.024384,1581.0,2090.0,67.0,0.37145,0.353325,1.0
Davorov,0.5329999999999999,0.267,325.0,52.22,saladino1412,0.552,0.19,330.0,45.02,-1.0,1866.0,2244.0,-418.0,2163.96,1557.301354,3179.66,2395.99029,2.7735,0.049395,0.010069999999999999,2160.0,2340.0,23.0,0.3032769999999999,0.46368000000000004,1.0
djaafar-djin52,0.4029999999999999,0.2239999999999999,376.0,46.63,aMaziNg222,0.54,0.19,390.0,45.02,-1.0,1802.0,1758.3333333333333,30.0,2934.91486,2306.569122,2700.869122,1983.08514,0.40975,0.04031999999999998,0.0589,2655.0,2090.0,-2.0,0.20472399999999996,0.23274,1.0
Angelo73,0.54,0.27,718.0,45.08,Chess02052023,0.684,0.053,549.0,77.57,1.0,2032.6666666666667,2212.0,-261.0,1587.290476,1042.180397,4094.3035980000004,2448.97517,3.77625,0.11583,0.010229,1008.0,3822.0,-39.0,0.15444,0.4801680000000001,2.380952380952381
IIaIIa,0.645,0.161,583.0,45.08,Kamskov_Evgenij,0.839,0.065,563.0,45.15,1.0,2362.0,2502.6666666666665,-277.0,2653.494693,1834.2038800000003,2660.6405139999997,1961.4676900000002,4.7940000000000005,0.031556,0.010075,2107.0,2150.0,-1.0,0.46053,0.636801,1.0
divya33,0.421,0.123,376.0,46.41,eness3457,0.258,0.113,276.0,46.52,0.0,1431.6666666666667,1575.0,-145.0,1912.0772159999997,1881.7233870000002,2494.611129,2256.377436,7.6105,0.037884,0.0565,2115.0,2160.0,49.0,0.129668,0.094686,1.0
Yudistira25,0.37,0.204,423.0,131.56,DreTheKing,0.549,0.118,356.0,45.08,-1.0,1715.0,1602.6666666666667,151.0,2690.3999999999996,2284.366192,2166.10086,2014.1148439999997,3.63075,0.051,0.040591999999999996,2257.0,2072.0,73.0,0.23125,0.14603400000000002,1.0
alex_tyshkevich,0.475,0.246,332.0,87.78,chessthora,0.458,0.153,398.0,45.04,1.0,1384.3333333333333,1234.6666666666667,137.0,2872.5007680000003,2293.888172,2457.7692779999998,2004.601536,1.9969999999999999,0.13407,0.010404,2496.0,2254.0,57.0,0.15105,0.35724,1.0
MQi5,0.508,0.046,347.0,45.0,elipinals12,0.477,0.169,283.0,45.0,-1.0,1978.6666666666667,2119.6666666666665,-43.0,2793.6358729999997,1801.487196,3017.36799,1857.122381,2.8302499999999995,0.001656,0.06405100000000001,2352.0,2401.0,-12.0,0.323088,0.26330400000000004,1.0
doedelflaps,0.569,0.2239999999999999,401.0,48.71,south-west3791,0.517,0.207,394.0,45.03,1.0,1979.0,1848.6666666666667,127.0,2716.624512,2192.53125,2227.796875,2060.878064,3.6289999999999996,0.05420799999999997,0.042021,2376.0,2107.0,48.0,0.189477,0.166474,1.0
Nutnut99,0.5,0.1169999999999999,408.0,56.37,Ugov,0.607,0.066,382.0,46.19,1.0,1726.0,1595.6666666666667,156.0,2048.854885,2293.894512,2314.5945349999997,2298.851724,4.47525,0.0,0.0,2499.0,2115.0,-15.0,0.431,0.51595,1.0
wilsom7,0.361,0.311,284.0,45.17,EduVasco,0.295,0.246,418.0,45.44,1.0,2359.3333333333335,2517.0,-173.0,2455.359375,1850.8784240000002,2300.366367,2380.95,5.263,0.25439799999999996,0.127182,2205.0,2250.0,16.0,0.026352999999999998,0.0885,1.0
boptygus,0.5329999999999999,0.156,281.0,73.0,davicin81,0.6,0.117,275.0,56.41,-1.0,1636.6666666666667,2233.6666666666665,-632.0,2065.574754,1557.703125,3136.96988,2879.815246,0.80725,0.004836,0.007371000000000001,1855.0,3008.0,-54.0,0.43279599999999996,0.41759999999999997,1.0
CoolFreezer,0.509,0.211,180.0,45.01,sosiska1345,0.328,0.293,229.0,55.17,-1.0,1962.0,1757.3333333333333,240.0,2704.94532,1934.521875,2678.56875,2146.999101,2.78475,0.04009,0.022560999999999998,2592.0,1927.0,109.0,0.210217,0.22205600000000003,1.3888888888888888
markkup,0.324,0.353,288.0,50.32,supermyopathe21,0.485,0.176,342.0,46.03,-1.0,2244.0,1784.3333333333333,537.0,2542.38906,2067.26849,2288.122188,2247.04019,3.5890000000000004,0.179677,0.040656,1620.0,3000.0,26.0,0.128304,0.2425,0.6
peterkanyata127,0.429,0.321,275.0,45.41,razmazzy,0.5,0.315,251.0,45.1,0.0,1965.3333333333333,1872.0,41.0,2732.2353630000002,1769.15378,2494.9687500000005,1686.165808,7.145,0.072546,0.162855,2024.0,2448.0,-97.0,0.172887,0.1585,1.0
julianpablo,0.552,0.09,526.0,45.01,secretjuuso,0.393,0.213,584.0,46.19,-1.0,1104.6666666666667,1136.3333333333333,-21.0,3004.7141520000005,2141.612144,2557.353792,1961.4676900000002,1.59375,0.01647,0.161667,2120.0,2596.0,-75.0,0.276,0.060915000000000004,1.0
Gusano69,0.552,0.293,438.0,53.53,OSMTI,0.6,0.271,440.0,45.34,-1.0,2464.3333333333335,2395.0,60.0,1825.4,1667.51067,2615.3815879999997,2476.177619,7.1747499999999995,0.106066,0.03794000000000001,1786.0,2288.0,-56.0,0.258336,0.4632,1.0
Aku_Orang_Jawa,0.435,0.1939999999999999,317.0,45.02,Aymerick49,0.597,0.29,342.0,45.59,-1.0,1702.3333333333333,1881.3333333333333,-179.0,1984.46218,2500.0,2208.1915440000002,2674.70348,3.2190000000000003,0.0067899999999999966,0.07134,2340.0,2106.0,78.0,0.27492,0.342678,1.0
a9303370360,0.516,0.2339999999999999,472.0,45.13,alim_241,0.422,0.111,353.0,45.13,1.0,2213.3333333333335,2389.6666666666665,-240.0,3074.260655,3147.683535,1546.9534840000003,1612.92522,4.059,0.10155599999999995,0.0444,3294.0,1480.0,268.0,0.13570800000000002,0.10761,1.0
HH13EN,0.7170000000000001,0.196,635.0,48.35,kirjeshakki,0.696,0.143,570.0,45.02,-1.0,2252.6666666666665,2159.0,-62.0,2130.06851,1331.2876600000002,2918.56851,2196.597235,7.591,0.0,0.038324,1800.0,2430.0,-9.0,0.6675270000000001,0.32364,1.0
AlwinK,0.474,0.351,451.0,45.04,ajitpaldhe,0.627,0.153,370.0,45.08,-1.0,2074.6666666666665,2350.6666666666665,-261.0,2625.7169400000002,1937.4875,2300.444928,1846.982459,6.78925,0.10178999999999999,0.061200000000000004,2184.0,2115.0,24.0,0.28297799999999995,0.1254,1.0
vagnervzp,0.358,0.302,392.0,56.14,fingers1122,0.492,0.237,294.0,45.91,-1.0,1450.6666666666667,2158.0,-781.0,2368.4,2002.787535,2548.996732,2280.7,3.65125,0.009361999999999999,0.08389799999999999,2200.0,2408.0,15.0,0.26849999999999996,0.23468399999999998,1.0
niraj139,0.5539999999999999,0.179,372.0,46.49,Oskarkf,0.458,0.136,302.0,78.33,0.0,1518.6666666666667,1514.6666666666667,16.0,1762.6997739999997,2657.362704,1999.993986,2516.94,5.291,0.005728,0.02271199999999999,2365.0,2150.0,-24.0,0.40220399999999995,0.1603,1.0
NATANAEL92,0.578,0.3279999999999999,269.0,45.63,Gotway,0.525,0.197,254.0,45.26,-1.0,2467.0,2448.0,8.0,3072.187404,1915.0005120000003,2529.4383000000003,1766.5125960000003,2.8034999999999997,0.17974399999999996,0.09140799999999999,3021.0,1656.0,28.0,0.130628,0.215775,1.0
Nemra29,0.5760000000000001,0.22,240.0,45.07,erprecisooo,0.5,0.207,212.0,45.04,-1.0,2220.0,2203.6666666666665,31.0,2827.378125,1686.951084,2337.37303,1726.1999999999998,7.24025,0.022000000000000002,0.022563,2016.0,2597.0,22.0,0.335808,0.209,1.0
Maxi2396,0.48,0.2,242.0,65.36,mtghattas,0.459,0.213,231.0,45.01,1.0,2027.3333333333333,2033.6666666666667,20.0,1834.2038800000003,1404.7713840000001,3064.5,2380.95,6.98925,0.025,0.017253,1666.0,2695.0,6.0,0.21408,0.28549800000000003,1.0
Knightkwill,0.419,0.186,457.0,71.89,penguin-thing,0.538,0.108,286.0,60.09,-1.0,1178.0,2057.6666666666665,-1005.0,1439.169408,1215.021408,3664.44108,3108.5805920000003,2.8305,0.024552,0.039528,1692.0,3136.0,-108.0,0.205729,0.28191200000000005,1.0
