user_id,user_resign_winrate,user_time_winrate,user_average_game_len,user_rating_deviation,op_id,op_resign_winrate,op_time_winrate,op_average_game_len,op_rating_deviation,game_result,op_average_best_win,user_average_best_win,best_win_diff,user_white_performance,user_black_performance,op_white_performance,op_black_performance,combined_draw4,user_time_performance,op_time_performance,user_performace,op_performance,rating_diff,user_resign_perf,op_resign_perf,game_count_ratio
ALPHABETIC,0.672,0.155,396.0,45.01,Sammito,0.588,0.235,406.0,45.0,1.0,2262.0,2288.6666666666665,-24.0,2427.283818,2614.1019840000004,2142.85,1967.2422000000001,4.02675,0.015965,0.093295,2438.0,2009.0,68.0,0.5140800000000001,0.33574799999999994,1.0
AMANET,0.426,0.426,234.0,45.08,VovaPitersky,0.5,0.25,260.0,45.13,1.0,2430.6666666666665,2237.6666666666665,211.0,2272.75,1113.7860640000001,3882.18636,2196.97478,4.79225,0.0,0.02575,2145.0,2322.0,3.0,0.310554,0.3015,1.0
ASSTASEN,0.576,0.119,265.0,45.34,hrn63,0.5,0.154,375.0,45.3,1.0,1941.6666666666667,1877.6666666666667,125.0,2810.29274,2338.688256,2328.591482,1498.80968,5.646999999999999,0.017492999999999998,0.010780000000000001,2650.0,1932.0,95.0,0.42335999999999996,0.421,1.0
A_Stelmashuk_Daniil,0.49,0.235,238.0,46.7,Lampard2021,0.378,0.378,284.0,46.97,0.0,2328.0,2403.0,-83.0,2181.8,2895.523164,1344.651243,1769.1981119999998,7.071000000000001,0.015275,0.02268,2684.0,1590.0,195.0,0.27979,0.25968600000000003,1.0
Aaalgirdas,0.475,0.262,383.0,45.1,White-Pawn,0.518,0.268,378.0,45.14,-1.0,2079.3333333333335,2237.3333333333335,-196.0,2821.267358,2293.907834,2450.0992319999996,1825.4,2.79725,0.019912,0.026800000000000004,2332.0,2430.0,-82.0,0.316825,0.37969400000000003,1.0
AaravhuAarav,0.419,0.226,311.0,70.06,nimsowichnew,0.464,0.232,280.0,51.64,1.0,2227.3333333333335,2010.6666666666667,238.0,3669.824,2847.1333799999998,1472.658345,1155.5600000000002,5.574249999999999,0.10396000000000001,0.049648000000000005,3024.0,1380.0,15.0,0.206148,0.165648,1.0
Ab09127140267,0.632,0.105,332.0,45.26,jake123456789,0.559,0.153,306.0,45.03,-1.0,1665.0,1541.6666666666667,148.0,2459.0,2271.6301439999997,2649.030144,1885.21694,3.3265,0.02583,0.032589,2860.0,2115.0,166.0,0.398792,0.12857000000000002,1.0
AbdAllahBa,0.476,0.206,280.0,45.05,yoydi,0.607,0.246,285.0,45.03,-1.0,2358.3333333333335,2398.0,-104.0,2196.63702,2457.759447,1843.33149,2557.57404,4.41625,0.07107,0.047478,2208.0,2303.0,-70.0,0.262752,0.447359,1.0
Abd_chacour,0.436,0.164,252.0,45.25,yahnster,0.414,0.276,194.0,46.42,-1.0,1753.0,1956.0,-228.0,2305.35,1997.9531249999998,2622.9500000000003,2397.525,2.792,0.007872,0.11371200000000001,2756.0,1849.0,-114.0,0.30956,0.17056799999999997,1.0
Abdalrhmanmhammed,0.509,0.127,473.0,68.34,Mostiska47,0.593,0.185,496.0,45.14,-1.0,1601.0,1570.6666666666667,4.0,2192.46875,2147.020148,2284.494606,2209.849628,5.621499999999999,0.061468,0.0027749999999999997,1755.0,2576.0,151.0,0.221415,0.364695,1.0
Abdelrhman_A7hmed,0.469,0.281,247.0,45.2,WideScrote,0.418,0.179,226.0,45.69,1.0,1968.6666666666667,2005.0,-96.0,1666.272426,3111.073889,1944.473889,2982.24071,1.5382500000000001,0.108466,0.015393999999999998,2714.0,2014.0,-64.0,0.156177,0.201894,1.0
Abdelsalam3,0.393,0.268,229.0,48.58,huesoskywalker,0.397,0.138,255.0,45.15,-1.0,1678.3333333333333,1647.3333333333333,39.0,2111.095,2431.7392059999997,2193.56,2349.204365,2.7685,0.12194,0.04374600000000001,2268.0,2385.0,-6.0,0.166632,0.163961,1.0
Abdrev,0.639,0.115,252.0,104.42,Melvisca23,0.464,0.232,366.0,117.52,1.0,1851.0,1422.3333333333333,462.0,2112.167358,1863.7591400000001,2872.521659,2508.964516,3.194,0.018055,0.0037120000000000005,1813.0,2679.0,22.0,0.363591,0.349856,1.0
AbdulQadir123,0.483,0.069,272.0,45.91,bencerino,0.5,0.233,378.0,45.19,-1.0,1788.0,1551.3333333333333,162.0,2707.6630769999997,1857.15,2857.15,1923.0987180000002,3.666,0.021873000000000004,0.015378000000000001,1500.0,2820.0,-150.0,0.2415,0.3195,0.4
Abdulhalimsiagian,0.525,0.203,255.0,68.49,PhilChillKing,0.417,0.333,274.0,45.05,-1.0,1918.0,2030.6666666666667,-129.0,3084.703125,1626.368072,3096.580328,1764.13125,3.19475,0.059885,0.11288700000000002,2288.0,2376.0,20.0,0.22365000000000002,0.215172,1.0
Abdullah_9,0.614,0.053,357.0,47.06,RK1332,0.559,0.118,494.0,45.17,1.0,1604.0,1694.6666666666667,-107.0,2096.75,1796.4126480000002,2889.86838,2822.6,1.9905,0.00689,0.0017699999999999999,1892.0,2915.0,4.0,0.443308,0.42372200000000004,1.0
Abdullakhalifa,0.492,0.222,339.0,45.02,Mogeo7,0.49,0.204,348.0,45.62,1.0,1646.6666666666667,1611.6666666666667,91.0,3141.20037,2477.6488839999997,1964.2875,1520.383448,4.80175,0.050838,0.007343999999999999,2544.0,2064.0,69.0,0.006888,0.245,1.2345679012345678
Abdulov023,0.46,0.12,293.0,46.01,PremkumarTN,0.534,0.121,311.0,46.48,-1.0,1468.0,1450.6666666666667,18.0,2166.10086,1816.4250000000002,2890.6,2166.10086,4.841,0.01932,0.0071389999999999995,2400.0,2115.0,-7.0,0.25989999999999996,0.282486,1.0
Abdulrhman50,0.719,0.158,312.0,50.59,jahani1e66,0.365,0.231,447.0,45.31,1.0,1680.6666666666667,1729.0,-25.0,3125.940937,2027.66851,2488.491705,1728.122811,3.1875,0.060988,0.003696,2744.0,1599.0,48.0,0.020851,0.139065,1.0
Abdurauf1968,0.415,0.062,353.0,45.0,Sasa5659,0.532,0.145,375.0,45.5,1.0,1581.3333333333333,1560.0,113.0,2518.6356929999997,2134.565784,2711.85,2011.90462,2.8634999999999997,0.014136000000000001,0.13760499999999998,1794.0,2800.0,-43.0,0.20376499999999997,0.009044000000000002,1.0
AbdurrahmanKerem308,0.574,0.221,321.0,53.75,Mo-Gamil,0.593,0.136,361.0,45.16,1.0,1830.6666666666667,1964.0,-141.0,2373.5019839999995,2591.202697,1763.61367,1934.521875,6.786,0.054366,0.008296,2464.0,1900.0,47.0,0.050511999999999994,0.326743,1.0
AbhaySantosh,0.333,0.143,334.0,64.56,kingkahnacademy,0.414,0.293,307.0,45.18,-1.0,1273.3333333333333,1145.0,126.0,2391.3,1932.336232,2201.5264319999997,2440.386676,5.3614999999999995,0.002431,0.0,2438.0,2116.0,-10.0,0.174825,0.07203599999999999,0.3
Abhikk12,0.491,0.228,319.0,47.22,Shree_Wani,0.492,0.254,408.0,45.2,-1.0,1828.6666666666667,1943.6666666666667,-249.0,2029.6586000000002,2041.350756,2469.764768,2641.1877959999997,4.00775,0.101688,0.015748,1935.0,2809.0,11.0,0.12275,0.17662799999999998,1.0
Abhinav146,0.321,0.062,501.0,117.71,meesalashanmukh,0.333,0.25,209.0,72.26,1.0,943.3333333333334,1367.3333333333333,-741.0,4755.572208,4868.426588,725.970599,432.31399899999997,5.2835,0.00496,0.04275,4757.0,648.0,296.0,0.03852,0.097569,1.0
AbhinavBM,0.54,0.238,389.0,54.51,Kamal_Latwal,0.35,0.333,377.0,45.46,-1.0,1669.3333333333333,1636.0,-78.0,3034.396419,1875.92785,2698.407215,1776.953964,3.616,0.035699999999999996,0.06327,2601.0,2025.0,11.0,0.17982000000000004,0.1085,1.0
AbradolfLincler432,0.627,0.149,267.0,45.18,D-Ziko,0.429,0.27,366.0,45.17,-1.0,1491.3333333333333,1557.0,-83.0,2741.95,2411.2021919999997,2328.021164,2029.1088450000002,2.4002499999999998,0.0298,0.00999,2700.0,2208.0,-9.0,0.396891,0.28614300000000004,1.0
Abutaym1973,0.562,0.172,364.0,45.04,samesame2,0.629,0.177,318.0,45.17,1.0,1640.3333333333333,1609.6666666666667,29.0,2567.695104,2269.85372,2648.14628,2166.65,1.58175,0.002924,0.03186,2021.0,2650.0,59.0,0.23828800000000003,0.288711,1.0
Achaean21,0.224,0.49,250.0,49.22,Nose1960,0.534,0.151,259.0,45.27,1.0,2765.3333333333335,2313.0,482.0,1896.936534,1164.301008,3830.625,3005.468488,2.785,0.16317,0.04348799999999999,910.0,4453.0,-509.0,0.116704,0.13884000000000002,1.0
Acinonyx82,0.65,0.138,273.0,50.64,far4232,0.419,0.306,248.0,45.4,1.0,2144.6666666666665,1996.3333333333333,125.0,3223.4253479999998,2612.88,1666.6499999999999,1514.019414,4.458,0.007314,0.03825,1550.0,2898.0,-79.0,0.3874,0.31425,1.4545454545454546
Acmat,0.439,0.246,258.0,45.0,abhirawat300,0.58,0.246,241.0,45.0,-1.0,2480.0,2498.6666666666665,-65.0,2227.350384,1658.99447,2949.3536099999997,2619.05,3.1937499999999996,0.027798,0.07035599999999999,2214.0,2464.0,-20.0,0.24847399999999997,0.33118,1.0
ActuallyTonyHawk,0.638,0.145,483.0,48.23,stanthemantoo,0.758,0.136,323.0,45.0,1.0,1767.0,1693.3333333333333,66.0,3245.6000000000004,1851.489296,2868.85,1614.583854,2.384,0.03886,0.025704,2385.0,2376.0,-114.0,0.41023400000000004,0.5146820000000001,1.0
Adam0317,0.564,0.182,339.0,57.6,craciunremus66,0.776,0.052,325.0,45.06,1.0,2063.3333333333335,1900.6666666666667,215.0,2669.630812,1480.691779,2970.840796,1529.491713,8.07925,0.047866,0.008684,2064.0,2538.0,-126.0,0.33614399999999994,0.3104,1.0
Adilson1976,0.293,0.293,271.0,45.1,Reinaldo_DMJ,0.154,0.462,210.0,45.3,-1.0,2435.6666666666665,2209.6666666666665,235.0,2557.3799999999997,3666.65,1132.8,1997.460454,3.17775,0.028128,0.081774,2580.0,2014.0,-459.0,0.162322,0.077,1.0
Adin0919,0.397,0.241,199.0,55.13,BroWhereIsMyKing,0.565,0.217,185.0,45.19,-1.0,1801.6666666666667,1990.3333333333333,-119.0,1859.635092,1985.1829920000002,2950.7999999999997,2653.7,2.38225,0.009158,0.013453999999999999,1911.0,2793.0,-74.0,0.29973500000000003,0.36216499999999996,1.0
Adnan_elwy2007,0.236,0.182,245.0,45.18,Fisher19,0.254,0.508,266.0,45.52,-1.0,1355.3333333333333,1566.6666666666667,-202.0,2619.040228,1628.776626,3196.7,2083.3125,2.79075,0.0455,0.257556,2703.0,1968.0,161.0,0.019588,0.06985000000000001,1.0
AdosCetin,0.377,0.217,266.0,45.9,HoldMyRook,0.323,0.145,289.0,45.39,0.0,2403.3333333333335,2559.6666666666665,-108.0,2984.6391360000002,2177.4,2570.578125,1530.029144,4.00125,0.063581,0.025519999999999998,2499.0,1978.0,25.0,0.24693500000000002,0.228038,1.0
AdrianGhe1,0.508,0.051,390.0,50.57,bahadircevikel,0.415,0.094,432.0,51.39,-1.0,1542.3333333333333,1207.0,473.0,2693.573064,2372.9,2296.350246,1924.0259259999998,3.2437499999999995,0.006732,0.0015040000000000001,2162.0,2400.0,-71.0,0.381,0.26103499999999996,1.0
Adur00,0.607,0.036,281.0,45.41,petrbobrov,0.508,0.153,298.0,45.2,0.0,1745.0,1806.3333333333333,-68.0,2621.630722,1720.408295,2611.349616,2078.8511519999997,5.1975,0.0,0.0,2352.0,2024.0,40.0,0.36419999999999997,0.43434,1.0
Advait0722,0.087,0.13,465.0,155.69,Aliaksandr87,0.656,0.131,471.0,45.99,-1.0,1278.3333333333333,874.0,347.0,2583.35,1483.4881319999997,3269.2060439999996,2166.65,3.2965,0.011179999999999999,0.0262,1628.0,2968.0,-145.0,0.04950299999999999,0.0,1.0
Aethelbert5,0.523,0.154,328.0,45.0,dqpham,0.633,0.117,355.0,46.4,-1.0,1917.0,2171.6666666666665,-409.0,2651.5,2200.5984439999997,1981.09611,1922.33125,6.0642499999999995,0.03388,0.016029,1836.0,2464.0,-51.0,0.327921,0.396891,1.0
AfriadiPiaman,0.609,0.203,610.0,55.95,Chess-Ahmed-Libya,0.812,0.125,473.0,45.24,1.0,2132.3333333333335,2364.6666666666665,-352.0,2660.6405139999997,2913.657076,1690.945005,1564.623356,6.7844999999999995,0.023954,0.018875,2800.0,1755.0,152.0,0.49268100000000004,0.61306,1.0
Agarjan,0.333,0.386,361.0,59.03,vofik1,0.46,0.317,338.0,45.41,-1.0,1851.6666666666667,1906.3333333333333,-91.0,2459.02734,1863.7591400000001,2957.012212,2141.705394,3.2329999999999997,0.11309799999999999,0.035821,2209.0,2500.0,-27.0,0.18381600000000003,0.3266,1.0
Agiotage,0.536,0.179,464.0,45.89,Franzalazar,0.645,0.145,331.0,48.01,-1.0,1803.6666666666667,1711.0,151.0,2060.484624,2096.590392,2611.95,2543.7863199999997,3.58025,0.049404,0.04901,2070.0,2650.0,59.0,0.295872,0.34701000000000004,0.39
Agrim_123,0.492,0.302,265.0,45.51,TablewareCrease,0.458,0.186,232.0,45.19,1.0,1625.6666666666667,1906.6666666666667,-292.0,2484.864768,2112.9608639999997,2188.407312,1965.703125,6.383000000000001,0.095432,0.081096,2250.0,2184.0,-9.0,0.198768,0.11679,1.0
Agriotes,0.412,0.275,237.0,45.16,zambeicardi,0.509,0.246,229.0,47.45,-1.0,1824.6666666666667,1897.3333333333333,-66.0,2416.672258,1558.000415,3047.645055,1948.932258,5.612,0.018425000000000004,0.050676,2160.0,2600.0,-9.0,0.301996,0.314562,1.0
AgusBrega,0.446,0.286,249.0,45.27,longimayorga,0.523,0.231,238.0,66.56,-1.0,1944.6666666666667,2331.6666666666665,-447.0,2313.4875,1811.0830079999998,2997.658704,2338.688256,2.80375,0.05434,0.018018,2550.0,2303.0,17.0,0.284548,0.21233800000000003,1.0
AgusTemperley,0.291,0.418,288.0,45.01,Geradot,0.516,0.258,281.0,45.0,-1.0,2370.3333333333335,2562.3333333333335,-316.0,2498.6784239999997,1666.65625,2844.76374,2115.3042570000002,4.373,0.141702,0.053148,2448.0,2208.0,-80.0,0.138225,0.302892,1.0
AgustinNieto10,0.524,0.222,287.0,45.33,dibazar,0.547,0.25,277.0,45.14,-1.0,2431.3333333333335,2401.3333333333335,56.0,2213.526354,2194.1657,2267.325372,2187.52,5.1385,0.105006,0.059,2150.0,2332.0,81.0,0.08593600000000001,0.22864600000000002,1.0
Ahmad5768,0.431,0.308,224.0,45.0,jav1355,0.635,0.238,220.0,45.04,-1.0,1887.3333333333333,2229.0,-365.0,2597.65625,2031.714324,2407.973018,2221.7000000000003,3.2595,0.049588,0.008092,2499.0,2024.0,-88.0,0.184899,0.394335,1.0
Ahmed024,0.388,0.299,399.0,45.1,LeMiS_2_2,0.593,0.051,353.0,45.22,-1.0,1732.3333333333333,1676.6666666666667,59.0,3230.7499999999995,1851.8481480000003,2968.274127,1419.3320099999999,3.61125,0.081029,0.010913999999999998,2254.0,2254.0,-54.0,0.249872,0.074125,1.0
Ahmed_Alezaby1,0.594,0.188,376.0,45.03,kulkul79,0.574,0.164,302.0,45.1,1.0,1828.3333333333333,2004.0,-168.0,2195.358144,2916.705484,1741.95,2407.841856,4.02725,0.0030080000000000003,0.024764,2193.0,2448.0,-38.0,0.37362599999999996,0.33579,1.0
Ahmed_Selim93,0.481,0.148,318.0,47.92,SpartYann,0.193,0.193,387.0,47.15,-1.0,1413.6666666666667,1293.3333333333333,273.0,1890.0929939999999,2641.1877959999997,2107.70726,2646.1882560000004,3.5854999999999997,0.050024,0.020844,2756.0,2024.0,61.0,0.111111,0.12467800000000001,1.0
Ahmedeldebeky,0.459,0.311,277.0,45.1,Najoanpangaila,0.542,0.136,235.0,45.01,1.0,2157.6666666666665,2414.3333333333335,-291.0,2320.34,2658.256696,2143.791072,2343.76875,2.0435,0.08272600000000001,0.0714,2112.0,2600.0,29.0,0.25107300000000005,0.080216,1.0
Ahmedhussien80,0.596,0.123,257.0,58.01,abdo_akkk,0.576,0.197,253.0,48.42,-1.0,2513.6666666666665,2304.3333333333335,281.0,2037.4646369999998,1481.85625,3084.703125,2185.807338,6.81775,0.015375,0.08569500000000001,1440.0,2538.0,-109.0,0.28548399999999996,0.08351999999999998,1.0
Ahmet901,0.444,0.259,213.0,71.52,ibrahimakarr,0.345,0.328,219.0,48.53,-1.0,1458.0,1752.6666666666667,-339.0,2744.439012,1639.3316940000002,2661.946188,1565.0280240000002,7.594,0.028749,0.035096,2107.0,2162.0,36.0,0.26062799999999997,0.16629,1.0
AhmetRasim,0.407,0.13,220.0,51.67,Pramiii,0.404,0.288,254.0,45.12,-1.0,1482.3333333333333,1413.0,26.0,2406.104495,2222.2000000000003,2232.140625,2035.997832,4.808,0.01547,0.031103999999999996,2376.0,2184.0,31.0,0.11558799999999998,0.07474,1.0
Aiacciu,0.56,0.267,253.0,77.68,OMGImSoSick,0.563,0.268,283.0,49.28,-1.0,2706.0,2526.0,230.0,2645.546561,1864.4003280000002,2832.151066,1471.8692640000002,4.312250000000001,0.04539000000000001,0.03484,2232.0,2052.0,-194.0,0.36960000000000004,0.23251899999999998,1.0
AidarSagatuly,0.509,0.109,365.0,46.85,OlyhSturmovik,0.482,0.179,306.0,45.54,-1.0,1721.3333333333333,1982.0,-277.0,1748.183923,2569.902192,2030.7316200000002,2536.437669,4.807,0.001744,0.079834,2116.0,2352.0,57.0,0.377678,0.148456,1.0
Aizakku-uchiha,0.514,0.139,318.0,53.78,harunoner,0.536,0.25,240.0,45.08,1.0,1978.6666666666667,1988.3333333333333,15.0,3293.21454,2605.351724,1401.203284,1386.6309099999999,7.311,0.019599,0.025,2600.0,1462.0,-73.0,0.288868,0.34840000000000004,1.0
Ajerifoz,0.629,0.242,363.0,45.06,Shalmanov,0.633,0.2,430.0,45.0,-1.0,2424.3333333333335,2312.6666666666665,103.0,2258.653812,2343.75,2338.7,2112.9608639999997,4.8275,0.062678,0.031,2115.0,2162.0,-118.0,0.35790099999999997,0.524124,1.0
Ajx252423,0.562,0.125,309.0,45.03,roran211,0.578,0.141,264.0,46.49,1.0,1385.0,1339.3333333333333,68.0,2518.95,1950.537816,2667.37566,2092.80625,3.60175,0.006875,0.026789999999999998,2499.0,2254.0,79.0,0.469832,0.23929199999999998,1.0
Akagi14,0.593,0.136,289.0,45.4,YoungBoyJB,0.638,0.138,260.0,49.82,-1.0,1574.0,1630.3333333333333,-67.0,2800.297656,1956.480946,2749.2603599999998,1892.0851559999999,3.202,0.0021760000000000004,0.02001,1924.0,2714.0,17.0,0.517689,0.45298,1.0
Akanis,0.544,0.228,358.0,45.19,LionelCarter,0.698,0.143,373.0,45.12,-1.0,2348.6666666666665,1945.0,570.0,2199.9008989999998,2152.7784720000004,2529.75,2453.717266,3.2015000000000002,0.129276,0.027742,2970.0,1890.0,-74.0,0.226848,0.49557999999999996,1.0
Akfjfa,0.579,0.088,580.0,45.13,Danglazer7,0.565,0.161,494.0,45.01,-1.0,1315.0,1274.6666666666667,36.0,2260.43125,2194.207314,2486.7746279999997,2406.243854,3.20275,0.001408,0.085652,2600.0,2107.0,-146.0,0.455673,0.045765,1.0
AkoSiRaulGwapo,0.508,0.175,386.0,45.65,wtavares,0.492,0.231,309.0,45.06,-1.0,1917.0,1903.3333333333333,-20.0,2192.511744,2318.487822,2576.092662,2500.0,1.985,0.006299999999999999,0.09840600000000001,2100.0,2695.0,24.0,0.417068,0.128904,1.0
Akobirmirzo,0.633,0.083,288.0,45.42,noirnot,0.567,0.183,378.0,45.15,0.0,1695.6666666666667,1745.0,-49.0,3349.6669439999996,1610.984375,2909.475,1702.965696,3.30975,0.019754,0.009333,2500.0,2107.0,-29.0,0.17091,0.451899,1.0
Akotosipotlong,0.371,0.226,275.0,58.93,aa1234ty,0.532,0.306,244.0,46.95,-1.0,1768.0,1762.0,34.0,2517.398016,2213.1,2300.366367,2063.50625,4.41825,0.022600000000000002,0.111384,2304.0,2295.0,-35.0,0.1113,0.11597600000000001,1.0
AkshayGoyal,0.604,0.264,331.0,45.23,yapenguin,0.607,0.25,422.0,45.18,-1.0,2492.3333333333335,2184.3333333333335,317.0,2281.106682,2130.04639,2078.823656,2078.8511519999997,7.194,0.125928,0.013,2400.0,2160.0,-206.0,0.25066,0.5335529999999999,1.0
Albert3359,0.667,0.167,317.0,68.83,Psbygl,0.576,0.102,361.0,47.18,-1.0,1627.0,1555.0,5.0,2741.95,767.215344,4146.846627,2096.75,2.245,0.034402,0.006221999999999999,1862.0,2976.0,-141.0,0.201434,0.33177599999999996,1.0
Albert63,0.607,0.107,351.0,45.18,mogensolsen,0.421,0.316,325.0,45.2,-1.0,1671.0,1733.0,-91.0,3406.759375,1452.324744,3196.7465420000003,1472.83271,4.00225,0.008239,0.040764,2438.0,2156.0,82.0,0.42975599999999997,0.21723599999999998,1.0
Albert_Henri,0.314,0.143,518.0,90.38,Jammer69fanai,0.556,0.19,543.0,45.22,-1.0,1787.3333333333333,1464.6666666666667,115.0,1924.4134000000001,1770.8437500000002,2776.4074519999995,2886.66928,3.54725,0.017875,0.07125000000000001,2352.0,2279.0,-83.0,0.25779399999999997,0.011676000000000002,0.96
AlbertoM123,0.556,0.27,363.0,52.48,Alfdama,0.627,0.288,417.0,45.07,-1.0,2263.3333333333335,2126.6666666666665,115.0,2146.999101,2782.740625,1941.9363839999999,2622.97266,2.79725,0.06210000000000001,0.062495999999999996,2340.0,2444.0,-45.0,0.36473600000000006,0.40755,1.0
Alberto_Duprr,0.548,0.258,316.0,65.91,AlbaGuBrath94,0.484,0.172,266.0,45.22,0.0,1754.3333333333333,2119.6666666666665,-383.0,3541.6843750000003,2459.006116,1765.4329129999999,1510.3848959999998,3.275,0.004386,0.032336,2604.0,1824.0,485.0,0.47511600000000004,0.272008,0.5
AlbusArgentum,0.565,0.145,427.0,45.18,CheckedFlannelShirt,0.578,0.219,334.0,45.0,1.0,1920.6666666666667,1994.6666666666667,-91.0,2622.97266,2075.907366,2529.75,2141.705394,3.1952499999999997,0.0,0.057597,2862.0,1710.0,-82.0,0.3350449999999999,0.34448799999999996,1.0
AlejandroRoss,0.378,0.297,249.0,82.33,andreymirz,0.645,0.113,349.0,45.15,1.0,2189.3333333333335,2353.3333333333335,-35.0,1716.964308,1113.6296800000002,3527.361552,2598.8139960000003,5.9975,0.025245,0.005876,1204.0,3410.0,37.0,0.288414,0.418605,1.0
Alekca,0.5,0.14,291.0,47.68,InvertedKings,0.516,0.188,342.0,45.0,0.0,1785.3333333333333,2369.0,-701.0,1805.5625000000002,1840.3121099999998,2868.89064,2782.6980160000003,3.9819999999999998,0.004900000000000001,0.117124,2184.0,2484.0,87.0,0.263,0.10474800000000001,1.0
AleksandrSkok,0.562,0.203,618.0,45.66,rdzvl,0.63,0.13,515.0,46.01,-1.0,1751.3333333333333,1738.6666666666667,21.0,3515.625,2182.2269819999997,2582.6724,1347.6750000000002,3.1825,0.005887000000000001,0.021320000000000002,2484.0,2156.0,63.0,0.44004600000000005,0.38934,1.0
Aleksey777k,0.509,0.175,315.0,45.09,Kolnes,0.4,0.236,326.0,45.12,1.0,2055.0,1576.6666666666667,600.0,2539.6692780000003,2048.158679,2304.177189,2227.331106,4.007,0.016624999999999997,0.010856,2340.0,2107.0,132.0,0.242284,0.2276,1.0
Alex-porus,0.679,0.089,657.0,45.06,FrankXH,0.533,0.133,683.0,72.66,-1.0,1719.6666666666667,1985.3333333333333,-266.0,698.9306450000001,2564.092674,2124.560928,4112.925,4.477,0.049484,0.042161000000000004,1872.0,2760.0,7.0,0.22610700000000003,0.160966,4.0
Alex45995,0.255,0.412,283.0,54.26,thebabo70,0.571,0.125,548.0,45.38,-1.0,1274.3333333333333,1321.6666666666667,-3.0,1940.7140549999997,2072.35,2516.425,2446.956919,4.797000000000001,0.0,0.032625,1632.0,2880.0,-14.0,0.0,0.19870799999999997,1.0
AlexGarfxx,0.441,0.237,267.0,45.0,Maksiss,0.459,0.197,205.0,45.3,1.0,1609.0,1485.3333333333333,188.0,2479.1843750000003,2017.6833040000001,2648.1780580000004,2341.135104,2.37075,0.019671,0.012214000000000001,1927.0,2600.0,-119.0,0.301203,0.272646,1.0
AlexVN20,0.396,0.34,292.0,48.01,MathijsVogels1,0.492,0.102,200.0,48.26,-1.0,2272.6666666666665,2291.3333333333335,-14.0,1794.4654559999997,1759.56305,2326.489736,2668.818348,7.55575,0.03196,0.007751999999999999,1640.0,2800.0,-271.0,0.20908800000000002,0.357684,1.0
Alex_314,0.411,0.219,445.0,45.11,zlanton,0.525,0.271,379.0,46.01,1.0,2195.6666666666665,2316.3333333333335,-128.0,2472.0319280000003,2999.0125,1572.59375,2060.8633099999997,4.3985,0.026060999999999997,0.163684,2550.0,2112.0,87.0,0.22276200000000002,0.13125,1.0
Alex_Styagun,0.609,0.203,543.0,47.51,Codinghero22,0.662,0.138,523.0,48.63,-1.0,1630.3333333333333,1467.3333333333333,220.0,1843.302765,2611.349616,1935.4473120000002,2918.558679,3.61625,0.018879,0.014214000000000001,2322.0,2244.0,-8.0,0.451269,0.365424,1.0
Alex_Tremo,0.362,0.404,263.0,46.18,waldirocha,0.266,0.609,284.0,45.04,-1.0,1688.0,1977.0,-320.0,1993.6482019999999,1354.15124,3392.865625,2221.01798,6.41525,0.11029200000000002,0.188181,2352.0,1936.0,75.0,0.111858,0.12129600000000001,1.0
Alexander1ooooo1,0.368,0.284,241.0,45.17,Alejandrao7,0.215,0.323,195.0,45.52,1.0,2458.0,2641.0,-177.0,3409.8304369999996,3163.488726,1348.526178,1049.166776,2.7815000000000003,0.057935999999999994,0.11143499999999999,3036.0,1196.0,294.0,0.108928,0.111155,0.69
Alexander230174,0.59,0.131,388.0,45.61,Din_Pro74,0.589,0.232,381.0,45.0,-1.0,1965.0,1945.3333333333333,24.0,2879.4201479999997,2083.33125,2614.0687500000004,1784.776626,3.5977499999999996,0.018733,0.125512,2205.0,2444.0,78.0,0.28084,0.21262899999999998,1.0
Alexander4308,0.541,0.213,293.0,45.11,Oliver2498,0.515,0.106,369.0,45.51,1.0,2012.3333333333333,1658.3333333333333,541.0,2328.591482,2112.9608639999997,2747.854879,2328.6375,2.3817500000000003,0.048564,0.0,2254.0,2496.0,-50.0,0.36084700000000003,0.248745,1.0
Alexander_Belousov87,0.56,0.2,534.0,45.26,manuelgramil,0.736,0.094,518.0,45.25,-1.0,2042.3333333333333,1657.0,448.0,1912.570856,2484.864768,2016.15,2622.907104,4.021000000000001,0.040600000000000004,0.011092,2430.0,2064.0,-70.0,0.35728000000000004,0.519616,1.0
Alexanderrre,0.548,0.323,340.0,45.1,sikander12,0.456,0.175,457.0,45.0,-1.0,2349.3333333333335,2177.6666666666665,174.0,2339.302446,2494.9304939999997,1973.246976,2341.90242,4.411,0.13243,0.026774999999999997,2209.0,2400.0,23.0,0.21536400000000003,0.2166,1.0
AlexeiKirillov,0.639,0.18,358.0,45.59,blooferlady,0.544,0.281,489.0,45.62,1.0,2096.0,2060.0,26.0,2553.09828,1582.03125,2597.65625,1838.230368,4.7642500000000005,0.025739999999999996,0.026414000000000003,2107.0,2346.0,-70.0,0.444744,0.30572800000000006,1.0
Alexey327,0.704,0.183,601.0,53.03,Millmead,0.763,0.203,596.0,45.06,1.0,2459.3333333333335,2398.0,48.0,2934.961872,2276.778125,2301.5777279999998,1427.808276,5.63325,0.019215,0.05379500000000001,2464.0,1911.0,37.0,0.568128,0.5295219999999999,1.0
