user_black_game_count,user_black_draw_rate,user_black_win_rate,user_blitz_rating,user_draw_rate,user_game_count,user_highest_blitz_opponent_rating,user_win_rate,user_rating_deviation,user_total_games_played,user_white_draw_rate,user_white_game_count,user_white_win_rate,op_black_game_count,op_black_draw_rate,op_black_win_rate,op_blitz_rating,op_draw_rate,op_game_count,op_highest_blitz_opponent_rating,op_win_rate,op_rating_deviation,op_total_games_played,op_white_draw_rate,op_white_game_count,op_white_win_rate,game_result,user_id,user_op
50.0,0.0,52.0,1438.0,0.0,100.0,2094.0,56.0,45.74,1244,2.0,50.0,60.0,48.0,2.083333333333333,35.41666666666667,1388.0,4.0,100.0,2467.0,34.0,45.06,32050,5.769230769230769,52.0,28.846153846153843,-1,Uganey26rus,Dipaolad
50.0,4.0,52.0,1542.0,3.0,100.0,1666.0,50.0,45.06,1638,2.0,50.0,44.0,50.0,6.0,56.00000000000001,1557.0,5.0,100.0,2250.0,51.0,45.11,10772,2.0,50.0,52.0,1,Mi0091,Havertje
52.0,0.0,59.61538461538461,1404.0,2.0,100.0,1863.0,57.0,45.0,19974,4.081632653061225,49.0,55.10204081632652,51.0,3.92156862745098,41.17647058823529,1418.0,3.0,100.0,1693.0,49.0,45.01,30416,2.0408163265306123,49.0,57.14285714285714,-1,pejciczrn,DonnieBlue
51.0,1.96078431372549,37.25490196078432,1814.0,3.0,100.0,2373.0,42.0,45.03,16410,4.166666666666666,48.0,41.66666666666667,51.0,5.88235294117647,37.25490196078432,1802.0,7.0,100.0,2514.0,43.0,45.0,51138,4.081632653061225,49.0,46.93877551020408,1,pooyapli1,macho_09
50.0,4.0,54.0,1243.0,0.0,36.0,1279.0,75.0,45.05,1118,7.6923076923076925,52.0,61.53846153846154,49.0,4.081632653061225,38.775510204081634,1445.0,5.0,100.0,1550.0,50.0,45.25,364,5.88235294117647,51.0,58.82352941176471,1,Gatto03,SamutogluFurkanEren
51.0,7.84313725490196,49.01960784313725,1427.0,9.0,100.0,1704.0,42.0,45.0,28026,8.333333333333332,48.0,39.58333333333333,48.0,4.166666666666666,56.25,1465.0,2.0,100.0,1583.0,53.0,45.22,2101,0.0,52.0,53.84615384615385,-1,foolsandhorses,Ceedevita
52.0,1.9230769230769231,50.0,1390.0,2.0,100.0,1888.0,40.0,45.08,1584,3.92156862745098,51.0,43.13725490196079,49.0,6.122448979591836,38.775510204081634,1406.0,4.0,100.0,2080.0,49.0,45.31,3158,1.96078431372549,51.0,56.86274509803921,-1,BillOudi,AleksK34
51.0,5.88235294117647,50.98039215686274,1445.0,10.0,100.0,1603.0,53.0,45.07,7109,8.16326530612245,49.0,57.14285714285714,49.0,4.081632653061225,51.02040816326531,1526.0,3.0,100.0,1785.0,48.0,50.1,1634,1.96078431372549,51.0,47.05882352941176,1,Maks633010,ianajedres
49.0,12.244897959183673,57.14285714285714,1481.0,9.0,100.0,1635.0,51.0,45.0,3696,5.769230769230769,52.0,44.230769230769226,51.0,5.88235294117647,56.86274509803921,1467.0,7.0,100.0,2086.0,44.0,45.06,5039,4.081632653061225,49.0,40.81632653061224,-1,Brass67,Elnoormakki
47.0,2.127659574468085,51.06382978723404,1432.0,3.0,100.0,2078.0,45.0,45.02,1791,4.0,50.0,46.0,49.0,2.0408163265306123,44.89795918367347,1433.0,5.0,100.0,1560.0,44.0,45.24,4470,7.84313725490196,51.0,47.05882352941176,1,bmbarto,grbmiranda
47.0,6.382978723404255,61.70212765957447,1892.0,8.0,100.0,2521.0,61.0,45.0,262,7.547169811320755,53.0,62.264150943396224,51.0,7.84313725490196,39.21568627450981,2115.0,8.0,100.0,2390.0,43.0,45.1,2144,6.122448979591836,49.0,48.97959183673469,1,potrerillos94,garrycusco
47.0,4.25531914893617,42.5531914893617,1015.0,1.0,100.0,1323.0,42.0,45.0,389,2.0,50.0,48.0,35.0,8.571428571428571,37.142857142857146,1222.0,3.0,100.0,1541.0,48.0,103.79,54,11.11111111111111,27.0,33.33333333333333,0,AMRJ9,Luna-Rosa
50.0,2.0,42.0,1455.0,2.0,100.0,1893.0,45.0,45.02,7526,1.9230769230769231,52.0,48.07692307692308,48.0,4.166666666666666,47.91666666666667,1500.0,3.0,100.0,1681.0,46.0,45.23,1740,1.9230769230769231,52.0,44.230769230769226,-1,abasad1,MOMO2TAYEB-k
51.0,5.88235294117647,50.98039215686274,1355.0,13.0,100.0,1835.0,37.0,47.59,283,16.3265306122449,49.0,40.81632653061224,6.0,0.0,50.0,1187.0,0.0,13.0,1391.0,30.0,106.1,12,0.0,7.0,14.285714285714285,1,smailllll,KayFlock124243232432
