user_id,user_black_draw_rate,user_black_game_count,user_black_lose_rate,user_black_win_rate,user_blitz_rating,user_draw_rate,user_game_count,user_highest_blitz_opponent_rating,user_lose_rate,user_loss_streak_current,user_loss_streak_max,user_rating_deviation,user_second_highest_blitz_opponent_rating,user_third_highest_blitz_opponent_rating,user_total_games_played,user_white_draw_rate,user_white_game_count,user_white_lose_rate,user_white_win_rate,user_win_rate,user_win_streak_current,user_win_streak_max,user_op,op_black_draw_rate,op_black_game_count,op_black_lose_rate,op_black_win_rate,op_blitz_rating,op_draw_rate,op_game_count,op_highest_blitz_opponent_rating,op_lose_rate,op_loss_streak_current,op_loss_streak_max,op_rating_deviation,op_second_highest_blitz_opponent_rating,op_third_highest_blitz_opponent_rating,op_total_games_played,op_white_draw_rate,op_white_game_count,op_white_lose_rate,op_white_win_rate,op_win_rate,op_win_streak_current,op_win_streak_max,game_result
I_adore_Anna_Korsun,0.0,13.0,69.23076923076923,30.76923076923077,1572.0,4.0,21.0,1776.0,57.0,4.0,4.0,69.96,1720.0,1672.0,26,7.142857142857142,14.0,42.85714285714285,50.0,38.0,0.0,2.0,BigClav,4.25531914893617,47.0,40.42553191489361,55.319148936170215,1400.0,7.0,100.0,1533.0,41.0,1.0,26.0,45.08,1529.0,1492.0,1421,7.547169811320755,53.0,33.9622641509434,58.490566037735846,52.0,0.0,11.0,1
saifanov20,3.92156862745098,51.0,68.62745098039215,27.450980392156865,1474.0,5.0,100.0,2060.0,57.0,1.0,10.0,45.1,2053.0,1990.0,592,2.0408163265306123,49.0,59.18367346938776,38.775510204081634,37.0,0.0,5.0,ANASBARAKA1,4.081632653061225,49.0,51.02040816326531,44.89795918367347,1756.0,0.0,30.0,2595.0,90.0,3.0,13.0,71.74,2260.0,2235.0,2355,1.96078431372549,51.0,60.78431372549019,37.25490196078432,10.0,0.0,8.0,-1
nutsu7m,2.0,50.0,57.99999999999999,40.0,1738.0,0.0,100.0,1951.0,28.0,1.0,7.0,45.69,1929.0,1922.0,450,2.0,50.0,46.0,52.0,71.0,0.0,10.0,Black-Taxon,6.122448979591836,49.0,32.6530612244898,61.224489795918366,2027.0,5.0,100.0,2266.0,49.0,0.0,8.0,46.6,2183.0,2174.0,884,7.84313725490196,51.0,43.13725490196079,49.01960784313725,46.0,1.0,9.0,1
SlimyTaco,10.0,50.0,40.0,50.0,1755.0,14.0,100.0,1880.0,42.0,0.0,7.0,45.0,1874.0,1868.0,426,14.000000000000002,50.0,40.0,46.0,44.0,3.0,6.0,Niquencio,0.0,51.0,54.90196078431373,45.09803921568628,1709.0,1.0,100.0,1982.0,48.0,0.0,11.0,45.04,1974.0,1958.0,1540,2.0,50.0,44.0,54.0,51.0,2.0,10.0,1
CampPe,3.8461538461538463,52.0,67.3076923076923,28.846153846153843,1784.0,4.0,100.0,2162.0,62.0,0.0,13.0,45.13,2081.0,2078.0,6606,2.083333333333333,48.0,56.25,41.66666666666667,34.0,1.0,10.0,flipboywonder,5.88235294117647,51.0,39.21568627450981,54.90196078431373,1511.0,0.0,0.0,1619.0,0.0,0.0,8.0,90.5,1594.0,1588.0,399,6.122448979591836,49.0,55.10204081632652,38.775510204081634,0.0,1.0,8.0,1
engelmar,6.0,50.0,44.0,50.0,1439.0,3.0,100.0,1640.0,45.0,2.0,11.0,45.2,1626.0,1617.0,5757,0.0,50.0,46.0,54.0,52.0,0.0,9.0,SpoxySweedy,3.92156862745098,51.0,60.78431372549019,35.294117647058826,1481.0,4.0,100.0,1659.0,50.0,0.0,5.0,50.86,1626.0,1623.0,196,6.122448979591836,49.0,38.775510204081634,55.10204081632652,46.0,2.0,5.0,1
pmv_70,2.083333333333333,48.0,52.083333333333336,45.83333333333333,1760.0,4.0,100.0,2703.0,51.0,1.0,15.0,45.29,2408.0,2398.0,20004,5.88235294117647,51.0,49.01960784313725,45.09803921568628,45.0,0.0,10.0,RIDHO88-MCS,4.081632653061225,49.0,51.02040816326531,44.89795918367347,1892.0,3.0,100.0,2416.0,47.0,4.0,16.0,45.47,2355.0,2343.0,3077,1.96078431372549,51.0,45.09803921568628,52.94117647058824,50.0,0.0,8.0,-1
DumbArmin,2.7777777777777777,36.0,44.44444444444444,52.77777777777778,1437.0,0.0,24.0,1504.0,25.0,0.0,6.0,84.92,1495.0,1485.0,70,2.702702702702702,37.0,45.94594594594595,51.35135135135135,75.0,4.0,5.0,Washamama23,0.0,52.0,57.692307692307686,42.30769230769231,1408.0,2.0,100.0,1615.0,55.0,3.0,9.0,52.53,1607.0,1599.0,820,4.166666666666666,48.0,50.0,45.83333333333333,43.0,0.0,7.0,1
lacroqueta_peligrosa,6.0,50.0,42.0,52.0,1848.0,4.0,100.0,2201.0,41.0,0.0,8.0,45.1,2136.0,2071.0,991,2.0,50.0,44.0,54.0,55.0,1.0,6.0,MrFurkan7,4.0,50.0,34.0,62.0,1993.0,4.0,72.0,2142.0,29.0,0.0,10.0,77.53,2141.0,2131.0,426,2.0,50.0,48.0,50.0,66.0,3.0,12.0,-1
JasonMR_10,10.0,50.0,34.0,56.00000000000001,1304.0,11.0,100.0,1627.0,45.0,0.0,9.0,54.98,1431.0,1386.0,776,14.000000000000002,50.0,38.0,48.0,44.0,2.0,7.0,bharath_71,0.0,3.0,66.66666666666666,33.33333333333333,1591.0,0.0,0.0,1676.0,0.0,3.0,3.0,170.65,1564.0,1510.0,7,0.0,4.0,50.0,50.0,0.0,0.0,2.0,-1
Maharahdja,4.081632653061225,49.0,53.06122448979592,42.85714285714285,1401.0,4.0,100.0,2022.0,61.0,0.0,17.0,45.0,2017.0,1967.0,23515,2.0,50.0,66.0,32.0,35.0,1.0,12.0,Adrianov89,2.0408163265306123,49.0,40.81632653061224,57.14285714285714,1393.0,2.0,100.0,1482.0,49.0,3.0,11.0,45.14,1473.0,1471.0,2240,1.96078431372549,51.0,56.86274509803921,41.17647058823529,49.0,0.0,8.0,-1
miykl58,4.0,50.0,46.0,50.0,1837.0,6.0,100.0,2125.0,47.0,0.0,15.0,45.08,2097.0,2095.0,4261,8.0,50.0,40.0,52.0,47.0,2.0,11.0,Pere_Fouettard,5.88235294117647,51.0,56.86274509803921,37.25490196078432,1908.0,3.0,100.0,2124.0,53.0,0.0,8.0,45.0,2109.0,2103.0,2924,0.0,49.0,46.93877551020408,53.06122448979592,44.0,1.0,21.0,1
