user_id,user_resign_winrate,user_time_winrate,user_average_game_len,user_rating_deviation,op_id,op_resign_winrate,op_time_winrate,op_average_game_len,op_rating_deviation,game_result,op_average_best_win,user_average_best_win,best_average_win_diff,best_win_diff,user_white_performance,user_black_performance,op_white_performance,op_black_performance,draw_rate,combined_draw4,user_performace,op_performance,rating_diff,user_resign_perf,op_resign_perf,game_count_ratio
Moon_Larkhall,0.549,0.254,320.0,47.43,kotlar_security_sro,0.543,0.257,322.0,48.21,-1.0,2319.3333333333335,2319.3333333333335,0.0,0.0,2863.6200000000003,1512.388657,2779.677236,1464.634899,12.0,6.4155,3016.0,1440.0,81.0,1.209,1.195,0.93
Morningstar_forever,0.333,0.281,308.0,67.53,Skyshadow49,0.333,0.281,308.0,68.98,-1.0,2094.0,2094.0,0.0,0.0,2223.375,2674.1812499999996,2223.375,2674.1812499999996,2.0,0.8195,2565.0,2226.0,-250.0,0.482,0.482,0.21
Mostafa487,0.448,0.254,230.0,106.45,mostafa_m_awd,0.448,0.254,230.0,107.32,-1.0,2055.3333333333335,2055.3333333333335,0.0,0.0,2857.14639,1904.7642600000001,2857.14639,1904.7642600000001,3.0,2.4065,2950.0,1900.0,92.0,0.9390000000000001,0.9390000000000001,0.96
MrCoriolis,0.742,0.129,421.0,48.73,obilv,0.73,0.143,422.0,45.0,1.0,2512.0,2512.0,0.0,0.0,2096.26838,2029.1088450000002,2164.3911550000003,2108.821542,17.0,8.000499999999999,1833.0,2352.0,-110.0,1.377,1.334,1.0
MrTackle,0.456,0.193,324.0,59.93,mahmoudelkak,0.456,0.193,324.0,61.51,-1.0,1655.6666666666667,1655.6666666666667,0.0,0.0,3230.7599999999998,1579.504359,3230.7599999999998,1579.504359,4.0,3.205,374.0,5456.0,-41.0,1.222,1.222,0.27
Mrtaktahumain,0.415,0.321,266.0,125.1,Kiry_23,0.415,0.321,266.0,125.88,1.0,2263.6666666666665,2263.6666666666665,0.0,0.0,3328.144288,1314.564867,3328.144288,1314.564867,2.0,5.816,1298.0,3003.0,51.0,1.123,1.123,0.27
Mulan_GT,0.396,0.264,256.0,58.24,edwin_bo,0.396,0.264,256.0,59.89,1.0,1367.0,1367.0,0.0,0.0,3031.2314899999997,1612.883871,3031.2314899999997,1612.883871,4.0,3.9685,2091.0,2688.0,116.0,0.635,0.635,1.0
My_real_name,0.462,0.231,278.0,81.41,Cyclist9,0.462,0.231,278.0,82.61,-1.0,1779.6666666666667,1779.6666666666667,0.0,0.0,1924.846526,2313.443232,1924.846526,2313.443232,14.0,7.2955000000000005,1488.0,1944.0,-253.0,1.1480000000000001,1.1480000000000001,0.87
N-sjdkkdksnsb,0.643,0.214,267.0,83.39,M-Egor,0.643,0.214,267.0,84.57,-1.0,2133.0,2133.0,0.0,0.0,2121.221212,2651.521212,2121.221212,2651.521212,0.0,0.0,2562.0,2166.0,-185.0,1.199,1.199,3.0
N808,0.61,0.186,457.0,102.58,vvn0304,0.61,0.186,457.0,103.54,-1.0,1593.0,1593.0,0.0,0.0,2871.768718,1799.9661539999997,2871.768718,1799.9661539999997,13.0,3.974,1320.0,3135.0,-17.0,1.3639999999999999,1.3639999999999999,0.27
NAPTOWNDRKNITE,0.365,0.308,262.0,67.79,ERaul18,0.365,0.308,262.0,68.33,-1.0,2174.3333333333335,2174.3333333333335,0.0,0.0,2459.5753780000005,2269.18482,2459.5753780000005,2269.18482,4.0,1.63,2700.0,2070.0,50.0,0.6890000000000001,0.6890000000000001,0.33
NG1000,0.649,0.123,366.0,58.06,squari,0.661,0.125,364.0,58.05,-1.0,1861.0,1861.0,0.0,0.0,3683.22692,1296.287037,3564.7879629999998,1222.4199839999999,12.0,4.196,1364.0,3024.0,-113.0,1.22,1.242,0.66
NINJA-Oldair,0.433,0.317,280.0,48.59,Averone,0.433,0.317,280.0,49.5,-1.0,1939.0,1939.0,0.0,0.0,2856.4061759999995,2084.4123520000003,2856.4061759999995,2084.4123520000003,4.0,0.862,3190.0,1681.0,-64.0,0.714,0.714,0.72
Nadavian_Wolf,0.369,0.215,282.0,45.47,armbreaker84,0.369,0.215,282.0,47.58,-1.0,2370.3333333333335,2370.3333333333335,0.0,0.0,1350.938147,3260.90735,1350.938147,3260.90735,16.0,5.4085,1806.0,2350.0,-60.0,0.878,0.878,0.69
NafsSays,0.629,0.129,261.0,45.02,Yuehdddhjcjddp,0.651,0.111,231.0,45.11,-1.0,1697.6666666666667,1671.0,26.666666666666742,38.0,2503.248657,2101.000505,2585.850505,2263.366936,5.0,2.78375,2408.0,2236.0,-46.0,1.095,1.1680000000000001,0.9
Nakul2018,0.397,0.238,389.0,75.54,sergytromposky,0.397,0.238,389.0,76.84,1.0,2100.0,2100.0,0.0,0.0,2293.888172,2142.822888,2293.888172,2142.822888,17.0,5.593999999999999,1140.0,3150.0,-180.0,0.542,0.542,0.6
Nanchim,0.378,0.356,223.0,45.37,A_Tsetsujin2013,0.357,0.286,215.0,45.23,-1.0,2217.6666666666665,2217.6666666666665,0.0,0.0,2242.922752,2351.7000000000003,2065.6763240000005,2076.479235,11.0,2.4365,1520.0,3080.0,-391.0,0.5780000000000001,0.513,1.0
Narayan1998,0.5,0.125,420.0,86.33,Aadvik2013,0.5,0.125,420.0,86.82,1.0,2358.6666666666665,2358.6666666666665,0.0,0.0,2549.0015479999997,1945.3002579999998,2549.0015479999997,1945.3002579999998,27.0,5.1215,4216.0,390.0,644.0,1.064,1.064,0.57
NataschaCh,0.544,0.263,573.0,54.87,RIDAMOhaammed,0.544,0.263,573.0,56.61,-1.0,2074.3333333333335,2074.3333333333335,0.0,0.0,2524.3488479999996,2365.578341,2524.3488479999996,2365.578341,4.0,0.7935,1505.0,3465.0,-279.0,1.141,1.141,1.0
Nathanbisstav81,0.328,0.379,282.0,48.27,pattymac,0.328,0.379,282.0,48.76,-1.0,1948.3333333333333,1942.3333333333333,6.0,0.0,2786.9,1997.9531249999998,2786.9,1997.9531249999998,1.0,2.382,1880.0,3120.0,-30.0,0.516,0.516,0.15
Naumchik-10112007,0.661,0.089,246.0,52.08,Marat10z,0.661,0.089,246.0,46.43,1.0,1791.6666666666667,1791.6666666666667,0.0,0.0,2375.849616,2142.822888,2375.849616,2142.822888,8.0,4.8004999999999995,2070.0,2550.0,-87.0,1.471,1.471,1.0
Nazar1958,0.667,0.167,415.0,121.57,alexfor7,0.667,0.167,415.0,122.38,1.0,1729.6666666666667,1729.6666666666667,0.0,0.0,2727.25,2272.75,2727.25,2272.75,7.0,0.0,2150.0,2500.0,125.0,1.436,1.436,0.12
Nbs123163,0.471,0.235,324.0,184.77,enxezdeepside,0.471,0.235,324.0,185.3,-1.0,1087.0,1087.0,0.0,0.0,2117.6400000000003,2509.797647,2117.6400000000003,2509.797647,12.0,3.3335,2550.0,1849.0,-130.0,0.8999999999999999,0.8999999999999999,0.48
NeZnayKakNazvat,0.591,0.091,500.0,73.72,Malaga67,0.609,0.087,497.0,72.1,1.0,2115.0,2115.0,0.0,0.0,2315.782807,814.792963,2444.408889,842.0856140000001,27.0,9.37125,2520.0,918.0,-47.0,1.341,1.359,0.33
Neadickvatik_2024,0.581,0.226,330.0,46.47,New-Style-2023,0.571,0.238,335.0,45.96,0.0,2410.0,2410.0,0.0,0.0,1494.5779890000001,2269.477305,1462.75,2241.86875,12.0,5.796250000000001,3953.0,960.0,-136.0,1.359,1.3399999999999999,1.0
NikitaChempion,0.4,0.167,520.0,85.73,xxsergejxx,0.4,0.167,520.0,86.87,-1.0,1745.3333333333333,1745.3333333333333,0.0,0.0,2393.625,1367.774772,2393.625,1367.774772,16.0,9.7835,2538.0,1680.0,-205.0,0.43000000000000005,0.43000000000000005,1.0
NikitaViktorovich,0.473,0.091,438.0,45.92,lwh0825,0.439,0.105,440.0,45.22,-1.0,1368.0,1368.0,0.0,0.0,2366.7875,2282.237244,2525.6002559999997,2438.5437500000003,2.0,1.5625,1008.0,4402.0,-78.0,0.897,0.8360000000000001,1.0
NikkelKnight,0.424,0.288,607.0,81.49,errdee,0.424,0.288,607.0,82.64,-1.0,1195.3333333333333,1195.3333333333333,0.0,0.0,3041.493318,1863.7944700000003,3041.493318,1863.7944700000003,4.0,1.6,1125.0,3825.0,25.0,0.627,0.627,0.12
NikolayChavalah,0.383,0.15,215.0,51.13,BOXO1979,0.383,0.15,215.0,53.02,0.0,1395.6666666666667,1395.6666666666667,0.0,0.0,2080.1571649999996,2311.250385,2080.1571649999996,2311.250385,3.0,6.2405,3355.0,1634.0,111.0,0.927,0.927,1.0
Nishant_Behera,0.365,0.162,321.0,106.95,dIlIp_RaJaRaM,0.365,0.162,321.0,107.89,-1.0,2060.3333333333335,2060.3333333333335,0.0,0.0,1842.080418,2167.193808,1842.080418,2167.193808,14.0,6.9015,2852.0,1372.0,-434.0,0.794,0.794,1.0
NoamAterDatz-22,0.429,0.143,360.0,91.02,Maxximiro,0.429,0.143,360.0,92.1,-1.0,1667.0,1667.0,0.0,0.0,6136.349999999999,113.63749999999999,6136.349999999999,113.63749999999999,12.0,10.7955,1980.0,2236.0,-172.0,0.829,0.829,0.19
Nomerindo,0.533,0.233,461.0,45.81,adamik57,0.525,0.23,463.0,46.0,1.0,2054.6666666666665,2054.6666666666665,0.0,0.0,3288.563004,1553.5875,3367.379847,1604.7512780000002,9.0,2.52125,2752.0,1632.0,-96.0,1.287,1.283,0.93
NorbutayevNQ,0.617,0.117,327.0,45.01,mcerny1969,0.633,0.1,328.0,45.85,1.0,2219.3333333333335,2219.3333333333335,0.0,0.0,1798.14375,2704.890958,1793.0239239999999,2786.9,10.0,5.09725,2538.0,1960.0,32.0,1.4449999999999998,1.447,1.0
NorthBZDN,0.547,0.109,356.0,45.22,AttemptTheSteal,0.561,0.091,363.0,45.23,1.0,1575.6666666666667,1568.6666666666667,7.0,3.0,2267.3343,2234.3361459999996,2479.18125,2421.18058,6.0,2.7104999999999997,2064.0,2640.0,-23.0,1.183,1.199,1.0
NowArcher,0.571,0.221,264.0,46.21,Strategistas,0.551,0.231,273.0,45.49,-1.0,2600.3333333333335,2571.6666666666665,28.66666666666697,2.0,2151.625,1075.8223360000002,2205.3929559999997,1137.277664,18.0,12.007,3024.0,1254.0,80.0,1.196,1.187,1.0
Nsikora22,0.492,0.18,230.0,51.05,fernandobrabo,0.492,0.18,230.0,52.92,-1.0,1695.6666666666667,1695.6666666666667,0.0,0.0,2079.911424,2535.81916,2079.911424,2535.81916,12.0,4.0215,1122.0,3168.0,-30.0,0.729,0.729,0.27
NuReLeS,0.492,0.164,339.0,50.19,The_Boneless,0.484,0.161,337.0,50.08,-1.0,1588.0,1588.0,0.0,0.0,2539.7,2227.331106,2621.630722,2304.140553,7.0,1.6,2205.0,2448.0,-78.0,1.181,1.145,1.0
Nunxioreal7,0.479,0.104,458.0,45.71,Klej55,0.432,0.182,448.0,45.18,1.0,1917.3333333333333,1866.0,51.33333333333326,59.0,1613.33172,2963.690625,1360.884375,2638.576815,8.0,6.402,2016.0,2597.0,-684.0,1.287,1.215,1.0
Nuriy174,0.647,0.162,395.0,48.62,kmoti786,0.683,0.19,392.0,45.06,-1.0,2369.3333333333335,2369.3333333333335,0.0,0.0,2388.763466,2399.178125,1738.9320060000002,1889.173146,13.0,7.587249999999999,2009.0,2346.0,1.0,1.502,1.3940000000000001,1.0
NurseGladys,0.414,0.103,515.0,75.3,ynrynl,0.414,0.103,515.0,76.61,-1.0,1007.0,1007.0,0.0,0.0,3032.759708,1931.3531249999999,3032.759708,1931.3531249999999,3.0,0.781,2397.0,2392.0,-93.0,0.45899999999999996,0.45899999999999996,0.69
O-chess,0.562,0.281,421.0,45.8,TNT244,0.597,0.254,407.0,45.07,1.0,2265.6666666666665,2265.6666666666665,0.0,0.0,2384.58252,2134.323582,2706.4364180000002,2228.093634,4.0,2.51075,2622.0,2080.0,55.0,1.1440000000000001,1.166,1.0
OMMHOA,0.46,0.286,393.0,52.38,LuisGranCanaria,0.469,0.312,369.0,45.0,1.0,2280.6666666666665,2280.6666666666665,0.0,0.0,2302.713995,1804.2364020000002,2455.0246559999996,1985.141613,4.0,7.2452499999999995,2666.0,1961.0,-86.0,0.891,0.913,0.24
ONLINEcrew,0.483,0.217,322.0,45.12,vertige383,0.475,0.22,323.0,45.75,-1.0,2092.6666666666665,2092.6666666666665,0.0,0.0,2836.102311,1906.94508,2746.021968,1827.7224789999998,4.0,3.96,2698.0,1596.0,-19.0,0.663,0.6579999999999999,0.21
ORLOVM4S,0.462,0.192,377.0,64.79,vitgusar,0.444,0.185,373.0,61.4,1.0,1313.6666666666667,1313.6666666666667,0.0,0.0,2882.387255,1818.1999999999998,2840.90625,1764.6999999999998,3.0,3.10725,1750.0,2944.0,6.0,0.894,0.8440000000000001,0.4666666666666667
OSWALDO86,0.3,0.35,240.0,68.3,Pawn2King1,0.3,0.35,240.0,69.72,1.0,1384.3333333333333,1384.3333333333333,0.0,0.0,3103.4500000000003,1114.065252,3103.4500000000003,1114.065252,14.0,8.8195,1485.0,2820.0,20.0,0.33299999999999996,0.33299999999999996,0.45
OXY6EN,0.425,0.15,209.0,51.54,Surpresa1975,0.425,0.15,209.0,53.43,1.0,1911.6666666666667,1911.6666666666667,0.0,0.0,1587.913516,3289.205482,1587.913516,3289.205482,4.0,2.174,1428.0,3195.0,-39.0,0.9650000000000001,0.9650000000000001,0.21
Okky_LCKB,0.406,0.159,259.0,69.88,boekanmaster_bts207,0.406,0.159,259.0,71.3,-1.0,2557.6666666666665,2557.6666666666665,0.0,0.0,2604.022188,1771.916256,2604.022188,1771.916256,8.0,5.573,1512.0,2747.0,-34.0,0.794,0.794,1.0
Oleg28ru,0.404,0.421,247.0,45.23,aboroshd,0.507,0.209,224.0,45.16,1.0,2098.0,2098.0,0.0,0.0,2578.1,1498.80968,3369.75121,2268.140625,8.0,2.40725,1476.0,3294.0,-93.0,1.0590000000000002,1.153,1.0
Olim1998,0.5,0.16,188.0,45.56,dhoom_thatha,0.5,0.16,188.0,47.44,1.0,1894.3333333333333,1894.3333333333333,0.0,0.0,2653.7,1972.3774080000003,2653.7,1972.3774080000003,7.0,2.4205,2296.0,2236.0,-37.0,1.361,1.361,1.4492753623188406
Omagarwal3d_dps,0.382,0.2,261.0,46.3,ahmetbasv,0.382,0.2,261.0,48.42,-1.0,1809.6666666666667,1809.6666666666667,0.0,0.0,2459.015625,1921.125,2459.015625,1921.125,7.0,6.4035,2209.0,2392.0,-293.0,0.656,0.656,0.63
Opgan_Jr,0.455,0.227,294.0,61.27,charles008,0.455,0.227,294.0,62.86,-1.0,1739.0,1739.0,0.0,0.0,1669.257436,2512.831282,1669.257436,2512.831282,19.0,7.756500000000001,2499.0,1638.0,-70.0,1.067,1.067,1.0
Opossum_Yo,0.629,0.226,369.0,46.42,Dvk2002,0.629,0.226,369.0,46.53,-1.0,2231.6666666666665,2231.6666666666665,0.0,0.0,1858.705146,1559.149872,1858.705146,1559.149872,16.0,15.975499999999998,2392.0,1785.0,-90.0,1.42,1.42,1.0
Or_12345,0.577,0.115,289.0,57.7,youlacz,0.577,0.115,289.0,59.39,-1.0,1503.3333333333333,1503.3333333333333,0.0,0.0,3230.7499999999995,1635.8787179999997,3230.7499999999995,1635.8787179999997,6.0,1.6025,2132.0,2530.0,37.0,1.0699999999999998,1.0699999999999998,1.0
Orlando_Nogueira,0.61,0.195,391.0,147.54,sfrizzo,0.61,0.195,391.0,147.83,1.0,1788.6666666666667,1788.6666666666667,0.0,0.0,2204.2779570000002,1935.490553,2204.2779570000002,1935.490553,9.0,4.762,2646.0,1749.0,85.0,1.2530000000000001,1.2530000000000001,1.0
Ozone1,0.265,0.102,461.0,49.47,zzmoore,0.265,0.102,462.0,50.95,1.0,913.6666666666666,913.6666666666666,0.0,0.0,2469.239094,2307.291075,2449.291075,2314.739094,0.0,0.0,3480.0,720.0,-139.0,0.34400000000000003,0.34400000000000003,4.166666666666667
P1K0003,0.526,0.368,344.0,108.83,kimchillama,0.526,0.368,344.0,109.73,0.0,1633.0,1633.0,0.0,0.0,2914.994332,1417.0113359999998,2914.994332,1417.0113359999998,16.0,5.263,3135.0,1204.0,67.0,0.89,0.89,0.21
PRABIR03,0.375,0.167,320.0,55.85,Okunmuyo,0.375,0.167,320.0,57.59,1.0,814.3333333333334,814.3333333333334,0.0,0.0,2321.854914,1842.754914,2321.854914,1842.754914,14.0,0.0,2860.0,1530.0,51.0,0.796,0.796,0.6
PRISaaMKE,0.308,0.231,238.0,54.55,SKabra,0.308,0.231,241.0,53.73,-1.0,1643.6666666666667,1643.6666666666667,0.0,0.0,1210.223077,640.997436,1210.223077,640.997436,5.0,2.4355,185.0,5544.0,60.0,1.06,1.051,0.54
Pabloifc,0.478,0.29,230.0,45.03,mcjammi,0.478,0.284,230.0,45.13,1.0,2066.0,2066.0,0.0,0.0,2516.99161,2081.190999,2367.31462,1934.99743,10.0,4.8005,1968.0,2530.0,7.0,1.266,1.238,1.0
Panguinoso,0.415,0.215,209.0,48.81,sSeba12223,0.415,0.215,209.0,50.78,1.0,1861.6666666666667,1861.6666666666667,0.0,0.0,2305.1232050000003,2441.057436,2305.1232050000003,2441.057436,5.0,2.372,3995.0,658.0,46.0,1.064,1.064,0.3088235294117647
Paradios,0.5,0.0,426.0,161.18,Cuu-Ivan-1987,0.5,0.0,455.0,161.79,-1.0,0.0,0.0,0.0,0.0,0.0,6666.7,0.0,6666.7,3.0,0.0,950.0,4392.0,-50.0,0.875,0.929,0.13
ParticipantOfChess,0.277,0.319,263.0,62.64,KTMEST,0.277,0.319,263.0,64.19,1.0,947.3333333333334,947.3333333333334,0.0,0.0,2005.161795,2338.48,2005.161795,2338.48,19.0,4.7435,3024.0,1134.0,-106.0,0.763,0.763,0.33
PatserFasul,0.561,0.105,335.0,62.05,pankshail,0.561,0.105,335.0,63.61,-1.0,1785.3333333333333,1785.3333333333333,0.0,0.0,2693.4792570000004,1878.202064,2693.4792570000004,1878.202064,3.0,4.6955,3150.0,1560.0,75.0,0.8190000000000001,0.8190000000000001,0.9
Patty-Ente,0.54,0.206,596.0,50.48,Meauthy,0.54,0.206,596.0,52.34,1.0,1784.0,1784.0,0.0,0.0,2227.350384,2450.068894,2227.350384,2450.068894,11.0,3.213,2205.0,2250.0,-1.0,0.902,0.902,1.0
Pavlykandriyishyn,0.208,0.167,299.0,150.32,Renegasparov,0.208,0.167,299.0,150.98,1.0,1228.6666666666667,1228.6666666666667,0.0,0.0,2813.875974,1547.617857,2813.875974,1547.617857,7.0,6.602,2709.0,1800.0,-84.0,0.299,0.299,0.33
PcElitE,0.464,0.196,289.0,47.21,fafou070245,0.464,0.196,289.0,48.12,1.0,1527.6666666666667,1527.6666666666667,0.0,0.0,2133.326923,2230.761282,2133.326923,2230.761282,16.0,6.474,1763.0,2430.0,-12.0,1.0050000000000001,1.0050000000000001,0.72
Pedruw,0.508,0.317,217.0,57.13,badd_sneakers,0.508,0.317,217.0,57.34,-1.0,1842.6666666666667,1842.6666666666667,0.0,0.0,2225.642564,2543.557436,2225.642564,2543.557436,2.0,2.3075,2600.0,1995.0,-44.0,1.237,1.237,1.0
Pelegro,0.471,0.143,370.0,48.97,varvara_kosha,0.471,0.143,370.0,49.53,1.0,2220.0,2220.0,0.0,0.0,2537.351364,2038.070561,2537.351364,2038.070561,13.0,3.2165,2728.0,1519.0,384.0,0.7649999999999999,0.7649999999999999,0.48
Pelucas22,0.422,0.25,272.0,53.16,torotornero,0.403,0.258,273.0,53.78,-1.0,1247.3333333333333,1247.3333333333333,0.0,0.0,2288.15,2627.1,2136.6369799999998,2465.316795,6.0,2.4525,2300.0,2400.0,-112.0,1.155,1.162,1.0
Phoenixxia,0.571,0.125,405.0,80.82,chessmaster15,0.571,0.125,405.0,82.03,-1.0,1699.6666666666667,1699.6666666666667,0.0,0.0,2038.0812659999997,2717.457617,2038.0812659999997,2717.457617,3.0,2.3545,2016.0,2805.0,-43.0,1.374,1.374,0.93
Pianoss,0.122,0.388,224.0,60.91,nkivin,0.122,0.388,224.0,58.09,-1.0,1646.3333333333333,1646.3333333333333,0.0,0.0,3661.56,1192.3,3661.56,1192.3,3.0,2.5,2128.0,2494.0,-615.0,0.177,0.177,0.93
Pillallo_13,0.59,0.213,265.0,50.19,HzNuhungemisindenbir,0.59,0.213,265.0,52.11,-1.0,1642.3333333333333,1642.3333333333333,0.0,0.0,2150.511828,2460.3,2150.511828,2460.3,11.0,3.981,2160.0,2200.0,-1.0,1.319,1.319,0.87
Pinguin007,0.679,0.179,309.0,45.13,gox97,0.685,0.148,316.0,45.41,-1.0,2559.0,2559.0,0.0,0.0,2109.4,2641.1877959999997,2029.6586000000002,2399.178125,3.0,3.9952500000000004,2940.0,1920.0,36.0,1.179,1.201,0.45
Piszczu1,0.525,0.102,341.0,96.65,Shiko1995,0.525,0.102,341.0,97.66,-1.0,1475.3333333333333,1475.3333333333333,0.0,0.0,2782.061282,1866.6556409999998,2782.061282,1866.6556409999998,6.0,4.0385,3213.0,1548.0,-29.0,1.295,1.295,0.33
Platon0305,0.377,0.17,384.0,80.98,Pablofr2016,0.377,0.17,384.0,82.22,-1.0,1968.6666666666667,1968.6666666666667,0.0,0.0,1967.2,2377.022208,1967.2,2377.022208,19.0,6.442499999999999,1760.0,1922.0,132.0,0.971,0.971,0.87
Player_3_3_1_5,0.333,0.222,275.0,84.26,barfly143,0.333,0.222,275.0,85.43,1.0,1580.6666666666667,1580.6666666666667,0.0,0.0,2115.36875,2163.46875,2115.36875,2163.46875,2.0,0.0,1457.0,3468.0,16.0,0.833,0.833,0.29
PoisonOakB,0.35,0.133,285.0,48.89,Kapu_ramen,0.35,0.133,285.0,49.78,-1.0,1744.3333333333333,1744.3333333333333,0.0,0.0,2007.6750000000002,2384.638718,2007.6750000000002,2384.638718,13.0,6.282,2940.0,1440.0,-31.0,0.806,0.806,0.3
Polevi,0.5,0.19,355.0,45.3,Leonidg,0.544,0.175,335.0,45.15,-1.0,2152.3333333333335,2152.3333333333335,0.0,0.0,2734.4,2047.9236569999998,2559.8926859999997,1968.75,9.0,3.6392499999999997,2300.0,2254.0,-73.0,1.2970000000000002,1.334,1.0
Polynaikes,0.433,0.217,393.0,45.14,Anneo,0.433,0.2,384.0,45.0,-1.0,1784.0,1784.0,0.0,0.0,3119.760189,1708.6209,2995.1457920000003,1675.430042,5.0,3.51375,1568.0,3185.0,16.0,0.646,0.65,1.0
Potapov1973,0.51,0.216,343.0,58.42,WDRNE,0.529,0.235,346.0,57.71,-1.0,2027.6666666666667,2027.6666666666667,0.0,0.0,2974.3161539999996,1579.491282,2943.614359,1592.3249999999998,5.0,4.872,2350.0,2303.0,-61.0,1.01,1.029,0.63
PoyrazEmre9,0.385,0.231,299.0,64.09,IA_lan01010111,0.385,0.231,299.0,64.77,-1.0,1682.0,1682.0,0.0,0.0,1683.0841560000001,3194.755195,1683.0841560000001,3194.755195,2.0,2.3375000000000004,3360.0,1120.0,-414.0,0.753,0.753,0.15
Presoo97,0.724,0.103,375.0,55.45,MSALAJEEL,0.724,0.103,375.0,57.16,-1.0,1739.6666666666667,1739.6666666666667,0.0,0.0,1864.76875,2868.877792,1864.76875,2868.877792,5.0,3.1635,2025.0,2756.0,-26.0,1.407,1.407,1.0
Prithwitosh,0.389,0.185,433.0,94.97,tuuuur,0.389,0.185,433.0,95.43,1.0,1557.6666666666667,1557.6666666666667,0.0,0.0,2402.614935,2033.7910390000002,2402.614935,2033.7910390000002,4.0,5.5845,1040.0,3520.0,4.0,0.577,0.577,0.3
Prochesskaan,0.261,0.391,301.0,59.18,Blablabla0_0,0.261,0.391,301.0,59.29,1.0,764.3333333333334,764.3333333333334,0.0,0.0,2273.4383,1971.3602919999998,2273.4383,1971.3602919999998,7.0,5.593999999999999,1960.0,2478.0,-87.0,0.372,0.372,1.0
ProfesssorAdol,0.574,0.066,284.0,63.05,GBGRICH79,0.574,0.066,284.0,64.59,-1.0,1325.0,1325.0,0.0,0.0,2541.009042,2079.911424,2541.009042,2079.911424,14.0,3.9444999999999997,2800.0,1548.0,49.0,1.371,1.371,0.66
Promethean55,0.629,0.081,587.0,45.98,Stephen93,0.633,0.083,574.0,45.29,-1.0,1823.3333333333333,1823.3333333333333,0.0,0.0,2419.9510800000003,2500.0,2265.6,2339.34624,8.0,2.3625,2106.0,2352.0,-277.0,1.177,1.15,1.0
Psytrance2,0.319,0.191,538.0,45.17,sjakmatt,0.319,0.191,538.0,45.91,-1.0,968.6666666666666,968.6666666666666,0.0,0.0,2497.3899079999997,2141.4187500000003,2497.3899079999997,2141.4187500000003,3.0,0.781,2184.0,2565.0,-65.0,0.319,0.319,1.0
PungoRey,0.389,0.148,420.0,55.77,Epojr79,0.389,0.148,420.0,56.81,1.0,1919.0,1919.0,0.0,0.0,2466.644359,2297.425641,2466.644359,2297.425641,4.0,1.6665,2268.0,2464.0,315.0,1.143,1.143,1.0
Qsac,0.614,0.228,559.0,53.45,ootiplayz,0.589,0.25,575.0,48.92,-1.0,2169.0,2169.0,0.0,0.0,2826.897808,1498.4641000000001,2747.153538,1511.7238849999999,10.0,8.404,540.0,3915.0,-214.0,1.373,1.313,6.25
RAEL_2104,0.339,0.254,372.0,99.58,Smellma,0.339,0.254,372.0,100.56,-1.0,1162.0,1162.0,0.0,0.0,2457.7692779999998,1866.336636,2457.7692779999998,1866.336636,2.0,7.207,1872.0,3068.0,-16.0,0.7070000000000001,0.7070000000000001,1.0
RLMPAJEDREZ,0.655,0.138,330.0,72.65,The_Zak,0.655,0.138,330.0,74.0,1.0,2001.6666666666667,2001.6666666666667,0.0,0.0,3438.095238,1333.32,3438.095238,1333.32,13.0,4.5235,2106.0,2120.0,-103.0,1.291,1.291,0.84
RMOSCOSO73,0.283,0.13,302.0,70.39,nkivin,0.283,0.13,302.0,71.86,-1.0,2222.3333333333335,2222.3333333333335,0.0,0.0,2835.5820439999998,1752.075,2835.5820439999998,1752.075,15.0,1.6005,1568.0,2451.0,-67.0,0.45199999999999996,0.45199999999999996,0.21
RS3123,0.29,0.306,236.0,62.76,venoms133,0.29,0.306,236.0,64.32,-1.0,2189.3333333333335,2189.3333333333335,0.0,0.0,2305.097436,2199.9730769999996,2305.097436,2199.9730769999996,2.0,4.9355,1850.0,3050.0,-493.0,0.764,0.764,0.12
RZUCCO,0.489,0.234,362.0,58.99,cirkin29,0.489,0.234,362.0,60.63,-1.0,2062.0,2062.0,0.0,0.0,2391.213477,2125.538737,2391.213477,2125.538737,9.0,4.948,2346.0,2209.0,-7.0,0.869,0.869,1.0
RaCajPa,0.444,0.222,486.0,151.93,Deeuser0723,0.444,0.222,486.0,152.58,1.0,1604.6666666666667,1604.6666666666667,0.0,0.0,3500.0,1500.0,3500.0,1500.0,3.0,0.0,2000.0,2773.0,25.0,0.752,0.752,0.66
RaZHaree,0.655,0.103,315.0,98.51,SillySillyman,0.633,0.1,311.0,62.72,1.0,2090.3333333333335,2090.3333333333335,0.0,0.0,3703.751852,1222.3923599999998,3565.396944,1178.453367,4.0,4.268750000000001,3038.0,1739.0,87.0,1.05,1.033,0.24
Rabo-Karabekian,0.509,0.164,277.0,45.57,mesdemayo,0.547,0.151,278.0,45.18,-1.0,2392.3333333333335,2392.3333333333335,0.0,0.0,1953.1,2654.14624,1756.448946,2469.764768,12.0,5.99875,2250.0,2156.0,113.0,1.0779999999999998,1.1280000000000001,1.0
Raimon_campeon,0.609,0.29,281.0,64.1,bobbystruk,0.609,0.29,281.0,65.38,0.0,2603.3333333333335,2603.3333333333335,0.0,0.0,2151.6375000000003,2003.078125,2151.6375000000003,2003.078125,15.0,7.1465,1989.0,2244.0,38.0,1.035,1.035,1.0
