user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
Allehandro,1,49.0,48.0,3.0,100.0,49.231,46.154,4.615,65.0,46.667,48.333,5.0,60.0,C50,D00,A00,C21,0.417,0.367,0.183,0.288,0.559,0.153,403.0
eleozchess,1,36.0,64.0,0.0,100.0,40.909,57.576,1.515,66.0,38.983,57.627,3.39,59.0,B20,A43,C46,A04,0.28,0.5,0.22,0.653,0.236,0.097,343.0
zekiefendi,-1,0.0,0.0,0.0,0.0,35.938,62.5,1.562,64.0,47.541,50.82,1.639,61.0,A00,C00,B10,A01,0.25,0.442,0.308,0.155,0.521,0.282,254.0
SralMies,-1,0.0,0.0,0.0,0.0,49.231,49.231,1.538,65.0,35.0,63.333,1.667,60.0,D02,A04,B12,D02,0.245,0.396,0.34,0.157,0.843,0.0,257.0
daniel_sypula,1,0.0,0.0,0.0,0.0,50.82,40.984,8.197,61.0,48.438,45.312,6.25,64.0,C50,D00,A01,B01,0.29,0.565,0.097,0.333,0.611,0.056,363.0
Bruh1012,-1,57.0,34.0,8.0,100.0,48.333,46.667,5.0,60.0,53.846,40.0,6.154,65.0,D02,A40,B20,B06,0.312,0.422,0.25,0.315,0.556,0.13,282.0
bkzerattv,0,48.0,47.0,5.0,100.0,54.839,37.097,8.065,62.0,39.683,57.143,3.175,63.0,C00,A00,A04,A06,0.508,0.22,0.203,0.288,0.492,0.203,205.0
kingkahnacademy,-1,46.0,46.0,8.0,100.0,46.032,44.444,9.524,63.0,46.774,50.0,3.226,62.0,C50,C44,A21,A04,0.276,0.414,0.293,0.458,0.525,0.017,307.0
KarpvoSerena,1,0.0,0.0,0.0,0.0,55.0,43.333,1.667,60.0,44.615,47.692,7.692,65.0,C00,C33,B41,B32,0.129,0.629,0.226,0.053,0.614,0.333,534.0
svt2121,1,0.0,0.0,0.0,0.0,55.556,44.444,0.0,63.0,46.774,51.613,1.613,62.0,A00,B02,D08,D38,0.125,0.734,0.141,0.033,0.333,0.633,249.0
BAMFm,-1,45.0,48.0,7.0,100.0,46.875,46.875,6.25,64.0,45.902,49.18,4.918,61.0,D00,A40,A00,A01,0.328,0.483,0.155,0.233,0.7,0.067,190.0
chris_escorpio,1,45.0,54.0,1.0,100.0,33.871,62.903,3.226,62.0,58.73,39.683,1.587,63.0,C00,C02,D66,A02,0.241,0.638,0.121,0.141,0.688,0.172,334.0
far4232,1,63.0,31.0,4.0,66.0,50.0,43.548,6.452,62.0,49.206,47.619,3.175,63.0,C50,B21,A21,B23,0.274,0.419,0.306,0.351,0.596,0.053,248.0
raaft666,1,36.0,55.0,9.0,100.0,46.032,44.444,9.524,63.0,35.484,56.452,8.065,62.0,A03,A02,A04,A03,0.176,0.608,0.216,0.079,0.714,0.206,421.0
Nzm97,1,42.0,55.0,3.0,100.0,40.323,59.677,0.0,62.0,44.444,50.794,4.762,63.0,C42,C44,A20,A40,0.415,0.377,0.208,0.493,0.0,0.406,255.0
Oleg-derkach-67,-1,0.0,0.0,0.0,0.0,66.667,0.0,33.333,3.0,50.0,50.0,0.0,4.0,C44,C00,C44,C01,0.0,0.5,0.25,0.0,1.0,0.0,356.0
vzs1985,-1,0.0,0.0,0.0,0.0,37.5,60.938,1.562,64.0,39.344,55.738,4.918,61.0,B10,B12,B30,A02,0.312,0.458,0.167,0.329,0.356,0.26,256.0
LenaLeonore,1,45.0,53.0,2.0,100.0,42.857,57.143,0.0,63.0,45.161,50.0,4.839,62.0,D02,A40,D00,C51,0.164,0.527,0.236,0.224,0.597,0.134,359.0
ArchangelAres,1,0.0,0.0,0.0,0.0,47.368,50.877,1.754,57.0,51.471,39.706,8.824,68.0,C00,A40,C22,A43,0.129,0.661,0.177,0.143,0.714,0.089,322.0
hermanosssss,-1,43.0,54.0,3.0,100.0,43.548,53.226,3.226,62.0,41.27,55.556,3.175,63.0,A40,B40,A01,D43,0.226,0.585,0.17,0.294,0.662,0.029,300.0
yahnster,-1,43.0,52.0,5.0,100.0,52.459,42.623,4.918,61.0,40.625,56.25,3.125,64.0,C23,A40,C44,C22,0.293,0.414,0.276,0.21,0.71,0.048,194.0
Chava1953,1,43.0,53.0,4.0,100.0,52.542,45.763,1.695,59.0,33.333,62.121,4.545,66.0,C50,A40,C30,B06,0.226,0.528,0.17,0.191,0.662,0.088,550.0
zaganospasha,-1,51.0,43.0,6.0,100.0,50.794,42.857,6.349,63.0,54.839,40.323,4.839,62.0,C20,C50,C23,B50,0.424,0.242,0.167,0.231,0.481,0.135,395.0
Alef2023-2023,-1,36.0,52.0,12.0,100.0,49.231,41.538,9.231,65.0,33.333,58.333,8.333,60.0,C00,B01,C40,B29,0.231,0.327,0.442,0.161,0.823,0.016,269.0
istab,1,0.0,0.0,0.0,0.0,65.079,31.746,3.175,63.0,61.29,37.097,1.613,62.0,B01,D06,D31,A03,0.266,0.481,0.228,0.395,0.395,0.209,226.0
Mmodestie,1,22.0,77.0,0.0,9.0,33.333,66.667,0.0,3.0,16.667,83.333,0.0,6.0,C44,A45,D00,C41,0.0,1.0,0.0,0.286,0.143,0.429,302.0
alex0782,-1,37.0,59.0,4.0,100.0,30.769,67.692,1.538,65.0,46.667,48.333,5.0,60.0,C21,C50,C64,A20,0.104,0.646,0.229,0.315,0.397,0.26,313.0
mazi_dozi,-1,60.0,40.0,0.0,45.0,43.75,54.688,1.562,64.0,57.377,40.984,1.639,61.0,C50,C54,C40,B02,0.286,0.571,0.143,0.15,0.6,0.25,246.0
IcanSEEyou2,1,66.0,33.0,0.0,18.0,52.941,42.647,4.412,68.0,49.123,45.614,5.263,57.0,B01,A04,A06,A07,0.203,0.609,0.188,0.127,0.8,0.055,226.0
echappe5,-1,47.0,51.0,2.0,100.0,55.556,42.857,1.587,63.0,40.323,54.839,4.839,62.0,C50,B20,B40,nonStandard,0.333,0.45,0.15,0.295,0.639,0.049,316.0
jkmonk,-1,43.0,54.0,3.0,100.0,53.03,42.424,4.545,66.0,35.593,57.627,6.78,59.0,C20,C40,A21,B10,0.286,0.411,0.286,0.29,0.661,0.048,186.0
hard_queen,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daynosukus7,-1,47.0,41.0,12.0,100.0,50.794,33.333,15.873,63.0,38.71,56.452,4.839,62.0,B21,A00,A40,C01,0.089,0.696,0.214,0.071,0.643,0.286,486.0
vefort,-1,27.0,71.0,2.0,100.0,33.333,63.333,3.333,60.0,27.692,66.154,6.154,65.0,B00,A40,D06,C10,0.237,0.711,0.026,0.062,0.802,0.062,326.0
ShriyaSTAR,-1,0.0,0.0,0.0,0.0,36.735,53.061,10.204,49.0,38.983,50.847,10.169,59.0,C50,B01,B70,B56,0.415,0.439,0.122,0.732,0.161,0.107,403.0
HULK1408,-1,56.0,38.0,5.0,100.0,46.032,42.857,11.111,63.0,37.097,51.613,11.29,62.0,B01,B00,D11,E90,0.192,0.481,0.288,0.22,0.525,0.254,281.0
Magicmush1,-1,0.0,100.0,0.0,3.0,38.095,55.556,6.349,63.0,43.548,51.613,4.839,62.0,B00,B01,E76,A06,0.176,0.51,0.294,0.134,0.746,0.119,271.0
turcobrahin,1,43.0,55.0,2.0,100.0,39.344,60.656,0.0,61.0,42.188,54.688,3.125,64.0,C50,C20,C62,C23,0.451,0.333,0.216,0.236,0.153,0.611,267.0
ChessBroski710,-1,41.0,54.0,5.0,100.0,38.71,59.677,1.613,62.0,42.857,46.032,11.111,63.0,C47,B20,D02,B28,0.431,0.373,0.176,0.455,0.5,0.0,294.0
AtharvKirtikar,-1,45.0,52.0,1.0,61.0,48.387,48.387,3.226,31.0,43.333,56.667,0.0,30.0,C20,C42,D30,C22,0.357,0.357,0.179,0.594,0.312,0.0,428.0
Killing99,1,46.0,49.0,5.0,100.0,57.143,39.683,3.175,63.0,33.871,58.065,8.065,62.0,C23,C40,A40,C25,0.158,0.596,0.211,0.164,0.361,0.426,400.0
El-Latig25,-1,56.0,39.0,5.0,100.0,43.548,50.0,6.452,62.0,58.73,38.095,3.175,63.0,A05,A04,E12,B03,0.094,0.609,0.219,0.109,0.6,0.291,264.0
LiamMoaz,1,68.0,31.0,0.0,57.0,50.82,42.623,6.557,61.0,54.688,37.5,7.812,64.0,B50,D00,A01,B07,0.242,0.636,0.091,0.2,0.4,0.4,323.0
kostamai,-1,57.0,39.0,3.0,89.0,59.574,31.915,8.511,47.0,53.191,46.809,0.0,47.0,C44,A10,C65,A13,0.321,0.491,0.17,0.135,0.649,0.216,517.0
Vyrubala73,-1,79.0,15.0,6.0,100.0,79.365,14.286,6.349,63.0,59.677,22.581,17.742,62.0,D02,A45,nonStandard,A56,0.345,0.517,0.138,0.261,0.609,0.13,205.0
TimJergins,1,45.0,43.0,12.0,100.0,49.18,37.705,13.115,61.0,48.438,46.875,4.688,64.0,D00,A40,A41,D50,0.246,0.492,0.246,0.755,0.0,0.208,264.0
robertbernales,1,54.0,44.0,2.0,100.0,41.379,56.897,1.724,58.0,58.209,37.313,4.478,67.0,B01,B00,A30,D04,0.206,0.524,0.254,0.034,0.879,0.086,347.0
Leong2015,-1,41.0,52.0,7.0,100.0,51.667,40.0,8.333,60.0,35.385,56.923,7.692,65.0,C50,C20,C29,C24,0.259,0.407,0.259,0.689,0.246,0.0,404.0
hosseines,-1,55.0,40.0,5.0,100.0,61.29,37.097,1.613,62.0,46.032,47.619,6.349,63.0,C20,C40,C44,C00,0.299,0.478,0.209,0.774,0.132,0.019,488.0
Computer_Linux_Pro,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiselevskij,-1,54.0,38.0,8.0,100.0,53.226,38.71,8.065,62.0,52.381,39.683,7.937,63.0,B01,C20,D15,B10,0.273,0.439,0.182,0.306,0.51,0.184,328.0
juantalaver,1,48.0,50.0,2.0,100.0,48.333,48.333,3.333,60.0,43.077,55.385,1.538,65.0,B01,D02,A04,D05,0.456,0.316,0.211,0.462,0.338,0.2,411.0
Sin1453,1,48.0,48.0,4.0,100.0,43.548,54.839,1.613,62.0,50.794,39.683,9.524,63.0,C40,C23,A01,B06,0.169,0.458,0.373,0.186,0.712,0.068,218.0
resantos,-1,59.0,34.0,7.0,100.0,54.839,38.71,6.452,62.0,55.556,36.508,7.937,63.0,C00,C23,C50,A07,0.188,0.377,0.42,0.298,0.319,0.277,274.0
ImmanuelKant1,1,0.0,0.0,0.0,0.0,50.0,44.828,5.172,58.0,53.731,37.313,8.955,67.0,B01,A40,A50,A35,0.277,0.462,0.262,0.333,0.451,0.196,290.0
ufukball90,-1,51.0,44.0,5.0,100.0,47.619,47.619,4.762,63.0,51.613,45.161,3.226,62.0,B06,C41,B00,C69,0.226,0.371,0.355,0.448,0.466,0.034,236.0
corentingnt,1,45.0,52.0,3.0,100.0,46.774,48.387,4.839,62.0,44.444,52.381,3.175,63.0,B10,B01,A04,C42,0.14,0.579,0.263,0.238,0.619,0.143,227.0
Darshinidem,1,28.0,70.0,1.0,100.0,31.746,66.667,1.587,63.0,30.645,66.129,3.226,62.0,C20,B02,B20,A02,0.308,0.179,0.385,0.819,0.024,0.157,255.0
lirbi2006,1,49.0,49.0,2.0,100.0,49.231,49.231,1.538,65.0,55.0,43.333,1.667,60.0,B00,B22,C11,D06,0.308,0.538,0.154,0.034,0.379,0.534,357.0
Isaac_qr,1,53.0,43.0,4.0,100.0,65.625,31.25,3.125,64.0,40.984,55.738,3.279,61.0,A80,C47,C68,C34,0.224,0.597,0.134,0.222,0.704,0.0,260.0
KirillVdovi,-1,0.0,0.0,0.0,0.0,46.341,53.659,0.0,41.0,27.273,72.727,0.0,44.0,C41,A00,B43,B06,0.419,0.548,0.032,0.389,0.537,0.056,283.0
jmch355,-1,46.0,43.0,10.0,90.0,49.231,44.615,6.154,65.0,48.333,46.667,5.0,60.0,D00,A40,B23,B30,0.213,0.59,0.164,0.351,0.509,0.105,345.0
hishamsamaan,-1,55.0,42.0,3.0,100.0,57.377,40.984,1.639,61.0,46.875,50.0,3.125,64.0,D00,C44,C65,C60,0.292,0.523,0.138,0.018,0.912,0.07,333.0
prakkulam,1,47.0,51.0,2.0,100.0,44.444,52.381,3.175,63.0,41.935,54.839,3.226,62.0,A40,D00,A41,C34,0.37,0.37,0.204,0.313,0.239,0.284,207.0
AnnaJakubowska,1,66.0,26.0,6.0,90.0,55.0,30.0,15.0,60.0,60.0,32.308,7.692,65.0,nonStandard,B02,A26,D04,0.153,0.694,0.139,0.205,0.667,0.128,265.0
Gvelasco,-1,45.0,42.0,13.0,100.0,43.548,41.935,14.516,62.0,46.032,42.857,11.111,63.0,A04,C00,E18,E60,0.143,0.679,0.161,0.019,0.0,0.981,461.0
bandiodelcor,1,50.0,48.0,2.0,100.0,48.438,46.875,4.688,64.0,49.18,49.18,1.639,61.0,C40,C30,A40,E38,0.213,0.59,0.164,0.117,0.517,0.317,497.0
Futurelooker,1,51.0,39.0,10.0,100.0,54.839,33.871,11.29,62.0,38.095,52.381,9.524,63.0,B01,A40,A04,A07,0.172,0.603,0.224,0.444,0.444,0.111,423.0
Aravind725,1,0.0,0.0,0.0,0.0,41.667,56.667,1.667,60.0,53.846,36.923,9.231,65.0,C00,A00,A04,A40,0.3,0.4,0.283,0.259,0.086,0.621,299.0
dgbluescorpion,-1,50.0,46.0,4.0,100.0,50.0,43.75,6.25,64.0,50.82,49.18,0.0,61.0,C20,B20,B21,A01,0.397,0.333,0.206,0.121,0.414,0.466,433.0
Odirovski,-1,60.0,38.0,2.0,100.0,59.677,38.71,1.613,62.0,55.556,42.857,1.587,63.0,D02,B02,A47,A31,0.194,0.611,0.194,0.059,0.255,0.686,293.0
Brodin_88,-1,45.0,50.0,5.0,100.0,50.82,45.902,3.279,61.0,40.625,54.688,4.688,64.0,C50,B12,C23,B33,0.263,0.421,0.298,0.143,0.381,0.444,276.0
Aiker13,1,44.0,55.0,1.0,100.0,41.935,54.839,3.226,62.0,47.619,50.794,1.587,63.0,C50,B01,C54,C34,0.304,0.464,0.214,0.409,0.5,0.091,215.0
yamenalmidani,1,18.0,63.0,18.0,11.0,14.286,57.143,28.571,7.0,20.0,80.0,0.0,5.0,A00,B00,A01,B00,0.5,0.5,0.0,0.875,0.0,0.125,185.0
Schachfreak19090,1,29.0,64.0,5.0,51.0,48.333,40.0,11.667,60.0,46.154,47.692,6.154,65.0,B23,B13,C77,C68,0.102,0.61,0.288,0.182,0.691,0.055,383.0
jitendra64,-1,51.0,42.0,6.0,99.0,54.237,37.288,8.475,59.0,53.03,43.939,3.03,66.0,A40,A15,B40,A25,0.075,0.537,0.358,0.275,0.588,0.118,448.0
FerCes57,1,49.0,50.0,1.0,100.0,54.688,42.188,3.125,64.0,55.738,44.262,0.0,61.0,A00,C00,C41,D04,0.188,0.522,0.275,0.278,0.222,0.407,263.0
knuthans,-1,20.0,80.0,0.0,15.0,52.857,42.857,4.286,70.0,49.091,47.273,3.636,55.0,A40,D20,D91,D37,0.391,0.484,0.109,0.179,0.625,0.196,438.0
Ginopinoalpinobis,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HernyTheOne,-1,42.0,57.0,0.0,100.0,47.692,52.308,0.0,65.0,40.0,60.0,0.0,60.0,D02,D00,A07,C56,0.2,0.455,0.327,0.357,0.443,0.186,385.0
JohnViktor,-1,45.0,46.0,9.0,100.0,46.032,44.444,9.524,63.0,50.0,45.161,4.839,62.0,C11,B15,A00,C36,0.183,0.7,0.117,0.071,0.643,0.286,417.0
pagnolore,1,0.0,0.0,0.0,0.0,73.913,26.087,0.0,23.0,35.0,60.0,5.0,20.0,B22,C00,D05,C54,0.25,0.542,0.167,0.167,0.333,0.389,435.0
covua92,1,51.0,48.0,1.0,100.0,45.161,54.839,0.0,62.0,52.381,46.032,1.587,63.0,C50,C41,C56,C54,0.164,0.672,0.148,0.127,0.365,0.476,365.0
Alexsandr19,-1,56.0,44.0,0.0,75.0,67.241,31.034,1.724,58.0,49.254,46.269,4.478,67.0,A00,A04,C24,A05,0.347,0.5,0.125,0.408,0.469,0.122,244.0
SEAR-1,-1,0.0,0.0,0.0,0.0,54.098,40.984,4.918,61.0,46.875,46.875,6.25,64.0,A01,B00,C57,C25,0.333,0.508,0.095,0.473,0.291,0.164,517.0
Pyushkin,-1,44.0,51.0,5.0,100.0,43.077,52.308,4.615,65.0,40.0,55.0,5.0,60.0,C44,B21,C01,C43,0.212,0.635,0.135,0.075,0.672,0.164,477.0
raskolnikov94,1,53.0,44.0,3.0,100.0,51.562,46.875,1.562,64.0,50.82,42.623,6.557,61.0,B12,B33,E32,C64,0.172,0.609,0.219,0.054,0.357,0.5,379.0
P_Anumitha-22,-1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,A00,,A00,,0.0,0.0,0.0,0.0,0.0,0.0,72.0
zawodnik88,1,9.0,87.0,4.0,100.0,8.065,91.935,0.0,62.0,11.111,84.127,4.762,63.0,C54,A00,A45,C33,0.333,0.333,0.25,0.464,0.427,0.082,255.0
vofik1,-1,50.0,47.0,3.0,100.0,52.381,44.444,3.175,63.0,48.387,48.387,3.226,62.0,B20,B30,A02,A01,0.206,0.46,0.317,0.103,0.552,0.293,338.0
Marcel_C,-1,47.0,49.0,4.0,100.0,57.143,39.683,3.175,63.0,41.935,53.226,4.839,62.0,B00,A40,C22,D02,0.21,0.5,0.226,0.138,0.862,0.0,313.0
Wish_You_Were_Here,-1,61.0,28.0,10.0,100.0,57.143,26.984,15.873,63.0,58.065,32.258,9.677,62.0,B51,B12,A28,C23,0.153,0.653,0.194,0.135,0.757,0.108,259.0
alaau571,1,56.0,41.0,2.0,100.0,54.839,43.548,1.613,62.0,52.381,44.444,3.175,63.0,C00,C02,E40,D01,0.239,0.612,0.134,0.2,0.727,0.018,533.0
dianjiang,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slofus,1,49.0,48.0,3.0,100.0,44.776,53.731,1.493,67.0,48.276,43.103,8.621,58.0,B12,C44,D01,A48,0.138,0.621,0.172,0.164,0.557,0.279,331.0
HerrDingsbums,1,49.0,46.0,5.0,100.0,48.438,46.875,4.688,64.0,45.902,47.541,6.557,61.0,B06,A40,A03,B13,0.186,0.678,0.136,0.068,0.831,0.102,330.0
Zherya,-1,54.0,40.0,6.0,100.0,52.542,44.068,3.39,59.0,39.394,53.03,7.576,66.0,C50,D00,D53,C34,0.316,0.491,0.175,0.213,0.295,0.492,329.0
Distimi,-1,0.0,0.0,0.0,0.0,55.932,44.068,0.0,59.0,36.364,56.061,7.576,66.0,C44,C42,A48,A01,0.193,0.386,0.404,0.556,0.381,0.063,382.0
eedeecee,-1,54.0,42.0,4.0,100.0,44.615,50.769,4.615,65.0,48.333,50.0,1.667,60.0,B12,B22,D01,C56,0.224,0.534,0.224,0.254,0.587,0.143,255.0
generalpata,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SheldonCouper,1,52.0,46.0,2.0,100.0,49.18,49.18,1.639,61.0,59.375,37.5,3.125,64.0,C00,A40,D10,C05,0.206,0.559,0.206,0.278,0.519,0.204,241.0
Jack-in-the-Box,1,52.0,45.0,3.0,100.0,54.839,40.323,4.839,62.0,49.206,49.206,1.587,63.0,C41,D02,A06,A41,0.246,0.6,0.123,0.071,0.929,0.0,467.0
DelatorreClub,-1,50.0,50.0,0.0,6.0,42.373,52.542,5.085,59.0,40.909,56.061,3.03,66.0,B02,B03,B27,C42,0.212,0.404,0.365,0.162,0.515,0.191,217.0
Vedhesh,-1,46.0,38.0,15.0,39.0,46.774,50.0,3.226,62.0,47.619,46.032,6.349,63.0,D00,C00,C47,A30,0.525,0.305,0.153,0.517,0.4,0.083,279.0
milkzuozuo,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrikevaz,-1,53.0,45.0,2.0,100.0,55.385,40.0,4.615,65.0,50.0,46.667,3.333,60.0,C50,C41,B01,E30,0.258,0.652,0.076,0.278,0.481,0.241,363.0
Arunabh1976,-1,53.0,42.0,5.0,100.0,56.452,40.323,3.226,62.0,52.381,39.683,7.937,63.0,B01,B10,C02,C23,0.294,0.544,0.162,0.24,0.4,0.22,477.0
herve-91-fr,-1,0.0,0.0,0.0,0.0,66.129,32.258,1.613,62.0,52.381,41.27,6.349,63.0,B01,C50,C02,D11,0.297,0.473,0.216,0.913,0.0,0.065,240.0
LeonardVo,-1,55.0,45.0,0.0,100.0,40.323,56.452,3.226,62.0,47.619,46.032,6.349,63.0,C50,nonStandard,D30,C64,0.364,0.418,0.182,0.391,0.453,0.125,215.0
MateInAit,1,0.0,0.0,0.0,0.0,50.0,43.75,6.25,64.0,42.623,55.738,1.639,61.0,C44,A40,B50,C25,0.293,0.448,0.19,0.419,0.355,0.21,258.0
Fouche25,-1,48.0,47.0,5.0,100.0,45.161,46.774,8.065,62.0,46.032,53.968,0.0,63.0,A40,B10,A11,A02,0.263,0.421,0.281,0.111,0.381,0.349,416.0
princeyamsinaloa,-1,45.0,54.0,1.0,100.0,51.613,46.774,1.613,62.0,52.381,44.444,3.175,63.0,B10,A21,A25,B08,0.123,0.6,0.277,0.105,0.877,0.018,331.0
whackwhak,1,54.0,43.0,3.0,100.0,64.407,33.898,1.695,59.0,42.424,53.03,4.545,66.0,C50,A40,B10,C42,0.364,0.409,0.152,0.673,0.309,0.018,342.0
ademdeus,0,36.0,54.0,9.0,33.0,38.889,55.556,5.556,18.0,60.0,40.0,0.0,15.0,C20,C40,B23,B20,0.312,0.375,0.312,0.188,0.562,0.25,341.0
Karkas31,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brsgry,-1,39.0,56.0,5.0,100.0,48.438,46.875,4.688,64.0,31.148,63.934,4.918,61.0,C20,C40,C25,C02,0.28,0.36,0.34,0.261,0.696,0.014,175.0
hi_chesca,-1,43.0,56.0,1.0,100.0,56.923,38.462,4.615,65.0,50.0,45.0,5.0,60.0,B10,nonStandard,B06,B01,0.403,0.433,0.149,0.058,0.596,0.327,265.0
conito2710,-1,52.0,42.0,6.0,100.0,53.333,40.0,6.667,60.0,50.769,44.615,4.615,65.0,D00,C20,B22,A03,0.215,0.523,0.2,0.189,0.755,0.038,475.0
Tryhard12345,0,44.0,55.0,0.0,27.0,54.839,37.097,8.065,62.0,60.317,39.683,0.0,63.0,C50,C47,D02,D04,0.347,0.347,0.25,0.479,0.354,0.167,313.0
CaballeroReyOxidado,1,39.0,54.0,7.0,100.0,48.387,43.548,8.065,62.0,31.746,60.317,7.937,63.0,C40,C34,A02,C31,0.26,0.48,0.24,0.692,0.154,0.154,241.0
zarifhooman,-1,0.0,0.0,0.0,0.0,33.333,66.667,0.0,3.0,50.0,50.0,0.0,2.0,C23,C25,A40,C23,0.0,0.0,1.0,0.667,0.0,0.0,298.0
Nasdaq100,-1,49.0,46.0,5.0,100.0,54.839,38.71,6.452,62.0,41.27,53.968,4.762,63.0,B13,B27,D82,D20,0.283,0.433,0.283,0.069,0.638,0.293,298.0
soterov,-1,0.0,0.0,0.0,0.0,45.455,39.394,15.152,66.0,44.068,50.847,5.085,59.0,A00,B01,A03,C10,0.179,0.571,0.232,0.143,0.804,0.036,302.0
Mo-Gamil,1,50.0,44.0,6.0,100.0,46.774,45.161,8.065,62.0,47.619,46.032,6.349,63.0,C41,C23,D25,A09,0.254,0.593,0.136,0.579,0.088,0.246,361.0
GottDesFussgeruchs,1,0.0,0.0,0.0,0.0,55.738,40.984,3.279,61.0,51.562,46.875,1.562,64.0,C50,C57,A01,C40,0.224,0.597,0.164,0.255,0.691,0.055,464.0
Goran_giga1967,1,49.0,47.0,4.0,100.0,54.839,38.71,6.452,62.0,44.444,46.032,9.524,63.0,C42,C30,B01,C29,0.371,0.403,0.226,0.415,0.245,0.34,275.0
sebaa20008,-1,38.0,56.0,6.0,100.0,37.705,55.738,6.557,61.0,34.375,64.062,1.562,64.0,B00,C00,C36,C45,0.267,0.578,0.156,0.44,0.387,0.173,338.0
oda14,-1,56.0,37.0,7.0,100.0,56.923,40.0,3.077,65.0,65.0,31.667,3.333,60.0,C25,B23,D07,B09,0.316,0.355,0.316,0.467,0.267,0.267,253.0
EmirMalkac,1,37.0,59.0,2.0,72.0,34.884,62.791,2.326,43.0,41.935,54.839,3.226,31.0,C50,nonStandard,B02,C24,0.5,0.25,0.179,0.455,0.068,0.091,339.0
Joswinprince,-1,49.0,47.0,4.0,100.0,45.902,52.459,1.639,61.0,48.438,46.875,4.688,64.0,C25,C20,D03,A16,0.373,0.237,0.373,0.21,0.468,0.323,259.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loom_2009,-1,53.0,41.0,6.0,100.0,58.462,32.308,9.231,65.0,43.333,55.0,1.667,60.0,C62,B13,D20,D30,0.172,0.594,0.172,0.13,0.648,0.111,354.0
puestoma,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pettyusz86,1,0.0,0.0,0.0,0.0,46.032,50.794,3.175,63.0,54.839,45.161,0.0,62.0,D02,B40,B06,D43,0.302,0.476,0.222,0.067,0.417,0.517,421.0
hbpdf,-1,71.0,24.0,5.0,100.0,73.171,23.171,3.659,82.0,79.07,16.279,4.651,43.0,A10,A20,B06,A13,0.234,0.553,0.213,0.423,0.462,0.115,297.0
amadk0ur,-1,55.0,44.0,1.0,100.0,56.452,43.548,0.0,62.0,55.556,42.857,1.587,63.0,A40,C50,A04,B33,0.429,0.429,0.129,0.389,0.333,0.278,368.0
andwappe,-1,62.0,38.0,0.0,100.0,48.387,48.387,3.226,62.0,63.492,36.508,0.0,63.0,B30,A40,A84,B23,0.4,0.371,0.229,0.226,0.528,0.226,303.0
hariclt,1,47.0,47.0,6.0,100.0,49.231,43.077,7.692,65.0,53.333,45.0,1.667,60.0,D00,A40,C66,C48,0.266,0.578,0.141,0.709,0.291,0.0,516.0
akrm90,-1,33.0,66.0,0.0,18.0,25.0,75.0,0.0,4.0,50.0,50.0,0.0,4.0,A40,D00,D20,C65,0.333,0.667,0.0,0.0,0.8,0.2,504.0
Aditya806,1,49.0,47.0,4.0,100.0,54.237,44.068,1.695,59.0,41.27,52.381,6.349,63.0,C00,B10,A46,B23,0.379,0.448,0.138,0.186,0.61,0.203,323.0
ROOPAKVARMA,1,41.0,51.0,8.0,100.0,44.615,44.615,10.769,65.0,41.667,56.667,1.667,60.0,C50,A40,B40,C47,0.204,0.463,0.315,0.317,0.444,0.143,225.0
