user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
EnriqueGranados,1,40.0,56.0,3.0,96.0,40.0,55.385,4.615,65.0,41.667,56.667,1.667,60.0,C44,B01,B30,B45,0.373,0.392,0.157,0.114,0.786,0.1,187.0
lianeambinintsoa,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yoydi,-1,47.0,48.0,5.0,100.0,38.71,51.613,9.677,62.0,58.73,41.27,0.0,63.0,A40,C00,E61,C14,0.148,0.607,0.246,0.103,0.552,0.345,285.0
sol77,1,0.0,0.0,0.0,0.0,48.387,51.613,0.0,62.0,49.206,50.794,0.0,63.0,A40,B23,B49,A04,0.328,0.475,0.197,0.125,0.578,0.297,427.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaron_ennis,1,37.0,61.0,2.0,100.0,40.323,59.677,0.0,62.0,30.159,65.079,4.762,63.0,B01,B00,A00,B50,0.273,0.364,0.341,0.744,0.013,0.231,252.0
Antardrews,-1,46.0,44.0,10.0,100.0,41.935,45.161,12.903,62.0,58.73,36.508,4.762,63.0,A40,D00,C30,C44,0.206,0.635,0.127,0.412,0.451,0.118,376.0
B3J4y,-1,44.0,52.0,4.0,100.0,52.381,42.857,4.762,63.0,40.323,54.839,4.839,62.0,A40,D00,C58,C57,0.362,0.5,0.121,0.344,0.311,0.344,615.0
mohmd89,1,44.0,55.0,1.0,100.0,46.032,53.968,0.0,63.0,45.161,53.226,1.613,62.0,C50,C55,D20,C34,0.281,0.544,0.14,0.552,0.373,0.075,450.0
vlobov,1,30.0,60.0,10.0,30.0,56.667,36.667,6.667,60.0,50.769,41.538,7.692,65.0,C50,C02,C53,C41,0.388,0.373,0.209,0.612,0.265,0.102,336.0
Alice-17,0,56.0,41.0,3.0,100.0,42.373,57.627,0.0,59.0,42.424,54.545,3.03,66.0,B01,A40,A43,C42,0.302,0.283,0.377,0.257,0.386,0.343,253.0
HAidarS,-1,0.0,0.0,0.0,0.0,44.615,55.385,0.0,65.0,38.333,56.667,5.0,60.0,A40,C50,B40,A06,0.673,0.231,0.077,0.143,0.571,0.286,346.0
SusanaCarlsen,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rexhin,-1,0.0,0.0,0.0,0.0,40.984,52.459,6.557,61.0,54.688,43.75,1.562,64.0,C20,A43,C34,C45,0.35,0.45,0.183,0.35,0.317,0.25,374.0
nanptv,-1,49.0,48.0,3.0,100.0,56.452,37.097,6.452,62.0,47.619,50.794,1.587,63.0,A43,D10,A84,A40,0.292,0.615,0.092,0.182,0.727,0.091,264.0
VS_INDUSTRIE_GMBH,1,40.0,55.0,5.0,100.0,43.077,55.385,1.538,65.0,38.333,55.0,6.667,60.0,C41,C44,C00,B50,0.51,0.333,0.118,0.116,0.797,0.014,379.0
abebantegui,-1,33.0,67.0,0.0,100.0,30.508,64.407,5.085,59.0,31.818,65.152,3.03,66.0,nonStandard,B20,A20,D31,0.436,0.308,0.205,0.79,0.0,0.173,299.0
Vunguyen94,-1,46.0,53.0,1.0,100.0,46.774,51.613,1.613,62.0,41.27,58.73,0.0,63.0,A40,C50,A10,C62,0.2,0.6,0.145,0.246,0.565,0.13,378.0
S1F30,-1,0.0,0.0,0.0,0.0,54.412,42.647,2.941,68.0,38.596,50.877,10.526,57.0,C42,A06,D00,C40,0.271,0.424,0.288,0.603,0.276,0.121,277.0
anAlpahnIt,1,47.0,51.0,2.0,100.0,56.452,41.935,1.613,62.0,47.619,50.794,1.587,63.0,C44,C41,C56,B08,0.554,0.308,0.046,0.086,0.517,0.259,455.0
schachter37,-1,40.0,54.0,6.0,100.0,46.575,47.945,5.479,73.0,34.615,57.692,7.692,52.0,D00,B10,A84,A46,0.269,0.596,0.135,0.138,0.631,0.231,385.0
ronniegli,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,A25,,A25,,0.0,0.0,0.0,0.0,1.0,0.0,295.0
DrSedgem,0,43.0,52.0,5.0,100.0,58.065,40.323,1.613,62.0,34.921,58.73,6.349,63.0,A40,B10,D46,D20,0.328,0.397,0.259,0.129,0.5,0.323,279.0
tpatarci,-1,0.0,0.0,0.0,0.0,51.613,37.097,11.29,62.0,46.032,53.968,0.0,63.0,C50,C41,C44,C54,0.426,0.262,0.295,0.193,0.667,0.14,303.0
hromoj_tamerlan,-1,59.0,39.0,2.0,100.0,57.627,38.983,3.39,59.0,56.061,42.424,1.515,66.0,A00,B00,A40,A04,0.155,0.592,0.254,0.471,0.431,0.059,317.0
Samson-Z,-1,45.0,45.0,10.0,100.0,43.182,45.455,11.364,44.0,30.769,64.103,5.128,39.0,C20,B01,A45,B02,0.194,0.452,0.258,0.4,0.4,0.133,306.0
Bmenezz,-1,44.0,49.0,7.0,100.0,49.231,44.615,6.154,65.0,55.0,36.667,8.333,60.0,D02,C41,A43,B00,0.231,0.369,0.354,0.235,0.529,0.235,244.0
Mohamed23amir,-1,42.0,56.0,2.0,100.0,42.222,57.778,0.0,45.0,30.233,65.116,4.651,43.0,D02,B10,A49,A11,0.281,0.5,0.188,0.444,0.278,0.185,917.0
sunrisemp,0,51.0,40.0,9.0,100.0,53.623,37.681,8.696,69.0,51.786,41.071,7.143,56.0,B12,A04,A04,C16,0.152,0.667,0.182,0.163,0.653,0.163,368.0
sswally,-1,55.0,43.0,2.0,100.0,49.231,47.692,3.077,65.0,56.667,41.667,1.667,60.0,C02,C00,B00,C45,0.303,0.545,0.136,0.286,0.696,0.018,453.0
ajsalt991,-1,45.0,52.0,3.0,100.0,48.333,46.667,5.0,60.0,46.154,53.846,0.0,65.0,C50,A40,A01,C55,0.22,0.475,0.271,0.317,0.619,0.063,340.0
Kiani60,1,0.0,100.0,0.0,12.0,26.667,71.667,1.667,60.0,18.462,76.923,4.615,65.0,B00,B20,C42,C55,0.286,0.607,0.107,0.204,0.613,0.172,432.0
taijiun720215,-1,50.0,48.0,2.0,100.0,51.515,48.485,0.0,66.0,42.373,52.542,5.085,59.0,C50,B00,A06,C20,0.424,0.39,0.169,0.079,0.635,0.27,273.0
RamonitO28,1,46.0,49.0,5.0,100.0,50.0,48.485,1.515,66.0,45.763,47.458,6.78,59.0,B01,C20,B21,D37,0.35,0.433,0.2,0.3,0.55,0.117,348.0
marshall-edkins,-1,50.0,50.0,0.0,100.0,51.562,48.438,0.0,64.0,47.541,52.459,0.0,61.0,B00,A40,A01,A80,0.484,0.274,0.161,0.238,0.683,0.016,278.0
jdbusta94,1,100.0,0.0,0.0,3.0,51.667,46.667,1.667,60.0,52.308,43.077,4.615,65.0,B50,B90,B27,A10,0.169,0.569,0.246,0.125,0.357,0.464,390.0
ninthgate,-1,47.0,49.0,4.0,100.0,46.774,50.0,3.226,62.0,47.619,47.619,4.762,63.0,B00,C44,E61,B50,0.254,0.508,0.22,0.492,0.41,0.082,373.0
Sammito,1,41.0,53.0,6.0,100.0,42.857,53.968,3.175,63.0,38.71,54.839,6.452,62.0,B12,B10,B21,C02,0.157,0.588,0.235,0.118,0.765,0.103,406.0
artedespacio,-1,39.0,56.0,5.0,100.0,41.935,53.226,4.839,62.0,42.857,53.968,3.175,63.0,A02,A03,A10,A41,0.34,0.34,0.302,0.269,0.627,0.104,353.0
fzlka,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,D50,,D50,,0.0,0.0,0.0,1.0,0.0,0.0,737.0
icod01,1,53.0,44.0,3.0,100.0,53.125,43.75,3.125,64.0,54.098,42.623,3.279,61.0,C50,B01,C46,A15,0.328,0.493,0.179,0.148,0.648,0.204,254.0
ches123ty,1,45.0,55.0,0.0,100.0,52.381,46.032,1.587,63.0,43.548,53.226,3.226,62.0,B21,B06,B20,A42,0.05,0.717,0.217,0.177,0.355,0.452,383.0
sumandas258,1,57.0,41.0,1.0,100.0,57.143,42.857,0.0,63.0,48.387,50.0,1.613,62.0,C44,C50,C56,B10,0.439,0.424,0.121,0.207,0.655,0.138,459.0
Yuri_Galuza,1,56.0,38.0,6.0,100.0,52.381,42.857,4.762,63.0,58.065,37.097,4.839,62.0,D02,A46,B51,A30,0.159,0.652,0.188,0.04,0.54,0.42,244.0
dimatavr,1,44.0,54.0,2.0,100.0,54.839,41.935,3.226,62.0,42.857,55.556,1.587,63.0,A30,B40,D30,D20,0.295,0.377,0.328,0.295,0.623,0.082,232.0
dscrypter,-1,49.0,48.0,3.0,100.0,60.317,33.333,6.349,63.0,66.129,32.258,1.613,62.0,D35,C34,C28,E83,0.177,0.557,0.253,0.098,0.366,0.512,443.0
Dominik1975,0,46.0,50.0,4.0,100.0,47.619,50.794,1.587,63.0,45.161,46.774,8.065,62.0,C50,C47,C41,B07,0.379,0.362,0.224,0.361,0.475,0.115,216.0
Kourouta,-1,0.0,0.0,0.0,0.0,47.619,50.794,1.587,63.0,36.842,54.386,8.772,57.0,B01,C42,D20,A45,0.294,0.49,0.176,0.508,0.381,0.111,334.0
Varius2,1,40.0,49.0,11.0,100.0,41.27,49.206,9.524,63.0,45.161,43.548,11.29,62.0,C44,D00,C45,C25,0.148,0.519,0.278,0.19,0.414,0.397,431.0
smorgan87,-1,41.0,56.0,3.0,100.0,38.71,58.065,3.226,62.0,53.968,39.683,6.349,63.0,A04,A07,C26,D00,0.276,0.293,0.379,0.525,0.213,0.262,258.0
Ogne_Tan,-1,49.0,41.0,10.0,100.0,40.323,53.226,6.452,62.0,50.794,42.857,6.349,63.0,B00,A41,D50,A53,0.088,0.614,0.263,0.067,0.6,0.317,637.0
John0072024,1,52.0,39.0,9.0,100.0,51.613,40.323,8.065,62.0,55.556,38.095,6.349,63.0,B20,C41,C01,C50,0.313,0.478,0.194,0.224,0.653,0.102,523.0
little_titmouse2024,-1,45.0,51.0,4.0,100.0,43.333,53.333,3.333,60.0,50.769,46.154,3.077,65.0,B10,B13,B07,B12,0.186,0.746,0.051,0.242,0.726,0.0,376.0
Ratko22,-1,39.0,57.0,3.0,100.0,34.328,62.687,2.985,67.0,39.655,56.897,3.448,58.0,B01,C21,B15,C10,0.326,0.435,0.196,0.133,0.773,0.08,201.0
CHESSFORENJOY,1,48.0,43.0,9.0,100.0,42.857,47.619,9.524,63.0,45.161,46.774,8.065,62.0,B33,C56,C87,B41,0.309,0.6,0.091,0.136,0.729,0.119,266.0
ShampooMacTavish,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleri66,1,47.0,49.0,4.0,100.0,48.438,46.875,4.688,64.0,44.262,52.459,3.279,61.0,C00,B22,A03,C41,0.155,0.672,0.138,0.097,0.645,0.258,372.0
sunny_supreme,-1,47.0,47.0,6.0,100.0,46.875,51.562,1.562,64.0,50.82,42.623,6.557,61.0,C40,B00,C25,C26,0.344,0.41,0.23,0.492,0.356,0.119,243.0
steppinken,1,45.0,52.0,3.0,100.0,43.548,51.613,4.839,62.0,49.206,50.794,0.0,63.0,C50,C40,C28,C66,0.224,0.655,0.086,0.078,0.562,0.359,386.0
Franzalazar,-1,50.0,45.0,5.0,100.0,50.0,48.438,1.562,64.0,49.18,44.262,6.557,61.0,B01,C00,C62,B07,0.21,0.645,0.145,0.172,0.552,0.276,331.0
Mogeo7,1,48.0,48.0,3.0,81.0,37.5,57.812,4.688,64.0,40.984,54.098,4.918,61.0,B06,C44,C00,E76,0.306,0.49,0.204,0.714,0.014,0.229,348.0
abrahampuma,-1,53.0,40.0,6.0,90.0,55.385,36.923,7.692,65.0,48.333,40.0,11.667,60.0,C20,A40,C23,B86,0.477,0.354,0.108,0.792,0.167,0.0,306.0
torrenegra66,-1,52.0,41.0,5.0,51.0,51.613,41.935,6.452,62.0,55.556,41.27,3.175,63.0,D00,D02,C56,B33,0.104,0.776,0.119,0.135,0.865,0.0,523.0
Hausmann1,-1,39.0,59.0,2.0,100.0,49.206,49.206,1.587,63.0,41.935,56.452,1.613,62.0,A02,C00,B07,A04,0.175,0.439,0.368,0.379,0.485,0.121,249.0
bukan-rafathar,1,42.0,57.0,0.0,21.0,44.444,55.556,0.0,63.0,37.097,59.677,3.226,62.0,B30,A00,D01,C20,0.275,0.588,0.118,0.181,0.5,0.278,301.0
Antonio_Alvez,1,51.0,48.0,1.0,100.0,54.839,43.548,1.613,62.0,49.206,50.794,0.0,63.0,B90,B00,C62,nonStandard,0.262,0.538,0.185,0.237,0.644,0.119,395.0
Def1ant,1,0.0,0.0,0.0,0.0,66.667,33.333,0.0,9.0,66.667,25.0,8.333,12.0,C00,A40,D30,C11,0.286,0.571,0.143,0.0,0.833,0.167,269.0
Chaotic-Angels,1,53.0,39.0,8.0,100.0,53.968,38.095,7.937,63.0,46.774,46.774,6.452,62.0,D02,B00,A10,B09,0.254,0.429,0.302,0.623,0.264,0.057,375.0
Shalmanov,-1,46.0,45.0,9.0,100.0,50.0,46.875,3.125,64.0,45.902,45.902,8.197,61.0,B21,B13,B03,A05,0.167,0.633,0.2,0.172,0.569,0.259,430.0
yamato1984,-1,64.0,34.0,2.0,100.0,65.0,35.0,0.0,60.0,58.929,37.5,3.571,56.0,B00,C21,D07,A20,0.556,0.375,0.042,0.238,0.524,0.238,319.0
Wigflipper,-1,40.0,57.0,2.0,100.0,48.214,51.786,0.0,56.0,46.377,52.174,1.449,69.0,C44,C20,C43,D06,0.203,0.475,0.22,0.231,0.508,0.215,545.0
flutemaker,1,37.0,56.0,7.0,100.0,52.308,38.462,9.231,65.0,50.0,46.667,3.333,60.0,B10,A41,A31,E10,0.094,0.672,0.172,0.189,0.811,0.0,322.0
Mizd,1,46.0,46.0,8.0,100.0,44.262,49.18,6.557,61.0,48.438,46.875,4.688,64.0,D00,D02,A07,C45,0.31,0.362,0.276,0.3,0.45,0.133,297.0
eueraopirata,-1,53.0,46.0,1.0,100.0,57.143,42.857,0.0,63.0,50.0,48.387,1.613,62.0,B06,C50,A10,B07,0.269,0.463,0.224,0.018,0.088,0.895,354.0
Mauritse,-1,51.0,48.0,1.0,100.0,53.226,46.774,0.0,62.0,46.032,50.794,3.175,63.0,A40,C50,C00,C70,0.242,0.597,0.145,0.213,0.623,0.164,302.0
Marie190109,-1,38.0,61.0,0.0,39.0,39.344,49.18,11.475,61.0,43.75,51.562,4.688,64.0,C44,D00,C49,C48,0.308,0.365,0.231,0.19,0.73,0.063,260.0
knightsun,1,48.0,50.0,2.0,100.0,40.323,56.452,3.226,62.0,46.032,52.381,1.587,63.0,B27,A40,D38,B22,0.185,0.667,0.148,0.029,0.426,0.544,250.0
vinay199511,0,47.0,48.0,5.0,100.0,43.548,53.226,3.226,62.0,46.032,46.032,7.937,63.0,C50,A45,C56,B40,0.214,0.429,0.357,0.113,0.419,0.468,436.0
kulkul79,1,48.0,51.0,1.0,100.0,45.0,51.667,3.333,60.0,52.308,47.692,0.0,65.0,C23,C41,B06,C40,0.246,0.574,0.164,0.129,0.629,0.016,302.0
abukenanalturkey,-1,45.0,55.0,0.0,100.0,46.667,53.333,0.0,60.0,44.615,55.385,0.0,65.0,C50,C44,A06,B29,0.316,0.509,0.14,0.25,0.603,0.059,462.0
edwardvillano,-1,39.0,55.0,6.0,100.0,38.71,54.839,6.452,62.0,39.683,55.556,4.762,63.0,B22,B27,A49,A00,0.184,0.469,0.306,0.188,0.29,0.522,285.0
myteril,1,0.0,0.0,0.0,0.0,29.412,70.588,0.0,17.0,12.5,87.5,0.0,24.0,A00,B00,A02,A40,0.25,0.125,0.375,0.364,0.424,0.182,369.0
hoorad123,-1,36.0,59.0,4.0,66.0,37.097,58.065,4.839,62.0,52.381,46.032,1.587,63.0,C42,C47,C37,C77,0.214,0.625,0.125,0.138,0.785,0.062,309.0
AnnDD,-1,34.0,60.0,4.0,69.0,50.0,48.333,1.667,60.0,49.231,47.692,3.077,65.0,B01,C50,D02,B06,0.565,0.323,0.097,0.45,0.2,0.217,395.0
mostafa_taha_gaafer,-1,60.0,39.0,1.0,100.0,41.538,52.308,6.154,65.0,50.0,43.333,6.667,60.0,C34,B21,B00,C26,0.14,0.596,0.228,0.25,0.35,0.383,609.0
CaleRCoy,-1,54.0,45.0,1.0,100.0,60.317,39.683,0.0,63.0,50.0,46.774,3.226,62.0,C50,A40,B28,C42,0.217,0.652,0.101,0.093,0.907,0.0,196.0
TheWineBowl,1,48.0,48.0,4.0,100.0,44.444,49.206,6.349,63.0,41.935,54.839,3.226,62.0,C23,B20,E10,C50,0.463,0.315,0.185,0.277,0.569,0.123,319.0
Tse76,1,51.0,44.0,5.0,100.0,50.0,41.667,8.333,60.0,43.077,56.923,0.0,65.0,C50,C44,B27,A01,0.31,0.517,0.138,0.823,0.081,0.097,559.0
Hotcoles87,1,50.0,50.0,0.0,6.0,33.333,66.667,0.0,3.0,0.0,100.0,0.0,3.0,C24,C40,C40,C24,1.0,0.0,0.0,0.2,0.0,0.8,494.0
Sueen,1,55.0,42.0,3.0,100.0,55.0,40.0,5.0,60.0,46.154,50.769,3.077,65.0,B01,B00,B29,D06,0.222,0.54,0.222,0.579,0.07,0.298,278.0
RK1332,1,53.0,44.0,3.0,100.0,58.73,36.508,4.762,63.0,50.0,50.0,0.0,62.0,B20,D06,C00,D31,0.309,0.559,0.118,0.13,0.722,0.13,494.0
andro1212,1,45.0,49.0,6.0,100.0,43.077,52.308,4.615,65.0,48.333,46.667,5.0,60.0,B01,C20,A03,C00,0.316,0.228,0.368,0.306,0.532,0.129,228.0
guyka1,-1,48.0,46.0,6.0,100.0,50.0,43.548,6.452,62.0,52.381,44.444,3.175,63.0,B00,D01,A05,E76,0.219,0.562,0.141,0.564,0.382,0.055,351.0
RiCkSoN173,-1,45.0,51.0,4.0,100.0,45.161,48.387,6.452,62.0,46.032,49.206,4.762,63.0,C20,C00,C25,C61,0.386,0.246,0.333,0.098,0.656,0.213,379.0
hazem254,1,47.0,49.0,4.0,100.0,50.0,46.774,3.226,62.0,42.857,52.381,4.762,63.0,A00,C00,A01,A02,0.224,0.414,0.362,0.726,0.161,0.048,393.0
MahmoudSSamir,1,0.0,100.0,0.0,3.0,53.731,43.284,2.985,67.0,43.103,55.172,1.724,58.0,D00,A40,C55,B06,0.443,0.262,0.279,0.18,0.311,0.426,267.0
BrockHardchest,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mostaafaa,1,52.0,44.0,4.0,100.0,48.333,45.0,6.667,60.0,52.308,43.077,4.615,65.0,D02,C00,E22,E20,0.159,0.73,0.095,0.091,0.836,0.018,296.0
WildCatKatana,1,48.0,46.0,6.0,100.0,61.905,36.508,1.587,63.0,41.935,50.0,8.065,62.0,B10,B01,C41,C62,0.185,0.538,0.277,0.167,0.722,0.093,240.0
danielwoking1,1,41.0,48.0,11.0,100.0,41.27,52.381,6.349,63.0,51.613,41.935,6.452,62.0,D01,nonStandard,D04,C39,0.276,0.483,0.207,0.271,0.508,0.22,347.0
good911,-1,52.0,46.0,2.0,100.0,54.098,40.984,4.918,61.0,51.562,48.438,0.0,64.0,C42,A40,A06,B08,0.273,0.545,0.152,0.179,0.661,0.161,361.0
Antinonymous,1,43.0,53.0,4.0,100.0,47.692,47.692,4.615,65.0,40.0,58.333,1.667,60.0,C44,B01,D02,C15,0.273,0.436,0.218,0.152,0.773,0.076,315.0
Mac2000,-1,52.0,39.0,9.0,100.0,53.125,35.938,10.938,64.0,50.82,42.623,6.557,61.0,C41,C24,A06,A22,0.246,0.492,0.246,0.918,0.02,0.061,360.0
Kingsindiaan,-1,64.0,35.0,0.0,51.0,52.0,48.0,0.0,25.0,58.621,41.379,0.0,29.0,A40,B00,B13,A46,0.233,0.5,0.2,0.208,0.625,0.083,260.0
yahiafirst11,-1,51.0,44.0,4.0,45.0,46.154,42.308,11.538,26.0,52.174,43.478,4.348,23.0,B33,B30,C44,B46,0.25,0.625,0.083,0.048,0.714,0.238,434.0
saulpoke,-1,56.0,43.0,0.0,96.0,55.0,45.0,0.0,20.0,57.895,42.105,0.0,19.0,B00,A04,C47,C46,0.5,0.318,0.182,0.529,0.294,0.176,269.0
rashad1202,-1,49.0,47.0,4.0,100.0,54.839,41.935,3.226,62.0,41.27,53.968,4.762,63.0,C41,C23,B40,C40,0.35,0.433,0.183,0.267,0.083,0.567,432.0
Aloneman-777,-1,59.0,39.0,2.0,100.0,61.538,38.462,0.0,65.0,46.667,46.667,6.667,60.0,D02,C00,C41,A00,0.191,0.618,0.191,0.075,0.736,0.189,368.0
Maqa-055,1,0.0,0.0,100.0,3.0,14.286,78.571,7.143,14.0,50.0,50.0,0.0,10.0,B01,A00,C42,B01,0.286,0.286,0.0,0.688,0.125,0.0,249.0
timur86,-1,0.0,0.0,0.0,0.0,42.857,55.556,1.587,63.0,37.097,56.452,6.452,62.0,B06,B01,B00,C50,0.12,0.5,0.34,0.443,0.3,0.229,237.0
ManujaVirajith,-1,42.0,51.0,6.0,99.0,40.625,53.125,6.25,64.0,59.016,39.344,1.639,61.0,B01,C50,C21,D30,0.468,0.258,0.242,0.638,0.19,0.121,279.0
crypto8484,-1,52.0,47.0,0.0,57.0,51.613,40.323,8.065,62.0,55.556,44.444,0.0,63.0,B30,B21,B27,B23,0.284,0.463,0.224,0.264,0.528,0.17,383.0
ElenaVil,-1,56.0,40.0,4.0,100.0,60.656,32.787,6.557,61.0,50.0,45.312,4.688,64.0,A40,C20,A46,A45,0.217,0.652,0.072,0.735,0.082,0.163,492.0
postmaster87,1,46.0,49.0,5.0,100.0,51.562,45.312,3.125,64.0,40.984,52.459,6.557,61.0,D00,B13,D51,D32,0.224,0.552,0.19,0.295,0.443,0.262,410.0
Campagne34,-1,42.0,54.0,4.0,100.0,53.226,43.548,3.226,62.0,36.508,58.73,4.762,63.0,B10,B12,B13,D11,0.161,0.643,0.179,0.234,0.688,0.0,485.0
zenze0101,1,47.0,48.0,5.0,100.0,48.387,48.387,3.226,62.0,44.444,50.794,4.762,63.0,D01,A40,A00,B37,0.121,0.586,0.276,0.177,0.613,0.194,256.0
Kevschin,-1,0.0,0.0,0.0,0.0,57.143,38.095,4.762,63.0,59.677,37.097,3.226,62.0,B10,B13,C67,C61,0.37,0.534,0.082,0.085,0.426,0.489,382.0
MarkusCalatrava,1,53.0,44.0,3.0,100.0,56.452,41.935,1.613,62.0,52.381,44.444,3.175,63.0,C50,D00,A06,D02,0.235,0.5,0.265,0.167,0.685,0.093,362.0
kaka_chiarinii1345,-1,40.0,50.0,10.0,50.0,38.71,51.613,9.677,31.0,44.828,48.276,6.897,29.0,A45,A10,A22,D04,0.2,0.8,0.0,0.367,0.6,0.033,355.0
Anatoliy_pro,1,48.0,50.0,2.0,100.0,61.905,34.921,3.175,63.0,37.097,61.29,1.613,62.0,B06,D00,A01,D10,0.177,0.581,0.242,0.133,0.733,0.067,325.0
zaviersaw117,1,35.0,55.0,10.0,20.0,45.455,54.545,0.0,11.0,23.077,61.538,15.385,13.0,B01,C44,D00,C20,0.875,0.125,0.0,0.857,0.071,0.0,304.0
Percys_GreenNugget,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,60.0,40.0,0.0,5.0,D86,A09,D86,B21,0.0,1.0,0.0,0.0,1.0,0.0,274.0
jonahcbrieva,-1,57.0,42.0,0.0,100.0,56.923,43.077,0.0,65.0,61.667,38.333,0.0,60.0,C50,C53,C58,A40,0.27,0.581,0.122,0.098,0.804,0.098,308.0
billyboy1980,1,45.0,54.0,1.0,100.0,50.82,49.18,0.0,61.0,40.625,57.812,1.562,64.0,A40,C53,C78,C61,0.14,0.754,0.105,0.134,0.806,0.06,432.0
cgr02,1,50.0,46.0,4.0,100.0,48.485,48.485,3.03,66.0,50.847,42.373,6.78,59.0,C44,C45,B10,C43,0.145,0.597,0.258,0.386,0.596,0.0,307.0
Sokol_1985,-1,0.0,100.0,0.0,3.0,46.875,50.0,3.125,64.0,44.262,55.738,0.0,61.0,B00,A40,C02,A10,0.281,0.526,0.158,0.212,0.606,0.182,334.0
Aitortilla1988,-1,45.0,46.0,9.0,100.0,47.826,41.304,10.87,46.0,56.0,40.0,4.0,50.0,A10,B40,E27,D15,0.08,0.58,0.34,0.179,0.667,0.154,261.0
xterra777,1,44.0,56.0,0.0,100.0,51.613,48.387,0.0,62.0,41.27,58.73,0.0,63.0,A00,C00,A00,A04,0.31,0.414,0.276,0.164,0.299,0.448,287.0
carpv,-1,44.0,51.0,5.0,100.0,55.556,41.27,3.175,63.0,35.484,59.677,4.839,62.0,B01,A21,A13,C45,0.263,0.509,0.14,0.238,0.683,0.079,482.0
Viktorkirvik,0,49.0,45.0,6.0,100.0,55.556,38.095,6.349,63.0,46.774,45.161,8.065,62.0,B01,D02,B06,C40,0.203,0.594,0.188,0.385,0.538,0.058,353.0
Alfaorionis,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m2-valentin,-1,65.0,30.0,5.0,100.0,65.672,26.866,7.463,67.0,53.448,43.103,3.448,58.0,A01,B00,A10,A01,0.08,0.707,0.16,0.07,0.721,0.186,443.0
encoretoi,1,47.0,50.0,3.0,100.0,52.381,44.444,3.175,63.0,45.161,51.613,3.226,62.0,C00,C02,B13,B44,0.164,0.623,0.213,0.317,0.3,0.383,434.0
Ulysses187,1,0.0,0.0,0.0,0.0,47.619,50.794,1.587,63.0,38.71,56.452,4.839,62.0,C50,B21,A25,C25,0.278,0.407,0.241,0.403,0.448,0.075,277.0
kalininski,0,53.0,43.0,4.0,100.0,56.923,40.0,3.077,65.0,45.0,50.0,5.0,60.0,B12,B10,C36,A02,0.266,0.5,0.219,0.268,0.411,0.304,391.0
abfaye,-1,50.0,45.0,5.0,100.0,52.381,46.032,1.587,63.0,43.548,48.387,8.065,62.0,A40,C44,B07,C50,0.267,0.5,0.217,0.305,0.678,0.017,204.0
sejas1976,-1,57.0,42.0,0.0,21.0,54.386,43.86,1.754,57.0,42.647,55.882,1.471,68.0,B20,A04,B22,D45,0.2,0.433,0.283,0.254,0.46,0.286,337.0
DEV_D_GR8,1,39.0,60.0,1.0,100.0,48.387,50.0,1.613,62.0,41.27,58.73,0.0,63.0,C25,C50,A01,A00,0.339,0.339,0.196,0.397,0.294,0.206,220.0
Isaacnewton111,1,0.0,0.0,0.0,0.0,57.576,42.424,0.0,66.0,45.763,52.542,1.695,59.0,A00,nonStandard,B30,C20,0.123,0.492,0.323,0.068,0.424,0.458,293.0
Nickthrylos,-1,41.0,51.0,8.0,100.0,47.541,49.18,3.279,61.0,39.062,50.0,10.938,64.0,B28,A45,C49,D55,0.111,0.741,0.148,0.048,0.806,0.145,560.0
ALENA42077,0,48.0,41.0,10.0,87.0,20.0,50.0,30.0,20.0,21.429,50.0,28.571,14.0,A00,B01,B13,B06,0.286,0.571,0.143,0.647,0.118,0.235,352.0
