user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jcxiaohao,1,18.0,81.0,0.0,33.0,40.909,54.545,4.545,66.0,57.627,37.288,5.085,59.0,nonStandard,B90,C40,C18,0.295,0.525,0.148,0.207,0.776,0.017,258.0
Zbloom,-1,56.0,44.0,0.0,100.0,49.231,46.154,4.615,65.0,55.0,41.667,3.333,60.0,B01,C50,A22,D50,0.215,0.569,0.215,0.218,0.636,0.127,298.0
alioktay,1,43.0,54.0,3.0,100.0,46.875,50.0,3.125,64.0,39.344,55.738,4.918,61.0,D00,A40,C64,C50,0.444,0.37,0.093,0.348,0.212,0.136,311.0
Pepenico,-1,54.0,43.0,3.0,100.0,47.541,45.902,6.557,61.0,56.25,43.75,0.0,64.0,C50,C40,A43,C42,0.308,0.538,0.108,0.393,0.554,0.054,332.0
scott_pilgrim,-1,41.0,50.0,9.0,100.0,46.032,50.794,3.175,63.0,48.387,38.71,12.903,62.0,C50,C44,B40,B06,0.203,0.593,0.186,0.321,0.589,0.089,600.0
Avkom60,1,0.0,0.0,0.0,0.0,37.705,52.459,9.836,61.0,31.25,60.938,7.812,64.0,C40,C29,B20,B00,0.442,0.326,0.116,0.141,0.803,0.056,211.0
spookums,-1,28.0,72.0,0.0,25.0,23.077,76.923,0.0,13.0,33.333,66.667,0.0,12.0,C47,C40,B08,C60,0.571,0.286,0.143,0.0,0.056,0.944,478.0
kennypierre18,1,47.0,50.0,3.0,100.0,52.381,46.032,1.587,63.0,45.161,51.613,3.226,62.0,B01,B00,C62,B15,0.41,0.393,0.164,0.23,0.361,0.377,551.0
halakuc,1,45.0,53.0,2.0,100.0,41.27,55.556,3.175,63.0,51.613,45.161,3.226,62.0,A43,B50,A42,C35,0.207,0.621,0.172,0.063,0.333,0.587,433.0
jb2403,-1,52.0,46.0,2.0,100.0,51.562,48.438,0.0,64.0,47.541,49.18,3.279,61.0,A00,B00,C40,D01,0.435,0.339,0.177,0.77,0.0,0.23,361.0
Falkor1,-1,50.0,40.0,10.0,100.0,47.619,42.857,9.524,63.0,51.613,40.323,8.065,62.0,C50,C00,B40,A45,0.226,0.597,0.177,0.115,0.692,0.192,250.0
HunAtosz,-1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,A40,C34,A40,C34,0.5,0.5,0.0,0.0,0.0,0.0,303.0
nanonanosugar,1,55.0,41.0,4.0,100.0,64.516,30.645,4.839,62.0,49.206,49.206,1.587,63.0,A00,A40,B15,D79,0.239,0.577,0.183,0.18,0.58,0.08,268.0
V-Granin,1,57.0,42.0,0.0,57.0,56.25,39.062,4.688,64.0,49.18,47.541,3.279,61.0,B12,B22,B06,A02,0.288,0.47,0.227,0.13,0.481,0.389,303.0
best_wishes2u,0,49.0,45.0,6.0,100.0,43.548,51.613,4.839,62.0,52.381,41.27,6.349,63.0,C44,A40,D02,C23,0.25,0.533,0.2,0.328,0.655,0.0,224.0
proayaangmailcom23,0,42.0,57.0,0.0,84.0,25.0,73.214,1.786,56.0,20.29,78.261,1.449,69.0,C23,C40,A02,C41,0.5,0.214,0.143,0.221,0.621,0.042,215.0
yazon12,-1,10.0,90.0,0.0,20.0,9.091,90.909,0.0,11.0,11.111,88.889,0.0,9.0,C20,B01,C46,A40,1.0,0.0,0.0,0.278,0.556,0.111,164.0
Hanzi_Shah,1,47.0,53.0,0.0,100.0,43.75,56.25,0.0,64.0,50.82,45.902,3.279,61.0,A40,D02,D07,A46,0.305,0.407,0.254,0.391,0.484,0.109,242.0
Kolinizerking,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,C47,C50,C47,C50,0.0,0.0,0.0,0.0,0.5,0.5,258.0
Azamat911,1,41.0,55.0,4.0,100.0,48.387,46.774,4.839,62.0,47.619,47.619,4.762,63.0,C23,C40,B06,A21,0.333,0.317,0.25,0.492,0.034,0.441,379.0
ianblitz2024,1,55.0,42.0,3.0,100.0,57.143,39.683,3.175,63.0,45.161,53.226,1.613,62.0,B23,B00,B10,A20,0.359,0.484,0.141,0.086,0.345,0.534,257.0
LEOMARCO777,1,51.0,42.0,7.0,100.0,54.839,38.71,6.452,62.0,50.794,44.444,4.762,63.0,A40,B06,B07,A10,0.152,0.424,0.424,0.058,0.423,0.519,464.0
JaimePerez,-1,0.0,0.0,0.0,0.0,33.333,66.667,0.0,3.0,0.0,100.0,0.0,1.0,C00,B10,B10,C00,0.0,1.0,0.0,0.0,0.333,0.667,336.0
qwer4321,1,22.0,77.0,0.0,27.0,28.571,71.429,0.0,7.0,34.746,62.712,2.542,118.0,B00,A40,A04,A40,0.349,0.372,0.233,0.316,0.494,0.19,419.0
ka237,-1,0.0,0.0,0.0,0.0,62.712,32.203,5.085,59.0,48.485,46.97,4.545,66.0,B00,A01,C26,D55,0.217,0.333,0.435,0.18,0.52,0.28,291.0
fer1211,-1,0.0,100.0,0.0,6.0,56.923,43.077,0.0,65.0,46.667,43.333,10.0,60.0,A00,B01,A01,A03,0.123,0.538,0.292,0.259,0.481,0.259,267.0
ShubhankarShankara,-1,36.0,59.0,5.0,100.0,46.154,50.769,3.077,65.0,48.333,51.667,0.0,60.0,C40,C20,C23,C25,0.305,0.492,0.169,0.359,0.234,0.375,233.0
hanifzaps,-1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,B22,,B22,,1.0,0.0,0.0,0.0,0.0,0.0,620.0
retlaWkilhaN,1,45.0,48.0,7.0,100.0,43.75,53.125,3.125,64.0,45.902,44.262,9.836,61.0,C50,B01,C45,C10,0.196,0.571,0.232,0.262,0.492,0.246,426.0
Cleviusy,-1,56.0,39.0,5.0,100.0,63.492,31.746,4.762,63.0,46.774,50.0,3.226,62.0,A00,D00,C25,A43,0.348,0.377,0.232,0.392,0.333,0.235,348.0
noobSSSSSSS,-1,0.0,0.0,0.0,0.0,33.333,66.667,0.0,3.0,0.0,66.667,33.333,3.0,D02,C47,C45,D02,1.0,0.0,0.0,0.0,0.75,0.0,196.0
Nesterov1982,1,54.0,43.0,3.0,100.0,49.153,47.458,3.39,59.0,48.485,48.485,3.03,66.0,C41,C21,A40,D38,0.41,0.426,0.115,0.1,0.383,0.417,384.0
Pedro_Chess2021,-1,66.0,30.0,4.0,100.0,67.742,25.806,6.452,62.0,58.73,38.095,3.175,63.0,A00,B00,A04,B27,0.165,0.481,0.354,0.45,0.325,0.2,245.0
Zorrogoza,1,0.0,0.0,0.0,0.0,45.902,50.82,3.279,61.0,59.375,40.625,0.0,64.0,A40,D00,A20,D13,0.167,0.424,0.364,0.719,0.158,0.123,258.0
moh123ed,-1,43.0,55.0,2.0,100.0,47.619,50.794,1.587,63.0,38.71,56.452,4.839,62.0,A40,C44,B08,C23,0.278,0.352,0.333,0.119,0.299,0.567,269.0
Cminortragedy,-1,40.0,59.0,0.0,66.0,43.86,54.386,1.754,57.0,41.176,57.353,1.471,68.0,A40,B13,B20,E50,0.302,0.321,0.321,0.229,0.486,0.257,250.0
NeeKPatwa,-1,0.0,0.0,0.0,0.0,58.824,29.412,11.765,17.0,40.0,60.0,0.0,20.0,C20,C50,A02,B07,0.333,0.556,0.111,0.118,0.824,0.059,489.0
Youleloveit2,-1,55.0,43.0,2.0,100.0,50.0,46.774,3.226,62.0,39.683,60.317,0.0,63.0,C20,B22,B20,D35,0.375,0.304,0.304,0.03,0.403,0.567,292.0
GauloisesRed,1,37.0,45.0,18.0,100.0,49.091,40.0,10.909,55.0,31.429,57.143,11.429,70.0,A40,C50,D10,C29,0.347,0.429,0.184,0.839,0.113,0.048,252.0
PAM1948,-1,42.0,56.0,2.0,100.0,58.73,38.095,3.175,63.0,40.323,59.677,0.0,62.0,B00,A40,A48,A06,0.194,0.548,0.242,0.115,0.279,0.59,420.0
Damon_S,-1,50.0,50.0,0.0,6.0,41.667,53.333,5.0,60.0,49.231,47.692,3.077,65.0,A00,D00,D05,E06,0.316,0.404,0.281,0.381,0.492,0.095,245.0
sanya1007,1,52.0,41.0,7.0,100.0,50.794,42.857,6.349,63.0,51.613,40.323,8.065,62.0,D02,A04,C24,C57,0.266,0.422,0.312,0.327,0.25,0.385,274.0
cadera,1,45.0,54.0,1.0,100.0,49.231,50.769,0.0,65.0,41.667,56.667,1.667,60.0,C44,B00,C42,B50,0.386,0.509,0.053,0.119,0.254,0.582,237.0
Yvonne-26,1,49.0,44.0,7.0,100.0,50.82,39.344,9.836,61.0,40.625,53.125,6.25,64.0,B00,B13,A49,C01,0.193,0.509,0.246,0.034,0.931,0.034,397.0
Pryvit2000,1,37.0,57.0,5.0,100.0,36.066,57.377,6.557,61.0,42.188,54.688,3.125,64.0,A00,B01,C44,E70,0.306,0.469,0.184,0.186,0.557,0.257,337.0
pasosligeros,-1,42.0,53.0,5.0,100.0,53.226,45.161,1.613,62.0,33.333,60.317,6.349,63.0,C47,B01,A40,nonStandard,0.407,0.5,0.074,0.273,0.606,0.061,264.0
leopp77,-1,48.0,46.0,6.0,100.0,46.774,51.613,1.613,62.0,46.032,50.794,3.175,63.0,B23,B01,B40,B10,0.448,0.345,0.172,0.219,0.453,0.156,210.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soulhunterid,-1,56.0,40.0,4.0,100.0,59.677,37.097,3.226,62.0,52.381,39.683,7.937,63.0,B10,B12,A03,C64,0.286,0.457,0.229,0.042,0.771,0.188,304.0
MZ112,-1,60.0,40.0,0.0,15.0,53.226,41.935,4.839,62.0,52.381,47.619,0.0,63.0,B02,D00,E90,A10,0.303,0.333,0.333,0.25,0.5,0.214,254.0
Gluhorse,1,47.0,52.0,0.0,63.0,57.812,40.625,1.562,64.0,52.459,47.541,0.0,61.0,C50,C00,A00,A13,0.377,0.362,0.203,0.218,0.273,0.473,372.0
Silviobg,-1,53.0,39.0,8.0,100.0,55.738,36.066,8.197,61.0,48.438,48.438,3.125,64.0,B30,B32,D92,C62,0.323,0.554,0.123,0.094,0.434,0.453,454.0
arbuzin79,-1,52.0,44.0,4.0,100.0,57.812,37.5,4.688,64.0,42.623,52.459,4.918,61.0,C41,C20,D02,C43,0.222,0.587,0.143,0.161,0.679,0.161,356.0
edyoo7,-1,40.0,56.0,3.0,100.0,43.939,48.485,7.576,66.0,50.847,42.373,6.78,59.0,B01,C23,C41,C44,0.169,0.373,0.458,0.246,0.596,0.158,265.0
Vikramvetal,-1,0.0,0.0,0.0,0.0,41.27,57.143,1.587,63.0,48.387,51.613,0.0,62.0,B30,B32,A00,A06,0.429,0.393,0.161,0.074,0.721,0.191,232.0
Alexang,-1,48.0,48.0,4.0,100.0,40.984,55.738,3.279,61.0,35.938,57.812,6.25,64.0,B12,B10,E90,C37,0.208,0.562,0.167,0.141,0.732,0.113,280.0
TheArtOfRalphLauren,-1,50.0,48.0,2.0,100.0,38.71,58.065,3.226,62.0,55.556,41.27,3.175,63.0,B30,B01,A02,A48,0.356,0.441,0.169,0.081,0.903,0.016,183.0
Jotiar,-1,49.0,49.0,2.0,100.0,54.688,43.75,1.562,64.0,40.984,57.377,1.639,61.0,C42,C21,A04,C46,0.3,0.433,0.217,0.238,0.73,0.016,251.0
ICryArk,1,43.0,52.0,4.0,23.0,44.444,55.556,0.0,9.0,42.857,50.0,7.143,14.0,B21,C44,A00,B50,0.1,0.5,0.3,0.167,0.5,0.167,312.0
DanHarner,-1,0.0,0.0,0.0,0.0,48.276,48.276,3.448,58.0,46.269,46.269,7.463,67.0,C50,C54,C47,A46,0.305,0.492,0.119,0.186,0.814,0.0,323.0
Xela58,-1,0.0,0.0,0.0,0.0,56.923,40.0,3.077,65.0,50.0,41.667,8.333,60.0,B27,B01,A00,B50,0.254,0.582,0.134,0.02,0.725,0.255,389.0
alexhedb,-1,50.0,42.0,8.0,100.0,53.226,40.323,6.452,62.0,47.619,44.444,7.937,63.0,B00,B01,B23,D43,0.222,0.413,0.333,0.547,0.358,0.075,234.0
Tigar9999,1,53.0,46.0,1.0,100.0,66.667,31.746,1.587,63.0,53.226,46.774,0.0,62.0,B21,C41,B27,B06,0.24,0.427,0.307,0.204,0.755,0.041,380.0
chongz123_bishop,1,44.0,50.0,6.0,100.0,45.902,49.18,4.918,61.0,42.188,56.25,1.562,64.0,A40,B10,A84,D05,0.218,0.582,0.145,0.061,0.5,0.439,269.0
yusuftaha365,1,56.0,37.0,6.0,100.0,61.29,32.258,6.452,62.0,44.444,50.794,4.762,63.0,C44,B01,B13,B86,0.182,0.652,0.136,0.173,0.654,0.096,571.0
ibrahim_cengiz,1,50.0,50.0,0.0,6.0,55.0,38.333,6.667,60.0,35.385,55.385,9.231,65.0,B10,B12,C29,B18,0.304,0.571,0.107,0.136,0.593,0.254,261.0
kbrk,-1,46.0,50.0,3.0,84.0,38.462,56.923,4.615,65.0,41.667,55.0,3.333,60.0,C50,A40,B15,C66,0.36,0.34,0.24,0.4,0.043,0.514,310.0
elmer987,1,0.0,0.0,0.0,0.0,38.806,56.716,4.478,67.0,51.724,44.828,3.448,58.0,A40,C00,A57,A81,0.107,0.536,0.304,0.328,0.438,0.188,397.0
badris,1,48.0,36.0,16.0,100.0,41.27,46.032,12.698,63.0,45.161,41.935,12.903,62.0,B12,B10,C50,A15,0.074,0.667,0.241,0.127,0.691,0.182,649.0
Elconde33,1,50.0,42.0,7.0,42.0,52.174,46.377,1.449,69.0,58.929,39.286,1.786,56.0,A45,C00,A04,C49,0.29,0.493,0.174,0.481,0.352,0.13,351.0
kayaloram,1,53.0,44.0,3.0,100.0,47.541,52.459,0.0,61.0,54.688,42.188,3.125,64.0,A01,B06,B00,A04,0.203,0.484,0.25,0.356,0.508,0.102,301.0
jiejuewenti,1,46.0,49.0,5.0,100.0,41.27,52.381,6.349,63.0,45.161,53.226,1.613,62.0,A40,D02,D11,A04,0.111,0.333,0.537,0.379,0.439,0.182,251.0
mamut0397,-1,45.0,52.0,3.0,100.0,40.58,59.42,0.0,69.0,48.214,46.429,5.357,56.0,C44,C47,A45,A17,0.236,0.636,0.127,0.104,0.642,0.164,177.0
olivaw123,1,50.0,48.0,2.0,100.0,53.125,45.312,1.562,64.0,45.902,52.459,1.639,61.0,C41,C20,A00,C22,0.226,0.613,0.161,0.18,0.705,0.115,321.0
Lobatop,1,43.0,47.0,10.0,100.0,49.18,42.623,8.197,61.0,42.188,46.875,10.938,64.0,A00,B06,A01,E81,0.281,0.509,0.211,0.446,0.214,0.304,248.0
Threat_tactics,1,44.0,53.0,3.0,100.0,61.538,35.897,2.564,39.0,37.209,60.465,2.326,43.0,A40,C44,C50,C00,0.3,0.5,0.175,0.275,0.5,0.2,543.0
tonit,-1,41.0,49.0,10.0,100.0,50.0,43.548,6.452,62.0,36.508,52.381,11.111,63.0,D00,A45,C11,A30,0.278,0.5,0.204,0.117,0.75,0.133,454.0
Davgag12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rocky63,-1,52.0,41.0,7.0,100.0,50.0,46.667,3.333,60.0,55.385,35.385,9.231,65.0,C00,A40,E10,E71,0.121,0.742,0.136,0.059,0.824,0.098,392.0
DavidHakvoort,-1,43.0,51.0,6.0,100.0,46.875,48.438,4.688,64.0,44.262,54.098,1.639,61.0,D00,C25,B15,C48,0.509,0.316,0.158,0.375,0.469,0.156,296.0
pionsejati,1,54.0,38.0,8.0,100.0,48.718,43.59,7.692,39.0,58.974,35.897,5.128,39.0,B00,C50,A45,A40,0.405,0.31,0.286,0.226,0.452,0.226,278.0
teuteu44,1,43.0,51.0,6.0,100.0,50.82,42.623,6.557,61.0,43.75,51.562,4.688,64.0,B10,A21,D20,C44,0.322,0.39,0.254,0.559,0.102,0.339,276.0
Horrorrolf,1,40.0,52.0,8.0,100.0,39.683,55.556,4.762,63.0,45.161,48.387,6.452,62.0,C50,C44,B90,C46,0.113,0.604,0.208,0.062,0.754,0.185,396.0
BhamMike,1,50.0,46.0,4.0,100.0,44.444,49.206,6.349,63.0,48.387,43.548,8.065,62.0,B00,D00,B02,A46,0.103,0.362,0.5,0.569,0.397,0.034,243.0
Alina_alyna,-1,0.0,0.0,0.0,0.0,54.839,41.935,3.226,62.0,41.27,52.381,6.349,63.0,C20,B01,C60,C48,0.2,0.517,0.233,0.983,0.017,0.0,284.0
Bunny22,1,57.0,32.0,10.0,100.0,59.677,38.71,1.613,62.0,47.619,42.857,9.524,63.0,B01,A02,A10,C36,0.09,0.612,0.299,0.255,0.686,0.059,518.0
SAKURAFUTABA,-1,50.0,49.0,1.0,100.0,52.308,47.692,0.0,65.0,46.667,51.667,1.667,60.0,A40,A00,D31,D11,0.355,0.387,0.226,0.21,0.677,0.113,245.0
HeyrexXx,-1,50.0,47.0,3.0,100.0,60.938,34.375,4.688,64.0,45.902,52.459,1.639,61.0,D01,A43,A30,D00,0.194,0.537,0.224,0.259,0.611,0.13,354.0
Nafeh,-1,50.0,50.0,0.0,6.0,41.667,58.333,0.0,60.0,33.846,60.0,6.154,65.0,A00,B00,C27,D03,0.34,0.426,0.213,0.122,0.662,0.203,212.0
yahya_bb,-1,50.0,46.0,4.0,100.0,56.452,40.323,3.226,62.0,44.444,50.794,4.762,63.0,C50,B01,C21,C55,0.349,0.175,0.333,0.579,0.175,0.158,232.0
Lorenzo4479,-1,50.0,48.0,2.0,100.0,44.444,52.381,3.175,63.0,53.226,45.161,1.613,62.0,B00,C20,B12,D10,0.23,0.574,0.164,0.328,0.59,0.033,320.0
Hapax22,0,33.0,67.0,0.0,100.0,53.125,45.312,1.562,64.0,47.541,52.459,0.0,61.0,B00,C50,B40,A45,0.333,0.302,0.365,0.197,0.344,0.459,260.0
Tjokke67,-1,48.0,46.0,6.0,100.0,49.18,44.262,6.557,61.0,42.188,54.688,3.125,64.0,D00,C22,B21,C23,0.281,0.368,0.298,0.516,0.113,0.371,255.0
majeremanepercychess,1,37.0,57.0,5.0,100.0,54.688,43.75,1.562,64.0,39.344,59.016,1.639,61.0,B00,C20,C41,D06,0.39,0.441,0.153,0.312,0.359,0.297,258.0
Fran44chess,0,49.0,49.0,2.0,100.0,46.774,48.387,4.839,62.0,41.27,57.143,1.587,63.0,C00,C30,B44,B50,0.073,0.618,0.255,0.303,0.485,0.212,409.0
leo_kickziiie,-1,42.0,52.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandina,-1,49.0,41.0,10.0,100.0,51.562,42.188,6.25,64.0,44.262,44.262,11.475,61.0,C41,C50,D01,D04,0.233,0.567,0.167,0.13,0.519,0.167,518.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prajakt123chess,-1,49.0,47.0,4.0,100.0,54.688,42.188,3.125,64.0,50.82,45.902,3.279,61.0,C50,C44,E05,C40,0.212,0.621,0.136,0.218,0.491,0.109,508.0
Polska_gurom,-1,30.0,69.0,0.0,39.0,44.928,46.377,8.696,69.0,39.286,55.357,5.357,56.0,B23,B01,A15,B17,0.226,0.642,0.113,0.206,0.714,0.063,225.0
leonid535,1,35.0,59.0,6.0,100.0,41.27,50.794,7.937,63.0,27.419,70.968,1.613,62.0,A43,D01,A04,B09,0.163,0.581,0.256,0.224,0.513,0.25,262.0
PhuroMahadeva,-1,56.0,39.0,4.0,100.0,50.0,50.0,0.0,64.0,60.656,34.426,4.918,61.0,A01,B23,E70,C29,0.203,0.565,0.217,0.094,0.321,0.585,267.0
lhmolia,1,47.0,53.0,0.0,100.0,43.077,53.846,3.077,65.0,55.0,45.0,0.0,60.0,D02,A40,C25,A20,0.213,0.59,0.148,0.419,0.548,0.032,307.0
Aminnorudin82,1,0.0,0.0,0.0,0.0,75.41,21.311,3.279,61.0,76.562,20.312,3.125,64.0,B01,A06,A40,C65,0.516,0.326,0.158,0.346,0.462,0.154,276.0
Interthebest,1,42.0,56.0,2.0,100.0,35.484,64.516,0.0,62.0,52.381,44.444,3.175,63.0,C25,B10,A84,A83,0.327,0.6,0.055,0.324,0.632,0.029,452.0
sereja666,1,0.0,0.0,0.0,0.0,46.032,46.032,7.937,63.0,50.0,48.387,1.613,62.0,B01,B21,B32,B02,0.217,0.517,0.267,0.847,0.0,0.102,391.0
SlayChaseQueen,-1,49.0,49.0,2.0,100.0,51.613,45.161,3.226,62.0,41.27,57.143,1.587,63.0,A00,A40,A01,B00,0.259,0.466,0.276,0.422,0.453,0.031,206.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grantm11,1,48.0,44.0,8.0,100.0,55.556,38.095,6.349,63.0,48.387,43.548,8.065,62.0,B30,A40,C20,B00,0.215,0.615,0.138,0.196,0.549,0.157,359.0
NokhbeZaeim,-1,33.0,66.0,0.0,45.0,28.788,68.182,3.03,66.0,38.983,61.017,0.0,59.0,C20,A00,A30,A04,0.524,0.286,0.143,0.568,0.025,0.395,377.0
perfectatack,1,51.0,46.0,3.0,100.0,50.0,45.312,4.688,64.0,52.459,42.623,4.918,61.0,B01,B00,B32,B33,0.391,0.469,0.125,0.145,0.364,0.491,263.0
Kurouwuii,1,45.0,50.0,4.0,72.0,46.667,53.333,0.0,60.0,46.154,50.769,3.077,65.0,D00,A40,D02,A01,0.483,0.379,0.121,0.185,0.692,0.062,328.0
jpessoa7,-1,57.0,42.0,0.0,100.0,54.839,43.548,1.613,62.0,57.143,39.683,3.175,63.0,A00,C00,A04,C25,0.214,0.371,0.414,0.385,0.327,0.25,264.0
dubosa1,-1,54.0,41.0,5.0,100.0,50.0,45.161,4.839,62.0,47.619,46.032,6.349,63.0,C00,D02,A02,A13,0.344,0.492,0.131,0.175,0.561,0.263,259.0
YSDRxn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viviero,1,0.0,0.0,0.0,0.0,44.231,53.846,1.923,52.0,39.726,54.795,5.479,73.0,C41,C00,B02,C26,0.269,0.404,0.308,0.103,0.544,0.338,495.0
gavasha,1,52.0,41.0,7.0,100.0,58.333,40.0,1.667,60.0,61.538,33.846,4.615,65.0,A40,D00,A01,C01,0.373,0.453,0.12,0.391,0.5,0.087,332.0
bredddd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niper,-1,45.0,54.0,1.0,100.0,48.438,51.562,0.0,64.0,45.902,52.459,1.639,61.0,A40,B10,A43,A01,0.22,0.508,0.237,0.246,0.508,0.231,226.0
szymonwitak,-1,49.0,45.0,6.0,100.0,60.294,36.765,2.941,68.0,57.895,28.07,14.035,57.0,B22,C00,C20,B00,0.162,0.5,0.324,0.878,0.024,0.098,419.0
KingsIndianKing,1,49.0,47.0,4.0,100.0,55.556,41.27,3.175,63.0,46.774,50.0,3.226,62.0,A00,A40,C34,B00,0.188,0.625,0.172,0.123,0.509,0.333,380.0
agil3,1,45.0,54.0,1.0,100.0,39.344,59.016,1.639,61.0,43.75,56.25,0.0,64.0,B00,C25,C10,C11,0.288,0.596,0.115,0.139,0.611,0.125,183.0
brahletmeplay,-1,0.0,0.0,0.0,0.0,61.039,32.468,6.494,77.0,56.25,35.417,8.333,48.0,nonStandard,A21,D45,A17,0.486,0.392,0.108,0.31,0.548,0.071,246.0
czesioszachista,-1,0.0,0.0,0.0,0.0,59.259,40.741,0.0,27.0,46.667,46.667,6.667,30.0,A40,C00,A80,A43,0.5,0.2,0.233,0.36,0.2,0.44,235.0
Josphat-Jr,1,61.0,39.0,0.0,100.0,56.667,41.667,1.667,60.0,53.846,43.077,3.077,65.0,B23,D00,C46,C20,0.188,0.391,0.362,0.132,0.736,0.075,218.0
AltIbr,1,56.0,43.0,1.0,100.0,54.545,43.939,1.515,66.0,55.932,44.068,0.0,59.0,C50,C62,B06,C69,0.304,0.449,0.203,0.309,0.436,0.218,217.0
Stapler2,1,0.0,0.0,0.0,0.0,48.214,50.0,1.786,56.0,39.13,57.971,2.899,69.0,C00,C02,A50,D07,0.37,0.519,0.093,0.809,0.176,0.0,298.0
evlynserah,1,47.0,51.0,2.0,100.0,50.0,46.774,3.226,62.0,42.857,55.556,1.587,63.0,A40,C42,C02,C53,0.362,0.517,0.103,0.078,0.297,0.453,544.0
Azizjon_19,-1,51.0,41.0,8.0,100.0,34.426,57.377,8.197,61.0,54.688,40.625,4.688,64.0,C50,C00,D50,C28,0.214,0.411,0.339,0.295,0.443,0.246,244.0
sttest,0,49.0,49.0,2.0,100.0,46.875,51.562,1.562,64.0,44.262,54.098,1.639,61.0,D01,C41,A09,A43,0.246,0.439,0.298,0.53,0.333,0.136,252.0
craciunremus66,1,47.0,48.0,5.0,100.0,52.381,39.683,7.937,63.0,40.323,51.613,8.065,62.0,C00,C50,C43,D00,0.155,0.776,0.052,0.14,0.596,0.263,325.0
VEDPRAKASH4D,-1,30.0,60.0,10.0,30.0,8.333,83.333,8.333,12.0,40.0,60.0,0.0,10.0,C25,C47,B02,A40,0.4,0.2,0.4,0.438,0.312,0.25,278.0
Mootje1986,-1,39.0,57.0,3.0,100.0,41.27,57.143,1.587,63.0,43.548,53.226,3.226,62.0,C20,C40,B06,B01,0.415,0.245,0.302,0.29,0.348,0.246,203.0
olegdonn,-1,43.0,54.0,3.0,100.0,49.206,47.619,3.175,63.0,40.323,58.065,1.613,62.0,D00,C41,C34,B06,0.107,0.607,0.25,0.182,0.561,0.227,592.0
freiheitfuerdiedame,-1,0.0,0.0,0.0,0.0,37.037,59.259,3.704,27.0,26.667,66.667,6.667,30.0,C42,B00,C65,D02,0.056,0.556,0.389,0.306,0.222,0.472,279.0
standard_errors,1,42.0,54.0,4.0,100.0,44.444,52.381,3.175,63.0,45.161,48.387,6.452,62.0,B00,B01,B92,E60,0.304,0.482,0.143,0.095,0.587,0.286,354.0
Alexey_Shem,1,41.0,41.0,18.0,100.0,39.623,49.057,11.321,53.0,40.0,40.0,20.0,55.0,nonStandard,D02,C23,B30,0.372,0.442,0.116,0.458,0.417,0.042,391.0
thesheep1,1,51.0,48.0,1.0,100.0,68.852,31.148,0.0,61.0,37.5,60.938,1.562,64.0,D00,A40,A01,A48,0.348,0.485,0.121,0.276,0.569,0.017,300.0
MAXPAPST,1,50.0,44.0,6.0,100.0,50.794,46.032,3.175,63.0,43.548,50.0,6.452,62.0,B01,C00,A01,C40,0.153,0.644,0.186,0.033,0.617,0.35,451.0
