user_id,win_rate,lose_rate,draw_rate,game_count
murthyvr,45.0,50.0,5.0,100.0
dome475,50.0,50.0,0.0,24.0
Surprise_Kenny,50.0,48.0,2.0,100.0
lomioestetrico,51.0,41.0,8.0,100.0
Mr_SergeyAntonov,47.0,47.0,6.0,100.0
WAYNEAMISTAD,50.0,50.0,0.0,18.0
Pedalty,57.0,28.0,14.0,42.0
newEmirati,63.0,18.0,18.0,33.0
menmilliardermin,49.0,48.0,3.0,100.0
sernine1101,49.0,50.0,1.0,100.0
Amir48b,0.0,0.0,0.0,0.0
ilyaeryomin,48.0,48.0,4.0,100.0
Berani_lawan,0.0,0.0,0.0,0.0
NotASempai,47.0,49.0,4.0,100.0
kaanxgod,0.0,0.0,0.0,0.0
kelvinmark0105,49.0,42.0,9.0,100.0
mansoorkp2002,0.0,0.0,0.0,0.0
bordomavi55,55.0,42.0,3.0,100.0
mr_iibi,0.0,0.0,0.0,0.0
d_mi_77,44.0,49.0,7.0,100.0
radkevi4,53.0,43.0,4.0,100.0
Celestrix,0.0,0.0,0.0,0.0
Kingchachacha,46.0,52.0,2.0,100.0
jurnef,50.0,46.0,4.0,100.0
ncalderon,47.0,50.0,3.0,100.0
MUHSON,50.0,48.0,2.0,100.0
erdalm,52.0,41.0,7.0,100.0
belberg,0.0,0.0,0.0,0.0
salem202,0.0,0.0,0.0,0.0
gatonegro_24,45.0,51.0,4.0,100.0
LokoP,56.0,42.0,2.0,100.0
Dikarkaz,0.0,0.0,0.0,0.0
Zamaliev97,68.0,24.0,8.0,100.0
KartMak,43.0,56.0,0.0,32.0
secret321,50.0,50.0,0.0,24.0
agcbr,0.0,0.0,0.0,0.0
chesssasi,0.0,100.0,0.0,3.0
cakig,0.0,0.0,0.0,0.0
vikeey,16.0,66.0,16.0,18.0
Zaha812,0.0,0.0,0.0,0.0
aDownwardSpiral,51.0,42.0,7.0,100.0
Launchy,28.0,66.0,6.0,100.0
GreyLilac09,47.0,48.0,5.0,100.0
rvkitic,0.0,0.0,0.0,0.0
erturul1232,44.0,50.0,6.0,100.0
Kirsyai1981,0.0,0.0,0.0,0.0
aachan13,43.0,53.0,3.0,90.0
michaelww,46.0,54.0,0.0,100.0
OlaoluwaBc,47.0,51.0,2.0,100.0
YashavanthNI,100.0,0.0,0.0,12.0
mahor1367,41.0,56.0,3.0,100.0
Husseinmes,46.0,52.0,2.0,100.0
HR2452539,50.0,50.0,0.0,6.0
MarianaRM,47.0,53.0,0.0,100.0
klaudiom7,0.0,0.0,0.0,0.0
Madrugadog,0.0,0.0,0.0,0.0
monty82,52.0,40.0,8.0,100.0
bagdax777,0.0,0.0,0.0,0.0
tocador,41.0,55.0,4.0,100.0
linuxchesswin,46.0,54.0,0.0,100.0
Gaurav_bisht6969,52.0,42.0,6.0,100.0
Zhuk6568,49.0,46.0,5.0,100.0
bAgraphy,46.0,50.0,4.0,100.0
akei-ai,0.0,0.0,0.0,0.0
cyrus0912347916391,66.0,33.0,0.0,9.0
asprothsk,51.0,47.0,2.0,100.0
mouryakg,0.0,0.0,0.0,0.0
CRAZYDOG35,0.0,0.0,0.0,0.0
gianis_bt,40.0,60.0,0.0,15.0
Imuybemovoko,36.0,50.0,14.0,100.0
Vrishankp,25.0,74.0,1.0,100.0
orlandros,52.0,45.0,3.0,100.0
jason_m_bandal,0.0,0.0,0.0,0.0
guyrom,55.0,45.0,0.0,60.0
sindjelic,0.0,0.0,0.0,0.0
SESQUI,36.0,60.0,4.0,100.0
Ahmad-eyad-rababah,51.0,38.0,11.0,100.0
ahmadsamou123,46.0,51.0,3.0,100.0
Oleg_ch1,0.0,0.0,0.0,0.0
YALINTURFAN,49.0,49.0,2.0,100.0
gro0t,46.0,48.0,6.0,100.0
sthar,0.0,100.0,0.0,15.0
Rome089,45.0,52.0,3.0,100.0
tesmol,48.0,40.0,12.0,100.0
xostar,49.0,47.0,4.0,100.0
Nishannaik20456,44.0,50.0,6.0,100.0
YoSoyLuz,0.0,0.0,0.0,0.0
MissCalculation,53.0,41.0,6.0,100.0
WelcometoBan,47.0,46.0,7.0,100.0
Blessmaster,66.0,23.0,11.0,100.0
felipe_ph,0.0,0.0,0.0,0.0
MGBG2,60.0,32.0,8.0,100.0
Adlerauge09,32.0,50.0,17.0,84.0
CRpufnstuf,49.0,45.0,6.0,100.0
DarwinSchah,0.0,0.0,0.0,0.0
RKBhooi,49.0,49.0,2.0,100.0
AlKARPOV,0.0,0.0,0.0,0.0
Osamalabib777,45.0,52.0,3.0,100.0
initiativentempo,0.0,33.0,66.0,9.0
ferajaab40,51.0,49.0,0.0,100.0
Jas6,100.0,0.0,0.0,3.0
MikeFoxx,60.0,40.0,0.0,15.0
Elon_Garden,52.0,43.0,5.0,100.0
IvanLokh,0.0,0.0,0.0,0.0
Javen-Chess0,43.0,53.0,3.0,96.0
nic02,0.0,0.0,0.0,0.0
giascacchi,54.0,37.0,9.0,100.0
docvienna,43.0,56.0,0.0,48.0
komsomol-pioner,31.0,69.0,0.0,100.0
HedeTheWise,57.0,40.0,2.0,100.0
ArghyadipPaul,21.0,78.0,0.0,42.0
ZenClarity,0.0,0.0,0.0,0.0
zwang252,51.0,49.0,0.0,100.0
shashi_10444444,0.0,100.0,0.0,3.0
LupiQuelloVero,0.0,0.0,0.0,0.0
z3notorius,39.0,61.0,0.0,100.0
treeline,56.0,44.0,0.0,100.0
Kieransmith122,50.0,47.0,3.0,100.0
EdPro99,32.0,65.0,3.0,100.0
hcnovaes,0.0,0.0,0.0,0.0
pschneider1968,0.0,0.0,0.0,0.0
koservl,0.0,0.0,0.0,0.0
gkaradeniz,43.0,50.0,7.0,100.0
Perfect-Swordfish,45.0,45.0,10.0,100.0
Denho55,48.0,46.0,6.0,100.0
Mahsumbal,43.0,50.0,7.0,100.0
ostaztaha,52.0,48.0,0.0,100.0
manchukondamanoj,0.0,0.0,0.0,0.0
Jarz_FI,48.0,49.0,3.0,100.0
Adamyaseen,45.0,51.0,4.0,100.0
elflacopiro,49.0,46.0,5.0,100.0
TovarishAlexey,45.0,46.0,9.0,100.0
alba1982,44.0,49.0,7.0,100.0
Skjolden,100.0,0.0,0.0,12.0
Evgenik1984,0.0,0.0,0.0,0.0
maherfarh,0.0,0.0,0.0,0.0
siavash2024,0.0,100.0,0.0,3.0
pedrozam,56.0,42.0,1.0,100.0
Bibliotecario,46.0,53.0,1.0,100.0
MereseBerserkNhi,50.0,50.0,0.0,100.0
Rachyn,57.0,36.0,6.0,33.0
sasa11,52.0,42.0,6.0,100.0
rabi231238,48.0,44.0,6.0,87.0
MajklCSKA,54.0,40.0,6.0,100.0
seitengrat137,74.0,26.0,0.0,100.0
copingless,57.0,28.0,14.0,7.0
laure03,41.0,49.0,10.0,100.0
Moonraker23,44.0,51.0,5.0,100.0
launchar,41.0,48.0,11.0,100.0
aleandrobrasca,0.0,0.0,0.0,0.0
Pimentelchess,50.0,44.0,6.0,100.0
anidude30,48.0,42.0,9.0,99.0
MichaelTalaat123,46.0,51.0,3.0,100.0
EGSheltz,0.0,0.0,0.0,0.0
osmany-i,51.0,46.0,3.0,100.0
kentstgc,45.0,48.0,7.0,100.0
Lochem,48.0,46.0,6.0,100.0
unicorn201,37.0,62.0,0.0,24.0
soluciones1991,51.0,42.0,7.0,100.0
jelougwapo2424,51.0,47.0,2.0,100.0
szymon_a,54.0,46.0,0.0,100.0
Dharshvesh_2009,54.0,37.0,9.0,100.0
carloscue,21.0,78.0,0.0,69.0
Pandemic1617,0.0,0.0,0.0,0.0
Valentin-SPB,48.0,52.0,0.0,100.0
darkoblazevic,50.0,36.0,14.0,100.0
Rafaelle29,47.0,49.0,4.0,100.0
Alf68,0.0,0.0,0.0,0.0
SEDATO01,50.0,45.0,5.0,100.0
L005er,28.0,70.0,1.0,100.0
thehero355,42.0,57.0,0.0,21.0
happy_troll,0.0,0.0,0.0,0.0
alihojat,40.0,57.0,2.0,100.0
Firdausst01,46.0,49.0,5.0,100.0
Llamier,0.0,0.0,0.0,0.0
lil_postik,41.0,55.0,4.0,100.0
SEBASTIANEK,74.0,26.0,0.0,100.0
babyboks,0.0,100.0,0.0,3.0
vambroza,62.0,37.0,0.0,24.0
Pullakuski,0.0,0.0,0.0,0.0
Mythik,52.0,44.0,4.0,100.0
ThatsShowbizBaby,0.0,0.0,0.0,0.0
Hakanemrecelebi,0.0,0.0,0.0,0.0
PeterStephen567,56.0,40.0,4.0,100.0
guus100,49.0,48.0,3.0,100.0
xklyyh,37.0,48.0,15.0,100.0
NazaBoy,33.0,50.0,16.0,36.0
gobowl,57.0,41.0,1.0,100.0
pavelbotkin,45.0,50.0,5.0,100.0
pph2101,38.0,61.0,0.0,54.0
mhadelshmas,52.0,45.0,3.0,100.0
manchesterloc28,28.0,71.0,0.0,21.0
cw-Wang,56.0,37.0,6.0,100.0
Vikasingh2000,0.0,100.0,0.0,3.0
godeater12,68.0,25.0,6.0,48.0
digaojequeano,42.0,52.0,6.0,100.0
ramruz,0.0,0.0,0.0,0.0
ethwren,49.0,51.0,0.0,100.0
Mates29,39.0,45.0,15.0,99.0
JakubS8,36.0,61.0,3.0,100.0
gugu-guy,59.0,40.0,1.0,100.0
blakky,31.0,61.0,6.0,47.0
Awmomen200,24.0,72.0,3.0,87.0
hobot_slona,46.0,52.0,2.0,100.0
hassan45499,0.0,0.0,0.0,0.0
sindler,0.0,0.0,0.0,0.0
Songoktu,40.0,55.0,5.0,100.0
FranPT13,54.0,44.0,2.0,100.0
behrooz12312,32.0,60.0,7.0,84.0
Emanuele020504,44.0,51.0,5.0,100.0
justazugzwang,45.0,42.0,13.0,100.0
blueberry2614,39.0,57.0,3.0,100.0
Jokirapu,52.0,47.0,1.0,100.0
adamsouissi980,56.0,38.0,5.0,100.0
Salam_Rindu,0.0,0.0,0.0,0.0
ccm-cafe,49.0,44.0,7.0,100.0
bohakl,0.0,0.0,0.0,0.0
charlatan89,0.0,0.0,0.0,0.0
Nortonwells,49.0,46.0,5.0,100.0
Minhbo_2015,0.0,0.0,0.0,0.0
kratos410420,57.0,42.0,0.0,100.0
WordierPaladin,42.0,52.0,6.0,100.0
uspatange,56.0,39.0,5.0,100.0
trickofthetail,48.0,44.0,8.0,100.0
dasindu_methushel,24.0,70.0,6.0,100.0
Lukanghgh,0.0,100.0,0.0,1.0
Humpty79,0.0,0.0,0.0,0.0
gmseng1984,43.0,51.0,6.0,100.0
mauricioboro,49.0,48.0,3.0,100.0
drezald,82.0,17.0,0.0,34.0
FI123581321,44.0,47.0,9.0,100.0
JuniorCAB,0.0,0.0,0.0,0.0
fbmorais,0.0,0.0,0.0,0.0
JovenPionero,16.0,66.0,16.0,18.0
MathiasLP2023,39.0,53.0,8.0,100.0
shashank_2016,34.0,65.0,0.0,78.0
ultra_agent,53.0,43.0,4.0,100.0
Regan73,0.0,100.0,0.0,9.0
Crever,41.0,54.0,5.0,100.0
islamhany12,0.0,0.0,0.0,0.0
xx_7_Peace,50.0,50.0,0.0,12.0
rml26,43.0,54.0,3.0,100.0
TheDudE5653,0.0,0.0,0.0,0.0
DenizOzaydin-1,0.0,0.0,0.0,0.0
fsk3r,50.0,43.0,7.0,100.0
efarias,44.0,52.0,4.0,100.0
Manul15,43.0,53.0,3.0,96.0
factorial14,50.0,50.0,0.0,100.0
krishna222,51.0,41.0,8.0,100.0
ahmednagy00,71.0,19.0,9.0,63.0
helper2020,100.0,0.0,0.0,3.0
krish1502,50.0,50.0,0.0,6.0
keremkezer55,43.0,49.0,8.0,100.0
Holmes67,61.0,36.0,3.0,100.0
Sergio_84,100.0,0.0,0.0,3.0
NomadNoname,30.0,69.0,1.0,100.0
szsg,28.0,28.0,42.0,21.0
sarperalt,49.0,49.0,2.0,100.0
cerrah3,50.0,40.0,10.0,100.0
Djungar,42.0,53.0,5.0,100.0
StupidBlinkChess,0.0,0.0,0.0,0.0
Ahto_98,46.0,50.0,4.0,100.0
Ronner65,44.0,53.0,3.0,100.0
jhaymac-29dingalan,49.0,46.0,5.0,100.0
leesin-mugen,100.0,0.0,0.0,3.0
Lice-Fashion,0.0,0.0,0.0,0.0
cabdalle123,44.0,48.0,8.0,100.0
Chennai80,50.0,46.0,4.0,100.0
JordanSS,57.0,42.0,0.0,100.0
asadkamal,46.0,52.0,2.0,100.0
Capitan_Woody,72.0,22.0,6.0,100.0
hermawan71,75.0,12.0,12.0,99.0
AlexZima,52.0,42.0,4.0,63.0
martoud,72.0,27.0,0.0,54.0
Nonato02Jaguaretama,33.0,66.0,0.0,9.0
aisel_suleimanova,0.0,100.0,0.0,9.0
agm_marvin_bronoso,70.0,20.0,10.0,60.0
Abraham_Bloom,49.0,46.0,5.0,100.0
Amaurino,0.0,0.0,0.0,0.0
x7952812,0.0,100.0,0.0,2.0
legos99,0.0,0.0,0.0,0.0
Poltergeistg,56.0,38.0,5.0,100.0
A7med92e4e5,54.0,43.0,3.0,100.0
cailineee,56.0,38.0,5.0,100.0
Zagaq,48.0,49.0,3.0,100.0
Glasha_Pravednikova,0.0,0.0,0.0,0.0
Unsober,0.0,0.0,0.0,0.0
gorgoro,63.0,28.0,8.0,100.0
eilifgh,80.0,20.0,0.0,15.0
Mohammed_Yacine,0.0,0.0,0.0,0.0
Eagleheart,0.0,0.0,0.0,0.0
akapest,50.0,48.0,2.0,100.0
BerBur,0.0,0.0,0.0,0.0
marvmonkey,45.0,50.0,4.0,66.0
mgronie,47.0,53.0,0.0,100.0
Nurzhanchik,0.0,0.0,0.0,0.0
Thomas94500,0.0,0.0,0.0,0.0
pekowitsch,0.0,0.0,0.0,0.0
Mikefirst,0.0,0.0,0.0,0.0
feersdilaa13,44.0,55.0,0.0,81.0
Leo202415,0.0,0.0,0.0,0.0
GeorgeLQZ,14.0,85.0,0.0,21.0
kianpaya,0.0,0.0,0.0,0.0
AlphaHum,62.0,31.0,7.0,100.0
joecollege101,66.0,33.0,0.0,9.0
Felipe_bboy,75.0,25.0,0.0,48.0
GCS15,44.0,48.0,8.0,100.0
Spiloooo,44.0,51.0,5.0,100.0
meesalashanmukh,4.0,84.0,11.0,44.0
m291629,0.0,0.0,0.0,0.0
Hanizaremehrjardi,42.0,55.0,3.0,100.0
JONTDOG,39.0,56.0,4.0,100.0
Taksh55555,62.0,36.0,2.0,100.0
mohsenzl,48.0,46.0,6.0,100.0
Ram1302,49.0,48.0,3.0,100.0
trueday,52.0,44.0,4.0,100.0
Pediatraluchon,46.0,54.0,0.0,100.0
babayaro76,56.0,38.0,6.0,100.0
bd-man,70.0,26.0,3.0,90.0
alan1900,49.0,48.0,3.0,100.0
batilsky,66.0,33.0,0.0,9.0
Check_Marx,0.0,0.0,0.0,0.0
elmonkey,47.0,53.0,0.0,100.0
astrocobi,50.0,50.0,0.0,12.0
M_sergey_1975,47.0,46.0,7.0,100.0
MyDarkestHour,38.0,42.0,20.0,100.0
M0nroshka,53.0,43.0,4.0,100.0
nukri1960,46.0,53.0,1.0,100.0
nonStop46,33.0,66.0,0.0,18.0
olmak369,55.0,34.0,11.0,100.0
ahmedyasser2,0.0,0.0,0.0,0.0
salm7n,0.0,0.0,0.0,0.0
KpblM78,0.0,0.0,0.0,0.0
Dengizik,25.0,75.0,0.0,24.0
talgin87,43.0,50.0,7.0,100.0
Dwi_Ganapatih,21.0,78.0,0.0,19.0
trawetz03,0.0,0.0,0.0,0.0
UteshevDenis,47.0,53.0,0.0,100.0
ubabravo,45.0,53.0,2.0,100.0
MathewTooth,52.0,44.0,4.0,100.0
Alpha_zezo,40.0,60.0,0.0,15.0
Krunklestink,51.0,45.0,4.0,100.0
pms_chess,37.0,50.0,12.0,8.0
the_noumenon,0.0,0.0,0.0,0.0
Fuzelli,0.0,0.0,0.0,0.0
PISpectrum,0.0,0.0,0.0,0.0
ShuTak9,49.0,50.0,1.0,100.0
InternationalFuccboi,54.0,41.0,5.0,100.0
sam122eol,0.0,0.0,0.0,0.0
DrownTheClown,49.0,36.0,15.0,100.0
VovaPavl58,100.0,0.0,0.0,3.0
Zulkharnain,42.0,48.0,10.0,100.0
V-Z-Rus,52.0,47.0,1.0,100.0
Aditya_789,40.0,55.0,5.0,100.0
Thedutchcm,50.0,44.0,6.0,100.0
VeridisQuuo,47.0,42.0,11.0,100.0
Muaddibi,0.0,0.0,0.0,0.0
pacemaker99,45.0,46.0,9.0,100.0
mjaok,0.0,0.0,0.0,0.0
musashi100,56.0,43.0,1.0,100.0
MagnusGarden,0.0,0.0,0.0,0.0
becca1292,52.0,46.0,2.0,100.0
slava1988,43.0,55.0,2.0,100.0
Stapelgabler,0.0,0.0,0.0,0.0
Goldor,47.0,53.0,0.0,100.0
yousefabbas719,0.0,0.0,0.0,0.0
sainted39,50.0,50.0,0.0,100.0
Robmar12,40.0,53.0,7.0,100.0
schlesi,47.0,44.0,9.0,100.0
Munoz1912,55.0,42.0,3.0,100.0
Anatolii1985,25.0,75.0,0.0,12.0
amirv1387,11.0,88.0,0.0,54.0
putra_mahkota_374,56.0,44.0,0.0,100.0
Sashkavp,0.0,0.0,0.0,0.0
Barrerass,56.0,44.0,0.0,100.0
DrAlx,46.0,50.0,4.0,100.0
Simba161,60.0,38.0,2.0,100.0
jrdumanjr,36.0,54.0,10.0,100.0
Mostafauh,43.0,53.0,4.0,100.0
EImaa,41.0,56.0,3.0,100.0
abmonsonis,51.0,45.0,4.0,100.0
Horacles_pontor,33.0,66.0,0.0,9.0
DKChess1994,49.0,49.0,2.0,100.0
lolitochess,47.0,48.0,5.0,100.0
kinggpin,52.0,43.0,5.0,100.0
Kingkiller147,42.0,54.0,4.0,100.0
peso-pluma,50.0,50.0,0.0,72.0
manhcuongshmily,0.0,0.0,0.0,0.0
MajorHavoc,46.0,46.0,8.0,100.0
Kostas68,46.0,48.0,6.0,100.0
DP1980,46.0,53.0,1.0,100.0
mickael1989,66.0,33.0,0.0,72.0
RRendiles,49.0,50.0,1.0,100.0
Andreseven2006,44.0,48.0,8.0,100.0
RicardoCanda,45.0,49.0,6.0,100.0
the_libertines,48.0,45.0,7.0,100.0
wolone,0.0,0.0,0.0,0.0
Miguelosky_Pro,0.0,0.0,0.0,0.0
Dozeer,46.0,49.0,5.0,100.0
ZubarevaKatya,37.0,59.0,4.0,100.0
Arsimi89,54.0,35.0,11.0,100.0
georgeorosz,0.0,0.0,0.0,0.0
Siddarthon,44.0,52.0,4.0,100.0
Blecster,45.0,44.0,11.0,100.0
CaptainBalu1909,0.0,0.0,0.0,0.0
PAPAZIAN,0.0,0.0,0.0,0.0
quique1967stq,52.0,46.0,2.0,100.0
IvanPrikolist,49.0,48.0,3.0,100.0
Oberste_Schublade,50.0,47.0,3.0,100.0
BishopE3mate,56.0,35.0,9.0,100.0
Klaudio987,0.0,0.0,0.0,0.0
Stan-Stanman,0.0,0.0,0.0,0.0
igeorge923,35.0,64.0,1.0,100.0
YoGGenRaj,42.0,42.0,14.0,42.0
Nazar_Ono,51.0,44.0,5.0,100.0
ROS3011,44.0,49.0,7.0,100.0
sebiard1122,30.0,55.0,15.0,60.0
Nedja55,55.0,39.0,6.0,100.0
lasombra12,52.0,45.0,3.0,100.0
Mohamed_2000khaled,0.0,0.0,0.0,0.0
mrtelohranitel,46.0,46.0,8.0,100.0
Capadorada,0.0,0.0,0.0,0.0
anilindluru,51.0,46.0,3.0,100.0
Tatameo,0.0,0.0,0.0,0.0
GeorgeBest01,50.0,46.0,4.0,100.0
markou,48.0,47.0,5.0,100.0
Kyojuro-rengoku1,20.0,68.0,12.0,75.0
Ragato12,39.0,59.0,2.0,100.0
FrankenSteinitz02,55.0,42.0,3.0,100.0
Zaqzouq2018,0.0,0.0,0.0,0.0
Hans_Knappertsbusch,50.0,42.0,8.0,100.0
sergeyk1984,42.0,52.0,6.0,100.0
Buyanto81,25.0,75.0,0.0,8.0
maestromjd,42.0,56.0,2.0,100.0
MercuryForce,43.0,54.0,3.0,100.0
SchachValue,46.0,49.0,5.0,100.0
Vahap2001,53.0,36.0,11.0,100.0
chaux,56.0,28.0,15.0,100.0
